Quarter,Time,Down,ToGo,Location,ATL,PHI,Detail,EPB,EPA
3,1:17,1,10,ATL 21,9,10,Ryan Mathews middle for 14 yards (tackle by Ricardo Allen),4.170,5.600
3,0:50,1,7,ATL 7,9,10,Ryan Mathews middle for 5 yards (tackle by Keanu Neal),5.600,5.720
3,0:12,2,2,ATL 2,9,10,Ryan Mathews left tackle for 1 yard (tackle by Paul Worrilow),5.720,5.170
Quarter,Time,Down,ToGo,Location,ATL,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,ATL 1,9,10,Ryan Mathews left end for -1 yards (tackle by Philip Wheeler),5.170,3.250
4,14:11,4,2,ATL 2,9,10,"Penalty on Donnie Jones: Delay of Game, 5 yards (no play)",3.250,3.250
4,14:11,4,2,ATL 2,9,10,"Penalty on Donnie Jones: Delay of Game, 5 yards (no play)",3.250,2.970
4,13:52,4,7,ATL 7,9,13,Caleb Sturgis 25 yard field goal good,2.970,3.000
4,13:50,,,PHI 35,9,13,"Caleb Sturgis kicks off 65 yards, touchback",0.000,-0.610
4,13:50,1,10,ATL 25,9,13,Devonta Freeman middle for -1 yards (tackle by Rodney McLeod),0.610,-0.070
4,13:25,2,11,ATL 24,15,13,"Matt Ryan pass complete deep right to Taylor Gabriel for 76 yards, touchdown",-0.070,7.000
4,13:15,,,PHI 15,15,13,Matt Bryant kicks extra point no good,0.000,-1.000
4,13:15,,,ATL 35,15,13,"Matthew Bosher kicks off 62 yards, returned by Kenjon Barner for 52 yards (tackle by LaRoy Reynolds)",0.000,-2.590
4,13:06,1,10,ATL 45,15,13,Carson Wentz pass complete short middle to Zach Ertz for 8 yards (tackle by Deion Jones),2.590,3.120
4,12:29,2,2,ATL 37,15,13,Ryan Mathews right end for 3 yards (tackle by Grady Jarrett),3.120,3.310
4,11:39,1,10,ATL 34,15,13,Carson Wentz pass complete short right to Nelson Agholor for 3 yards (tackle by Deion Jones),3.310,3.180
4,11:02,2,7,ATL 31,15,13,Carson Wentz pass incomplete short middle intended for Darren Sproles (defended by Deion Jones),3.180,2.480
4,10:58,3,7,ATL 31,15,13,"Penalty on Carson Wentz: Delay of Game, 5 yards (no play)",2.480,1.820
4,10:56,3,12,ATL 36,15,13,Carson Wentz pass incomplete deep middle intended for Jordan Matthews (defended by Keanu Neal),1.820,0.880
4,10:50,4,12,ATL 36,15,13,Caleb Sturgis 55 yard field goal no good,0.880,-1.930
4,10:46,1,10,ATL 45,15,13,Matt Ryan pass incomplete short left intended for Taylor Gabriel,1.930,1.380
4,10:40,2,10,ATL 45,15,13,Matt Ryan pass incomplete deep left intended for Julio Jones,1.380,0.700
4,10:35,3,10,ATL 45,15,13,Matt Ryan pass incomplete short right intended for Taylor Gabriel,0.700,-0.390
4,10:32,4,10,ATL 45,15,13,"Matt Bryant punts 31 yards, fair catch by Darren Sproles",-0.390,-0.540
4,10:25,1,10,PHI 24,15,13,Carson Wentz pass complete deep middle to Zach Ertz for 18 yards (tackle by Keanu Neal),0.540,1.730
4,10:00,1,10,PHI 42,15,13,Carson Wentz pass complete short right to Darren Sproles for 5 yards (tackle by Jalen Collins),1.730,1.860
4,9:33,2,5,PHI 47,15,13,Carson Wentz pass complete short left to Zach Ertz for 8 yards (tackle by Brian Poole),1.860,2.590
4,9:07,1,10,ATL 45,15,13,Carson Wentz pass incomplete deep right intended for Jordan Matthews,2.590,2.040
4,9:03,2,10,ATL 45,15,13,Darren Sproles left end for 8 yards (tackle by Jalen Collins),2.040,2.410
4,8:38,3,2,ATL 37,15,13,"Penalty on Zach Ertz: False Start, 5 yards (no play)",2.410,1.750
4,8:19,3,7,ATL 42,15,13,"Penalty on Vic Beasley: Neutral Zone Infraction, 5 yards (no play)",1.750,2.410
4,7:52,3,2,ATL 37,15,13,Carson Wentz pass complete short left to Darren Sproles for 4 yards (tackle by Deion Jones),2.410,3.380
4,7:24,1,10,ATL 33,15,13,Carson Wentz pass complete short middle to Darren Sproles for 7 yards (tackle by LaRoy Reynolds),3.380,3.780
4,6:57,2,3,ATL 26,15,13,"Carson Wentz pass incomplete deep right intended for Jordan Matthews. Penalty on Brian Poole: Defensive Pass Interference, 21 yards (no play)",3.780,6.060
4,6:53,1,5,ATL 5,15,19,"Ryan Mathews right end for 5 yards, touchdown",6.060,7.000
4,6:49,,,ATL 2,15,19,"Two Point Attempt: Carson Wentz pass incomplete, conversion fails. Penalty on Paul Worrilow: Defensive Holding, 1 yards (no play)",0.000,-1.000
4,6:49,,,ATL 1,15,21,"Two Point Attempt: Ryan Mathews middle, conversion succeeds",0.000,1.000
4,6:49,,,PHI 35,15,21,"Caleb Sturgis kicks off 66 yards, returned by Eric Weems for 23 yards (tackle by Malcolm Jenkins). Penalty on Brian Poole: Offensive Holding, 10 yards",0.000,0.350
4,6:41,1,10,ATL 12,15,21,Matt Ryan pass complete short left to Julio Jones for 9 yards (tackle by Jalen Mills),-0.350,0.420
4,6:33,2,1,ATL 21,15,21,"Matt Ryan pass incomplete deep middle intended for Julio Jones. Penalty on Jalen Mills: Defensive Pass Interference, 17 yards (no play)",0.420,1.470
4,6:26,1,10,ATL 38,15,21,"Matt Ryan pass incomplete. Penalty on Matt Ryan: Intentional Grounding, 10 yards",1.470,-0.430
4,6:20,2,20,ATL 28,15,21,Matt Ryan pass complete short left to Austin Hooper for 8 yards (tackle by Jalen Mills and Nigel Bradham),-0.430,-0.030
4,5:42,3,12,ATL 36,15,21,Matt Ryan pass incomplete deep left intended for Julio Jones,-0.030,-0.980
4,5:36,4,12,ATL 36,15,21,"Matt Bryant punts 36 yards, fair catch by Darren Sproles",-0.980,-0.810
4,5:25,1,10,PHI 28,15,21,Wendell Smallwood left end for 6 yards (tackle by Philip Wheeler),0.810,1.070
4,4:47,2,4,PHI 34,15,21,Wendell Smallwood left end for 3 yards (tackle by Tyson Jackson),1.070,0.760
4,4:06,3,1,PHI 37,15,21,Carson Wentz pass incomplete short right intended for Nelson Agholor,0.760,-0.910
4,4:04,4,1,PHI 37,15,21,"Donnie Jones punts 43 yards, out of bounds. Penalty on Najee Goode: Unnecessary Roughness, 15 yards",-0.910,-1.270
4,3:55,1,10,ATL 35,15,21,Devonta Freeman middle for 6 yards (tackle by Jordan Hicks),1.270,1.530
4,3:22,2,4,ATL 41,15,21,Matt Ryan pass incomplete short left intended for Taylor Gabriel (defended by Leodis McKelvin),1.530,0.830
4,3:15,3,4,ATL 41,15,21,"Matt Ryan pass complete deep left to Devonta Freeman for 29 yards (tackle by Mychal Kendricks). Penalty on Joshua Perkins: Offensive Pass Interference, 10 yards (no play)",0.830,-0.490
4,3:09,3,14,ATL 31,15,21,Matt Ryan pass complete short right to Devonta Freeman for 9 yards (tackle by Nigel Bradham),-0.490,-0.720
4,2:24,4,5,ATL 40,15,21,Matt Ryan pass incomplete deep left intended for Julio Jones,-0.720,-2.980
4,2:19,1,10,ATL 39,15,21,Wendell Smallwood right end for 4 yards (tackle by Ricardo Allen),2.980,0.000
4,2:12,,,,15,21,Timeout #1 by Atlanta Falcons,0.000,-2.980
4,2:12,2,6,ATL 35,15,21,Wendell Smallwood middle for 2 yards (tackle by Philip Wheeler),2.980,0.000
4,2:08,,,,15,21,Timeout #2 by Atlanta Falcons,0.000,-2.540
4,2:08,3,4,ATL 33,15,21,Wendell Smallwood middle for 2 yards (tackle by Grady Jarrett),2.540,0.000
4,2:01,,,,15,21,Timeout #3 by Atlanta Falcons,0.000,0.000
4,2:01,,,,15,21,Timeout #1 by Philadelphia Eagles,0.000,-1.400
4,2:00,4,2,ATL 31,15,24,Caleb Sturgis 48 yard field goal good,1.400,3.000
4,1:57,,,PHI 35,15,24,"Caleb Sturgis kicks off 65 yards, touchback",0.000,-0.610
4,1:55,1,10,ATL 25,15,24,Matt Ryan pass complete short right to Julio Jones for 16 yards (tackle by Nigel Bradham),0.610,1.660
4,1:37,1,10,ATL 41,15,24,Matt Ryan pass incomplete short middle intended for Austin Hooper,1.660,1.120
4,1:33,2,10,ATL 41,15,24,Matt Ryan pass incomplete short right intended for Julio Jones is intercepted by Leodis McKelvin at PHI-48,1.120,-2.130
4,1:27,1,10,PHI 48,15,24,Carson Wentz kneels for -1 yards,2.130,1.450
4,0:48,2,11,PHI 47,15,24,Carson Wentz kneels for -1 yards,1.450,0.630
4,0:33,3,12,PHI 46,15,24,Carson Wentz kneels for -1 yards,0.630,-0.390
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
