Quarter,Time,Down,ToGo,Location,SEA,OAK,Detail,EPB,EPA
1,1:59,3,3,OAK 20,0,3,Darren McFadden middle for 1 yard (tackle by Lawyer Milloy),-0.590,-1.960
1,1:21,4,2,OAK 21,0,3,"Shane Lechler punts 49 yards, returned by Leon Washington for 43 yards (tackle by Shane Lechler)",-1.960,-3.780
1,1:05,1,10,OAK 27,0,3,"Marshawn Lynch left end for no gain (tackle by Michael Huff). Penalty on Quinton Ganther: Offensive Holding, 10 yards (no play)",3.780,3.120
1,0:38,1,20,OAK 37,0,3,Matt Hasselbeck sacked by Tyvon Branch for -8 yards,3.120,0.800
1,0:11,2,28,OAK 45,0,3,Justin Forsett right tackle for 4 yards (tackle by Richard Seymour and Tyvon Branch),0.800,0.700
Quarter,Time,Down,ToGo,Location,SEA,OAK,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,24,OAK 41,0,3,Matt Hasselbeck pass incomplete deep left intended for Golden Tate,0.700,0.530
2,14:52,4,24,OAK 41,0,3,"Jon Ryan punts 28 yards, fair catch by Nick Miller",0.530,0.320
2,14:48,1,10,OAK 13,0,3,Darren McFadden left end for 8 yards (tackle by Aaron Curry and Lofa Tatupu),-0.320,0.350
2,14:23,2,2,OAK 21,0,3,Marcel Reece middle for 1 yard (tackle by Colin Cole),0.350,-0.350
2,13:58,3,1,OAK 22,0,3,Jason Campbell middle for 1 yard,-0.350,0.480
2,13:15,1,10,OAK 23,0,3,Jason Campbell pass complete short left to Darrius Heyward-Bey for 12 yards (tackle by Nate Ness),0.480,1.270
2,12:55,1,10,OAK 35,0,3,Darren McFadden left tackle for 2 yards (tackle by Raheem Brock),1.270,0.990
2,12:48,2,8,OAK 37,0,3,"Penalty on Aaron Curry: Neutral Zone Infraction, 5 yards (no play)",0.990,1.670
2,12:01,2,3,OAK 42,0,3,Darren McFadden left end for -3 yards (tackle by David Hawthorne),1.670,0.560
2,11:21,3,6,OAK 39,0,3,Jason Campbell pass complete short left to Jacoby Ford for 9 yards (tackle by Earl Thomas and Nate Ness),0.560,2.130
2,10:58,1,10,OAK 48,0,3,Jason Campbell pass complete short right to Darren McFadden for 13 yards (tackle by Colin Cole),2.130,2.980
2,10:12,1,10,SEA 39,0,3,Darren McFadden left end for 1 yard (tackle by Aaron Curry),2.980,2.580
2,9:35,2,9,SEA 38,0,3,Jason Campbell pass incomplete short left intended for Johnnie Lee Higgins,2.580,1.880
2,9:30,3,9,SEA 38,0,3,Michael Bush left tackle for 8 yards (tackle by Jordan Babineaux and Kennard Cox),1.880,1.520
2,9:00,,,,0,3,Timeout #1 by Oakland Raiders,0.000,1.520
2,9:00,4,1,SEA 30,0,9,"Jason Campbell pass complete short left to Marcel Reece for 30 yards, touchdown",1.520,7.000
2,,,,SEA 2,0,10,Sebastian Janikowski kicks extra point good,0.000,0.000
2,,,,OAK 30,0,10,"Sebastian Janikowski kicks off 75 yards, touchback",0.000,0.280
2,8:54,1,10,SEA 20,0,10,Marshawn Lynch left tackle for 4 yards (tackle by Tyvon Branch),0.280,0.270
2,8:23,2,6,SEA 24,0,10,Matt Hasselbeck pass complete short middle to Chris Baker for 5 yards (tackle by Kamerion Wimbley),0.270,0.230
2,7:48,3,1,SEA 29,0,10,Marshawn Lynch right tackle for -1 yards (tackle by Rolando McClain and Michael Huff),0.230,-1.500
2,7:11,4,2,SEA 28,0,10,"Jon Ryan punts 38 yards, returned by Nick Miller for -1 yards (tackle by Ben Obomanu)",-1.500,-1.140
2,7:03,1,10,OAK 33,0,10,Michael Bush right tackle for -1 yards (tackle by Chris Clemons),1.140,0.460
2,6:25,2,11,OAK 32,0,10,"Penalty on Marcel Reece: False Start, 5 yards (no play)",0.460,-0.220
2,5:58,2,16,OAK 27,0,10,Jason Campbell pass complete short right to Marcel Reece for 9 yards (tackle by Earl Thomas),-0.220,0.300
2,5:50,3,7,OAK 36,0,10,"Penalty on Jacoby Ford: False Start, 5 yards (no play)",0.300,-0.360
2,4:54,3,12,OAK 31,0,10,"Jason Campbell pass complete short left to Darrius Heyward-Bey for 5 yards (tackle by Kennard Cox and Roy Lewis). Penalty on Chris Clemons: Unnecessary Roughness, 15 yards",-0.360,2.320
2,4:26,,,,0,10,Timeout #2 by Oakland Raiders,0.000,2.320
2,4:26,1,10,SEA 49,0,10,"Penalty on OAK: Illegal Substitution, 5 yards (no play)",2.320,1.990
2,4:26,1,15,OAK 46,0,10,Darren McFadden left tackle for 4 yards,1.990,1.650
2,3:04,2,11,,0,10,Darren McFadden middle for 2 yards (tackle by Will Herring),1.650,1.220
2,3:04,3,9,SEA 48,0,10,Jason Campbell sacked by Kam Chancellor for -3 yards,1.220,-0.130
2,3:04,4,12,OAK 49,0,10,"Shane Lechler punts 41 yards, returned by Golden Tate for 10 yards (tackle by Hiram Eugene)",-0.130,-0.280
2,2:29,1,10,SEA 20,0,10,Matt Hasselbeck pass complete short right to John Carlson for 35 yards (tackle by Stanford Routt),0.280,2.590
2,2:13,1,10,OAK 45,0,10,Matt Hasselbeck pass incomplete deep middle intended for Mike Williams,2.590,2.040
2,2:08,2,10,OAK 45,0,10,"Matt Hasselbeck pass complete short right to Golden Tate for 22 yards (tackle by Jeremy Ware). Penalty on Golden Tate: Illegal Formation, 5 yards (no play)",2.040,1.370
2,1:59,2,15,,0,10,Matt Hasselbeck pass incomplete short left intended for Ben Obomanu (defended by Nnamdi Asomugha),1.370,0.700
2,1:56,3,15,,0,10,Matt Hasselbeck pass incomplete short left intended for Justin Forsett,0.700,-0.060
2,1:48,4,15,,0,10,Jon Ryan punts 44 yards,-0.060,0.380
2,1:42,1,10,OAK 6,0,10,Darren McFadden left end for 7 yards (tackle by Lofa Tatupu and Kennard Cox),-0.380,-0.270
2,1:05,2,3,OAK 13,0,10,Darren McFadden right end for 1 yard (tackle by Chris Clemons),-0.270,-0.480
2,1:01,,,,0,10,Timeout #1 by Seattle Seahawks,0.000,-0.480
2,1:01,3,2,OAK 14,0,10,Jason Campbell pass incomplete deep left intended for Darrius Heyward-Bey (defended by Kennard Cox),-0.480,-2.470
2,0:54,4,2,OAK 14,0,10,"Shane Lechler punts 60 yards, returned by Leon Washington for 19 yards (tackle by Stevie Brown)",-2.470,-1.930
2,0:40,1,10,SEA 45,0,10,Matt Hasselbeck pass complete short left to Brandon Stokley for 13 yards (tackle by Michael Huff),1.930,2.790
2,0:35,1,10,OAK 42,0,10,Matt Hasselbeck pass complete short middle to Justin Forsett for 9 yards (tackle by Michael Mitchell),2.790,3.460
2,0:28,,,,0,10,Timeout #2 by Seattle Seahawks,0.000,3.460
2,0:28,2,1,OAK 33,0,10,Matt Hasselbeck pass incomplete deep right intended for Golden Tate (defended by Jeremy Ware),3.460,2.740
2,0:23,3,1,OAK 33,0,10,Matt Hasselbeck pass incomplete short right intended for Golden Tate,2.740,1.210
2,0:20,4,1,OAK 33,0,10,Olindo Mare 51 yard field goal no good,1.210,-1.660
2,0:15,1,10,OAK 41,0,10,Jason Campbell kneels for -1 yards,1.660,0.990
Quarter,Time,Down,ToGo,Location,SEA,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 30,0,10,"Sebastian Janikowski kicks off 65 yards, returned by Leon Washington for 9 yards (tackle by Rock Cartwright)",0.000,-0.280
3,14:57,1,10,SEA 14,0,10,Matt Hasselbeck pass complete short middle to John Carlson for 7 yards (tackle by Rolando McClain),-0.280,0.280
3,14:28,2,3,SEA 21,0,10,Marshawn Lynch right guard for 7 yards (tackle by Rolando McClain and Trevor Scott),0.280,0.810
3,13:53,1,10,SEA 28,0,10,Matt Hasselbeck pass incomplete short left intended for Ben Obomanu,0.810,0.260
3,13:48,2,10,SEA 28,0,10,Matt Hasselbeck pass complete short right to John Carlson for 5 yards (tackle by Tyvon Branch),0.260,0.230
3,13:07,3,5,SEA 33,0,10,Matt Hasselbeck pass incomplete deep left intended for Deon Butler (defended by Stanford Routt),0.230,-1.180
3,13:03,4,5,SEA 33,0,10,"Jon Ryan punts 63 yards, returned by Nick Miller for 8 yards (tackle by Kam Chancellor). Penalty on Bruce Davis: Illegal Block Above the , 6 yards",-1.180,0.380
3,12:52,1,10,OAK 6,0,10,Darren McFadden right end for 2 yards (tackle by Lawyer Milloy and David Hawthorne),-0.380,-0.630
3,12:12,2,8,OAK 8,0,10,Jason Campbell pass complete short right to Darrius Heyward-Bey for 12 yards (tackle by Marcus Trufant),-0.630,0.280
3,11:48,1,10,OAK 20,0,10,Darren McFadden middle for 49 yards (tackle by Kennard Cox),0.280,3.510
3,11:00,1,10,SEA 31,0,10,Jason Campbell pass incomplete short right intended for Jacoby Ford (defended by Colin Cole),3.510,2.970
3,10:56,2,10,SEA 31,0,10,Jacoby Ford left end for 11 yards (tackle by Earl Thomas),2.970,4.240
3,10:29,1,10,SEA 20,0,10,Darren McFadden middle for no gain,4.240,3.690
3,9:55,,,,0,10,Timeout #1 by Oakland Raiders,0.000,3.690
3,9:55,2,10,SEA 20,0,10,Darren McFadden left end for 2 yards (tackle by Lofa Tatupu and Craig Terrill),3.690,3.220
3,9:16,3,8,SEA 18,0,10,Jason Campbell pass incomplete short left intended for Darrius Heyward-Bey (defended by Will Herring),3.220,2.250
3,9:12,4,8,SEA 18,0,13,Sebastian Janikowski 36 yard field goal good,2.250,3.000
3,,,,OAK 30,0,13,"Sebastian Janikowski kicks off 71 yards, returned by Leon Washington for 37 yards (tackle by Michael Huff)",0.000,1.330
3,9:02,1,10,SEA 36,0,13,"Penalty on Tyler Polumbus: False Start, 5 yards (no play)",1.330,1.000
3,9:02,1,15,SEA 31,0,13,Marshawn Lynch right tackle for 2 yards (tackle by Matt Shaughnessy),1.000,0.390
3,8:25,2,13,SEA 33,0,13,Matt Hasselbeck pass complete deep left to Golden Tate for 24 yards (tackle by Jeremy Ware),0.390,2.720
3,8:13,1,10,OAK 43,0,13,"Matt Hasselbeck pass incomplete deep right intended for Deon Butler (defended by Stanford Routt). Penalty on Stanford Routt: Defensive Pass Interfere, 31 yards (no play)",2.720,4.780
3,8:07,1,10,OAK 12,0,13,Matt Hasselbeck pass incomplete short left intended for Deon Butler,4.780,4.100
3,8:02,2,10,OAK 12,0,13,Marshawn Lynch right tackle for 1 yard (tackle by Quentin Groves),4.100,3.290
3,7:19,3,9,OAK 11,0,13,Matt Hasselbeck pass incomplete short middle intended for Mike Williams,3.290,2.700
3,7:15,4,9,OAK 11,0,13,Olindo Mare 29 yard field goal no good,2.700,-0.280
3,7:11,1,10,OAK 20,0,13,Darren McFadden right end for -1 yards (tackle by Lawyer Milloy and Marcus Trufant),0.280,-0.460
3,6:33,2,11,OAK 19,0,13,Jason Campbell pass complete short left to Marcel Reece for 51 yards (tackle by Marcus Trufant),-0.460,3.580
3,5:46,1,10,SEA 30,0,13,Michael Bush right tackle for 3 yards (tackle by Chris Clemons and Lofa Tatupu),3.580,3.440
3,5:06,2,7,SEA 27,0,13,Jason Campbell pass incomplete,3.440,2.740
3,5:01,3,7,SEA 27,0,13,Jason Campbell pass incomplete deep right intended for Nick Miller (defended by Marcus Trufant),2.740,1.670
3,4:55,4,7,SEA 27,0,13,Sebastian Janikowski 45 yard field goal no good,1.670,-1.270
3,4:50,1,10,SEA 35,0,13,Matt Hasselbeck pass complete short right to Deon Butler for 4 yards (tackle by Stanford Routt),1.270,1.260
3,4:33,2,6,SEA 39,0,13,Marshawn Lynch left end for -1 yards (tackle by Matt Shaughnessy),1.260,0.430
3,3:47,3,7,SEA 38,0,13,Matt Hasselbeck pass incomplete short middle intended for John Carlson (defended by Michael Mitchell),0.430,-0.850
3,3:43,4,7,SEA 38,0,13,"Jon Ryan punts 56 yards, returned by Nick Miller for 8 yards (tackle by Roy Lewis)",-0.850,0.280
3,3:30,1,10,OAK 14,0,13,Michael Bush middle for 1 yard (tackle by Colin Cole),-0.280,-0.640
3,2:52,2,9,OAK 15,0,13,Jason Campbell pass incomplete short right intended for Marcel Reece,-0.640,-1.280
3,2:45,3,9,OAK 15,0,13,Jason Campbell pass complete short middle to Michael Bush for 55 yards (tackle by Raheem Brock and Roy Lewis),-1.280,3.580
3,1:53,1,10,SEA 30,0,13,Darren McFadden right end for 20 yards (tackle by David Hawthorne),3.580,4.910
3,1:12,1,10,SEA 10,0,13,Darren McFadden middle for 5 yards (tackle by Nate Ness),4.910,5.150
3,0:34,2,5,SEA 5,0,13,"Darren McFadden right guard for 1 yard. Penalty on Robert Gallery: Offensive Holding, 10 yards (no play)",5.150,3.460
3,0:11,,,,0,13,Timeout #2 by Oakland Raiders,0.000,3.460
3,0:11,2,15,SEA 15,0,13,Jason Campbell pass complete short left to Darren McFadden for 11 yards,3.460,4.490
Quarter,Time,Down,ToGo,Location,SEA,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,SEA 4,0,13,Jason Campbell pass incomplete short right intended for Johnnie Lee Higgins,4.490,3.030
4,14:56,4,4,SEA 4,0,16,Sebastian Janikowski 22 yard field goal good,3.030,3.000
4,,,,OAK 30,0,16,"Sebastian Janikowski kicks off 70 yards, touchback",0.000,0.280
4,14:52,1,10,SEA 20,0,16,Matt Hasselbeck pass incomplete deep right intended for Deon Butler,0.280,-0.270
4,14:47,2,10,SEA 20,0,16,Matt Hasselbeck pass incomplete short right intended for Justin Forsett (defended by Rolando McClain),-0.270,-0.960
4,14:44,3,10,SEA 20,0,16,"Matt Hasselbeck pass incomplete deep middle intended for Brandon Stokley is intercepted by Michael Huff at SEA-42 and returned for 13 yards. Penalty on Stanford Routt: Illegal Contact, 5 yards (no play)",-0.960,0.610
4,14:31,1,10,SEA 25,0,16,Matt Hasselbeck pass incomplete short left intended for Golden Tate,0.610,0.060
4,14:27,2,10,SEA 25,0,16,Matt Hasselbeck sacked by Kamerion Wimbley and Tommy Kelly for -1 yards,0.060,-0.760
4,14:00,3,11,SEA 24,0,16,"Matt Hasselbeck pass complete short middle to Justin Forsett for 4 yards (tackle by Rolando McClain). Penalty on Rolando McClain: Unnecessary Roughness, 15 yards",-0.760,1.800
4,13:44,1,10,SEA 43,0,16,Matt Hasselbeck pass incomplete deep right intended for Deon Butler is intercepted by Tyvon Branch at OAK-16 and returned for 15 yards,1.800,-1.000
,,,,,,,"SEA challenged the incomplete pass ruling, and the play was upheld.",,
4,13:36,1,10,OAK 31,0,22,"Jason Campbell pass complete deep left to Darrius Heyward-Bey for 69 yards, touchdown",1.000,7.000
4,,,,SEA 2,0,23,Sebastian Janikowski kicks extra point good,0.000,0.000
4,,,,OAK 30,0,23,"Sebastian Janikowski kicks off 65 yards, returned by Leon Washington for 45 yards (tackle by Stevie Brown)",0.000,2.260
4,13:18,1,10,,0,23,Justin Forsett left tackle for 5 yards (tackle by Desmond Bryant),2.260,2.390
4,12:51,2,5,OAK 45,0,23,Justin Forsett left end for no gain (tackle by Desmond Bryant),2.390,1.690
4,12:32,3,5,OAK 45,0,23,Matt Hasselbeck pass complete short middle to Ben Obomanu for 5 yards (tackle by Tyvon Branch),1.690,2.920
4,12:03,1,10,OAK 40,0,23,"Matt Hasselbeck sacked by Lamarr Houston for -1 yards. Matt Hasselbeck fumbles (forced by Lamarr Houston), recovered by Stacy Andrews at OAK-41",2.920,2.240
4,11:21,2,11,OAK 41,0,23,Justin Forsett middle for 1 yard (tackle by Rolando McClain and Michael Mitchell),2.240,1.680
4,10:47,3,10,OAK 40,0,23,Matt Hasselbeck pass incomplete deep left intended for Golden Tate,1.680,0.590
4,10:42,4,10,OAK 40,0,23,Matt Hasselbeck pass complete deep left to Mike Williams for 27 yards (tackle by Michael Huff),0.590,4.710
4,10:11,1,10,OAK 13,0,23,Matt Hasselbeck sacked by Matt Shaughnessy for -7 yards,4.710,3.210
4,9:31,2,17,OAK 20,0,23,Matt Hasselbeck pass incomplete short left intended for Justin Forsett,3.210,2.540
4,9:27,3,17,OAK 20,0,23,Matt Hasselbeck sacked by Kamerion Wimbley for -9 yards,2.540,1.500
4,9:02,4,26,OAK 29,3,23,Olindo Mare 47 yard field goal good,1.500,3.000
4,,,,SEA 30,3,23,"Olindo Mare kicks onside 11 yards. Penalty on Lawyer Milloy: Offside on Free Kick, 5 yards",0.000,3.180
4,8:53,1,10,SEA 36,3,23,Darren McFadden right tackle for 2 yards (tackle by Chris Clemons),3.180,2.910
4,8:12,2,8,SEA 34,3,23,Darren McFadden right tackle for 3 yards (tackle by Junior Siavii),2.910,2.610
4,7:28,3,5,SEA 31,3,23,Jason Campbell pass incomplete deep left intended for Darrius Heyward-Bey,2.610,1.350
4,7:23,4,5,SEA 31,3,26,Sebastian Janikowski 49 yard field goal good,1.350,3.000
4,,,,OAK 30,3,26,"Sebastian Janikowski kicks off 70 yards, touchback",0.000,0.280
4,7:16,1,10,SEA 20,3,26,Leon Washington middle for 21 yards (tackle by Tyvon Branch and Stevie Brown). Penalty on Trevor Scott: Defensive Offside (Declined),0.280,1.660
4,7:01,1,10,SEA 41,3,26,Matt Hasselbeck pass incomplete short left intended for Mike Williams (defended by Michael Huff),1.660,1.120
4,6:56,2,10,SEA 41,3,26,Leon Washington right tackle for 3 yards (tackle by Desmond Bryant),1.120,0.830
4,6:56,3,7,SEA 44,3,26,Matt Hasselbeck sacked by Richard Seymour for -7 yards,0.830,-0.910
4,6:12,4,14,SEA 37,3,26,Jon Ryan punts 29 yards,-0.910,-1.200
4,6:02,1,10,OAK 34,3,26,Michael Bush left tackle for 1 yard (tackle by Lofa Tatupu and David Hawthorne),1.200,0.790
4,5:17,2,9,OAK 35,3,26,"Penalty on Robert Gallery: False Start, 5 yards (no play)",0.790,0.120
4,4:51,2,14,OAK 30,3,26,Michael Bush middle for 5 yards (tackle by Lawyer Milloy),0.120,0.100
4,4:09,3,9,OAK 35,3,26,Michael Bush right tackle for 30 yards (tackle by Marcus Trufant),0.100,3.250
4,3:25,1,10,SEA 35,3,26,Marcel Reece middle for 31 yards (tackle by Marcus Trufant),3.250,6.280
4,2:38,1,4,SEA 4,3,26,Michael Bush left end for no gain (tackle by Marcus Trufant),6.280,5.340
4,2:00,2,4,SEA 4,3,32,"Michael Bush left tackle for 4 yards, touchdown",5.340,7.000
4,,,,SEA 2,3,33,Sebastian Janikowski kicks extra point good,0.000,0.000
4,,,,OAK 30,3,33,"Sebastian Janikowski kicks off 70 yards, touchback",0.000,0.280
4,1:56,1,10,SEA 20,3,33,Leon Washington left tackle for 3 yards (tackle by Trevor Scott),0.280,0.140
4,1:19,2,7,SEA 23,3,33,Leon Washington left tackle for -2 yards (tackle by Desmond Bryant),0.140,-0.820
4,0:42,3,9,SEA 21,3,33,Leon Washington right end for 4 yards (tackle by Tyvon Branch and Matt Shaughnessy),-0.820,-1.700
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
