Quarter,Time,Down,ToGo,Location,GNB,PIT,Detail,EPB,EPA
3,7:42,1,10,PIT 45,21,14,Jamaal Williams middle for 6 yards (tackle by Sean Davis),2.590,2.850
3,7:08,2,4,PIT 39,21,14,Jamaal Williams middle for 3 yards (tackle by Vince Williams),2.850,2.540
3,6:28,3,1,PIT 36,21,14,Jamaal Williams right guard for 5 yards (tackle by Cameron Heyward and Bud Dupree),2.540,3.510
3,5:46,1,10,PIT 31,21,14,Brett Hundley sacked by Leterrius Walton for -5 yards,3.510,2.290
3,5:01,2,15,PIT 36,21,14,Brett Hundley pass incomplete short middle intended for Jordy Nelson (defended by T.J. Watt),2.290,1.620
3,4:57,3,15,PIT 36,21,14,Brett Hundley sacked by Cameron Heyward for -3 yards,1.620,0.660
3,4:20,4,18,PIT 39,21,14,Mason Crosby 57 yard field goal no good,0.660,-2.060
3,4:15,1,10,PIT 47,21,14,Ben Roethlisberger pass complete short middle to Le'Veon Bell for 12 yards (tackle by Kevin King),2.060,2.850
3,3:34,1,10,GNB 41,21,14,Le'Veon Bell left guard for 4 yards (tackle by Vince Biegel),2.850,2.850
3,2:54,2,6,GNB 37,21,14,Ben Roethlisberger left guard for 8 yards (tackle by Mike Daniels),2.850,3.640
3,2:12,1,10,GNB 29,21,14,Ben Roethlisberger pass complete short middle to Le'Veon Bell for 15 yards (tackle by Blake Martinez),3.640,4.650
3,1:28,1,10,GNB 14,21,14,Ben Roethlisberger pass complete short right to Antonio Brown for 11 yards (tackle by Davon House),4.650,6.510
3,0:57,1,3,GNB 3,21,14,"Ben Roethlisberger pass incomplete short right intended for Martavis Bryant (defended by Davon House). Penalty on Davon House: Defensive Pass Interference, 2 yards (no play)",6.510,6.970
3,0:54,1,1,GNB 1,21,20,"Ben Roethlisberger pass complete short left to Antonio Brown for 1 yard, touchdown",6.970,7.000
3,0:50,,,GNB 15,21,21,Chris Boswell kicks extra point good,0.000,0.000
3,0:50,,,PIT 35,21,21,"Chris Boswell kicks off 65 yards, touchback",0.000,-0.610
3,0:50,1,10,GNB 25,21,21,Jamaal Williams right guard for -2 yards (tackle by Mike Hilton and Cameron Heyward),0.610,-0.210
3,0:10,2,12,GNB 23,21,21,Brett Hundley pass incomplete short middle intended for Richard Rodgers,-0.210,-0.890
3,0:04,3,12,GNB 23,21,21,Brett Hundley sacked by Cameron Heyward for -4 yards,-0.890,-2.140
Quarter,Time,Down,ToGo,Location,GNB,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,16,GNB 19,21,21,"Justin Vogel punts 46 yards, fair catch by Antonio Brown. Penalty on Aaron Ripkowski: Offensive Holding, 10 yards",-2.140,-1.930
4,14:53,1,10,PIT 45,21,21,Le'Veon Bell middle for 14 yards (tackle by Josh Jones and Ha Ha Clinton-Dix),1.930,2.850
4,14:13,1,10,GNB 41,21,21,Le'Veon Bell middle for 1 yard (tackle by Mike Daniels),2.850,2.440
4,13:31,2,9,GNB 40,21,21,"Le'Veon Bell left guard for 5 yards (tackle by Morgan Burnett and Quinton Dial). Le'Veon Bell fumbles (forced by Morgan Burnett), recovered by Blake Martinez at GNB-34 (tackle by Ramon Foster)",2.440,-1.200
4,13:24,1,10,GNB 34,21,21,Brett Hundley pass incomplete short right intended for Davante Adams,1.200,0.660
4,13:20,2,10,GNB 34,21,21,Brett Hundley pass incomplete short left intended for Richard Rodgers (defended by Ryan Shazier),0.660,-0.030
4,13:16,3,10,GNB 34,21,21,Brett Hundley pass incomplete short right intended for Davante Adams,-0.030,-1.110
4,13:11,4,10,GNB 34,21,21,"Justin Vogel punts 44 yards, fair catch by Antonio Brown. Penalty on Josh Jones: Face Mask (15 Yards), 15 yards (no play)",-1.110,-2.140
4,13:03,4,25,GNB 19,21,21,"Justin Vogel punts 49 yards, fair catch by Antonio Brown",-2.140,-1.070
4,12:56,1,10,PIT 32,21,21,Ben Roethlisberger sacked by Mike Daniels for -10 yards,1.070,-0.820
4,12:15,2,20,PIT 22,21,21,Ben Roethlisberger pass complete short left to Le'Veon Bell for 14 yards (tackle by Blake Martinez),-0.820,0.370
4,11:32,3,6,PIT 36,21,21,Ben Roethlisberger pass complete short left to Eli Rogers for 11 yards (tackle by Kevin King),0.370,2.060
4,10:51,1,10,PIT 47,21,21,Le'Veon Bell right guard for -3 yards (tackle by Blake Martinez),2.060,1.110
4,10:11,2,13,PIT 44,21,21,Ben Roethlisberger pass complete short right to Le'Veon Bell for 12 yards (tackle by Kyler Fackrell and Montravius Adams),1.110,2.020
4,9:28,3,1,GNB 44,21,21,Le'Veon Bell left tackle for 11 yards (tackle by Blake Martinez),2.020,3.380
4,8:50,1,10,GNB 33,21,27,"Ben Roethlisberger pass complete deep right to Antonio Brown for 33 yards, touchdown",3.380,7.000
4,8:42,,,GNB 15,21,28,Chris Boswell kicks extra point good,0.000,0.000
4,8:42,,,PIT 35,21,28,"Chris Boswell kicks off 65 yards, returned by Trevor Davis for 23 yards (tackle by Roosevelt Nix)",0.000,-0.480
4,8:37,1,10,GNB 23,21,28,Brett Hundley pass complete short left to Richard Rodgers for 25 yards (tackle by Bud Dupree),0.480,2.130
4,8:03,1,10,GNB 48,21,28,Brett Hundley pass complete short right to Randall Cobb for 12 yards (tackle by Mike Hilton),2.130,2.920
4,7:28,1,10,PIT 40,21,28,Jamaal Williams right guard for 1 yard (tackle by Bud Dupree and Tyson Alualu),2.920,2.510
4,6:48,2,9,PIT 39,21,28,Brett Hundley pass complete short middle to Davante Adams for 12 yards (tackle by Ryan Shazier),2.510,3.780
4,6:14,1,10,PIT 27,21,28,Brett Hundley pass complete short left to Jordy Nelson for 7 yards (tackle by Sean Davis),3.780,4.180
4,5:35,2,3,PIT 20,21,28,Jamaal Williams middle for 2 yards (tackle by Vince Williams and Stephon Tuitt),4.180,3.840
4,4:56,3,1,PIT 18,21,28,Brett Hundley pass complete short left to Jordy Nelson for 2 yards (tackle by Artie Burns),3.840,4.510
4,4:15,1,10,PIT 16,21,28,Jamaal Williams left guard for -2 yards (tackle by Stephon Tuitt and Mike Hilton),4.510,3.640
4,3:35,2,12,PIT 18,21,28,Brett Hundley pass incomplete short left intended for Davante Adams,3.640,2.940
4,3:30,3,12,PIT 18,21,28,Brett Hundley pass complete short left to Randall Cobb for 6 yards (tackle by Sean Davis and Ryan Shazier),2.940,0.000
4,2:50,,,,,,Timeout #2 by Green Bay Packers,0.000,-2.660
4,2:50,4,6,PIT 12,21,28,Brett Hundley pass complete short left to Davante Adams for 8 yards (tackle by William Gay),2.660,6.280
4,2:08,1,4,PIT 4,27,28,"Jamaal Williams middle for 4 yards, touchdown",6.280,7.000
4,2:02,,,PIT 15,28,28,Mason Crosby kicks extra point good,0.000,0.000
4,2:02,,,GNB 35,28,28,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.610
4,2:02,1,10,PIT 25,28,28,Ben Roethlisberger pass complete short middle to Eli Rogers for 6 yards (tackle by Morgan Burnett),0.610,0.870
4,1:58,2,4,PIT 31,28,28,Ben Roethlisberger pass complete short middle to Antonio Brown for 13 yards (tackle by Ha Ha Clinton-Dix). Penalty on Blake Martinez: Defensive Holding (Declined),0.870,1.860
4,1:50,1,10,PIT 44,28,28,Ben Roethlisberger pass complete short right to Le'Veon Bell for 10 yards (tackle by Josh Hawkins),1.860,2.520
4,1:43,1,10,GNB 46,28,28,Ben Roethlisberger pass incomplete short left intended for Martavis Bryant,2.520,1.980
4,1:38,2,10,GNB 46,28,28,Ben Roethlisberger pass incomplete short right intended for Antonio Brown,1.980,1.290
4,1:33,3,10,GNB 46,28,28,Ben Roethlisberger pass incomplete deep left intended for Eli Rogers (defended by Damarious Randall),1.290,0.200
4,1:21,4,10,GNB 46,28,28,"Jordan Berry punts 28 yards, fair catch by Trevor Davis",0.200,-0.040
4,1:20,1,10,GNB 18,28,28,Brett Hundley sacked by T.J. Watt for -6 yards,0.040,-1.220
4,0:39,2,16,GNB 12,28,28,Brett Hundley pass complete short right to Jamaal Williams for 3 yards (tackle by Ryan Shazier),-1.220,-1.660
4,0:32,3,13,GNB 15,28,28,Jamaal Williams middle for 4 yards (tackle by Ryan Shazier),-1.660,0.000
4,0:27,,,,,,Timeout #1 by Pittsburgh Steelers,0.000,2.140
4,0:27,4,9,GNB 19,28,28,"Justin Vogel punts 53 yards, returned by Antonio Brown for 2 yards (tackle by Trevor Davis)",-2.140,-0.940
4,0:17,1,10,PIT 30,28,28,Ben Roethlisberger pass complete deep left to Antonio Brown for 23 yards (tackle by Josh Jones),0.940,2.460
4,0:13,1,10,GNB 47,28,28,Ben Roethlisberger pass complete short left to Antonio Brown for 14 yards (tackle by Kevin King),2.460,3.380
4,0:09,1,10,GNB 33,28,28,Ben Roethlisberger pass complete short left to Le'Veon Bell for -2 yards (tackle by Morgan Burnett),3.380,0.000
4,0:04,,,,,,Timeout #2 by Pittsburgh Steelers,0.000,0.000
4,0:04,,,,,,Timeout #3 by Green Bay Packers,0.000,-2.570
4,0:04,2,12,GNB 35,28,31,Chris Boswell 53 yard field goal good,2.570,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
