Quarter,Time,Down,ToGo,Location,DEN,CIN,Detail,EPB,EPA
2,14:25,3,1,DEN 29,0,0,Phillip Lindsay right guard for -2 yards (tackle by Shawn Williams),0.230,-1.570
2,13:52,4,3,DEN 27,0,0,Colby Wadman punts 57 yards out of bounds,-1.570,0.140
2,13:44,1,10,CIN 16,0,0,Jeff Driskel pass complete short middle to Tyler Boyd for 15 yards (tackle by Justin Simmons),-0.140,1.000
2,13:03,1,10,CIN 31,0,0,Joe Mixon right tackle for no gain (tackle by Adam Gotsis),1.000,0.460
2,12:21,2,10,CIN 31,0,0,"Penalty on Bobby Hart: False Start, 5 yards (no play)",0.460,-0.220
2,12:05,2,15,CIN 26,0,0,Jeff Driskel sacked by Shelby Harris for -10 yards,-0.220,-2.690
2,11:38,3,25,CIN 16,0,0,Jeff Driskel pass complete short left to Tyler Boyd for 12 yards (tackle by Bradley Roby),-2.690,-1.500
2,11:10,4,13,CIN 28,0,0,Kevin Huber punts 34 yards downed by Clark Harris,-1.500,-1.470
2,11:00,1,10,DEN 38,0,0,Case Keenum pass incomplete short right intended for Andy Janovich,1.470,0.920
2,10:55,2,10,DEN 38,0,0,Case Keenum pass complete short middle to Emmanuel Sanders for 14 yards (tackle by Dre Kirkpatrick),0.920,2.390
2,10:15,1,10,CIN 48,0,0,Case Keenum pass complete short left to Andy Janovich for 7 yards (tackle by Vontaze Burfict),2.390,2.790
2,9:31,2,3,CIN 41,0,0,Phillip Lindsay right guard for 7 yards (tackle by Dre Kirkpatrick),2.790,3.310
2,8:54,1,10,CIN 34,0,0,Phillip Lindsay up the middle for 3 yards (tackle by Niles Scott),3.310,3.180
2,8:11,2,7,CIN 31,0,0,Case Keenum pass incomplete short right intended for Matt LaCosse,3.180,2.480
2,8:06,,,,,,Timeout #1 by Cincinnati Bengals,,
2,8:06,3,7,CIN 31,0,0,Case Keenum sacked by Sam Hubbard for -1 yards,2.480,1.240
2,7:27,4,8,CIN 32,0,0,Brandon McManus 50 yard field goal no good,1.240,-1.600
2,7:23,1,10,CIN 40,0,0,Joe Mixon left tackle for 1 yard (tackle by Derek Wolfe),1.600,1.190
2,6:47,2,9,CIN 41,0,0,"Jeff Driskel pass incomplete deep left intended for C.J. Uzomah. Penalty on Alex Redmond: Offensive Holding, 10 yards (no play)",1.190,-0.160
2,6:42,2,19,CIN 31,0,0,Jeff Driskel sacked by Shelby Harris and Von Miller for -5 yards,-0.160,-1.480
2,6:05,3,24,CIN 26,0,0,"Penalty on Trey Hopkins: False Start, 5 yards (no play)",-1.480,-2.140
2,5:52,3,29,CIN 21,0,0,"Giovani Bernard up the middle for 4 yards (tackle by Will Parks). Penalty on Billy Price: Offensive Holding, 10 yards",-2.140,-3.820
2,5:34,3,35,CIN 15,0,0,Giovani Bernard up the middle for 4 yards (tackle by Von Miller),-3.820,-2.140
2,5:08,4,31,CIN 19,0,0,"Kevin Huber punts 38 yards, returned by River Cracraft for 2 yards (tackle by Jordan Franks)",-2.140,-1.930
2,4:57,1,10,DEN 45,0,0,Phillip Lindsay left tackle for 5 yards (tackle by Nick Vigil and Andrew Billings),1.930,2.060
2,4:18,2,5,DEN 50,0,0,Phillip Lindsay right end for 4 yards (tackle by Michael Johnson and Shawn Williams),2.060,1.880
2,3:38,3,1,CIN 46,0,0,Phillip Lindsay up the middle for 2 yards (tackle by Vontaze Burfict),1.880,2.650
2,2:55,1,10,CIN 44,0,0,Case Keenum pass incomplete short right,2.650,2.110
2,2:48,2,10,CIN 44,0,0,Case Keenum pass incomplete short left intended for Courtland Sutton (defended by William Jackson),2.110,1.420
2,2:45,3,10,CIN 44,0,0,Case Keenum pass complete short right to Devontae Booker for 30 yards (tackle by Darqueze Dennard). Penalty on Nick Vigil: Defensive Holding (Declined),1.420,4.650
2,2:17,1,10,CIN 14,0,0,Case Keenum pass complete short middle to Devontae Booker for 8 yards (tackle by Jordan Evans),4.650,5.470
2,2:00,2,2,CIN 6,6,0,"Phillip Lindsay right tackle for 6 yards, touchdown",5.470,7.000
2,1:56,,,CIN 15,7,0,Brandon McManus kicks extra point good,0.000,0.000
2,1:56,,,DEN 35,7,0,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
2,1:56,1,10,CIN 25,7,0,Jeff Driskel pass complete short right to C.J. Uzomah for 1 yard (tackle by Justin Simmons),0.610,0.200
2,1:51,2,9,CIN 26,7,0,"Jeff Driskel pass complete short right to Tyler Boyd for 6 yards (tackle by Su'a Cravens). Penalty on Von Miller: Illegal Use of Hands, 5 yards (no play)",0.200,1.000
2,1:48,1,10,CIN 31,7,0,Jeff Driskel pass complete short right to Giovani Bernard for 6 yards (tackle by Su'a Cravens),1.000,1.270
2,1:40,2,4,CIN 37,7,0,Jeff Driskel pass complete short right to C.J. Uzomah for 6 yards (tackle by Todd Davis),1.270,1.800
2,1:36,1,10,CIN 43,7,0,Jeff Driskel pass incomplete deep middle intended for Tyler Boyd,1.800,1.250
2,1:30,2,10,CIN 43,7,0,Jeff Driskel pass complete short right to Giovani Bernard for -1 yards (tackle by Todd Davis),1.250,0.430
2,1:26,3,11,CIN 42,7,0,Jeff Driskel pass complete deep middle to Tyler Boyd for 22 yards (tackle by Justin Simmons),0.430,3.180
2,1:01,1,10,DEN 36,7,0,"Jeff Driskel pass incomplete short right intended for C.J. Uzomah. Penalty on Isaac Yiadom: Unnecessary Roughness, 15 yards (no play)",3.180,4.170
2,0:59,1,10,DEN 21,7,0,Joe Mixon up the middle for 14 yards (tackle by Will Parks),4.170,5.600
2,0:31,1,7,DEN 7,7,0,"Jeff Driskel pass incomplete short right. Penalty on Jeff Driskel: Intentional Grounding, 10 yards",5.600,3.240
2,0:25,,,,,,Timeout #2 by Cincinnati Bengals,,
2,0:25,2,17,DEN 17,7,0,Jeff Driskel pass incomplete deep middle intended for John Ross,3.240,2.740
2,0:21,,,,,,Timeout #1 by Denver Broncos,,
2,0:20,3,17,DEN 17,7,0,Jeff Driskel pass incomplete deep right intended for Cody Core,2.740,2.310
2,0:16,4,17,DEN 17,7,3,Randy Bullock 35 yard field goal good,2.310,3.000
2,0:12,,,CIN 35,7,3,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
2,0:12,1,10,DEN 25,7,3,Case Keenum kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,DEN,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 35,7,3,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,CIN 25,7,3,"Joe Mixon left end for no gain (tackle by Domata Peko). Penalty on Trey Hopkins: Offensive Holding, 10 yards (no play)",0.610,-0.410
3,14:42,1,20,CIN 15,7,3,Jeff Driskel pass incomplete short middle intended for Tyler Boyd,-0.410,-1.430
3,14:38,2,20,CIN 15,7,3,Joe Mixon left guard for 3 yards (tackle by Su'a Cravens),-1.430,-1.720
3,13:57,3,17,CIN 18,7,3,Jeff Driskel pass incomplete short left intended for Giovani Bernard (defended by Adam Gotsis),-1.720,-2.240
3,13:53,4,17,CIN 18,7,3,"Kevin Huber punts 57 yards, returned by River Cracraft for 3 yards (tackle by Clayton Fejedelem). Penalty on Joseph Jones: Illegal Block Above the Waist, 10 yards",-2.240,-0.040
3,13:41,1,10,DEN 18,7,3,Phillip Lindsay left end for 1 yard (tackle by Darqueze Dennard),0.040,-0.320
3,13:08,2,9,DEN 19,7,3,Case Keenum pass complete short middle to Emmanuel Sanders for 1 yard (tackle by Michael Johnson),-0.320,-0.910
3,12:23,,,,,,Timeout #1 by Denver Broncos,,
3,12:23,3,8,DEN 20,7,3,Case Keenum pass incomplete short right,-0.910,-2.030
3,12:18,4,8,DEN 20,7,3,"Colby Wadman punts 47 yards, muffed catch by Alex Erickson, recovered by Dymonte Thomas at CIN-33 (tackle by Alex Erickson). Penalty on Jordan Franks: Offensive Holding (Declined)",-2.030,3.380
3,12:07,1,10,CIN 33,7,3,Royce Freeman up the middle for 3 yards (tackle by Christian Ringo),3.380,3.240
3,11:32,2,7,CIN 30,13,3,"Case Keenum pass complete deep right to Courtland Sutton for 30 yards, touchdown",3.240,7.000
3,11:27,,,CIN 15,13,3,"Penalty on CIN: Defensive Too Many Men on Field, 5 yards (no play)",0.000,0.000
3,11:27,,,CIN 10,14,3,Brandon McManus kicks extra point good,0.000,0.000
3,11:27,,,DEN 35,14,3,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
3,11:27,1,10,CIN 25,14,3,Jeff Driskel pass complete short right to Tyler Boyd for 20 yards (tackle by Justin Simmons),0.610,1.930
3,10:50,1,10,CIN 45,14,3,Jeff Driskel pass incomplete short left intended for Cody Core (defended by Bradley Roby),1.930,1.380
3,10:46,2,10,CIN 45,14,3,John Ross left end for 2 yards (tackle by Isaac Yiadom),1.380,0.960
3,10:07,3,8,CIN 47,14,3,Jeff Driskel pass complete deep middle to Tyler Boyd for 23 yards (tackle by Darian Stewart),0.960,3.580
3,9:48,1,10,DEN 30,14,3,Jeff Driskel pass deep left intended for Jordan Franks is intercepted by Justin Simmons at DEN-7 and returned for 8 yards,3.580,0.220
3,9:36,1,10,DEN 15,14,3,Phillip Lindsay left end for 4 yards (tackle by Andrew Billings),-0.220,-0.110
3,8:56,2,6,DEN 19,14,3,Case Keenum pass complete short right to Emmanuel Sanders for no gain (tackle by Jordan Evans),-0.110,-0.880
3,8:16,3,6,DEN 19,14,3,Case Keenum pass complete short right to Courtland Sutton for 16 yards (tackle by Dre Kirkpatrick),-0.880,1.270
3,7:45,1,10,DEN 35,20,3,"Phillip Lindsay left end for 65 yards, touchdown",1.270,7.000
3,7:35,,,CIN 15,21,3,Brandon McManus kicks extra point good,0.000,0.000
3,7:35,,,DEN 35,21,3,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
3,7:35,1,10,CIN 25,21,3,Giovani Bernard right end for 1 yard (tackle by Todd Davis),0.610,0.200
3,6:59,2,9,CIN 26,21,3,Jeff Driskel pass complete short left to C.J. Uzomah for 2 yards (tackle by Joseph Jones),0.200,-0.230
3,6:18,3,7,CIN 28,21,3,Jeff Driskel pass complete short left to Giovani Bernard for 8 yards (tackle by Su'a Cravens and Bradley Roby),-0.230,1.330
3,5:43,1,10,CIN 36,21,3,Jeff Driskel left end for 1 yard (tackle by Bradley Chubb),1.330,0.930
3,5:08,2,9,CIN 37,21,3,"Penalty on Domata Peko: Encroachment, 5 yards (no play)",0.930,1.600
3,4:50,2,4,CIN 42,21,3,Joe Mixon right guard for 17 yards (tackle by Joseph Jones),1.600,2.850
3,4:11,1,10,DEN 41,21,3,Joe Mixon left guard for 2 yards (tackle by Justin Simmons),2.850,2.580
3,3:32,2,8,DEN 39,21,3,Jeff Driskel pass complete short middle to Matt Lengel for 9 yards (tackle by Todd Davis),2.580,3.580
3,2:53,1,10,DEN 30,21,9,"Jeff Driskel pass complete short middle to Cody Core for 30 yards, touchdown, touchdown",3.580,7.000
3,2:45,,,DEN 15,21,10,Randy Bullock kicks extra point good,0.000,0.000
3,2:45,,,CIN 35,21,10,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
3,2:45,1,10,DEN 25,21,10,Royce Freeman right tackle for 9 yards (tackle by Jessie Bates),0.610,1.280
3,2:09,2,1,DEN 34,21,10,Royce Freeman left guard for 4 yards (tackle by Andrew Billings and Michael Johnson),1.280,1.470
3,1:21,1,10,DEN 38,21,10,Case Keenum up the middle for 10 yards (tackle by Jordan Evans and Hardy Nickerson),1.470,2.130
3,0:35,1,10,DEN 48,21,10,"Royce Freeman right tackle for 6 yards (tackle by Hardy Nickerson). Royce Freeman fumbles (forced by Hardy Nickerson), recovered by Nick Vigil at CIN-46 (tackle by Elijah Wilkinson)",2.130,-1.990
3,0:21,1,10,CIN 46,21,10,Joe Mixon right end for 1 yard (tackle by Justin Simmons and Todd Davis),1.990,1.590
Quarter,Time,Down,ToGo,Location,DEN,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,CIN 47,21,10,Jeff Driskel right guard for 5 yards (tackle by Su'a Cravens),1.590,1.550
4,14:21,3,4,DEN 48,21,10,Jeff Driskel pass complete short right to Joe Mixon for 9 yards (tackle by Su'a Cravens),1.550,2.980
4,13:37,1,10,DEN 39,21,10,"Penalty on Matt Lengel: False Start, 5 yards (no play)",2.980,2.650
4,13:15,1,15,DEN 44,21,10,Jeff Driskel pass complete short left to John Ross for 2 yards,2.650,2.040
4,12:41,2,13,DEN 42,21,10,Jeff Driskel pass incomplete short right intended for Cody Core,2.040,1.360
4,12:38,3,13,DEN 42,21,10,Jeff Driskel pass complete short left to Giovani Bernard for -5 yards (tackle by Todd Davis),1.360,0.130
4,12:00,4,18,DEN 47,21,10,Kevin Huber punts 21 yards out of bounds,0.130,-0.670
4,11:54,1,10,DEN 26,21,10,Phillip Lindsay right tackle for 14 yards (tackle by Hardy Nickerson),0.670,1.600
4,11:32,1,10,DEN 40,21,10,"Case Keenum pass incomplete short right intended for Emmanuel Sanders (defended by Shawn Williams). Penalty on Shawn Williams: Unnecessary Roughness, 15 yards (no play)",1.600,2.590
4,11:26,1,10,CIN 45,21,10,Phillip Lindsay left end for -3 yards (tackle by Carlos Dunlap and Darqueze Dennard),2.590,1.640
4,10:49,2,13,CIN 48,21,10,Royce Freeman right tackle for 6 yards (tackle by Nick Vigil and Carlos Dunlap),1.640,1.750
4,10:07,3,7,CIN 42,21,10,Case Keenum sacked by Jordan Willis for -7 yards,1.750,0.000
4,9:28,4,14,CIN 49,21,10,"Colby Wadman punts 37 yards, fair catch by Alex Erickson at CIN-12",0.000,0.350
4,9:21,1,10,CIN 12,21,10,Jeff Driskel pass incomplete short right intended for Matt Lengel,-0.350,-0.780
4,9:18,2,10,CIN 12,21,10,Jeff Driskel pass complete short middle to Giovani Bernard for 16 yards (tackle by Joseph Jones),-0.780,0.810
4,8:36,1,10,CIN 28,21,10,Giovani Bernard right tackle for 3 yards (tackle by Adam Gotsis and Su'a Cravens),0.810,0.670
4,7:57,2,7,CIN 31,21,10,Jeff Driskel sacked by Von Miller for -8 yards,0.670,-1.090
4,7:19,3,15,CIN 23,21,10,Jeff Driskel pass complete short middle to Giovani Bernard for 8 yards (tackle by Todd Davis),-1.090,-1.310
4,6:41,4,7,CIN 31,21,10,"Kevin Huber punts 69 yards, touchback.",-1.310,-0.280
4,6:31,1,10,DEN 20,21,10,Phillip Lindsay left guard for 14 yards (tackle by Shawn Williams),0.280,1.200
4,5:52,1,10,DEN 34,21,10,Phillip Lindsay left guard for 5 yards (tackle by Christian Ringo),1.200,1.330
4,5:45,,,,,,Timeout #1 by Cincinnati Bengals,,
4,5:45,2,5,DEN 39,21,10,Royce Freeman right guard for -2 yards (tackle by Jordan Evans),1.330,0.370
4,5:40,,,,,,Timeout #2 by Cincinnati Bengals,,
4,5:40,3,7,DEN 37,21,10,Case Keenum pass complete deep left to Courtland Sutton for 27 yards (tackle by Shawn Williams),0.370,3.180
4,4:54,1,10,CIN 36,21,10,Phillip Lindsay right tackle for no gain (tackle by Sam Hubbard),3.180,2.640
4,4:49,,,,,,Timeout #3 by Cincinnati Bengals,,
4,4:49,2,10,CIN 36,21,10,Royce Freeman up the middle for 8 yards (tackle by Hardy Nickerson),2.640,3.010
4,4:07,3,2,CIN 28,21,10,Royce Freeman up the middle for -5 yards (tackle by Carlos Dunlap),3.010,1.150
4,3:22,4,7,CIN 33,21,10,"Penalty on DEN: Delay of Game, 5 yards (no play)",1.150,0.720
4,3:21,4,12,CIN 38,21,10,"Colby Wadman punts 23 yards, fair catch by Alex Erickson at CIN-15",0.720,0.220
4,3:15,1,10,CIN 15,21,10,Jeff Driskel pass complete short middle to C.J. Uzomah for 20 yards (tackle by Todd Davis),-0.220,1.270
4,2:49,1,10,CIN 35,21,10,"Jeff Driskel sacked by Bradley Chubb for -11 yards. Jeff Driskel fumbles (forced by Bradley Chubb), recovered by Bradley Chubb at CIN-22 and returned for 4 yards (tackle by Giovani Bernard)",1.270,-4.370
4,2:39,1,10,CIN 18,21,10,Royce Freeman up the middle for 3 yards (tackle by Andrew Billings and Hardy Nickerson),4.370,4.250
4,2:00,2,7,CIN 15,21,10,"Penalty on Andy Janovich: False Start, 5 yards (no play)",4.250,3.560
4,2:00,2,12,CIN 20,21,10,Royce Freeman right end for -1 yards (tackle by Andrew Billings),3.560,2.740
4,1:16,3,13,CIN 21,21,10,Royce Freeman left end for 10 yards (tackle by Jessie Bates),2.740,2.800
4,0:27,,,,,,Timeout #2 by Denver Broncos,,
4,0:27,4,3,CIN 11,24,10,Brandon McManus 29 yard field goal good,2.800,3.000
4,0:23,,,DEN 35,24,10,"Brandon McManus kicks off 68 yards, returned by Alex Erickson for no gain (tackle by Su'a Cravens and Dymonte Thomas)",0.000,0.670
4,0:15,1,10,CIN 26,24,10,Mark Walton up the middle for 10 yards (tackle by Keishawn Bierria),0.670,1.330
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
