Quarter,Time,Down,ToGo,Location,SDG,IND,Detail,EPB,EPA
1,3:23,2,12,IND 35,7,0,"Peyton Manning pass incomplete intended for Reggie Wayne. Penalty on Terrence Kiel: Illegal Contact, 5 yards (no play)",0.590,1.600
1,3:18,1,10,IND 40,7,0,Edgerrin James up the middle for 4 yards (tackle by Ben Leber and Donnie Edwards),1.600,1.590
1,2:41,2,6,IND 44,7,0,Peyton Manning pass complete to Edgerrin James for 8 yards (tackle by Jacques Cesaire),1.590,2.390
1,2:01,1,10,SDG 48,7,0,Edgerrin James left tackle for 9 yards (tackle by DeQuincy Scott),2.390,3.060
1,1:24,2,1,SDG 39,7,0,Dominic Rhodes up the middle for 8 yards (tackle by Quentin Jammer and Donnie Edwards),3.060,3.510
1,0:39,1,10,SDG 31,7,0,Dominic Rhodes up the middle for 11 yards (tackle by Ben Leber),3.510,4.240
1,0:15,,,,7,0,Timeout #1 by San Diego Chargers,0.000,4.240
1,0:15,1,10,SDG 20,7,0,Edgerrin James left tackle for 9 yards (tackle by Donnie Edwards),4.240,5.260
Quarter,Time,Down,ToGo,Location,SDG,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,SDG 11,7,0,"Penalty on Ben Hartsock: False Start, 5 yards (no play)",5.260,4.280
2,15:00,2,6,SDG 16,7,0,Edgerrin James up the middle for -2 yards (tackle by Jamal Williams),4.280,3.220
2,14:26,3,8,SDG 18,7,0,Peyton Manning pass incomplete intended for Dallas Clark (defended by Terrence Kiel),3.220,2.250
2,14:21,4,8,SDG 18,7,3,Mike Vanderjagt 36 yard field goal good,2.250,3.000
2,,,,IND 30,7,3,"Martin Gramatica kicks off 58 yards, returned by Tim Dwight for 19 yards (tackle by Brad Pyatt)",0.000,-1.000
2,14:13,1,10,SDG 31,7,3,Drew Brees pass complete to Kassim Osgood for 30 yards (tackle by Anthony Floyd),1.000,2.980
2,13:39,1,10,IND 39,7,3,LaDainian Tomlinson right tackle for 7 yards (tackle by Anthony Floyd and Joe Jefferson),2.980,3.390
2,13:00,2,3,IND 32,7,3,Drew Brees pass incomplete intended for Eric Parker,3.390,2.680
2,12:54,3,3,IND 32,7,3,Drew Brees pass incomplete intended for Eric Parker,2.680,1.290
2,12:51,4,3,IND 32,10,3,Nate Kaeding 50 yard field goal good,1.290,3.000
2,,,,SDG 30,10,3,"Nate Kaeding kicks off 58 yards, returned by Troy Walters for 16 yards (tackle by Jamar Fletcher)",0.000,0.810
2,12:41,1,10,IND 28,10,3,Edgerrin James right end for 4 yards (tackle by Jason Fisk),0.810,0.800
2,12:03,2,6,IND 32,10,3,Peyton Manning pass incomplete intended for Reggie Wayne,0.800,0.100
2,11:58,3,6,IND 32,10,3,"Penalty on Tarik Glenn: False Start, 5 yards (no play)",0.100,-0.560
2,11:58,3,11,IND 27,10,3,"Peyton Manning sacked by Donnie Edwards for -7 yards. Peyton Manning fumbles (forced by Donnie Edwards), recovered by Edgerrin James at IND-22 and returned for 3 yards",-0.560,-1.700
2,11:22,4,13,IND 25,10,3,"Hunter Smith punts 45 yards, returned by Eric Parker for 9 yards (tackle by Cory Bird)",-1.700,-1.530
2,11:12,1,10,SDG 39,10,3,Drew Brees pass complete to Eric Parker for 9 yards (tackle by Joe Jefferson),1.530,2.200
2,10:41,2,1,SDG 48,10,3,LaDainian Tomlinson up the middle for 4 yards (tackle by David Thornton),2.200,2.390
2,10:08,1,10,IND 48,10,3,Drew Brees pass complete to Eric Parker for 12 yards (tackle by Mike Doss),2.390,3.180
2,10:08,1,10,IND 36,10,3,Drew Brees pass complete to Antonio Gates for 5 yards (tackle by Cato June),3.180,3.310
2,9:02,2,5,IND 31,10,3,Jesse Chatman up the middle for -1 yards (tackle by Raheem Brock),3.310,2.480
2,8:31,,,,10,3,Timeout #1 by Indianapolis Colts,0.000,2.480
2,8:31,3,6,IND 32,10,3,LaDainian Tomlinson right end for 11 yards (tackle by Mike Doss),2.480,4.170
2,7:51,1,10,IND 21,10,3,LaDainian Tomlinson right end for 2 yards (tackle by Jason David and Mike Doss),4.170,3.900
2,7:14,2,8,IND 19,16,3,"Drew Brees pass complete to Eric Parker for 19 yards, touchdown",3.900,7.000
2,,,,IND 2,17,3,Nate Kaeding kicks extra point good,0.000,0.000
2,,,,SDG 30,17,3,"Nate Kaeding kicks off 66 yards, returned by Dominic Rhodes for 60 yards (tackle by Nate Kaeding)",0.000,3.180
2,6:57,1,10,SDG 36,17,3,Edgerrin James right end for 5 yards (tackle by Quentin Jammer),3.180,3.310
2,6:25,2,5,SDG 31,17,3,Peyton Manning pass complete to Ben Hartsock for 17 yards (tackle by Jerry Wilson),3.310,4.650
2,5:53,1,10,SDG 14,17,3,Edgerrin James up the middle for 2 yards (tackle by Donnie Edwards),4.650,4.330
2,5:17,2,8,SDG 12,17,3,Peyton Manning pass complete to Ben Hartsock for 4 yards (tackle by Quentin Jammer),4.330,4.280
2,4:37,3,4,SDG 8,17,3,Peyton Manning pass incomplete intended for Reggie Wayne,4.280,2.980
2,4:33,4,4,SDG 8,17,6,Mike Vanderjagt 26 yard field goal good,2.980,3.000
2,,,,IND 30,17,6,"Martin Gramatica kicks off 65 yards, returned by Tim Dwight for 21 yards (tackle by David Thornton)",0.000,-0.670
2,4:25,1,10,SDG 26,17,6,Drew Brees pass complete to Antonio Gates for 5 yards (tackle by Rob Morris),0.670,0.810
2,3:51,2,5,SDG 31,17,6,LaDainian Tomlinson up the middle for 1 yard (tackle by Mike Doss),0.810,0.230
2,3:05,3,4,SDG 32,17,6,Drew Brees pass incomplete intended for LaDainian Tomlinson (defended by Cato June),0.230,-1.240
2,3:00,4,4,SDG 32,17,6,"Mike Scifres punts 55 yards, returned by Troy Walters for 7 yards (tackle by Clinton Hart). Penalty on Robert Mathis: Illegal Block Above the Waist, 10 yards",-1.240,0.380
2,2:50,1,10,IND 10,17,6,Peyton Manning pass complete to Brandon Stokley for 13 yards (tackle by Quentin Jammer),-0.380,0.480
2,2:19,1,10,IND 23,17,6,Peyton Manning pass incomplete intended for Reggie Wayne,0.480,-0.070
2,2:19,2,10,IND 23,17,6,Peyton Manning pass complete to Dallas Clark for 7 yards (tackle by Steve Foley),-0.070,0.170
2,2:02,3,3,IND 30,17,6,"Peyton Manning pass complete to Brandon Stokley for 30 yards (tackle by Drayton Florence). Penalty on Drayton Florence: Face Mask (15 Yards), 15 yards",0.170,3.910
2,1:53,1,10,SDG 25,17,6,Peyton Manning pass complete to Edgerrin James for 11 yards (tackle by Stephen Cooper),3.910,4.650
2,1:22,1,10,SDG 14,17,6,Edgerrin James right end for 4 yards (tackle by Ben Leber and Jason Fisk),4.650,4.710
2,0:52,2,6,SDG 10,17,6,Edgerrin James up the middle for 5 yards (tackle by Drayton Florence and Donnie Edwards),4.710,4.960
2,0:32,,,,17,6,Timeout #2 by San Diego Chargers,0.000,4.960
2,0:32,3,1,SDG 5,17,6,--,4.960,4.960
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,0:32,3,1,SDG 5,17,6,"Edgerrin James up the middle for no gain. Edgerrin James fumbles, recovered by Jeff Saturday at SDG-5",4.960,3.030
2,0:21,,,,17,6,Timeout #2 by Indianapolis Colts,0.000,3.030
2,0:20,4,1,SDG 5,17,9,Mike Vanderjagt 23 yard field goal good,3.030,3.000
2,,,,IND 30,17,9,"Martin Gramatica kicks off 51 yards, returned by Michael Turner for 18 yards (tackle by Kendyll Pope)",0.000,-1.400
2,0:10,1,10,SDG 37,17,9,Drew Brees kneels for -1 yards,1.400,0.720
Quarter,Time,Down,ToGo,Location,SDG,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 30,17,9,"Nate Kaeding kicks off 60 yards, returned by Dominic Rhodes for 32 yards (tackle by Matt Wilhelm)",0.000,1.730
3,14:53,1,10,IND 42,17,9,Peyton Manning pass incomplete intended for Edgerrin James,1.730,1.190
3,14:48,2,10,IND 42,17,9,Peyton Manning pass incomplete intended for Edgerrin James,1.190,0.500
3,14:43,3,10,IND 42,17,9,"Peyton Manning sacked by Steve Foley for -8 yards. Peyton Manning fumbles (forced by Steve Foley), recovered by Peyton Manning at IND-34",0.500,-1.110
3,14:14,4,18,IND 34,17,9,"Hunter Smith punts 53 yards, returned by Eric Parker for 17 yards (tackle by Robert Mathis)",-1.110,-0.940
3,14:04,1,10,SDG 30,17,9,"Drew Brees pass complete to Eric Parker for 23 yards (tackle by Jason David). Penalty on Jason David: Face Mask (15 Yards), 15 yards",0.940,3.450
3,13:38,1,10,IND 32,17,9,LaDainian Tomlinson left end for -7 yards (tackle by David Thornton),3.450,1.960
3,12:52,2,17,IND 39,17,9,LaDainian Tomlinson up the middle for -1 yards (tackle by Montae Reagor),1.960,1.160
3,12:16,,,,17,9,Timeout #1 by San Diego Chargers,0.000,1.160
3,12:16,3,18,IND 40,17,9,Drew Brees pass complete to Antonio Gates for 20 yards (tackle by Anthony Floyd),1.160,4.240
3,11:42,1,10,IND 20,17,9,LaDainian Tomlinson up the middle for 2 yards (tackle by Rob Morris),4.240,3.960
3,11:01,2,8,IND 18,17,9,Drew Brees pass complete to Kassim Osgood for 13 yards (tackle by Joe Jefferson),3.960,6.060
3,10:45,1,5,IND 5,17,9,LaDainian Tomlinson left tackle for no gain (tackle by David Thornton and Mike Doss),6.060,5.150
3,10:08,2,5,IND 5,17,9,Drew Brees for 1 yard (tackle by Rob Morris),5.150,4.490
3,9:28,3,4,IND 4,23,9,"Drew Brees pass complete to Antonio Gates for 4 yards, touchdown",4.490,7.000
3,,,,IND 2,24,9,Nate Kaeding kicks extra point good,0.000,0.000
3,,,,SDG 30,24,9,"Nate Kaeding kicks off 65 yards, returned by Dominic Rhodes for 23 yards (tackle by Shaun Phillips)",0.000,0.810
3,9:17,1,10,IND 28,24,9,Edgerrin James right end for 6 yards (tackle by Jamal Williams),0.810,1.070
3,8:44,2,4,IND 34,24,9,"Penalty on Quentin Jammer: Defensive Pass Interference, 3 yards (no play)",1.070,1.400
3,8:37,1,10,IND 37,24,9,Edgerrin James right end for -2 yards (tackle by Jacques Cesaire and Donnie Edwards),1.400,0.590
3,8:01,2,12,IND 35,24,9,Peyton Manning pass incomplete intended for Marvin Harrison,0.590,-0.100
3,7:55,3,12,IND 35,24,9,Peyton Manning pass complete to Marvin Harrison for 30 yards (tackle by Terrence Kiel),-0.100,3.250
3,7:16,1,10,SDG 35,24,9,"Edgerrin James left tackle for 6 yards (tackle by Drayton Florence). Penalty on Drayton Florence: Face Mask (15 Yards), 15 yards",3.250,4.650
3,6:57,1,10,SDG 14,24,9,Peyton Manning pass complete to Brandon Stokley for 11 yards (tackle by Terrence Kiel),4.650,6.510
3,6:14,1,3,SDG 3,24,15,"Peyton Manning pass complete to James Mungro for 3 yards, touchdown",6.510,7.000
3,,,,SDG 2,24,16,Mike Vanderjagt kicks extra point good,0.000,0.000
3,,,,IND 30,24,16,"Martin Gramatica kicks off 57 yards, returned by Tim Dwight for 16 yards (tackle by Cato June)",0.000,-0.870
3,6:06,1,10,SDG 29,24,16,Drew Brees pass complete to LaDainian Tomlinson for 5 yards (tackle by Joe Jefferson),0.870,1.000
3,5:15,2,5,SDG 34,24,16,LaDainian Tomlinson up the middle for 4 yards (tackle by Rob Morris and David Thornton),1.000,0.830
3,5:15,3,1,SDG 38,24,16,LaDainian Tomlinson left end for 14 yards (tackle by Anthony Floyd),0.830,2.390
3,4:14,1,10,IND 48,24,16,Drew Brees pass complete to Antonio Gates for 2 yards (tackle by David Thornton),2.390,2.120
3,3:31,2,8,IND 46,24,16,Drew Brees pass complete to Antonio Gates for 7 yards (tackle by Jason David),2.120,2.340
3,2:49,3,1,IND 39,24,16,Drew Brees up the middle for 1 yard (tackle by Josh Williams),2.340,3.050
3,2:09,1,10,IND 38,24,16,LaDainian Tomlinson right tackle for 8 yards (tackle by Mike Doss and Cory Bird),3.050,3.590
3,1:28,2,2,IND 30,24,16,LaDainian Tomlinson up the middle for no gain (tackle by Brad Scioli),3.590,2.870
3,0:49,3,2,IND 30,24,16,Drew Brees pass complete to Antonio Gates for 6 yards (tackle by Anthony Floyd),2.870,3.970
3,0:03,1,10,IND 24,24,16,"LaDainian Tomlinson right tackle for 3 yards (tackle by Rob Morris). Penalty on Jason David: Illegal Use of Hands, 5 yards",3.970,4.510
Quarter,Time,Down,ToGo,Location,SDG,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,IND 16,30,16,"LaDainian Tomlinson right end for 16 yards, touchdown",4.510,7.000
4,,,,IND 2,31,16,Nate Kaeding kicks extra point good,0.000,0.000
4,,,,SDG 30,31,22,"Nate Kaeding kicks off 58 yards, returned by Dominic Rhodes for 88 yards, touchdown",0.000,7.000
4,,,,SDG 2,31,23,Mike Vanderjagt kicks extra point good,0.000,0.000
4,,,,IND 30,31,23,Martin Gramatica kicks off 30 yards,0.000,-1.600
4,14:42,1,10,SDG 40,31,23,Drew Brees pass complete to LaDainian Tomlinson for 11 yards (tackle by Mike Doss),1.600,2.320
4,14:33,1,10,IND 49,31,23,Drew Brees pass incomplete intended for Kassim Osgood (defended by Rob Morris),2.320,1.780
4,14:08,2,10,IND 49,31,23,Drew Brees pass complete to Eric Parker for 12 yards (tackle by Anthony Floyd),1.780,3.120
4,13:29,1,10,IND 37,31,23,"Penalty on Shane Olivea: False Start, 5 yards (no play)",3.120,2.790
4,13:29,1,15,IND 42,31,23,Drew Brees for 4 yards (tackle by Larry Tripplett),2.790,2.440
4,12:17,2,11,IND 38,31,23,LaDainian Tomlinson up the middle for 10 yards (tackle by Mike Doss),2.440,3.070
4,11:37,3,1,IND 28,31,23,Drew Brees for 2 yards (tackle by Josh Williams),3.070,3.840
4,10:59,1,10,IND 26,31,23,Jesse Chatman up the middle for 1 yard (tackle by Montae Reagor),3.840,3.430
4,10:23,2,9,IND 25,31,23,Drew Brees pass incomplete intended for Antonio Gates (defended by Montae Reagor),3.430,2.740
4,10:19,3,9,IND 25,31,23,"Drew Brees sacked by Dwight Freeney for -9 yards. Drew Brees fumbles (forced by Dwight Freeney), recovered by Shane Olivea at IND-34",2.740,1.060
4,9:35,4,18,IND 34,31,23,"Mike Scifres punts 34 yards, touchback",1.060,-0.280
4,9:25,1,10,IND 20,31,23,Peyton Manning pass incomplete intended for Brandon Stokley,0.280,-0.270
4,9:19,2,10,IND 20,31,23,"Penalty on Dallas Clark: False Start, 5 yards (no play)",-0.270,-1.070
4,9:02,2,15,IND 15,31,23,Peyton Manning pass incomplete intended for Dallas Clark (defended by Jacques Cesaire),-1.070,-1.860
4,8:57,3,15,IND 15,31,23,Peyton Manning pass complete to Brandon Stokley for 15 yards (tackle by Jerry Wilson),-1.860,0.940
4,8:57,1,10,IND 30,31,23,Peyton Manning pass incomplete intended for Dallas Clark,0.940,0.390
4,8:12,2,10,IND 30,31,23,Peyton Manning pass incomplete intended for Brandon Stokley (defended by Donnie Edwards),0.390,-0.300
4,8:07,3,10,IND 30,31,23,Peyton Manning pass complete to Marvin Harrison for 15 yards (tackle by Jerry Wilson),-0.300,1.930
4,7:34,1,10,IND 45,31,23,Peyton Manning pass complete to Marvin Harrison for 18 yards,1.930,3.120
4,7:21,1,10,SDG 37,31,23,Edgerrin James up the middle for 4 yards (tackle by Stephen Cooper),3.120,3.110
4,6:32,2,6,SDG 33,31,23,Peyton Manning pass complete to Reggie Wayne for 7 yards (tackle by Drayton Florence),3.110,3.840
4,6:01,1,10,SDG 26,31,23,Edgerrin James left tackle for 5 yards (tackle by Stephen Cooper),3.840,3.970
4,5:26,2,5,SDG 21,31,23,Peyton Manning pass incomplete intended for Brandon Stokley,3.970,3.270
4,5:19,3,5,SDG 21,31,23,Peyton Manning sacked by Steve Foley for -8 yards,3.270,1.500
4,5:14,4,13,SDG 29,31,23,Mike Vanderjagt 47 yard field goal no good,1.500,-1.400
4,4:47,1,10,SDG 37,31,23,Drew Brees pass incomplete intended for Eric Parker,1.400,0.860
4,4:42,2,10,SDG 37,31,23,LaDainian Tomlinson left end for -2 yards (tackle by Mike Doss). Penalty on Antonio Gates: Offensive Holding (Declined),0.860,-0.100
4,4:35,,,,31,23,Timeout #2 by San Diego Chargers,0.000,-0.100
4,4:35,3,12,SDG 35,31,23,Drew Brees for 5 yards (tackle by Cato June and Von Hutchins),-0.100,-0.720
4,3:51,4,7,SDG 40,31,23,"Mike Scifres punts 60 yards, touchback",-0.720,-0.280
4,3:42,1,10,IND 20,31,23,Peyton Manning pass incomplete intended for Edgerrin James,0.280,-0.270
4,3:20,2,10,IND 20,31,23,Peyton Manning sacked by Steve Foley for -5 yards,-0.270,-1.860
4,3:05,3,15,IND 15,31,23,Peyton Manning pass complete to Edgerrin James for 11 yards (tackle by Stephen Cooper),-1.860,-1.630
4,2:15,4,4,IND 26,31,23,Peyton Manning pass complete to Reggie Wayne for 19 yards (tackle by Drayton Florence),-1.630,1.930
4,2:00,1,10,IND 45,31,23,Peyton Manning pass complete to Dallas Clark for 9 yards (tackle by Stephen Cooper),1.930,2.600
4,1:34,2,1,SDG 46,31,23,Peyton Manning pass complete to Dallas Clark for 7 yards (tackle by Donnie Edwards),2.600,2.980
4,1:10,1,10,SDG 39,31,23,Peyton Manning pass incomplete intended for Marvin Harrison,2.980,2.440
4,1:04,2,10,SDG 39,31,23,Peyton Manning pass complete to Marvin Harrison for 18 yards,2.440,4.170
4,1:00,1,10,SDG 21,31,29,"Peyton Manning pass complete to Brandon Stokley for 21 yards, touchdown",4.170,7.000
4,,,,,31,31,Two Point Attempt: conversion succeeds,1.000,1.000
4,,,,IND 30,31,31,"Martin Gramatica kicks off 70 yards, returned by Tim Dwight for 27 yards (tackle by Waine Bacon)",0.000,-0.740
4,0:50,1,10,SDG 27,31,31,Drew Brees pass complete to Eric Parker for 22 yards (tackle by Jason David),0.740,2.190
4,0:50,1,10,SDG 49,31,31,Drew Brees spiked the ball,2.190,1.650
4,0:20,,,,31,31,Timeout #3 by San Diego Chargers,0.000,1.650
4,0:13,2,10,SDG 49,31,31,Drew Brees pass incomplete intended for Tim Dwight,1.650,0.960
4,0:13,3,10,SDG 49,31,31,"Drew Brees pass incomplete intended for Antonio Gates is intercepted by Rob Morris at IND-27 and returned for 39 yards (tackle by Roman Oben). Penalty on Montae Reagor: Illegal Block Above the Waist, 10 yards",0.960,-1.200
4,0:03,1,10,IND 34,31,31,Peyton Manning kneels for -1 yards,1.200,0.940
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,SDG,IND,Detail,EPB,EPA
,,,,,,,"Colts won the coin toss, Colts to receive the overtime kickoff.",,
OT,15:00,1,10,SDG 30,31,31,"Nate Kaeding kicks off 60 yards, returned by Dominic Rhodes for 17 yards (tackle by Hanik Milligan)",0.940,0.740
OT,14:54,1,10,IND 27,31,31,Edgerrin James up the middle for 3 yards (tackle by Jacques Cesaire and Steve Foley),0.740,0.600
OT,14:26,2,7,IND 30,31,31,Peyton Manning pass complete to Brandon Stokley for 23 yards (tackle by Drayton Florence),0.600,2.460
OT,13:44,1,10,SDG 47,31,31,Peyton Manning pass complete to Reggie Wayne for 35 yards (tackle by Quentin Jammer),2.460,4.780
OT,12:57,1,10,SDG 12,31,31,Edgerrin James left tackle for no gain (tackle by Igor Olshansky),4.780,4.100
OT,12:57,2,10,SDG 12,31,34,Mike Vanderjagt 30 yard field goal good,4.100,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
