Quarter,Time,Down,ToGo,Location,DET,DAL,Detail,EPB,EPA
2,7:25,3,1,DET 1,0,7,Julius Jones up the middle for no gain (tackle by Wali Rainer and Shaun Rogers),5.170,3.550
2,6:43,4,1,DET 1,0,10,Billy Cundiff 19 yard field goal good,3.550,3.000
2,,,,DAL 30,0,10,"Billy Cundiff kicks off 67 yards, returned by Eddie Drummond for 19 yards (tackle by Roy Williams)",0.000,0.410
2,6:31,1,10,DET 22,0,10,Kevin Jones left end for 8 yards (tackle by Keith Davis),0.410,0.950
2,6:00,2,2,DET 30,0,10,Joey Harrington pass complete to Kevin Jones for 28 yards,0.950,2.790
2,5:23,1,10,DAL 42,0,10,Artose Pinner left tackle for 7 yards (tackle by Aaron Glenn and Bradie James),2.790,3.190
2,4:43,2,3,DAL 35,0,10,Joey Harrington pass incomplete intended for Roy Williams,3.190,2.480
2,4:37,3,3,DAL 35,0,10,Shawn Bryson up the middle for 2 yards (tackle by Roy Williams),2.480,1.210
2,4:05,4,1,DAL 33,0,10,Cory Schlesinger left guard for 1 yard (tackle by Roy Williams),1.210,3.450
2,3:46,1,10,DAL 32,0,10,Joey Harrington pass complete to Roy Williams for 30 yards (tackle by Kevin Burnett and Roy Williams),3.450,6.740
2,2:55,1,2,DAL 2,6,10,"Kevin Jones right end for 2 yards, touchdown",6.740,7.000
2,,,,DAL 2,7,10,Jason Hanson kicks extra point good,0.000,0.000
2,,,,DET 30,7,10,"Jason Hanson kicks off 61 yards, returned by Terrance Copper for 21 yards (tackle by Donte Curry)",0.000,0.940
2,2:44,1,10,DAL 30,7,10,Drew Bledsoe pass incomplete (defended by James Hall),0.940,0.390
2,2:39,2,10,DAL 30,7,10,Marion Barber up the middle for 8 yards (tackle by Jon McGraw),0.390,0.760
2,2:02,,,,7,10,Timeout #1 by Detroit Lions,0.000,0.760
2,2:02,3,2,DAL 38,7,10,Drew Bledsoe pass incomplete intended for Terry Glenn,0.760,-0.850
2,1:58,4,2,DAL 38,7,10,"Mat McBriar punts 46 yards, returned by Eddie Drummond for -6 yards (tackle by Bradie James). Penalty on Paul Smith: Illegal Block Above the , 5 yards",-0.850,0.380
2,1:40,1,10,DET 5,7,10,Kevin Jones up the middle for 2 yards (tackle by La'Roi Glover),-0.380,-0.630
2,0:58,2,8,DET 7,7,10,Joey Harrington pass incomplete intended for Cory Schlesinger,-0.630,-1.190
2,0:53,3,8,DET 7,7,10,Shawn Bryson left tackle for -2 yards (tackle by DeMarcus Ware),-1.190,-2.490
2,0:48,,,,7,10,Timeout #2 by Dallas Cowboys,0.000,-2.490
2,0:48,4,10,DET 5,7,10,"Nick Harris punts 33 yards, returned by Terence Newman for 6 yards (tackle by Donte Curry). Penalty on Tyson Thompson: Illegal Block Above the , 10 yards",-2.490,-2.790
2,0:38,1,10,DET 42,7,10,Drew Bledsoe pass incomplete intended for Jason Witten,2.790,2.240
2,0:35,2,10,DET 42,7,10,Drew Bledsoe pass incomplete intended for Jason Witten,2.240,1.550
2,0:30,3,10,DET 42,7,10,"Drew Bledsoe up the middle for no gain (tackle by Dan Wilkinson). Penalty on Kalimba Edwards: Defensive Offside, 5 yards (no play)",1.550,2.210
2,0:27,3,5,DET 37,7,10,"Drew Bledsoe sacked for -6 yards. Penalty on James Hall: Defensive Offside, 5 yards (no play)",2.210,3.450
2,0:23,1,10,DET 32,7,10,"Drew Bledsoe sacked by Kalimba Edwards and Shaun Rogers for -6 yards. Drew Bledsoe fumbles (forced by Shaun Rogers), recovered by Al Johnson at DET-38",3.450,2.090
2,0:14,,,,7,10,Timeout #3 by Dallas Cowboys,0.000,2.090
2,0:11,2,16,DET 38,7,10,Drew Bledsoe pass incomplete intended for Peerless Price,2.090,1.420
2,0:08,3,16,DET 38,7,13,Billy Cundiff 56 yard field goal good,1.420,3.000
2,,,,DAL 30,7,13,"Billy Cundiff kicks off 39 yards, returned by R.W. McQuarters for 16 yards (tackle by Keith Davis)",0.000,0.940
Quarter,Time,Down,ToGo,Location,DET,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 30,7,13,"Billy Cundiff kicks off 67 yards, returned by Eddie Drummond for 13 yards (tackle by Keith Davis)",0.000,-0.140
3,14:55,1,10,DET 16,7,13,Kevin Jones right guard for 2 yards (tackle by Scott Shanle and Greg Ellis),-0.140,-0.350
3,14:15,2,8,DET 18,7,13,Joey Harrington pass incomplete intended for Roy Williams (defended by Terence Newman),-0.350,-1.070
3,14:10,3,8,DET 18,7,13,"Penalty on Casey Fitzsimmons: False Start, 5 yards (no play)",-1.070,-1.750
3,14:10,3,13,DET 13,7,13,Joey Harrington pass complete to Shawn Bryson for 4 yards (tackle by Aaron Glenn),-1.750,-2.320
3,13:31,4,9,DET 17,7,13,"Nick Harris punts 48 yards, returned by Peerless Price for 10 yards (tackle by Jon McGraw)",-2.320,-1.930
3,13:20,1,10,DAL 45,7,13,"Drew Bledsoe pass complete to Jason Witten for 10 yards (tackle by Shaun Rogers). Penalty on Al Johnson: Offensive Holding, 10 yards (no play)",1.930,1.270
3,13:01,1,20,DAL 35,7,13,Julius Jones right tackle for 15 yards (tackle by Kenoy Kennedy and Jon McGraw),1.270,2.060
3,12:20,2,5,DET 50,7,13,Julius Jones right tackle for no gain (tackle by Shaun Cody),2.060,1.360
3,11:38,3,5,DET 50,7,13,"Penalty on James Hall: Encroachment, 5 yards (no play)",1.360,2.590
3,11:12,1,10,DET 45,7,13,"Penalty on Drew Bledsoe: Delay of Game, 5 yards (no play)",2.590,2.260
3,10:56,1,15,DAL 50,7,13,Marion Barber up the middle for 3 yards (tackle by Shaun Rogers),2.260,1.770
3,10:21,2,12,DET 47,7,13,Drew Bledsoe pass complete to Jason Witten for 10 yards (tackle by Keith Smith),1.770,2.410
3,9:41,3,2,DET 37,7,13,Drew Bledsoe pass incomplete intended for Keyshawn Johnson,2.410,0.790
3,9:36,4,2,DET 37,7,13,"Mat McBriar punts 21 yards, fair catch by Eddie Drummond",0.790,0.140
3,9:29,1,10,DET 16,7,13,"Penalty on Damien Woody: False Start, 5 yards (no play)",-0.140,-0.540
3,9:29,1,15,DET 11,7,13,Joey Harrington pass complete to Casey Fitzsimmons for no gain,-0.540,-1.150
3,8:47,2,15,DET 11,7,13,Joey Harrington pass incomplete intended for Marcus Pollard,-1.150,-2.010
3,8:41,3,15,DET 11,7,13,Joey Harrington pass incomplete intended for Marcus Pollard (defended by Roy Williams),-2.010,-2.490
3,8:36,4,15,DET 11,7,13,"Nick Harris punts 45 yards, returned by Terence Newman for 8 yards (tackle by Don Muhlbach)",-2.490,-2.390
3,8:24,1,10,DET 48,7,13,Julius Jones left end for -4 yards (tackle by Shaun Cody),2.390,1.310
3,7:51,2,14,DAL 48,7,13,Drew Bledsoe pass complete to Keyshawn Johnson for 8 yards (tackle by Keith Smith),1.310,1.690
3,7:12,3,6,DET 44,7,13,Drew Bledsoe pass complete to Jason Witten for 5 yards (tackle by Nate Wayne),1.690,0.660
3,6:56,4,1,DET 39,7,13,Drew Bledsoe up the middle for 2 yards (tackle by James Hall),0.660,3.120
3,6:12,1,10,DET 37,7,13,Drew Bledsoe pass incomplete intended for Marion Barber (defended by Dan Wilkinson),3.120,2.570
3,6:05,2,10,DET 37,7,13,Marion Barber up the middle for 9 yards (tackle by Keith Smith),2.570,3.070
3,5:46,3,1,DET 28,7,13,"Drew Bledsoe up the middle for no gain (tackle by James Davis). Penalty on DET: Defensive 12 On-field, 5 yards (no play)",3.070,4.040
3,5:32,1,10,DET 23,7,13,Marion Barber left end for -2 yards (tackle by Wali Rainer),4.040,3.230
3,4:53,2,12,DET 25,7,13,Drew Bledsoe pass complete to Keyshawn Johnson for 6 yards (tackle by James Davis),3.230,3.340
3,4:08,3,6,DET 19,7,13,Drew Bledsoe pass complete to Keyshawn Johnson for 7 yards (tackle by Kalimba Edwards),3.340,4.780
3,3:26,1,10,DET 12,7,13,"Marion Barber left tackle for 3 yards (tackle by Wali Rainer). Penalty on James Davis: Unnecessary Roughness, 5 yards",4.780,6.280
3,3:06,1,4,DET 4,7,13,Marion Barber up the middle for no gain (tackle by Dan Wilkinson),6.280,5.340
3,2:27,2,4,DET 4,7,19,"Marion Barber left guard for 4 yards, touchdown",5.340,7.000
3,,,,DET 2,7,20,Billy Cundiff kicks extra point good,0.000,0.000
3,,,,DAL 30,7,20,"Billy Cundiff kicks off 70 yards, returned by Eddie Drummond for 21 yards (tackle by Kevin Burnett)",0.000,0.340
3,2:15,1,10,DET 21,7,20,"Joey Harrington pass complete to Marcus Pollard for 10 yards (tackle by Kevin Burnett). Penalty on Roy Williams: Roughing the Passer (Offsetting), Penalty on Marcus Pollard: Unsportsmanlike Conduct (Offsetting) (no play)",0.340,0.340
3,1:56,1,10,DET 21,7,20,Kevin Jones right tackle for 6 yards (tackle by Jason Ferguson),0.340,0.610
3,1:12,2,4,DET 27,7,20,Joey Harrington pass complete to Roy Williams for 11 yards (tackle by Terence Newman),0.610,1.470
3,0:33,1,10,DET 38,7,20,Kevin Jones left tackle for 2 yards (tackle by Chris Canty),1.470,1.190
Quarter,Time,Down,ToGo,Location,DET,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,DET 40,7,20,Joey Harrington pass complete to Charles Rogers for 6 yards (tackle by Scott Fujita),1.190,1.290
4,14:20,3,2,DET 46,7,20,Joey Harrington pass complete to Kevin Jones for 13 yards (tackle by Bradie James),1.290,2.850
4,13:53,1,10,DAL 41,7,20,Kevin Jones right guard for 1 yard (tackle by Bradie James),2.850,2.440
4,13:11,2,9,DAL 40,7,20,Joey Harrington pass complete to Charles Rogers for 11 yards (tackle by Anthony Henry),2.440,3.640
4,12:38,1,10,DAL 29,7,20,Kevin Jones up the middle for 1 yard (tackle by Bradie James and Chris Canty),3.640,3.240
4,12:00,2,9,DAL 28,7,20,Joey Harrington pass complete to Kevin Jones for -3 yards (tackle by Bradie James),3.240,2.150
4,11:11,3,12,DAL 31,7,20,Joey Harrington pass incomplete intended for Roy Williams,2.150,1.320
4,11:05,4,12,DAL 31,7,20,Jason Hanson 50 yard field goal no good,1.320,-1.600
4,11:00,1,10,DAL 40,7,20,Julius Jones right end for 6 yards (tackle by James Davis),1.600,1.860
4,10:28,2,4,DAL 46,7,20,Julius Jones left guard for 2 yards (tackle by Wali Rainer),1.860,1.420
4,9:47,3,2,DAL 48,7,20,Marion Barber right guard for 3 yards (tackle by James Davis and Jon McGraw),1.420,2.320
4,9:03,1,10,DET 49,7,20,"Penalty on Marco Rivera: False Start, 5 yards (no play)",2.320,1.990
4,8:35,1,15,DAL 46,7,20,Julius Jones up the middle for 6 yards (tackle by Donte Curry and Marcus Bell),1.990,1.920
4,7:52,2,9,DET 48,7,20,Julius Jones right tackle for no gain (tackle by Kalimba Edwards and James Davis),1.920,1.220
4,7:12,3,9,DET 48,7,20,Drew Bledsoe pass incomplete intended for Terry Glenn,1.220,0.070
4,7:06,4,9,DET 48,7,20,Mat McBriar punts 30 yards,0.070,-0.040
4,6:56,1,10,DET 18,7,20,Joey Harrington pass complete to Shawn Bryson for 9 yards (tackle by Dat Nguyen),0.040,0.820
4,6:28,2,1,DET 27,7,20,Joey Harrington pass complete to Charles Rogers for 13 yards (tackle by Anthony Henry),0.820,1.600
4,6:12,1,10,DET 40,7,20,Shawn Bryson up the middle for 1 yard (tackle by Greg Ellis),1.600,1.190
4,5:36,2,9,DET 41,7,20,Joey Harrington pass complete to Roy Williams for 7 yards (tackle by Anthony Henry),1.190,1.420
4,4:56,3,2,DET 48,7,20,Joey Harrington pass complete to Charles Rogers for 11 yards (tackle by Anthony Henry and Bradie James),1.420,2.850
4,4:30,1,10,DAL 41,7,20,Joey Harrington pass incomplete intended for Shawn Bryson,2.850,2.310
4,4:23,2,10,DAL 41,7,20,"Joey Harrington sacked by Greg Ellis for -5 yards. Joey Harrington fumbles (forced by Greg Ellis), recovered by Dat Nguyen at DAL-37 (tackle by Kyle Kosier)",2.310,-1.400
,,,,,,,"DET challenged the ruling, and the play was upheld.",,
4,4:17,1,10,DAL 37,7,20,Julius Jones right tackle for 6 yards (tackle by Kenoy Kennedy and Jon McGraw),1.400,1.670
4,3:32,2,4,DAL 43,7,20,Julius Jones left tackle for 17 yards (tackle by Jon McGraw),1.670,2.920
4,2:45,1,10,DET 40,7,20,Marion Barber right tackle for 2 yards (tackle by Kalimba Edwards),2.920,2.640
4,2:40,,,,7,20,Timeout #2 by Detroit Lions,0.000,2.640
4,2:40,2,8,DET 38,7,20,Marion Barber left tackle for 1 yard (tackle by Kalimba Edwards),2.640,2.080
4,2:35,,,,7,20,Timeout #3 by Detroit Lions,0.000,2.080
4,2:35,3,7,DET 37,7,20,Drew Bledsoe pass complete to Keyshawn Johnson for 7 yards (tackle by Donte Curry),2.080,3.580
4,2:00,1,10,DET 30,7,20,Marion Barber right tackle for 2 yards (tackle by Marcus Bell),3.580,3.300
4,1:40,2,8,DET 28,7,20,Drew Bledsoe kneels for -2 yards,3.300,2.340
4,0:57,3,10,DET 30,7,20,Drew Bledsoe kneels for -1 yards,2.340,1.320
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
