Quarter,Time,Down,ToGo,Location,KAN,PHI,Detail,EPB,EPA
4,4:10,1,10,PHI 48,35,23,Clyde Edwards-Helaire left tackle for 5 yards (tackle by Derek Barnett and Anthony Harris),,
4,3:30,2,5,PHI 43,35,23,Darrel Williams left end for 4 yards (tackle by Josh Sweat and T.J. Edwards),,
4,2:50,3,1,PHI 39,35,23,"Patrick Mahomes pass complete to Darrel Williams for no gain. Penalty on Byron Pringle: Illegal Formation, 5 yards (accepted) (no play)",,
4,2:37,,,,,,Timeout #1 by Kansas City Chiefs,,
4,2:37,3,6,PHI 44,41,23,"Patrick Mahomes pass complete deep left to Tyreek Hill for 44 yards, touchdown",,
4,2:30,,,PHI 15,42,23,Harrison Butker kicks extra point good,,
4,2:30,,,KAN 35,42,23,"Harrison Butker kicks off 65 yards, touchback.",,
4,2:30,1,10,PHI 25,42,23,Jalen Hurts pass incomplete short left intended for Kenneth Gainwell,,
4,2:26,2,10,PHI 25,42,23,Jalen Hurts scrambles up the middle for 2 yards (tackle by Alex Okafor),,
4,2:00,3,8,PHI 27,42,23,Jalen Hurts pass complete short left to DeVonta Smith for 17 yards (tackle by Juan Thornhill),,
4,1:35,1,10,PHI 44,42,23,Jalen Hurts pass incomplete deep left intended for DeVonta Smith,,
4,1:31,2,10,PHI 44,42,23,Jalen Hurts pass complete short right to Jalen Reagor for 9 yards (tackle by Tershawn Wharton),,
4,1:10,3,1,KAN 47,42,23,Kenneth Gainwell up the middle for 13 yards (tackle by Daniel Sorensen),,
4,0:50,1,10,KAN 34,42,23,Jalen Hurts pass incomplete short right intended for Kenneth Gainwell (defended by Tyrann Mathieu),,
4,0:44,2,10,KAN 34,42,23,Jalen Hurts scrambles left end for 10 yards (tackle by Mike Hughes),,
4,0:37,1,10,KAN 24,42,23,Jalen Hurts pass complete short left to Zach Ertz for 9 yards (tackle by Mike Hughes),,
4,0:12,2,1,KAN 15,42,29,"Jalen Hurts pass complete short middle to Greg Ward for 15 yards, touchdown",,
4,0:04,,,KAN 15,42,30,Jake Elliott kicks extra point good,,
4,0:04,,,PHI 35,42,30,"Jake Elliott kicks off 65 yards, touchback.",,
4,0:04,1,10,KAN 25,42,30,Patrick Mahomes kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
