Quarter,Time,Down,ToGo,Location,NOR,WAS,Detail,EPB,EPA
2,2:15,2,18,NOR 12,14,24,Drew Brees pass complete to Mark Ingram for 8 yards (tackle by DeAngelo Hall and Bashaud Breeland),-1.360,-0.960
2,2:00,3,10,NOR 20,14,24,Drew Brees pass incomplete intended for Brandin Cooks,-0.960,-2.030
2,1:53,4,10,NOR 20,14,24,"Thomas Morstead punts 54 yards, returned by Jamison Crowder for 5 yards (tackle by Jamarca Sanford)",-2.030,-1.000
2,1:42,1,10,WAS 31,14,24,Kirk Cousins pass complete short middle to Jamison Crowder for 7 yards (tackle by Kyle Wilson),1.000,1.410
2,1:15,2,3,WAS 38,14,24,Kirk Cousins sacked by Obum Gwacham and Tyeler Davison for -2 yards,1.410,1.410
2,1:02,2,3,WAS 38,14,24,Timeout #1 by New Orleans Saints,1.410,0.430
2,1:02,3,5,WAS 36,14,24,"Kirk Cousins pass incomplete intended for Pierre Garcon (defended by Delvin Breaux). Penalty on Kyle Wilson: Defensive Holding, 5 yards (no play)",0.430,1.660
2,0:58,1,10,WAS 41,14,24,Kirk Cousins pass complete to Chris Thompson for 23 yards (tackle by Delvin Breaux),1.660,3.180
2,0:49,1,10,NOR 36,14,24,Kirk Cousins sacked by Jairus Byrd for -11 yards,3.180,3.180
2,0:43,1,10,NOR 36,14,24,Timeout #2 by Washington Redskins,3.180,1.150
2,0:43,2,21,NOR 47,14,24,Kirk Cousins pass complete short left to Jamison Crowder for 31 yards (tackle by Jairus Byrd),1.150,4.510
2,0:16,1,10,NOR 16,14,24,Kirk Cousins pass incomplete short left intended for DeSean Jackson,4.510,3.900
2,0:12,2,10,NOR 16,14,24,"Penalty on Trent Williams: False Start, 5 yards (no play)",3.900,3.280
2,0:12,2,15,NOR 21,14,24,Chris Thompson left tackle for 16 yards (tackle by Kyle Wilson),3.280,3.280
2,0:04,2,15,NOR 21,14,24,Timeout #3 by Washington Redskins,3.280,6.060
2,0:04,1,5,NOR 5,14,27,Dustin Hopkins 23 yard field goal good,6.060,3.000
Quarter,Time,Down,ToGo,Location,NOR,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 35,14,27,"Dustin Hopkins kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,NOR 20,14,27,"C.J. Spiller right end for 6 yards (tackle by Bashaud Breeland). C.J. Spiller fumbles (forced by Bashaud Breeland), recovered by C.J. Spiller at NOR-26",0.280,0.540
3,14:22,2,4,NOR 26,14,27,Drew Brees pass complete to C.J. Spiller for 7 yards (tackle by Trent Murphy and William Compton),0.540,1.140
3,13:52,1,10,NOR 33,14,27,C.J. Spiller right tackle for 1 yard (tackle by Chris Baker and Bashaud Breeland),1.140,0.730
3,13:10,2,9,NOR 34,14,27,Drew Brees pass complete to Ben Watson for 7 yards (tackle by Perry Riley),0.730,0.960
3,12:34,3,2,NOR 41,14,27,Drew Brees pass complete to Ben Watson for 4 yards (tackle by Kyshoen Jarrett),0.960,1.930
3,12:04,1,10,NOR 45,14,27,Tim Hightower right end for 1 yard (tackle by William Compton and Jason Hatcher),1.930,1.520
3,11:27,2,9,NOR 46,14,27,Drew Brees pass complete to Brandon Coleman for 14 yards (tackle by Chris Culliver),1.520,2.920
3,10:55,1,10,WAS 40,14,27,Tim Hightower right guard for 6 yards (tackle by Stephen Paea and Perry Riley),2.920,3.180
3,10:15,2,4,WAS 34,14,27,Drew Brees pass complete short right to Marques Colston for 3 yards (tackle by Bashaud Breeland),3.180,2.870
3,9:42,3,1,WAS 31,14,27,Tim Hightower right guard for no gain (tackle by Trent Murphy and William Compton),2.870,1.410
3,8:59,4,1,WAS 31,14,27,C.J. Spiller right guard for no gain (tackle by Chris Baker and Kedric Golston),1.410,-1.000
3,8:53,1,10,WAS 31,14,27,Alfred Morris left end for 28 yards (tackle by Michael Mauti),1.000,2.850
3,8:10,1,10,NOR 41,14,27,Alfred Morris right end for 3 yards (tackle by John Jenkins and Stephone Anthony),2.850,2.710
3,7:30,2,7,NOR 38,14,27,Matt Jones right tackle for 6 yards (tackle by Bobby Richardson),2.710,2.810
3,6:48,3,1,NOR 32,14,27,Matt Jones left guard for 1 yard (tackle by Jo-Lonn Dunbar and Kenny Vaccaro),2.810,3.510
3,6:04,1,10,NOR 31,14,27,Alfred Morris left end for 2 yards (tackle by Jo-Lonn Dunbar and Brandon Browner),3.510,3.240
3,5:27,2,8,NOR 29,14,27,Kirk Cousins pass complete short right to Pierre Garcon for 7 yards (tackle by Kyle Wilson),3.240,3.470
3,4:52,3,1,NOR 22,14,27,Kirk Cousins pass incomplete intended for DeSean Jackson,3.470,2.140
3,4:43,4,1,NOR 22,14,30,Dustin Hopkins 40 yard field goal good,2.140,3.000
3,4:43,,,WAS 35,14,30,"Dustin Hopkins kicks off 65 yards, touchback",0.000,-0.280
3,4:38,1,10,NOR 20,14,30,Drew Brees pass incomplete deep left intended for Brandin Cooks,0.280,-0.270
3,4:32,2,10,NOR 20,14,30,"Drew Brees pass complete to Willie Snead for 9 yards (tackle by Chris Culliver). Penalty on Zach Strief: Offensive Holding, 10 yards (no play)",-0.270,-1.510
3,4:07,2,20,NOR 10,14,30,Drew Brees pass complete short middle to Brandin Cooks for 8 yards (tackle by Dashon Goldson),-1.510,-1.330
3,3:34,3,12,NOR 18,14,30,Drew Brees pass incomplete short left intended for Willie Snead,-1.330,-2.240
3,3:31,4,12,NOR 18,14,30,"Thomas Morstead punts 37 yards, returned by Jamison Crowder for 11 yards (tackle by Josh Hill)",-2.240,-2.650
3,3:21,1,10,NOR 44,14,30,Alfred Morris left end for 2 yards (tackle by Stephone Anthony and Michael Mauti),2.650,2.380
3,2:41,2,8,NOR 42,14,30,Alfred Morris right end for 14 yards (tackle by Stephone Anthony and John Jenkins),2.380,3.710
3,1:51,1,10,NOR 28,14,30,Kirk Cousins pass complete short left to Derek Carrier for 14 yards (tackle by Brandon Browner),3.710,4.650
3,1:04,1,10,NOR 14,14,30,Kirk Cousins pass incomplete short left intended for Jordan Reed,4.650,4.000
3,0:59,2,10,NOR 14,14,30,Alfred Morris right tackle for 6 yards (tackle by Kenny Vaccaro and Jairus Byrd),4.000,4.280
3,0:15,3,4,NOR 8,14,36,"Kirk Cousins pass complete to Jordan Reed for 8 yards, touchdown",4.280,7.000
3,0:15,,,NOR 8,14,37,Dustin Hopkins kicks extra point good,0.000,0.000
3,0:15,,,WAS 35,14,37,"Dustin Hopkins kicks off 67 yards, returned by C.J. Spiller for 30 yards (tackle by Dustin Hopkins). Penalty on Jo-Lonn Dunbar: Offensive Holding, 10 yards",0.000,0.380
3,0:04,1,10,NOR 10,14,37,Drew Brees pass complete short right to Mark Ingram for 12 yards (tackle by Jason Hatcher),-0.380,0.410
Quarter,Time,Down,ToGo,Location,NOR,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NOR 22,14,37,Drew Brees pass incomplete short left intended for Ben Watson,0.410,-0.130
4,14:53,2,10,NOR 22,14,37,Drew Brees pass complete short right to Mark Ingram for 1 yard (tackle by Dashon Goldson),-0.130,-0.690
4,14:28,3,9,NOR 23,14,43,"Drew Brees pass incomplete intended for Marques Colston is intercepted by Dashon Goldson at NOR-35 and returned for 35 yards, touchdown",-0.690,-7.000
4,14:18,,,NOR 23,14,44,Dustin Hopkins kicks extra point good,0.000,0.000
4,14:18,,,WAS 35,14,44,"Dustin Hopkins kicks off 70 yards, returned by C.J. Spiller for 21 yards (tackle by Houston Bates)",0.000,0.140
4,14:12,1,10,NOR 16,14,44,Drew Brees pass complete middle to Marques Colston for 9 yards (tackle by Perry Riley and William Compton),-0.140,0.690
4,13:55,2,1,NOR 25,14,44,Mark Ingram right guard for -3 yards (tackle by Ricky Jean-Francois),0.690,-0.570
4,13:34,3,4,NOR 22,14,44,Drew Brees pass incomplete short left intended for Brandin Cooks,-0.570,-1.900
4,13:28,4,4,NOR 22,14,44,Drew Brees pass incomplete short middle intended for Mark Ingram (defended by William Compton),-1.900,-4.110
4,13:22,1,10,NOR 22,14,44,Matt Jones right tackle for 2 yards (tackle by Stephone Anthony and Kevin Williams),4.110,3.830
4,12:36,2,8,NOR 20,14,44,Matt Jones right tackle for 9 yards (tackle by Delvin Breaux),3.830,4.840
4,11:52,1,10,NOR 11,14,44,Matt Jones right tackle for 1 yard (tackle by Cameron Jordan and Bobby Richardson),4.840,4.320
4,11:34,2,9,NOR 10,14,44,Matt Jones right guard for 4 yards (tackle by John Jenkins and Bobby Richardson),4.320,4.210
4,10:23,3,5,NOR 6,14,44,Matt Jones left guard for 2 yards (tackle by Kevin Williams and Jairus Byrd),4.210,4.210
4,9:38,3,5,NOR 6,14,44,Timeout #1 by Washington Redskins,4.210,3.030
4,9:38,4,3,NOR 4,14,47,Dustin Hopkins 22 yard field goal good,3.030,3.000
4,9:38,,,WAS 35,14,47,"Dustin Hopkins kicks off 65 yards, touchback",0.000,-0.280
4,9:33,1,10,NOR 20,14,47,Mark Ingram right end for -1 yards (tackle by Bashaud Breeland),0.280,-0.460
4,9:10,2,11,NOR 19,14,47,C.J. Spiller middle for 1 yard (tackle by Ryan Kerrigan and Chris Baker),-0.460,-0.960
4,8:37,3,10,NOR 20,14,47,Drew Brees pass complete to T.J. Graham for 18 yards (tackle by Will Blackmon and Mason Foster),-0.960,1.470
4,8:02,1,10,NOR 38,14,47,Tim Hightower left guard for 2 yards (tackle by William Compton and Kedric Golston),1.470,1.190
4,7:30,2,8,NOR 40,14,47,Drew Brees pass complete short left to Brandin Cooks for 11 yards (tackle by Dashon Goldson and Chris Culliver),1.190,2.320
4,6:51,1,10,WAS 49,14,47,C.J. Spiller left guard for 6 yards (tackle by William Compton and Bashaud Breeland),2.320,2.590
4,6:17,2,4,WAS 43,14,47,Drew Brees pass complete short left to Marques Colston for 10 yards (tackle by Perry Riley and Chris Culliver),2.590,3.380
4,5:45,1,10,WAS 33,14,47,Drew Brees pass incomplete deep left intended for Ben Watson is intercepted by Perry Riley at WAS-5. Penalty on Ben Watson: Offensive Pass Interference (Declined),3.380,0.380
4,5:38,1,10,WAS 5,14,47,Darrel Young right tackle for 5 yards (tackle by Michael Mauti),-0.380,-0.420
4,4:54,2,5,WAS 10,14,47,Darrel Young right end for 2 yards (tackle by Jo-Lonn Dunbar),-0.420,-0.600
4,4:48,3,3,WAS 12,14,47,"Penalty on Colt McCoy: Delay of Game, 5 yards (no play)",-0.600,-1.190
4,4:48,3,8,WAS 7,14,47,Darrel Young left guard for 4 yards (tackle by Cameron Jordan),-1.190,-2.490
4,3:48,4,4,WAS 11,14,47,"Tress Way punts 56 yards, returned by Marcus Murphy for 10 yards (tackle by Deshazor Everett)",-2.490,-1.800
4,3:38,1,10,NOR 43,14,47,Tim Hightower right tackle for 9 yards (tackle by Kyshoen Jarrett and Deshazor Everett),1.800,2.470
4,3:03,2,1,WAS 48,14,47,Tim Hightower right end for 4 yards (tackle by Trent Murphy),2.470,2.650
4,2:32,1,10,WAS 44,14,47,Tim Hightower middle for 8 yards (tackle by William Compton),2.650,3.190
4,2:02,2,2,WAS 36,14,47,Tim Hightower left guard for 1 yard (tackle by Ricky Jean-Francois and Stephen Paea),3.190,2.610
4,1:55,3,1,WAS 35,14,47,Tim Hightower left end for 3 yards (tackle by Deshazor Everett),2.610,3.450
4,1:16,1,10,WAS 32,14,47,Tim Hightower right end for 9 yards (tackle by Preston Smith and DeAngelo Hall),3.450,4.120
4,0:41,2,1,WAS 23,14,47,Tim Hightower left end for 3 yards (tackle by Deshazor Everett),4.120,3.840
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
