Quarter,Time,Down,ToGo,Location,PIT,PHI,Detail,EPB,EPA
2,13:32,1,10,PIT 29,7,7,Miles Sanders up the middle for 2 yards (tackle by Devin Bush and Malik Reed),3.640,3.370
2,12:57,2,8,PIT 27,7,7,Jalen Hurts pass incomplete short middle intended for Quez Watkins (defended by Malik Reed),3.370,2.680
2,12:53,3,8,PIT 27,7,13,"Jalen Hurts pass complete deep right to A.J. Brown for 27 yards, touchdown",2.680,7.000
2,12:48,,,PIT 15,7,14,Jake Elliott kicks extra point good,0.000,0.000
2,12:48,,,PHI 35,7,14,"Jake Elliott kicks off 65 yards, returned by Steven Sims for 27 yards (tackle by Zech McPhearson). Penalty on Tre Norwood: Offensive Holding, 10 yards (accepted)",0.000,-0.060
2,12:38,1,10,PIT 17,7,14,"Najee Harris right tackle for no gain (tackle by Jordan Davis). Penalty on Dan Moore: Illegal Formation, 5 yards (accepted) (no play)",-0.060,-0.510
2,12:10,1,15,PIT 12,7,14,Kenny Pickett pass complete short right to Steven Sims for -3 yards (tackle by Avonte Maddox),-0.510,-1.440
2,11:28,2,19,PIT 8,7,14,Najee Harris right tackle for -1 yards (tackle by Fletcher Cox),-1.440,-2.470
2,10:50,3,19,PIT 8,7,14,Kenny Pickett pass complete short left to Jaylen Warren for 10 yards (tackle by Avonte Maddox and Haason Reddick),-2.470,-2.240
2,10:10,4,9,PIT 18,7,14,"Pressley Harvin punts 46 yards, returned by DeVonta Smith for 3 yards (tackle by Marcus Allen)",-2.240,-1.530
2,10:02,1,10,PHI 39,7,14,Jalen Hurts pass complete short right to DeVonta Smith for -10 yards (tackle by Alex Highsmith),1.530,-0.360
2,9:19,2,20,PHI 29,7,14,Jalen Hurts scrambles left end for 2 yards (tackle by Cameron Sutton),-0.360,-0.760
2,8:38,3,18,PHI 31,7,14,Jalen Hurts pass complete short left to Kenneth Gainwell for 8 yards (tackle by Minkah Fitzpatrick),-0.760,-0.780
2,8:00,4,10,PHI 39,7,14,"Arryn Siposs punts 49 yards, returned by Steven Sims for 10 yards (tackle by Zech McPhearson)",-0.780,-0.410
2,7:47,1,10,PIT 22,7,14,Kenny Pickett pass incomplete short right intended for Diontae Johnson (defended by Darius Slay),0.410,-0.130
2,7:41,2,10,PIT 22,7,14,Kenny Pickett pass incomplete deep right intended for George Pickens (defended by Avonte Maddox),-0.130,-0.820
2,7:34,3,10,PIT 22,7,14,Kenny Pickett pass incomplete short middle intended for Pat Freiermuth,-0.820,-1.900
2,7:29,4,10,PIT 22,7,14,Pressley Harvin punts 38 yards out of bounds,-1.900,-1.600
2,7:22,1,10,PHI 40,7,14,Jalen Hurts pass complete short left to Dallas Goedert for 17 yards (tackle by Cameron Sutton and Myles Jack),1.600,2.720
2,6:49,1,10,PIT 43,7,14,Jalen Hurts pass complete short left to DeVonta Smith for 14 yards (tackle by Cameron Sutton),2.720,3.640
2,6:20,1,10,PIT 29,7,20,"Jalen Hurts pass complete deep right to A.J. Brown for 29 yards, touchdown",3.640,7.000
2,6:13,,,PIT 15,7,21,Jake Elliott kicks extra point good,0.000,0.000
2,6:13,,,PHI 35,7,21,"Penalty on A.J. Brown: Unsportsmanlike Conduct / Offense, 15 yards (accepted) (no play)",0.000,0.000
2,6:13,,,PHI 20,7,21,"Jake Elliott kicks off 65 yards, returned by Steven Sims for 20 yards (tackle by Zach Pascal and Nakobe Dean)",0.000,1.270
2,6:06,1,10,PIT 35,7,21,"Kenny Pickett pass complete to George Pickens for no gain. Penalty on George Pickens: Offensive Pass Interference, 10 yards (accepted) (no play)",1.270,0.610
2,5:36,1,20,PIT 25,7,21,Steven Sims left end for 10 yards (tackle by Avonte Maddox),0.610,0.720
2,4:55,2,10,PIT 35,7,21,Kenny Pickett pass incomplete deep left intended for George Pickens (defended by James Bradberry),0.720,0.040
2,4:49,3,10,PIT 35,7,21,Kenny Pickett scrambles left end for 9 yards. Kenny Pickett fumbles. Kenny Pickett fumbles out of bounds (forced by Avonte Maddox),0.040,-0.460
2,4:19,,,,,,Timeout #1 by Pittsburgh Steelers,,
2,4:19,4,1,PIT 44,7,21,Kenny Pickett up the middle for 3 yards (tackle by Jordan Davis),-0.460,2.060
2,3:34,1,10,PIT 47,7,21,Kenny Pickett pass complete short right to Najee Harris for 7 yards (tackle by T.J. Edwards),2.060,2.460
2,3:03,2,3,PHI 46,7,21,Kenny Pickett pass complete short right to Chase Claypool for 7 yards,2.460,2.980
2,2:31,1,10,PHI 39,7,21,Najee Harris up the middle for no gain (tackle by Javon Hargrave and T.J. Edwards),2.980,2.440
2,2:00,2,10,PHI 39,7,21,Kenny Pickett pass complete short left to Pat Freiermuth for 18 yards (tackle by T.J. Edwards and James Bradberry),2.440,4.170
2,1:23,1,10,PHI 21,7,21,Kenny Pickett scrambles left end for 3 yards (tackle by Kyzir White),4.170,4.040
2,1:17,2,7,PHI 18,7,21,Kenny Pickett pass incomplete deep left intended for George Pickens,4.040,3.310
2,1:13,3,7,PHI 18,7,21,Kenny Pickett sacked by Milton Williams for -2 yards,3.310,2.120
2,1:06,,,,,,Timeout #1 by Philadelphia Eagles,,
2,1:06,4,9,PHI 20,10,21,Nick Sciba 38 yard field goal good,2.120,3.000
2,1:02,,,PIT 35,10,21,"Nick Sciba kicks off 61 yards, returned by Britain Covey for 26 yards (tackle by Connor Heyward and Gunner Olszewski)",0.000,1.270
2,0:55,1,10,PHI 35,10,21,Jalen Hurts pass complete short left to Dallas Goedert for 12 yards (tackle by Myles Jack),1.270,2.060
2,0:51,1,10,PHI 47,10,21,Jalen Hurts sacked by Malik Reed for -5 yards,2.060,0.840
2,0:45,,,,,,Timeout #2 by Philadelphia Eagles,,
2,0:45,2,15,PHI 42,10,21,Jalen Hurts pass incomplete short middle intended for DeVonta Smith,0.840,0.170
2,0:40,3,15,PHI 42,10,21,Jalen Hurts sacked by Carlos Davis for -8 yards,0.170,-1.110
2,0:31,,,,,,Timeout #2 by Pittsburgh Steelers,,
2,0:31,4,23,PHI 34,10,21,"Arryn Siposs punts 44 yards, fair catch by Steven Sims at PIT-22",-1.110,-0.410
2,0:25,1,10,PIT 22,10,21,Kenny Pickett pass complete short right to Najee Harris for 2 yards (tackle by Kyzir White),0.410,0.140
2,0:18,2,8,PIT 24,10,21,Kenny Pickett sacked by Javon Hargrave for -11 yards,0.140,-2.420
Quarter,Time,Down,ToGo,Location,PIT,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,10,21,"Nick Sciba kicks off 61 yards, returned by Britain Covey for 21 yards (tackle by Connor Heyward)",0.000,0.610
3,14:54,1,10,PHI 25,10,21,Jalen Hurts pass incomplete deep right intended for A.J. Brown (defended by James Pierre),0.610,0.060
3,14:50,2,10,PHI 25,10,21,Miles Sanders right tackle for 21 yards (tackle by Minkah Fitzpatrick),0.060,1.990
3,14:17,1,10,PHI 46,10,21,Jalen Hurts pass complete short right to DeVonta Smith for 10 yards (tackle by James Pierre),1.990,2.650
3,13:39,1,10,PIT 44,10,21,Miles Sanders left guard for 10 yards (tackle by Minkah Fitzpatrick),2.650,3.310
3,13:01,1,10,PIT 34,10,27,"Jalen Hurts pass complete deep left to Zach Pascal for 34 yards, touchdown",3.310,7.000
3,12:53,,,PIT 15,10,28,Jake Elliott kicks extra point good,0.000,0.000
3,12:53,,,PHI 35,10,28,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
3,12:53,1,10,PIT 25,10,28,Kenny Pickett pass complete short right to Pat Freiermuth for 8 yards (tackle by T.J. Edwards),0.610,1.140
3,12:28,2,2,PIT 33,10,28,Kenny Pickett pass incomplete short left intended for Pat Freiermuth (defended by T.J. Edwards),1.140,0.430
3,12:25,3,2,PIT 33,10,28,Kenny Pickett pass incomplete deep left intended for Diontae Johnson,0.430,-1.180
3,12:19,4,2,PIT 33,10,28,Marcus Allen up the middle for 4 yards (tackle by Shaun Bradley),-1.180,1.400
3,11:30,1,10,PIT 37,10,28,"Kenny Pickett pass complete to Pat Freiermuth for no gain. Penalty on Chukwuma Okorafor: Offensive Holding, 10 yards (accepted) (no play)",1.400,0.740
3,11:03,1,20,PIT 27,10,28,Kenny Pickett pass complete short middle to Chase Claypool for 25 yards (tackle by T.J. Edwards and Marcus Epps),0.740,2.390
3,10:30,1,10,PHI 48,10,28,Kenny Pickett pass complete short left to Diontae Johnson for 5 yards (tackle by Kyzir White and C.J. Gardner-Johnson),2.390,2.520
3,9:55,2,5,PHI 43,10,28,Najee Harris for 2 yards (tackle by Josh Sweat),2.520,2.080
3,9:16,3,3,PHI 41,10,28,Kenny Pickett pass complete short left to Najee Harris for no gain (tackle by Javon Hargrave),2.080,0.530
3,8:29,4,3,PHI 41,10,28,Kenny Pickett pass complete short left to Najee Harris for 9 yards (tackle by C.J. Gardner-Johnson),0.530,3.450
3,8:04,1,10,PHI 32,10,28,Kenny Pickett pass complete short left to Chase Claypool for 5 yards (tackle by T.J. Edwards and Kyzir White),3.450,3.580
3,7:25,2,5,PHI 27,10,28,Jaylen Warren left tackle for 10 yards (tackle by T.J. Edwards),3.580,4.440
3,6:48,1,10,PHI 17,10,28,Kenny Pickett pass incomplete deep left intended for Diontae Johnson,4.440,3.850
3,6:43,2,10,PHI 17,10,28,Kenny Pickett pass complete short right to Diontae Johnson for 6 yards (tackle by Darius Slay),3.850,4.100
3,6:03,3,4,PHI 11,10,28,Kenny Pickett pass incomplete short left intended for Chase Claypool,4.100,2.770
3,5:59,4,4,PHI 11,13,28,Nick Sciba 29 yard field goal good,2.770,3.000
3,5:55,,,PIT 35,13,28,"Nick Sciba kicks off 46 yards, out of bounds",0.000,1.600
3,5:55,1,10,PHI 40,13,28,Miles Sanders left tackle for 6 yards (tackle by Alex Highsmith),1.600,1.860
3,5:18,2,4,PHI 46,13,28,Jalen Hurts pass incomplete short middle intended for A.J. Brown,1.860,1.160
3,5:14,3,4,PHI 46,13,28,Jalen Hurts pass complete short right to Dallas Goedert for 7 yards (tackle by Robert Spillane and Myles Jack),1.160,2.460
3,4:42,1,10,PIT 47,13,28,Jalen Hurts pass complete to A.J. Brown for no gain (no play),2.460,2.130
3,4:12,1,15,PHI 48,13,28,Miles Sanders right tackle for 6 yards (tackle by Terrell Edmunds and Alex Highsmith),2.130,2.050
3,3:25,2,9,PIT 46,13,28,"Jalen Hurts pass incomplete intended for A.J. Brown. Penalty on Jason Kelce: Offensive Holding, 10 yards (accepted) (no play)",2.050,0.700
3,3:25,2,19,PHI 44,13,28,Jalen Hurts sacked by Cameron Heyward for -5 yards,0.700,-0.620
3,2:43,3,24,PHI 39,13,28,Miles Sanders right end for 14 yards (tackle by Arthur Maulet),-0.620,0.130
3,2:00,4,10,PIT 47,13,28,Arryn Siposs punts 46 yards downed by Zech McPhearson,0.130,0.380
3,1:47,1,10,PIT 1,13,28,Najee Harris up the middle for 3 yards (tackle by Javon Hargrave and Fletcher Cox),-0.380,-0.560
3,1:17,2,7,PIT 4,13,28,Kenny Pickett pass complete short left to Diontae Johnson for 6 yards (tackle by C.J. Gardner-Johnson),-0.560,-0.370
3,0:51,3,1,PIT 10,13,28,"Kenny Pickett pass incomplete intended for Diontae Johnson. Penalty on James Bradberry: Defensive Pass Interference, 14 yards (accepted) (no play)",-0.370,0.540
3,0:48,1,10,PIT 24,13,28,Najee Harris up the middle for 18 yards (tackle by Marcus Epps and Kyzir White),0.540,1.730
3,0:09,1,10,PIT 42,13,28,Kenny Pickett pass incomplete short right intended for Chase Claypool (defended by Milton Williams),1.730,1.190
3,0:04,2,10,PIT 42,13,28,Kenny Pickett pass complete short left to Pat Freiermuth for 10 yards (tackle by C.J. Gardner-Johnson),1.190,2.390
Quarter,Time,Down,ToGo,Location,PIT,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,PHI 48,13,28,Jaylen Warren right guard for 1 yard (tackle by Javon Hargrave),2.390,1.980
4,14:26,2,9,PHI 47,13,28,Steven Sims left end for 11 yards (tackle by C.J. Gardner-Johnson and Kyzir White),1.980,3.180
4,13:41,1,10,PHI 36,13,28,"Kenny Pickett sacked by Javon Hargrave for no gain. Kenny Pickett fumbles (forced by Javon Hargrave), recovered by Avonte Maddox at PHI-36 and returned for 10 yards (tackle by Kenny Pickett)",3.180,-1.990
4,13:30,1,10,PHI 46,13,28,Jalen Hurts pass complete short middle to A.J. Brown for 43 yards (tackle by Minkah Fitzpatrick),1.990,4.840
4,12:41,1,10,PIT 11,13,34,"Miles Sanders left end for 11 yards, touchdown",4.840,7.000
4,12:35,,,PIT 15,13,35,Jake Elliott kicks extra point good,0.000,0.000
4,12:35,,,PHI 35,13,35,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
4,12:35,1,10,PIT 25,13,35,"Penalty on Robert Quinn: Neutral Zone Infraction, 5 yards (accepted) (no play)",0.610,1.340
4,12:35,1,5,PIT 30,13,35,Kenny Pickett pass complete short left to Najee Harris for 2 yards (tackle by T.J. Edwards),1.340,1.010
4,12:08,2,3,PIT 32,13,35,Najee Harris right tackle for 9 yards (tackle by Darius Slay and T.J. Edwards),1.010,1.660
4,11:40,1,10,PIT 41,13,35,Kenny Pickett pass complete short right to Najee Harris for 6 yards (tackle by T.J. Edwards and Kyzir White),1.660,1.930
4,11:10,2,4,PIT 47,13,35,Kenny Pickett scrambles up the middle for 8 yards (tackle by T.J. Edwards),1.930,2.590
4,10:39,1,10,PHI 45,13,35,Kenny Pickett pass incomplete short middle intended for Steven Sims,2.590,2.040
4,10:35,2,10,PHI 45,13,35,Jaylen Warren up the middle for 5 yards (tackle by Avonte Maddox),2.040,2.010
4,10:08,3,5,PHI 40,13,35,Kenny Pickett sacked by C.J. Gardner-Johnson for -11 yards,2.010,-0.130
4,9:31,4,16,PIT 49,13,35,"Pressley Harvin punts 41 yards, fair catch by Britain Covey at PHI-10",-0.130,0.380
4,9:24,1,10,PHI 10,13,35,Boston Scott up the middle for 1 yard (tackle by Alex Highsmith and Isaiahh Loudermilk),-0.380,-0.710
4,8:34,2,9,PHI 11,13,35,"Boston Scott for 4 yards. Penalty on Landon Dickerson: Offensive Holding, 5 yards (accepted) (no play)",-0.710,-1.070
4,8:11,2,14,PHI 6,13,35,Gardner Minshew pass incomplete short right intended for Jack Stoll,-1.070,-1.890
4,8:07,3,14,PHI 6,13,35,Boston Scott left tackle for 1 yard (tackle by Cameron Heyward and Malik Reed),-1.890,-2.490
4,7:21,4,13,PHI 7,13,35,Arryn Siposs punts 44 yards,-2.490,-2.190
4,7:06,1,10,PIT 49,13,35,Kenny Pickett pass complete short right to Jaylen Warren for 15 yards (tackle by Marcus Epps),2.190,3.180
4,6:40,1,10,PHI 36,13,35,Kenny Pickett sacked by Marlon Tuipulotu for -6 yards,3.180,1.830
4,6:01,2,16,PHI 42,13,35,Jaylen Warren right end for 19 yards (tackle by Marcus Epps and Kyron Johnson),1.830,4.040
4,5:24,1,10,PHI 23,13,35,Jaylen Warren up the middle for 3 yards (tackle by Marlon Tuipulotu),4.040,3.900
4,4:57,2,7,PHI 20,13,35,Kenny Pickett pass complete short middle to Jaylen Warren for no gain (tackle by Kyzir White),3.900,3.200
4,4:27,3,7,PHI 20,13,35,Kenny Pickett pass deep middle (defended by T.J. Edwards) intended for Pat Freiermuth is intercepted by C.J. Gardner-Johnson in end zone and returned for 14 yards (tackle by Jaylen Warren),3.200,0.350
4,4:18,1,10,PHI 12,13,35,Boston Scott left end for 7 yards (tackle by Myles Jack),-0.350,0.100
4,3:36,2,3,PHI 19,13,35,Boston Scott left end for no gain (tackle by Cameron Sutton),0.100,-0.600
4,3:29,,,,,,Timeout #1 by Pittsburgh Steelers,,
4,3:29,3,3,PHI 19,13,35,Gardner Minshew pass complete short right to Zach Pascal for 23 yards (tackle by Robert Spillane),-0.600,1.730
4,2:43,1,10,PHI 42,13,35,Boston Scott right tackle for 2 yards (tackle by James Pierre),1.730,1.460
4,2:00,2,8,PHI 44,13,35,Boston Scott up the middle for 2 yards (tackle by Isaiahh Loudermilk and Devin Bush),1.460,0.960
4,1:16,3,7,PHI 46,13,35,Boston Scott left end for 8 yards (tackle by Robert Spillane),0.960,2.520
4,0:34,1,10,PIT 46,13,35,Gardner Minshew kneels for -1 yards,2.520,1.840
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
