Quarter,Time,Down,ToGo,Location,JAX,PIT,Detail,EPB,EPA
2,1:40,3,10,PIT 5,7,3,Ben Roethlisberger pass complete short right to Antonio Brown for 10 yards (tackle by Aaron Colvin),-1.420,-0.220
2,1:35,1,10,PIT 15,7,3,Ben Roethlisberger pass complete short right to Le'Veon Bell for 4 yards (tackle by Jalen Ramsey),-0.220,-0.110
2,1:27,2,6,PIT 19,7,3,Ben Roethlisberger pass incomplete short right intended for Martavis Bryant (defended by Jalen Ramsey),-0.110,-0.880
2,1:20,3,6,PIT 19,7,3,Ben Roethlisberger pass incomplete short right intended for JuJu Smith-Schuster (defended by Jalen Ramsey),-0.880,-2.140
2,1:16,4,6,PIT 19,7,3,"Jordan Berry punts 29 yards, out of bounds",-2.140,-2.390
2,1:06,1,10,PIT 48,7,3,Blake Bortles pass complete short left to Allen Hurns for 3 yards (tackle by Artie Burns),2.390,2.250
2,0:45,2,7,PIT 45,7,3,--,2.250,-1.530
2,0:41,1,10,PIT 39,7,3,Ben Roethlisberger pass complete deep right to JuJu Smith-Schuster for 21 yards (tackle by Tashaun Gipson),1.530,2.920
2,0:33,1,10,JAX 40,7,3,Ben Roethlisberger spiked the ball,2.920,2.370
2,0:26,2,10,JAX 40,7,3,Ben Roethlisberger pass complete short right to Antonio Brown for 23 yards (tackle by Aaron Colvin),2.370,0.000
2,0:18,,,,,,Timeout #3 by Pittsburgh Steelers,0.000,-4.440
2,0:18,1,10,JAX 17,7,3,Ben Roethlisberger pass complete short right to Le'Veon Bell for 1 yard (tackle by Aaron Colvin),4.440,4.000
2,0:11,2,9,JAX 16,7,3,Ben Roethlisberger pass incomplete deep left intended for Antonio Brown,4.000,3.190
2,0:04,3,9,JAX 16,7,6,Chris Boswell 34 yard field goal good,3.190,3.000
2,0:03,,,PIT 35,7,6,"Chris Boswell kicks off 45 yards, returned by Tommy Bohanon for 14 yards (tackle by Tyler Matakevich)",0.000,1.270
Quarter,Time,Down,ToGo,Location,JAX,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,7,6,"Jason Myers kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,PIT 25,7,6,Ben Roethlisberger pass complete short right to Jesse James for 5 yards (tackle by Aaron Colvin and Myles Jack),0.610,0.740
3,14:28,2,5,PIT 30,7,6,Ben Roethlisberger pass complete short left to Le'Veon Bell for 9 yards (tackle by Myles Jack),0.740,1.530
3,13:52,1,10,PIT 39,7,6,Ben Roethlisberger pass complete short right to Martavis Bryant for 2 yards (tackle by Aaron Colvin),1.530,1.260
3,13:25,2,8,PIT 41,7,6,"Ben Roethlisberger pass incomplete deep left intended for Antonio Brown. Penalty on Calais Campbell: Defensive Offside, 5 yards (no play)",1.260,1.930
3,13:20,2,3,PIT 46,7,6,Le'Veon Bell right guard for 7 yards (tackle by Myles Jack and Abry Jones),1.930,2.460
3,12:39,1,10,JAX 47,7,6,Ben Roethlisberger pass complete short left to Martavis Bryant for 9 yards (tackle by Tashaun Gipson),2.460,3.130
3,12:05,2,1,JAX 38,7,6,Le'Veon Bell right tackle for -1 yards (tackle by Telvin Smith),3.130,0.000
3,11:38,,,,,,Timeout #1 by Jacksonville Jaguars,0.000,-2.280
3,11:38,3,2,JAX 39,7,6,Ben Roethlisberger pass complete short right to Antonio Brown for 4 yards (tackle by Jalen Ramsey),2.280,3.250
3,10:58,1,10,JAX 35,7,6,Ben Roethlisberger pass incomplete deep right intended for Antonio Brown,3.250,2.700
3,10:50,2,10,JAX 35,7,6,"Ben Roethlisberger pass incomplete short right intended for Martavis Bryant. Penalty on Malik Jackson: Defensive Offside, 5 yards (no play)",2.700,3.380
3,10:49,2,5,JAX 30,7,6,Le'Veon Bell right end for 15 yards (tackle by Barry Church),3.380,4.580
3,10:16,1,10,JAX 15,7,6,Ben Roethlisberger pass complete short middle to JuJu Smith-Schuster for 10 yards (tackle by Telvin Smith),4.580,6.060
3,9:40,1,5,JAX 5,7,6,Ben Roethlisberger pass incomplete short right intended for JuJu Smith-Schuster,6.060,5.150
3,9:37,2,5,JAX 5,7,6,Ben Roethlisberger pass complete short middle to Le'Veon Bell for 3 yards (tackle by Paul Posluszny),5.150,4.950
3,9:02,3,2,JAX 2,7,6,Ben Roethlisberger pass incomplete short left intended for Antonio Brown,4.950,3.250
3,8:57,4,2,JAX 2,7,9,Chris Boswell 20 yard field goal good,3.250,3.000
3,8:54,,,PIT 35,7,9,"Chris Boswell kicks off 65 yards, touchback",0.000,-0.610
3,8:54,1,10,JAX 25,7,9,Leonard Fournette right tackle for 3 yards (tackle by T.J. Watt),0.610,0.470
3,8:11,2,7,JAX 28,7,9,Blake Bortles pass incomplete deep left intended for Marqise Lee,0.470,-0.230
3,8:05,3,7,JAX 28,7,9,Blake Bortles sacked by T.J. Watt for -3 yards,-0.230,-1.700
3,7:31,4,10,JAX 25,7,9,"Brad Nortman punts 42 yards, returned by Antonio Brown for 7 yards (tackle by Corey Grant). Penalty on Coty Sensabaugh: Offensive Holding (Declined), Penalty on Roosevelt Nix: Offensive Holding, 10 yards",-1.700,-0.480
3,7:22,1,10,PIT 23,7,9,Ben Roethlisberger pass complete short left to Martavis Bryant for -1 yards (tackle by Aaron Colvin),0.480,-0.200
3,6:44,2,11,PIT 22,13,9,"Ben Roethlisberger pass incomplete short left intended for Antonio Brown is intercepted by Telvin Smith at PIT-28 and returned for 28 yards, touchdown",-0.200,-7.000
3,,,,PIT 15,13,9,Jason Myers kicks extra point no good,,
3,6:38,,,JAX 35,13,9,"Jason Myers kicks off 65 yards, touchback",0.000,-0.610
3,6:38,1,10,PIT 25,13,9,Le'Veon Bell left guard for -5 yards (tackle by Dawuane Smoot and Telvin Smith),0.610,-0.610
3,6:00,2,15,PIT 20,13,9,Ben Roethlisberger pass complete short middle to Le'Veon Bell for 3 yards (tackle by Myles Jack and Telvin Smith),-0.610,-0.890
3,5:19,3,12,PIT 23,13,9,Ben Roethlisberger pass complete deep right to Antonio Brown for 18 yards (tackle by Tashaun Gipson),-0.890,1.660
3,4:55,1,10,PIT 41,13,9,Ben Roethlisberger sacked by Calais Campbell and Abry Jones for -7 yards,1.660,0.180
3,4:15,2,17,PIT 34,13,9,Ben Roethlisberger pass incomplete short middle intended for Jesse James,0.180,-0.490
3,4:11,3,17,PIT 34,19,9,"Ben Roethlisberger pass incomplete deep middle intended for Antonio Brown is intercepted by Barry Church at JAX-49 and returned for 51 yards, touchdown",-0.490,-7.000
3,,,,PIT 15,20,9,Jason Myers kicks extra point good,,
3,3:59,,,JAX 35,20,9,"Jason Myers kicks off 65 yards, touchback",0.000,-0.610
3,3:59,1,10,PIT 25,20,9,Le'Veon Bell left tackle for 2 yards (tackle by A.J. Bouye),0.610,0.330
3,3:26,2,8,PIT 27,20,9,Ben Roethlisberger pass complete short right to Antonio Brown for 6 yards (tackle by Jalen Ramsey),0.330,0.430
3,2:53,3,2,PIT 33,20,9,Ben Roethlisberger pass complete short middle to Jesse James for 4 yards (tackle by Myles Jack),0.430,1.400
3,2:17,1,10,PIT 37,20,9,Ben Roethlisberger pass complete short right to Antonio Brown for 9 yards (tackle by Jalen Ramsey),1.400,2.070
3,1:44,2,1,PIT 46,20,9,Ben Roethlisberger pass incomplete short middle intended for Jesse James (defended by Abry Jones),2.070,1.360
3,1:40,3,1,PIT 46,20,9,Le'Veon Bell right guard for 1 yard (tackle by Myles Jack),1.360,2.060
3,1:03,1,10,PIT 47,20,9,Ben Roethlisberger pass incomplete short right intended for Justin Hunter,2.060,1.520
3,1:03,2,10,PIT 47,20,9,Ben Roethlisberger pass complete short left to Antonio Brown for 2 yards (tackle by Aaron Colvin),1.520,1.090
3,0:20,3,8,PIT 49,20,9,Ben Roethlisberger sacked by Dante Fowler for -4 yards,1.090,-0.390
Quarter,Time,Down,ToGo,Location,JAX,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,12,PIT 45,20,9,Jordan Berry punts 51 yards,-0.390,0.380
4,14:50,1,10,JAX 4,20,9,Leonard Fournette left tackle for 1 yard (tackle by Javon Hargrave),-0.380,-0.710
4,14:12,2,9,JAX 5,20,9,Leonard Fournette left guard for 13 yards (tackle by Ryan Shazier),-0.710,0.040
4,13:25,1,10,JAX 18,20,9,Leonard Fournette middle for 11 yards (tackle by Mike Mitchell),0.040,0.870
4,12:52,1,10,JAX 29,20,9,Leonard Fournette left guard for 1 yard (tackle by Sean Davis and Bud Dupree),0.870,0.460
4,12:13,2,9,JAX 30,20,9,Chris Ivory middle for 6 yards (tackle by Vince Williams),0.460,0.560
4,11:32,3,3,JAX 36,20,9,Chris Ivory left tackle for 3 yards (tackle by Vince Williams),0.560,1.530
4,10:49,1,10,JAX 39,20,9,Leonard Fournette right end for 12 yards (tackle by Mike Mitchell),1.530,2.320
4,10:01,1,10,PIT 49,20,9,Leonard Fournette middle for 2 yards (tackle by T.J. Watt and Tyson Alualu),2.320,2.050
4,9:25,2,8,PIT 47,20,9,Chris Ivory left end for 19 yards (tackle by Robert Golden),2.050,3.710
4,8:58,1,10,PIT 28,20,9,Chris Ivory right guard for -4 yards (tackle by Sean Davis),3.710,2.630
4,8:19,2,14,PIT 32,20,9,Leonard Fournette middle for 3 yards (tackle by Tyson Alualu and Javon Hargrave),2.630,2.340
4,7:35,3,11,PIT 29,20,9,Leonard Fournette left tackle for no gain (tackle by Ryan Shazier and Tyson Alualu),2.340,0.000
4,6:48,,,,,,Timeout #2 by Jacksonville Jaguars,0.000,-1.500
4,6:48,4,11,PIT 29,23,9,Jason Myers 47 yard field goal good,1.500,3.000
4,6:43,,,JAX 35,23,9,"Jason Myers kicks off 65 yards, touchback",0.000,-0.610
4,6:43,1,10,PIT 25,23,9,Ben Roethlisberger pass complete short left to Le'Veon Bell for -1 yards (tackle by Aaron Colvin),0.610,-0.070
4,6:15,2,11,PIT 24,23,9,Ben Roethlisberger pass complete short middle to JuJu Smith-Schuster for 14 yards (tackle by Tashaun Gipson),-0.070,1.470
4,5:51,1,10,PIT 38,23,9,Ben Roethlisberger pass incomplete deep middle intended for Antonio Brown,1.470,0.920
,,,,,,,"PIT challenged the incomplete pass ruling, and the play was upheld.",,
4,5:43,2,10,PIT 38,23,9,Ben Roethlisberger pass incomplete deep left intended for Antonio Brown (defended by A.J. Bouye),0.920,0.230
4,5:38,3,10,PIT 38,23,9,"Ben Roethlisberger pass incomplete deep right intended for Justin Hunter is intercepted by Tashaun Gipson at JAX-42 and returned for 7 yards. Penalty on Tashaun Gipson: Delay of Game, 5 yards",0.230,-1.860
4,5:30,1,10,JAX 44,23,9,Leonard Fournette middle for 2 yards (tackle by Ryan Shazier and Javon Hargrave),1.860,1.590
4,4:46,2,8,JAX 46,23,9,Leonard Fournette right guard for 1 yard (tackle by Stephon Tuitt and Javon Hargrave),1.590,0.000
4,4:41,,,,,,Timeout #2 by Pittsburgh Steelers,0.000,-1.030
4,4:40,3,7,JAX 47,23,9,Chris Ivory middle for 6 yards (tackle by Mike Hilton),1.030,0.000
4,4:35,,,,,,Timeout #3 by Pittsburgh Steelers,0.000,-0.130
4,4:35,4,1,PIT 47,23,9,"Brad Nortman punts 33 yards, out of bounds",0.130,0.280
4,4:28,1,10,PIT 14,23,9,Ben Roethlisberger pass incomplete deep middle intended for Antonio Brown,-0.280,-0.750
4,4:23,2,10,PIT 14,23,9,Ben Roethlisberger pass complete short right to Jesse James for 15 yards (tackle by Tashaun Gipson),-0.750,0.870
4,4:15,1,10,PIT 29,23,9,Ben Roethlisberger pass complete deep middle to Antonio Brown for 21 yards (tackle by Tashaun Gipson and Barry Church),0.870,2.260
4,3:47,1,10,,23,9,Ben Roethlisberger pass complete short right to Martavis Bryant for 9 yards (tackle by Jalen Ramsey),2.260,2.930
4,3:42,2,1,JAX 41,23,9,Ben Roethlisberger pass complete short left to JuJu Smith-Schuster for 13 yards,2.930,3.710
4,3:37,1,10,JAX 28,23,9,"Ben Roethlisberger pass complete deep middle to Antonio Brown for 28 yards. Penalty on David DeCastro: Offensive Holding, 10 yards (no play)",3.710,3.050
4,3:29,1,20,JAX 38,23,9,Ben Roethlisberger pass complete short right to Justin Hunter for 6 yards (tackle by Myles Jack),3.050,2.630
4,3:22,2,14,JAX 32,23,9,Ben Roethlisberger pass incomplete deep middle intended for Antonio Brown is intercepted by Tashaun Gipson at JAX-0 and returned for 2 yards,2.630,0.380
4,3:16,1,10,JAX 2,23,9,"Leonard Fournette middle for 1 yard (tackle by Cameron Heyward). Penalty on Bud Dupree: Defensive Offside, 5 yards (no play)",-0.380,-0.190
4,3:11,1,5,JAX 7,23,9,Leonard Fournette middle for 1 yard (tackle by Javon Hargrave),-0.190,-0.340
4,2:28,2,4,JAX 8,23,9,Leonard Fournette middle for 2 yards (tackle by Javon Hargrave),-0.340,-0.480
4,2:00,3,2,JAX 10,29,9,"Leonard Fournette left tackle for 90 yards, touchdown",-0.480,7.000
4,1:47,,,PIT 15,30,9,Jason Myers kicks extra point good,0.000,0.000
4,1:47,,,JAX 35,30,9,"Jason Myers kicks off 40 yards, returned by Robert Golden for 5 yards (tackle by James O'Shaughnessy)",0.000,-0.940
4,1:44,1,10,PIT 30,30,9,James Conner middle for 1 yard (tackle by Eli Ankou),0.940,0.530
4,1:07,2,9,PIT 31,30,9,James Conner middle for 5 yards (tackle by Eli Ankou and Barry Church),0.530,0.500
4,0:34,3,4,PIT 36,30,9,James Conner middle for 3 yards (tackle by Dawuane Smoot and Eli Ankou),0.500,-0.780
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
