Quarter,Time,Down,ToGo,Location,DAL,MIN,Detail,EPB,EPA
2,9:33,1,10,MIN 15,3,7,Daunte Culpepper pass complete to Nate Burleson for 11 yards (tackle by Pete Hunter),-0.220,0.670
2,8:58,1,10,MIN 26,3,7,Onterrio Smith right end for 3 yards (tackle by Bradie James),0.670,0.540
2,8:20,2,7,MIN 29,3,7,Daunte Culpepper left guard for 11 yards (tackle by Dat Nguyen),0.540,1.600
2,7:32,1,10,MIN 40,3,7,Daunte Culpepper pass incomplete intended for Nate Burleson,1.600,1.050
2,7:26,2,10,MIN 40,3,7,Daunte Culpepper pass complete to Randy Moss for 10 yards,1.050,2.260
2,6:58,1,10,MIN 50,3,7,Moe Williams up the middle for 4 yards (tackle by Bradie James and Daleroy Stewart),2.260,2.250
2,6:18,2,6,DAL 46,3,7,Onterrio Smith right tackle for 4 yards (tackle by Dat Nguyen),2.250,2.080
2,5:33,3,2,DAL 42,3,7,Daunte Culpepper left end for 4 yards (tackle by Bradie James),2.080,3.050
2,4:48,1,10,DAL 38,3,7,Daunte Culpepper pass complete to Moe Williams for 8 yards (tackle by Dat Nguyen),3.050,3.590
2,4:06,2,2,DAL 30,3,7,Moe Williams left tackle for 12 yards (tackle by Randal Williams),3.590,4.370
2,3:36,1,10,DAL 18,3,7,"Daunte Culpepper pass incomplete. Penalty on Mike Rosenthal: Illegal Block Above the Waist, 10 yards (no play)",4.370,3.710
2,3:27,1,20,DAL 28,3,7,Mewelde Moore left end for 8 yards (tackle by Randal Williams and Dat Nguyen),3.710,3.560
2,2:43,2,12,DAL 20,3,7,Daunte Culpepper pass complete to Mewelde Moore for 8 yards (tackle by Dat Nguyen),3.560,4.030
2,2:00,3,4,DAL 12,3,7,Daunte Culpepper up the middle for 8 yards (tackle by Randal Williams),4.030,6.280
2,1:13,1,4,DAL 4,3,7,Moe Williams up the middle for 1 yard (tackle by Tony Dixon and Dat Nguyen),6.280,5.530
2,0:34,2,3,DAL 3,3,13,"Daunte Culpepper pass complete to Marcus Robinson for 3 yards, touchdown",5.530,7.000
2,,,,DAL 2,3,14,Morten Andersen kicks extra point good,0.000,0.000
2,,,,MIN 30,3,14,"Morten Andersen kicks off 44 yards, returned by Matt Lehr for 9 yards (tackle by Raonall Smith)",0.000,1.270
2,0:26,1,10,DAL 35,3,14,Vinny Testaverde pass complete to Keyshawn Johnson for 15 yards,1.270,2.260
2,0:20,1,10,MIN 50,3,14,Vinny Testaverde pass complete to Terry Glenn for 18 yards,2.260,3.450
2,0:15,1,10,MIN 32,3,14,Vinny Testaverde pass incomplete intended for Antonio Bryant,3.450,2.900
2,0:11,2,10,MIN 32,9,14,"Vinny Testaverde pass complete to Terry Glenn for 32 yards, touchdown",2.900,7.000
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,,,,MIN 2,10,14,Billy Cundiff kicks extra point good,0.000,0.000
2,,,,DAL 30,10,14,"Billy Cundiff kicks off 67 yards, returned by Mewelde Moore for 17 yards (tackle by Lynn Scott). Penalty on Larry Ned: Illegal Block Above the Waist (Declined)",0.000,0.940
Quarter,Time,Down,ToGo,Location,DAL,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 30,10,14,"Billy Cundiff kicks off 69 yards, returned by Onterrio Smith for 18 yards (tackle by Keith Davis)",0.000,0.150
3,14:55,1,10,MIN 19,10,14,Moe Williams left tackle for 7 yards (tackle by Tony Dixon),0.150,0.610
3,14:08,2,3,MIN 26,10,14,Onterrio Smith left end for 11 yards (tackle by Pete Hunter),0.610,1.400
3,13:37,1,10,MIN 37,10,14,Daunte Culpepper pass incomplete intended for Randy Moss,1.400,0.860
3,13:30,2,10,MIN 37,10,14,Daunte Culpepper pass complete to Jim Kleinsasser for 18 yards (tackle by Tony Dixon),0.860,2.590
3,12:49,1,10,DAL 45,10,14,"Daunte Culpepper pass incomplete intended for Randy Moss. Penalty on Tony Dixon: Defensive Pass Interference, 42 yards (no play)",2.590,6.510
3,12:41,1,3,DAL 3,10,14,Daunte Culpepper pass incomplete intended for Marcus Robinson,6.510,5.530
3,12:33,2,3,DAL 3,10,20,"Daunte Culpepper pass complete to Randy Moss for 3 yards, touchdown",5.530,7.000
3,,,,DAL 2,10,21,Morten Andersen kicks extra point good,0.000,0.000
3,,,,MIN 30,10,21,"Morten Andersen kicks off 63 yards, returned by ReShard Lee for 62 yards (tackle by Antoine Winfield)",0.000,3.510
3,12:16,1,10,MIN 31,10,21,ReShard Lee up the middle for 13 yards (tackle by Brian Russell),3.510,4.370
3,11:48,1,10,MIN 18,10,21,ReShard Lee left guard for 11 yards (tackle by Antoine Winfield),4.370,5.600
3,11:18,1,7,MIN 7,10,21,ReShard Lee right end for no gain (tackle by Kevin Williams and Dontarrious Thomas),5.600,4.760
3,10:41,2,7,MIN 7,16,21,"ReShard Lee left guard for 7 yards, touchdown",4.760,7.000
3,,,,MIN 2,17,21,Billy Cundiff kicks extra point good,0.000,0.000
3,,,,DAL 30,17,21,"Billy Cundiff kicks off 55 yards, returned by Onterrio Smith for 24 yards (tackle by Jacques Reeves)",0.000,1.530
3,10:30,1,10,MIN 39,17,21,Daunte Culpepper pass complete to Jermaine Wiggins for 4 yards (tackle by Alshermond Singleton),1.530,1.530
3,9:51,2,6,MIN 43,17,21,Onterrio Smith left tackle for 5 yards (tackle by Bradie James and Chad Eaton),1.530,1.490
3,9:08,3,1,MIN 48,17,21,Onterrio Smith left guard for 7 yards (tackle by Greg Ellis and Bradie James),1.490,2.590
3,8:26,1,10,DAL 45,17,21,Daunte Culpepper sacked by Pete Hunter for 0 yards,2.590,2.040
3,7:51,2,10,DAL 45,17,21,Randy Moss pass complete to Marcus Robinson for 37 yards (tackle by Randal Williams),2.040,5.370
3,7:19,1,8,DAL 8,17,21,Onterrio Smith up the middle for 2 yards (tackle by Bradie James and Chad Eaton),5.370,4.950
3,6:40,2,6,DAL 6,17,21,"Daunte Culpepper pass incomplete intended for Randy Moss. Penalty on Pete Hunter: Defensive Pass Interference, 5 yards (no play)",4.950,6.970
3,6:34,1,1,DAL 1,17,21,Daunte Culpepper sacked by Tony Dixon for 0 yards,6.970,5.910
3,6:04,2,1,DAL 1,17,27,"Daunte Culpepper pass complete to Randy Moss for 1 yard, touchdown",5.910,7.000
3,,,,DAL 2,17,28,Morten Andersen kicks extra point good,0.000,0.000
3,,,,MIN 30,17,28,"Morten Andersen kicks off 66 yards, returned by Jacques Reeves for 24 yards (tackle by Raonall Smith)",0.000,0.810
3,5:55,1,10,DAL 28,17,28,Vinny Testaverde pass incomplete intended for Terry Glenn (defended by Chris Claiborne),0.810,0.260
3,5:51,2,10,DAL 28,17,28,Vinny Testaverde pass complete to Keyshawn Johnson for 7 yards (tackle by Corey Chavous),0.260,0.500
3,5:26,3,3,DAL 35,17,28,Vinny Testaverde pass complete to Keyshawn Johnson for 12 yards (tackle by E.J. Henderson). Penalty on Chris Claiborne: Defensive Holding (Declined),0.500,2.060
3,5:00,1,10,DAL 47,17,28,Vinny Testaverde pass incomplete intended for Antonio Bryant (defended by Brian Williams),2.060,1.520
3,4:55,2,10,DAL 47,17,28,Vinny Testaverde pass complete to Richie Anderson for 18 yards (tackle by Chris Claiborne),1.520,3.250
3,4:16,1,10,MIN 35,17,28,"Richie Anderson left guard for 1 yard (tackle by Chris Hovan). Penalty on Flozell Adams: Offensive Holding, 10 yards (no play)",3.250,2.590
3,3:49,1,20,MIN 45,17,28,Vinny Testaverde pass incomplete intended for Keyshawn Johnson (defended by Chris Claiborne),2.590,1.350
3,3:44,2,20,MIN 45,17,28,Richie Anderson up the middle for no gain (tackle by Lance Johnstone),1.350,0.700
3,3:00,3,20,MIN 45,17,28,Vinny Testaverde pass incomplete intended for Keyshawn Johnson,0.700,0.270
3,2:53,4,20,MIN 45,17,28,"Mat McBriar punts 45 yards, touchback. Penalty on MIN: Defensive 12 On-field, 5 yards (no play)",0.270,0.590
3,2:46,4,15,MIN 40,17,28,"Mat McBriar punts 28 yards, fair catch by Mewelde Moore",0.590,0.350
3,2:39,1,10,MIN 12,17,28,Moe Williams up the middle for -2 yards,-0.350,-0.930
3,1:54,2,12,MIN 10,17,28,Onterrio Smith up the middle for 19 yards (tackle by Marcellus Wiley),-0.930,0.870
3,1:02,1,10,MIN 29,17,28,Daunte Culpepper pass complete to Randy Moss for 13 yards (tackle by Pete Hunter),0.870,1.730
3,0:15,1,10,MIN 42,17,28,Onterrio Smith right end for 8 yards (tackle by Randal Williams and Dat Nguyen),1.730,2.270
Quarter,Time,Down,ToGo,Location,DAL,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,2,MIN 50,17,28,Daunte Culpepper pass incomplete intended for Marcus Robinson,2.270,1.550
4,14:56,3,2,MIN 50,17,28,"Daunte Culpepper for no gain. Daunte Culpepper fumbles, recovered by Onterrio Smith at MIN-48 and returned for 1 yards",1.550,-0.130
4,14:17,4,3,MIN 49,17,28,"Darren Bennett punts 30 yards, returned by Dedric Ward for 12 yards (tackle by Brian Russell)",-0.130,-1.140
4,14:10,1,10,DAL 33,17,28,Vinny Testaverde pass complete to Terry Glenn for 6 yards,1.140,1.400
4,13:35,2,4,DAL 39,17,28,"Richie Anderson left end for 7 yards (tackle by Kevin Williams). Penalty on Flozell Adams: Offensive Holding, 10 yards (no play)",1.400,0.050
4,13:07,2,14,DAL 29,17,28,Vinny Testaverde pass incomplete intended for Jason Witten,0.050,-0.620
4,13:02,3,14,DAL 29,17,28,Vinny Testaverde pass complete to Antonio Bryant for 14 yards (tackle by Antoine Winfield),-0.620,1.800
4,12:24,1,10,DAL 43,17,28,Vinny Testaverde pass complete to Antonio Bryant for 7 yards (tackle by Dontarrious Thomas),1.800,2.200
4,11:55,2,3,MIN 50,17,28,Vinny Testaverde pass complete to Keyshawn Johnson for 5 yards (tackle by Antoine Winfield),2.200,2.590
4,11:13,1,10,MIN 45,17,28,"Richie Anderson left end for no gain (tackle by E.J. Henderson). Penalty on Steve Martin: Defensive Holding, 5 yards",2.590,2.920
4,10:43,,,,17,28,Timeout #1 by Dallas Cowboys,0.000,2.920
4,10:43,1,10,MIN 40,17,28,Vinny Testaverde pass incomplete intended for Antonio Bryant,2.920,2.370
4,10:36,2,10,MIN 40,17,28,Vinny Testaverde pass incomplete intended for Keyshawn Johnson,2.370,1.680
4,10:30,3,10,MIN 40,17,28,Vinny Testaverde pass complete to Keyshawn Johnson for 21 yards (tackle by Brian Williams),1.680,4.310
4,9:47,1,10,MIN 19,17,28,"Richie Anderson right end for no gain (tackle by Antoine Winfield). Richie Anderson fumbles (forced by Antoine Winfield), recovered by Antoine Winfield at MIN-19 (tackle by Richie Anderson)",4.310,-0.150
4,9:35,1,10,MIN 19,17,28,Daunte Culpepper pass complete to Jermaine Wiggins for 14 yards (tackle by Bradie James),0.150,1.140
4,8:47,1,10,MIN 33,17,28,Moe Williams right end for 5 yards (tackle by La'Roi Glover),1.140,1.270
4,7:50,2,5,MIN 38,17,28,Daunte Culpepper pass complete to Nate Burleson for 19 yards (tackle by Terence Newman),1.270,2.720
4,7:03,1,10,DAL 43,17,34,"Daunte Culpepper pass complete to Kelly Campbell for 43 yards, touchdown. Penalty on Kelly Campbell: Taunting, 15 yards",2.720,7.000
4,,,,DAL 2,17,35,Morten Andersen kicks extra point good,0.000,0.000
4,,,,MIN 15,17,35,"Morten Andersen kicks off 55 yards, returned by ReShard Lee for 15 yards (tackle by Mike Nattiel)",0.000,1.930
4,6:52,1,10,DAL 45,17,35,Vinny Testaverde pass complete to Jason Witten for 12 yards (tackle by Mike Nattiel),1.930,2.720
4,6:21,1,10,MIN 43,17,35,Vinny Testaverde pass incomplete intended for Keyshawn Johnson (defended by Kenechi Udeze),2.720,2.180
4,6:16,,,,17,35,Timeout #1 by Minnesota Vikings,0.000,2.180
4,6:16,2,10,MIN 43,17,35,Vinny Testaverde sacked by Kevin Williams for -3 yards,2.180,1.090
4,5:44,3,13,MIN 46,17,35,"Penalty on Torrin Tucker: False Start, 5 yards (no play)",1.090,0.430
4,5:16,3,18,DAL 49,17,35,Vinny Testaverde pass incomplete intended for Terry Glenn (defended by Brian Williams),0.430,-0.130
4,5:08,4,18,DAL 49,17,35,Mat McBriar punts 30 yards,-0.130,-0.340
4,5:01,1,10,MIN 21,17,35,Onterrio Smith right end for 5 yards (tackle by Greg Ellis),0.340,0.480
4,4:16,2,5,MIN 26,17,35,Onterrio Smith right end for 6 yards (tackle by Dexter Coakley),0.480,1.070
4,4:10,1,10,MIN 32,17,35,Onterrio Smith right guard for -1 yards (tackle by La'Roi Glover and Scott Shanle),1.070,0.390
4,3:31,2,11,MIN 31,17,35,Onterrio Smith right tackle for 2 yards (tackle by Marcellus Wiley),0.390,-0.030
4,2:45,3,9,MIN 33,17,35,Onterrio Smith left end for no gain (tackle by Dexter Coakley and La'Roi Glover),-0.030,-1.180
4,2:00,4,9,MIN 33,17,35,"Darren Bennett punts 43 yards, fair catch by Dedric Ward",-1.180,-0.540
4,1:54,1,10,DAL 24,17,35,Vinny Testaverde pass incomplete intended for Jason Witten,0.540,0.000
4,1:50,2,10,DAL 24,17,35,Vinny Testaverde pass complete to Richie Anderson for 4 yards (tackle by Mike Nattiel),0.000,-0.160
4,1:45,3,6,DAL 28,17,35,Vinny Testaverde pass complete to Terry Glenn for 18 yards (tackle by Brian Williams),-0.160,1.990
4,1:23,1,10,DAL 46,17,35,"Penalty on Torrin Tucker: False Start, 5 yards (no play)",1.990,1.660
4,1:21,1,15,DAL 41,17,35,Vinny Testaverde pass complete to Terry Glenn for 10 yards,1.660,2.130
4,1:11,2,5,MIN 49,17,35,Vinny Testaverde pass complete to Jason Witten for 2 yards (tackle by Brian Williams),2.130,1.690
4,0:47,3,3,MIN 47,17,35,Vinny Testaverde pass complete to Antonio Bryant for 9 yards (tackle by Rhett Nelson),1.690,3.050
4,0:42,1,10,MIN 38,17,35,"Penalty on Torrin Tucker: False Start, 5 yards (no play)",3.050,2.720
4,0:42,1,15,MIN 43,17,35,Vinny Testaverde pass incomplete intended for Dedric Ward,2.720,1.830
4,0:37,2,15,MIN 43,17,35,ReShard Lee up the middle for 4 yards (tackle by Chuck Wiley and Darrion Scott),1.830,1.680
4,0:31,,,,17,35,Timeout #2 by Dallas Cowboys,0.000,1.680
4,0:31,3,11,MIN 39,17,35,"Vinny Testaverde pass complete to Antonio Bryant for 8 yards (tackle by Brian Russell). Antonio Bryant fumbles (forced by Brian Russell), recovered by Darrion Scott at MIN-31",1.680,-1.000
4,0:18,1,10,MIN 31,17,35,Daunte Culpepper for -1 yards,1.000,0.320
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
