Quarter,Time,Down,ToGo,Location,CLE,NYG,Detail,EPB,EPA
2,3:54,2,3,CLE 26,7,3,Baker Mayfield pass complete short middle to Donovan Peoples-Jones for 18 yards (tackle by Logan Ryan and Tae Crowder),0.610,1.860
2,3:13,1,10,CLE 44,7,3,Baker Mayfield pass complete short right to Jarvis Landry for 15 yards (tackle by B.J. Hill),1.860,2.850
2,2:23,1,10,NYG 41,7,3,Baker Mayfield pass complete deep right to David Njoku for 22 yards (tackle by Isaac Yiadom),2.850,4.310
2,2:00,1,10,NYG 19,7,3,Baker Mayfield pass complete short middle to Jarvis Landry for 5 yards (tackle by Jabaal Sheard),4.310,4.530
2,1:25,2,5,NYG 14,7,3,Kareem Hunt left end for 4 yards (tackle by Blake Martinez and Isaac Yiadom),4.530,4.690
2,0:48,,,,,,Timeout #2 by New York Giants,,
2,0:48,3,1,NYG 10,7,3,Nick Chubb left guard for 4 yards (tackle by Blake Martinez and Isaac Yiadom),4.690,5.830
2,0:34,,,,,,Timeout #1 by Cleveland Browns,,
2,0:34,1,6,NYG 6,7,3,Nick Chubb left end for 4 yards (tackle by Niko Lalos and Leonard Williams),5.830,5.720
2,0:27,,,,,,Timeout #2 by Cleveland Browns,,
2,0:27,2,2,NYG 2,13,3,"Baker Mayfield pass complete short right to Jarvis Landry for 2 yards, touchdown. Penalty on Jarvis Landry: Taunting, 15 yards",5.720,7.000
2,0:21,,,NYG 30,13,3,Cody Parkey kicks extra point no good hit right upright,0.000,-1.000
2,0:21,,,CLE 35,13,3,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
2,0:21,1,10,NYG 25,13,3,Colt McCoy kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,CLE,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 35,13,3,"Graham Gano kicks off 60 yards, returned by D'Ernest Johnson for 16 yards (tackle by David Mayo)",0.000,0.340
3,14:54,1,10,CLE 21,13,3,Baker Mayfield pass complete short middle to Austin Hooper for 12 yards (tackle by Logan Ryan),0.340,1.140
3,14:23,1,10,CLE 33,13,3,Nick Chubb left end for -1 yards (tackle by Tae Crowder and Jabaal Sheard),1.140,0.460
3,13:38,2,11,CLE 32,13,3,Baker Mayfield sacked by Dexter Lawrence for -11 yards,0.460,-1.680
3,12:51,3,22,CLE 21,13,3,Baker Mayfield pass complete deep right to Donovan Peoples-Jones for 18 yards (tackle by Julian Love and Xavier McKinney),-1.680,-0.780
3,12:11,4,4,CLE 39,13,3,"Jamie Gillan punts 47 yards, fair catch by Jabrill Peppers at NYG-14",-0.780,0.280
3,12:02,1,10,NYG 14,13,3,Colt McCoy pass complete short right to Kaden Smith for no gain (tackle by Sione Takitaki),-0.280,-0.750
3,11:19,2,10,NYG 14,13,3,Wayne Gallman up the middle for 4 yards (tackle by Myles Garrett),-0.750,-0.920
3,10:37,3,6,NYG 18,13,3,Colt McCoy pass complete short left to Sterling Shepard for 7 yards (tackle by Sheldrick Redwine),-0.920,0.610
3,9:54,1,10,NYG 25,13,3,Colt McCoy pass complete short left to Evan Engram for 1 yard (tackle by Denzel Ward),0.610,0.200
3,9:25,2,9,NYG 26,13,3,Wayne Gallman left end for 3 yards (tackle by Myles Garrett and Karl Joseph),0.200,-0.100
3,8:38,3,6,NYG 29,13,3,Colt McCoy pass complete deep left to Darius Slayton for 21 yards (tackle by Denzel Ward),-0.100,2.260
3,7:57,1,10,NYG 50,13,3,Wayne Gallman right tackle for 1 yard (tackle by Jacob Phillips and Sione Takitaki),2.260,1.850
3,7:32,2,9,CLE 49,13,3,Wayne Gallman right end for -3 yards (tackle by Olivier Vernon and B.J. Goodson),1.850,0.760
3,6:47,3,12,NYG 48,13,3,Colt McCoy pass complete short middle to Evan Engram for 8 yards (tackle by B.J. Goodson and Malcolm Smith),0.760,0.330
3,6:07,4,4,CLE 44,13,3,"Riley Dixon punts 34 yards downed by David Mayo. Penalty on Tavierre Thomas: Illegal Block Above the Waist, 5 yards",0.330,0.380
3,5:57,1,10,CLE 5,13,3,Baker Mayfield pass incomplete short right,-0.380,-0.780
3,5:50,2,10,CLE 5,13,3,Nick Chubb right tackle for 6 yards (tackle by Logan Ryan),-0.780,-0.720
3,5:03,3,4,CLE 11,13,3,Baker Mayfield up the middle for 5 yards (tackle by Jabaal Sheard),-0.720,-0.140
3,4:18,1,10,CLE 16,13,3,Nick Chubb left guard for 3 yards (tackle by Jabrill Peppers and Carter Coughlin),-0.140,-0.180
3,3:41,2,7,CLE 19,13,3,Baker Mayfield pass incomplete deep right intended for Jarvis Landry,-0.180,-0.950
3,3:36,3,7,CLE 19,13,3,Baker Mayfield pass complete deep middle to Rashard Higgins for 20 yards (tackle by Julian Love),-0.950,1.530
3,2:50,1,10,CLE 39,13,3,Baker Mayfield pass complete short right to Nick Chubb for 8 yards (tackle by B.J. Hill and Blake Martinez),1.530,2.070
3,2:06,2,2,CLE 47,13,3,Nick Chubb left guard for 15 yards (tackle by Logan Ryan),2.070,3.050
3,1:26,1,10,NYG 38,13,3,Baker Mayfield pass complete deep right to Jarvis Landry for 22 yards (tackle by Julian Love),3.050,4.510
3,0:48,1,10,NYG 16,13,3,Nick Chubb left tackle for 4 yards (tackle by Tae Crowder and Blake Martinez),4.510,4.570
Quarter,Time,Down,ToGo,Location,CLE,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,NYG 12,13,3,Baker Mayfield pass complete short middle to Austin Hooper for 6 yards (tackle by Jabrill Peppers),4.570,5.830
4,14:23,1,6,NYG 6,13,3,"Nick Chubb left tackle for 6 yards. Penalty on Jack Conklin: Clipping, 15 yards (no play)",5.830,4.170
4,14:18,1,21,NYG 21,13,3,Baker Mayfield pass complete deep right to Rashard Higgins for 17 yards (tackle by Logan Ryan),4.170,5.340
4,13:43,2,4,NYG 4,13,3,"Penalty on Jedrick Wills: False Start, 5 yards (no play)",5.340,4.380
4,13:40,2,9,NYG 9,13,3,Baker Mayfield pass complete short middle to Nick Chubb for 8 yards (tackle by Logan Ryan and Tae Crowder),4.380,5.170
4,12:57,3,1,NYG 1,19,3,"Nick Chubb left guard for 1 yard, touchdown",5.170,7.000
4,12:53,,,NYG 15,20,3,Cody Parkey kicks extra point good,0.000,0.000
4,12:53,,,CLE 35,20,3,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
4,12:53,1,10,NYG 25,20,3,Alfred Morris up the middle for 1 yard (tackle by Malcolm Smith and B.J. Goodson),0.610,0.200
4,12:16,2,9,NYG 26,20,3,Alfred Morris up the middle for 14 yards (tackle by Sheldrick Redwine),0.200,1.600
4,11:38,1,10,NYG 40,20,3,"Colt McCoy sacked by Sione Takitaki for no gain. Penalty on Cameron Fleming: Offensive Holding, 10 yards (no play)",1.600,0.940
4,11:10,1,20,NYG 30,20,3,Colt McCoy pass complete short left to Sterling Shepard for 10 yards (tackle by Denzel Ward),0.940,1.050
4,10:38,2,10,NYG 40,20,3,Colt McCoy pass incomplete short right intended for Darius Slayton (defended by Terrance Mitchell),1.050,0.370
4,10:32,3,10,NYG 40,20,3,Colt McCoy pass incomplete short left intended for Darius Slayton. Penalty on Nick Gates: Illegal Use of Hands (Declined),0.370,-0.720
4,10:27,4,10,NYG 40,20,3,"Riley Dixon punts 35 yards, returned by Donovan Peoples-Jones for 6 yards (tackle by Levine Toilolo). Penalty on Adrian Colbert: Player Out of Bounds on Kick (Declined) . Penalty on Cam Brown: Unnecessary Roughness, 15 yards",-0.720,-1.990
4,10:17,1,10,CLE 46,20,3,Kareem Hunt left end for 2 yards (tackle by Leonard Williams and Austin Johnson),1.990,1.720
4,9:31,2,8,CLE 48,20,3,Kareem Hunt left tackle for -2 yards (tackle by Austin Johnson),1.720,0.760
4,8:47,3,10,CLE 46,20,3,Baker Mayfield pass complete short left to Donovan Peoples-Jones for 19 yards (tackle by Xavier McKinney),0.760,3.250
4,8:06,1,10,NYG 35,20,3,"J.C. Tretter aborted snap, recovered by Kareem Hunt at NYG-41",3.250,1.890
4,7:20,2,16,NYG 41,20,3,Baker Mayfield pass complete short right to Kareem Hunt for -5 yards (tackle by Blake Martinez),1.890,0.560
4,6:37,3,21,NYG 46,20,3,Kareem Hunt left tackle for 1 yard (tackle by Carter Coughlin and Dexter Lawrence),0.560,0.270
4,6:33,,,,,,Timeout #1 by New York Giants,,
4,6:33,4,20,NYG 45,20,3,"Jamie Gillan punts 34 yards, returned by Jabrill Peppers for 12 yards (tackle by Porter Gustin)",0.270,-0.480
4,6:25,1,10,NYG 23,20,3,Colt McCoy pass incomplete short right intended for Sterling Shepard,0.480,-0.070
4,6:21,2,10,NYG 23,20,3,Colt McCoy pass incomplete short middle intended for Evan Engram (defended by Karl Joseph),-0.070,-0.760
4,6:15,3,10,NYG 23,20,3,Colt McCoy pass complete short right to Golden Tate for 14 yards (tackle by Kevin Johnson),-0.760,1.400
4,5:50,1,10,NYG 37,20,3,Colt McCoy pass complete short right to Evan Engram for 13 yards (tackle by Malcolm Smith),1.400,2.260
4,5:20,1,10,NYG 50,20,3,Colt McCoy pass complete deep middle to Evan Engram for 24 yards (tackle by Karl Joseph),2.260,3.840
4,4:48,1,10,CLE 26,20,3,Colt McCoy pass complete short right to Dion Lewis for 5 yards (tackle by B.J. Goodson),3.840,3.970
4,4:22,2,5,CLE 21,20,3,Colt McCoy pass incomplete deep right intended for Sterling Shepard,3.970,3.270
4,4:17,3,5,CLE 21,20,3,Colt McCoy pass incomplete deep left intended for Golden Tate (defended by Kevin Johnson),3.270,2.110
4,4:12,4,5,CLE 21,20,6,Graham Gano 39 yard field goal good,2.110,3.000
4,4:07,,,NYG 35,20,6,"Graham Gano kicks onside 9 yards, returned by Harrison Bryant for no gain. Penalty on Elijah Lee: Unnecessary Roughness, 15 yards",0.000,1.660
4,4:06,1,10,CLE 41,20,6,Kareem Hunt right guard for 1 yard (tackle by Tae Crowder),1.660,1.260
4,3:23,2,9,CLE 42,20,6,Baker Mayfield pass incomplete short middle,1.260,0.560
4,3:18,3,9,CLE 42,20,6,D'Ernest Johnson left end for 21 yards (tackle by Julian Love and Logan Ryan),0.560,3.120
4,3:09,,,,,,Timeout #3 by New York Giants,,
4,3:09,1,10,NYG 37,20,6,D'Ernest Johnson right tackle for -1 yards (tackle by David Mayo and Jabaal Sheard),3.120,2.440
4,2:23,2,11,NYG 38,20,6,D'Ernest Johnson left guard for 3 yards (tackle by B.J. Hill and David Mayo),2.440,2.150
4,2:00,3,8,NYG 35,20,6,D'Ernest Johnson left end for 1 yard (tackle by Dalvin Tomlinson and Leonard Williams),2.150,1.060
4,1:14,,,,,,Timeout #1 by Cleveland Browns,,
4,1:14,4,7,NYG 34,20,6,"Penalty on Porter Gustin: False Start, 5 yards (no play)",1.060,0.660
4,1:14,4,12,NYG 39,20,6,"Jamie Gillan punts 39 yards, touchback.",0.660,-0.280
4,1:05,1,10,NYG 20,20,6,Colt McCoy pass complete short middle to Dion Lewis for 9 yards (tackle by B.J. Goodson),0.280,0.950
4,0:43,2,1,NYG 29,20,6,Colt McCoy pass complete short left to Darius Slayton for 12 yards (tackle by Denzel Ward),0.950,1.660
4,0:38,1,10,NYG 41,20,6,Colt McCoy sacked by and Myles Garrett for -7 yards and Larry Ogunjobi for -7 yards,1.660,0.180
4,0:08,2,17,NYG 34,20,6,Colt McCoy pass complete short left to Darius Slayton for 6 yards (tackle by Malcolm Smith),0.180,0.300
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
