Quarter,Time,Down,ToGo,Location,SEA,CIN,Detail,EPB,EPA
3,3:49,1,5,CIN 5,10,14,Kenneth Walker left end for 1 yard (tackle by Daxton Hill and Mike Hilton),6.060,5.340
3,3:13,2,4,CIN 4,10,14,Kenneth Walker right guard for -1 yards (tackle by Logan Wilson and Joe Bachie),5.340,4.260
3,2:31,3,5,CIN 5,10,14,Geno Smith pass incomplete short right intended for Tyler Lockett (defended by Cam Taylor-Britt),4.260,3.010
3,2:27,4,5,CIN 5,13,14,Jason Myers 23 yard field goal good,3.010,3.000
3,2:24,,,SEA 35,13,14,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
3,2:24,1,10,CIN 25,13,14,Joe Mixon left guard for 5 yards (tackle by Uchenna Nwosu),0.610,0.740
3,1:43,2,5,CIN 30,13,14,Joe Burrow scrambles right end for 5 yards (tackle by Myles Adams),0.740,1.270
3,1:02,1,10,CIN 35,13,14,Joe Burrow pass complete short left to Tyler Boyd for 7 yards (tackle by Devon Witherspoon),1.270,1.670
3,0:24,2,3,CIN 42,13,14,Joe Mixon right guard for 2 yards (tackle by Devon Witherspoon),1.670,1.220
Quarter,Time,Down,ToGo,Location,SEA,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,CIN 44,13,14,Joe Mixon up the middle for no gain (tackle by Jarran Reed and Jordyn Brooks),1.220,-0.460
4,14:13,4,1,CIN 44,13,14,"Brad Robbins punts 40 yards, fair catch by DeeJay Dallas at SEA-16",-0.460,0.140
4,14:06,1,10,SEA 16,13,14,Kenneth Walker left end for 1 yard (tackle by Logan Wilson),-0.140,-0.510
4,13:31,2,9,SEA 17,13,14,Geno Smith pass complete short middle to Jaxon Smith-Njigba for 18 yards (tackle by Cam Taylor-Britt),-0.510,1.270
4,12:49,1,10,SEA 35,13,14,Geno Smith scrambles right end for 1 yard (tackle by Sam Hubbard),1.270,0.860
4,12:13,2,9,SEA 36,13,14,Geno Smith pass deep left intended for D.K. Metcalf is intercepted by Cam Taylor-Britt at CIN-42 and returned for 24 yards (tackle by Kenneth Walker),0.860,-3.310
4,12:03,1,10,SEA 34,13,14,Joe Burrow pass incomplete short left intended for Ja'Marr Chase,3.310,2.770
4,11:59,2,10,SEA 34,13,14,Joe Burrow pass incomplete short right intended for Ja'Marr Chase (defended by Devon Witherspoon),2.770,2.080
4,11:56,3,10,SEA 34,13,14,Joe Burrow pass incomplete short left intended for Irv Smith,2.080,1.060
4,11:52,4,10,SEA 34,13,17,Evan McPherson 52 yard field goal good,1.060,3.000
4,11:47,,,CIN 35,13,17,"Evan McPherson kicks off 65 yards, touchback.",0.000,0.610
4,11:47,1,10,SEA 25,13,17,"Geno Smith pass incomplete short left intended for Noah Fant. Penalty on D.J. Reader: Roughing the Passer, 15 yards (accepted) (no play)",0.610,1.600
4,11:42,1,10,SEA 40,13,17,"Geno Smith pass complete short left to Colby Parkinson for 5 yards (tackle by Logan Wilson). Penalty on Kenneth Walker: Offensive Illegal Block Above the Waist, 10 yards (accepted)",1.600,1.270
4,11:13,1,15,SEA 35,13,17,Geno Smith pass complete short left to Kenneth Walker for 4 yards (tackle by Cam Taylor-Britt),1.270,0.920
4,10:43,2,11,SEA 39,13,17,Geno Smith pass complete short right to Colby Parkinson for 6 yards (tackle by Sam Hubbard),0.920,1.030
4,10:05,3,5,SEA 45,13,17,Geno Smith pass incomplete short right,1.030,-0.390
4,9:54,4,5,SEA 45,13,17,Michael Dickson punts 41 yards out of bounds,-0.390,0.280
4,9:46,1,10,CIN 14,13,17,Joe Mixon left guard for 3 yards (tackle by Jordyn Brooks and Boye Mafe),-0.280,-0.370
4,9:07,2,7,CIN 17,13,17,Joe Burrow pass complete short right to Ja'Marr Chase for 13 yards (tackle by Quandre Diggs),-0.370,0.940
4,8:23,1,10,CIN 30,13,17,Joe Burrow pass complete short right to Joe Mixon for 5 yards (tackle by Jordyn Brooks),0.940,1.070
4,7:46,2,5,CIN 35,13,17,Joe Burrow sacked by Boye Mafe for -7 yards,1.070,-0.560
4,7:04,3,12,CIN 28,13,17,Joe Burrow pass complete short right to Trayveon Williams for -2 yards (tackle by Jamal Adams),-0.560,-1.630
4,6:24,4,14,CIN 26,13,17,"Brad Robbins punts 38 yards, fair catch by DeeJay Dallas at SEA-36",-1.630,-1.330
4,6:17,1,10,SEA 36,13,17,Kenneth Walker right guard for 4 yards (tackle by Sam Hubbard),1.330,1.330
4,5:42,2,6,SEA 40,13,17,Geno Smith pass complete deep left to D.K. Metcalf for 30 yards (tackle by Daxton Hill),1.330,3.580
4,5:03,1,10,CIN 30,13,17,Geno Smith scrambles up the middle for 11 yards (tackle by Mike Hilton),3.580,4.310
4,4:33,1,10,CIN 19,13,17,Geno Smith pass incomplete short right,4.310,3.750
4,4:30,2,10,CIN 19,13,17,Geno Smith up the middle for 3 yards (tackle by B.J. Hill),3.750,3.410
4,3:54,3,7,CIN 16,13,17,Geno Smith pass complete short left to D.K. Metcalf for 9 yards (tackle by Cam Taylor-Britt),3.410,5.600
4,3:25,1,7,CIN 7,13,17,Geno Smith sacked by Trey Hendrickson for -12 yards,5.600,3.070
4,2:52,2,19,CIN 19,13,17,Geno Smith pass incomplete short middle,3.070,2.490
4,2:48,3,19,CIN 19,13,17,Geno Smith pass complete short middle to Jaxon Smith-Njigba for 13 yards (tackle by Mike Hilton and Daxton Hill),2.490,2.990
4,2:10,4,6,CIN 6,13,17,Geno Smith sacked by Sam Hubbard for -8 yards,2.990,0.280
4,2:03,1,10,CIN 14,13,17,Joe Burrow pass incomplete deep left intended for Ja'Marr Chase,-0.280,-0.750
4,1:58,2,10,CIN 14,13,17,Joe Mixon right guard for 4 yards (tackle by Jordyn Brooks and Bobby Wagner),-0.750,-0.920
4,1:53,,,,,,Timeout #2 by Seattle Seahawks,,
4,1:53,3,6,CIN 18,13,17,"Joe Burrow pass incomplete deep right intended for Tee Higgins (defended by Tre Brown). Penalty on Tee Higgins: Offensive Pass Interference, 10 yards (declined)",-0.920,-2.240
4,1:48,4,6,CIN 18,13,17,"Brad Robbins punts 45 yards, returned by DeeJay Dallas for 3 yards (tackle by Tycen Anderson)",-2.240,-1.600
4,1:39,1,10,SEA 40,13,17,Geno Smith pass complete short middle to Colby Parkinson for 8 yards (tackle by Logan Wilson),1.600,2.130
4,1:19,2,2,SEA 48,13,17,"Penalty on Sam Hubbard: Defensive Offside, 5 yards (accepted) (no play)",2.130,2.460
4,1:19,1,10,CIN 47,13,17,Geno Smith pass complete deep middle to Tyler Lockett for 36 yards (tackle by Nick Scott),2.460,4.840
4,0:55,1,10,CIN 11,13,17,Geno Smith pass incomplete short middle intended for Colby Parkinson (defended by Daxton Hill),4.840,4.140
4,0:49,2,10,CIN 11,13,17,Kenneth Walker up the middle for 2 yards (tackle by D.J. Reader and Logan Wilson),4.140,3.530
4,0:44,,,,,,Timeout #2 by Cincinnati Bengals,,
4,0:44,3,8,CIN 9,13,17,Geno Smith pass incomplete short middle intended for D.K. Metcalf,3.530,2.830
4,0:41,,,,,,Timeout #3 by Cincinnati Bengals,,
4,0:41,,,,,,Timeout #3 by Seattle Seahawks,,
4,0:41,4,8,CIN 9,13,17,Geno Smith pass incomplete short middle intended for Colby Parkinson (defended by B.J. Hill),2.830,0.380
4,0:35,1,10,CIN 9,13,17,Joe Burrow kneels for -1 yards,-0.380,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
