Quarter,Time,Down,ToGo,Location,DAL,IND,Detail,EPB,EPA
2,6:03,1,10,DAL 13,17,6,"Peyton Manning pass complete short middle to Pierre Garcon for 13 yards, touchdown",4.710,7.000
2,,,,DAL 2,17,7,Adam Vinatieri kicks extra point good,0.000,0.000
2,,,,IND 30,17,7,"Pat McAfee kicks off 73 yards, returned by Bryan McCann for 16 yards (tackle by Al Afalava)",0.000,-0.320
2,5:52,1,10,DAL 13,17,7,Felix Jones right end for 1 yard (tackle by Eric Foster and Gary Brackett),-0.320,-0.680
2,5:14,2,9,DAL 14,17,7,Jon Kitna pass complete short right to Miles Austin for 7 yards (tackle by Jacob Lacey),-0.680,-0.470
2,4:36,3,2,DAL 21,17,7,Jon Kitna pass incomplete deep left intended for Miles Austin (defended by Justin Tryon),-0.470,-1.960
2,4:31,4,2,DAL 21,17,7,"Mat McBriar punts 43 yards, returned by Blair White for 11 yards (tackle by Danny McCray)",-1.960,-2.060
2,4:21,1,10,IND 47,17,7,Mike Hart middle for no gain (tackle by Anthony Spencer),2.060,1.520
2,3:42,2,10,IND 47,17,7,Peyton Manning pass complete short right to Pierre Garcon for 1 yard (tackle by Sean Lee),1.520,0.960
2,3:25,3,9,IND 48,17,7,Peyton Manning pass incomplete deep left intended for Reggie Wayne,0.960,-0.190
2,3:18,4,9,IND 48,17,7,"Pat McAfee punts 36 yards, fair catch by Bryan McCann",-0.190,0.060
2,3:10,1,10,DAL 17,17,7,Felix Jones middle for 2 yards (tackle by Gary Brackett and Tyjuan Hagler),-0.060,-0.250
2,2:36,2,8,DAL 19,17,7,Jon Kitna middle for 19 yards (tackle by Antoine Bethea),-0.250,1.470
2,2:00,1,10,DAL 38,17,7,Jon Kitna pass incomplete deep right intended for Dez Bryant,1.470,0.920
2,1:56,2,10,DAL 38,17,7,Felix Jones middle for 9 yards (tackle by Keyunta Dawson and Aaron Francisco),0.920,1.420
2,1:28,,,,17,7,Timeout #1 by Dallas Cowboys,0.000,1.420
2,1:28,3,1,DAL 47,17,7,Tashard Choice left guard for 3 yards (tackle by Gary Brackett and Antoine Bethea),1.420,2.260
2,1:04,1,10,,17,7,Jon Kitna pass incomplete deep right intended for Dez Bryant,2.260,1.710
2,0:58,2,10,,17,7,Jon Kitna pass complete short left to Martellus Bennett for 7 yards (tackle by Justin Tryon and Antoine Bethea),1.710,1.950
2,0:40,,,,17,7,Timeout #2 by Dallas Cowboys,0.000,1.950
2,0:40,3,3,IND 43,17,7,Jon Kitna pass complete short right to Miles Austin for 7 yards (tackle by Jacob Lacey),1.950,3.180
2,0:24,1,10,IND 36,17,7,Jon Kitna spiked the ball,3.180,2.640
2,0:23,2,10,IND 36,17,7,Jon Kitna pass complete short left to Miles Austin for 11 yards (tackle by Jerraud Powers),2.640,3.910
2,0:09,1,10,IND 25,17,7,"Penalty on Jason Witten: False Start, 5 yards (no play)",3.910,3.580
2,0:07,,,,17,7,Timeout #3 by Dallas Cowboys,0.000,3.580
2,0:07,1,15,IND 30,17,7,David Buehler 48 yard field goal no good,3.580,-1.470
2,0:02,1,10,IND 38,17,7,Peyton Manning kneels for -1 yards,1.470,0.790
Quarter,Time,Down,ToGo,Location,DAL,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 30,17,7,"David Buehler kicks off 78 yards, touchback",0.000,0.280
3,15:00,1,10,IND 20,17,7,Peyton Manning pass complete short left to Reggie Wayne for 16 yards (tackle by Keith Brooking),0.280,1.330
3,14:44,1,10,IND 36,17,7,Peyton Manning pass complete short left to Donald Brown for 4 yards (tackle by Bryan McCann),1.330,1.330
3,14:30,2,6,IND 40,17,7,Peyton Manning pass complete short right to Jacob Tamme for 26 yards (tackle by Terence Newman),1.330,3.310
3,14:02,1,10,DAL 34,17,13,"Peyton Manning pass complete deep left to Reggie Wayne for 34 yards, touchdown",3.310,7.000
3,,,,DAL 2,17,14,Adam Vinatieri kicks extra point good,0.000,0.000
3,,,,IND 30,17,14,"Pat McAfee kicks off 73 yards, returned by Dez Bryant for 43 yards (tackle by Justin Tryon)",0.000,1.600
3,13:49,1,10,DAL 40,17,14,"Jon Kitna left end for 2 yards (tackle by Pat Angerer). Penalty on Doug Free: Offensive Holding, 10 yards (no play)",1.600,0.940
3,13:21,1,20,DAL 30,17,14,Felix Jones middle for 4 yards (tackle by Robert Mathis and Kavell Conner),0.940,0.240
3,12:46,2,16,DAL 34,17,14,Jon Kitna pass complete short right to Martellus Bennett for 6 yards (tackle by Tyjuan Hagler and Jacob Lacey),0.240,0.370
3,12:11,3,10,DAL 40,17,14,Jon Kitna middle for 9 yards (tackle by Cornelius Brown),0.370,-0.130
3,11:32,,,,17,14,Timeout #1 by Indianapolis Colts,0.000,-0.130
3,11:32,4,1,DAL 49,17,14,"Mat McBriar punts 38 yards, fair catch by Blair White",-0.130,0.320
3,11:25,1,10,IND 13,17,14,Peyton Manning pass complete short right to Blair White for 4 yards (tackle by Bryan McCann and Sean Lee),-0.320,-0.300
3,11:03,2,6,IND 17,17,14,Peyton Manning pass complete short left to Reggie Wayne for 4 yards (tackle by Alan Ball),-0.300,-0.470
3,10:32,3,2,IND 21,17,14,Mike Hart middle for 1 yard (tackle by Anthony Spencer and Bradie James),-0.470,-1.900
3,9:44,4,1,IND 22,17,14,"Pat McAfee punts 44 yards, returned by Jesse Holley for 2 yards (tackle by Al Afalava)",-1.900,-1.330
3,9:32,1,10,DAL 36,17,14,Felix Jones middle for 5 yards (tackle by Kavell Conner),1.330,1.470
3,9:04,2,5,DAL 41,17,14,Felix Jones right end for -5 yards (tackle by Eric Foster),1.470,0.100
3,8:25,3,10,DAL 36,17,14,Jon Kitna pass complete short right to Jason Witten for 19 yards (tackle by Cornelius Brown),0.100,2.590
3,7:49,1,10,IND 45,17,14,Jon Kitna sacked by Robert Mathis for -9 yards,2.590,0.830
3,7:15,2,19,DAL 46,17,14,Jon Kitna pass complete short right to Roy Williams for 22 yards (tackle by Antoine Bethea),0.830,3.450
3,6:41,1,10,IND 32,17,14,Jon Kitna pass incomplete deep right intended for Miles Austin,3.450,2.900
3,6:34,2,10,IND 32,17,14,Tashard Choice right tackle for 4 yards (tackle by Kavell Conner),2.900,2.740
3,5:58,3,6,IND 28,17,14,Jon Kitna pass incomplete deep left intended for Miles Austin,2.740,1.610
3,5:52,4,6,IND 28,20,14,David Buehler 46 yard field goal good,1.610,3.000
3,,,,DAL 30,20,14,"David Buehler kicks off 74 yards, touchback",0.000,0.280
3,5:47,1,10,IND 20,20,14,"Peyton Manning pass complete short right to Mike Hart for 3 yards (tackle by Sean Lee). Penalty on Blair White: Offensive Pass Interfere, 10 yards (no play)",0.280,-0.760
3,5:10,1,20,IND 10,20,14,Peyton Manning pass incomplete deep right intended for Jacob Tamme (defended by Gerald Sensabaugh),-0.760,-1.510
3,5:05,2,20,IND 10,26,14,"Peyton Manning pass incomplete deep left intended for Blair White is intercepted by Sean Lee at IND-31 and returned for 31 yards, touchdown",-1.510,-7.000
3,,,,IND 2,27,14,David Buehler kicks extra point good,0.000,0.000
3,,,,DAL 30,27,14,"David Buehler kicks off 78 yards, touchback",0.000,0.280
3,4:53,1,10,IND 20,27,14,Javarris James middle for no gain (tackle by Bradie James),0.280,-0.270
3,4:25,2,10,IND 20,27,14,Peyton Manning pass complete short left to Reggie Wayne for 17 yards (tackle by Mike Jenkins),-0.270,1.400
3,3:58,1,10,IND 37,27,14,Javarris James left end for 5 yards (tackle by Mike Jenkins and Bradie James),1.400,1.530
3,3:25,2,5,IND 42,27,14,Peyton Manning pass complete short middle to Javarris James for 6 yards (tackle by Victor Butler and Keith Brooking),1.530,2.130
3,2:36,1,10,IND 48,27,14,"Javarris James left tackle for 3 yards (tackle by Keith Brooking). Penalty on Brody Eldridge: Face Mask (15 Yards), 15 yards (no play)",2.130,1.140
3,2:22,1,25,IND 33,27,14,Javarris James left end for 5 yards (tackle by Bradie James),1.140,0.230
3,1:51,2,20,IND 38,27,14,Peyton Manning pass complete short left to Brody Eldridge for 8 yards (tackle by Mike Jenkins),0.230,0.630
3,1:09,3,12,IND 46,27,14,Peyton Manning pass complete short right to Blair White for 13 yards (tackle by Terence Newman),0.630,2.850
3,0:36,1,10,DAL 41,27,14,Peyton Manning pass complete deep left to Reggie Wayne for 40 yards (tackle by Mike Jenkins),2.850,6.970
3,0:02,1,1,DAL 1,27,14,Peyton Manning pass incomplete short left intended for Reggie Wayne,6.970,5.910
Quarter,Time,Down,ToGo,Location,DAL,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,DAL 1,27,20,"Javarris James middle for 1 yard, touchdown",5.910,7.000
4,,,,DAL 2,27,21,Adam Vinatieri kicks extra point good,0.000,0.000
4,,,,IND 30,27,21,"Pat McAfee kicks off 71 yards, returned by Dez Bryant for 85 yards (tackle by Justin Tryon). Penalty on Sam Hurd: Offensive Holding, 10 yards",0.000,1.070
4,14:44,1,10,DAL 32,27,21,Jon Kitna pass complete short left to Felix Jones for 1 yard (tackle by Tyjuan Hagler),1.070,0.660
4,14:10,2,9,DAL 33,27,21,Felix Jones middle for 2 yards (tackle by Fili Moala),0.660,0.230
4,13:30,3,7,DAL 35,27,21,Jon Kitna sacked by Dwight Freeney for -7 yards,0.230,-1.500
4,13:05,4,14,DAL 28,27,27,"Mat McBriar punts no gain, touchdown",-1.500,-7.000
4,,,,DAL 2,27,28,Adam Vinatieri kicks extra point good,0.000,0.000
4,,,,IND 30,27,28,"Pat McAfee kicks off 72 yards, returned by Dez Bryant for 21 yards (tackle by Kavell Conner)",0.000,0.150
4,12:50,1,10,DAL 19,27,28,Felix Jones middle for 3 yards (tackle by Daniel Muir),0.150,0.070
4,12:11,2,7,DAL 22,27,28,Felix Jones middle for 11 yards (tackle by Antoine Bethea and Aaron Francisco),0.070,1.140
4,11:28,1,10,DAL 33,27,28,Tashard Choice middle for 3 yards (tackle by Tyjuan Hagler and Daniel Muir),1.140,1.000
4,10:48,2,7,DAL 36,27,28,Tashard Choice middle for 1 yard (tackle by Antoine Bethea),1.000,0.430
4,10:05,3,6,DAL 37,27,28,Jon Kitna pass complete short left to Jason Witten for 10 yards (tackle by Tyjuan Hagler),0.430,2.060
4,9:26,1,10,DAL 47,27,28,Felix Jones right tackle for 3 yards (tackle by Cornelius Brown),2.060,1.920
4,8:46,2,7,,27,28,Jon Kitna pass complete short left to Jason Witten for 7 yards (tackle by Gary Brackett),1.920,2.720
4,8:15,1,10,IND 43,27,28,Tashard Choice left guard for 5 yards (tackle by Pat Angerer and Antoine Bethea),2.720,2.850
4,7:38,2,5,IND 38,27,28,Tashard Choice left end for 26 yards (tackle by Tyjuan Hagler),2.850,4.780
4,7:08,1,10,IND 12,27,28,Felix Jones left guard for 3 yards (tackle by Pat Angerer),4.780,4.640
4,6:33,2,7,IND 9,27,28,Felix Jones middle for 6 yards (tackle by Pat Angerer),4.640,5.060
4,5:54,3,1,IND 3,27,28,Felix Jones middle for 2 yards (tackle by Pat Angerer and Gary Brackett),5.060,6.970
4,5:09,1,1,IND 1,27,28,Tashard Choice right tackle for no gain (tackle by Gary Brackett),6.970,5.910
4,4:27,2,1,IND 1,27,28,Jon Kitna pass incomplete short left intended for Miles Austin (defended by Keyunta Dawson),5.910,5.170
4,4:23,3,1,IND 1,27,28,Tashard Choice left guard for no gain (tackle by Eric Foster and Pat Angerer),5.170,3.550
4,3:36,4,1,IND 1,27,28,"Penalty on David Buehler: Delay of Game, 5 yards (no play)",3.550,2.990
4,3:34,4,6,IND 6,27,28,"David Buehler 24 yard field goal good. Penalty on Eric Foster: Leverage, 3 yards (no play)",2.990,6.510
4,3:30,1,3,IND 3,27,28,Tashard Choice right tackle for 1 yard (tackle by Jacob Lacey),6.510,5.720
4,2:48,2,2,IND 2,27,28,Tashard Choice left end for no gain (tackle by Daniel Muir),5.720,4.950
4,2:43,,,,27,28,Timeout #2 by Indianapolis Colts,0.000,4.950
4,2:43,3,2,IND 2,33,28,"Jon Kitna pass complete short left to Jason Witten for 2 yards, touchdown",4.950,7.000
4,,,,,35,28,"Two Point Attempt: Jon Kitna pass complete to Roy Williams, conversion succeeds",1.000,1.000
4,,,,DAL 30,35,28,"David Buehler kicks off 71 yards, returned by Justin Tryon for 20 yards (tackle by Danny McCray)",0.000,0.150
4,2:34,1,10,IND 19,35,28,Peyton Manning pass incomplete short left intended for Reggie Wayne (defended by Mike Jenkins),0.150,-0.390
4,2:32,2,10,IND 19,35,28,Peyton Manning pass incomplete deep left intended for Reggie Wayne,-0.390,-1.070
4,2:27,3,10,IND 19,35,28,Peyton Manning pass complete deep left to Reggie Wayne for 19 yards (tackle by Gerald Sensabaugh),-1.070,1.470
4,2:09,1,10,IND 38,35,28,Peyton Manning pass complete short left to Reggie Wayne for 13 yards (tackle by Bradie James),1.470,2.320
4,2:00,1,10,DAL 49,35,28,Peyton Manning pass complete short middle to Jacob Tamme for 7 yards (tackle by Bradie James),2.320,2.730
4,1:43,2,3,DAL 42,35,28,Peyton Manning pass complete short left to Reggie Wayne for 5 yards (tackle by Mike Jenkins),2.730,3.120
4,1:29,1,10,DAL 37,35,28,Peyton Manning pass complete short left to Reggie Wayne for 13 yards (tackle by Bryan McCann),3.120,3.970
4,1:10,1,10,DAL 24,35,28,Peyton Manning pass complete short left to Reggie Wayne for 17 yards (tackle by Gerald Sensabaugh),3.970,5.600
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,0:52,1,7,DAL 7,35,28,Javarris James middle for 5 yards (tackle by Bradie James and Jason Hatcher),5.600,5.720
4,0:33,2,2,DAL 2,35,34,"Javarris James middle for 2 yards, touchdown",5.720,7.000
4,,,,DAL 2,35,35,Adam Vinatieri kicks extra point good,0.000,0.000
4,,,,IND 30,35,35,"Pat McAfee kicks off 71 yards, returned by Bryan McCann for 21 yards (tackle by Taj Smith). Bryan McCann fumbles (forced by Taj Smith), recovered by Lonyae Miller at DAL-24",0.000,0.540
4,0:21,1,10,DAL 24,35,35,Jon Kitna kneels for -1 yards,0.540,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,DAL,IND,Detail,EPB,EPA
,,,,,,,"Colts won the coin toss, Colts to receive the overtime kickoff.",,
OT,,,,DAL 30,35,35,"David Buehler kicks off 73 yards, touchback",0.000,0.280
OT,15:00,1,10,IND 20,35,35,Peyton Manning pass complete short right to Javarris James for 11 yards (tackle by Keith Brooking),0.280,1.000
OT,14:50,1,10,IND 31,35,35,Peyton Manning pass complete short left to Reggie Wayne for no gain,1.000,0.460
OT,14:22,2,10,IND 31,35,35,Peyton Manning pass complete short left to Jacob Tamme for 6 yards (tackle by Bryan McCann),0.460,0.560
OT,13:44,3,4,IND 37,35,35,Peyton Manning pass incomplete short left intended for Reggie Wayne,0.560,-0.910
OT,13:39,4,4,IND 37,35,35,"Pat McAfee punts 45 yards, fair catch by Bryan McCann",-0.910,-0.040
OT,13:31,1,10,DAL 18,35,35,Felix Jones right tackle for no gain (tackle by Daniel Muir and Tyjuan Hagler),0.040,-0.490
OT,12:58,2,10,DAL 18,35,35,Jon Kitna pass complete short left to Felix Jones for 1 yard (tackle by Tyjuan Hagler and Gary Brackett),-0.490,-1.040
OT,12:14,3,9,DAL 19,35,35,Jon Kitna pass incomplete deep left intended for Sam Hurd (defended by Gary Brackett). Penalty on Doug Free: Offensive Holding (Declined),-1.040,-2.140
OT,12:07,4,9,DAL 19,35,35,"Mat McBriar punts 65 yards, returned by Blair White for 11 yards (tackle by Sean Lee)",-2.140,-0.740
OT,11:56,1,10,IND 27,35,35,Peyton Manning pass incomplete short left intended for Javarris James,0.740,0.200
OT,11:52,2,10,IND 27,35,35,Peyton Manning pass complete short left to Reggie Wayne for 6 yards (tackle by Mike Jenkins),0.200,0.300
OT,11:21,3,4,IND 33,35,35,Peyton Manning pass incomplete intended for Jacob Tamme is intercepted by Sean Lee at IND-49 and returned for 13 yards,0.300,-3.180
OT,11:11,1,10,IND 36,35,35,Felix Jones right guard for 3 yards (tackle by Daniel Muir and Gary Brackett),3.180,3.040
OT,10:33,2,7,IND 33,35,35,Tashard Choice middle for 6 yards (tackle by Tyjuan Hagler),3.040,3.140
OT,9:53,3,1,IND 27,35,35,Tashard Choice middle for 3 yards (tackle by Robert Mathis),3.140,3.970
OT,9:16,1,10,IND 24,35,35,Tashard Choice middle for 3 yards (tackle by Pat Angerer and Tyjuan Hagler),3.970,3.840
OT,8:39,2,7,IND 21,35,35,Tashard Choice middle for 1 yard (tackle by Antonio Johnson),3.840,3.270
OT,8:01,,,,35,35,Timeout #1 by Indianapolis Colts,0.000,3.270
OT,8:01,3,6,IND 20,38,35,David Buehler 38 yard field goal good,3.270,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
