Quarter,Time,Down,ToGo,Location,NWE,HOU,Detail,EPB,EPA
1,0:45,3,3,NWE 14,3,6,"Deshaun Watson pass complete short right to Duke Johnson for 14 yards, touchdown",4.020,7.000
1,0:38,,,NWE 15,3,7,Ka'imi Fairbairn kicks extra point good,0.000,0.000
1,0:38,,,HOU 35,3,7,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
1,0:38,1,10,NWE 25,3,7,Sony Michel right guard for 3 yards (tackle by Charles Omenihu),0.610,0.470
1,0:01,2,7,NWE 28,3,7,Tom Brady pass incomplete deep left intended for Julian Edelman,0.470,-0.230
Quarter,Time,Down,ToGo,Location,NWE,HOU,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,7,NWE 28,3,7,Tom Brady right end for 13 yards (tackle by Lonnie Johnson),-0.230,1.660
2,14:16,1,10,NWE 41,3,7,Tom Brady pass incomplete short right,1.660,1.120
2,14:10,2,10,NWE 41,3,7,Tom Brady pass complete short middle to James White for 4 yards (tackle by Charles Omenihu),1.120,0.960
2,13:29,3,6,NWE 45,3,7,Tom Brady pass incomplete deep right intended for Jakobi Meyers,0.960,-0.390
2,13:23,4,6,NWE 45,3,7,"Jake Bailey punts 41 yards, returned by DeAndre Carter for 10 yards (tackle by Ja'Whaun Bentley). Penalty on Buddy Howell: Illegal Blindside Block, 12 yards",-0.390,0.350
2,13:13,1,10,HOU 12,3,7,Carlos Hyde left guard for no gain (tackle by Lawrence Guy and Dont'a Hightower),-0.350,-0.780
2,12:42,2,10,HOU 12,3,7,Deshaun Watson pass complete short left to Darren Fells for 10 yards (tackle by Ja'Whaun Bentley and J.C. Jackson),-0.780,0.410
2,12:01,1,10,HOU 22,3,7,Duke Johnson up the middle for 7 yards (tackle by John Simon and Ja'Whaun Bentley),0.410,0.810
2,11:24,2,3,HOU 29,3,7,Deshaun Watson left end for 2 yards (tackle by John Simon),0.810,0.370
2,10:54,3,1,HOU 31,3,7,Carlos Hyde up the middle for 4 yards (tackle by Lawrence Guy),0.370,1.270
2,10:21,1,10,HOU 35,3,7,Carlos Hyde up the middle for 2 yards (tackle by Patrick Chung and Dont'a Hightower),1.270,0.990
2,9:40,2,8,HOU 37,3,7,Deshaun Watson pass complete short left to Duke Johnson for 8 yards (tackle by Dont'a Hightower),0.990,1.930
2,9:07,1,10,HOU 45,3,7,Deshaun Watson pass incomplete short right intended for DeAndre Hopkins,1.930,1.380
2,8:58,2,10,HOU 45,3,7,Deshaun Watson pass complete short right to Jordan Akins for 19 yards (tackle by Duron Harmon),1.380,3.180
2,8:21,1,10,NWE 36,3,7,Carlos Hyde up the middle for 1 yard (tackle by Ja'Whaun Bentley),3.180,2.770
2,7:39,2,9,NWE 35,3,7,Deshaun Watson pass complete short middle to DeAndre Hopkins for 13 yards (tackle by Jonathan Jones and Stephon Gilmore),2.770,4.110
2,6:57,1,10,NWE 22,3,7,Deshaun Watson pass complete short middle to Duke Johnson for 9 yards (tackle by Dont'a Hightower and Patrick Chung),4.110,5.060
2,6:26,2,1,NWE 13,3,13,"Deshaun Watson pass complete short left to Darren Fells for 13 yards, touchdown",5.060,7.000
2,6:21,,,NWE 15,3,14,Ka'imi Fairbairn kicks extra point good,0.000,0.000
2,6:21,,,HOU 35,3,14,"Ka'imi Fairbairn kicks off 58 yards, returned by Brandon Bolden for 15 yards (tackle by Barkevious Mingo)",0.000,0.410
2,6:15,1,10,NWE 22,3,14,Rex Burkhead right tackle for 10 yards (tackle by Justin Reid and D.J. Reader),0.410,1.070
2,5:43,1,10,NWE 32,3,14,"James White right end for 3 yards (tackle by Johnathan Joseph). Penalty on Julian Edelman: Illegal Block Above the Waist, 10 yards",1.070,0.610
2,5:16,1,17,NWE 25,3,14,Tom Brady pass incomplete deep middle intended for Julian Edelman (defended by Vernon Hargreaves),0.610,-0.420
2,5:08,2,17,NWE 25,3,14,Tom Brady pass complete deep middle to Matt LaCosse for 24 yards (tackle by Benardrick McKinney),-0.420,2.190
2,4:36,1,10,NWE 49,3,14,James White right tackle for 2 yards (tackle by Jacob Martin and Benardrick McKinney),2.190,1.920
2,4:02,2,8,HOU 49,3,14,James White right tackle for 1 yard (tackle by Zach Cunningham),1.920,1.360
2,3:18,3,7,HOU 48,3,14,Tom Brady sacked by and Jacob Martin for -4 yards and Zach Cunningham for -4 yards,1.360,-0.190
2,2:35,4,11,NWE 48,3,14,"Jake Bailey punts 42 yards, fair catch by DeAndre Carter at HOU-10",-0.190,0.380
2,2:28,1,10,HOU 10,3,14,Deshaun Watson sacked by Chase Winovich for -1 yards,-0.380,-0.850
2,2:00,2,11,HOU 9,3,14,Duke Johnson right end for 1 yard (tackle by Kyle Van Noy),-0.850,-1.420
2,1:20,3,10,HOU 10,3,14,Deshaun Watson pass complete short middle to Kenny Stills for 6 yards (tackle by Jonathan Jones),-1.420,-2.390
2,1:12,,,,,,Timeout #1 by New England Patriots,,
2,1:12,4,4,HOU 16,3,14,"Bryan Anger punts 53 yards, fair catch by Mohamed Sanu at NE-31",-2.390,-1.000
2,1:05,1,10,NWE 31,3,14,Tom Brady pass complete deep right to Jakobi Meyers for 16 yards. Penalty on Johnathan Joseph: Defensive Holding (Declined),1.000,2.060
2,0:59,,,,,,Timeout #2 by Houston Texans,,
2,0:59,1,10,NWE 47,3,14,Tom Brady pass incomplete deep left intended for Phillip Dorsett,2.060,1.520
2,0:53,2,10,NWE 47,3,14,Tom Brady pass complete short right to Jakobi Meyers for 9 yards (tackle by Johnathan Joseph),1.520,2.020
2,0:48,3,1,HOU 44,3,14,James White right guard for 5 yards (tackle by Tashaun Gipson and Benardrick McKinney),2.020,2.980
2,0:41,,,,,,Timeout #2 by New England Patriots,,
2,0:41,1,10,HOU 39,3,14,Tom Brady pass incomplete deep left intended for Phillip Dorsett (defended by Lonnie Johnson),2.980,2.440
2,0:36,2,10,HOU 39,3,14,Tom Brady pass incomplete short middle intended for Jakobi Meyers,2.440,1.750
2,0:31,3,10,HOU 39,3,14,Tom Brady pass incomplete short middle intended for James White (defended by Benardrick McKinney),1.750,0.660
2,0:26,4,10,HOU 39,3,14,Jake Bailey punts 34 yards,0.660,0.380
2,0:15,,,,,,Timeout #3 by New England Patriots,,
2,0:15,1,10,HOU 5,3,14,Deshaun Watson kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,NWE,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,3,14,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,NWE 25,3,14,Sony Michel right guard for no gain (tackle by Zach Cunningham and Brandon Dunn),0.610,0.060
3,14:23,2,10,NWE 25,3,14,"Tom Brady pass short left is intercepted by Bradley Roby at NE-38 and returned for 34 yards. Penalty on Bradley Roby: Defensive Holding, 5 yards (no play)",0.060,0.940
3,14:12,1,10,NWE 30,3,14,Sony Michel up the middle for 4 yards (tackle by D.J. Reader and Benardrick McKinney),0.940,0.930
3,13:31,2,6,NWE 34,3,14,Tom Brady pass incomplete short right intended for Rex Burkhead,0.930,0.230
3,13:27,3,6,NWE 34,3,14,Tom Brady sacked by Bradley Roby for -10 yards,0.230,-1.770
3,12:45,4,16,NWE 24,3,14,"Jake Bailey punts 59 yards, returned by DeAndre Carter for 14 yards (tackle by Nate Ebner and Joe Cardona)",-1.770,-1.000
3,12:31,1,10,HOU 31,3,14,Deshaun Watson sacked by Dont'a Hightower for -9 yards,1.000,-0.760
3,11:44,2,19,HOU 22,3,14,Deshaun Watson pass incomplete short middle intended for Kenny Stills (defended by Jonathan Jones),-0.760,-1.420
3,11:41,3,19,HOU 22,3,14,Deshaun Watson pass complete short right to Duke Johnson for 15 yards (tackle by Kyle Van Noy),-1.420,-0.910
3,10:55,4,4,HOU 37,3,14,"Bryan Anger punts 56 yards, fair catch by Mohamed Sanu at NE-7",-0.910,0.380
3,10:47,1,10,NWE 7,3,14,Sony Michel right guard for 5 yards (tackle by Eddie Vanderdoes),-0.380,-0.420
3,10:03,2,5,NWE 12,3,14,Tom Brady pass incomplete short left intended for Julian Edelman,-0.420,-0.840
3,9:58,3,5,NWE 12,3,14,Tom Brady pass complete short right to Mohamed Sanu for 5 yards (tackle by Johnathan Joseph),-0.840,-0.060
3,9:21,1,10,NWE 17,3,14,James White right end for 32 yards (tackle by Justin Reid),-0.060,2.190
3,8:42,1,10,NWE 49,3,14,Tom Brady pass incomplete short right intended for Julian Edelman (defended by Justin Reid),2.190,1.650
3,8:36,2,10,NWE 49,3,14,James White up the middle for 6 yards (tackle by Vernon Hargreaves and Whitney Mercilus),1.650,1.750
3,8:00,3,4,HOU 45,3,14,Tom Brady pass complete short left to Mohamed Sanu for 3 yards (tackle by Lonnie Johnson),1.750,0.460
3,7:14,4,1,HOU 42,3,14,Tom Brady pass incomplete short left intended for Mohamed Sanu (defended by Johnathan Joseph),0.460,-1.730
3,7:08,1,10,HOU 42,3,14,Duke Johnson right guard for 3 yards (tackle by Jamie Collins and Patrick Chung),1.730,1.590
3,6:36,2,7,HOU 45,3,14,Deshaun Watson pass incomplete short left intended for Duke Johnson,1.590,0.890
3,6:33,3,7,HOU 45,3,14,Deshaun Watson pass complete deep middle to Kenny Stills for 20 yards (tackle by Jonathan Jones),0.890,3.250
3,6:00,1,10,NWE 35,3,14,Deshaun Watson pass incomplete short right intended for DeAndre Hopkins. Penalty on Laremy Tunsil: Ineligible Downfield Pass (Declined),3.250,2.700
3,5:55,2,10,NWE 35,3,14,Deshaun Watson pass incomplete deep left intended for Will Fuller (defended by Jonathan Jones),2.700,2.010
3,5:49,3,10,NWE 35,3,20,"Deshaun Watson pass complete deep left to Kenny Stills for 35 yards, touchdown",2.010,7.000
3,5:41,,,NWE 15,3,21,Ka'imi Fairbairn kicks extra point good,0.000,0.000
3,5:41,,,HOU 35,3,21,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
3,5:41,1,10,NWE 25,3,21,James White right guard for 3 yards (tackle by Eddie Vanderdoes),0.610,0.470
3,5:05,2,7,NWE 28,3,21,Tom Brady pass complete short right to Julian Edelman for 7 yards,0.470,1.270
3,4:59,1,10,NWE 35,3,21,James White up the middle for -1 yards (tackle by D.J. Reader),1.270,0.590
3,4:26,2,11,NWE 34,3,21,"Tom Brady pass complete short right to Jakobi Meyers for 17 yards (tackle by Vernon Hargreaves). Penalty on Marcus Cannon: Offensive Holding, 10 yards (no play)",0.590,-0.760
3,3:56,2,21,NWE 24,3,21,Tom Brady pass complete short right to James White for 4 yards (tackle by Vernon Hargreaves),-0.760,-0.890
3,3:16,3,17,NWE 28,3,21,Tom Brady pass complete short right to Ben Watson for 23 yards (tackle by Johnathan Joseph),-0.890,2.320
3,2:36,1,10,HOU 49,3,21,"Tom Brady pass complete deep right to Jakobi Meyers for 37 yards (tackle by Justin Reid). Penalty on Julian Edelman: Offensive Pass Interference, 10 yards (no play)",2.320,1.660
3,2:05,1,20,NWE 41,3,21,"Tom Brady pass incomplete short left intended for Jakobi Meyers. Penalty on James White: Offensive Holding, 10 yards (no play)",1.660,1.000
3,2:01,1,30,NWE 31,3,21,Tom Brady pass complete deep right to Julian Edelman for 44 yards (tackle by Lonnie Johnson),1.000,3.910
3,1:20,1,10,HOU 25,3,21,Tom Brady pass incomplete short right intended for James White,3.910,3.360
3,1:14,2,10,HOU 25,3,21,Tom Brady pass complete short right to Phillip Dorsett for 9 yards (tackle by Bradley Roby),3.360,4.060
3,1:00,3,1,HOU 16,3,21,James White right guard for 4 yards (tackle by Zach Cunningham and D.J. Reader),4.060,4.780
3,0:30,1,10,HOU 12,3,21,Tom Brady pass incomplete short right intended for Matt LaCosse,4.780,4.100
3,0:25,2,10,HOU 12,3,21,Tom Brady pass incomplete short right intended for James White,4.100,3.120
3,0:17,3,10,HOU 12,9,21,"Tom Brady pass complete short left to James White for 12 yards, touchdown",3.120,7.000
3,0:11,,,HOU 2,9,21,"Penalty on NWE: Delay of Game, 5 yards (no play)",1.000,0.000
3,0:11,,,HOU 20,9,21,Kai Forbath kicks extra point no good wide left,0.000,-1.000
3,0:11,,,NWE 35,9,21,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
3,0:11,1,10,HOU 25,9,21,Duke Johnson up the middle for no gain (tackle by Lawrence Guy),0.610,0.060
Quarter,Time,Down,ToGo,Location,NWE,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,HOU 25,9,21,"Deshaun Watson pass incomplete short left intended for Jordan Thomas (defended by Jonathan Jones). Penalty on Jonathan Jones: Defensive Holding, 5 yards (no play)",0.060,0.940
4,14:55,1,10,HOU 30,9,21,Duke Johnson left end for 13 yards (tackle by Devin McCourty),0.940,1.800
4,14:15,1,10,HOU 43,9,21,Duke Johnson right guard for 1 yard (tackle by Lawrence Guy),1.800,1.390
4,13:36,2,9,HOU 44,9,21,Deshaun Watson pass complete short right to Duke Johnson for 8 yards (tackle by Patrick Chung),1.390,1.750
4,13:01,3,1,NWE 48,9,21,"Penalty on Max Scharping: False Start, 5 yards (no play)",1.750,1.090
4,12:49,3,6,HOU 47,9,21,Deshaun Watson pass complete short right to DeAndre Hopkins for 10 yards (tackle by Stephon Gilmore),1.090,2.720
4,12:08,1,10,NWE 43,9,21,Duke Johnson up the middle for 2 yards (tackle by Danny Shelton and Lawrence Guy),2.720,2.450
4,11:22,2,8,NWE 41,9,21,Deshaun Watson pass complete deep middle to DeAndre Hopkins for 27 yards (tackle by Stephon Gilmore),2.450,4.650
4,10:41,1,10,NWE 14,9,21,Duke Johnson right end for 3 yards (tackle by Lawrence Guy),4.650,4.520
4,10:03,2,7,NWE 11,9,21,"Deshaun Watson pass incomplete short right intended for Duke Johnson. Penalty on Elandon Roberts: Defensive Pass Interference, 5 yards (no play)",4.520,5.830
4,9:58,1,6,NWE 6,9,27,"DeAndre Hopkins pass complete short right to Deshaun Watson for 6 yards, touchdown, touchdown",5.830,7.000
4,9:53,,,NWE 15,9,28,"Ka'imi Fairbairn kicks extra point good. Penalty on Justin Bethel: Defensive Offside, 5 yards",0.000,0.000
4,9:53,,,HOU 40,9,28,"Ka'imi Fairbairn kicks off 60 yards, touchback.",0.000,0.610
4,9:53,1,10,NWE 25,9,28,James White right guard for 1 yard (tackle by Benardrick McKinney),0.610,0.200
4,9:09,2,9,NWE 26,9,28,Tom Brady pass complete short right to Julian Edelman for 12 yards (tackle by Vernon Hargreaves),0.200,1.470
4,8:31,1,10,NWE 38,9,28,Tom Brady sacked by Jacob Martin for -9 yards,1.470,-0.290
4,7:48,2,19,NWE 29,9,28,Tom Brady pass complete short left to James White for 8 yards (tackle by Vernon Hargreaves),-0.290,0.100
4,6:59,3,11,NWE 37,9,28,"Tom Brady pass incomplete short left intended for Jakobi Meyers. Penalty on Lonnie Johnson: Defensive Pass Interference, 12 yards (no play)",0.100,2.190
4,6:53,1,10,NWE 49,9,28,James White left guard for 3 yards (tackle by Zach Cunningham and Brandon Dunn),2.190,2.050
4,6:14,2,7,HOU 48,9,28,James White right guard for 8 yards (tackle by Benardrick McKinney and Lonnie Johnson),2.050,2.920
4,5:46,1,10,HOU 40,9,28,Tom Brady pass complete short middle to James White for 19 yards (tackle by Vernon Hargreaves and Justin Reid),2.920,4.170
4,5:09,1,10,HOU 21,9,28,Tom Brady pass incomplete short right,4.170,3.630
4,5:01,2,10,HOU 21,9,28,Tom Brady pass incomplete short left intended for Julian Edelman,3.630,2.940
4,4:56,3,10,HOU 21,9,28,Tom Brady pass complete short left to James White for 4 yards (tackle by Bradley Roby),2.940,2.340
4,4:14,,,,,,Timeout #1 by New England Patriots,,
4,4:14,4,6,HOU 17,9,28,Tom Brady pass complete short left to Phillip Dorsett for 6 yards (tackle by Lonnie Johnson),2.340,4.840
4,3:54,1,10,HOU 11,9,28,Tom Brady pass incomplete short right intended for Jakobi Meyers,4.840,4.140
4,3:49,2,10,HOU 11,15,28,"Tom Brady pass complete short middle to James White for 11 yards, touchdown, touchdown",4.140,7.000
4,3:42,,,HOU 2,15,28,"Two Point Attempt: Tom Brady pass incomplete intended for Phillip Dorsett, conversion fails",1.000,-1.000
4,3:42,,,NWE 35,15,28,"Jake Bailey kicks onside 7 yards, returned by Barkevious Mingo for no gain",0.000,2.790
4,3:41,1,10,NWE 42,15,28,Carlos Hyde right guard for no gain (tackle by Lawrence Guy and John Simon),2.790,2.240
4,2:58,2,10,NWE 42,15,28,Carlos Hyde up the middle for 2 yards (tackle by Danny Shelton),2.240,1.820
4,2:50,,,,,,Timeout #2 by New England Patriots,,
4,2:50,3,8,NWE 40,15,28,Deshaun Watson pass complete short left to DeAndre Hopkins for -3 yards (tackle by Deatrich Wise),1.820,0.400
4,2:44,,,,,,Timeout #3 by New England Patriots,,
4,2:44,4,11,NWE 43,15,28,Bryan Anger punts 37 yards downed by Keion Crossen,0.400,0.380
4,2:36,1,10,NWE 6,15,28,James White up the middle for 15 yards (tackle by Justin Reid),-0.380,0.340
4,2:16,1,10,NWE 21,15,28,James White up the middle for -3 yards (tackle by Charles Omenihu),0.340,-0.700
4,2:00,2,13,NWE 18,15,28,Tom Brady pass incomplete deep left intended for Phillip Dorsett (defended by Tashaun Gipson),-0.700,-1.410
4,1:52,3,13,NWE 18,15,28,Tom Brady pass complete deep left to Jakobi Meyers for 21 yards (tackle by Lonnie Johnson),-1.410,1.530
4,1:28,1,10,NWE 39,15,28,"Tom Brady pass complete short right to James White for 7 yards (tackle by Vernon Hargreaves). Penalty on Zach Cunningham: Illegal Contact, 5 yards (no play)",1.530,1.860
4,1:21,1,10,NWE 44,15,28,Tom Brady pass complete short right to James White for 36 yards (tackle by Tashaun Gipson),1.860,4.240
4,0:55,1,10,HOU 20,21,28,"Tom Brady pass complete deep left to Julian Edelman for 20 yards, touchdown",4.240,7.000
4,0:50,,,HOU 15,22,28,Kai Forbath kicks extra point good,0.000,0.000
4,0:50,,,NWE 35,22,28,"Jake Bailey kicks onside 20 yards,",0.000,1.930
4,0:50,1,10,HOU 45,22,28,Deshaun Watson kneels for -1 yards,1.930,1.250
4,0:15,2,11,HOU 44,22,28,Deshaun Watson kneels for -1 yards,1.250,0.430
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
