Quarter,Time,Down,ToGo,Location,DET,OAK,Detail,EPB,EPA
1,,,,OAK 2,7,7,Jason Hanson kicks extra point good,0.000,0.000
1,,,,DET 35,7,7,"Jason Hanson kicks off 65 yards, returned by Bryan McCann for 12 yards (tackle by Maurice Stovall)",0.000,-0.350
1,3:28,1,10,OAK 12,7,7,Michael Bush up the middle for 1 yard (tackle by Corey Williams),-0.350,-0.700
1,2:50,2,9,OAK 13,7,7,Carson Palmer pass complete short middle to Louis Murphy for 8 yards (tackle by Stephen Tulloch),-0.700,-0.370
1,2:10,3,1,OAK 21,7,7,Michael Bush left guard for 4 yards (tackle by Stephen Tulloch),-0.370,0.610
1,1:43,1,10,OAK 25,7,7,Carson Palmer pass complete short left to Chaz Schilens for 9 yards (tackle by Eric Wright),0.610,1.280
1,1:01,2,1,OAK 34,7,7,Carson Palmer pass incomplete short left intended for Denarius Moore,1.280,0.560
1,0:55,3,1,OAK 34,7,7,Michael Bush up the middle for -3 yards (tackle by DeAndre Levy and Willie Young),0.560,-1.310
1,0:29,4,4,OAK 31,7,7,"Shane Lechler punts 55 yards, returned by Stefan Logan for 4 yards (tackle by Richard Gordon)",-1.310,-0.040
1,0:18,1,10,DET 18,7,7,Matthew Stafford pass complete short left to Nate Burleson for 9 yards (tackle by Matt Giordano),0.040,0.820
Quarter,Time,Down,ToGo,Location,DET,OAK,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,DET 27,7,7,Kevin Smith up the middle for -1 yards (tackle by Tyvon Branch),0.820,-0.140
2,14:21,3,2,DET 26,7,7,Matthew Stafford pass complete short middle to Calvin Johnson for 24 yards (tackle by Aaron Curry),-0.140,2.260
2,13:33,,,,7,7,Timeout #1 by Detroit Lions,0.000,2.260
2,13:33,1,10,,7,7,Matthew Stafford pass incomplete short right intended for Brandon Pettigrew,2.260,1.710
2,13:28,2,10,,7,7,Matthew Stafford sacked by Rolando McClain for -8 yards,1.710,-0.030
2,12:50,3,18,DET 42,7,7,Matthew Stafford pass incomplete short right intended for Titus Young,-0.030,-0.590
2,12:45,4,18,DET 42,7,7,Ben Graham punts 52 yards,-0.590,0.380
2,12:33,1,10,OAK 6,7,7,Michael Bush right guard for 3 yards (tackle by Stephen Tulloch),-0.380,-0.560
2,12:04,2,7,OAK 9,7,7,"Carson Palmer pass complete short left to Darrius Heyward-Bey for 4 yards (tackle by Eric Wright). Penalty on Denarius Moore: Illegal Formation, 5 yards (no play)",-0.560,-0.930
2,11:44,2,12,OAK 4,7,7,Carson Palmer pass complete deep left to Darrius Heyward-Bey for 35 yards (tackle by John Wendling),-0.930,1.530
2,11:03,1,10,OAK 39,7,7,Michael Bush right tackle for 2 yards (tackle by Stephen Tulloch),1.530,1.260
2,10:23,2,8,OAK 41,7,7,Carson Palmer pass complete short right to Denarius Moore for 13 yards (tackle by Chris Houston),1.260,2.520
2,9:45,1,10,DET 46,7,7,Michael Bush up the middle for 3 yards (tackle by Justin Durant),2.520,2.380
2,9:15,2,7,DET 43,7,13,"Carson Palmer pass complete short middle to Darrius Heyward-Bey for 43 yards, touchdown",2.380,7.000
2,,,,DET 2,7,14,Sebastian Janikowski kicks extra point good,0.000,0.000
2,,,,OAK 35,7,14,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,0.280
2,9:07,1,10,DET 20,7,14,Titus Young right end for 4 yards (tackle by Matt Giordano),0.280,0.270
2,8:37,2,6,DET 24,7,14,Kevin Smith right tackle for 3 yards (tackle by Desmond Bryant and Rolando McClain),0.270,-0.030
2,7:57,3,3,DET 27,7,14,Matthew Stafford pass complete short left to Nate Burleson for 4 yards (tackle by Tyvon Branch),-0.030,1.000
2,7:24,,,,7,14,Timeout #2 by Oakland Raiders,0.000,1.000
2,7:24,1,10,DET 31,7,14,Matthew Stafford pass complete short right to Titus Young for -1 yards (tackle by Lito Sheppard),1.000,0.320
2,6:44,2,11,DET 30,7,14,Matthew Stafford pass incomplete short middle intended for Brandon Pettigrew,0.320,-0.360
2,6:38,3,11,DET 30,7,14,Matthew Stafford pass complete short right to Kevin Smith for 3 yards (tackle by Lito Sheppard),-0.360,-1.180
2,6:04,4,8,DET 33,7,14,Ben Graham punts 40 yards,-1.180,-0.740
2,5:54,1,10,OAK 27,7,14,Carson Palmer pass complete short left to Denarius Moore for no gain,0.740,0.200
2,5:21,2,10,OAK 27,7,14,Carson Palmer pass complete short middle to Michael Bush for 5 yards (tackle by Stephen Tulloch),0.200,0.170
2,4:37,3,5,OAK 32,7,14,Carson Palmer pass complete short left to Marcel Reece for -3 yards (tackle by Eric Wright),0.170,-1.440
2,3:53,4,8,OAK 29,7,14,"Shane Lechler punts 53 yards, returned by Stefan Logan for 14 yards (tackle by Brandon Myers)",-1.440,-1.070
2,3:41,1,10,DET 32,7,14,Kevin Smith up the middle for no gain (tackle by Tyvon Branch),1.070,0.530
2,3:06,2,10,DET 32,7,14,Matthew Stafford pass complete short middle to Calvin Johnson for 17 yards (tackle by Rolando McClain),0.530,2.190
2,2:58,1,10,DET 49,7,14,"Penalty on Tommy Kelly: Defensive Offside, 5 yards (no play)",2.190,2.920
2,2:39,1,5,OAK 46,7,14,Matthew Stafford pass incomplete short right intended for Kevin Smith,2.920,2.320
2,2:35,2,5,OAK 46,7,14,Kevin Smith up the middle for 1 yard (tackle by Rolando McClain),2.320,1.750
2,2:00,3,4,OAK 45,7,14,Matthew Stafford pass complete short middle to Calvin Johnson for 6 yards (tackle by Stanford Routt),1.750,2.980
2,1:22,1,10,OAK 39,13,14,"Matthew Stafford pass complete deep left to Nate Burleson for 39 yards, touchdown",2.980,7.000
2,,,,OAK 2,14,14,Jason Hanson kicks extra point good,0.000,0.000
2,,,,DET 35,14,14,"Jason Hanson kicks off 70 yards, returned by Bryan McCann for 26 yards (tackle by Ricardo Silva)",0.000,0.340
2,1:09,1,10,OAK 21,14,14,Carson Palmer pass complete short middle to Michael Bush for 13 yards (tackle by Eric Wright),0.340,1.200
2,0:53,1,10,OAK 34,14,14,Carson Palmer pass complete short left to T.J. Houshmandzadeh for 6 yards (tackle by Alphonso Smith),1.200,1.470
2,0:39,2,4,OAK 40,14,14,Carson Palmer pass complete short left to Michael Bush for 10 yards (tackle by DeAndre Levy),1.470,2.260
2,0:26,1,10,,14,14,Carson Palmer spiked the ball,2.260,1.710
2,0:26,2,10,,14,14,Carson Palmer pass complete short right to T.J. Houshmandzadeh for 16 yards (tackle by Stephen Tulloch),1.710,3.310
2,0:10,1,10,DET 34,14,14,Carson Palmer spiked the ball,3.310,2.770
2,0:10,,,,14,14,Timeout #2 by Detroit Lions,0.000,2.770
2,0:10,2,10,DET 34,14,14,Michael Bush up the middle for 6 yards (tackle by Stephen Tulloch),2.770,2.870
2,0:05,,,,14,14,Timeout #3 by Oakland Raiders,0.000,2.870
2,0:05,3,4,DET 28,14,17,Sebastian Janikowski 46 yard field goal good,2.870,3.000
Quarter,Time,Down,ToGo,Location,DET,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,14,17,"Jason Hanson kicks off 70 yards, returned by Tyvon Branch for 15 yards (tackle by Alphonso Smith). Penalty on Jerome Boyd: Personal Foul, 5 yards",0.000,-0.380
3,14:46,1,10,OAK 5,14,17,Carson Palmer pass complete short left to Darrius Heyward-Bey for 11 yards (tackle by Chris Houston),-0.380,-0.140
3,14:45,1,10,OAK 16,14,17,Carson Palmer pass complete short left to Darrius Heyward-Bey for 12 yards (tackle by Justin Durant),-0.140,0.810
3,13:35,1,10,OAK 28,14,17,Michael Bush up the middle for 7 yards (tackle by DeAndre Levy),0.810,1.210
3,12:55,2,3,OAK 35,14,17,Carson Palmer pass complete short left to Darrius Heyward-Bey for 11 yards (tackle by Chris Houston),1.210,1.990
3,12:28,1,10,OAK 46,14,17,"Michael Bush right guard for no gain. Penalty on Corey Williams: Defensive Offside, 5 yards (no play)",1.990,2.720
3,12:07,1,5,DET 49,14,17,Carson Palmer pass incomplete deep right intended for Louis Murphy,2.720,2.130
3,11:54,2,5,DET 49,14,17,Carson Palmer pass complete short middle to Michael Bush for 2 yards (tackle by Ndamukong Suh),2.130,1.690
3,11:18,3,3,DET 47,14,17,"Carson Palmer pass complete short right to Chaz Schilens for 15 yards (tackle by Stephen Tulloch). Penalty on Chaz Schilens: Offensive Pass Interference, 10 yards (no play)",1.690,0.370
3,10:53,3,13,OAK 43,14,17,Carson Palmer pass complete short right to T.J. Houshmandzadeh for 10 yards (tackle by DeAndre Levy),0.370,0.130
3,10:13,4,3,DET 47,14,17,"Shane Lechler punts 35 yards, fair catch by Stefan Logan",0.130,0.350
3,10:05,1,10,DET 12,14,17,Kevin Smith left end for 6 yards (tackle by Michael Mitchell),-0.350,-0.070
3,9:21,2,4,DET 18,14,17,Matthew Stafford pass incomplete deep right intended for Calvin Johnson,-0.070,-0.720
3,9:15,3,4,DET 18,14,17,Matthew Stafford pass complete short right to Titus Young for 5 yards (tackle by Lito Sheppard),-0.720,0.480
3,8:37,1,10,DET 23,14,17,Kevin Smith up the middle for 14 yards (tackle by Matt Giordano),0.480,1.400
3,8:30,1,10,DET 37,14,17,"Penalty on Richard Seymour: Neutral Zone Infraction, 5 yards (no play)",1.400,2.130
3,7:53,1,5,DET 42,14,17,"Matthew Stafford pass incomplete short right intended for Nate Burleson (defended by Stanford Routt). Penalty on Stanford Routt: Defensive Holding, 5 yards (no play)",2.130,2.060
3,7:49,1,10,DET 47,14,17,Matthew Stafford pass incomplete deep middle intended for Titus Young,2.060,1.520
3,7:43,2,10,DET 47,14,17,Kevin Smith up the middle for 5 yards (tackle by Rolando McClain),1.520,1.490
3,7:02,3,5,OAK 48,14,17,Matthew Stafford pass incomplete short middle intended for Calvin Johnson,1.490,0.070
3,6:56,4,5,OAK 48,14,17,Ben Graham punts 40 yards,0.070,0.380
3,6:44,1,10,OAK 8,14,17,Carson Palmer pass complete short right to T.J. Houshmandzadeh for 9 yards (tackle by Alphonso Smith),-0.380,0.050
3,6:22,2,1,OAK 17,14,17,"Michael Bush right guard for 1 yard (tackle by Stephen Tulloch). Penalty on Ndamukong Suh: Defensive Offside, 5 yards (no play)",0.050,0.410
3,6:01,1,10,OAK 22,14,17,Carson Palmer sacked by Kyle Vanden Bosch for -7 yards,0.410,-1.210
3,5:30,2,17,OAK 15,14,17,Carson Palmer pass complete short left to Michael Bush for -1 yards (tackle by Justin Durant and Ndamukong Suh),-1.210,-2.240
3,4:53,3,18,OAK 14,14,17,Carson Palmer pass complete short middle to Michael Bush for 15 yards (tackle by Don Carey),-2.240,-1.440
3,4:16,4,3,OAK 29,14,17,"Shane Lechler punts 46 yards, returned by Stefan Logan for 15 yards (tackle by Jon Condo)",-1.440,-1.600
3,4:05,1,10,DET 40,14,17,"Matthew Stafford pass incomplete short right intended for Calvin Johnson. Penalty on Calvin Johnson: Offensive Pass Interference, 10 yards (no play)",1.600,0.940
3,4:01,1,20,DET 30,14,17,Matthew Stafford pass complete short middle to Calvin Johnson for 17 yards (tackle by Stanford Routt),0.940,2.000
3,3:27,2,3,DET 47,14,17,Kevin Smith left guard for 5 yards (tackle by Lamarr Houston),2.000,2.390
3,3:01,1,10,OAK 48,14,17,Kevin Smith right tackle for no gain (tackle by Lamarr Houston),2.390,1.850
3,2:23,2,10,OAK 48,14,17,Matthew Stafford pass complete short middle to Nate Burleson for 9 yards (tackle by Aaron Curry),1.850,2.340
3,1:49,3,1,OAK 39,14,17,Kevin Smith up the middle for no gain (tackle by Rolando McClain),2.340,0.660
3,1:24,4,1,OAK 39,14,17,Keiland Williams up the middle for no gain,0.660,-1.530
3,1:17,1,10,OAK 39,14,17,Carson Palmer pass complete short left to Kevin Boss for 13 yards (tackle by Cliff Avril and DeAndre Levy),1.530,2.390
3,0:37,1,10,DET 48,14,17,Louis Murphy left end for 4 yards (tackle by DeAndre Levy),2.390,2.390
3,0:13,2,6,DET 44,14,17,"Carson Palmer pass complete short middle to Darrius Heyward-Bey for 29 yards (tackle by Justin Durant). Darrius Heyward-Bey fumbles (forced by Justin Durant), recovered by Alphonso Smith at DET-8 (tackle by Manase Tonga)",2.390,0.380
3,0:02,1,10,DET 8,14,17,Kevin Smith up the middle for 3 yards (tackle by Richard Seymour),-0.380,-0.560
Quarter,Time,Down,ToGo,Location,DET,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,DET 11,14,17,Stefan Logan left end for 5 yards (tackle by Stanford Routt),-0.560,-0.480
4,14:22,3,2,DET 16,14,17,Matthew Stafford pass complete short middle to Tony Scheffler for 4 yards (tackle by Tyvon Branch),-0.480,0.280
4,13:50,1,10,DET 20,14,17,Kevin Smith up the middle for 1 yard (tackle by Kamerion Wimbley),0.280,-0.130
4,13:10,2,9,DET 21,14,17,Matthew Stafford pass complete short left to Titus Young for 1 yard (tackle by Kamerion Wimbley),-0.130,-0.690
4,12:29,3,8,DET 22,14,17,Matthew Stafford pass incomplete short middle intended for Nate Burleson,-0.690,-1.900
4,12:22,4,8,DET 22,14,17,"Ben Graham punts 44 yards, returned by T.J. Houshmandzadeh for no gain",-1.900,-1.200
4,12:13,1,10,OAK 34,14,17,Michael Bush left tackle for 5 yards (tackle by Kyle Vanden Bosch),1.200,1.330
4,11:38,2,5,OAK 39,14,17,Carson Palmer pass complete short left to Darrius Heyward-Bey for 9 yards (tackle by Eric Wright),1.330,2.130
4,11:09,1,10,OAK 48,14,17,"Michael Bush up the middle for 1 yard (tackle by Corey Williams). Penalty on Cliff Avril: Defensive Offside, 5 yards (no play)",2.130,2.860
4,10:47,1,5,DET 47,14,17,Michael Bush left tackle for 2 yards (tackle by Corey Williams),2.860,2.530
4,10:10,2,3,DET 45,14,17,Michael Bush up the middle for 5 yards (tackle by John Wendling and Stephen Tulloch),2.530,2.920
4,9:33,1,10,DET 40,14,17,Michael Bush up the middle for 2 yards (tackle by Nick Fairley),2.920,2.640
4,8:58,2,8,DET 38,14,17,Carson Palmer pass incomplete short left intended for Denarius Moore,2.640,1.950
4,8:54,3,8,DET 38,14,17,Carson Palmer pass complete short right to T.J. Houshmandzadeh for 5 yards (tackle by Don Carey),1.950,1.190
4,8:17,,,,14,17,Timeout #1 by Detroit Lions,0.000,1.190
4,8:17,4,3,DET 33,14,20,Sebastian Janikowski 51 yard field goal good,1.190,3.000
4,,,,OAK 35,14,20,"Sebastian Janikowski kicks off 62 yards, returned by Stefan Logan for 11 yards (tackle by Richard Gordon)",0.000,-0.280
4,8:04,1,10,DET 14,14,20,Matthew Stafford pass incomplete short right intended for Nate Burleson,-0.280,-0.750
4,8:01,2,10,DET 14,14,20,Matthew Stafford pass incomplete deep left intended for Nate Burleson,-0.750,-1.400
4,7:55,3,10,DET 14,14,26,"Matthew Stafford sacked by Tommy Kelly for -9 yards. Matthew Stafford fumbles (forced by Tommy Kelly), recovered by Aaron Curry at DET-6 and returned for 6 yards, touchdown. Penalty on Aaron Curry: Unsportsmanlike Conduct, 15 yards",-1.400,-7.000
4,,,,DET 2,14,27,Sebastian Janikowski kicks extra point good,0.000,0.000
4,,,,OAK 20,14,27,"Sebastian Janikowski kicks off 75 yards, returned by Stefan Logan for 24 yards (tackle by Matt Giordano)",0.000,0.870
4,7:40,1,10,DET 29,14,27,"Matthew Stafford pass incomplete deep middle intended for Calvin Johnson. Penalty on Stanford Routt: Defensive Pass Interference, 14 yards (no play)",0.870,1.800
4,7:35,1,10,DET 43,14,27,Matthew Stafford pass incomplete deep right intended for Titus Young,1.800,1.250
4,7:30,2,10,DET 43,14,27,Matthew Stafford pass incomplete short left intended for Titus Young,1.250,0.560
4,7:26,3,10,DET 43,14,27,Matthew Stafford pass complete short left to Brandon Pettigrew for 17 yards (tackle by Lito Sheppard),0.560,2.920
4,7:09,1,10,OAK 40,14,27,Matthew Stafford pass incomplete deep right intended for Calvin Johnson (defended by Stanford Routt),2.920,2.370
4,7:03,2,10,OAK 40,14,27,Matthew Stafford pass complete short middle to Calvin Johnson for 24 yards,2.370,4.510
4,6:29,1,10,OAK 16,14,27,Matthew Stafford pass incomplete deep middle intended for Brandon Pettigrew,4.510,3.900
4,6:24,2,10,OAK 16,14,27,Matthew Stafford pass incomplete deep middle intended for Brandon Pettigrew (defended by Aaron Curry),3.900,3.080
4,6:18,3,10,OAK 16,14,27,Matthew Stafford pass complete short middle to Brandon Pettigrew for 8 yards (tackle by Rolando McClain),3.080,2.990
4,5:36,,,,14,27,Timeout #1 by Oakland Raiders,0.000,2.990
4,5:36,4,2,OAK 8,14,27,Matthew Stafford up the middle for 5 yards (tackle by Matt Giordano),2.990,6.510
4,5:03,1,3,OAK 3,20,27,"Matthew Stafford pass complete short left to Titus Young for 3 yards, touchdown",6.510,7.000
4,,,,OAK 2,21,27,Jason Hanson kicks extra point good,0.000,0.000
4,,,,DET 35,21,27,"Jason Hanson kicks off 64 yards, returned by Rock Cartwright for 14 yards (tackle by Doug Hogue)",0.000,-0.220
4,4:54,1,10,OAK 15,21,27,Michael Bush left tackle for 12 yards (tackle by John Wendling),-0.220,0.740
4,4:12,1,10,OAK 27,21,27,Michael Bush up the middle for 3 yards (tackle by DeAndre Levy),0.740,0.600
4,4:07,,,,21,27,Timeout #2 by Detroit Lions,0.000,0.600
4,4:07,2,7,OAK 30,21,27,Michael Bush left tackle for 15 yards (tackle by Justin Durant),0.600,1.930
4,3:58,1,10,OAK 45,21,27,Michael Bush left tackle for 5 yards (tackle by DeAndre Levy),1.930,2.060
4,3:12,2,5,,21,27,Michael Bush right tackle for 2 yards (tackle by DeAndre Levy),2.060,1.620
4,2:32,3,3,DET 48,21,27,Carson Palmer pass incomplete deep right intended for Chaz Schilens,1.620,0.070
4,2:27,4,3,DET 48,21,27,Shane Lechler punts 46 yards,0.070,0.380
4,2:14,1,10,DET 2,21,27,Matthew Stafford pass incomplete short right intended for Kevin Smith,-0.380,-0.780
4,2:11,2,10,DET 2,21,27,Matthew Stafford pass complete short middle to Brandon Pettigrew for 8 yards (tackle by Stanford Routt),-0.780,-0.480
4,2:00,3,2,DET 10,21,27,Matthew Stafford pass complete short right to Nate Burleson for 8 yards (tackle by Lito Sheppard),-0.480,0.040
4,1:38,1,10,DET 18,21,27,Matthew Stafford pass complete deep left to Calvin Johnson for 21 yards (tackle by Matt Giordano),0.040,1.530
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,1:33,1,10,DET 39,21,27,Matthew Stafford pass complete deep middle to Calvin Johnson for 48 yards (tackle by Rolando McClain),1.530,4.710
4,1:00,1,10,OAK 13,21,27,"Matthew Stafford pass complete short middle to Nate Burleson for 3 yards (tackle by Rolando McClain). Penalty on Jeff Backus: Offensive Holding, 10 yards (no play)",4.710,4.040
4,0:53,1,20,OAK 23,21,27,"Matthew Stafford pass incomplete deep right intended for Calvin Johnson. Penalty on Stanford Routt: Defensive Pass Interference, 17 yards (no play)",4.040,5.830
4,0:48,1,6,OAK 6,21,27,Matthew Stafford pass incomplete short right intended for Brandon Pettigrew,5.830,4.950
4,0:43,2,6,OAK 6,27,27,"Matthew Stafford pass complete short middle to Calvin Johnson for 6 yards, touchdown",4.950,7.000
4,,,,OAK 2,28,27,Jason Hanson kicks extra point good,0.000,0.000
4,,,,DET 35,28,27,"Jason Hanson kicks off 66 yards, returned by Denarius Moore for 17 yards (tackle by Don Carey)",0.000,-0.140
4,0:35,1,10,OAK 16,28,27,Carson Palmer pass complete short middle to Kevin Boss for 13 yards (tackle by Don Carey),-0.140,0.870
4,0:27,,,,28,27,Timeout #2 by Oakland Raiders,0.000,0.870
4,0:27,1,10,OAK 29,28,27,Carson Palmer pass complete deep right to Kevin Boss for 21 yards (tackle by Amari Spievey),0.870,2.260
4,0:21,1,10,,28,27,Carson Palmer sacked by Cliff Avril for -3 yards,2.260,1.310
4,0:13,,,,28,27,Timeout #3 by Oakland Raiders,0.000,1.310
4,0:13,2,13,OAK 47,28,27,Carson Palmer pass incomplete short middle intended for Darrius Heyward-Bey,1.310,0.630
4,0:04,3,13,OAK 47,28,27,Carson Palmer pass complete short left to T.J. Houshmandzadeh for 6 yards (tackle by Eric Wright),0.630,0.130
4,0:04,4,7,DET 47,28,27,"Sebastian Janikowski 65 yard field goal no good, blocked by Ndamukong Suh",0.130,2.520
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
