Quarter,Time,Down,ToGo,Location,GNB,MIN,Detail,EPB,EPA
3,15:00,1,10,GNB 20,13,17,Randall Cobb up the middle for 1 yard (tackle by Chad Greenway),0.280,-0.130
3,14:22,2,9,GNB 21,19,17,"Aaron Rodgers pass complete deep right to Greg Jennings for 79 yards, touchdown",-0.130,7.000
3,,,,MIN 2,20,17,Mason Crosby kicks extra point good,0.000,0.000
3,,,,GNB 35,20,17,"Mason Crosby kicks off 73 yards, touchback",0.000,0.280
3,14:09,1,10,MIN 20,20,17,Christian Ponder pass incomplete short right intended for Ryan D'Imperio (defended by Clay Matthews),0.280,-0.270
3,14:05,2,10,MIN 20,20,17,Adrian Peterson right guard for 5 yards (tackle by Charlie Peprah),-0.270,-0.300
3,13:27,3,5,MIN 25,20,17,Christian Ponder sacked by B.J. Raji for 0 yards,-0.300,-1.700
3,13:03,4,5,MIN 25,20,17,"Chris Kluwe punts 49 yards, returned by Randall Cobb for 42 yards (tackle by Everson Griffen)",-1.700,-3.450
3,12:48,1,10,MIN 32,20,17,James Starks left tackle for 4 yards (tackle by Chad Greenway and E.J. Henderson),3.450,3.440
3,12:09,2,6,MIN 28,20,17,"Penalty on Bryan Bulaga: False Start, 5 yards (no play)",3.440,2.770
3,11:47,2,11,MIN 33,20,17,Aaron Rodgers pass complete short middle to James Jones for 27 yards (tackle by Marcus Sherels),2.770,5.830
3,11:03,1,6,MIN 6,20,17,Ryan Grant left end for 4 yards (tackle by Chad Greenway),5.830,5.720
3,10:35,2,2,MIN 2,26,17,"Aaron Rodgers pass complete short right to Jermichael Finley for 2 yards, touchdown",5.720,7.000
3,,,,MIN 2,27,17,"Mason Crosby kicks extra point good. Penalty on Asher Allen: Running Into the Kicker, 5 yards",0.000,0.000
3,,,,GNB 40,27,17,"Mason Crosby kicks off 60 yards, touchback",0.000,0.280
3,10:29,1,10,MIN 20,27,17,Adrian Peterson left tackle for -1 yards (tackle by Tramon Williams),0.280,-0.460
3,9:57,2,11,MIN 19,27,17,Christian Ponder right end for 10 yards (tackle by Charlie Peprah),-0.460,0.230
3,9:28,3,1,MIN 29,27,17,Adrian Peterson up the middle for 5 yards (tackle by B.J. Raji and A.J. Hawk),0.230,1.200
3,8:52,1,10,MIN 34,27,17,Christian Ponder pass incomplete deep left intended for Devin Aromashodu (defended by Tramon Williams),1.200,0.660
3,8:45,2,10,MIN 34,27,17,Adrian Peterson right tackle for 6 yards (tackle by Desmond Bishop and A.J. Hawk),0.660,0.760
3,8:07,3,4,MIN 40,27,17,Christian Ponder pass incomplete short right intended for Visanthe Shiancoe is intercepted by Charles Woodson at MIN-46 and returned for 1 yard,0.760,-2.590
3,8:02,1,10,MIN 45,27,17,Aaron Rodgers up the middle for 9 yards (tackle by Chad Greenway),2.590,3.260
3,7:22,2,1,MIN 36,27,17,Ryan Grant left guard for 4 yards (tackle by Fred Evans and Chad Greenway),3.260,3.450
3,6:46,1,10,MIN 32,27,17,Ryan Grant left tackle for 3 yards (tackle by E.J. Henderson and Fred Evans),3.450,3.310
3,6:05,2,7,MIN 29,27,17,Aaron Rodgers pass complete short right to James Jones for 5 yards (tackle by Asher Allen),3.310,3.270
3,5:23,3,2,MIN 24,27,17,"Aaron Rodgers pass incomplete deep left intended for Jordy Nelson. Penalty on Cedric Griffin: Defensive Pass Interference, 19 yards (no play)",3.270,6.060
3,5:19,1,5,MIN 5,27,17,John Kuhn right guard for 1 yard (tackle by Chad Greenway and Fred Evans),6.060,5.340
3,4:43,2,4,MIN 4,27,17,Ryan Grant right end for no gain (tackle by E.J. Henderson and Jared Allen),5.340,4.490
3,4:01,3,4,MIN 4,27,17,Aaron Rodgers sacked by Marcus Sherels for -2 yards,4.490,2.990
3,3:20,4,6,MIN 6,30,17,Mason Crosby 24 yard field goal good,2.990,3.000
3,,,,GNB 35,30,17,"Mason Crosby kicks off 66 yards, returned by Lorenzo Booker for 21 yards (tackle by D.J. Smith)",0.000,0.280
3,3:13,1,10,MIN 20,30,17,Christian Ponder pass incomplete short left intended for Visanthe Shiancoe,0.280,-0.270
3,3:09,2,10,MIN 20,30,17,Adrian Peterson up the middle for 25 yards (tackle by Morgan Burnett),-0.270,1.930
3,2:27,1,10,MIN 45,30,17,Christian Ponder pass incomplete short left intended for Michael Jenkins is intercepted by Charles Woodson at GNB-40 and returned for 25 yards (tackle by Christian Ponder),1.930,-3.250
3,2:17,1,10,MIN 35,30,17,Aaron Rodgers pass complete short middle to James Starks for 4 yards (tackle by E.J. Henderson),3.250,3.240
3,1:31,,,,30,17,Timeout #1 by Green Bay Packers,0.000,3.240
3,1:31,2,6,MIN 31,30,17,James Starks right guard for no gain (tackle by Kevin Williams),3.240,2.540
3,0:53,3,6,MIN 31,30,17,Aaron Rodgers sacked by Everson Griffen for -9 yards,2.540,0.590
3,0:22,4,15,MIN 40,33,17,Mason Crosby 58 yard field goal good,0.590,3.000
3,,,,GNB 35,33,17,"Mason Crosby kicks off 65 yards, touchback",0.000,0.280
3,0:18,1,10,MIN 20,33,17,Adrian Peterson up the middle for 54 yards (tackle by Desmond Bishop),0.280,3.840
Quarter,Time,Down,ToGo,Location,GNB,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,GNB 26,33,17,Adrian Peterson up the middle for -5 yards (tackle by Clay Matthews),3.840,2.620
4,14:25,2,15,GNB 31,33,17,Adrian Peterson left end for 3 yards (tackle by Charles Woodson),2.620,2.350
4,13:59,3,12,GNB 28,33,17,Christian Ponder pass incomplete deep right intended for Michael Jenkins,2.350,1.590
4,13:53,4,12,GNB 28,33,20,Ryan Longwell 46 yard field goal good,1.590,3.000
4,,,,MIN 35,33,20,"Ryan Longwell kicks off 65 yards, returned by Randall Cobb for 31 yards (tackle by Everson Griffen)",0.000,1.000
4,13:43,,,,33,20,Timeout #2 by Green Bay Packers,0.000,1.000
4,13:43,1,10,GNB 31,33,20,Aaron Rodgers pass incomplete deep right intended for Greg Jennings,1.000,0.460
4,13:34,2,10,GNB 31,33,20,Ryan Grant right tackle for no gain (tackle by E.J. Henderson and Chad Greenway),0.460,-0.230
4,12:50,3,10,GNB 31,33,20,Aaron Rodgers pass incomplete short right intended for Greg Jennings,-0.230,-1.310
4,12:43,4,10,GNB 31,33,20,"Tim Masthay punts 65 yards, returned by Marcus Sherels for 10 yards (tackle by D.J. Williams). Penalty on Asher Allen: Illegal Block Above the Waist, 7 yards",-1.310,0.380
4,12:30,1,10,MIN 7,33,20,Adrian Peterson left guard for 1 yard (tackle by Desmond Bishop),-0.380,-0.710
4,11:58,2,9,MIN 8,33,20,Christian Ponder up the middle for 3 yards (tackle by Ryan Pickett),-0.710,-0.950
4,11:20,3,6,MIN 11,33,20,Christian Ponder pass complete short left to Visanthe Shiancoe for 22 yards (tackle by Morgan Burnett),-0.950,1.140
4,10:53,1,10,MIN 33,33,20,Christian Ponder pass incomplete deep right intended for Michael Jenkins,1.140,0.590
4,10:46,2,10,MIN 33,33,20,Adrian Peterson left tackle for 3 yards (tackle by A.J. Hawk and Erik Walden),0.590,0.300
4,10:07,3,7,MIN 36,33,20,Christian Ponder up the middle for 12 yards (tackle by Charlie Peprah),0.300,2.130
4,9:30,1,10,MIN 48,33,20,Christian Ponder pass incomplete short left intended for Visanthe Shiancoe,2.130,1.580
4,9:26,2,10,MIN 48,33,20,"Christian Ponder right tackle for 7 yards (tackle by Desmond Bishop). Penalty on Joe Berger: Offensive Holding, 10 yards (no play)",1.580,0.230
4,9:01,2,20,MIN 38,33,20,Adrian Peterson left tackle for 7 yards (tackle by C.J. Wilson),0.230,0.500
4,8:23,3,13,MIN 45,33,20,"Christian Ponder pass complete short middle to Greg Camarillo for 16 yards (tackle by Desmond Bishop). Penalty on Clay Matthews: Roughing the Passer, 15 yards",0.500,3.970
4,7:51,1,10,GNB 24,33,26,"Christian Ponder pass complete deep middle to Michael Jenkins for 24 yards, touchdown",3.970,7.000
4,,,,GNB 2,33,27,Ryan Longwell kicks extra point good,0.000,0.000
4,,,,MIN 35,33,27,"Ryan Longwell kicks off 69 yards, returned by Randall Cobb for 19 yards (tackle by Kenny Onatolu)",0.000,-0.220
4,7:46,1,10,GNB 15,33,27,Aaron Rodgers pass complete short middle to Jordy Nelson for 15 yards (tackle by Asher Allen),-0.220,0.940
4,7:04,1,10,GNB 30,33,27,James Starks left end for -2 yards (tackle by Jared Allen and E.J. Henderson),0.940,0.120
4,6:27,2,12,GNB 28,33,27,Aaron Rodgers pass complete short right to Donald Driver for 6 yards (tackle by Chad Greenway),0.120,0.230
4,5:42,3,6,GNB 34,33,27,Aaron Rodgers pass incomplete deep right intended for Greg Jennings,0.230,-1.110
4,5:38,4,6,GNB 34,33,27,Tim Masthay punts 64 yards,-1.110,0.380
4,5:26,1,10,MIN 2,33,27,Adrian Peterson left guard for 3 yards (tackle by Desmond Bishop),-0.380,-0.560
4,4:54,2,7,MIN 5,33,27,Christian Ponder pass incomplete short right intended for Devin Aromashodu,-0.560,-1.070
4,4:49,3,7,MIN 5,33,27,Christian Ponder pass complete short right to Visanthe Shiancoe for 12 yards (tackle by Erik Walden),-1.070,-0.060
4,4:21,1,10,MIN 17,33,27,Christian Ponder pass incomplete short left intended for Kyle Rudolph,-0.060,-0.580
4,4:13,2,10,MIN 17,33,27,Adrian Peterson right guard for no gain (tackle by Ryan Pickett),-0.580,-1.250
4,3:37,,,,33,27,Timeout #3 by Green Bay Packers,0.000,-1.250
4,3:37,3,10,MIN 17,33,27,Christian Ponder pass complete deep middle to Greg Camarillo for 19 yards (tackle by Jarrett Bush),-1.250,1.330
4,2:55,1,10,MIN 36,33,27,Christian Ponder pass incomplete deep left intended for Michael Jenkins (defended by Tramon Williams),1.330,0.790
4,2:47,2,10,MIN 36,33,27,Christian Ponder pass incomplete short middle intended for Greg Camarillo (defended by Charles Woodson),0.790,0.100
4,2:42,3,10,MIN 36,33,27,Christian Ponder pass incomplete deep left intended for Visanthe Shiancoe,0.100,-0.980
4,2:37,4,10,MIN 36,33,27,"Chris Kluwe punts 44 yards, fair catch by Randall Cobb",-0.980,-0.280
4,2:30,1,10,GNB 20,33,27,James Starks right tackle for 15 yards (tackle by Husain Abdullah),0.280,1.270
4,2:20,,,,33,27,Timeout #1 by Minnesota Vikings,0.000,1.270
4,2:20,1,10,GNB 35,33,27,"Penalty on Jermichael Finley: False Start, 5 yards (no play)",1.270,0.940
4,2:20,1,15,GNB 30,33,27,James Starks right guard for 4 yards (tackle by Fred Evans),0.940,0.590
4,2:14,,,,33,27,Timeout #2 by Minnesota Vikings,0.000,0.590
4,2:14,2,11,GNB 34,33,27,James Starks right end for 20 yards (tackle by Asher Allen),0.590,2.520
4,2:05,,,,33,27,Timeout #3 by Minnesota Vikings,0.000,2.520
4,2:05,1,10,MIN 46,33,27,James Starks right end for -1 yards (tackle by Fred Evans),2.520,1.840
4,2:00,2,11,MIN 47,33,27,James Starks left guard for 4 yards (tackle by Kevin Williams and Jared Allen),1.840,1.680
4,1:17,3,7,MIN 43,33,27,James Starks up the middle for 13 yards (tackle by Husain Abdullah),1.680,3.580
4,0:34,1,10,MIN 30,33,27,Aaron Rodgers kneels for -1 yards,3.580,2.900
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
