Quarter,Time,Down,ToGo,Location,HOU,CLE,Detail,EPB,EPA
2,11:19,3,1,CLE 39,7,0,Derek Anderson pass complete short left to Joe Jurevicius for 25 yards (tackle by Von Hutchins),0.890,3.180
2,10:42,1,10,HOU 36,7,0,Derek Anderson pass incomplete deep middle intended for Braylon Edwards,3.180,2.640
2,10:37,,,,7,0,Timeout #1 by Cleveland Browns,0.000,2.640
2,10:37,2,10,HOU 36,7,0,Jamal Lewis right guard for 17 yards (tackle by DeMeco Ryans),2.640,4.310
2,10:01,1,10,HOU 19,7,6,"Derek Anderson pass complete deep left to Braylon Edwards for 19 yards, touchdown",4.310,7.000
2,,,,HOU 2,7,7,Phil Dawson kicks extra point good,0.000,0.000
2,,,,CLE 30,7,7,Phil Dawson kicks off 30 yards,0.000,1.600
2,9:55,1,10,HOU 40,7,7,Ron Dayne right tackle for 6 yards (tackle by Simon Fraser and D'Qwell Jackson),1.600,1.860
2,9:17,2,4,HOU 46,7,7,Matt Schaub pass complete deep middle to Andre' Davis for 18 yards (tackle by Daven Holly),1.860,3.180
2,8:42,1,10,CLE 36,7,7,Matt Schaub pass complete short left to Andre Johnson for 11 yards (tackle by Leigh Bodden),3.180,3.910
2,8:06,1,10,CLE 25,7,7,Matt Schaub pass incomplete short left intended for Andre' Davis (defended by Brandon McDonald),3.910,3.360
2,8:02,2,10,CLE 25,7,7,Ron Dayne right tackle for 2 yards (tackle by D'Qwell Jackson and Andra Davis),3.360,2.940
2,7:18,3,8,CLE 23,7,7,Matt Schaub pass incomplete deep middle intended for Owen Daniels (defended by Brodney Pool),2.940,1.930
2,7:13,4,8,CLE 23,10,7,Kris Brown 41 yard field goal good,1.930,3.000
2,,,,HOU 30,10,7,"Kris Brown kicks off 59 yards, returned by Josh Cribbs for 29 yards (tackle by Fred Bennett). Penalty on Darnell Dinkins: Unnecessary Roughness, 15 yards",0.000,0.610
2,7:00,1,10,CLE 25,10,7,Jamal Lewis left guard for 4 yards (tackle by DeMeco Ryans and Danny Clark),0.610,0.600
2,6:19,2,6,CLE 29,10,7,Derek Anderson pass incomplete short right intended for Lawrence Vickers,0.600,-0.100
2,6:19,3,6,CLE 29,10,7,Derek Anderson pass complete short left to Kellen Winslow Jr. for 7 yards (tackle by Von Hutchins),-0.100,1.330
2,5:31,1,10,CLE 36,10,7,Derek Anderson pass incomplete deep right intended for Braylon Edwards is intercepted by Fred Bennett at HOU-33 and returned for 33 yards (tackle by Braylon Edwards),1.330,-3.310
2,5:17,1,10,CLE 34,10,7,Ron Dayne left guard for 1 yard (tackle by Orpheus Roye),3.310,2.910
2,4:40,2,9,CLE 33,10,7,Matt Schaub pass incomplete short right intended for Andre Johnson,2.910,2.210
2,4:34,3,9,CLE 33,10,7,Matt Schaub pass complete short left to Ron Dayne for 5 yards (tackle by D'Qwell Jackson),2.210,1.650
2,3:57,4,4,CLE 28,10,7,Kris Brown 46 yard field goal no good,1.650,-1.330
2,3:53,1,10,CLE 36,10,7,Derek Anderson pass complete short left to Jamal Lewis for 5 yards (tackle by Danny Clark),1.330,1.470
2,3:11,2,5,CLE 41,10,7,Jamal Lewis left tackle for 7 yards (tackle by Morlon Greenwood),1.470,2.130
2,2:31,1,10,CLE 48,10,7,Derek Anderson pass complete short left to Jamal Lewis for 8 yards (tackle by Danny Clark),2.130,2.660
2,2:00,2,2,HOU 44,10,7,Derek Anderson pass complete short middle to Kellen Winslow Jr. for 5 yards (tackle by DeMeco Ryans),2.660,2.980
2,1:28,1,10,HOU 39,10,7,Derek Anderson pass incomplete short left intended for Braylon Edwards,2.980,2.440
2,1:21,2,10,HOU 39,10,7,"Derek Anderson pass complete short left to Braylon Edwards for -1 yards (tackle by DeMeco Ryans). Penalty on Eric Steinbach: Ineligible Downfield Pass, 5 yards (no play)",2.440,1.770
2,1:20,2,15,HOU 44,10,7,Derek Anderson pass incomplete intended for Joe Jurevicius,1.770,1.090
2,1:19,3,15,HOU 44,10,7,Derek Anderson pass complete short right to Kellen Winslow Jr. for 12 yards (tackle by Morlon Greenwood),1.090,1.290
2,1:05,4,3,HOU 32,10,7,Derek Anderson pass complete short left to Braylon Edwards for 9 yards (tackle by Will Demps),1.290,4.040
2,0:58,,,,10,7,Timeout #2 by Cleveland Browns,0.000,4.040
2,0:58,1,10,HOU 23,10,7,Derek Anderson pass complete short middle to Jason Wright for 12 yards (tackle by DeMeco Ryans),4.040,4.840
2,0:27,,,,10,7,Timeout #3 by Cleveland Browns,0.000,4.840
2,0:27,1,10,HOU 11,10,7,Derek Anderson pass complete short right to Jason Wright for 4 yards (tackle by Fred Bennett),4.840,4.890
2,0:27,,,,10,7,Timeout #1 by Houston Texans,0.000,4.890
2,0:21,2,6,HOU 7,10,13,"Derek Anderson pass complete short left to Kellen Winslow Jr. for 7 yards, touchdown",4.890,7.000
2,,,,HOU 2,10,14,Phil Dawson kicks extra point good,0.000,0.000
2,,,,CLE 30,10,14,"Phil Dawson kicks off 42 yards, returned by Vonta Leach for 12 yards (tackle by Brandon McDonald)",0.000,1.600
2,0:16,1,10,HOU 40,10,14,Matt Schaub pass complete short middle to Owen Daniels for 10 yards (tackle by Leigh Bodden),1.600,2.260
2,0:04,,,,10,14,Timeout #2 by Houston Texans,0.000,2.260
2,0:04,1,10,,10,14,Matt Schaub pass complete short left to Jacoby Jones for 14 yards (tackle by Leigh Bodden),2.260,1.330
Quarter,Time,Down,ToGo,Location,HOU,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 30,10,14,"Kris Brown kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,CLE 20,10,14,Jamal Lewis left guard for -1 yards (tackle by Travis Johnson),0.280,-0.460
3,14:26,2,11,CLE 19,10,14,Derek Anderson pass incomplete short left intended for Braylon Edwards,-0.460,-1.140
3,14:26,3,11,CLE 19,10,14,Derek Anderson pass complete short right to Joe Jurevicius for 8 yards (tackle by Von Hutchins),-1.140,-1.570
3,14:01,4,3,CLE 27,10,14,Dave Zastudil punts 28 yards,-1.570,-1.930
3,13:49,1,10,HOU 45,10,14,Ron Dayne right tackle for 4 yards (tackle by Orpheus Roye and Kellen Winslow Jr.),1.930,1.920
3,13:15,2,6,HOU 49,10,14,Matt Schaub pass incomplete short middle intended for Andre Johnson (defended by Willie McGinest),1.920,1.220
3,13:15,3,6,HOU 49,10,14,Matt Schaub pass incomplete short left intended for Jacoby Jones (defended by Brandon McDonald),1.220,-0.130
3,13:05,4,6,HOU 49,10,14,"Matt Turk punts 36 yards, returned by Josh Cribbs for 13 yards (tackle by Bryan Pittman)",-0.130,-0.810
3,12:55,1,10,CLE 28,10,14,Derek Anderson pass complete short left to Joe Jurevicius for 14 yards (tackle by Von Hutchins),0.810,1.730
3,12:21,1,10,CLE 42,10,14,Jamal Lewis left guard for 15 yards (tackle by Von Hutchins and Fred Bennett),1.730,2.720
3,11:24,1,10,HOU 43,10,14,Jamal Lewis right tackle for 5 yards (tackle by DeMeco Ryans),2.720,2.850
3,11:03,2,5,HOU 38,10,14,Jason Wright right tackle for 10 yards (tackle by Morlon Greenwood),2.850,3.710
3,10:22,1,10,HOU 28,10,14,Jamal Lewis right tackle for 5 yards (tackle by Fred Bennett),3.710,3.840
3,9:44,2,5,HOU 23,10,14,Jamal Lewis left guard for 10 yards (tackle by Von Hutchins),3.840,4.710
3,8:57,1,10,HOU 13,10,14,Jason Wright right guard for 3 yards (tackle by C.C. Brown and Earl Cochran),4.710,4.580
3,8:14,2,7,HOU 10,10,14,Derek Anderson pass complete short right to Kellen Winslow Jr. for 2 yards (tackle by Morlon Greenwood),4.580,4.100
3,8:14,3,5,HOU 8,10,14,Derek Anderson pass incomplete short middle intended for Joe Jurevicius (defended by Fred Bennett),4.100,2.970
3,7:26,4,5,HOU 8,10,17,Phil Dawson 25 yard field goal good,2.970,3.000
3,,,,CLE 30,10,17,"Phil Dawson kicks off 69 yards, returned by Dexter Wynn for 26 yards (tackle by Mike Adams)",0.000,0.740
3,7:17,1,10,HOU 27,10,17,"Matt Schaub pass incomplete deep right intended for Andre' Davis. Penalty on Daven Holly: Defensive Pass Interference, 26 yards (no play)",0.740,2.460
3,7:11,1,10,CLE 47,10,17,Ron Dayne left tackle for 7 yards (tackle by Sean Jones),2.460,2.860
3,6:35,2,3,CLE 40,10,17,Ron Dayne right guard for 1 yard (tackle by Robaire Smith and D'Qwell Jackson),2.860,2.280
3,5:56,3,2,CLE 39,10,17,"Matt Schaub pass complete to Owen Daniels for 17 yards (tackle by Kamerion Wimbley). Owen Daniels fumbles (forced by Kamerion Wimbley), recovered by Leigh Bodden at CLE-22",2.280,-0.410
,,,,,,,"HOU challenged the runner was down by contact ruling, and the play was upheld.",,
3,5:45,1,10,CLE 22,10,17,"Penalty on Ryan Tucker: False Start, 5 yards (no play)",0.410,-0.120
3,5:45,1,15,CLE 17,10,17,Derek Anderson pass complete deep right to Kellen Winslow Jr. for 22 yards (tackle by Zach Diles),-0.120,1.530
3,5:01,1,10,CLE 39,10,17,"Derek Anderson sacked by Mario Williams for -5 yards. Derek Anderson fumbles (forced by Mario Williams), recovered by Joe Thomas at CLE-35",1.530,0.450
3,4:18,2,14,CLE 35,10,17,Jamal Lewis right tackle for 3 yards (tackle by N.D. Kalu),0.450,0.170
3,4:18,3,11,CLE 38,10,17,Derek Anderson pass complete short right to Jason Wright for 5 yards (tackle by Fred Bennett),0.170,-0.520
3,3:08,4,6,CLE 43,10,17,Dave Zastudil punts 28 yards,-0.520,-0.870
3,3:01,1,10,HOU 29,10,17,Ron Dayne right guard for 6 yards (tackle by D'Qwell Jackson),0.870,1.140
3,2:23,2,4,HOU 35,10,17,Matt Schaub sacked by Shaun Smith for -7 yards,1.140,-0.490
3,2:23,3,11,HOU 28,10,17,"Penalty on Eric Winston: False Start, 5 yards (no play)",-0.490,-1.150
3,2:23,3,16,HOU 23,10,17,Matt Schaub pass complete short left to Kevin Walter for 10 yards (tackle by Leigh Bodden),-1.150,-1.180
3,0:46,4,6,HOU 33,10,17,"Matt Turk punts 36 yards, fair catch by Josh Cribbs",-1.180,-1.000
3,0:38,1,10,CLE 31,10,17,Jamal Lewis left guard for 5 yards (tackle by C.C. Brown and DeMeco Ryans),1.000,1.140
Quarter,Time,Down,ToGo,Location,HOU,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,CLE 36,10,17,Jamal Lewis right tackle for 3 yards (tackle by Morlon Greenwood),1.140,0.830
4,14:22,3,2,CLE 39,10,17,Derek Anderson pass complete short left to Braylon Edwards for 9 yards (tackle by Von Hutchins),0.830,2.130
4,13:44,1,10,CLE 48,10,17,Derek Anderson pass incomplete short right intended for Lawrence Vickers,2.130,1.580
4,13:39,2,10,CLE 48,10,17,Jamal Lewis left tackle for 6 yards (tackle by Danny Clark),1.580,1.680
4,13:39,3,4,HOU 46,10,17,Derek Anderson pass complete short right to Joe Jurevicius for 3 yards (tackle by Fred Bennett),1.680,0.400
4,12:19,4,1,HOU 43,10,17,"Dave Zastudil punts 32 yards, fair catch by Jacoby Jones",0.400,0.370
4,12:10,1,10,HOU 11,10,17,Matt Schaub pass incomplete short right intended for Kevin Walter,-0.370,-0.780
4,12:05,2,10,HOU 11,10,17,"Ron Dayne right guard for 12 yards (tackle by D'Qwell Jackson). Penalty on Chester Pitts: Offensive Holding, 6 yards (no play)",-0.780,-1.220
4,11:44,2,16,HOU 5,10,17,Matt Schaub pass incomplete deep left intended for Andre Johnson (defended by Brandon McDonald),-1.220,-2.120
4,11:38,3,16,HOU 5,10,17,Matt Schaub pass incomplete deep right intended for Kevin Walter (defended by Leigh Bodden),-2.120,-2.490
4,11:33,4,16,HOU 5,10,17,"Matt Turk punts 37 yards, returned by Josh Cribbs for 8 yards (tackle by Zach Diles)",-2.490,-3.310
4,11:23,1,10,HOU 34,10,17,Jamal Lewis left guard for no gain (tackle by DeMeco Ryans and Anthony Weaver),3.310,2.770
4,10:44,2,10,HOU 34,10,17,Derek Anderson pass complete deep middle to Kellen Winslow Jr. for 21 yards (tackle by Morlon Greenwood),2.770,4.710
4,10:00,1,10,HOU 13,10,17,Jamal Lewis left guard for 3 yards (tackle by Travis Johnson),4.710,4.580
4,9:19,2,7,HOU 10,10,17,Jamal Lewis right guard for 1 yard (tackle by Fred Bennett),4.580,3.880
4,8:40,3,6,HOU 9,10,17,Derek Anderson pass incomplete short middle intended for Steve Heiden,3.880,2.850
4,8:35,4,6,HOU 9,10,20,Phil Dawson 27 yard field goal good,2.850,3.000
4,,,,CLE 30,10,20,"Phil Dawson kicks off 71 yards, returned by Dexter Wynn for 21 yards (tackle by Brandon McDonald)",0.000,0.280
4,8:25,1,10,HOU 20,10,20,Matt Schaub sacked by Antwan Peek for -12 yards,0.280,-1.660
4,8:25,2,22,HOU 8,10,20,Matt Schaub pass incomplete deep left intended for Andre Johnson is intercepted by Brandon McDonald at HOU-30,-1.660,-3.580
4,7:47,1,10,HOU 30,10,20,Jamal Lewis right tackle for 2 yards (tackle by Anthony Weaver),3.580,3.300
4,7:06,2,8,HOU 28,10,20,Derek Anderson pass complete deep left to Kellen Winslow Jr. for 20 yards (tackle by Von Hutchins),3.300,5.370
4,6:22,1,8,HOU 8,10,20,Jamal Lewis left tackle for 7 yards (tackle by Travis Johnson),5.370,5.910
4,5:51,2,1,HOU 1,10,26,"Jamal Lewis right guard for 1 yard, touchdown",5.910,7.000
4,,,,,10,26,"Penalty on Michael Boulware: Defensive Offside, 5 yards",0.000,0.000
4,,,,HOU 2,10,27,Phil Dawson kicks extra point good,0.000,0.000
4,,,,CLE 35,10,27,"Phil Dawson kicks off 63 yards, returned by Jacoby Jones for 18 yards (tackle by Lawrence Vickers)",0.000,0.280
4,5:48,1,10,HOU 20,10,27,Matt Schaub pass complete short left to Owen Daniels for 8 yards (tackle by Leon Williams),0.280,0.810
4,5:21,2,2,HOU 28,10,27,Matt Schaub pass complete deep right to Owen Daniels for 22 yards (tackle by Leon Williams),0.810,2.260
4,4:53,1,10,,10,27,Matt Schaub pass complete short left to Andre' Davis for 29 yards (tackle by D'Qwell Jackson),2.260,4.170
4,4:27,1,10,CLE 21,10,27,Matt Schaub pass incomplete deep left intended for Andre' Davis,4.170,3.630
4,4:27,2,10,CLE 21,10,27,Matt Schaub pass complete short left to Andre Johnson for 8 yards (tackle by Brodney Pool),3.630,4.240
4,3:58,3,2,CLE 13,10,27,Ron Dayne left guard for 5 yards (tackle by D'Qwell Jackson),4.240,5.370
4,3:33,1,8,CLE 8,10,27,"Matt Schaub pass incomplete short left intended for Jacoby Jones. Penalty on HOU: Illegal Formation, 5 yards (no play)",5.370,4.530
4,3:33,1,13,CLE 13,10,27,Matt Schaub pass complete short right to Ron Dayne for 2 yards (tackle by Daven Holly),4.530,4.020
4,3:17,,,,10,27,Timeout #2 by Houston Texans,0.000,4.020
4,3:17,2,11,CLE 11,10,27,"Penalty on Kamerion Wimbley: Defensive Offside, 5 yards (no play)",4.020,4.950
4,3:17,2,6,CLE 6,16,27,"Matt Schaub pass complete short middle to Owen Daniels for 6 yards, touchdown",4.950,7.000
4,,,,CLE 2,17,27,Kris Brown kicks extra point good,0.000,0.000
4,,,,HOU 30,17,27,"Kris Brown kicks onside 9 yards, recovered by Nick Sorensen",0.000,2.980
4,3:11,1,10,HOU 39,17,27,Jamal Lewis left guard for 1 yard (tackle by DeMeco Ryans),2.980,2.580
4,2:27,2,9,HOU 38,17,27,Jamal Lewis right guard for 15 yards (tackle by Will Demps and Amobi Okoye),2.580,4.040
4,2:00,1,10,HOU 23,17,27,Jamal Lewis left guard for 5 yards (tackle by Will Demps),4.040,4.210
4,1:54,,,,17,27,Timeout #3 by Houston Texans,0.000,4.210
4,1:54,2,5,HOU 18,17,27,Jamal Lewis right tackle for -2 yards (tackle by C.C. Brown),4.210,3.200
4,1:10,3,7,HOU 20,17,27,Jamal Lewis right guard for 2 yards (tackle by Travis Johnson),3.200,2.300
4,0:23,4,5,HOU 18,17,27,Jamal Lewis left guard for 5 yards (tackle by Mario Williams),2.300,4.040
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
