Quarter,Time,Down,ToGo,Location,BAL,NOR,Detail,EPB,EPA
2,13:49,1,7,NOR 7,7,0,Jamal Lewis left guard for 2 yards (tackle by Charles Grant),5.600,5.150
2,13:06,2,5,NOR 5,7,0,Jamal Lewis right guard for 1 yard (tackle by Charles Grant and Scott Fujita),5.150,4.490
2,12:24,3,4,NOR 4,13,0,"Steve McNair pass complete short right to Clarence Moore for 4 yards, touchdown",4.490,7.000
2,,,,NOR 2,14,0,Matt Stover kicks extra point good,0.000,0.000
2,,,,BAL 30,14,0,"Matt Stover kicks off 62 yards, returned by Michael Lewis for 22 yards (tackle by Evan Oglesby)",0.000,0.940
2,12:14,1,10,NOR 30,14,0,Deuce McAllister left guard for 7 yards (tackle by Kelly Gregg and Bart Scott),0.940,1.340
2,11:38,2,3,NOR 37,14,0,Drew Brees pass complete short right to Deuce McAllister for -1 yards (tackle by Ray Lewis and Chris McAlister),1.340,0.500
2,10:56,3,4,NOR 36,14,0,"Penalty on Jammal Brown: False Start, 5 yards (no play)",0.500,-0.160
2,10:35,3,9,NOR 31,14,0,Drew Brees pass incomplete short middle intended for Marques Colston (defended by Gerome Sapp),-0.160,-1.310
2,10:32,4,9,NOR 31,14,0,"Steve Weatherford punts 44 yards, returned by B.J. Sams for -2 yards (tackle by Omar Stoutmire)",-1.310,-0.480
2,10:21,1,10,BAL 23,14,0,Jamal Lewis right guard for 3 yards (tackle by Omar Stoutmire),0.480,0.340
2,9:44,2,7,BAL 26,14,0,Steve McNair pass complete short left to Derrick Mason for 14 yards (tackle by Fred Thomas),0.340,1.600
2,9:12,1,10,BAL 40,14,0,Jamal Lewis left guard for 5 yards (tackle by Scott Shanle),1.600,1.730
2,8:32,2,5,BAL 45,14,0,Jamal Lewis left guard for 2 yards (tackle by Omar Stoutmire and Will Smith),1.730,1.290
2,7:49,3,3,BAL 47,14,0,Steve McNair pass incomplete (defended by Charles Grant),1.290,-0.260
,,,,,,,"BAL challenged the ruling, and the original play was overturned.",,
2,7:43,4,3,BAL 47,14,0,"Sam Koch punts 43 yards, fair catch by Reggie Bush",-0.260,0.380
2,7:36,1,10,NOR 10,14,0,Reggie Bush right guard for 5 yards (tackle by Ray Lewis),-0.380,-0.350
2,6:59,2,5,NOR 15,14,0,Deuce McAllister left guard for no gain (tackle by Justin Bannan and Haloti Ngata),-0.350,-0.840
2,6:17,3,5,NOR 15,20,0,"Drew Brees pass incomplete short right intended for Aaron Stecker is intercepted by Ronnie Prude at NOR-12 and returned for 12 yards, touchdown",-0.840,-7.000
2,,,,NOR 2,21,0,Matt Stover kicks extra point good,0.000,0.000
2,,,,BAL 30,21,0,"Matt Stover kicks off 68 yards, returned by Michael Lewis for 46 yards (tackle by Evan Oglesby)",0.000,2.130
2,6:02,1,10,NOR 48,21,0,Drew Brees pass complete short right to Marques Colston for 6 yards (tackle by Jarret Johnson),2.130,2.390
2,5:23,2,4,BAL 46,21,0,Reggie Bush left tackle for no gain (tackle by Ray Lewis),2.390,1.680
2,4:38,,,,21,0,Timeout #2 by New Orleans Saints,0.000,1.680
2,4:38,3,4,BAL 46,21,0,"Penalty on Jeff Faine: False Start, 4 yards (no play)",1.680,1.160
2,4:38,3,8,NOR 50,21,0,Drew Brees pass complete short left to Marques Colston for 18 yards (tackle by Dawan Landry),1.160,3.450
2,4:15,1,10,BAL 32,21,6,"Drew Brees pass complete deep middle to Joe Horn for 32 yards, touchdown",3.450,7.000
2,,,,BAL 2,21,7,John Carney kicks extra point good,0.000,0.000
2,,,,NOR 30,21,7,"John Carney kicks off 62 yards, returned by B.J. Sams for 21 yards (tackle by Michael Lewis)",0.000,0.870
2,4:02,1,10,BAL 29,21,7,Steve McNair pass complete deep middle to Derrick Mason for 22 yards (tackle by Jason Craft),0.870,2.320
2,3:18,1,10,NOR 49,21,7,Steve McNair pass complete short left to Derrick Mason for 3 yards (tackle by Jason Craft and Josh Bullocks),2.320,2.190
2,2:34,2,7,NOR 46,21,7,Steve McNair left guard for 14 yards (tackle by Omar Stoutmire),2.190,3.450
2,2:00,1,10,NOR 32,21,7,Jamal Lewis left tackle for 8 yards (tackle by Jason Craft),3.450,3.980
2,1:19,2,2,NOR 24,21,7,Jamal Lewis left guard for 5 yards (tackle by Josh Bullocks),3.980,4.310
2,0:45,1,10,NOR 19,21,7,Jamal Lewis left end for 4 yards (tackle by Jason Craft),4.310,4.350
2,0:39,,,,21,7,Timeout #2 by Baltimore Ravens,0.000,4.350
2,0:39,2,6,NOR 15,21,7,Steve McNair pass complete short right to Derrick Mason for 8 yards (tackle by Scott Shanle and Josh Bullocks),4.350,5.600
2,0:22,1,7,NOR 7,21,7,Steve McNair spiked the ball,5.600,4.760
2,0:22,2,7,NOR 7,21,7,Musa Smith right guard for 1 yard (tackle by Brian Young and Omar Stoutmire),4.760,4.040
2,0:15,,,,21,7,Timeout #3 by Baltimore Ravens,0.000,4.040
2,0:15,3,6,NOR 6,27,7,"Steve McNair pass complete short right to Todd Heap for 6 yards, touchdown",4.040,7.000
2,,,,NOR 2,28,7,Matt Stover kicks extra point good,0.000,0.000
2,,,,BAL 30,,,"Matt Stover kicks off 60 yards, returned by Michael Lewis for 17 yards (tackle by Ronnie Prude)",,
2,0:05,1,10,NOR 27,28,7,Drew Brees kneels for -1 yards,0.740,0.060
Quarter,Time,Down,ToGo,Location,BAL,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 30,28,7,"Matt Stover kicks off 66 yards, returned by Michael Lewis for 19 yards (tackle by Evan Oglesby). Penalty on Terrance Copper: Offensive Holding, 10 yards",0.000,-0.320
3,14:54,1,10,NOR 13,28,7,"Penalty on Marques Colston: False Start, 5 yards (no play)",-0.320,-0.570
3,14:54,1,15,NOR 8,28,7,Reggie Bush left guard for 3 yards (tackle by Ray Lewis and Kelly Gregg),-0.570,-0.930
3,14:19,2,12,NOR 11,28,7,"Drew Brees pass incomplete short left intended for Marques Colston (defended by Samari Rolle). Penalty on Samari Rolle: Defensive Pass Interfere, 14 yards (no play)",-0.930,0.610
3,14:13,1,10,NOR 25,28,7,Deuce McAllister right tackle for -1 yards (tackle by Ray Lewis),0.610,-0.070
3,13:43,2,11,NOR 24,28,7,Drew Brees middle for 7 yards (tackle by Kelly Gregg),-0.070,0.170
3,13:24,3,4,NOR 31,28,7,Drew Brees pass complete short middle to Mark Campbell for 3 yards (tackle by Adalius Thomas),0.170,-1.110
3,12:47,4,1,NOR 34,28,7,"Steve Weatherford punts 45 yards, returned by B.J. Sams for 13 yards (tackle by Terrence Melton)",-1.110,-1.200
3,12:35,1,10,BAL 34,28,7,Steve McNair pass complete short right to Todd Heap for 11 yards (tackle by Josh Bullocks),1.200,1.930
3,12:04,1,10,BAL 45,28,7,Jamal Lewis left end for 5 yards (tackle by Scott Fujita and Josh Bullocks),1.930,2.060
3,11:22,2,5,NOR 50,28,7,Jamal Lewis left tackle for no gain (tackle by Hollis Thomas and Will Smith),2.060,1.360
3,10:38,3,5,NOR 50,28,7,Steve McNair middle for 5 yards (tackle by Scott Shanle),1.360,2.590
3,9:53,1,10,NOR 45,28,7,Steve McNair pass incomplete deep right intended for Mark Clayton,2.590,2.040
3,9:45,2,10,NOR 45,28,7,Jamal Lewis right tackle for 3 yards (tackle by Scott Shanle),2.040,1.750
3,9:03,3,7,NOR 42,28,7,Steve McNair pass complete short left to Musa Smith for 5 yards (tackle by Scott Fujita),1.750,0.790
3,8:25,4,2,NOR 37,28,7,Sam Koch punts 35 yards,0.790,0.380
3,8:13,1,10,NOR 2,34,7,"Drew Brees pass incomplete short left intended for Joe Horn is intercepted by Dawan Landry at NOR-12 and returned for 12 yards, touchdown",-0.380,-7.000
3,,,,NOR 2,35,7,Matt Stover kicks extra point good,0.000,0.000
3,,,,BAL 30,35,7,"Matt Stover kicks off 66 yards, returned by Michael Lewis for 21 yards (tackle by Ovie Mughelli)",0.000,0.610
3,8:00,1,10,NOR 25,35,7,Drew Brees pass complete short right to Joe Horn for 8 yards (tackle by Ed Reed),0.610,1.140
3,7:26,2,2,NOR 33,35,7,Reggie Bush right end for -3 yards (tackle by Ed Reed),1.140,0.040
3,6:55,3,5,NOR 30,35,7,Drew Brees pass complete short right to Deuce McAllister for 9 yards (tackle by Trevor Pryce and Ray Lewis),0.040,1.530
3,6:12,1,10,NOR 39,35,7,Drew Brees sacked by Trevor Pryce for -11 yards,1.530,-0.500
3,5:46,2,21,NOR 28,35,7,Reggie Bush left end for 11 yards (tackle by Dawan Landry),-0.500,0.300
3,5:04,3,10,NOR 39,35,7,Drew Brees pass complete deep right to Joe Horn for 39 yards (tackle by Ed Reed). Penalty on Chris McAlister: Defensive Pass Interfere (Declined),0.300,4.110
3,4:49,1,10,BAL 22,35,7,Drew Brees pass incomplete short right intended for Reggie Bush (defended by Adalius Thomas),4.110,3.560
3,4:44,2,10,BAL 22,35,7,Drew Brees pass complete short right to Mark Campbell for 8 yards (tackle by Adalius Thomas),3.560,4.150
3,4:04,3,2,BAL 14,35,7,Drew Brees pass incomplete short right intended for Joe Horn,4.150,2.630
,,,,,,,"NOR challenged the ruling, and the play was upheld.",,
3,3:59,4,2,BAL 14,35,7,"Aaron Stecker middle for 2 yards (tackle by Ray Lewis). Penalty on Jeff Faine: Offensive Holding, 10 yards",2.630,1.990
3,3:30,4,10,BAL 22,35,7,Drew Brees pass incomplete intended for Marques Colston,1.990,-0.410
3,3:25,1,10,BAL 22,35,7,Jamal Lewis right end for 17 yards (tackle by Omar Stoutmire),0.410,1.530
3,2:50,1,10,BAL 39,35,7,Jamal Lewis right guard for no gain (tackle by Will Smith),1.530,0.990
3,2:06,2,10,BAL 39,35,7,"Penalty on Quinn Sypniewski: False Start, 5 yards (no play)",0.990,0.310
3,1:45,2,15,BAL 34,35,7,Steve McNair pass incomplete deep left intended for Todd Heap (defended by Fred Thomas),0.310,-0.360
3,1:38,3,15,BAL 34,35,7,"Steve McNair for no gain. Steve McNair fumbles, recovered by Steve McNair at BAL-25",-0.360,-1.700
3,1:12,4,24,BAL 25,35,7,"Sam Koch punts 54 yards, returned by Michael Lewis for 5 yards (tackle by Gary Stills)",-1.700,-0.670
3,1:01,1,10,NOR 26,35,7,Drew Brees pass incomplete short left intended for Reggie Bush (defended by Terrell Suggs),0.670,0.130
3,0:58,2,10,NOR 26,35,7,Drew Brees pass incomplete short middle intended for Mark Campbell (defended by Bart Scott),0.130,-0.560
3,0:54,3,10,NOR 26,35,7,Drew Brees pass complete short right to Joe Horn for 17 yards (tackle by Chris McAlister),-0.560,1.800
3,0:21,1,10,NOR 43,35,7,Drew Brees pass complete short right to Reggie Bush for 5 yards (tackle by Bart Scott),1.800,1.930
Quarter,Time,Down,ToGo,Location,BAL,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,NOR 48,35,7,Drew Brees pass incomplete short right intended for Reggie Bush (defended by Chris McAlister),1.930,1.220
4,14:57,3,5,NOR 48,35,7,"Drew Brees pass incomplete short right intended for Devery Henderson. Penalty on Chris McAlister: Defensive Holding, 5 yards (no play)",1.220,2.460
4,14:52,1,10,BAL 47,35,13,"Drew Brees pass complete deep left to Marques Colston for 47 yards, touchdown",2.460,7.000
4,,,,BAL 2,35,14,John Carney kicks extra point good,0.000,0.000
4,,,,NOR 30,35,14,"John Carney kicks off 69 yards, returned by B.J. Sams for 23 yards (tackle by Steve Gleason)",0.000,0.540
4,14:37,1,10,BAL 24,35,14,"Steve McNair pass complete short left to Daniel Wilcox for 12 yards (tackle by Omar Stoutmire). Penalty on Tony Pashos: Illegal Use of Hands, 10 yards (no play)",0.540,-0.500
4,14:11,1,20,BAL 14,35,14,Jamal Lewis left tackle for 4 yards (tackle by Fred Thomas and Omar Stoutmire),-0.500,-0.910
4,13:26,2,16,BAL 18,35,14,Steve McNair sacked by Hollis Thomas for -3 yards,-0.910,-2.250
4,12:49,3,19,BAL 15,35,14,Musa Smith middle for 1 yard (tackle by Charles Grant),-2.250,-2.390
4,12:11,4,18,BAL 16,35,14,"Sam Koch punts 47 yards. Penalty on Gerome Sapp: Personal Foul, 15 yards",-2.390,-2.390
4,12:04,1,10,BAL 48,35,14,Drew Brees pass incomplete short middle intended for Reggie Bush,2.390,1.850
4,12:00,2,10,BAL 48,35,14,Drew Brees pass incomplete short middle intended for Devery Henderson,1.850,1.160
4,11:57,3,10,BAL 48,35,14,Drew Brees pass incomplete short left intended for Billy Miller (defended by Jarret Johnson),1.160,0.070
4,11:52,4,10,BAL 48,35,14,Drew Brees pass complete short left to Marques Colston for 14 yards (tackle by Samari Rolle),0.070,3.310
4,11:27,1,10,BAL 34,35,14,Drew Brees pass incomplete deep middle intended for Marques Colston is intercepted by Dawan Landry at BAL-6 and returned for 16 yards,3.310,-0.410
4,11:15,1,10,BAL 22,35,14,Jamal Lewis right end for 3 yards (tackle by Mark Simoneau),0.410,0.270
4,10:33,2,7,BAL 25,35,14,Jamal Lewis left tackle for 4 yards (tackle by Will Smith),0.270,0.100
4,9:48,3,3,BAL 29,35,14,Musa Smith left end for 3 yards (tackle by Scott Fujita),0.100,1.070
4,9:21,1,10,BAL 32,35,14,Jamal Lewis left end for no gain (tackle by Scott Fujita and Will Smith),1.070,0.530
4,8:43,,,,35,14,Timeout #1 by Baltimore Ravens,0.000,0.530
4,8:43,2,10,BAL 32,35,14,Steve McNair pass incomplete deep left intended for Demetrius Williams (defended by Jason Craft),0.530,-0.160
4,8:38,3,10,BAL 32,35,14,Steve McNair pass complete short right to Clarence Moore for -3 yards (tackle by Mike McKenzie),-0.160,-1.440
4,7:59,4,13,BAL 29,35,14,Sam Koch punts 37 yards,-1.440,-1.200
4,7:51,1,10,NOR 34,35,14,Drew Brees pass incomplete short right intended for Joe Horn,1.200,0.660
4,7:47,2,10,NOR 34,35,14,Drew Brees pass complete short middle to Mark Campbell for 26 yards (tackle by Ed Reed),0.660,2.920
4,7:21,1,10,BAL 40,35,14,Drew Brees pass complete short left to Reggie Bush for 1 yard (tackle by Bart Scott),2.920,2.510
4,6:50,2,9,BAL 39,35,14,Drew Brees pass complete short left to Reggie Bush for 4 yards (tackle by Bart Scott),2.510,2.340
4,6:18,3,5,BAL 35,35,14,"Drew Brees pass complete deep left to Terrance Copper for 25 yards (tackle by Gerome Sapp). Penalty on Samari Rolle: Roughing the Passer, 5 yards",2.340,6.060
4,6:09,1,5,BAL 5,35,14,Drew Brees pass incomplete short right intended for Marques Colston,6.060,5.150
4,6:03,2,5,BAL 5,35,14,Drew Brees pass incomplete short middle intended for Mark Campbell (defended by Ray Lewis),5.150,4.260
4,5:59,3,5,BAL 5,35,14,Drew Brees pass incomplete short right intended for Marques Colston (defended by Ronnie Prude),4.260,3.010
4,5:54,4,5,BAL 5,35,14,Drew Brees pass incomplete short right intended for Mark Campbell,3.010,0.380
4,5:49,1,10,BAL 6,35,14,Jamal Lewis right tackle for 5 yards (tackle by Charles Grant and Scott Shanle),-0.380,-0.420
4,5:03,2,5,BAL 11,35,14,Jamal Lewis middle for 1 yard (tackle by Antwan Lake and Scott Fujita),-0.420,-0.720
4,4:55,,,,35,14,Timeout #3 by New Orleans Saints,0.000,-0.720
4,4:55,3,4,BAL 12,35,14,Steve McNair pass complete short right to Derrick Mason for 8 yards (tackle by Antwan Lake),-0.720,0.280
4,4:13,1,10,BAL 20,35,14,Jamal Lewis right guard for 2 yards (tackle by Eric Moore and Scott Shanle),0.280,0.000
4,3:27,2,8,BAL 22,35,14,Jamal Lewis left tackle for 3 yards (tackle by Scott Fujita and Mike McKenzie),0.000,-0.300
4,2:46,3,5,BAL 25,35,14,Steve McNair pass complete short middle to Musa Smith for 1 yard (tackle by Eric Moore),-0.300,-1.630
4,2:05,4,4,BAL 26,35,14,"Sam Koch punts 43 yards, returned by Michael Lewis for 9 yards (tackle by Justin Green)",-1.630,-1.600
4,1:56,1,10,NOR 40,35,14,Drew Brees pass incomplete deep middle intended for Marques Colston (defended by Ronnie Prude),1.600,1.050
4,1:51,2,10,NOR 40,35,14,"Drew Brees pass incomplete short right intended for Deuce McAllister. Penalty on Chris McAlister: Illegal Use of Hands, 5 yards (no play)",1.050,1.930
4,1:46,1,10,NOR 45,35,14,Drew Brees pass complete deep left to Joe Horn for 30 yards (tackle by Gerome Sapp),1.930,3.910
4,1:37,1,10,BAL 25,35,14,Deuce McAllister right guard for 4 yards (tackle by Jarret Johnson and Bart Scott),3.910,3.900
4,1:15,2,6,BAL 21,35,14,Drew Brees sacked by Adalius Thomas for -4 yards,3.900,2.680
4,0:48,3,10,BAL 25,35,14,Drew Brees pass incomplete short middle intended for Marques Colston,2.680,1.800
4,0:41,4,10,BAL 25,35,20,"Drew Brees pass complete deep middle to Marques Colston for 25 yards, touchdown",1.800,7.000
4,,,,,35,22,"Two Point Attempt: Drew Brees pass complete to Billy Miller, conversion succeeds",1.000,1.000
4,,,,NOR 30,35,22,John Carney kicks onside 16 yards,0.000,2.520
4,0:34,1,10,NOR 46,35,22,Steve McNair kneels for -1 yards,2.520,1.840
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
