Quarter,Time,Down,ToGo,Location,DET,NOR,Detail,EPB,EPA
1,8:55,1,10,DET 39,7,0,Chris Ivory left guard for 8 yards (tackle by Louis Delmas and Amari Spievey),2.980,3.520
1,8:24,2,2,DET 31,7,0,"Drew Brees pass complete short middle to Marques Colston for 13 yards (tackle by Stephen Tulloch). Marques Colston fumbles (forced by Stephen Tulloch), recovered by Justin Durant at DET-18 (tackle by Michael Higgins)",3.520,-0.040
1,8:16,1,10,DET 18,7,0,Matthew Stafford pass complete short right to Calvin Johnson for 9 yards (tackle by Jabari Greer and Roman Harper),0.040,0.820
1,7:39,2,1,DET 27,7,0,Matthew Stafford pass incomplete short left intended for Brandon Pettigrew (defended by Scott Shanle),0.820,-0.020
1,7:33,3,1,DET 27,7,0,Nate Burleson right end for 2 yards (tackle by Roman Harper),-0.020,0.870
1,6:58,1,10,DET 29,7,0,Kevin Smith right tackle for no gain (tackle by Jabari Greer),0.870,0.330
1,6:15,2,10,DET 29,7,0,Matthew Stafford pass incomplete short left intended for Kevin Smith,0.330,-0.360
1,6:09,,,,7,0,Timeout #1 by Detroit Lions,0.000,-0.360
1,6:09,3,10,DET 29,7,0,Matthew Stafford pass complete deep middle to Brandon Pettigrew for 22 yards (tackle by Isa Abdul-Quddus),-0.360,2.320
1,5:25,1,10,NOR 49,7,0,Matthew Stafford pass incomplete deep right intended for Calvin Johnson (defended by Roman Harper),2.320,1.780
1,5:18,2,10,NOR 49,7,0,Kevin Smith left guard for -1 yards (tackle by Roman Harper),1.780,0.960
1,4:35,3,11,,7,0,Matthew Stafford pass incomplete short right intended for Calvin Johnson (defended by Jabari Greer),0.960,-0.060
1,4:29,4,11,,7,0,"Ben Graham punts 39 yards, returned by Darren Sproles for no gain",-0.060,0.370
1,4:20,1,10,NOR 11,7,0,Darren Sproles left end for no gain (tackle by Eric Wright and Lawrence Jackson),-0.370,-0.780
1,3:40,2,10,NOR 11,7,0,Drew Brees pass incomplete short left intended for Jimmy Graham,-0.780,-1.420
1,3:34,3,10,NOR 11,7,0,Drew Brees pass complete short right to Pierre Thomas for 11 yards (tackle by Cliff Avril),-1.420,0.410
1,2:56,1,10,NOR 22,7,0,Drew Brees pass complete short left to Jimmy Graham for 5 yards (tackle by Eric Wright),0.410,0.540
1,2:17,2,5,NOR 27,7,0,Drew Brees pass complete short right to Marques Colston for 7 yards (tackle by Justin Durant),0.540,1.200
1,1:32,1,10,NOR 34,7,0,Pierre Thomas left tackle for 31 yards (tackle by Willie Young and Stephen Tulloch),1.200,3.250
1,0:49,1,10,DET 35,7,0,Darren Sproles right tackle for 9 yards (tackle by Amari Spievey),3.250,3.920
1,0:11,2,1,DET 26,7,0,Drew Brees pass complete short right to Jed Collins for 15 yards (tackle by Amari Spievey),3.920,4.840
Quarter,Time,Down,ToGo,Location,DET,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DET 11,7,0,Darren Sproles right guard for 5 yards (tackle by Corey Williams),4.840,5.080
2,14:26,2,5,DET 6,7,0,Devery Henderson left end for 4 yards (tackle by Eric Wright),5.080,5.120
2,14:06,3,1,DET 2,7,6,"Darren Sproles left end for 2 yards, touchdown",5.120,7.000
2,14:06,,,DET 2,7,7,John Kasay kicks extra point good,0.000,0.000
2,14:01,,,NOR 35,7,7,"Thomas Morstead kicks off 59 yards, returned by Stefan Logan for 17 yards (tackle by Ramon Humber). Penalty on Will Heller: Illegal Block Above the Waist, 10 yards",0.000,-0.320
2,13:54,1,10,DET 13,7,7,Matthew Stafford pass complete deep middle to Calvin Johnson for 18 yards (tackle by Malcolm Jenkins),-0.320,1.000
2,13:17,1,10,DET 31,7,7,Kevin Smith left tackle for 5 yards (tackle by Sedrick Ellis),1.000,1.140
2,12:37,2,5,DET 36,7,7,Matthew Stafford pass complete short right to Nate Burleson for 1 yard (tackle by Jabari Greer),1.140,0.560
2,11:54,3,4,DET 37,7,7,Matthew Stafford pass complete short left to Tony Scheffler for 7 yards (tackle by Malcolm Jenkins),0.560,1.860
2,11:13,1,10,DET 44,7,7,Kevin Smith left guard for 9 yards (tackle by Jonathan Vilma),1.860,2.530
2,10:28,2,1,NOR 47,7,7,Matthew Stafford pass complete short left to Nate Burleson for 21 yards (tackle by Tracy Porter),2.530,3.840
2,9:56,1,10,NOR 26,7,7,Matthew Stafford pass incomplete deep right intended for Titus Young,3.840,3.300
2,9:51,2,10,NOR 26,7,7,Matthew Stafford pass complete short left to Kevin Smith for 13 yards (tackle by Roman Harper),3.300,4.710
2,9:18,1,10,NOR 13,13,7,"Matthew Stafford pass complete short left to Calvin Johnson for 13 yards, touchdown",4.710,7.000
2,9:18,,,NOR 2,14,7,Jason Hanson kicks extra point good,0.000,0.000
2,9:11,,,DET 35,14,7,"Jason Hanson kicks off 74 yards, touchback",0.000,0.280
2,9:11,1,10,NOR 20,14,7,Chris Ivory left tackle for 2 yards (tackle by Stephen Tulloch),0.280,0.000
2,8:36,2,8,NOR 22,14,7,Drew Brees pass complete short right to Marques Colston for 9 yards (tackle by Eric Wright),0.000,1.000
2,7:57,1,10,NOR 31,14,7,Drew Brees pass complete short left to Jimmy Graham for 6 yards (tackle by Louis Delmas),1.000,1.270
2,7:25,2,4,NOR 37,14,7,Drew Brees pass complete short left to Jimmy Graham for 8 yards (tackle by Louis Delmas),1.270,1.930
2,6:59,1,10,NOR 45,14,7,Drew Brees pass complete short right to Pierre Thomas for 14 yards (tackle by Ndamukong Suh and Lawrence Jackson),1.930,2.850
2,6:14,1,10,DET 41,14,7,Darren Sproles right end for 4 yards (tackle by Amari Spievey),2.850,2.850
2,5:39,2,6,DET 37,14,7,"Drew Brees sacked by Willie Young for -7 yards. Drew Brees fumbles (forced by Willie Young), recovered by Justin Durant at DET-38",2.850,-1.470
2,5:33,1,10,DET 38,14,7,Matthew Stafford pass incomplete short right intended for Tony Scheffler,1.470,0.920
2,5:28,2,10,DET 38,14,7,Matthew Stafford pass complete short middle to Brandon Pettigrew for 6 yards (tackle by Jonathan Vilma),0.920,1.020
2,5:14,,,,14,7,Timeout #1 by New Orleans Saints,0.000,1.020
2,5:14,3,4,DET 44,14,7,Matthew Stafford pass incomplete short right intended for Titus Young,1.020,-0.460
2,5:11,4,4,DET 44,14,7,"Ben Graham punts 40 yards, fair catch by Darren Sproles",-0.460,0.140
2,5:03,1,10,NOR 16,14,7,"Chris Ivory left guard for 7 yards (tackle by Stephen Tulloch). Penalty on Aaron Berry: Defensive Offside, 5 yards (no play)",-0.140,0.740
2,4:42,1,5,NOR 21,14,7,Drew Brees pass complete deep left to Marques Colston for 23 yards (tackle by Louis Delmas),0.740,1.860
2,4:23,1,10,NOR 44,14,7,Pierre Thomas left guard for 1 yard (tackle by Nick Fairley),1.860,1.450
2,3:39,2,9,NOR 45,14,7,Drew Brees pass complete short left to Darren Sproles for 8 yards (tackle by Aaron Berry),1.450,1.820
2,3:16,3,1,DET 47,14,7,Chris Ivory left tackle for 2 yards (tackle by Eric Wright),1.820,2.590
2,2:37,1,10,DET 45,14,7,Darren Sproles right guard for no gain (tackle by Sammie Lee Hill),2.590,2.040
2,2:04,2,10,DET 45,14,7,Drew Brees pass complete short left to Robert Meachem for 9 yards (tackle by Aaron Berry),2.040,2.540
2,1:58,3,1,DET 36,14,7,"Drew Brees pass complete short left to Michael Higgins for 12 yards (tackle by DeAndre Levy). Penalty on Justin Durant: Defensive Holding (Offsetting), Penalty on Michael Higgins: Offensive Pass Interference (Offsetting) (no play)",2.540,2.540
2,1:49,,,,14,7,Timeout #2 by Detroit Lions,0.000,2.540
2,1:49,3,1,DET 36,14,7,Drew Brees pass incomplete short right intended for Jed Collins,2.540,0.890
2,1:43,4,1,DET 36,14,7,Chris Ivory right tackle for 1 yard (tackle by Justin Durant),0.890,3.250
2,1:01,1,10,DET 35,14,7,Drew Brees pass complete short middle to Pierre Thomas for 2 yards (tackle by Stephen Tulloch and Justin Durant),3.250,2.970
2,0:52,,,,14,7,Timeout #2 by New Orleans Saints,0.000,2.970
2,0:52,2,8,DET 33,14,7,"Drew Brees pass incomplete deep right intended for Marques Colston. Penalty on Cliff Avril: Defensive Offside, 5 yards (no play)",2.970,3.650
2,0:48,2,3,DET 28,14,7,Drew Brees pass complete short left to Jimmy Graham for 11 yards (tackle by Louis Delmas and Stephen Tulloch),3.650,4.440
2,0:27,1,10,DET 17,14,7,Drew Brees pass complete short middle to Darren Sproles for 5 yards (tackle by Stephen Tulloch),4.440,4.690
2,0:21,,,,14,7,Timeout #3 by New Orleans Saints,0.000,4.690
2,0:21,2,5,DET 12,14,7,"Drew Brees pass incomplete short middle intended for Marques Colston. Penalty on Amari Spievey: Unnecessary Roughness, 6 yards (no play)",4.690,5.830
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the original play was overturned.",,
2,0:16,,,,14,7,Timeout #3 by Detroit Lions,0.000,5.830
2,0:16,1,6,DET 6,14,7,Drew Brees pass incomplete short left intended for Jimmy Graham (defended by Aaron Berry),5.830,4.950
2,0:08,2,6,DET 6,14,7,Drew Brees pass incomplete short middle intended for Robert Meachem (defended by Stephen Tulloch),4.950,4.040
2,0:04,3,6,DET 6,14,10,John Kasay 24 yard field goal good,4.040,3.000
Quarter,Time,Down,ToGo,Location,DET,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,14,10,"Jason Hanson kicks off 71 yards, returned by Darren Sproles for 28 yards (tackle by Ricardo Silva)",0.000,0.410
3,14:55,1,10,NOR 22,14,10,Pierre Thomas right end for 18 yards (tackle by Amari Spievey),0.410,1.600
3,14:11,1,10,NOR 40,14,10,Drew Brees pass incomplete deep right intended for Robert Meachem,1.600,1.050
3,14:03,2,10,NOR 40,14,10,Chris Ivory right guard for 19 yards (tackle by Aaron Berry and Kyle Vanden Bosch),1.050,2.850
3,13:17,1,10,DET 41,14,16,"Drew Brees pass complete deep middle to Devery Henderson for 41 yards, touchdown",2.850,7.000
3,13:17,,,DET 2,14,17,John Kasay kicks extra point good,0.000,0.000
3,13:09,,,NOR 35,14,17,"Thomas Morstead kicks off 65 yards, touchback",0.000,0.280
3,13:09,1,10,DET 20,14,17,Matthew Stafford pass complete deep left to Calvin Johnson for 21 yards (tackle by Tracy Porter),0.280,1.660
3,12:32,1,10,DET 41,14,17,Kevin Smith left guard for 1 yard (tackle by Cameron Jordan and Aubrayo Franklin),1.660,1.260
3,11:48,2,9,DET 42,14,17,"Matthew Stafford pass complete short left to Nate Burleson for 5 yards (tackle by Malcolm Jenkins). Penalty on Gosder Cherilus: Offensive Holding, 10 yards (no play)",1.260,-0.100
3,11:20,2,19,DET 32,14,17,Matthew Stafford pass incomplete short right intended for Kevin Smith,-0.100,-0.760
3,11:14,3,19,DET 32,14,17,Matthew Stafford pass complete short middle to Nate Burleson for 8 yards (tackle by Tracy Porter),-0.760,-0.720
3,10:41,4,11,DET 40,14,17,"Ben Graham punts 48 yards, returned by Darren Sproles for 4 yards (tackle by DeAndre Levy). Penalty on Nate Bussey: Illegal Block Above the Waist, 8 yards",-0.720,0.380
3,10:30,1,10,NOR 8,14,17,Pierre Thomas right end for 5 yards (tackle by Amari Spievey and Justin Durant),-0.380,-0.410
3,9:55,2,5,NOR 13,14,17,Drew Brees sacked by Ndamukong Suh and Cliff Avril for -6 yards,-0.410,-1.540
3,9:27,3,11,NOR 7,14,17,Drew Brees pass complete short right to Marques Colston for 11 yards (tackle by Louis Delmas),-1.540,0.040
3,8:44,1,10,NOR 18,14,17,Darren Sproles left end for -3 yards (tackle by Aaron Berry),0.040,-0.930
3,8:10,2,13,NOR 15,14,17,Drew Brees pass complete short left to Jimmy Graham for 14 yards (tackle by Aaron Berry),-0.930,0.870
3,7:43,1,10,NOR 29,14,17,Drew Brees pass complete short left to Darren Sproles for 9 yards (tackle by Justin Durant),0.870,1.540
3,7:01,2,1,NOR 38,14,17,Drew Brees pass incomplete short right intended for Robert Meachem (defended by Eric Wright),1.540,0.830
3,6:56,3,1,NOR 38,14,17,Chris Ivory left guard for no gain (tackle by Stephen Tulloch),0.830,-0.850
3,6:26,4,1,NOR 38,14,17,Drew Brees up the middle for 2 yards (tackle by Nick Fairley),-0.850,1.600
3,5:43,1,10,NOR 40,14,17,Drew Brees pass complete short right to Pierre Thomas for 10 yards (tackle by Stephen Tulloch),1.600,2.260
3,4:55,1,10,,14,17,Drew Brees pass complete short right to Adrian Arrington for 7 yards (tackle by Chris Houston),2.260,2.660
3,4:29,2,3,DET 43,14,17,Drew Brees pass complete deep right to Marques Colston for 40 yards (tackle by Alphonso Smith),2.660,6.510
3,4:07,1,3,DET 3,14,23,"Drew Brees pass complete short right to Jimmy Graham for 3 yards, touchdown",6.510,7.000
3,4:07,,,DET 2,14,24,John Kasay kicks extra point good,0.000,0.000
3,4:03,,,NOR 35,14,24,"Thomas Morstead kicks off 65 yards, touchback",0.000,0.280
3,4:03,1,10,DET 20,14,24,Matthew Stafford pass complete short middle to Calvin Johnson for 15 yards (tackle by Malcolm Jenkins). Penalty on Patrick Robinson: Defensive Holding (Declined),0.280,1.270
3,3:36,1,10,DET 35,14,24,Matthew Stafford pass incomplete deep left intended for Titus Young,1.270,0.720
3,3:29,2,10,DET 35,14,24,Matthew Stafford pass complete deep right to Calvin Johnson for 21 yards (tackle by Jabari Greer and Malcolm Jenkins),0.720,2.650
3,2:44,1,10,NOR 44,14,24,Matthew Stafford pass incomplete short left intended for Tony Scheffler,2.650,2.110
3,2:40,2,10,NOR 44,14,24,Matthew Stafford pass complete deep left to Calvin Johnson for 42 yards (tackle by Malcolm Jenkins),2.110,6.740
3,2:19,1,2,NOR 2,14,24,Matthew Stafford pass complete short left to Titus Young for 1 yard (tackle by Tracy Porter),6.740,5.910
3,1:57,2,1,NOR 1,14,24,Matthew Stafford left guard for no gain (tackle by Will Smith),5.910,5.170
3,1:16,3,1,NOR 1,20,24,"Matthew Stafford right end for 1 yard, touchdown",5.170,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
3,1:16,,,NOR 2,21,24,Jason Hanson kicks extra point good,0.000,0.000
3,1:08,,,DET 35,21,24,"Jason Hanson kicks off 74 yards, touchback",0.000,0.280
3,1:08,1,10,NOR 20,21,24,Pierre Thomas left guard for no gain (tackle by Stephen Tulloch),0.280,-0.270
3,0:26,2,10,NOR 20,21,24,Drew Brees pass complete short middle to Jimmy Graham for 8 yards (tackle by Justin Durant),-0.270,0.100
Quarter,Time,Down,ToGo,Location,DET,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,2,NOR 28,21,24,Drew Brees pass complete short left to Robert Meachem for 5 yards (tackle by Stephen Tulloch). Penalty on Nick Fairley: Illegal Use of Hands (Declined),0.100,1.140
4,14:29,1,10,NOR 33,21,24,Drew Brees pass incomplete short left intended for Darren Sproles,1.140,0.590
4,14:23,2,10,NOR 33,21,24,Pierre Thomas left guard for 2 yards (tackle by Aaron Berry and Stephen Tulloch),0.590,0.170
4,13:46,3,8,NOR 35,21,24,Drew Brees pass complete short middle to Marques Colston for 17 yards (tackle by Stephen Tulloch and Louis Delmas),0.170,2.390
4,13:08,1,10,DET 48,21,24,Chris Ivory right guard for -2 yards (tackle by Stephen Tulloch),2.390,1.580
4,12:30,2,12,,21,24,Drew Brees pass complete short left to Pierre Thomas for 10 yards (tackle by Louis Delmas),1.580,2.210
4,11:50,3,2,DET 40,21,24,Drew Brees pass incomplete short left intended for Jimmy Graham (defended by Aaron Berry),2.210,0.590
4,11:46,4,2,DET 40,21,24,Darren Sproles left end for 3 yards (tackle by Justin Durant),0.590,3.120
4,11:18,1,10,DET 37,21,24,Pierre Thomas right tackle for 8 yards (tackle by Eric Wright and Stephen Tulloch),3.120,3.650
4,10:43,2,2,DET 29,21,24,Drew Brees pass incomplete short right intended for Robert Meachem (defended by Aaron Berry),3.650,2.940
4,10:37,,,,21,24,Timeout #1 by New Orleans Saints,0.000,2.940
4,10:37,3,2,DET 29,21,24,Drew Brees pass complete short left to Darren Sproles for 12 yards (tackle by Louis Delmas),2.940,4.440
4,9:58,1,10,DET 17,21,30,"Darren Sproles left tackle for 17 yards, touchdown",4.440,7.000
4,9:58,,,DET 2,21,31,John Kasay kicks extra point good,0.000,0.000
4,9:53,,,NOR 35,21,31,"Thomas Morstead kicks off 74 yards, touchback",0.000,0.280
4,9:53,1,10,DET 20,21,31,Matthew Stafford pass incomplete deep right intended for Titus Young is intercepted by Jabari Greer at NOR-39,0.280,-1.530
4,9:43,1,10,NOR 39,21,31,Drew Brees pass complete short left to Pierre Thomas for 8 yards (tackle by Corey Williams),1.530,2.070
4,9:01,2,2,NOR 47,21,31,Chris Ivory left guard for 4 yards (tackle by Justin Durant),2.070,2.320
4,8:25,1,10,DET 49,21,31,Chris Ivory right guard for -2 yards (tackle by Corey Williams),2.320,1.510
4,8:25,2,12,NOR 49,21,31,"Penalty on Drew Brees: Delay of Game, 5 yards (no play)",1.510,0.840
4,7:39,2,17,NOR 44,21,37,"Drew Brees pass complete deep left to Robert Meachem for 56 yards, touchdown",0.840,7.000
4,7:39,,,DET 2,21,38,John Kasay kicks extra point good,0.000,0.000
4,7:29,,,NOR 35,21,38,"Thomas Morstead kicks off 68 yards, returned by Stefan Logan for 24 yards (tackle by Jonathan Amaya)",0.000,0.340
4,7:23,1,10,DET 21,21,38,Matthew Stafford pass complete short left to Calvin Johnson for 9 yards (tackle by Roman Harper),0.340,1.020
4,6:58,2,1,DET 30,21,38,Matthew Stafford pass incomplete short left intended for Calvin Johnson,1.020,0.300
4,6:53,3,1,DET 30,21,38,Matthew Stafford pass complete short left to Titus Young for 6 yards (tackle by Patrick Robinson),0.300,1.330
4,6:22,1,10,DET 36,21,38,Matthew Stafford pass complete short right to Calvin Johnson for 17 yards (tackle by Tracy Porter),1.330,2.460
4,6:00,1,10,NOR 47,21,38,Matthew Stafford pass complete short right to Brandon Pettigrew for 8 yards (tackle by Roman Harper),2.460,2.990
4,5:38,2,2,NOR 39,21,38,Matthew Stafford pass complete deep left to Nate Burleson for 20 yards (tackle by Tracy Porter),2.990,4.310
4,5:07,1,10,NOR 19,21,38,Matthew Stafford pass complete short left to Kevin Smith for 7 yards (tackle by Scott Shanle),4.310,4.920
4,4:49,2,3,NOR 12,21,38,Matthew Stafford pass incomplete short left intended for Titus Young (defended by Patrick Robinson),4.920,4.190
4,4:45,3,3,NOR 12,27,38,"Matthew Stafford pass complete short left to Calvin Johnson for 12 yards, touchdown",4.190,7.000
4,4:45,,,NOR 2,28,38,Jason Hanson kicks extra point good,0.000,0.000
4,4:40,,,DET 35,28,38,"Jason Hanson kicks onside 9 yards, recovered by Jonathan Amaya",0.000,2.650
4,4:39,1,10,DET 44,28,38,Chris Ivory right guard for 2 yards (tackle by DeAndre Levy),2.650,2.380
4,3:57,2,8,DET 42,28,38,Drew Brees pass complete deep right to Robert Meachem for 41 yards (tackle by Aaron Berry),2.380,6.970
4,3:42,,,,28,38,Timeout #1 by Detroit Lions,0.000,6.970
4,3:42,1,1,DET 1,28,38,Drew Brees pass incomplete short right intended for Jimmy Graham (defended by Stephen Tulloch),6.970,5.910
4,3:38,2,1,DET 1,28,44,"Pierre Thomas right guard for 1 yard, touchdown",5.910,7.000
4,3:38,,,DET 2,28,45,John Kasay kicks extra point good,0.000,0.000
4,3:36,,,NOR 35,28,45,"Thomas Morstead kicks off 72 yards, touchback",0.000,0.280
4,3:36,1,10,DET 20,28,45,Matthew Stafford pass complete short right to Brandon Pettigrew for 13 yards (tackle by Jonathan Vilma),0.280,1.140
4,3:13,1,10,DET 33,28,45,Matthew Stafford pass incomplete deep right intended for Nate Burleson is intercepted by Jabari Greer at 50 and returned for 17 yards (tackle by Nate Burleson),1.140,-3.380
4,3:03,1,10,DET 33,28,45,Chris Ivory right guard for 2 yards (tackle by Stephen Tulloch and Justin Durant),3.380,3.110
4,2:57,,,,28,45,Timeout #2 by Detroit Lions,0.000,3.110
4,2:57,2,8,DET 31,28,45,Chris Ivory right end for 1 yard (tackle by Amari Spievey),3.110,2.540
4,2:50,3,7,DET 30,28,45,"Drew Brees pass incomplete deep right intended for Marques Colston. Penalty on Aaron Berry: Defensive Pass Interference, 23 yards (no play)",2.540,5.600
4,2:44,1,7,DET 7,28,45,"Penalty on Jahri Evans: False Start, 5 yards (no play)",5.600,4.640
4,2:44,1,12,DET 12,28,45,Chris Ivory left guard for 10 yards (tackle by Ndamukong Suh and Kyle Vanden Bosch),4.640,5.720
4,2:00,2,2,DET 2,28,45,Drew Brees kneels for -1 yards,5.720,4.720
4,1:20,3,3,DET 3,28,45,Drew Brees kneels for -1 yards,4.720,3.030
4,0:38,4,4,DET 4,28,45,Drew Brees kneels for -1 yards,3.030,-0.380
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
