Quarter,Time,Down,ToGo,Location,PHI,DEN,Detail,EPB,EPA
2,4:39,3,10,DEN 47,0,28,Jake Plummer pass complete to Todd Devoe for 8 yards (tackle by Roderick Hood),0.830,0.270
2,3:59,4,2,PHI 45,0,28,"Todd Sauerbrun punts 45 yards, touchback",0.270,-0.280
2,3:50,1,10,PHI 20,0,28,Terrell Owens for 2 yards (tackle by Ebenezer Ekuban),0.280,0.000
2,3:05,2,8,PHI 22,0,28,Donovan McNabb pass complete to Reggie Brown for 35 yards (tackle by Champ Bailey),0.000,2.720
2,2:22,1,10,DEN 43,0,28,Donovan McNabb pass complete to Brian Westbrook for 34 yards (tackle by John Lynch),2.720,5.140
2,2:00,1,9,DEN 9,0,28,Donovan McNabb pass incomplete intended for Terrell Owens (defended by Trevor Pryce),5.140,4.380
2,1:55,2,9,DEN 9,0,28,Brian Westbrook up the middle for 8 yards (tackle by John Lynch),4.380,5.170
2,1:18,3,1,DEN 1,6,28,"Donovan McNabb pass complete to L.J. Smith for 1 yard, touchdown",5.170,7.000
2,,,,DEN 2,7,28,Jose Cortez kicks extra point good,0.000,0.000
2,,,,PHI 30,7,28,"Jose Cortez kicks off 64 yards, returned by Charlie Adams for 19 yards (tackle by Zeke Moreno)",0.000,0.610
2,1:07,1,10,DEN 25,7,28,Jake Plummer pass complete to Todd Devoe for -1 yards (tackle by Sheldon Brown),0.610,-0.070
2,0:25,2,11,DEN 24,7,28,Mike Anderson right guard for 7 yards (tackle by N.D. Kalu),-0.070,0.170
Quarter,Time,Down,ToGo,Location,PHI,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 30,7,28,"Todd Sauerbrun kicks off 65 yards, returned by Roderick Hood for 26 yards (tackle by Todd Devoe)",0.000,1.000
3,14:54,1,10,PHI 31,7,28,Donovan McNabb sacked by Trevor Pryce for -3 yards,1.000,0.060
3,14:23,2,13,PHI 28,7,28,"Penalty on Josh Parry: False Start, 5 yards (no play)",0.060,-0.620
3,14:01,2,18,PHI 23,7,28,Donovan McNabb sacked by Darrent Williams for -8 yards,-0.620,-2.940
3,13:29,3,26,PHI 15,7,28,"Penalty on Donovan McNabb: Delay of Game, 5 yards (no play)",-2.940,-3.880
3,13:04,3,31,PHI 10,7,28,Donovan McNabb pass complete to Lamar Gordon for 13 yards (tackle by Ian Gold),-3.880,-1.830
3,12:33,4,18,PHI 23,7,28,"Dirk Johnson punts 45 yards, returned by Charlie Adams for 7 yards (tackle by Billy McMullen). Penalty on Billy McMullen: Unnecessary Roughness, 15 yards",-1.830,-2.520
3,12:23,1,10,PHI 46,7,28,Jake Plummer pass complete to Rod Smith for 10 yards (tackle by Roderick Hood),2.520,3.180
3,11:41,1,10,PHI 36,7,28,Jake Plummer pass incomplete intended for Jeb Putzier,3.180,2.640
3,11:34,2,10,PHI 36,7,28,Mike Anderson left end for 7 yards (tackle by Jeremiah Trotter),2.640,2.870
3,10:53,3,3,PHI 29,7,28,"Jake Plummer pass incomplete intended for Jeb Putzier. Penalty on Jeb Putzier: Offensive Pass Interfere, 10 yards (no play)",2.870,1.550
3,10:48,3,13,PHI 39,7,28,Jake Plummer pass incomplete intended for Todd Devoe (defended by Sheldon Brown),1.550,0.660
3,10:43,4,13,PHI 39,7,28,"Todd Sauerbrun punts 28 yards, fair catch by Dexter Wynn",0.660,0.370
3,10:36,1,10,PHI 11,7,28,Brian Westbrook up the middle for -2 yards (tackle by Michael Myers),-0.370,-0.930
3,10:00,2,12,PHI 9,13,28,"Donovan McNabb pass complete to Terrell Owens for 91 yards, touchdown",-0.930,7.000
3,,,,DEN 2,14,28,Jose Cortez kicks extra point good,0.000,0.000
3,,,,PHI 30,14,28,"Jose Cortez kicks off 69 yards, returned by Roc Alexander for 26 yards (tackle by Zeke Moreno)",0.000,0.740
3,9:39,1,10,DEN 27,14,28,Tatum Bell up the middle for 5 yards (tackle by Darwin Walker and Trent Cole),0.740,0.870
3,9:03,2,5,DEN 32,14,28,Jake Plummer pass incomplete intended for Ashley Lelie (defended by Roderick Hood),0.870,0.170
3,9:00,3,5,DEN 32,14,28,Jake Plummer pass complete to Todd Devoe for -1 yards (tackle by Darwin Walker),0.170,-1.310
3,8:23,4,6,DEN 31,14,28,"Todd Sauerbrun punts 47 yards, returned by Dexter Wynn for 6 yards (tackle by Roc Alexander). Penalty on Juqua Thomas: Illegal Block Above the , 10 yards",-1.310,-0.040
3,8:12,1,10,PHI 18,14,28,Brian Westbrook right guard for 1 yard (tackle by D.J. Williams),0.040,-0.320
3,7:34,2,9,PHI 19,14,28,"Penalty on Stephen Spach: False Start, 5 yards (no play)",-0.320,-1.040
3,7:08,2,14,PHI 14,14,28,"Donovan McNabb pass complete to Brian Westbrook for 10 yards (tackle by Demetrin Veal). Penalty on Champ Bailey: Defensive Holding, 5 yards (no play)",-1.040,0.150
3,6:43,1,10,PHI 19,14,28,Lamar Gordon left guard for 8 yards (tackle by Nick Ferguson and D.J. Williams),0.150,0.750
3,6:06,2,2,PHI 27,14,28,Donovan McNabb pass incomplete intended for L.J. Smith (defended by Michael Myers),0.750,-0.030
3,6:02,3,2,PHI 27,14,28,Donovan McNabb pass incomplete intended for Terrell Owens (defended by D.J. Williams),-0.030,-1.570
3,5:56,4,2,PHI 27,14,28,Dirk Johnson punts 39 yards,-1.570,-1.200
3,5:50,1,10,DEN 34,14,28,Tatum Bell up the middle for 3 yards (tackle by Hollis Thomas),1.200,1.060
3,5:18,2,7,DEN 37,14,28,Tatum Bell left guard for 2 yards (tackle by Mike Patterson),1.060,0.630
3,4:41,3,5,DEN 39,14,28,Jake Plummer pass incomplete intended for Charlie Adams,0.630,-0.780
3,4:35,4,5,DEN 39,14,28,"Todd Sauerbrun punts 34 yards, returned by Dexter Wynn for 4 yards (tackle by Mike Leach)",-0.780,-1.000
3,4:24,1,10,PHI 31,14,28,Brian Westbrook right end for 5 yards (tackle by D.J. Williams),1.000,1.140
3,3:42,2,5,PHI 36,14,28,Donovan McNabb pass complete to Terrell Owens for 46 yards (tackle by Champ Bailey),1.140,4.370
3,3:01,1,10,DEN 18,14,28,Brian Westbrook right tackle for no gain (tackle by Gerard Warren),4.370,3.800
3,2:25,2,10,DEN 18,14,28,Brian Westbrook up the middle for 4 yards (tackle by Ian Gold and John Lynch),3.800,3.630
3,1:40,3,6,DEN 14,20,28,"Donovan McNabb pass complete to Brian Westbrook for 14 yards, touchdown",3.630,7.000
3,,,,DEN 2,21,28,Jose Cortez kicks extra point good,0.000,0.000
3,,,,PHI 30,21,28,"Jose Cortez kicks off 70 yards, touchback",0.000,0.280
3,1:33,1,10,DEN 20,21,28,Jake Plummer pass incomplete intended for Kyle Johnson,0.280,-0.270
3,1:27,2,10,DEN 20,21,28,Jake Plummer pass incomplete intended for Kyle Johnson (defended by Keith Adams),-0.270,-0.960
3,1:22,3,10,DEN 20,21,28,Jake Plummer pass incomplete intended for Ashley Lelie (defended by Sheldon Brown),-0.960,-2.030
3,1:15,4,10,DEN 20,21,28,"Todd Sauerbrun punts 39 yards, fair catch by Dexter Wynn",-2.030,-1.660
3,1:07,1,10,PHI 41,21,28,Brian Westbrook left end for 12 yards (tackle by Ian Gold),1.660,2.460
3,0:33,1,10,DEN 47,21,28,Brian Westbrook up the middle for 3 yards (tackle by D.J. Williams),2.460,2.320
Quarter,Time,Down,ToGo,Location,PHI,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,DEN 44,21,28,Donovan McNabb pass incomplete intended for Terrell Owens,2.320,1.620
4,14:55,3,7,DEN 44,21,28,Donovan McNabb pass complete to Greg Lewis for 15 yards (tackle by Darrent Williams),1.620,3.640
,,,,,,,"DEN challenged the ruling, and the play was upheld.",,
4,14:21,1,10,DEN 29,21,28,Brian Westbrook left end for 5 yards (tackle by Demetrin Veal and D.J. Williams),3.640,3.780
4,13:41,2,5,DEN 24,21,28,Donovan McNabb pass incomplete intended for Terrell Owens,3.780,3.070
4,13:31,3,5,DEN 24,21,28,Donovan McNabb pass incomplete intended for Reggie Brown is intercepted by Domonique Foxworth,3.070,-0.280
4,13:17,1,10,DEN 20,21,28,Jake Plummer pass complete to Rod Smith for 9 yards (tackle by Jeremiah Trotter),0.280,0.950
4,12:46,2,1,DEN 29,21,28,Jake Plummer pass complete to Jeb Putzier for 28 yards (tackle by Michael Lewis),0.950,2.720
4,12:12,1,10,PHI 43,21,28,Mike Anderson left end for 7 yards (tackle by Roderick Hood),2.720,3.120
4,11:28,2,3,PHI 36,21,28,"Penalty on Cooper Carlisle: False Start, 5 yards (no play)",3.120,2.450
4,11:07,2,8,PHI 41,21,28,"Mike Anderson left guard for 21 yards (tackle by Juqua Thomas). Penalty on Tom Nalen: Offensive Holding, 10 yards (no play)",2.450,1.100
4,10:40,2,18,DEN 49,21,28,Jake Plummer pass complete to Charlie Adams for 7 yards (tackle by Jeremiah Trotter),1.100,1.360
4,10:02,3,11,PHI 44,21,34,"Jake Plummer pass complete to Todd Devoe for 44 yards, touchdown",1.360,7.000
4,,,,PHI 2,21,35,Jason Elam kicks extra point good,0.000,0.000
4,,,,DEN 30,21,35,"Todd Sauerbrun kicks off 69 yards, returned by Roderick Hood for 32 yards (tackle by Karl Paymah)",0.000,1.140
4,9:45,1,10,PHI 33,21,35,Donovan McNabb pass incomplete intended for Terrell Owens (defended by Curome Cox),1.140,0.590
4,9:41,2,10,PHI 33,21,35,"Donovan McNabb for no gain. Donovan McNabb fumbles, recovered by Donovan McNabb at PHI-33",0.590,-0.100
4,9:17,3,10,PHI 33,21,35,Donovan McNabb pass complete to Brian Westbrook for 4 yards (tackle by Ian Gold). Penalty on Hank Fraley: Offensive Holding (Declined),-0.100,-0.910
4,9:02,4,6,PHI 37,21,35,"Dirk Johnson punts 50 yards, returned by Charlie Adams for no gain",-0.910,0.320
4,8:52,1,10,DEN 13,21,35,Mike Anderson up the middle for 9 yards (tackle by Brian Dawkins),-0.320,0.490
4,8:10,2,1,DEN 22,21,35,Mike Anderson right guard for 9 yards (tackle by Keith Adams),0.490,1.000
4,7:26,1,10,DEN 31,21,35,Mike Anderson right tackle for 2 yards (tackle by Trent Cole),1.000,0.730
4,6:43,2,8,DEN 33,21,41,"Tatum Bell left end for 67 yards, touchdown",0.730,7.000
4,,,,PHI 2,21,42,Jason Elam kicks extra point good,0.000,0.000
4,,,,DEN 30,21,42,"Todd Sauerbrun kicks off 70 yards, touchback. Penalty on Billy McMullen: Illegal Use of Hands (Declined)",0.000,0.280
4,6:31,1,10,PHI 20,21,42,Donovan McNabb pass complete to Terrell Owens for 17 yards (tackle by Ian Gold),0.280,1.400
4,6:08,1,10,PHI 37,21,42,Donovan McNabb pass complete to Reggie Brown for 9 yards (tackle by Domonique Foxworth),1.400,2.070
4,5:35,2,1,PHI 46,21,42,Brian Westbrook right tackle for -2 yards (tackle by Courtney Brown),2.070,1.090
4,4:55,3,3,PHI 44,21,42,Donovan McNabb pass incomplete intended for Terrell Owens,1.090,-0.460
4,4:49,4,3,PHI 44,21,42,Donovan McNabb pass incomplete intended for L.J. Smith (defended by Ian Gold),-0.460,-2.650
4,4:46,1,10,PHI 44,21,42,Mike Anderson left tackle for 18 yards (tackle by Sheldon Brown),2.650,3.840
4,3:59,1,10,PHI 26,21,42,Mike Anderson up the middle for 4 yards (tackle by Hollis Thomas and Trent Cole),3.840,3.840
4,3:16,2,6,PHI 22,21,42,Mike Anderson up the middle for 9 yards (tackle by Quintin Mikell and Dhani Jones),3.840,4.710
4,2:31,1,10,PHI 13,21,42,Tatum Bell left guard for 3 yards (tackle by Keith Adams),4.710,4.580
4,2:00,2,7,PHI 10,21,42,Tatum Bell left tackle for 1 yard (tackle by Trent Cole),4.580,3.880
4,1:15,3,6,PHI 9,21,42,Tatum Bell right tackle for 3 yards (tackle by Sheldon Brown),3.880,3.010
4,0:30,4,3,PHI 6,21,48,"Tatum Bell up the middle for 6 yards, touchdown",3.010,7.000
4,,,,PHI 2,21,49,Jason Elam kicks extra point good,0.000,0.000
4,,,,DEN 30,21,49,"Todd Sauerbrun kicks off 41 yards, returned by Dexter Wynn for 17 yards (tackle by Louis Green)",0.000,1.990
4,0:18,1,10,PHI 46,21,49,Lamar Gordon right tackle for 8 yards (tackle by Michael Myers),1.990,2.530
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
