Quarter,Time,Down,ToGo,Location,IND,SFO,Detail,EPB,EPA
3,12:38,3,4,SFO 38,10,7,Colin Kaepernick left end for 1 yard (tackle by Antoine Bethea),0.630,-0.780
3,12:02,4,3,SFO 39,10,7,"Andy Lee punts 36 yards, out of bounds",-0.780,-0.610
3,11:54,1,10,IND 25,10,7,Andrew Luck pass complete short right to Stanley Havili for no gain,0.610,0.060
3,11:11,2,10,IND 25,10,7,Andrew Luck left end for 15 yards (tackle by Tarell Brown),0.060,1.600
3,10:32,1,10,IND 40,10,7,Trent Richardson left tackle for 4 yards (tackle by Tarell Brown),1.600,1.590
3,9:49,2,6,IND 44,10,7,Donald Brown left end for 16 yards (tackle by Eric Reid),1.590,2.920
3,9:06,1,10,SFO 40,10,7,Trent Richardson up the middle for 3 yards (tackle by Ahmad Brooks),2.920,2.920
3,8:21,1,10,SFO 40,10,7,Timeout #1 by San Francisco 49ers,2.920,2.780
3,8:20,2,7,SFO 37,10,7,Andrew Luck pass complete short middle to Reggie Wayne for 14 yards (tackle by Donte Whitner),2.780,4.040
3,7:39,1,10,SFO 23,10,7,Trent Richardson left tackle for no gain (tackle by Aldon Smith),4.040,3.500
3,6:59,2,10,SFO 23,10,7,Andrew Luck pass incomplete short left intended for Trent Richardson (defended by Eric Reid),3.500,2.810
3,6:55,3,10,SFO 23,10,7,Andrew Luck pass incomplete short middle intended for Ahmad Bradshaw,2.810,1.930
3,6:51,4,10,SFO 23,13,7,Adam Vinatieri 41 yard field goal good,1.930,3.000
3,6:51,,,IND 35,13,7,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
3,6:46,1,10,SFO 20,13,7,Colin Kaepernick pass incomplete short left intended for Frank Gore,0.280,-0.270
3,6:40,2,10,SFO 20,13,7,Colin Kaepernick pass complete short left to Anquan Boldin for 8 yards (tackle by Greg Toler),-0.270,0.100
3,6:08,3,2,SFO 28,13,7,Colin Kaepernick pass complete short right to Bruce Miller for 10 yards (tackle by Jerrell Freeman),0.100,1.470
3,5:33,1,10,SFO 38,13,7,Colin Kaepernick pass complete short left to Frank Gore for 11 yards (tackle by Delano Howell),1.470,2.190
3,4:58,1,10,SFO 49,13,7,Colin Kaepernick left end for -5 yards (tackle by Jerrell Freeman),2.190,0.970
3,4:27,2,15,SFO 44,13,7,Kendall Hunter up the middle for 2 yards (tackle by Aubrayo Franklin),0.970,0.560
3,3:50,3,13,SFO 46,13,7,Colin Kaepernick pass complete short middle to Anquan Boldin for 9 yards (tackle by Darius Butler),0.560,0.270
3,3:10,4,4,IND 45,13,7,"Andy Lee punts 37 yards, fair catch by T.Y. Hilton",0.270,0.380
3,3:02,1,10,IND 8,13,7,Trent Richardson left guard for 3 yards (tackle by Aldon Smith),-0.380,-0.560
3,2:19,2,7,IND 11,13,7,Ahmad Bradshaw left end for -2 yards (tackle by Aldon Smith),-0.560,-1.300
3,1:36,3,9,IND 9,13,7,Andrew Luck pass complete short right to Reggie Wayne for 25 yards (tackle by Aldon Smith),-1.300,-1.300
3,1:03,3,9,IND 9,13,7,Timeout #2 by San Francisco 49ers,-1.300,1.200
3,1:03,1,10,IND 34,13,7,Ahmad Bradshaw left guard for 2 yards (tackle by Ray McDonald),1.200,0.930
3,0:22,2,8,IND 36,13,7,Andrew Luck pass complete short middle to Reggie Wayne for 19 yards (tackle by NaVorro Bowman),0.930,2.590
Quarter,Time,Down,ToGo,Location,IND,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SFO 45,13,7,Ahmad Bradshaw up the middle for 8 yards (tackle by Donte Whitner),2.590,3.120
4,14:22,2,2,SFO 37,13,7,Ahmad Bradshaw up the middle for 3 yards (tackle by NaVorro Bowman),3.120,3.310
4,13:43,1,10,SFO 34,13,7,Ahmad Bradshaw right end for 1 yard (tackle by Aldon Smith),3.310,2.910
4,12:58,2,9,SFO 33,13,7,Andrew Luck pass incomplete short right intended for Trent Richardson,2.910,2.210
4,12:51,3,9,SFO 33,13,7,Andrew Luck pass incomplete deep left intended for Reggie Wayne,2.210,1.150
4,12:46,4,9,SFO 33,13,7,Adam Vinatieri 51 yard field goal no good,1.150,-1.660
4,12:41,1,10,SFO 41,13,7,Colin Kaepernick pass incomplete deep left intended for Garrett Celek,1.660,1.120
4,12:36,2,10,SFO 41,13,7,Colin Kaepernick pass complete short left to Kendall Hunter for 4 yards (tackle by Delano Howell),1.120,0.960
4,11:51,3,6,SFO 45,13,7,Colin Kaepernick sacked by Cory Redding and Robert Mathis for -7 yards,0.960,-0.850
4,11:22,4,13,SFO 38,13,7,"Andy Lee punts 62 yards, touchback",-0.850,-0.280
4,11:14,1,10,IND 20,13,7,Trent Richardson up the middle for no gain (tackle by Ahmad Brooks),0.280,-0.270
4,10:40,2,10,IND 20,13,7,Andrew Luck pass complete short left to T.Y. Hilton for 5 yards (tackle by Carlos Rogers),-0.270,-0.300
4,10:12,3,5,IND 25,13,7,Andrew Luck pass complete short right to Darrius Heyward-Bey for 7 yards (tackle by Eric Reid),-0.300,1.070
4,9:28,1,10,IND 32,13,7,Ahmad Bradshaw right guard for 1 yard (tackle by Justin Smith),1.070,0.660
4,8:47,2,9,IND 33,13,7,"Andrew Luck pass incomplete short left intended for Darrius Heyward-Bey. Penalty on Tarell Brown: Defensive Pass Interference, 9 yards (no play)",0.660,1.730
4,8:43,1,10,IND 42,13,7,Trent Richardson right tackle for 5 yards (tackle by Donte Whitner),1.730,1.860
4,8:03,2,5,IND 47,13,7,Trent Richardson up the middle for 1 yard (tackle by Justin Smith),1.860,1.290
4,7:15,3,4,IND 48,13,7,"Andrew Luck pass incomplete short left intended for Darrius Heyward-Bey. Penalty on SFO: Defensive Holding, 5 yards (no play)",1.290,2.460
4,7:10,1,10,SFO 47,13,7,Ahmad Bradshaw left guard for 7 yards (tackle by Tony Jerod-Eddie),2.460,2.860
4,6:27,2,3,SFO 40,13,7,Ahmad Bradshaw right tackle for 27 yards (tackle by Nnamdi Asomugha),2.860,4.710
4,5:43,1,10,SFO 13,13,7,Ahmad Bradshaw left guard for 8 yards (tackle by Michael Wilhoite and Eric Reid),4.710,5.540
4,4:58,2,2,SFO 5,13,7,Ahmad Bradshaw up the middle for -1 yards (tackle by Ahmad Brooks),5.540,4.560
4,4:27,3,3,SFO 6,19,7,"Andrew Luck left end for 6 yards, touchdown",4.560,7.000
4,4:27,,,SFO 2,20,7,Adam Vinatieri kicks extra point good,0.000,0.000
4,4:27,,,IND 35,20,7,"Pat McAfee kicks off 63 yards, returned by Kendall Hunter for 9 yards (tackle by Griff Whalen)",0.000,0.370
4,4:09,1,10,SFO 11,20,7,Colin Kaepernick pass incomplete short left intended for Anquan Boldin (defended by Darius Butler),-0.370,-0.780
4,4:03,2,10,SFO 11,20,7,Colin Kaepernick pass incomplete deep left intended for Marlon Moore,-0.780,-1.420
4,3:57,3,10,SFO 11,20,7,"Colin Kaepernick sacked by Jerrell Freeman for -3 yards. Colin Kaepernick fumbles (forced by Jerrell Freeman), recovered by Kavell Conner at SFO-8 (tackle by Alex Boone)",-1.420,-5.370
4,3:51,1,8,SFO 8,20,7,Ahmad Bradshaw right guard for 3 yards (tackle by Tony Jerod-Eddie),5.370,5.150
4,3:05,2,5,SFO 5,20,7,Ahmad Bradshaw up the middle for 4 yards (tackle by NaVorro Bowman),5.150,5.150
4,2:58,2,5,SFO 5,20,7,Timeout #3 by San Francisco 49ers,5.150,5.170
4,2:58,3,1,SFO 1,26,7,"Ahmad Bradshaw right guard for 1 yard, touchdown",5.170,7.000
4,2:58,,,SFO 2,27,7,Adam Vinatieri kicks extra point good,0.000,0.000
4,2:58,,,IND 35,27,7,"Pat McAfee kicks off 60 yards, returned by Quinton Patton for 7 yards (tackle by Stanley Havili)",0.000,0.350
4,2:49,1,10,SFO 12,27,7,Colin Kaepernick pass complete short middle to Anquan Boldin for 12 yards (tackle by Darius Butler),-0.350,0.540
4,2:26,1,10,SFO 24,27,7,Colin Kaepernick right tackle for 3 yards (tackle by Kavell Conner),0.540,0.400
4,2:03,2,7,SFO 27,27,7,Colin Kaepernick pass incomplete short right intended for Vance McDonald,0.400,-0.300
4,1:59,3,7,SFO 27,27,7,Colin Kaepernick pass complete short right to Frank Gore for 10 yards (tackle by Antoine Bethea),-0.300,1.400
4,1:52,1,10,SFO 37,27,7,Colin Kaepernick pass complete short middle to Kyle Williams for 6 yards (tackle by Kavell Conner),1.400,1.670
4,1:28,2,4,SFO 43,27,7,Colin Kaepernick pass incomplete short right intended for Kyle Williams,1.670,0.960
4,1:24,3,4,SFO 43,27,7,Colin Kaepernick pass incomplete short left intended for Anquan Boldin,0.960,-0.520
4,1:21,4,4,SFO 43,27,7,Colin Kaepernick pass complete short right to Kyle Williams for 6 yards (tackle by Greg Toler),-0.520,2.190
4,1:14,1,10,SFO 49,27,7,Colin Kaepernick pass complete short middle to Garrett Celek for 30 yards (tackle by Kavell Conner and Delano Howell),2.190,4.170
4,0:47,1,10,IND 21,27,7,Colin Kaepernick pass incomplete deep left intended for Kyle Williams is intercepted by Cassius Vaughn at IND-3 and returned for 1 yard,4.170,0.380
4,0:35,1,10,IND 4,27,7,Andrew Luck kneels for -1 yards,-0.380,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
