Quarter,Time,Down,ToGo,Location,NOR,BUF,Detail,EPB,EPA
2,9:42,2,9,NOR 45,7,7,Trent Edwards pass complete short middle to Derek Fine for 8 yards (tackle by Jonathan Vilma and Scott Fujita),2.110,2.480
2,9:19,3,1,NOR 37,7,7,Fred Jackson left tackle for -3 yards (tackle by Will Smith),2.480,0.590
2,8:21,4,4,NOR 40,7,7,Penalty on Brian Moorman: Delay of Game (Declined),0.590,0.590
2,8:06,4,4,NOR 40,7,7,"Brian Moorman punts 40 yards, touchback",0.590,-0.280
2,7:58,1,10,NOR 20,7,7,Reggie Bush middle for 4 yards (tackle by Marcus Stroud and Kyle Williams),0.280,0.270
2,7:22,2,6,NOR 24,7,7,Reggie Bush middle for 4 yards (tackle by Aaron Schobel and Chris Kelsay),0.270,0.100
2,6:49,3,2,NOR 28,7,7,"Drew Brees pass complete short left to Reggie Bush for 3 yards (tackle by Donte Whitner). Penalty on Jeremy Shockey: Tripping, 10 yards (no play)",0.100,-1.330
2,6:30,3,12,NOR 18,7,7,Drew Brees pass incomplete deep middle intended for Devery Henderson (defended by Donte Whitner),-1.330,-2.240
2,6:23,4,12,NOR 18,7,7,"Thomas Morstead punts 49 yards, returned by Roscoe Parrish for no gain. Roscoe Parrish fumbles, recovered by Malcolm Jenkins at BUF-32",-2.240,3.450
2,6:12,1,10,BUF 32,7,7,Lynell Hamilton left guard for 16 yards (tackle by Jairus Byrd),3.450,4.510
2,5:38,1,10,BUF 16,7,7,Drew Brees pass incomplete deep left intended for Marques Colston,4.510,3.900
2,5:32,2,10,BUF 16,7,7,Reggie Bush left end for 3 yards (tackle by Kawika Mitchell),3.900,3.540
2,5:03,3,7,BUF 13,7,7,Drew Brees pass complete short middle to Jeremy Shockey for 4 yards (tackle by Donte Whitner),3.540,2.930
2,4:20,4,3,BUF 9,10,7,John Carney 27 yard field goal good,2.930,3.000
2,,,,NOR 30,10,7,"Thomas Morstead kicks off 75 yards, returned by Roscoe Parrish for 30 yards (tackle by Jonathan Casillas)",0.000,0.610
2,4:10,1,10,BUF 25,10,7,"Fred Jackson left tackle for 4 yards (tackle by Tracy Porter). Penalty on Jonathan Stupar: Offensive Holding, 10 yards (no play)",0.610,-0.410
2,3:43,1,20,BUF 15,10,7,Trent Edwards pass complete short middle to Derek Fine for 7 yards (tackle by Scott Shanle and Scott Fujita),-0.410,-0.340
2,3:35,,,,10,7,Timeout #1 by New Orleans Saints,0.000,-0.340
2,3:35,2,13,BUF 22,10,7,Trent Edwards sacked by Charles Grant for -11 yards,-0.340,-3.060
2,3:25,,,,10,7,Timeout #2 by New Orleans Saints,0.000,-3.060
2,3:25,3,24,BUF 11,10,7,Trent Edwards pass incomplete short middle intended for Fred Jackson,-3.060,-2.490
2,3:20,4,24,BUF 11,10,7,"Brian Moorman punts 52 yards, returned by Reggie Bush for no gain. Penalty on Malcolm Jenkins: Illegal Block Above the , 10 yards",-2.490,-0.740
2,3:07,1,10,NOR 27,10,7,Drew Brees pass complete short right to Jeremy Shockey for 7 yards (tackle by Keith Ellison and Reggie Corner),0.740,1.140
2,2:44,2,3,NOR 34,10,7,"Penalty on Jermon Bushrod: False Start, 5 yards (no play)",1.140,0.470
2,2:28,2,8,NOR 29,10,7,Drew Brees pass incomplete short left intended for Marques Colston,0.470,-0.230
2,2:23,3,8,NOR 29,10,7,Drew Brees sacked by Chris Kelsay for -10 yards,-0.230,-2.140
2,2:00,4,18,NOR 19,10,7,"Thomas Morstead punts 47 yards, returned by Roscoe Parrish for no gain. Penalty on Nate Harris: Illegal Block Above the , 10 yards",-2.140,-0.540
2,1:47,1,10,BUF 24,10,7,Trent Edwards pass complete short middle to Josh Reed for 11 yards (tackle by Malcolm Jenkins),0.540,1.270
2,1:22,1,10,BUF 35,10,7,Trent Edwards right end for 11 yards (tackle by Tracy Porter),1.270,1.990
2,1:14,1,10,BUF 46,10,7,Trent Edwards pass complete short left to Roscoe Parrish for 5 yards (tackle by Scott Fujita),1.990,2.130
2,0:51,,,,10,7,Timeout #1 by Buffalo Bills,0.000,2.130
2,0:51,2,5,NOR 49,10,7,"Trent Edwards pass incomplete. Penalty on Trent Edwards: Intentional Grounding, 13 yards",2.130,-0.300
2,0:44,3,18,BUF 38,10,7,Trent Edwards pass complete short middle to Lee Evans for 8 yards (tackle by Scott Fujita),-0.300,-0.320
2,0:36,,,,10,7,Timeout #3 by New Orleans Saints,0.000,-0.320
2,0:36,4,10,BUF 46,10,7,"Brian Moorman punts 43 yards, returned by Reggie Bush for 9 yards (tackle by Keith Ellison)",-0.320,-0.280
2,0:23,1,10,NOR 20,10,7,Drew Brees kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,NOR,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 30,10,7,"Thomas Morstead kicks off 65 yards, returned by Roscoe Parrish for 19 yards (tackle by Pierre Thomas)",0.000,0.540
3,14:53,1,10,BUF 24,10,7,Fred Jackson left end for 6 yards (tackle by Scott Fujita and Roman Harper),0.540,0.810
3,14:21,2,4,BUF 30,10,7,Fred Jackson middle for 11 yards (tackle by Scott Shanle),0.810,1.660
3,13:50,1,10,BUF 41,10,7,Trent Edwards pass incomplete short right intended for Jonathan Stupar,1.660,1.120
3,13:46,2,10,BUF 41,10,7,Trent Edwards pass incomplete deep right intended for Terrell Owens,1.120,0.430
3,13:38,3,10,BUF 41,10,7,Trent Edwards pass complete short right to Derek Fine for -2 yards (tackle by Scott Fujita),0.430,-0.780
3,13:14,4,12,BUF 39,10,7,Brian Moorman punts 58 yards,-0.780,0.380
3,12:59,1,10,NOR 3,10,7,Pierre Thomas middle for 1 yard (tackle by Kyle Williams and Marcus Buggs),-0.380,-0.710
3,12:23,2,9,NOR 4,10,7,Pierre Thomas left guard for 19 yards (tackle by Keith Ellison and Jairus Byrd),-0.710,0.480
3,11:45,1,10,NOR 23,10,7,Pierre Thomas left guard for 13 yards (tackle by Bryan Scott),0.480,1.330
3,11:10,1,10,NOR 36,10,7,Reggie Bush right guard for 5 yards (tackle by Kyle Williams),1.330,1.470
3,10:30,2,5,NOR 41,10,7,Reggie Bush right tackle for -1 yards (tackle by Chris Kelsay),1.470,0.630
3,9:47,3,6,NOR 40,10,7,Drew Brees pass complete short right to Reggie Bush for 5 yards (tackle by Keith Ellison),0.630,-0.390
3,9:19,4,1,NOR 45,10,7,Drew Brees right end for 2 yards (tackle by Terrence McGee),-0.390,2.060
3,8:53,1,10,NOR 47,10,7,Pierre Thomas left tackle for no gain (tackle by Keith Ellison and Donte Whitner),2.060,1.520
3,8:13,2,10,NOR 47,10,7,Drew Brees pass complete deep middle to Marques Colston for 18 yards (tackle by Terrence McGee),1.520,3.250
3,7:29,1,10,BUF 35,10,7,Pierre Thomas left guard for 1 yard (tackle by Kyle Williams and Bryan Scott),3.250,2.840
3,6:45,2,9,BUF 34,10,7,Drew Brees pass incomplete short left intended for Jeremy Shockey,2.840,2.150
3,6:41,3,9,BUF 34,10,7,Drew Brees pass incomplete short left intended for Jeremy Shockey (defended by Drayton Florence),2.150,1.060
3,6:35,4,9,BUF 34,10,7,Thomas Morstead punts 31 yards,1.060,0.380
3,6:26,1,10,BUF 3,10,7,Fred Jackson right guard for 4 yards (tackle by Jabari Greer),-0.380,-0.490
3,5:53,2,6,BUF 7,10,7,"Trent Edwards pass complete short right to Lee Evans for 11 yards (tackle by Jabari Greer). Penalty on Darren Sharper: Unnecessary Roughness, 15 yards",-0.490,1.140
3,5:32,1,10,BUF 33,10,7,Trent Edwards pass complete short middle to Lee Evans for 9 yards (tackle by Darren Sharper),1.140,1.810
3,5:07,2,1,BUF 42,10,7,Fred Jackson middle for 6 yards (tackle by Roman Harper and Anthony Hargrove),1.810,2.130
3,4:39,1,10,BUF 48,10,7,Fred Jackson right tackle for -1 yards (tackle by Jabari Greer and Anthony Hargrove),2.130,1.450
3,4:00,2,11,BUF 47,10,7,"Trent Edwards left end for 2 yards (tackle by Bobby McCray). Penalty on Anthony Hargrove: Unnecessary Roughness, 17 yards",1.450,3.310
3,3:32,1,10,NOR 34,10,7,Fred Jackson middle for 5 yards (tackle by Roman Harper),3.310,3.450
3,2:57,2,5,NOR 29,10,7,Fred Jackson middle for 2 yards (tackle by Roman Harper),3.450,3.010
3,2:19,3,3,NOR 27,10,7,Trent Edwards pass incomplete short middle intended for Terrell Owens is intercepted by Will Smith at NOR-23,3.010,-0.480
3,2:12,1,10,NOR 23,10,7,Drew Brees pass complete short right to Jeremy Shockey for 3 yards (tackle by Chris Kelsay),0.480,0.340
3,1:28,2,7,NOR 26,10,7,"Penalty on Zach Strief: False Start, 5 yards (no play)",0.340,-0.340
3,1:16,2,12,NOR 21,10,7,Pierre Thomas right guard for 3 yards (tackle by Marcus Stroud and Keith Ellison),-0.340,-0.630
3,0:40,3,9,NOR 24,10,7,Reggie Bush right guard for 5 yards (tackle by Chris Kelsay),-0.630,-1.440
Quarter,Time,Down,ToGo,Location,NOR,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,4,NOR 29,10,7,"Thomas Morstead punts 45 yards, returned by Roscoe Parrish for 4 yards (tackle by Marvin Mitchell). Penalty on Jairus Byrd: Unnecessary Roughness, 13 yards",-1.440,0.320
4,14:47,1,10,BUF 13,10,7,Trent Edwards pass incomplete short left intended for Lee Evans,-0.320,-0.770
4,14:38,2,10,BUF 13,10,7,Fred Jackson right tackle for 6 yards (tackle by Roman Harper and Will Smith),-0.770,-0.710
4,14:03,3,4,BUF 19,10,7,Trent Edwards sacked by Will Smith for -3 yards. Penalty on Eric Wood: Tripping (Declined),-0.710,-2.390
4,13:45,4,7,BUF 16,10,7,"Brian Moorman punts 53 yards, returned by Reggie Bush for 7 yards (tackle by John Wendling)",-2.390,-1.470
4,13:33,1,10,NOR 38,10,7,Pierre Thomas left tackle for no gain (tackle by Spencer Johnson),1.470,0.920
4,13:01,2,10,NOR 38,10,7,Drew Brees pass incomplete short left intended for Reggie Bush,0.920,0.230
4,12:54,3,10,NOR 38,10,7,Drew Brees pass incomplete short right intended for Marques Colston,0.230,-0.850
4,12:48,4,10,NOR 38,10,7,Thomas Morstead punts 41 yards,-0.850,-0.340
4,12:38,1,10,BUF 21,10,7,Fred Jackson right end for 4 yards (tackle by Jonathan Vilma and Marvin Mitchell),0.340,0.340
4,11:58,2,6,BUF 25,10,7,Trent Edwards pass complete short middle to Lee Evans for 3 yards (tackle by Marvin Mitchell and Jonathan Vilma),0.340,0.040
4,11:15,3,3,BUF 28,10,7,Trent Edwards pass incomplete deep right intended for Terrell Owens,0.040,-1.500
4,11:09,4,3,BUF 28,10,7,Brian Moorman punts 38 yards,-1.500,-1.200
4,11:01,1,10,NOR 34,10,7,"Pierre Thomas left end for 5 yards (tackle by Bryan Scott). Penalty on Bryan Scott: Face Mask (15 Yards), 15 yards",1.200,2.520
4,10:40,1,10,BUF 46,10,7,Drew Brees pass complete short left to Reggie Bush for 12 yards (tackle by Kawika Mitchell and Jairus Byrd),2.520,3.310
4,9:55,1,10,BUF 34,16,7,"Pierre Thomas left tackle for 34 yards, touchdown",3.310,7.000
4,,,,BUF 2,17,7,John Carney kicks extra point good,0.000,0.000
4,,,,NOR 30,17,7,"Thomas Morstead kicks off 65 yards, returned by Roscoe Parrish for 14 yards (tackle by Lynell Hamilton)",0.000,0.150
4,9:40,1,10,BUF 19,17,7,"Trent Edwards pass complete short right to Josh Reed for 13 yards (tackle by Tracy Porter). Penalty on Eric Wood: Ineligible Downfield Pas, 5 yards (no play)",0.150,-0.390
4,9:15,1,15,BUF 14,17,7,"Penalty on Jonathan Scott: False Start, 5 yards (no play)",-0.390,-0.760
4,8:50,1,20,BUF 9,17,7,Trent Edwards pass complete short right to Derek Fine for 11 yards (tackle by Jabari Greer and Scott Shanle),-0.760,-0.200
4,8:18,2,9,BUF 20,17,7,Trent Edwards pass incomplete short right intended for Derek Fine,-0.200,-0.940
4,8:14,3,9,BUF 20,17,7,Trent Edwards pass complete short left to Josh Reed for 8 yards (tackle by Sedrick Ellis and Scott Fujita),-0.940,-1.500
4,7:30,4,1,BUF 28,17,7,Brian Moorman punts 39 yards,-1.500,-1.200
4,7:22,1,10,NOR 34,17,7,Drew Brees pass incomplete deep middle intended for Robert Meachem,1.200,0.660
4,7:14,2,10,NOR 34,17,7,Pierre Thomas left guard for 1 yard (tackle by Kyle Williams and Marcus Buggs),0.660,0.100
4,6:32,3,9,NOR 35,17,7,"Drew Brees pass complete short right to Devery Henderson for 13 yards (tackle by Kawika Mitchell and Bryan Scott). Penalty on Kawika Mitchell: Face Mask (15 Yards), 15 yards",0.100,3.120
4,5:59,1,10,BUF 37,17,7,Pierre Thomas middle for 9 yards (tackle by Bryan Scott and Donte Whitner),3.120,3.790
4,5:14,,,,17,7,Timeout #1 by New Orleans Saints,0.000,3.790
4,5:14,2,1,BUF 28,17,7,Pierre Thomas left guard for 15 yards (tackle by Chris Kelsay and Drayton Florence),3.790,4.710
4,4:30,1,10,BUF 13,17,7,"Pierre Thomas left guard for 2 yards (tackle by Spencer Johnson). Penalty on Carl Nicks: Offensive Holding, 10 yards (no play)",4.710,4.040
4,4:25,1,20,BUF 23,17,7,Drew Brees pass incomplete short left intended for Reggie Bush (defended by Marcus Stroud),4.040,2.810
4,4:19,2,20,BUF 23,17,7,Reggie Bush left tackle for -1 yards (tackle by Terrence McGee and George Wilson),2.810,2.010
4,3:32,3,21,BUF 24,17,7,Drew Brees pass complete short right to Devery Henderson for 7 yards (tackle by Marcus Stroud and Keith Ellison),2.010,2.310
4,3:25,,,,17,7,Timeout #1 by Buffalo Bills,0.000,2.310
4,3:25,4,14,BUF 17,20,7,John Carney 35 yard field goal good,2.310,3.000
4,,,,NOR 30,20,7,"Thomas Morstead kicks off 72 yards, returned by Roscoe Parrish for 29 yards (tackle by Troy Evans)",0.000,0.740
4,3:15,1,10,BUF 27,20,7,Trent Edwards pass incomplete short right intended for Terrell Owens,0.740,0.200
4,3:09,2,10,BUF 27,20,7,Trent Edwards sacked by Sedrick Ellis for -5 yards,0.200,-1.150
4,2:51,3,15,BUF 22,20,7,Trent Edwards sacked by Charles Grant for -8 yards,-1.150,-2.470
4,2:25,4,23,BUF 14,20,7,Trent Edwards pass complete short left to Fred Jackson for 12 yards (tackle by Will Smith and Scott Fujita),-2.470,-3.910
4,2:15,1,10,BUF 25,20,7,Pierre Thomas right tackle for 6 yards (tackle by Marcus Buggs and Kyle Williams),3.910,4.200
4,2:10,,,,20,7,Timeout #2 by Buffalo Bills,0.000,4.200
4,2:10,2,4,BUF 19,26,7,"Pierre Thomas right tackle for 19 yards, touchdown",4.200,7.000
4,,,,BUF 2,27,7,John Carney kicks extra point good,0.000,0.000
4,,,,NOR 30,27,7,"Thomas Morstead kicks off 70 yards, touchback",0.000,0.280
4,2:03,1,10,BUF 20,27,7,Fred Jackson right guard for no gain (tackle by Anthony Hargrove),0.280,-0.270
4,1:57,2,10,BUF 20,27,7,Trent Edwards pass complete short left to Josh Reed for no gain,-0.270,-0.960
4,1:52,3,10,BUF 20,27,7,Trent Edwards pass incomplete,-0.960,-2.030
4,1:45,4,10,BUF 20,27,7,"Brian Moorman punts 49 yards, fair catch by Reggie Bush",-2.030,-1.000
4,1:36,1,10,NOR 31,27,7,Drew Brees kneels for -1 yards,1.000,0.320
4,0:55,2,11,NOR 30,27,7,Drew Brees kneels for -1 yards,0.320,-0.490
4,0:18,3,12,NOR 29,27,7,Drew Brees kneels for -1 yards,-0.490,-1.500
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
