Quarter,Time,Down,ToGo,Location,CHI,DET,Detail,EPB,EPA
3,10:32,2,4,DET 47,10,14,Khalil Herbert left end for -6 yards (tackle by Brian Branch),2.330,0.830
3,9:45,3,10,CHI 47,10,14,"Penalty on CHI: Delay of Game, 5 yards (accepted) (no play)",0.830,0.170
3,9:41,3,15,CHI 42,10,14,"Justin Fields pass incomplete deep left intended for Darnell Mooney. Penalty on Brian Branch: Illegal Contact, 5 yards (accepted) (no play)",0.170,2.060
3,9:35,1,10,CHI 47,10,14,Roschon Johnson up the middle for 14 yards (tackle by Kerby Joseph),2.060,2.980
3,8:52,1,10,DET 39,10,14,"Penalty on Darnell Wright: False Start, 5 yards (accepted) (no play)",2.980,2.650
3,8:48,1,15,DET 44,10,14,Khalil Herbert up the middle for 3 yards (tackle by Cameron Sutton and Derrick Barnes),2.650,2.170
3,8:05,2,12,DET 41,10,14,Justin Fields pass complete short left to Khalil Herbert for 1 yard (tackle by Alex Anzalone),2.170,1.620
3,7:24,3,11,DET 40,10,14,Roschon Johnson up the middle for 5 yards (tackle by Aidan Hutchinson and Kerby Joseph),1.620,0.970
3,6:46,4,6,DET 35,13,14,Cairo Santos 53 yard field goal good,0.970,3.000
3,6:41,,,CHI 35,13,14,"Cairo Santos kicks off 62 yards, returned by Craig Reynolds for 31 yards. Craig Reynolds fumbles (forced by Tyrique Stevenson), recovered by DeMarquis Gates at DET-40",0.000,-2.920
3,6:32,1,10,DET 40,13,14,Justin Fields left end for 12 yards (tackle by Alex Anzalone),2.920,3.710
3,5:51,1,10,DET 28,13,14,Khalil Herbert left end for no gain (tackle by Derrick Barnes and Josh Paschal),3.710,3.170
3,5:12,2,10,DET 28,13,14,"Justin Fields scrambles right end for no gain (tackle by Derrick Barnes). Penalty on Darnell Wright: Offensive Holding, 11 yards (accepted) (no play)",3.170,1.680
3,4:48,2,21,DET 39,19,14,"Justin Fields pass complete deep right to D.J. Moore for 39 yards, touchdown",1.680,7.000
3,4:41,,,DET 15,20,14,Cairo Santos kicks extra point good,0.000,0.000
3,4:41,,,CHI 35,20,14,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
3,4:41,1,10,DET 25,20,14,Jahmyr Gibbs up the middle for 8 yards (tackle by Jaquan Brisker),0.610,1.140
3,4:13,2,2,DET 33,20,14,Jared Goff pass complete short left to Jahmyr Gibbs for 9 yards (tackle by Tremaine Edmunds),1.140,1.730
3,3:39,1,10,DET 42,20,14,Jahmyr Gibbs right tackle for 1 yard (tackle by Rasheem Green and DeMarcus Walker),1.730,1.320
3,3:05,2,9,DET 43,20,14,Jahmyr Gibbs right tackle for 3 yards (tackle by Gervon Dexter and T.J. Edwards),1.320,1.030
3,2:34,3,6,DET 46,20,14,Jared Goff pass short middle (defended by Gervon Dexter) intended for Josh Reynolds is intercepted by Tremaine Edmunds at CHI-47 and returned for 10 yards (tackle by Kalif Raymond),1.030,-2.720
3,2:25,1,10,DET 43,20,14,Justin Fields pass incomplete short middle intended for Marcedes Lewis,2.720,2.180
3,2:22,2,10,DET 43,20,14,Khalil Herbert up the middle for 5 yards (tackle by John Cominsky),2.180,2.150
3,1:44,3,5,DET 38,20,14,Roschon Johnson right tackle for 6 yards (tackle by Cameron Sutton and Alex Anzalone),2.150,3.450
3,1:07,1,10,DET 32,20,14,Justin Fields pass complete short left to D.J. Moore for 7 yards (tackle by Kerby Joseph),3.450,3.850
3,0:24,2,3,DET 25,20,14,Justin Fields left tackle for 2 yards (tackle by Alex Anzalone),3.850,3.400
Quarter,Time,Down,ToGo,Location,CHI,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,DET 23,20,14,Justin Fields up the middle for no gain (tackle by Alex Anzalone),3.400,2.080
4,14:15,4,1,DET 23,23,14,Cairo Santos 40 yard field goal good,2.080,3.000
4,14:12,,,CHI 35,23,14,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
4,14:12,1,10,DET 25,23,14,Jared Goff sacked by Montez Sweat for -8 yards,0.610,-1.150
4,13:36,2,18,DET 17,23,14,Jared Goff pass complete short middle to Kalif Raymond for 5 yards (tackle by T.J. Edwards),-1.150,-1.020
4,13:18,3,13,DET 22,23,14,Jared Goff pass incomplete short left intended for Sam LaPorta,-1.020,-1.900
4,13:00,4,13,DET 22,23,14,"Jack Fox punts 60 yards, returned by Trent Taylor for no gain (tackle by Malcolm Rodriguez). Penalty on Josh Blackwell: Illegal Block Above the Waist, 9 yards (accepted)",-1.900,0.380
4,13:00,1,10,CHI 9,23,14,Khalil Herbert right end for 9 yards (tackle by Josh Paschal),-0.380,0.140
4,12:20,2,1,CHI 18,23,14,Khalil Herbert up the middle for 3 yards (tackle by Jerry Jacobs and Josh Paschal),0.140,0.340
4,11:38,1,10,CHI 21,23,14,Roschon Johnson right end for -2 yards (tackle by Josh Paschal and Jack Campbell),0.340,-0.530
4,11:00,2,12,CHI 19,23,14,Justin Fields right end for 8 yards (tackle by Alex Anzalone),-0.530,-0.100
4,10:15,3,4,CHI 27,23,14,"Justin Fields pass incomplete deep left intended for Darnell Mooney. Penalty on Brian Branch: Defensive Holding, 5 yards (accepted) (no play)",-0.100,1.070
4,10:10,1,10,CHI 32,23,14,Khalil Herbert left tackle for 4 yards (tackle by Alex Anzalone),1.070,1.070
4,9:33,2,6,CHI 36,23,14,Justin Fields scrambles right end for 5 yards (tackle by Jack Campbell),1.070,1.030
4,8:53,3,1,CHI 41,23,14,Khalil Herbert left tackle for 3 yards (tackle by Alex Anzalone and Aidan Hutchinson),1.030,1.860
4,8:14,1,10,CHI 44,23,14,Justin Fields left end for 4 yards (tackle by Derrick Barnes),1.860,1.860
4,7:33,2,6,CHI 48,23,14,Justin Fields sacked by Alim McNeill for -8 yards,1.860,0.100
4,6:48,3,14,CHI 40,23,14,"Justin Fields scrambles left end for 29 yards (tackle by Tracy Walker). Penalty on Cameron Sutton: Illegal Contact, 5 yards (accepted)",0.100,3.840
4,6:21,1,10,DET 26,23,14,Khalil Herbert left tackle for 2 yards (tackle by Alex Anzalone and Jack Campbell),3.840,3.570
4,5:41,2,8,DET 24,23,14,Justin Fields left tackle for 1 yard (tackle by Jack Campbell),3.570,3.010
4,5:01,3,7,DET 23,23,14,Roschon Johnson up the middle for 2 yards (tackle by Tracy Walker and Aidan Hutchinson),3.010,2.110
4,4:20,4,5,DET 21,26,14,Cairo Santos 39 yard field goal good,2.110,3.000
4,4:15,,,CHI 35,26,14,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
4,4:15,1,10,DET 25,26,14,David Montgomery up the middle for 4 yards (tackle by DeMarcus Walker),0.610,0.600
4,3:59,2,6,DET 29,26,14,Jared Goff pass complete short left to Sam LaPorta for 4 yards (tackle by Jaquan Brisker),0.600,0.430
4,3:54,3,2,DET 33,26,14,Jared Goff pass complete short right to Amon-Ra St. Brown for 16 yards (tackle by Kyler Gordon),0.430,2.190
4,3:34,1,10,DET 49,26,14,Jared Goff pass complete short left to Sam LaPorta for 6 yards (tackle by Kyler Gordon),2.190,2.460
4,3:14,2,4,CHI 45,26,14,Jared Goff pass complete short middle to Jahmyr Gibbs for 13 yards (tackle by Jaylon Johnson),2.460,3.450
4,3:06,1,10,CHI 32,26,20,"Jared Goff pass complete deep right to Jameson Williams for 32 yards, touchdown",3.450,7.000
4,2:59,,,CHI 15,26,21,Riley Patterson kicks extra point good,0.000,0.000
4,2:59,,,DET 35,26,21,"Jack Fox kicks off 62 yards,",0.000,0.610
4,2:59,1,10,CHI 25,26,21,Khalil Herbert up the middle for no gain (tackle by Jack Campbell),0.610,0.060
4,2:55,,,,,,Timeout #1 by Detroit Lions,,
4,2:55,2,10,CHI 25,26,21,Khalil Herbert left tackle for 1 yard (tackle by Alim McNeill),0.060,-0.490
4,2:51,,,,,,Timeout #2 by Detroit Lions,,
4,2:51,3,9,CHI 26,26,21,Justin Fields pass incomplete deep left intended for Tyler Scott,-0.490,-1.630
4,2:44,4,9,CHI 26,26,21,Trenton Gill punts 47 yards out of bounds,-1.630,-0.740
4,2:33,1,10,DET 27,26,21,Jared Goff pass complete short middle to David Montgomery for 13 yards (tackle by Kyler Gordon and Jack Sanborn),0.740,1.600
4,2:11,1,10,DET 40,26,21,Jared Goff pass incomplete deep left intended for Jameson Williams,1.600,1.050
4,2:05,2,10,DET 40,26,21,David Montgomery up the middle for 12 yards (tackle by Jaquan Brisker),1.050,2.390
4,1:59,1,10,CHI 48,26,21,Jared Goff pass complete short right to Jahmyr Gibbs for 6 yards (tackle by Jack Sanborn and Kyler Gordon),2.390,2.660
4,1:40,2,4,CHI 42,26,21,Jared Goff pass complete short right to Sam LaPorta for 8 yards (tackle by T.J. Edwards),2.660,3.310
4,1:36,1,10,CHI 34,26,21,Jared Goff pass complete short middle to David Montgomery for 9 yards (tackle by Jack Sanborn and Tyrique Stevenson),3.310,3.990
4,1:14,2,1,CHI 25,26,21,David Montgomery up the middle for 10 yards (tackle by Eddie Jackson),3.990,4.580
4,0:50,1,10,CHI 15,26,21,Jared Goff pass complete short left to Amon-Ra St. Brown for 8 yards (tackle by Jaquan Brisker),4.580,5.410
4,0:43,,,,,,Timeout #3 by Detroit Lions,,
4,0:43,2,2,CHI 7,26,21,Jared Goff pass incomplete short left,5.410,4.680
4,0:38,3,2,CHI 7,26,21,Jahmyr Gibbs up the middle for 6 yards (tackle by Eddie Jackson),4.680,6.970
4,0:31,,,,,,Timeout #1 by Chicago Bears,,
4,0:31,1,1,CHI 1,26,27,"David Montgomery up the middle for 1 yard, touchdown",6.970,7.000
4,0:29,,,CHI 2,26,29,Two Point Attempt: Jared Goff pass complete to to Sam LaPorta for no gain,1.000,1.000
4,0:29,,,DET 35,26,29,"Jack Fox kicks off 57 yards,",0.000,0.610
4,0:29,1,10,CHI 25,26,31,Justin Fields sacked by Aidan Hutchinson for -10 yards. Justin Fields fumbles (forced by Aidan Hutchinson),0.610,-2.000
4,0:22,,,CHI 20,26,31,"Trenton Gill kicks off 21 yards,",0.000,2.850
4,0:22,1,10,CHI 41,26,31,Jared Goff kneels for -1 yards,2.850,2.170
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
