Quarter,Time,Down,ToGo,Location,TEN,NWE,Detail,EPB,EPA
2,1:11,3,8,NWE 13,7,14,Steve McNair pass incomplete intended for Justin McCareins,3.400,2.570
2,1:08,4,8,NWE 13,7,14,"Gary Anderson 31 yard field goal no good, blocked by Richard Seymour, recovered by Shad Meier and returned for no gain. Penalty on Fred Miller: Unnecessary Roughness (Declined)",2.570,-0.410
2,1:00,1,10,NWE 22,7,14,Tom Brady pass complete to Troy Brown for 7 yards (tackle by Keith Bulluck),0.410,0.810
2,0:47,,,,7,14,Timeout #2 by New England Patriots,0.000,0.810
2,0:47,2,3,NWE 29,7,14,Tom Brady pass incomplete intended for David Givens,0.810,0.100
2,0:41,3,3,NWE 29,7,14,"Penalty on Jevon Kearse: Encroachment, 5 yards (no play)",0.100,1.200
2,0:41,1,10,NWE 34,7,14,Tom Brady pass complete to Kevin Faulk for 7 yards (tackle by Peter Sirmon),1.200,1.600
2,0:24,2,3,NWE 41,7,14,Tom Brady spiked the ball,1.600,0.890
2,0:23,3,3,NWE 41,7,14,Tom Brady pass incomplete intended for Daniel Graham,0.890,-0.650
2,0:20,4,3,NWE 41,7,14,"Ken Walter punts 25 yards, fair catch by Derrick Mason",-0.650,-1.200
2,0:13,1,10,TEN 34,7,14,Steve McNair kneels for -1 yards,1.200,0.520
Quarter,Time,Down,ToGo,Location,TEN,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 30,7,14,"Craig Hentrich kicks off 56 yards, returned by Bethel Johnson for 16 yards (tackle by Tony Beckham)",0.000,0.940
3,14:54,1,10,NWE 30,7,14,Antowain Smith left tackle for 3 yards (tackle by Jevon Kearse and Brad Kassell),0.940,0.800
3,14:17,2,7,NWE 33,7,14,Antowain Smith left end for 10 yards (tackle by Brad Kassell),0.800,1.800
3,13:35,1,10,NWE 43,7,14,Tom Brady pass complete to Deion Branch for 2 yards (tackle by Samari Rolle),1.800,1.520
3,12:56,2,8,NWE 45,7,14,Tom Brady pass complete to Antowain Smith for 1 yard (tackle by Samari Rolle),1.520,0.960
3,12:14,3,7,NWE 46,7,14,Tom Brady pass incomplete intended for Deion Branch,0.960,-0.320
3,12:09,4,7,NWE 46,7,14,Ken Walter punts 24 yards,-0.320,-0.940
3,12:01,1,10,TEN 30,7,14,Eddie George left end for no gain (tackle by Tedy Bruschi and Bobby Hamilton),0.940,0.390
3,11:17,2,10,TEN 30,7,14,Eddie George right guard for 9 yards (tackle by Rodney Harrison),0.390,0.890
3,10:31,3,1,TEN 39,7,14,"Penalty on Zach Piller: False Start, 5 yards (no play)",0.890,0.230
3,10:11,3,6,TEN 34,7,14,Steve McNair pass complete to Tyrone Calico for 30 yards (tackle by Tyrone Poole),0.230,3.180
3,9:48,1,10,NWE 36,7,14,Eddie George left end for 8 yards (tackle by Richard Seymour),3.180,3.720
3,9:07,2,2,NWE 28,7,14,Steve McNair pass complete to Eddie George for 3 yards (tackle by Roman Phifer),3.720,3.910
3,8:20,1,10,NWE 25,7,14,"Penalty on Steve McNair: Delay of Game, 5 yards (no play)",3.910,3.580
3,8:00,1,15,NWE 30,7,14,Chris Brown left end for 4 yards (tackle by Rodney Harrison and Richard Seymour),3.580,3.230
3,7:19,2,11,NWE 26,7,14,Steve McNair pass complete to Erron Kinney for 5 yards (tackle by Mike Vrabel),3.230,3.200
3,6:34,3,6,NWE 21,7,14,Steve McNair pass complete to Justin McCareins for 10 yards (tackle by Eugene Wilson),3.200,4.840
3,5:56,1,10,NWE 11,7,14,Eddie George left guard for 5 yards (tackle by Rodney Harrison and Roman Phifer),4.840,5.080
3,5:13,2,5,NWE 6,7,14,"Penalty on Fred Miller: False Start, 5 yards (no play)",5.080,4.140
3,4:59,2,10,NWE 11,7,14,Eddie George left tackle for no gain (tackle by Mike Vrabel and Tedy Bruschi),4.140,3.130
3,4:19,3,10,NWE 11,13,14,"Steve McNair pass complete to Derrick Mason for 11 yards, touchdown",3.130,7.000
3,,,,NWE 2,14,14,Gary Anderson kicks extra point good,0.000,0.000
3,,,,TEN 30,14,14,"Craig Hentrich kicks off 51 yards, returned by Patrick Pass for 18 yards (tackle by Darrell Hill)",0.000,1.400
3,4:05,1,10,NWE 37,14,14,Tom Brady pass incomplete intended for Deion Branch,1.400,0.860
3,3:59,2,10,NWE 37,14,14,Tom Brady pass complete to David Givens for 6 yards (tackle by Keith Bulluck),0.860,0.960
3,3:24,3,4,NWE 43,14,14,Kevin Faulk right end for 8 yards (tackle by Lance Schulters),0.960,2.320
3,3:06,1,10,TEN 49,14,14,Antowain Smith left tackle for 3 yards (tackle by Peter Sirmon and Keith Bulluck),2.320,2.190
3,2:14,2,7,TEN 46,14,14,"Tom Brady pass complete to Daniel Graham for -1 yards (tackle by Kevin Carter). Daniel Graham fumbles (forced by Kevin Carter), recovered by Carlos Hall at TEN-47 (tackle by Joe Andruzzi)",2.190,-2.060
3,2:06,1,10,TEN 47,14,14,Frank Wycheck sacked by Willie McGinest for -10 yards,2.060,0.170
3,1:23,2,20,TEN 37,14,14,Chris Brown left guard for 2 yards (tackle by Mike Vrabel and Ted Washington),0.170,-0.230
3,0:41,3,18,TEN 39,14,14,Steve McNair pass incomplete intended for Derrick Mason,-0.230,-0.780
3,0:37,4,18,TEN 39,14,14,Craig Hentrich punts 56 yards,-0.780,0.380
3,0:24,1,10,NWE 5,14,14,Antowain Smith left end for 17 yards (tackle by Peter Sirmon and Jevon Kearse),-0.380,0.410
Quarter,Time,Down,ToGo,Location,TEN,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NWE 22,14,14,Tom Brady pass incomplete intended for David Givens,0.410,-0.130
4,14:57,2,10,NWE 22,14,14,Tom Brady pass complete to Kevin Faulk for 5 yards (tackle by Keith Bulluck),-0.130,-0.160
4,14:22,3,5,NWE 27,14,14,Tom Brady pass complete to David Givens for 6 yards,-0.160,1.140
4,14:06,1,10,NWE 33,14,14,Tom Brady pass incomplete intended for Deion Branch,1.140,0.590
4,14:00,2,10,NWE 33,14,14,Tom Brady pass complete to David Givens for 6 yards (tackle by Samari Rolle),0.590,0.700
4,13:31,3,4,NWE 39,14,14,Tom Brady pass complete to Deion Branch for 6 yards (tackle by Peter Sirmon),0.700,1.930
4,12:57,1,10,NWE 45,14,14,Kevin Faulk up the middle for 5 yards (tackle by Jevon Kearse),1.930,2.060
4,12:27,2,5,NWE 50,14,14,Tom Brady for 5 yards,2.060,2.590
4,11:57,1,10,TEN 45,14,14,Tom Brady pass incomplete intended for Deion Branch,2.590,2.040
4,11:52,2,10,TEN 45,14,14,Kevin Faulk up the middle for 5 yards (tackle by Kevin Carter),2.040,2.010
4,11:14,3,5,TEN 40,14,14,Tom Brady up the middle for 1 yard (tackle by Albert Haynesworth),2.010,0.660
4,10:38,4,4,TEN 39,14,14,Ken Walter punts 32 yards,0.660,0.380
4,10:28,1,10,TEN 7,14,14,Eddie George left guard for 3 yards (tackle by Tyrone Poole and Eugene Wilson),-0.380,-0.560
4,9:47,2,7,TEN 10,14,14,Eddie George up the middle for 3 yards (tackle by Bobby Hamilton and Ted Washington),-0.560,-0.720
4,9:06,3,4,TEN 13,14,14,Chris Brown left guard for 5 yards (tackle by Tedy Bruschi and Rodney Harrison),-0.720,0.040
4,8:08,1,10,TEN 18,14,14,Eddie George left guard for 2 yards (tackle by Mike Vrabel and Tedy Bruschi),0.040,-0.130
4,7:23,2,8,TEN 20,14,14,Steve McNair sacked by Willie McGinest for -3 yards,-0.130,-1.340
4,6:53,,,,14,14,Timeout #1 by Tennessee Titans,0.000,-1.340
4,6:53,3,11,TEN 17,14,14,Steve McNair pass incomplete intended for Tyrone Calico,-1.340,-2.320
4,6:49,4,11,TEN 17,14,14,"Craig Hentrich punts 32 yards, returned by Troy Brown for 9 yards (tackle by Keith Bulluck)",-2.320,-2.920
4,6:40,1,10,TEN 40,14,14,Antowain Smith up the middle for 5 yards (tackle by Peter Sirmon and Keith Bulluck),2.920,3.050
4,5:57,2,5,TEN 35,14,14,Kevin Faulk left guard for 2 yards (tackle by Keith Bulluck and Peter Sirmon),3.050,2.610
4,5:18,3,3,TEN 33,14,14,Tom Brady pass incomplete intended for Larry Centers,2.610,1.190
4,5:14,4,3,TEN 33,14,14,Tom Brady pass complete to Troy Brown for 4 yards (tackle by Lance Schulters),1.190,3.640
4,4:59,1,10,TEN 29,14,14,Kevin Faulk right tackle for 2 yards (tackle by Brad Kassell and Lance Schulters),3.640,3.370
4,4:21,,,,14,14,Timeout #2 by Tennessee Titans,0.000,3.370
4,4:21,2,8,TEN 27,14,14,Tom Brady pass incomplete intended for Daniel Graham,3.370,2.680
4,4:17,3,8,TEN 27,14,14,Tom Brady pass incomplete intended for Daniel Graham,2.680,1.670
4,4:11,4,8,TEN 27,14,17,Adam Vinatieri 46 yard field goal good,1.670,3.000
4,,,,NWE 30,14,17,"Adam Vinatieri kicks off 62 yards, returned by Justin McCareins for 16 yards (tackle by Matt Chatham)",0.000,0.540
4,4:02,1,10,TEN 24,14,17,Steve McNair pass complete to Justin McCareins for 11 yards (tackle by Tyrone Poole),0.540,1.270
4,3:20,1,10,TEN 35,14,17,Steve McNair pass complete to Drew Bennett for 13 yards (tackle by Tyrone Poole),1.270,2.130
,,,,,,,"NWE challenged the ruling, and the play was upheld.",,
4,3:14,1,10,TEN 48,14,17,Steve McNair left guard for 12 yards (tackle by Asante Samuel and Richard Seymour),2.130,2.920
4,2:30,1,10,NWE 40,14,17,Steve McNair pass complete to Derrick Mason for 7 yards (tackle by Asante Samuel),2.920,3.320
4,2:00,2,3,NWE 33,14,17,"Steve McNair pass incomplete intended for Derrick Mason. Penalty on Steve McNair: Intentional Grounding, 10 yards",3.320,1.290
4,1:56,3,13,NWE 43,14,17,"Steve McNair pass complete to Drew Bennett for 12 yards (tackle by Tyrone Poole). Penalty on Benji Olson: Offensive Holding, 10 yards (no play)",1.290,-0.030
4,1:49,3,23,TEN 47,14,17,Steve McNair pass complete to Drew Bennett for 11 yards,-0.030,0.460
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
4,1:45,4,12,NWE 42,14,17,Steve McNair pass incomplete intended for Drew Bennett,0.460,-1.730
4,1:38,1,10,NWE 42,14,17,Antowain Smith left tackle for -1 yards (tackle by Robaire Smith and Brad Kassell),1.730,1.050
4,1:33,,,,14,17,Timeout #3 by Tennessee Titans,0.000,1.050
4,1:33,2,11,NWE 41,14,17,Tom Brady kneels for -3 yards (tackle by Kevin Carter),1.050,-0.030
4,0:50,3,14,NWE 38,14,17,Tom Brady kneels for -1 yards,-0.030,-0.910
4,0:03,,,,14,17,Timeout #2 by New England Patriots,0.000,-0.910
4,0:03,4,15,NWE 37,14,17,Tom Brady pass incomplete intended for David Givens,-0.910,1.400
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
