Quarter,Time,Down,ToGo,Location,TEN,BAL,Detail,EPB,EPA
2,3:23,1,10,BAL 12,3,10,Jeff Blake pass incomplete intended for Travis Taylor,-0.350,-0.780
2,3:16,2,10,BAL 12,3,10,Jeff Blake pass complete to Todd Heap for 17 yards (tackle by Peter Sirmon). Penalty on Rich Coady: Defensive Holding (Declined),-0.780,0.870
2,2:55,1,10,BAL 29,3,10,Todd Heap left end for 2 yards (tackle by Lance Schulters),0.870,0.600
2,2:14,2,8,BAL 31,3,10,Jeff Blake pass incomplete intended for Travis Taylor,0.600,-0.100
2,2:06,3,8,BAL 31,3,10,Jeff Blake pass complete to Todd Heap for 14 yards (tackle by Peter Sirmon),-0.100,1.930
2,1:59,1,10,BAL 45,3,10,Chester Taylor right guard for 6 yards (tackle by Tank Williams),1.930,2.190
2,1:34,2,4,TEN 49,3,10,Jeff Blake pass incomplete intended for Ron Johnson,2.190,1.490
2,1:16,3,4,TEN 49,3,10,Jeff Blake pass incomplete intended for Travis Taylor,1.490,0.000
2,1:11,4,4,TEN 49,3,10,"Dave Zastudil punts 29 yards, fair catch by Derrick Mason",0.000,-0.280
2,1:04,1,10,TEN 20,3,10,Robert Holcombe right tackle for 4 yards (tackle by Robert Tate),0.280,0.270
2,0:47,2,6,TEN 24,3,10,Steve McNair for 5 yards,0.270,0.230
2,0:35,3,1,TEN 29,3,10,Steve McNair pass complete to Justin McCareins for 18 yards (tackle by Robert Tate). Penalty on Robert Tate: Defensive Holding (Declined),0.230,2.060
2,0:28,1,10,TEN 47,3,10,Steve McNair pass complete to Justin McCareins for 15 yards (tackle by Ed Reed),2.060,3.050
2,0:21,1,10,BAL 38,3,10,Steve McNair pass incomplete intended for Derrick Mason,3.050,2.510
2,0:15,2,10,BAL 38,3,10,Steve McNair pass complete to Frank Wycheck for 19 yards (tackle by Bart Scott),2.510,4.310
2,0:08,2,10,BAL 38,,,Timeout #1 by Tennessee Titans,2.510,4.310
2,0:08,1,10,BAL 19,6,10,Joe Nedney 37 yard field goal good,4.310,3.000
2,0:08,,,TEN 30,6,10,"Joe Nedney kicks off 65 yards, returned by Lamont Brightful for 10 yards (tackle by Aric Morris)",0.000,0.940
Quarter,Time,Down,ToGo,Location,TEN,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 30,6,10,"Joe Nedney kicks off 67 yards, returned by Lamont Brightful for 38 yards (tackle by Joe Nedney)",0.000,1.660
3,14:54,1,10,BAL 41,6,10,"Penalty on Travis Taylor: False Start, 5 yards (no play)",1.660,1.330
3,14:54,1,15,BAL 36,6,10,Jamal Lewis right guard for 3 yards (tackle by Rocky Calmus),1.330,0.850
3,14:40,2,12,BAL 39,6,10,Jeff Blake sacked by Henry Ford for -7 yards,0.850,-0.760
3,14:19,3,19,BAL 32,6,10,Jeff Blake pass incomplete intended for Alan Ricard,-0.760,-1.240
3,13:55,4,19,BAL 32,6,10,"Dave Zastudil punts 50 yards, returned by Derrick Mason for 8 yards (tackle by Shannon Taylor). Penalty on Andre Dyson: Offensive Holding, 9 yards",-1.240,0.380
3,13:40,1,10,TEN 9,6,10,Eddie George right guard for 3 yards (tackle by Kelly Gregg and Adalius Thomas),-0.380,-0.560
3,13:07,2,7,TEN 12,6,10,Steve McNair pass complete to Frank Wycheck for 10 yards (tackle by Peter Boulware),-0.560,0.410
3,12:30,1,10,TEN 22,6,10,Eddie George right tackle for 8 yards (tackle by Ed Hartwell and Robert Tate),0.410,0.950
3,11:56,2,2,TEN 30,6,10,Eddie George right tackle for 4 yards (tackle by Cornell Brown),0.950,1.200
3,11:15,1,10,TEN 34,6,10,Steve McNair pass incomplete intended for Derrick Mason,1.200,0.660
3,11:01,2,10,TEN 34,6,10,"Eddie George middle for 3 yards (tackle by Adalius Thomas and Bernardo Harris). Penalty on Fred Miller: Offensive Holding (Offsetting), Penalty on Peter Boulware: Personal Foul (Offsetting) (no play)",0.660,0.660
3,10:44,2,10,TEN 34,6,10,Steve McNair pass incomplete intended for Greg Comella (defended by Bernardo Harris),0.660,-0.030
3,10:28,3,10,TEN 34,6,10,Steve McNair pass incomplete intended for Kevin Dyson is intercepted by James Trapp at BAL-49 and returned for 7 yards,-0.030,-2.650
3,10:19,1,10,TEN 44,6,10,Jeff Blake pass incomplete intended for Ron Johnson,2.650,2.110
3,10:16,2,10,TEN 44,6,10,Jeff Blake sacked by Robaire Smith for -4 yards,2.110,0.890
3,9:46,3,14,TEN 48,6,10,Jeff Blake pass complete to Jamal Lewis for 13 yards (tackle by Peter Sirmon),0.890,1.000
3,9:00,3,14,TEN 48,,,Timeout #1 by Tennessee Titans,0.890,1.000
3,9:00,4,1,TEN 35,6,10,"Jeff Blake pass incomplete intended for Todd Heap is intercepted by Lance Schulters at TEN-11 and returned for 28 yards. Penalty on Jamal Lewis: Personal Foul, 15 yards",1.000,-2.520
3,8:50,1,10,BAL 46,6,10,Eddie George right tackle for 2 yards (tackle by Bernardo Harris and Ed Hartwell),2.520,2.250
3,8:19,2,8,BAL 44,6,10,"Steve McNair pass incomplete intended for Eddie George. Penalty on Gennaro DiNapoli: Offensive Holding, 10 yards (no play)",2.250,0.900
3,8:07,2,18,TEN 46,6,10,Steve McNair pass incomplete intended for Robert Holcombe (defended by Chad Williams),0.900,0.230
3,8:00,3,18,TEN 46,6,10,Steve McNair pass incomplete intended for Frank Wycheck,0.230,-0.320
3,7:54,4,18,TEN 46,6,10,"Craig Hentrich punts 54 yards, touchback. Penalty on Alvin Porter: Offensive Holding, 10 yards",-0.320,0.380
3,7:45,1,10,BAL 10,6,10,Jamal Lewis left guard for 4 yards (tackle by Peter Sirmon),-0.380,-0.460
3,7:13,2,6,BAL 14,6,10,Jamal Lewis left tackle for 4 yards (tackle by John Thornton and Peter Sirmon),-0.460,-0.480
3,6:35,3,2,BAL 18,6,10,Jeff Blake pass incomplete intended for Todd Heap (defended by Tank Williams),-0.480,-2.240
3,6:26,4,2,BAL 18,6,10,"Dave Zastudil punts 48 yards, returned by Derrick Mason for 10 yards (tackle by Alvin Porter)",-2.240,-1.860
3,6:14,1,10,TEN 44,6,10,Eddie George right tackle for 4 yards (tackle by Bernardo Harris and Ed Reed),1.860,1.860
3,5:38,2,6,TEN 48,6,10,Steve McNair pass incomplete intended for Eddie George,1.860,1.160
3,5:31,3,6,TEN 48,6,10,Steve McNair pass incomplete intended for Derrick Mason is intercepted by Chad Williams at BAL-44,1.160,-1.860
3,5:23,1,10,BAL 44,6,10,Jeff Blake left end for 2 yards (tackle by Peter Sirmon),1.860,1.590
3,4:43,2,8,BAL 46,6,10,Jeff Blake pass complete to Alan Ricard for 17 yards (tackle by Frank Chamberlin),1.590,3.120
3,3:56,1,10,TEN 37,6,10,"Jeff Blake pass incomplete intended for Todd Heap. Penalty on Keith Bulluck: Defensive Holding, 5 yards (no play)",3.120,3.450
3,3:46,1,10,TEN 32,6,10,Jeff Blake pass incomplete intended for Travis Taylor,3.450,2.900
3,3:42,2,10,TEN 32,6,10,Jamal Lewis middle for 6 yards (tackle by Keith Bulluck and Rich Coady),2.900,3.010
3,3:11,3,4,TEN 26,6,10,Jamal Lewis right tackle for 1 yard (tackle by Peter Sirmon and Albert Haynesworth),3.010,1.900
3,2:35,4,3,TEN 25,6,13,Matt Stover 43 yard field goal good,1.900,3.000
3,2:35,,,BAL 30,6,13,"Matt Stover kicks off 51 yards, returned by Justin McCareins for 27 yards (tackle by Bart Scott). Penalty on Bart Scott: Personal Foul, 15 yards",0.000,2.980
3,2:17,1,10,BAL 39,6,13,Robert Holcombe left tackle for 6 yards (tackle by Ed Hartwell and David Nugent),2.980,3.250
3,1:48,2,4,BAL 33,6,13,Robert Holcombe left end for 4 yards (tackle by Bernardo Harris and Cornell Brown),3.250,3.640
3,1:13,1,10,BAL 29,6,13,Robert Holcombe left guard for 3 yards (tackle by Ed Hartwell and Bernardo Harris),3.640,3.510
3,0:18,2,7,BAL 26,6,13,Robert Holcombe right guard for 1 yard (tackle by Bernardo Harris),3.510,2.940
Quarter,Time,Down,ToGo,Location,TEN,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,6,BAL 25,6,13,"Steve McNair pass incomplete intended for Frank Wycheck (defended by Chad Williams). Penalty on Chad Williams: Defensive Holding, 5 yards (no play)",2.940,4.240
4,14:57,1,10,BAL 20,6,13,"Robert Holcombe right end for 2 yards (tackle by Ed Hartwell and Cornell Brown). Penalty on Benji Olson: Offensive Holding, 10 yards (no play)",4.240,3.580
4,14:51,1,20,BAL 30,6,13,Steve McNair sacked by Bernardo Harris for -15 yards,3.580,0.320
4,14:17,2,35,BAL 45,6,13,Steve McNair pass complete to Kevin Dyson for 10 yards,0.320,1.020
4,13:40,3,25,BAL 35,6,13,Steve McNair pass complete to Derrick Mason for 13 yards (tackle by Chad Williams),1.020,1.990
4,13:16,4,12,BAL 22,9,13,Joe Nedney 40 yard field goal good,1.990,3.000
4,13:16,,,TEN 30,9,13,"Joe Nedney kicks off 59 yards, returned by Lamont Brightful for 19 yards (tackle by Tony Beckham)",0.000,0.940
4,12:59,1,10,BAL 30,9,13,Jamal Lewis left tackle for 6 yards (tackle by Tank Williams),0.940,1.200
4,12:32,2,4,BAL 36,9,13,Jamal Lewis middle for 30 yards (tackle by Samari Rolle),1.200,3.310
4,12:02,1,10,TEN 34,9,13,Chester Taylor right guard for 7 yards (tackle by Tank Williams),3.310,3.720
4,11:27,2,3,TEN 27,9,13,Jamal Lewis left end for 10 yards (tackle by Andre Dyson),3.720,4.440
4,11:00,1,10,TEN 17,9,13,Travis Taylor left end for 6 yards (tackle by Andre Dyson),4.440,4.890
4,10:33,2,4,TEN 11,9,13,"Jamal Lewis middle for no gain. Jamal Lewis fumbles, recovered by Frank Chamberlin at TEN-11 and returned for 8 yards (tackle by Jeff Blake)",4.890,-0.150
4,10:14,1,10,TEN 19,9,13,Steve McNair pass complete to Kevin Dyson for 40 yards (tackle by Gary Baxter). Penalty on Gary Baxter: Defensive Pass Interference (Declined),0.150,2.850
4,10:04,1,10,BAL 41,9,13,Robert Holcombe left end for 6 yards (tackle by Will Demps and Bernardo Harris),2.850,3.120
4,9:17,2,4,BAL 35,9,13,Robert Holcombe right guard for 12 yards (tackle by Ed Reed),3.120,4.040
4,8:43,1,10,BAL 23,9,13,Robert Holcombe left tackle for 2 yards (tackle by Adalius Thomas and Kelly Gregg),4.040,3.770
4,8:09,2,8,BAL 21,9,13,Eddie George left tackle for 2 yards (tackle by Ed Hartwell and Cornell Brown),3.770,3.340
4,7:24,3,6,BAL 19,9,13,"Steve McNair pass complete to Justin McCareins for 13 yards (tackle by James Trapp). Penalty on Brad Hopkins: Illegal Shift, 5 yards (no play)",3.340,2.680
4,7:03,3,11,BAL 24,9,13,Steve McNair pass complete to Derrick Mason for 17 yards (tackle by James Trapp),2.680,5.600
4,6:22,1,7,BAL 7,9,13,Eddie George left tackle for -2 yards (tackle by Ed Reed and Ed Hartwell),5.600,4.380
4,5:19,1,7,BAL 7,,,Timeout #2 by Tennessee Titans,5.600,4.380
4,5:19,2,9,BAL 9,9,13,Steve McNair pass complete to Derrick Mason for 6 yards (tackle by Ed Reed),4.380,4.720
4,4:49,3,3,BAL 3,9,13,Steve McNair pass incomplete intended for Derrick Mason,4.720,3.040
4,4:36,4,3,BAL 3,12,13,Joe Nedney 21 yard field goal good,3.040,3.000
4,4:36,,,TEN 30,12,13,"Joe Nedney kicks off 59 yards, returned by Lamont Brightful for 14 yards (tackle by Brad Kassell)",0.000,0.610
4,4:28,1,10,BAL 25,12,13,Jamal Lewis left end for 17 yards (tackle by Peter Sirmon),0.610,1.730
4,4:21,1,10,BAL 42,12,13,Jamal Lewis left guard for 2 yards (tackle by Rocky Calmus and Carlos Hall),1.730,1.460
4,3:50,2,8,BAL 44,12,13,Jeff Blake pass complete to Terry Jones for 2 yards (tackle by Peter Sirmon),1.460,1.030
4,2:58,2,8,BAL 44,,,Timeout #1 by Baltimore Ravens,1.460,1.030
4,2:58,3,6,BAL 46,12,13,Chester Taylor middle for 2 yards (tackle by Peter Sirmon),1.030,-0.190
4,2:52,3,6,BAL 46,,,Timeout #3 by Tennessee Titans,1.030,-0.190
4,2:52,4,4,BAL 48,12,13,"Dave Zastudil punts 43 yards, fair catch by Derrick Mason",-0.190,0.380
4,2:44,1,10,TEN 9,12,13,Steve McNair pass complete to Drew Bennett for 7 yards (tackle by Gary Baxter),-0.380,-0.160
4,2:26,2,3,TEN 16,12,13,Steve McNair pass incomplete intended for Frank Wycheck (defended by Adalius Thomas),-0.160,-0.600
4,2:19,3,3,TEN 16,12,13,Steve McNair middle for 9 yards (tackle by Anthony Weaver),-0.600,0.610
4,2:00,1,10,TEN 25,12,13,Steve McNair pass complete to Robert Holcombe for 4 yards (tackle by Ed Hartwell),0.610,0.600
4,1:53,2,6,TEN 29,12,13,Steve McNair pass complete to Robert Holcombe for 4 yards (tackle by Robert Tate),0.600,0.430
4,1:44,3,2,TEN 33,12,13,Steve McNair pass incomplete intended for Drew Bennett (defended by Gary Baxter),0.430,-1.180
4,1:41,4,2,TEN 33,12,13,Steve McNair pass incomplete intended for Frank Wycheck (defended by Chad Williams),-1.180,-3.380
4,1:37,1,10,TEN 33,12,13,Jeff Blake kneels for -1 yards,3.380,2.700
4,1:01,2,11,TEN 34,12,13,Jeff Blake kneels for -1 yards,2.700,1.880
4,0:25,3,12,TEN 35,12,13,Jeff Blake kneels for -1 yards,1.880,0.880
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
