Quarter,Time,Down,ToGo,Location,NWE,MIA,Detail,EPB,EPA
3,12:44,1,10,MIA 20,20,7,Ricky Williams left guard for 2 yards (tackle by Jerod Mayo),0.280,0.000
3,12:18,2,8,MIA 22,20,7,Chad Henne pass complete short left to Brian Hartline for 7 yards (tackle by Kyle Arrington),0.000,0.230
3,11:49,3,1,MIA 29,20,7,Ricky Williams left guard for 11 yards (tackle by Rob Ninkovich),0.230,1.600
3,11:13,1,10,MIA 40,20,7,Ronnie Brown right guard for 5 yards (tackle by Jerod Mayo),1.600,1.730
3,10:34,2,5,MIA 45,20,7,Chad Henne pass incomplete short left intended for Brian Hartline (defended by Jerod Mayo),1.730,1.030
3,10:29,3,5,MIA 45,20,7,Chad Henne pass complete short left to Anthony Fasano for 13 yards (tackle by Kyle Arrington),1.030,2.790
3,9:48,1,10,NWE 42,20,7,Chad Henne pass complete short middle to Brandon Marshall for 19 yards (tackle by James Sanders),2.790,4.040
3,9:21,1,10,NWE 23,20,7,"Penalty on Jake Long: False Start, 5 yards (no play)",4.040,3.710
3,9:04,1,15,NWE 28,20,13,"Chad Henne pass complete short right to Ricky Williams for 28 yards, touchdown",3.710,7.000
3,,,,NWE 2,20,14,Dan Carpenter kicks extra point good,0.000,0.000
3,,,,MIA 30,20,14,"Dan Carpenter kicks off 73 yards, returned by Brandon Tate for 25 yards (tackle by Tyrone Culver)",0.000,0.410
3,8:49,1,10,NWE 22,20,14,Tom Brady pass complete short left to Wes Welker for 5 yards (tackle by Vontae Davis),0.410,0.540
3,8:41,2,5,NWE 27,20,14,Danny Woodhead middle for 6 yards (tackle by Yeremiah Bell),0.540,1.140
3,8:07,1,10,NWE 33,20,14,Danny Woodhead left tackle for 3 yards (tackle by Kendall Langford),1.140,1.000
3,7:32,2,7,NWE 36,20,14,Tom Brady pass incomplete short middle intended for Wes Welker,1.000,0.300
3,7:26,3,7,NWE 36,20,14,Tom Brady pass complete short right to Wes Welker for 17 yards (tackle by Yeremiah Bell),0.300,2.460
3,6:55,1,10,MIA 47,20,14,Danny Woodhead left end for 6 yards (tackle by Kendall Langford),2.460,2.720
3,6:27,2,4,MIA 41,20,14,Danny Woodhead right guard for 6 yards (tackle by Chris Clemons),2.720,3.250
3,5:52,1,10,MIA 35,20,14,Danny Woodhead left guard for 4 yards (tackle by Karlos Dansby),3.250,3.240
3,5:18,2,6,MIA 31,20,14,Tom Brady pass complete short left to Wes Welker for 15 yards,3.240,4.510
3,4:56,1,10,MIA 16,20,14,BenJarvus Green-Ellis left guard for 4 yards (tackle by Lionel Dotson),4.510,4.570
3,4:27,2,6,MIA 12,20,14,Tom Brady left guard for 1 yard (tackle by Karlos Dansby),4.570,3.940
3,4:09,3,5,MIA 11,26,14,"Tom Brady pass complete short left to Danny Woodhead for 11 yards, touchdown",3.940,7.000
3,,,,MIA 2,27,14,Stephen Gostkowski kicks extra point good,0.000,0.000
3,,,,NWE 30,27,14,"Stephen Gostkowski kicks off 70 yards, touchback",0.000,0.280
3,4:02,1,10,MIA 20,27,14,"Chad Henne pass complete short middle to Brandon Marshall for 19 yards (tackle by Kyle Arrington). Penalty on Brandon Marshall: Offensive Pass Interfere, 10 yards (no play)",0.280,-0.760
3,3:38,1,20,MIA 10,27,14,Chad Henne pass complete short right to Brandon Marshall for 4 yards (tackle by Jerod Mayo),-0.760,-1.180
3,2:55,2,16,MIA 14,27,14,Chad Henne pass complete short left to Roberto Wallace for 12 yards (tackle by Kyle Arrington),-1.180,-0.160
3,2:22,,,,27,14,Timeout #1 by New England Patriots,0.000,-0.160
3,2:22,3,4,MIA 26,27,14,Chad Henne pass complete short right to Davone Bess for 5 yards (tackle by Devin McCourty),-0.160,1.000
3,1:46,1,10,MIA 31,27,14,Chad Henne pass complete short middle to Brandon Marshall for 15 yards (tackle by Devin McCourty),1.000,1.990
3,1:06,1,10,MIA 46,27,14,Chad Henne pass complete short middle to Anthony Fasano for 12 yards (tackle by Jerod Mayo),1.990,2.790
3,0:37,1,10,NWE 42,27,14,Chad Henne pass complete short right to Ronnie Brown for 8 yards (tackle by Jerod Mayo),2.790,3.320
3,0:11,2,2,NWE 34,27,14,Ronnie Brown right tackle for 5 yards (tackle by Ron Brace),3.320,3.640
Quarter,Time,Down,ToGo,Location,NWE,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NWE 29,27,14,Chad Henne pass incomplete short right intended for Brandon Marshall (defended by Jermaine Cunningham),3.640,3.100
4,14:56,2,10,NWE 29,27,14,Chad Henne sacked by Rob Ninkovich for -7 yards,3.100,1.490
4,14:22,3,17,NWE 36,27,14,Chad Henne pass incomplete short left intended for Davone Bess,1.490,0.880
4,14:16,4,17,NWE 36,33,14,"Dan Carpenter 53 yard field goal no good, blocked by Patrick Chung, recovered by Kyle Arrington and returned for 35 yards, touchdown",0.880,-7.000
4,,,,MIA 2,34,14,Stephen Gostkowski kicks extra point good,0.000,0.000
4,,,,NWE 30,34,14,"Stephen Gostkowski kicks off 76 yards, touchback",0.000,0.280
4,14:05,1,10,MIA 20,34,14,Ricky Williams left guard for 3 yards (tackle by Gerard Warren),0.280,0.140
4,13:40,2,7,MIA 23,34,14,Chad Henne pass complete short right to Ricky Williams for 6 yards (tackle by Gary Guyton),0.140,0.230
4,13:21,3,1,MIA 29,34,14,Chad Henne pass complete short right to Brandon Marshall for 8 yards (tackle by Patrick Chung),0.230,1.400
4,12:59,1,10,MIA 37,34,14,Ricky Williams middle for 2 yards (tackle by Brandon Deaderick),1.400,1.130
4,12:37,2,8,MIA 39,34,14,"Penalty on Joe Berger: False Start, 5 yards (no play)",1.130,0.450
4,12:14,2,13,MIA 34,34,14,Chad Henne pass complete short right to Brian Hartline for 10 yards (tackle by Jerod Mayo and Gary Guyton),0.450,1.090
4,11:36,3,3,MIA 44,34,14,Ronnie Brown middle for 1 yard (tackle by Mike Wright),1.090,-0.390
4,10:57,,,,34,14,Timeout #2 by New England Patriots,0.000,-0.390
4,10:57,4,2,MIA 45,34,14,Chad Henne pass complete short right to Ronnie Brown for no gain,-0.390,-2.590
4,10:36,1,10,MIA 45,34,14,Danny Woodhead right tackle for -2 yards (tackle by Tim Dobbins),2.590,1.770
4,10:10,2,12,MIA 47,34,14,Tom Brady pass complete short right to Aaron Hernandez for 6 yards (tackle by Sean Smith),1.770,1.880
4,9:33,3,6,MIA 41,34,14,Tom Brady sacked by Koa Misi for -1 yards,1.880,0.460
4,9:20,4,7,MIA 42,34,14,"Zoltan Mesko punts 24 yards, fair catch by Davone Bess",0.460,-0.040
4,9:15,1,10,MIA 18,34,14,Chad Henne pass incomplete short middle intended for Davone Bess,0.040,-0.490
4,9:08,2,10,MIA 18,34,14,Chad Henne pass complete short left to Davone Bess for 8 yards (tackle by Kyle Arrington and Patrick Chung),-0.490,-0.140
4,8:30,3,2,MIA 26,34,14,Ronnie Brown left guard for 2 yards (tackle by Brandon Deaderick),-0.140,0.810
4,7:45,1,10,MIA 28,34,14,Chad Henne pass complete short left to Davone Bess for 9 yards (tackle by Jerod Mayo and Kyle Arrington),0.810,1.480
4,7:17,2,1,MIA 37,34,14,Chad Henne pass complete short middle to Anthony Fasano for 10 yards (tackle by Jerod Mayo),1.480,2.060
4,6:42,1,10,MIA 47,40,14,"Chad Henne pass incomplete short right intended for Brandon Marshall is intercepted by Patrick Chung at NWE-49 and returned for 51 yards, touchdown",2.060,-7.000
4,,,,MIA 2,41,14,Stephen Gostkowski kicks extra point good,0.000,0.000
4,,,,NWE 30,41,14,"Stephen Gostkowski kicks off 70 yards, returned by Nolan Carroll for 33 yards (tackle by Danny Woodhead)",0.000,1.140
4,6:23,1,10,MIA 33,41,14,Tyler Thigpen pass incomplete short left intended for Davone Bess (defended by Darius Butler),1.140,0.590
4,6:18,2,10,MIA 33,41,14,Tyler Thigpen pass incomplete deep middle intended for Brian Hartline,0.590,-0.100
4,6:12,3,10,MIA 33,41,14,Tyler Thigpen right guard for 12 yards (tackle by Jerod Mayo),-0.100,1.930
4,5:34,1,10,MIA 45,41,14,Tyler Thigpen pass complete short left to Anthony Fasano for 11 yards (tackle by Patrick Chung),1.930,2.650
4,5:14,1,10,NWE 44,41,14,Tyler Thigpen pass complete short right to Ricky Williams for 4 yards (tackle by Patrick Chung),2.650,2.650
4,4:50,,,,41,14,Timeout #3 by New England Patriots,0.000,2.650
4,4:50,2,6,NWE 40,41,14,Tyler Thigpen pass incomplete deep left intended for Brian Hartline,2.650,1.950
4,4:41,3,6,NWE 40,41,14,Tyler Thigpen pass incomplete deep middle intended for Brian Hartline is intercepted by Jarrad Page at NWE-23,1.950,-0.480
4,4:36,1,10,NWE 23,41,14,"BenJarvus Green-Ellis middle for 4 yards (tackle by Lionel Dotson). Penalty on Kendall Langford: Defensive Holding, 5 yards",0.480,1.070
4,4:28,1,10,NWE 32,41,14,BenJarvus Green-Ellis right tackle for 7 yards (tackle by Yeremiah Bell),1.070,1.470
4,3:44,2,3,NWE 39,41,14,BenJarvus Green-Ellis left end for 4 yards (tackle by Jason Allen),1.470,1.800
4,3:01,1,10,NWE 43,41,14,BenJarvus Green-Ellis right tackle for 3 yards (tackle by Kendall Langford),1.800,1.660
4,2:10,2,7,NWE 46,41,14,BenJarvus Green-Ellis left end for 7 yards (tackle by Chris Clemons),1.660,2.460
4,2:00,1,10,MIA 47,41,14,Tom Brady kneels for -1 yards,2.460,1.780
4,1:17,2,11,MIA 48,41,14,Tom Brady kneels for -1 yards,1.780,0.960
4,0:59,3,12,MIA 49,41,14,--,0.960,-0.130
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
