Quarter,Time,Down,ToGo,Location,PIT,DEN,Detail,EPB,EPA
3,9:04,1,10,DEN 40,14,10,Kyle Orton pass complete short left to Eddie Royal for 16 yards (tackle by Tyrone Carter),1.600,2.650
3,8:27,1,10,PIT 44,14,10,Knowshon Moreno middle for -1 yards (tackle by James Harrison),2.650,1.980
3,7:51,2,11,PIT 45,14,10,Kyle Orton pass incomplete short right intended for Daniel Graham,1.980,1.290
3,7:37,3,11,PIT 45,14,10,Kyle Orton pass incomplete short right intended for Brandon Marshall,1.290,0.270
3,7:32,4,11,PIT 45,14,10,Mitch Berger punts 42 yards,0.270,0.380
3,7:20,1,10,PIT 3,14,10,Rashard Mendenhall middle for 3 yards (tackle by Champ Bailey),-0.380,-0.560
3,6:44,2,7,PIT 6,14,10,Ben Roethlisberger pass complete short right to Heath Miller for 14 yards (tackle by Champ Bailey and D.J. Williams),-0.560,0.280
3,6:05,1,10,PIT 20,14,10,Rashard Mendenhall right tackle for 28 yards (tackle by Wesley Woodyard),0.280,2.130
3,5:30,1,10,PIT 48,14,10,Ben Roethlisberger pass complete short middle to Heath Miller for 4 yards (tackle by Kenny Peterson),2.130,2.120
3,4:48,2,6,DEN 48,14,10,Ben Roethlisberger pass incomplete short left intended for Mike Wallace,2.120,1.420
3,4:44,,,,14,10,Timeout #1 by Denver Broncos,0.000,1.420
3,4:44,3,6,DEN 48,14,10,Ben Roethlisberger pass complete short middle to Mike Wallace for 15 yards (tackle by Andre' Goodman),1.420,3.380
3,4:03,1,10,DEN 33,14,10,Rashard Mendenhall right tackle for 8 yards (tackle by Brian Dawkins and Ronald Fields),3.380,3.920
3,3:18,2,2,DEN 25,14,10,Ben Roethlisberger pass complete short right to Santonio Holmes for 10 yards (tackle by Champ Bailey),3.920,4.580
3,2:38,1,10,DEN 15,14,10,"Ben Roethlisberger pass incomplete deep right intended for Hines Ward is intercepted by Andre' Goodman at DEN-20 and returned for 21 yards. Penalty on Ronald Fields: Illegal Block Above the , 10 yards",4.580,0.380
3,2:25,1,10,DEN 10,14,10,Kyle Orton pass complete short middle to Brandon Marshall for 15 yards (tackle by Keyaron Fox),-0.380,0.610
3,1:45,1,10,DEN 25,14,10,Kyle Orton pass complete short right to Tony Scheffler for 3 yards (tackle by Keyaron Fox),0.610,0.470
3,1:05,2,7,DEN 28,14,10,Correll Buckhalter middle for 2 yards (tackle by James Harrison and Keyaron Fox),0.470,0.040
3,0:24,3,5,DEN 30,14,10,Kyle Orton pass complete short left to Brandon Stokley for 4 yards (tackle by Ryan Mundy),0.040,-1.110
3,0:03,4,1,DEN 34,14,10,"Mitch Berger punts 50 yards, returned by Stefan Logan for 14 yards (tackle by Kenny McKinley)",-1.110,-0.940
Quarter,Time,Down,ToGo,Location,PIT,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,PIT 30,14,10,Mike Wallace left end for 3 yards (tackle by Brian Dawkins and Champ Bailey),0.940,0.800
4,14:13,2,7,PIT 33,14,10,Rashard Mendenhall right tackle for 1 yard (tackle by Wesley Woodyard),0.800,0.230
4,13:28,3,6,PIT 34,14,10,Ben Roethlisberger pass incomplete deep right intended for Mike Wallace,0.230,-1.110
4,13:20,4,6,PIT 34,14,10,"Daniel Sepulveda punts 48 yards, returned by Eddie Royal for 15 yards (tackle by Daniel Sepulveda)",-1.110,-1.140
4,13:09,1,10,DEN 33,14,10,Kyle Orton pass incomplete short right intended for Brandon Marshall (defended by Troy Polamalu),1.140,0.590
4,13:02,2,10,DEN 33,14,10,Kyle Orton pass incomplete short right intended for Daniel Graham,0.590,-0.100
4,12:57,3,10,DEN 33,14,10,Kyle Orton pass complete short left to Brandon Marshall for 3 yards (tackle by Deshea Townsend),-0.100,-0.980
4,12:16,4,7,DEN 36,14,10,Mitch Berger punts 24 yards,-0.980,-1.660
4,12:04,1,10,PIT 41,14,10,Rashard Mendenhall middle for 2 yards (tackle by D.J. Williams and Robert Ayers),1.660,1.390
4,11:30,2,8,PIT 43,14,10,Ben Roethlisberger pass complete short right to Hines Ward for 2 yards (tackle by Ty Law),1.390,0.960
4,10:50,3,6,PIT 45,14,10,Ben Roethlisberger pass complete short right to Santonio Holmes for 7 yards (tackle by Champ Bailey),0.960,2.390
4,10:11,1,10,DEN 48,14,10,Rashard Mendenhall middle for 4 yards (tackle by Robert Ayers and Brian Dawkins),2.390,2.390
4,9:31,2,6,DEN 44,14,10,Ben Roethlisberger pass incomplete short right intended for Limas Sweed (defended by Andre' Goodman),2.390,1.690
4,9:27,3,6,DEN 44,14,10,Ben Roethlisberger pass incomplete deep middle intended for Heath Miller,1.690,0.330
4,9:21,4,6,DEN 44,14,10,"Daniel Sepulveda punts 35 yards, fair catch by Eddie Royal",0.330,0.380
4,9:13,1,10,DEN 9,14,10,Correll Buckhalter left guard for no gain (tackle by Troy Polamalu),-0.380,-0.780
4,8:39,2,10,DEN 9,14,10,Kyle Orton pass incomplete short middle intended for Brandon Marshall is intercepted by Troy Polamalu at DEN-23 and returned for -2 yards,-0.780,-3.910
4,8:31,1,10,DEN 25,14,10,Rashard Mendenhall right guard for 6 yards (tackle by Mario Haggan),3.910,4.200
4,7:56,2,4,DEN 19,14,10,Rashard Mendenhall right end for -6 yards (tackle by Brian Dawkins),4.200,2.680
4,7:12,3,10,DEN 25,20,10,"Ben Roethlisberger pass complete deep middle to Mike Wallace for 25 yards, touchdown",2.680,7.000
4,,,,DEN 2,21,10,Jeff Reed kicks extra point good,0.000,0.000
4,,,,PIT 30,21,10,"Jeff Reed kicks off 65 yards, returned by Kenny McKinley for 21 yards (tackle by Keiwan Ratliff)",0.000,0.670
4,6:57,1,10,DEN 26,21,10,Kyle Orton pass incomplete short right intended for Eddie Royal,0.670,0.130
4,6:51,2,10,DEN 26,21,10,Kyle Orton pass incomplete short right intended for Eddie Royal,0.130,-0.560
4,6:47,3,10,DEN 26,21,10,Kyle Orton pass incomplete,-0.560,-1.630
,,,,,,,"DEN challenged the fumble ruling, and the original play was overturned.",,
4,6:44,4,10,DEN 26,21,10,"Mitch Berger punts 40 yards, returned by Mewelde Moore for 43 yards (tackle by Darcel McBath). Penalty on Keenan Lewis: Illegal Block Above the , 10 yards",-1.630,-0.670
4,6:30,1,10,PIT 26,21,10,Rashard Mendenhall right tackle for -3 yards (tackle by Champ Bailey),0.670,-0.280
4,5:45,2,13,PIT 23,21,10,"Penalty on Rashard Mendenhall: False Start, 5 yards (no play)",-0.280,-1.050
4,5:18,2,18,PIT 18,21,10,Rashard Mendenhall left guard for 36 yards (tackle by Champ Bailey),-1.050,2.520
4,4:49,1,10,DEN 46,21,10,Mewelde Moore middle for 1 yard (tackle by Mario Haggan),2.520,2.110
4,4:04,2,9,DEN 45,21,10,Mewelde Moore left tackle for 12 yards (tackle by Champ Bailey and Renaldo Hill),2.110,3.380
4,3:18,1,10,DEN 33,21,10,Mewelde Moore right guard for 2 yards (tackle by Marcus Thomas and Mario Haggan),3.380,3.110
4,2:34,2,8,DEN 31,21,10,Mewelde Moore right tackle for 3 yards (tackle by D.J. Williams),3.110,2.810
4,2:27,,,,21,10,Timeout #2 by Denver Broncos,0.000,0.000
4,2:27,,,,21,10,Timeout #1 by Pittsburgh Steelers,0.000,2.810
4,2:27,3,5,DEN 28,21,10,Ben Roethlisberger pass complete short left to Hines Ward for 7 yards (tackle by Andre' Goodman),2.810,4.170
4,2:22,1,10,DEN 21,21,10,Rashard Mendenhall middle for 18 yards (tackle by Champ Bailey),4.170,6.510
4,2:00,1,3,DEN 3,21,10,Rashard Mendenhall middle for -1 yards (tackle by Mario Haggan),6.510,5.340
,,,,,,,"Replay Assistant challenged the runner was down by contact ruling, and the play was upheld.",,
4,1:35,,,,21,10,Timeout #2 by Pittsburgh Steelers,0.000,5.340
4,1:35,2,4,DEN 4,21,10,Rashard Mendenhall middle for 1 yard (tackle by Kenny Peterson),5.340,4.720
4,1:27,,,,21,10,Timeout #3 by Denver Broncos,0.000,4.720
4,1:27,3,3,DEN 3,27,10,"Ben Roethlisberger pass complete short right to Hines Ward for 3 yards, touchdown",4.720,7.000
4,,,,DEN 2,28,10,Jeff Reed kicks extra point good,0.000,0.000
4,,,,PIT 30,28,10,"Jeff Reed kicks off 70 yards, touchback",0.000,0.280
4,1:22,1,10,DEN 20,28,10,Kyle Orton pass complete short right to Brandon Marshall for 12 yards (tackle by Deshea Townsend),0.280,1.070
4,0:57,1,10,DEN 32,28,10,Kyle Orton pass complete short middle to Correll Buckhalter for 5 yards (tackle by James Harrison),1.070,1.200
4,0:29,2,5,DEN 37,28,10,Kyle Orton pass incomplete short left intended for Knowshon Moreno,1.200,0.500
4,0:24,3,5,DEN 37,28,10,Kyle Orton pass incomplete short left intended for Eddie Royal is intercepted by Tyrone Carter at DEN-45 and returned for 5 yards,0.500,-2.920
4,0:15,1,10,DEN 40,28,10,Ben Roethlisberger kneels for -1 yards,2.920,2.240
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
