Quarter,Time,Down,ToGo,Location,NOR,WAS,Detail,EPB,EPA
4,12:08,1,10,WAS 29,27,16,Taylor Heinicke pass complete deep left to Adam Humphries for 26 yards (tackle by Malcolm Jenkins),,
4,11:33,1,10,NOR 45,27,16,J.D. McKissic left end for -2 yards (tackle by Shy Tuttle),,
4,10:56,2,12,NOR 47,27,16,Taylor Heinicke pass incomplete short left intended for J.D. McKissic,,
4,10:50,3,12,NOR 47,27,16,Taylor Heinicke sacked by Demario Davis for -2 yards,,
4,10:08,4,14,NOR 49,27,16,Taylor Heinicke pass complete deep right to DeAndre Carter for 26 yards (tackle by Marcus Williams),,
4,9:31,1,10,NOR 23,27,16,Taylor Heinicke scrambles up the middle for 16 yards (tackle by Marcus Williams),,
4,8:46,1,7,NOR 7,27,16,Taylor Heinicke scrambles right end for 2 yards (tackle by Cameron Jordan),,
4,8:05,2,5,NOR 5,27,16,"Taylor Heinicke pass incomplete intended for Terry McLaurin. Penalty on Marshon Lattimore: Defensive Pass Interference, 4 yards (accepted) (no play)",,
4,7:56,1,1,NOR 1,27,22,"Antonio Gibson for 1 yard, touchdown",,
4,7:51,,,NOR 2,27,22,Two Point Attempt: Taylor Heinicke pass incomplete intended for intended for J.D. McKissic,,
4,7:51,,,WAS 35,27,22,"Dustin Hopkins kicks off 65 yards, touchback.",,
4,7:51,1,10,NOR 25,27,22,Alvin Kamara left tackle for 3 yards (tackle by Montez Sweat and Landon Collins),,
4,7:24,,,,,,Timeout #1 by New Orleans Saints,,
4,7:24,2,7,NOR 28,27,22,Jameis Winston pass complete short middle to Kenny Stills for 6 yards (tackle by Cole Holcomb),,
4,6:48,3,1,NOR 34,27,22,Jameis Winston right guard for no gain (tackle by Chase Young and Montez Sweat),,
4,6:12,,,,,,Timeout #2 by New Orleans Saints,,
4,6:12,4,1,NOR 34,27,22,Jameis Winston left guard for 2 yards (tackle by Montez Sweat),,
4,5:39,1,10,NOR 36,27,22,Jameis Winston pass complete deep right to Adam Trautman for 32 yards (tackle by Kendall Fuller),,
4,4:53,1,10,WAS 32,27,22,Alvin Kamara left tackle for 11 yards (tackle by Bobby McCain),,
4,4:02,1,10,WAS 21,27,22,Alvin Kamara right guard for 2 yards (tackle by David Mayo and Landon Collins),,
4,3:22,2,8,WAS 19,33,22,"Jameis Winston pass complete to Alvin Kamara for 19 yards, touchdown",,
4,3:15,,,WAS 15,33,22,Cody Parkey kicks extra point no good,,
4,3:15,,,NOR 35,33,22,"Blake Gillikin kicks off 65 yards, touchback.",,
4,3:15,1,10,WAS 25,33,22,Taylor Heinicke pass complete short right to Adam Humphries for 27 yards (tackle by Demario Davis),,
4,3:07,1,10,NOR 48,33,22,Taylor Heinicke pass incomplete deep left intended for DeAndre Carter,,
4,3:02,2,10,NOR 48,33,22,Taylor Heinicke pass incomplete intended for Terry McLaurin (defended by Marshon Lattimore),,
4,2:57,3,10,NOR 48,33,22,Taylor Heinicke pass incomplete deep left intended for Terry McLaurin (defended by Marshon Lattimore),,
4,2:50,4,10,NOR 48,33,22,Taylor Heinicke pass incomplete intended for Terry McLaurin,,
4,2:45,1,10,NOR 48,33,22,Alvin Kamara right end for 1 yard (tackle by Tim Settle),,
4,2:41,,,,,,Timeout #1 by Washington Football Team,,
4,2:41,2,9,NOR 49,33,22,Alvin Kamara right end for 8 yards (tackle by William Jackson),,
4,2:35,,,,,,Timeout #2 by Washington Football Team,,
4,2:35,3,1,WAS 43,33,22,Jameis Winston right guard for 3 yards (tackle by Landon Collins and Cole Holcomb),,
4,2:00,1,10,WAS 40,33,22,Alvin Kamara right end for -2 yards (tackle by Chase Young and Matthew Ioannidis),,
4,1:17,2,12,WAS 42,33,22,Alvin Kamara right end for 1 yard (tackle by James Smith-Williams),,
4,0:30,,,,,,Timeout #3 by New Orleans Saints,,
4,0:30,3,11,WAS 41,33,22,Jameis Winston kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
