Quarter,Time,Down,ToGo,Location,CHI,NYG,Detail,EPB,EPA
2,7:30,2,7,NYG 30,16,6,Eli Manning pass incomplete deep right intended for Sterling Shepard,0.600,-0.100
2,7:24,3,7,NYG 30,16,6,Eli Manning pass complete short left to Roger Lewis for 8 yards (tackle by Bryce Callahan),-0.100,1.470
2,6:35,1,10,NYG 38,16,6,Rashad Jennings right guard for 21 yards (tackle by Cre'von LeBlanc),1.470,2.850
2,5:58,1,10,CHI 41,16,6,Rashad Jennings middle for -2 yards (tackle by Leonard Floyd),2.850,2.040
2,5:14,2,12,CHI 43,16,6,Eli Manning pass incomplete deep middle intended for Sterling Shepard,2.040,1.350
2,5:07,3,12,CHI 43,16,6,Eli Manning pass complete short left to Rashad Jennings for 10 yards (tackle by Cre'von LeBlanc and Danny Trevathan),1.350,1.200
2,4:21,4,2,CHI 33,16,6,Eli Manning pass complete short left to Rashad Jennings for 5 yards (tackle by Deon Bush),1.200,3.710
2,3:52,1,10,CHI 28,16,6,Eli Manning pass incomplete deep middle intended for Odell Beckham,3.710,3.170
2,3:47,2,10,CHI 28,16,6,Eli Manning pass incomplete short left intended for Sterling Shepard (defended by Bryce Callahan),3.170,2.480
2,3:43,3,10,CHI 28,16,6,Eli Manning pass incomplete deep middle intended for Will Tye (defended by Adrian Amos),2.480,0.000
2,3:38,,,,16,6,Timeout #1 by New York Giants,0.000,-1.590
2,3:38,4,10,CHI 28,16,9,Robbie Gould 46 yard field goal good,1.590,3.000
2,3:33,,,NYG 35,16,9,"Robbie Gould kicks off 59 yards, returned by Deonte Thompson for 27 yards (tackle by Mark Herzlich)",0.000,-1.140
2,3:27,1,10,CHI 33,16,9,Jay Cutler pass complete short middle to Josh Bellamy for 9 yards (tackle by Kelvin Sheppard),1.140,1.810
2,2:54,2,1,CHI 42,16,9,Jordan Howard right end for 8 yards (tackle by Johnathan Hankins),1.810,2.260
2,2:16,1,10,,16,9,Jordan Howard left end for 1 yard (tackle by Damon Harrison and Eli Apple),2.260,1.850
2,2:00,2,9,NYG 49,16,9,Jay Cutler pass complete short left to Zach Miller for 8 yards (tackle by Janoris Jenkins and Jonathan Casillas),1.850,2.210
2,1:22,3,1,NYG 41,16,9,Paul Lasike middle for 5 yards (tackle by Kelvin Sheppard and Devon Kennard),2.210,3.180
2,0:43,1,10,NYG 36,16,9,Jay Cutler pass incomplete short right intended for Jordan Howard (defended by Jason Pierre-Paul),3.180,2.640
2,0:38,2,10,NYG 36,16,9,Jay Cutler pass incomplete short left intended for Jordan Howard (defended by Landon Collins),2.640,1.950
2,0:31,3,10,NYG 36,16,9,"Jay Cutler pass complete short left to Jordan Howard for 10 yards (tackle by Janoris Jenkins). Penalty on Mike Adams: Offensive Holding, 10 yards (no play)",1.950,0.630
2,0:24,3,20,NYG 46,16,9,Jay Cutler pass complete short left to Jeremy Langford for 4 yards (tackle by Trevin Wade),0.630,0.000
2,0:14,,,,16,9,Timeout #2 by New York Giants,0.000,-0.460
2,0:14,4,16,NYG 42,16,9,"Pat O'Donnell punts 28 yards, fair catch by Dwayne Harris",0.460,0.280
2,0:07,1,10,NYG 14,16,9,Eli Manning kneels for -1 yards,-0.280,-0.850
Quarter,Time,Down,ToGo,Location,CHI,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 35,16,9,"Connor Barth kicks off 67 yards, returned by Dwayne Harris for 46 yards (tackle by Demontre Hurst)",0.000,-1.860
3,14:53,1,10,NYG 44,16,9,Rashad Jennings left tackle for 6 yards (tackle by Adrian Amos and Willie Young),1.860,2.130
3,14:21,2,4,,16,9,Eli Manning pass complete short left to Will Tye for 3 yards (tackle by Danny Trevathan),2.130,1.820
3,13:35,3,1,CHI 47,16,9,Rashad Jennings right guard for 4 yards (tackle by Jerrell Freeman),1.820,2.720
3,12:53,1,10,CHI 43,16,9,Eli Manning pass incomplete short left intended for Sterling Shepard,2.720,2.180
3,12:49,2,10,CHI 43,16,9,Rashad Jennings middle for 2 yards (tackle by Akiem Hicks and Jonathan Bullard),2.180,1.750
3,12:14,3,8,CHI 41,16,9,Eli Manning pass complete short middle to Sterling Shepard for 12 yards (tackle by Demontre Hurst),1.750,3.640
3,11:45,1,10,CHI 29,16,9,Eli Manning pass complete deep right to Odell Beckham for 20 yards (tackle by Tracy Porter),3.640,5.140
3,11:15,1,9,CHI 9,16,9,Eli Manning pass incomplete short left intended for Sterling Shepard,5.140,4.380
3,11:09,2,9,CHI 9,16,15,"Eli Manning pass complete short right to Will Tye for 9 yards, touchdown",4.380,7.000
3,11:04,,,CHI 15,16,16,Robbie Gould kicks extra point good,0.000,0.000
3,11:04,,,NYG 35,16,16,"Robbie Gould kicks off 65 yards, touchback",0.000,-0.610
3,11:04,1,10,CHI 25,16,16,Jeremy Langford left tackle for 4 yards (tackle by Devon Kennard),0.610,0.600
3,10:26,2,6,CHI 29,16,16,Jay Cutler pass incomplete deep right intended for Logan Paulsen,0.600,-0.100
3,10:21,3,6,CHI 29,16,16,Jay Cutler pass incomplete short middle intended for Eddie Royal (defended by Landon Collins),-0.100,-1.440
3,10:16,4,6,CHI 29,16,16,"Pat O'Donnell punts 46 yards, returned by Dwayne Harris for 18 yards (tackle by Patrick Scales). Penalty on Orleans Darkwa: Illegal Block Above the Waist, 10 yards",-1.440,-0.340
3,10:04,1,10,NYG 21,16,16,Paul Perkins right tackle for 1 yard (tackle by Danny Trevathan and Willie Young),0.340,-0.070
3,9:35,2,9,NYG 22,16,16,Eli Manning pass complete short left to Sterling Shepard for 5 yards (tackle by Demontre Hurst),-0.070,-0.100
3,8:57,3,4,NYG 27,16,16,Eli Manning left tackle for 4 yards (tackle by Tracy Porter),-0.100,1.000
3,8:22,1,10,NYG 31,16,16,Eli Manning pass complete deep right to Victor Cruz for 48 yards (tackle by Adrian Amos),1.000,4.170
3,7:42,1,10,CHI 21,16,16,Eli Manning pass incomplete short left intended for Odell Beckham,4.170,3.630
3,7:36,2,10,CHI 21,16,16,Eli Manning pass complete short middle to Paul Perkins for 6 yards (tackle by Jerrell Freeman and Deon Bush),3.630,3.810
3,6:54,3,4,CHI 15,16,22,"Eli Manning pass complete short middle to Sterling Shepard for 15 yards, touchdown",3.810,7.000
3,6:49,,,CHI 15,16,22,Robbie Gould kicks extra point no good,0.000,-1.000
3,6:49,,,NYG 35,16,22,"Robbie Gould kicks off 63 yards, returned by Deonte Thompson for 27 yards (tackle by Paul Perkins)",0.000,-0.870
3,6:43,1,10,CHI 29,16,22,Jordan Howard left end for 1 yard (tackle by Johnathan Hankins),0.870,0.460
3,6:10,2,9,CHI 30,16,22,Jordan Howard right guard for 1 yard (tackle by Damon Harrison),0.460,-0.100
3,5:33,3,8,CHI 31,16,22,Jay Cutler pass incomplete deep left intended for Marquess Wilson (defended by Janoris Jenkins),-0.100,-1.310
3,5:26,4,8,CHI 31,16,22,"Pat O'Donnell punts 50 yards, returned by Dwayne Harris for 8 yards (tackle by Sherrick McManis)",-1.310,-0.740
3,5:13,1,10,NYG 27,16,22,Rashad Jennings left tackle for 6 yards (tackle by Danny Trevathan and Deon Bush),0.740,1.010
3,4:37,2,4,NYG 33,16,22,Rashad Jennings left end for 10 yards (tackle by Bryce Callahan and Jerrell Freeman),1.010,1.800
3,4:03,1,10,NYG 43,16,22,Rashad Jennings left tackle for 1 yard (tackle by Jerrell Freeman and Adrian Amos),1.800,1.390
3,3:32,2,9,NYG 44,16,22,Eli Manning pass incomplete deep left intended for Victor Cruz,1.390,0.690
3,3:24,3,9,NYG 44,16,22,Eli Manning pass incomplete short left intended for Jerell Adams,0.690,-0.460
3,3:19,4,9,NYG 44,16,22,"Brad Wing punts 36 yards, fair catch by Eddie Royal",-0.460,-0.280
3,3:11,1,10,CHI 20,16,22,Jay Cutler pass incomplete short middle intended for Jordan Howard,0.280,-0.270
3,3:06,2,10,CHI 20,16,22,Jordan Howard right end for 3 yards (tackle by Devon Kennard),-0.270,0.000
3,2:18,,,,16,22,Timeout #1 by Chicago Bears,0.000,0.560
3,2:18,3,7,CHI 23,16,22,Jay Cutler pass complete deep right to Cameron Meredith for 18 yards (tackle by Dominique Rodgers-Cromartie),-0.560,1.660
3,1:36,1,10,CHI 41,16,22,Jordan Howard left tackle for 2 yards (tackle by Johnathan Hankins and Olivier Vernon),1.660,1.390
3,0:59,2,8,CHI 43,16,22,Jay Cutler pass complete short left to Jordan Howard for 22 yards (tackle by Damon Harrison and Eli Apple),1.390,3.250
3,0:14,1,10,NYG 35,16,22,Jeremy Langford left end for -7 yards (tackle by Olivier Vernon),3.250,1.760
Quarter,Time,Down,ToGo,Location,CHI,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,17,NYG 42,16,22,Jay Cutler sacked by Jason Pierre-Paul for -2 yards,1.760,0.830
4,14:21,3,19,NYG 44,16,22,Jay Cutler pass complete short middle to Eddie Royal for 11 yards (tackle by Nat Berhe),0.830,1.150
4,13:37,4,8,NYG 33,16,22,Connor Barth 51 yard field goal no good,1.150,-1.660
4,13:32,1,10,NYG 41,16,22,Paul Perkins left guard for 2 yards (tackle by Jerrell Freeman and Danny Trevathan),1.660,1.390
4,13:04,2,8,NYG 43,16,22,Eli Manning pass incomplete short right intended for Will Tye (defended by Jerrell Freeman),1.390,0.700
4,12:59,3,8,NYG 43,16,22,Eli Manning pass incomplete short middle intended for Will Tye,0.700,-0.520
4,12:56,4,8,NYG 43,16,22,"Brad Wing punts 43 yards, fair catch by Bryce Callahan",-0.520,0.280
4,12:49,1,10,CHI 14,16,22,Jay Cutler sacked by Olivier Vernon for -8 yards,-0.280,-1.360
4,12:10,2,18,CHI 6,16,22,Jay Cutler pass incomplete short right intended for Jordan Howard,-1.360,-2.360
4,12:06,3,18,CHI 6,16,22,Jay Cutler pass incomplete short right intended for Jordan Howard,-2.360,-2.490
4,12:01,4,18,CHI 6,16,22,"Pat O'Donnell punts 53 yards, muffed catch by Dwayne Harris, recovered by Eli Apple and returned for no gain",-2.490,-1.000
4,11:48,1,10,NYG 31,16,22,Rashad Jennings right tackle for 2 yards (tackle by Jerrell Freeman and Cornelius Washington),1.000,0.730
4,11:06,2,8,NYG 33,16,22,Rashad Jennings right guard for 4 yards (tackle by Jerrell Freeman),0.730,0.560
4,10:24,3,4,NYG 37,16,22,Eli Manning pass complete short middle to Odell Beckham for 3 yards (tackle by Danny Trevathan),0.560,-0.720
4,9:47,4,1,NYG 40,16,22,"Brad Wing punts 42 yards, fair catch by Eddie Royal",-0.720,-0.040
4,9:37,1,10,CHI 18,16,22,Jordan Howard right end for -2 yards (tackle by Jonathan Casillas),0.040,-0.800
4,8:56,2,12,CHI 16,16,22,Jay Cutler sacked by Johnathan Hankins and Jason Pierre-Paul for -6 yards,-0.800,-2.360
4,8:10,3,18,CHI 10,16,22,Jay Cutler pass complete deep left to Cameron Meredith for 17 yards (tackle by Eli Apple),-2.360,-1.570
4,7:25,4,1,CHI 27,16,22,"Pat O'Donnell punts 67 yards, out of bounds",-1.570,0.380
4,7:14,1,10,NYG 6,16,22,Rashad Jennings middle for 1 yard (tackle by Danny Trevathan and Akiem Hicks),-0.380,-0.710
4,6:40,2,9,NYG 7,16,22,Rashad Jennings left guard for 12 yards (tackle by Bryce Callahan and Deon Bush),-0.710,0.150
4,6:07,1,10,NYG 19,16,22,Rashad Jennings left guard for 3 yards (tackle by Akiem Hicks),0.150,0.070
4,5:37,2,7,NYG 22,16,22,Rashad Jennings left tackle for no gain (tackle by Danny Trevathan),0.070,-0.680
4,4:54,3,7,NYG 22,16,22,"Eli Manning pass complete short left to Odell Beckham for 6 yards (tackle by Sam Acho). Odell Beckham fumbles (forced by Sam Acho), ball out of bounds at NYG-28",-0.680,-1.500
4,4:47,4,1,NYG 28,16,22,"Brad Wing punts 46 yards, returned by Eddie Royal for 4 yards (tackle by Keenan Robinson)",-1.500,-0.940
4,4:37,1,10,CHI 30,16,22,Jay Cutler right end for 3 yards (tackle by Janoris Jenkins),0.940,0.800
4,4:00,2,7,CHI 33,16,22,Jay Cutler pass incomplete,0.800,0.100
4,3:47,3,7,CHI 33,16,22,Jay Cutler pass incomplete deep right intended for Jordan Howard (defended by Keenan Robinson),0.100,-1.180
4,3:40,4,7,CHI 33,16,22,"Pat O'Donnell punts 44 yards, out of bounds",-1.180,-0.480
4,3:31,1,10,NYG 23,16,22,Rashad Jennings middle for -1 yards (tackle by Pernell McPhee and C.J. Wilson),0.480,0.000
4,3:25,,,,16,22,Timeout #2 by Chicago Bears,0.000,0.200
4,3:25,2,11,NYG 22,16,22,Rashad Jennings right guard for 1 yard (tackle by Demontre Hurst and C.J. Wilson),-0.200,0.000
4,3:18,,,,16,22,Timeout #3 by Chicago Bears,0.000,0.760
4,3:18,3,10,NYG 23,16,22,Eli Manning pass incomplete short right intended for Rashad Jennings (defended by Demontre Hurst),-0.760,-1.830
4,3:13,4,10,NYG 23,16,22,"Brad Wing punts 45 yards, returned by Eddie Royal for no gain. Penalty on Chris Prosinski: Offensive Holding, 10 yards",-1.830,-0.410
4,3:00,1,10,CHI 22,16,22,Jay Cutler pass complete deep right to Marquess Wilson for 35 yards (tackle by Eli Apple),0.410,2.720
4,2:54,1,10,NYG 43,16,22,Jay Cutler pass incomplete short middle intended for Marquess Wilson (defended by Jonathan Casillas),2.720,2.180
4,2:47,2,10,NYG 43,16,22,"Jay Cutler pass incomplete deep middle intended for Cameron Meredith (defended by Landon Collins). Penalty on Ted Larsen: Offensive Holding, 10 yards (no play)",2.180,0.830
4,2:39,2,20,CHI 47,16,22,Jay Cutler pass complete deep middle to Josh Bellamy for 23 yards (tackle by Landon Collins),0.830,3.580
4,2:00,1,10,NYG 30,16,22,"Jay Cutler sacked by Jason Pierre-Paul for -13 yards. Jay Cutler fumbles (forced by Jason Pierre-Paul), recovered by Mike Adams at NYG-44",3.580,1.140
4,1:23,2,24,NYG 44,16,22,"Jay Cutler pass incomplete short right intended for Cameron Meredith. Penalty on Cameron Meredith: Illegal Shift, 5 yards (no play)",1.140,0.470
4,1:19,2,29,NYG 49,16,22,Jay Cutler pass incomplete deep left intended for Marquess Wilson is intercepted by Landon Collins at NYG-21 and returned for 3 yards,0.470,-0.540
4,1:11,1,10,NYG 24,16,22,Eli Manning kneels for -1 yards,0.540,-0.140
4,0:50,2,11,NYG 23,16,22,Eli Manning kneels for -1 yards,-0.140,-0.960
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
