Quarter,Time,Down,ToGo,Location,HOU,CHI,Detail,EPB,EPA
1,0:50,1,10,HOU 10,3,0,Justin Forsett left tackle for 1 yard (tackle by Stephen Paea),-0.380,-0.710
1,0:12,2,9,HOU 11,3,0,Arian Foster left tackle for 18 yards (tackle by Charles Tillman),-0.710,0.870
Quarter,Time,Down,ToGo,Location,HOU,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,HOU 29,3,0,Arian Foster right tackle for no gain (tackle by Lance Briggs),0.870,0.330
2,14:22,2,10,HOU 29,3,0,Matt Schaub pass incomplete is intercepted by Tim Jennings at HOU-48 and returned for 10 yards (tackle by James Casey),0.330,-3.050
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
2,14:14,1,10,HOU 38,3,0,Matt Forte right tackle for 4 yards (tackle by Earl Mitchell),3.050,3.050
2,13:37,2,6,HOU 34,3,0,Matt Forte right end for 1 yard (tackle by Earl Mitchell),3.050,2.480
2,13:03,3,5,HOU 33,3,0,Jay Cutler pass incomplete deep right intended for Brandon Marshall,2.480,1.170
2,12:57,4,5,HOU 33,3,3,Robbie Gould 51 yard field goal good,1.170,3.000
2,12:52,,,CHI 35,3,3,"Robbie Gould kicks off 67 yards, returned by Keshawn Martin for 23 yards (tackle by Craig Steltz)",0.000,0.340
2,12:46,1,10,HOU 21,3,3,Arian Foster right guard for 6 yards (tackle by Henry Melton),0.340,0.610
2,12:09,2,4,HOU 27,3,3,Arian Foster left end for 3 yards (tackle by Lance Briggs),0.610,0.300
2,11:33,3,1,HOU 30,3,3,Arian Foster right tackle for 13 yards (tackle by Charles Tillman),0.300,1.800
2,10:51,1,10,HOU 43,3,3,Justin Forsett left end for 4 yards (tackle by Tim Jennings),1.800,1.790
2,10:15,2,6,HOU 47,3,3,Justin Forsett right end for -3 yards (tackle by Major Wright and Israel Idonije),1.790,0.690
2,9:29,3,9,HOU 44,3,3,Matt Schaub pass complete short right to Arian Foster for no gain,0.690,-0.460
2,8:52,4,9,HOU 44,3,3,"Donnie Jones punts 56 yards, touchback",-0.460,-0.280
2,8:44,1,10,CHI 20,3,3,Jay Cutler pass incomplete deep right intended for Devin Hester,0.280,-0.270
2,8:36,2,10,CHI 20,3,3,Jay Cutler pass complete short left to Brandon Marshall for 7 yards (tackle by Danieal Manning),-0.270,-0.030
2,7:50,3,3,CHI 27,3,3,Jay Cutler pass incomplete deep left intended for Devin Hester (defended by Kareem Jackson),-0.030,-1.570
2,7:44,4,3,CHI 27,3,3,Adam Podlesh punts 39 yards,-1.570,-1.200
2,7:31,1,10,HOU 34,3,3,Matt Schaub pass incomplete short left intended for James Casey,1.200,0.660
2,7:27,2,10,HOU 34,3,3,Matt Schaub pass complete short left to Andre Johnson for 11 yards (tackle by Charles Tillman),0.660,1.930
2,6:52,1,10,HOU 45,3,3,Arian Foster left end for 6 yards (tackle by Brian Urlacher),1.930,2.190
2,6:18,2,4,CHI 49,3,3,Arian Foster left tackle for 21 yards (tackle by Nick Roach),2.190,3.710
2,5:44,1,10,CHI 28,3,3,Justin Forsett left tackle for 25 yards (tackle by Chris Conte),3.710,6.510
2,4:58,1,3,CHI 3,3,3,Arian Foster left tackle for 1 yard (tackle by Henry Melton),6.510,5.720
2,4:21,2,2,CHI 2,9,3,"Matt Schaub pass complete short right to Arian Foster for 2 yards, touchdown",5.720,7.000
2,4:21,,,CHI 2,10,3,Shayne Graham kicks extra point good,0.000,0.000
2,4:14,,,HOU 35,10,3,"Shayne Graham kicks onside 16 yards, recovered by J.T. Thomas",0.000,2.190
2,4:12,1,10,CHI 49,10,3,Matt Forte right tackle for 2 yards (tackle by Connor Barwin),2.190,1.920
2,3:35,2,8,HOU 49,10,3,Matt Forte right end for -1 yards (tackle by Connor Barwin),1.920,1.090
2,2:56,3,9,,10,3,"Jay Cutler pass complete short middle to Devin Hester for 42 yards (tackle by Johnathan Joseph and Kareem Jackson). Penalty on Jay Cutler: Illegal Forward Pass (Offsetting), Penalty on Tim Dobbins: Unnecessary Roughness (Offsetting) (no play)",1.090,1.090
,,,,,,,"CHI challenged the illegal forward pass ruling, and the play was upheld.",,
2,2:30,3,9,,10,3,Jay Cutler left guard for 11 yards (tackle by Kareem Jackson),1.090,2.980
2,2:00,1,10,HOU 39,10,3,Jay Cutler pass complete short right to Matt Forte for no gain,2.980,2.440
2,1:23,2,10,HOU 39,10,3,Jay Cutler pass incomplete short left intended for Brandon Marshall is intercepted by Kareem Jackson at HOU-27 and returned for 1 yard (tackle by Brandon Marshall),2.440,-0.810
2,1:16,1,10,HOU 28,10,3,Matt Schaub pass incomplete short left intended for Andre Johnson (defended by Charles Tillman),0.810,0.260
2,1:12,2,10,HOU 28,10,3,Arian Foster left end for -9 yards (tackle by Brian Urlacher),0.260,0.000
2,1:03,,,,10,3,Timeout #2 by Chicago Bears,0.000,-1.720
2,1:03,3,19,HOU 19,10,3,Arian Foster left guard for 3 yards (tackle by Henry Melton and Israel Idonije),-1.720,0.000
2,0:59,,,,10,3,Timeout #3 by Chicago Bears,0.000,-1.900
2,0:59,4,16,HOU 22,10,3,"Donnie Jones punts 47 yards, fair catch by Devin Hester. Penalty on Anthony Walters: Offensive Holding, 10 yards",-1.900,-0.340
2,0:51,1,10,CHI 21,10,3,Jay Cutler left guard for 19 yards,0.340,1.600
2,0:28,1,10,CHI 40,10,3,Jay Cutler pass incomplete short middle intended for Kellen Davis,1.600,1.050
2,0:25,2,10,CHI 40,10,3,Jay Cutler pass incomplete deep middle intended for Matt Forte,1.050,0.370
2,0:19,3,10,CHI 40,10,3,Jay Cutler pass complete short left to Devin Hester for 4 yards (tackle by Quintin Demps),0.370,-0.460
Quarter,Time,Down,ToGo,Location,HOU,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,10,3,"Shayne Graham kicks off 62 yards, returned by Devin Hester for 20 yards (tackle by Shiloh Keo)",0.000,0.480
3,14:54,1,10,CHI 23,10,3,Jay Cutler for 7 yards (tackle by Glover Quin),0.480,0.880
3,14:20,2,3,CHI 30,10,3,Matt Forte right guard for 8 yards (tackle by Tim Dobbins and Bradie James),0.880,1.470
3,13:36,1,10,CHI 38,10,3,Matt Forte left end for 1 yard (tackle by Bradie James),1.470,1.060
3,12:50,2,9,CHI 39,10,3,Jason Campbell pass complete short right to Brandon Marshall for 2 yards (tackle by Johnathan Joseph),1.060,0.630
3,12:09,3,7,CHI 41,10,3,Jason Campbell pass complete deep left to Brandon Marshall for 18 yards (tackle by Johnathan Joseph),0.630,2.850
3,11:37,1,10,HOU 41,10,3,Matt Forte right end for no gain (tackle by J.J. Watt),2.850,2.310
3,10:59,2,10,HOU 41,10,3,Jason Campbell pass complete short right to Matt Spaeth for no gain,2.310,1.620
3,10:18,3,10,HOU 41,10,3,Jason Campbell pass complete short middle to Brandon Marshall for 4 yards (tackle by Connor Barwin and Antonio Smith),1.620,0.790
3,9:37,4,6,HOU 37,10,3,Adam Podlesh punts 34 yards,0.790,0.380
3,9:28,1,10,HOU 3,10,3,Matt Schaub pass incomplete short right intended for Andre Johnson,-0.380,-0.780
3,9:22,2,10,HOU 3,10,3,Arian Foster left end for -1 yards (tackle by Brian Urlacher),-0.780,-1.540
3,8:41,3,11,HOU 2,10,3,Arian Foster left guard for 4 yards (tackle by Kelvin Hayden and Brian Urlacher),-1.540,-2.490
3,8:08,4,7,HOU 6,10,3,"Donnie Jones punts 59 yards, returned by Devin Hester for 3 yards (tackle by James Casey)",-2.490,-1.470
3,7:55,1,10,CHI 38,10,3,Matt Forte left end for 1 yard (tackle by Earl Mitchell),1.470,1.060
3,7:12,2,9,CHI 39,10,3,Jason Campbell pass incomplete short left intended for Brandon Marshall,1.060,0.370
3,7:08,3,9,CHI 39,10,3,Jason Campbell right end for 5 yards (tackle by Tim Dobbins),0.370,-0.460
3,6:45,4,4,CHI 44,10,3,"Adam Podlesh punts 40 yards, fair catch by Keshawn Martin",-0.460,0.140
3,6:38,1,10,HOU 16,10,3,Arian Foster left end for 1 yard (tackle by Corey Wootton and Nate Collins),-0.140,-0.510
3,6:03,2,9,HOU 17,10,3,Matt Schaub pass incomplete short left intended for Andre Johnson,-0.510,-1.200
3,5:59,3,9,HOU 17,10,3,Matt Schaub pass complete short middle to Kevin Walter for 7 yards (tackle by Kelvin Hayden),-1.200,-1.770
3,5:26,4,2,HOU 24,10,3,Donnie Jones punts 28 yards,-1.770,-2.130
3,5:15,1,10,CHI 48,10,3,Matt Forte right tackle for 2 yards (tackle by Tim Dobbins and Earl Mitchell),2.130,1.850
3,4:32,2,8,,10,3,"Penalty on Chilo Rachal: False Start, 5 yards (no play)",1.850,1.180
3,4:09,2,13,CHI 45,10,3,Jason Campbell pass complete deep left to Brandon Marshall for 45 yards (tackle by Johnathan Joseph),1.180,4.910
3,3:21,1,10,HOU 10,10,3,Matt Forte left guard for 5 yards (tackle by Brooks Reed and Bradie James),4.910,5.150
3,2:45,2,5,HOU 5,10,3,Matt Forte right guard for -1 yards (tackle by J.J. Watt),5.150,4.040
3,2:07,3,6,HOU 6,10,3,Jason Campbell pass incomplete short right intended for Earl Bennett,4.040,2.990
3,2:00,4,6,HOU 6,10,6,Robbie Gould 24 yard field goal good,2.990,3.000
3,1:55,,,CHI 35,10,6,"Robbie Gould kicks off 67 yards, returned by Keshawn Martin for 57 yards (tackle by Kelvin Hayden). Penalty on HOU: Offensive Holding, 10 yards",0.000,-0.370
3,1:46,1,10,HOU 11,10,6,Arian Foster right end for -2 yards (tackle by Israel Idonije),-0.370,-0.930
3,1:15,2,12,HOU 9,10,6,Matt Schaub pass complete deep left to Kevin Walter for 23 yards (tackle by Chris Conte),-0.930,1.070
3,0:33,1,10,HOU 32,10,6,Arian Foster right end for 7 yards (tackle by Major Wright),1.070,1.470
Quarter,Time,Down,ToGo,Location,HOU,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,3,HOU 39,10,6,Arian Foster left tackle for -1 yards (tackle by Nate Collins),1.470,0.000
4,14:15,,,,10,6,Timeout #1 by Houston Texans,0.000,0.630
4,14:15,3,4,HOU 38,10,6,Matt Schaub sacked by Julius Peppers for -7 yards,0.630,-1.310
4,13:50,4,11,HOU 31,10,6,Donnie Jones punts 31 yards,-1.310,-1.470
4,13:40,1,10,CHI 38,10,6,Jason Campbell pass complete short right to Brandon Marshall for 9 yards (tackle by Glover Quin),1.470,2.140
4,13:09,2,1,CHI 47,10,6,Michael Bush right tackle for 20 yards (tackle by Danieal Manning and Bradie James),2.140,3.380
4,12:34,1,10,HOU 33,10,6,Michael Bush right tackle for 3 yards (tackle by Whitney Mercilus),3.380,3.240
4,11:54,2,7,HOU 30,10,6,Jason Campbell pass incomplete short left intended for Brandon Marshall,3.240,2.540
4,11:49,3,7,HOU 30,10,6,Jason Campbell pass incomplete short right intended for Brandon Marshall (defended by Johnathan Joseph),2.540,1.410
4,11:45,4,7,HOU 30,10,6,Robbie Gould 48 yard field goal no good,1.410,-1.470
4,11:40,1,10,HOU 38,10,6,Matt Schaub pass complete short middle to Garrett Graham for 3 yards (tackle by Brian Urlacher),1.470,1.330
4,11:02,2,7,HOU 41,10,6,Matt Schaub pass incomplete short middle intended for Kevin Walter (defended by Tim Jennings),1.330,0.630
4,10:57,3,7,HOU 41,10,6,Matt Schaub pass incomplete short right intended for Garrett Graham,0.630,-0.650
4,10:53,4,7,HOU 41,10,6,"Donnie Jones punts 49 yards, returned by Devin Hester for 4 yards (tackle by Barrett Ruud)",-0.650,0.280
4,10:41,1,10,CHI 14,10,6,Matt Forte left tackle for 5 yards (tackle by Tim Dobbins),-0.280,-0.040
4,10:00,2,5,CHI 19,10,6,"Jason Campbell pass complete short left to Brandon Marshall for 6 yards (tackle by Kareem Jackson). Penalty on Chilo Rachal: Offensive Holding, 9 yards (no play)",-0.040,-1.070
4,9:32,2,14,CHI 10,10,6,Jason Campbell pass complete short left to Matt Spaeth for 5 yards (tackle by Tim Dobbins),-1.070,-1.280
4,8:45,3,9,CHI 15,10,6,Jason Campbell pass incomplete short left intended for Matt Forte,-1.280,-2.440
4,8:41,4,9,CHI 15,10,6,"Adam Podlesh punts 38 yards, out of bounds",-2.440,-2.060
4,8:34,1,10,HOU 47,10,6,Arian Foster right end for 5 yards (tackle by Lance Briggs),2.060,2.190
4,7:54,2,5,CHI 48,10,6,"Arian Foster right end for 7 yards (tackle by Corey Wootton). Penalty on Corey Wootton: Face Mask (15 Yards), 15 yards",2.190,3.840
4,7:26,1,10,CHI 26,10,6,Arian Foster left tackle for -1 yards (tackle by Henry Melton),3.840,3.160
4,6:44,2,11,CHI 27,10,6,"Arian Foster right end for 4 yards (tackle by Tim Jennings). Penalty on Derek Newton: Offensive Holding, 10 yards (no play)",3.160,1.810
4,6:23,2,21,CHI 37,10,6,Matt Schaub pass complete short middle to Arian Foster for 2 yards (tackle by Brian Urlacher),1.810,0.000
4,5:35,,,,10,6,Timeout #2 by Houston Texans,0.000,1.420
4,5:35,3,19,CHI 35,10,6,Matt Schaub pass complete short middle to Garrett Graham for 11 yards (tackle by Lance Briggs and Chris Conte),1.420,1.870
4,4:55,4,8,CHI 24,13,6,Shayne Graham 42 yard field goal good,1.870,3.000
4,4:49,,,HOU 35,13,6,"Shayne Graham kicks off 58 yards, returned by Devin Hester for 18 yards (tackle by Quintin Demps)",0.000,0.610
4,4:42,1,10,CHI 25,13,6,Jason Campbell pass incomplete short right intended for Kellen Davis,0.610,0.060
4,4:38,2,10,CHI 25,13,6,Jason Campbell pass complete short right to Matt Spaeth for -1 yards (tackle by Bradie James),0.060,-0.760
4,3:53,3,11,CHI 24,13,6,Jason Campbell pass incomplete deep middle intended for Kellen Davis,-0.760,-1.770
4,3:46,4,11,CHI 24,13,6,Adam Podlesh punts 43 yards,-1.770,-1.140
4,3:35,1,10,HOU 33,13,6,Arian Foster right end for -3 yards (tackle by Henry Melton),1.140,0.190
4,2:52,2,13,HOU 30,13,6,Arian Foster right end for no gain (tackle by Julius Peppers),0.190,0.000
4,2:47,,,,13,6,Timeout #1 by Chicago Bears,0.000,-0.490
4,2:47,3,13,HOU 30,13,6,Arian Foster left tackle for 1 yard (tackle by Julius Peppers),-0.490,0.000
4,2:42,,,,13,6,Timeout #2 by Chicago Bears,0.000,-1.310
4,2:42,4,12,HOU 31,13,6,"Donnie Jones punts 31 yards, out of bounds",-1.310,-1.470
4,2:35,1,10,CHI 38,13,6,Jason Campbell pass complete short left to Matt Forte for -3 yards (tackle by Connor Barwin),1.470,0.520
4,2:06,2,13,CHI 35,13,6,"Jason Campbell pass complete short left to Devin Hester for 7 yards (tackle by Brice McCain). Penalty on Gabe Carimi: Offensive Holding, 10 yards (no play)",0.520,-0.830
4,2:00,2,23,CHI 25,13,6,Jason Campbell pass complete short left to Kyle Adams for 7 yards (tackle by Glover Quin and Bradie James),-0.830,-0.560
4,1:35,3,16,CHI 32,13,6,Jason Campbell pass complete short middle to Brandon Marshall for 8 yards (tackle by Connor Barwin),-0.560,-0.720
4,1:05,4,8,CHI 40,13,6,Jason Campbell pass incomplete short middle intended for Matt Forte,-0.720,-2.920
4,1:00,1,10,CHI 40,13,6,Matt Schaub kneels for -1 yards,2.920,2.240
4,0:26,2,11,CHI 41,13,6,Matt Schaub kneels for -1 yards,2.240,1.420
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
