Quarter,Time,Down,ToGo,Location,LAC,CLE,Detail,EPB,EPA
2,13:28,1,10,CLE 32,10,14,Nick Chubb right tackle for 4 yards (tackle by Kyle Van Noy and Sebastian Joseph-Day),1.070,0.930
2,12:46,2,7,CLE 35,10,14,Nick Chubb right tackle for 2 yards (tackle by Kyle Van Noy and Khalil Mack),0.930,0.630
2,12:04,3,4,CLE 38,10,14,Jacoby Brissett pass incomplete short right intended for Amari Cooper,0.630,-0.850
2,12:00,4,4,CLE 38,10,14,Corey Bojorquez punts 61 yards downed by Martin Emerson,-0.850,0.380
2,11:51,1,10,LAC 1,10,14,Zander Horvath left guard for 3 yards (tackle by Jacob Phillips and Denzel Ward),-0.380,-0.560
2,10:57,2,7,LAC 4,10,14,Justin Herbert pass complete short left to Josh Palmer for 7 yards (tackle by Denzel Ward),-0.560,-0.370
2,10:34,1,10,LAC 11,10,14,Justin Herbert pass complete short right to Mike Williams for 5 yards (tackle by Ronnie Harrison),-0.370,-0.300
2,9:56,2,5,LAC 16,10,14,Joshua Kelley right tackle for 12 yards (tackle by Grant Delpit),-0.300,0.810
2,9:20,1,10,LAC 28,10,14,Justin Herbert pass incomplete deep right intended for Gerald Everett,0.810,0.260
2,9:16,2,10,LAC 28,10,14,Austin Ekeler left tackle for 10 yards (tackle by Grant Delpit),0.260,1.470
2,8:30,1,10,LAC 38,10,14,Austin Ekeler left tackle for 15 yards (tackle by Denzel Ward),1.470,2.460
2,7:58,1,10,CLE 47,10,14,Justin Herbert pass complete short left to Joshua Kelley for 22 yards (tackle by John Johnson),2.460,3.910
2,7:27,1,10,CLE 25,10,14,Joshua Kelley right guard for 3 yards (tackle by Jeremiah Owusu-Koramoah),3.910,3.770
2,6:49,2,7,CLE 22,10,14,Justin Herbert scrambles left end for 2 yards (tackle by John Johnson),3.770,3.340
2,6:41,3,5,CLE 20,10,14,"Penalty on John Johnson: Unsportsmanlike Conduct / Defense, 10 yards (accepted) (no play)",3.340,4.910
2,6:33,1,10,CLE 10,10,14,Austin Ekeler left guard for -2 yards (tackle by Jadeveon Clowney and Myles Garrett),4.910,3.860
2,5:57,2,12,CLE 12,16,14,"Justin Herbert pass complete short left to Austin Ekeler for 12 yards, touchdown",3.860,7.000
2,5:51,,,CLE 15,17,14,Taylor Bertolet kicks extra point good,0.000,0.000
2,11:15,2,8,LAC 4,,,Justin Herbert pass complete,-0.630,0.000
2,5:51,,,LAC 35,17,14,"Taylor Bertolet kicks off 65 yards, touchback.",0.000,0.610
2,5:51,1,10,CLE 25,17,14,Jacoby Brissett pass complete deep right to David Njoku for 38 yards (tackle by Alohi Gilman),0.610,3.120
2,5:08,1,10,LAC 37,17,14,Jacoby Brissett pass complete short right to David Njoku for 5 yards (tackle by Derwin James),3.120,3.250
2,4:39,2,5,LAC 32,17,14,Nick Chubb left tackle for 29 yards (tackle by Asante Samuel),3.250,6.510
2,3:54,1,3,LAC 3,17,14,Jacoby Brissett pass incomplete short right intended for Amari Cooper,6.510,5.530
2,3:46,2,3,LAC 3,17,14,Nick Chubb left tackle for -1 yards (tackle by Drue Tranquill and Derwin James),5.530,4.490
2,3:03,3,4,LAC 4,17,14,"Jacoby Brissett pass incomplete short middle intended for Amari Cooper. Penalty on Sebastian Joseph-Day: Roughing the Passer, 2 yards (accepted) (no play)",4.490,6.740
2,2:59,1,2,LAC 2,17,20,"Nick Chubb right guard for 2 yards, touchdown",6.740,7.000
2,2:55,,,LAC 15,17,21,Cade York kicks extra point good,0.000,0.000
2,2:55,,,CLE 35,17,21,"Cade York kicks off 61 yards, returned by DeAndre Carter for 22 yards (tackle by Grant Delpit)",0.000,0.670
2,2:51,1,10,LAC 26,17,21,Justin Herbert pass complete short left to Austin Ekeler for 3 yards (tackle by Jeremiah Owusu-Koramoah),0.670,0.540
2,2:16,2,7,LAC 29,17,21,Justin Herbert pass complete short right to Mike Williams for 6 yards (tackle by Martin Emerson),0.540,0.630
2,2:00,3,1,LAC 35,17,21,Zander Horvath right guard for no gain (tackle by Jadeveon Clowney and Jordan Elliott),0.630,-1.040
2,1:55,,,,,,Timeout #2 by Cleveland Browns,,
2,1:55,4,1,LAC 35,17,21,"JK Scott punts 37 yards, fair catch by Chester Rogers at CLE-28",-1.040,-0.740
2,1:48,1,10,CLE 27,17,21,Kareem Hunt right tackle for 8 yards (tackle by Alohi Gilman and Drue Tranquill),0.740,1.410
2,1:29,2,1,CLE 36,17,21,Jacoby Brissett pass complete deep right to David Njoku for 17 yards (tackle by Derwin James),1.410,2.460
2,1:07,1,10,LAC 47,17,21,"Jacoby Brissett pass complete to Donovan Peoples-Jones for no gain. Penalty on Jack Conklin: Illegal Formation, 5 yards (accepted) (no play)",2.460,2.130
2,1:01,1,15,CLE 48,17,21,Jacoby Brissett pass complete short right to Amari Cooper for 15 yards (tackle by J.C. Jackson),2.130,3.120
2,0:56,1,10,LAC 37,17,21,Kareem Hunt right tackle for 10 yards (tackle by Derwin James and Jerry Tillery),3.120,3.780
2,0:29,1,10,LAC 27,17,21,Jacoby Brissett pass incomplete deep right intended for Amari Cooper,3.780,3.230
2,0:26,2,10,LAC 27,17,21,Jacoby Brissett pass incomplete short right,3.230,2.540
2,0:23,3,10,LAC 27,17,21,Jacoby Brissett pass incomplete short right intended for Amari Cooper (defended by J.C. Jackson),2.540,1.670
2,0:16,4,10,LAC 27,17,21,Cade York 45 yard field goal no good,1.670,-1.270
2,0:11,1,10,LAC 35,17,21,Justin Herbert kneels for -1 yards,1.270,0.590
Quarter,Time,Down,ToGo,Location,LAC,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,17,21,"Cade York kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,LAC 25,17,21,Austin Ekeler right guard for 6 yards (tackle by Jacob Phillips and John Johnson),0.610,0.870
3,14:19,2,4,LAC 31,17,21,"Justin Herbert pass incomplete short left intended for Zander Horvath. Penalty on Denzel Ward: Defensive Holding, 5 yards (accepted) (no play)",0.870,1.330
3,14:19,1,10,LAC 36,17,21,Austin Ekeler right guard for 4 yards (tackle by Ronnie Harrison),1.330,1.330
3,13:45,2,6,LAC 40,17,21,Justin Herbert sacked by Jacob Phillips for -1 yards,1.330,0.500
3,13:04,3,7,LAC 39,17,21,"Justin Herbert pass complete to Austin Ekeler for no gain. Penalty on Corey Linsley: Ineligible Downfield Pass, 5 yards (accepted) (no play)",0.500,-0.160
3,12:37,3,12,LAC 34,17,21,Justin Herbert pass complete short right to Mike Williams for 21 yards (tackle by Denzel Ward and Jacob Phillips),-0.160,2.590
3,11:54,1,10,CLE 45,17,21,Justin Herbert pass incomplete short left intended for Josh Palmer,2.590,2.040
3,11:50,2,10,CLE 45,17,21,Justin Herbert pass complete short left to Joshua Kelley for 11 yards (tackle by Alex Wright),2.040,3.310
3,11:09,1,10,CLE 34,17,21,Justin Herbert scrambles up the middle for 12 yards (tackle by Grant Delpit),3.310,4.110
3,10:27,1,10,CLE 22,17,21,"Justin Herbert pass complete to Mike Williams for no gain, touchdown Replay Assistant challenged the pass completion ruling, and the original play was overturned. Justin Herbert pass incomplete deep right intended for Mike Williams (defended by Greg Newsome)",4.110,3.560
3,10:28,2,10,CLE 22,23,21,"Austin Ekeler right tackle for 22 yards, touchdown",3.560,7.000
3,10:21,,,CLE 15,24,21,Taylor Bertolet kicks extra point good,0.000,0.000
3,10:21,,,LAC 35,24,21,"Penalty on Jeremiah Owusu-Koramoah: Face Mask (15 Yards), 15 yards (accepted) (no play)",0.000,-2.260
3,10:21,1,10,LAC 50,24,21,"Taylor Bertolet kicks off 50 yards, touchback.",2.260,0.610
3,10:21,1,10,CLE 25,24,21,Jacoby Brissett pass incomplete short left intended for Donovan Peoples-Jones,0.610,0.060
3,10:17,2,10,CLE 25,24,21,Nick Chubb right guard for 5 yards (tackle by Derwin James and Drue Tranquill),0.060,0.040
3,9:36,3,5,CLE 30,24,21,Jacoby Brissett pass complete short left to Amari Cooper for 4 yards (tackle by Asante Samuel),0.040,-1.110
3,8:55,,,,,,Timeout #1 by Los Angeles Chargers,,
3,8:55,4,1,CLE 34,24,21,Kareem Hunt right guard for -4 yards (tackle by Christian Covington),-1.110,-3.580
3,8:51,1,10,CLE 30,24,21,Austin Ekeler left guard for 6 yards (tackle by Myles Garrett and Grant Delpit),3.580,3.840
3,8:27,2,4,CLE 24,24,21,Justin Herbert pass complete short right to Gerald Everett for 2 yards (tackle by Jacob Phillips),3.840,3.400
3,8:02,3,2,CLE 22,24,21,Justin Herbert pass complete short right to Mike Williams for 16 yards (tackle by Denzel Ward),3.400,5.830
3,7:35,1,6,CLE 6,24,21,Joshua Kelley right tackle for 2 yards (tackle by Grant Delpit and Denzel Ward),5.830,5.340
3,6:58,2,4,CLE 4,24,21,"Penalty on Donald Parham: False Start, 5 yards (accepted) (no play)",5.340,4.380
3,6:36,2,9,CLE 9,24,21,Justin Herbert pass incomplete short left intended for Gerald Everett,4.380,3.360
3,6:33,3,9,CLE 9,24,21,Justin Herbert pass complete short left to DeAndre Carter for 2 yards (tackle by Greg Newsome),3.360,2.970
3,5:50,4,7,CLE 7,27,21,Taylor Bertolet 25 yard field goal good,2.970,3.000
3,5:47,,,LAC 35,27,21,"Taylor Bertolet kicks off 65 yards, touchback.",0.000,0.610
3,5:47,1,10,CLE 25,27,21,Nick Chubb left guard for no gain (tackle by J.C. Jackson and Sebastian Joseph-Day),0.610,0.060
3,5:09,2,10,CLE 25,27,21,Jacoby Brissett pass complete short middle to Donovan Peoples-Jones for 19 yards (tackle by Kenneth Murray),0.060,1.860
3,4:41,1,10,CLE 44,27,21,Jacoby Brissett pass incomplete short left intended for Harrison Bryant,1.860,1.320
3,4:39,2,10,CLE 44,27,21,Jacoby Brissett pass complete deep right to Donovan Peoples-Jones for 16 yards (tackle by Asante Samuel),1.320,2.920
3,4:18,1,10,LAC 40,27,21,Jacoby Brissett pass complete short right to Donovan Peoples-Jones for 14 yards (tackle by J.C. Jackson),2.920,3.840
3,3:49,1,10,LAC 26,27,21,Nick Chubb left tackle for 8 yards (tackle by Alohi Gilman and Derwin James),3.840,4.450
3,3:11,2,2,LAC 18,27,21,Jacoby Brissett pass complete short left to Kareem Hunt for 2 yards (tackle by Kenneth Murray),4.450,4.510
3,2:28,1,10,LAC 16,27,21,Kareem Hunt right tackle for 5 yards (tackle by Kenneth Murray and Sebastian Joseph-Day),4.510,4.760
3,1:52,2,5,LAC 11,27,21,Kareem Hunt left guard for no gain (tackle by Khalil Mack),4.760,3.940
3,1:11,3,5,LAC 11,27,21,"Jacoby Brissett pass complete short left to David Njoku for 9 yards (tackle by Derwin James). Penalty on Derwin James: Defensive Holding, 5 yards (declined)",3.940,6.510
3,1:01,1,3,LAC 3,27,27,"Kareem Hunt right guard for 2 yards, touchdown",6.510,7.000
3,0:55,,,LAC 15,27,28,Cade York kicks extra point good,0.000,0.000
3,0:55,,,CLE 35,27,28,"Cade York kicks off 65 yards, touchback.",0.000,0.610
3,0:55,1,10,LAC 25,27,28,Austin Ekeler right guard for 4 yards (tackle by Jordan Elliott and Sione Takitaki),0.610,0.470
3,0:35,2,7,LAC 28,27,28,Justin Herbert pass complete short right to Mike Williams for no gain (tackle by Jeremiah Owusu-Koramoah),0.470,-0.100
Quarter,Time,Down,ToGo,Location,LAC,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,6,LAC 29,27,28,Justin Herbert pass complete short left to DeAndre Carter for 7 yards (tackle by Denzel Ward),-0.100,1.330
4,14:27,1,10,LAC 36,27,28,Joshua Kelley left guard for 4 yards (tackle by Jacob Phillips and Greg Newsome),1.330,1.330
4,13:49,2,6,LAC 40,27,28,Austin Ekeler left tackle for 17 yards (tackle by Denzel Ward),1.330,2.720
4,13:04,1,10,CLE 43,27,28,Austin Ekeler left guard for 3 yards (tackle by Jacob Phillips),2.720,2.580
4,12:29,2,7,CLE 40,27,28,Joshua Kelley right guard for 16 yards (tackle by John Johnson),2.580,3.970
4,11:48,1,10,CLE 24,27,28,Joshua Kelley right tackle for 3 yards (tackle by Tommy Togiai and Jacob Phillips),3.970,3.840
4,11:13,2,7,CLE 21,27,28,Justin Herbert pass complete short left to Josh Palmer for 9 yards (tackle by John Johnson),3.840,4.780
4,10:53,1,10,CLE 12,27,28,Austin Ekeler left guard for 2 yards (tackle by Jadeveon Clowney),4.780,4.450
4,10:18,2,8,CLE 10,27,28,Justin Herbert pass complete short left to Austin Ekeler for 1 yard (tackle by Sione Takitaki),4.450,3.700
4,9:36,3,7,CLE 9,27,28,Justin Herbert pass incomplete short right intended for Josh Palmer,3.700,2.830
4,9:32,4,7,CLE 9,30,28,Taylor Bertolet 27 yard field goal good,2.830,3.000
4,9:29,,,LAC 35,30,28,"Taylor Bertolet kicks off 64 yards, returned by Chester Rogers for 17 yards (tackle by Nasir Adderley)",0.000,0.040
4,9:22,1,10,CLE 18,30,28,Nick Chubb right tackle for 16 yards (tackle by Drue Tranquill),0.040,1.200
4,8:55,1,10,CLE 34,30,28,Nick Chubb left tackle for 11 yards (tackle by Derwin James),1.200,1.930
4,8:16,1,10,CLE 45,30,28,Nick Chubb right tackle for 1 yard (tackle by Sebastian Joseph-Day),1.930,1.380
4,7:44,2,10,CLE 45,30,28,Jacoby Brissett pass complete short middle to Kareem Hunt for 2 yards (tackle by Drue Tranquill),1.380,1.090
4,6:53,3,7,CLE 48,30,28,Jacoby Brissett pass complete short left to David Njoku for 8 yards (tackle by Alohi Gilman and J.C. Jackson),1.090,2.720
4,6:07,1,10,LAC 43,30,28,Jacoby Brissett pass incomplete short right,2.720,2.110
4,6:02,2,10,LAC 44,30,28,Nick Chubb left tackle for 1 yard (tackle by Drue Tranquill and Derwin James),2.110,1.550
4,5:23,3,9,LAC 43,30,28,Jacoby Brissett scrambles for 20 yards (tackle by Alohi Gilman),1.550,4.040
4,4:45,1,10,LAC 23,30,28,Jacoby Brissett pass complete short middle to David Njoku for 11 yards (tackle by Derwin James),4.040,4.840
4,4:20,1,10,LAC 11,30,28,Nick Chubb right tackle for -3 yards (tackle by Khalil Mack and Kenneth Murray),4.840,3.560
4,3:30,2,14,LAC 15,30,28,Jacoby Brissett pass complete short middle to David Bell for 6 yards (tackle by Bryce Callahan),3.560,3.530
4,2:54,3,8,LAC 9,30,28,Jacoby Brissett pass intended for Amari Cooper is intercepted by Alohi Gilman in end zone and returned for 18 yards (tackle by Jacoby Brissett and David Bell),3.530,0.060
4,2:44,1,10,LAC 17,30,28,Austin Ekeler left guard for 1 yard (tackle by Jeremiah Owusu-Koramoah and Taven Bryan),-0.060,-0.420
4,2:40,,,,,,Timeout #1 by Cleveland Browns,,
4,2:40,2,9,LAC 18,30,28,Justin Herbert pass complete short right to Mike Williams for 19 yards (tackle by Martin Emerson),-0.420,1.400
4,2:30,,,,,,Timeout #2 by Cleveland Browns,,
4,2:30,1,10,LAC 37,30,28,Joshua Kelley left guard for no gain (tackle by Grant Delpit and Taven Bryan),1.400,0.860
4,2:26,,,,,,Timeout #3 by Cleveland Browns,,
4,2:26,2,10,LAC 37,30,28,Justin Herbert pass complete short right to Mike Williams for 7 yards (tackle by Martin Emerson),0.860,1.090
4,2:00,3,3,LAC 44,30,28,Austin Ekeler left guard for 2 yards (tackle by Myles Garrett),1.090,-0.390
4,1:14,,,,,,Timeout #2 by Los Angeles Chargers,,
4,1:14,4,2,LAC 45,30,28,Justin Herbert pass incomplete short right intended for Mike Williams (defended by Martin Emerson),-0.390,-2.590
4,1:10,1,10,LAC 45,30,28,Jacoby Brissett pass incomplete short left intended for Anthony Schwartz,2.590,2.040
4,1:06,2,10,LAC 45,30,28,Jacoby Brissett pass complete short middle to Amari Cooper for 10 yards (tackle by Bryce Callahan),2.040,3.250
4,0:49,1,10,LAC 35,30,28,Kareem Hunt left tackle for no gain (tackle by Derwin James),3.250,2.700
4,0:25,2,10,LAC 35,30,28,Jacoby Brissett pass incomplete deep left intended for Donovan Peoples-Jones,2.700,2.010
4,0:20,3,10,LAC 35,30,28,Jacoby Brissett pass incomplete short right intended for Donovan Peoples-Jones,2.010,0.970
4,0:16,4,10,LAC 35,30,28,Cade York 53 yard field goal no good,0.970,-1.860
4,0:11,1,10,LAC 44,30,28,Justin Herbert kneels for -1 yards,1.860,1.180
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
