Quarter,Time,Down,ToGo,Location,STL,BAL,Detail,EPB,EPA
2,10:24,4,4,BAL 25,7,0,"Sam Koch punts 50 yards, returned by Tavon Austin for 3 yards (tackle by Albert McClellan). Penalty on Brynden Trawick: Ineligible Downfield Kick (Declined), Penalty on Terrence Brooks: Unnecessary Roughness, 15 yards",-1.700,-1.800
2,10:14,1,10,STL 43,7,0,Todd Gurley right guard for 3 yards (tackle by C.J. Mosley),1.800,1.660
2,9:36,2,7,STL 46,7,0,Todd Gurley right tackle for 6 yards (tackle by Kendrick Lewis and Will Hill),1.660,1.750
2,8:46,3,1,BAL 48,7,0,Todd Gurley right guard for -2 yards (tackle by Brandon Williams),1.750,-0.060
2,8:15,4,3,BAL 50,7,0,"Johnny Hekker punts 39 yards, fair catch by Lardarius Webb. Penalty on Daren Bates: Ineligible Downfield Kick, 5 yards",-0.060,0.140
2,8:07,1,10,BAL 16,7,0,"Javorius Allen left tackle for 6 yards (tackle by Aaron Donald). Penalty on John Urschel: Offensive Holding, 8 yards (no play)",-0.140,-0.680
2,7:45,1,18,BAL 8,7,0,Javorius Allen middle for 17 yards (tackle by Rodney McLeod),-0.680,0.690
2,7:12,2,1,BAL 25,7,0,Javorius Allen right guard for 4 yards (tackle by Aaron Donald),0.690,0.870
2,6:35,1,10,BAL 29,7,0,Joe Flacco pass incomplete deep middle intended for Crockett Gillmore is intercepted by Rodney McLeod at BAL-46 and returned for 4 yards,0.870,-2.790
2,6:27,1,10,BAL 42,7,0,Todd Gurley left guard for 1 yard (tackle by Brandon Williams and C.J. Mosley),2.790,2.380
2,5:51,2,9,BAL 41,7,0,Case Keenum pass incomplete short right intended for Lance Kendricks,2.380,1.680
2,5:44,3,9,BAL 41,7,0,Case Keenum pass incomplete short left intended for Jared Cook,1.680,0.530
2,5:35,4,9,BAL 41,7,0,"Johnny Hekker punts 41 yards, touchback",0.530,-0.280
2,5:29,1,10,BAL 20,7,0,Javorius Allen right guard for 2 yards (tackle by James Laurinaitis and Matt Longacre),0.280,0.000
2,4:54,2,8,BAL 22,7,0,Javorius Allen left guard for no gain (tackle by Michael Brockers),0.000,-0.690
2,4:28,3,8,BAL 22,7,0,Joe Flacco pass complete short left to Jeremy Butler for 7 yards (tackle by Lamarcus Joyner),-0.690,-1.440
2,4:04,4,1,BAL 29,7,0,"Sam Koch punts 45 yards, muffed catch by Tavon Austin, recovered by C.J. Mosley and returned for no gain",-1.440,3.510
2,3:53,1,10,STL 31,7,0,Javorius Allen right guard for 7 yards (tackle by Mark Barron),3.510,3.910
2,3:23,2,3,STL 24,7,0,Javorius Allen right guard for -2 yards (tackle by Mark Barron),3.910,2.940
2,2:51,3,5,STL 26,7,0,Joe Flacco pass complete short middle to Maxx Williams for 12 yards (tackle by Lamarcus Joyner),2.940,4.650
2,2:08,1,10,STL 14,7,0,"Penalty on STL: Defensive 12 On-field, 5 yards (no play)",4.650,5.800
2,2:00,1,5,STL 9,7,0,Joe Flacco pass complete short left to Kyle Juszczyk for -2 yards (tackle by Mark Barron),5.800,4.520
2,1:25,2,7,STL 11,7,0,Joe Flacco sacked by Aaron Donald for -7 yards,4.520,2.840
2,0:45,3,14,STL 18,7,0,Joe Flacco pass complete short middle to Crockett Gillmore for 11 yards (tackle by T.J. McDonald),2.840,2.840
2,0:02,3,14,STL 18,7,0,Timeout #2 by Baltimore Ravens,2.840,2.990
2,0:02,4,3,STL 7,7,3,Justin Tucker 25 yard field goal good,2.990,3.000
Quarter,Time,Down,ToGo,Location,STL,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 35,7,3,"Greg Zuerlein kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,BAL 20,7,3,Javorius Allen left guard for 2 yards (tackle by Michael Brockers and Akeem Ayers),0.280,0.000
3,14:33,2,8,BAL 22,7,3,Joe Flacco pass complete short right to Kamar Aiken for 18 yards (tackle by Lamarcus Joyner),0.000,1.600
3,14:00,1,10,BAL 40,7,3,Joe Flacco pass incomplete short right intended for Javorius Allen,1.600,1.050
3,13:55,2,10,BAL 40,7,3,Javorius Allen right guard for 3 yards (tackle by Nick Fairley),1.050,0.760
3,13:21,3,7,BAL 43,7,3,Joe Flacco pass complete short middle to Jeremy Butler for 25 yards (tackle by Rodney McLeod),0.760,3.450
3,12:39,1,10,STL 32,7,3,"Joe Flacco pass incomplete short right intended for Maxx Williams. Penalty on Crockett Gillmore: Offensive Holding, 10 yards (no play)",3.450,2.790
3,12:33,1,20,STL 42,7,3,"Joe Flacco pass complete short right to Maxx Williams for 8 yards (tackle by Ethan Westbrooks). Maxx Williams fumbles (forced by Ethan Westbrooks), recovered by Maxx Williams at STL-34",2.790,2.630
3,11:55,2,12,STL 34,7,3,Javorius Allen right guard for 1 yard (tackle by Michael Brockers),2.630,2.080
3,11:19,3,11,STL 33,7,3,Joe Flacco pass incomplete short left intended for Jeremy Butler,2.080,1.150
3,11:15,4,11,STL 33,7,3,Joe Flacco pass complete short middle to Kyle Juszczyk for 5 yards (tackle by James Laurinaitis),1.150,-0.810
3,11:09,1,10,STL 28,7,3,Case Keenum pass incomplete deep middle intended for Kenny Britt,0.810,0.260
3,11:02,2,10,STL 28,7,3,Todd Gurley right guard for 4 yards (tackle by C.J. Mosley and Elvis Dumervil),0.260,0.100
3,10:17,3,6,STL 32,7,3,Case Keenum pass incomplete short right intended for Tavon Austin,0.100,-1.240
3,10:13,4,6,STL 32,7,3,"Johnny Hekker punts 63 yards, returned by Kaelin Clay for 7 yards (tackle by Daren Bates)",-1.240,0.350
3,10:00,1,10,BAL 12,7,3,Joe Flacco pass incomplete short right intended for Crockett Gillmore,-0.350,-0.780
3,9:56,2,10,BAL 12,7,3,Joe Flacco pass incomplete deep right intended for Kamar Aiken,-0.780,-0.780
3,9:49,2,10,BAL 12,7,3,Timeout #1 by Baltimore Ravens,-0.780,-1.420
3,9:49,3,10,BAL 12,7,3,Joe Flacco pass incomplete deep right intended for Chris Givens,-1.420,-2.490
3,9:44,4,10,BAL 12,7,3,"Sam Koch punts 48 yards, fair catch by Tavon Austin",-2.490,-1.600
3,9:37,1,10,STL 40,7,3,Case Keenum pass complete short left to Jared Cook for 7 yards (tackle by Jimmy Smith),1.600,2.000
3,9:06,2,3,STL 47,7,3,"Case Keenum for no gain. Case Keenum fumbles, recovered by Albert McClellan at STL-42 (tackle by Garrett Reynolds)",2.000,-2.790
3,9:01,1,10,STL 42,7,3,Joe Flacco pass complete short right to Javorius Allen for 12 yards (tackle by Trumaine Johnson and James Laurinaitis),2.790,3.580
3,8:14,1,10,STL 30,7,3,Javorius Allen middle for 1 yard (tackle by Aaron Donald and Matt Longacre),3.580,3.170
3,7:45,2,9,STL 29,7,3,Joe Flacco pass incomplete short right intended for Maxx Williams is intercepted by Trumaine Johnson at STL-26 and returned for 25 yards,3.170,-2.320
3,7:35,1,10,BAL 49,7,3,Todd Gurley middle for 3 yards (tackle by C.J. Mosley and Lawrence Guy),2.320,2.190
3,6:55,2,7,BAL 46,7,3,Tavon Austin right end for 16 yards (tackle by Kendrick Lewis),2.190,3.580
3,6:25,1,10,BAL 30,13,3,"Case Keenum pass complete deep left to Lance Kendricks for 30 yards, touchdown",3.580,7.000
3,6:25,,,BAL 30,13,3,"Greg Zuerlein kicks extra point no good, blocked by Lawrence Guy",0.000,-1.000
3,6:25,,,STL 35,13,3,"Greg Zuerlein kicks off 66 yards, returned by Raheem Mostert for 30 yards (tackle by Bryce Hager)",0.000,-0.870
3,6:07,1,10,BAL 29,13,3,Javorius Allen right guard for 1 yard (tackle by Nick Fairley),0.870,0.460
3,5:44,2,9,BAL 30,13,3,Joe Flacco pass complete short right to Javorius Allen for 8 yards (tackle by James Laurinaitis),0.460,0.830
3,5:06,3,1,BAL 38,13,3,Javorius Allen left end for -1 yards (tackle by Mark Barron),0.830,-0.910
3,4:25,4,2,BAL 37,13,3,"Sam Koch punts 45 yards, fair catch by Tavon Austin. Penalty on Tavon Austin: Invalid Fair Catch Signal, 5 yards",-0.910,0.320
3,4:21,1,10,STL 13,13,3,Todd Gurley right guard for 2 yards (tackle by C.J. Mosley),-0.320,-0.570
3,3:41,2,8,STL 15,13,3,Case Keenum pass complete short middle to Wes Welker for 6 yards (tackle by C.J. Mosley),-0.570,-0.470
3,3:00,3,2,STL 21,13,3,"Case Keenum pass incomplete short right intended for Todd Gurley. Penalty on Lardarius Webb: Defensive Pass Interference, 5 yards (no play)",-0.470,0.670
3,2:55,1,10,STL 26,13,3,Todd Gurley right tackle for -1 yards (tackle by C.J. Mosley),0.670,-0.010
3,2:21,2,11,STL 25,13,3,Benny Cunningham right guard for no gain (tackle by Chris Canty),-0.010,-0.690
3,1:40,3,11,STL 25,13,3,Case Keenum pass incomplete short right intended for Benny Cunningham,-0.690,-1.700
3,1:36,4,11,STL 25,13,3,"Johnny Hekker punts 57 yards, returned by Kaelin Clay for 10 yards (tackle by Cory Harkey). Penalty on Brynden Trawick: Offensive Holding (Declined), Penalty on Will Hill: Unnecessary Roughness (Declined), Penalty on Anthony Levine: Illegal Block Above the Waist, 10 yards",-1.700,0.380
3,1:25,1,10,BAL 10,13,3,Joe Flacco pass complete short right to Javorius Allen for 7 yards (tackle by Mark Barron),-0.380,-0.090
3,0:50,2,3,BAL 17,13,3,Javorius Allen left guard for 5 yards (tackle by William Hayes),-0.090,0.410
3,0:20,1,10,BAL 22,13,3,Joe Flacco pass incomplete short left intended for Crockett Gillmore,0.410,-0.130
3,0:15,2,10,BAL 22,13,3,Joe Flacco pass incomplete short middle intended for Kyle Juszczyk,-0.130,-0.820
3,0:05,3,10,BAL 22,13,3,Joe Flacco pass incomplete short right intended for Kamar Aiken,-0.820,-1.900
3,0:01,4,10,BAL 22,13,3,"Sam Koch punts 44 yards, returned by Tavon Austin for -4 yards (tackle by Anthony Levine)",-1.900,-0.940
Quarter,Time,Down,ToGo,Location,STL,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,STL 30,13,3,Case Keenum pass complete short left to Lance Kendricks for 13 yards (tackle by Kendrick Lewis),0.940,1.800
4,14:32,1,10,STL 43,13,3,"Todd Gurley for -1 yards (tackle by Brandon Williams). Todd Gurley fumbles (forced by Brandon Williams), recovered by Courtney Upshaw at STL-42 (tackle by Demetrius Rhaney)",1.800,-2.790
4,14:25,1,10,STL 42,13,3,Javorius Allen right guard for 1 yard (tackle by T.J. McDonald and Matt Longacre),2.790,2.380
4,13:55,2,9,STL 41,13,3,Joe Flacco pass complete short right to Javorius Allen for 7 yards (tackle by Lamarcus Joyner),2.380,2.610
4,13:19,3,2,STL 34,13,3,Joe Flacco pass complete short right to Javorius Allen for 14 yards (tackle by T.J. McDonald),2.610,4.240
4,13:06,1,10,STL 20,13,3,Kyle Juszczyk left guard for 1 yard (tackle by Aaron Donald and William Hayes),4.240,3.820
4,12:27,2,9,STL 19,13,3,Joe Flacco pass complete short middle to Crockett Gillmore for 16 yards (tackle by James Laurinaitis and Mark Barron),3.820,6.510
4,11:54,1,3,STL 3,13,3,Javorius Allen right tackle for no gain (tackle by William Hayes and Aaron Donald),6.510,5.530
4,11:16,2,3,STL 3,13,9,"Joe Flacco pass complete short left to Kamar Aiken for 3 yards, touchdown",5.530,7.000
4,11:16,,,STL 3,13,10,Justin Tucker kicks extra point good,0.000,0.000
4,11:16,,,BAL 35,13,10,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.280
4,11:11,1,10,STL 20,13,10,Case Keenum pass complete short left to Jared Cook for 16 yards (tackle by Jimmy Smith),0.280,1.330
4,10:26,1,10,STL 36,13,10,"Case Keenum for no gain. Case Keenum fumbles, ball out of bounds at STL-29",1.330,-0.160
4,9:50,2,17,STL 29,13,10,Case Keenum pass incomplete short middle intended for Wes Welker,-0.160,-0.820
4,9:46,3,17,STL 29,13,10,Case Keenum pass complete short left to Jared Cook for 3 yards (tackle by Courtney Upshaw),-0.820,-1.240
4,9:08,4,14,STL 32,13,10,"Johnny Hekker punts 42 yards, returned by Kaelin Clay for -4 yards (tackle by Maurice Alexander)",-1.240,-0.410
4,9:01,1,10,BAL 22,13,10,Joe Flacco pass complete short middle to Kamar Aiken for 16 yards (tackle by Marcus Roberson),0.410,1.470
4,8:32,1,10,BAL 38,13,10,Javorius Allen left tackle for 8 yards (tackle by Nick Fairley),1.470,2.000
4,8:01,2,2,BAL 46,13,10,Joe Flacco pass complete short left to Crockett Gillmore for 46 yards (tackle by Rodney McLeod and Nick Fairley),2.000,5.370
4,7:15,1,8,STL 8,13,10,Javorius Allen right tackle for -1 yards (tackle by William Hayes),5.370,4.380
4,6:37,2,9,STL 9,13,10,Joe Flacco pass complete short left to Kamar Aiken for 7 yards (tackle by Mark Barron),4.380,4.950
4,5:59,3,2,STL 2,13,10,Joe Flacco pass complete short right to Maxx Williams for no gain,4.950,3.250
4,5:15,4,2,STL 2,13,13,Justin Tucker 20 yard field goal good,3.250,3.000
4,5:15,,,BAL 35,13,13,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.280
4,5:12,1,10,STL 20,13,13,Todd Gurley left tackle for 7 yards (tackle by Brandon Williams),0.280,0.680
4,4:36,2,3,STL 27,13,13,Todd Gurley left guard for 6 yards (tackle by C.J. Mosley and Will Hill),0.680,1.140
4,3:56,1,10,STL 33,13,13,Todd Gurley left tackle for 3 yards (tackle by Daryl Smith),1.140,1.000
4,3:18,2,7,STL 36,13,13,Case Keenum pass complete short left to Jared Cook for 5 yards (tackle by C.J. Mosley),1.000,0.960
4,2:36,3,2,STL 41,13,13,Case Keenum pass complete short middle to Benny Cunningham for 20 yards (tackle by Elvis Dumervil),0.960,2.980
4,2:00,1,10,BAL 39,13,13,Todd Gurley left tackle for no gain (tackle by C.J. Mosley and Timmy Jernigan),2.980,2.980
4,1:55,1,10,BAL 39,13,13,Timeout #2 by Baltimore Ravens,2.980,2.440
4,1:55,2,10,BAL 39,13,13,Case Keenum pass complete short left to Tavon Austin for 5 yards (tackle by Jimmy Smith),2.440,2.440
4,1:49,2,10,BAL 39,13,13,Timeout #3 by Baltimore Ravens,2.440,2.410
4,1:49,3,5,BAL 34,13,13,Case Keenum pass incomplete short left intended for Tavon Austin,2.410,1.070
4,1:46,4,5,BAL 34,13,13,Greg Zuerlein 52 yard field goal no good,1.070,-1.730
4,1:41,1,10,BAL 42,13,13,Joe Flacco pass complete deep right to Chris Givens for 20 yards (tackle by Janoris Jenkins),1.730,3.050
4,1:36,1,10,STL 38,13,13,Kyle Juszczyk right tackle for 2 yards (tackle by William Hayes),3.050,3.050
4,1:28,1,10,STL 38,13,13,Timeout #1 by Los Angeles Rams,3.050,2.780
4,1:28,2,8,STL 36,13,13,Joe Flacco pass incomplete short middle intended for Chris Givens,2.780,2.080
4,1:23,3,8,STL 36,13,13,Javorius Allen right guard for 3 yards (tackle by Mark Barron),2.080,2.080
4,1:18,3,8,STL 36,13,13,Timeout #2 by Los Angeles Rams,2.080,1.170
4,1:18,4,5,STL 33,13,13,Justin Tucker 51 yard field goal no good,1.170,-1.660
4,1:13,1,10,STL 41,13,13,Case Keenum pass incomplete short right intended for Tavon Austin,1.660,1.120
4,1:10,2,10,STL 41,13,13,"Case Keenum sacked by Timmy Jernigan for -10 yards. Penalty on Elvis Dumervil: Defensive Offside, 5 yards (no play)",1.120,1.800
4,1:04,2,5,STL 46,13,13,Case Keenum pass incomplete short left intended for Wes Welker,1.800,1.090
4,1:00,3,5,STL 46,13,13,"Case Keenum sacked by Courtney Upshaw for -10 yards. Case Keenum fumbles (forced by Courtney Upshaw), recovered by Elvis Dumervil at STL-41",1.090,-2.850
4,0:54,1,10,STL 41,13,13,Joe Flacco pass incomplete short middle intended for Chris Givens (defended by Janoris Jenkins),2.850,2.310
4,0:50,2,10,STL 41,13,13,Javorius Allen left guard for 9 yards (tackle by James Laurinaitis and T.J. McDonald),2.310,2.310
4,0:42,2,10,STL 41,13,13,Timeout #3 by Los Angeles Rams,2.310,2.810
4,0:42,3,1,STL 32,13,13,Javorius Allen left guard for 3 yards (tackle by Michael Brockers and Aaron Donald),2.810,3.640
4,0:03,1,10,STL 29,13,13,Joe Flacco spiked the ball,3.640,3.100
4,0:03,2,10,STL 29,13,16,Justin Tucker 47 yard field goal good,3.100,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
