Quarter,Time,Down,ToGo,Location,ATL,IND,Detail,EPB,EPA
2,12:52,1,10,IND 40,0,14,Edgerrin James left guard for 43 yards (tackle by Keion Carpenter),1.600,4.440
2,12:06,1,10,ATL 17,0,14,"Ricky Williams right end for -2 yards (tackle by Travis Hall). Penalty on Ellis Johnson: Defensive Holding, 5 yards",4.440,4.650
2,11:47,1,10,ATL 14,0,14,Dominic Rhodes up the middle for 3 yards (tackle by Keith Brooking and Chris Draft),4.650,4.520
2,11:06,2,7,ATL 11,0,14,Peyton Manning pass complete to Reggie Wayne for 2 yards (tackle by Matt Stewart),4.520,4.050
2,10:26,3,5,ATL 9,0,14,"Peyton Manning pass complete to Marvin Harrison for 9 yards. Penalty on Jeff Saturday: Chop Block, 16 yards (no play)",4.050,1.950
2,10:18,3,21,ATL 25,0,14,Peyton Manning pass incomplete intended for Dominic Rhodes,1.950,1.800
2,10:14,4,21,ATL 25,0,17,Mike Vanderjagt 43 yard field goal good,1.800,3.000
2,,,,IND 30,0,17,"Mike Vanderjagt kicks off 69 yards, returned by Allen Rossum for 29 yards (tackle by Cato June). Penalty on Martin Bibla: Offensive Holding, 10 yards",0.000,-0.280
2,10:04,1,10,ATL 14,0,17,T.J. Duckett right tackle for 3 yards (tackle by Rob Morris),-0.280,-0.370
2,9:26,2,7,ATL 17,0,17,"Justin Griffith right tackle for 4 yards (tackle by Robert Mathis). Penalty on Dwight Freeney: Defensive Offside, 5 yards (no play)",-0.370,0.420
2,8:59,2,2,ATL 22,0,17,T.J. Duckett up the middle for 5 yards (tackle by Rob Morris),0.420,0.740
2,8:21,1,10,ATL 27,0,17,Michael Vick up the middle for 2 yards (tackle by Raheem Brock),0.740,0.470
2,7:38,2,8,ATL 29,0,17,T.J. Duckett up the middle for 6 yards (tackle by Mike Doss),0.470,0.560
2,6:54,3,2,ATL 35,0,17,Michael Vick pass incomplete intended for Alge Crumpler,0.560,-1.040
2,6:52,4,2,ATL 35,0,17,Chris Mohr punts 45 yards,-1.040,-0.280
2,6:41,1,10,IND 20,0,17,Edgerrin James up the middle for 6 yards (tackle by Keith Newman),0.280,0.540
2,6:05,2,4,IND 26,0,17,"Peyton Manning pass complete to Marvin Harrison for 2 yards (tackle by Derek Ross). Marvin Harrison fumbles (forced by Derek Ross), recovered by Chris Draft at IND-28 (tackle by Jeff Saturday)",0.540,-3.710
2,5:52,1,10,IND 28,0,17,Michael Vick pass incomplete intended for Peerless Price is intercepted by David Macklin at IND-0. Penalty on Peerless Price: Offensive Pass Interference (Declined),3.710,-0.280
2,5:50,1,10,IND 20,0,17,Peyton Manning pass complete to Marvin Harrison for 22 yards (tackle by Bryan Scott),0.280,1.730
2,5:27,1,10,IND 42,0,17,Edgerrin James up the middle for 4 yards (tackle by Matt Stewart and Demetrin Veal),1.730,1.730
2,4:57,2,6,IND 46,0,17,Peyton Manning pass complete to Reggie Wayne for 8 yards (tackle by Tod McBride),1.730,2.520
2,4:27,1,10,ATL 46,0,17,Edgerrin James left tackle for 12 yards (tackle by Chris Draft),2.520,3.310
2,3:55,1,10,ATL 34,0,17,Edgerrin James up the middle for 14 yards (tackle by Bryan Scott),3.310,4.240
2,3:13,1,10,ATL 20,0,17,Dominic Rhodes right tackle for 3 yards (tackle by Keith Brooking and Patrick Kerney),4.240,4.120
2,2:46,2,7,ATL 17,0,23,"Peyton Manning pass complete to Marvin Harrison for 17 yards, touchdown",4.120,7.000
2,,,,ATL 2,0,24,Mike Vanderjagt kicks extra point good,0.000,0.000
2,,,,IND 30,0,24,"Mike Vanderjagt kicks off 67 yards, returned by Allen Rossum for 21 yards (tackle by Jason Doering)",0.000,0.540
2,2:35,1,10,ATL 24,0,24,T.J. Duckett right guard for 1 yard (tackle by Raheem Brock),0.540,0.130
2,2:00,2,9,ATL 25,0,24,Michael Vick pass incomplete intended for Brian Finneran,0.130,-0.560
2,1:54,3,9,ATL 25,0,24,Michael Vick pass incomplete intended for Brian Finneran,-0.560,-1.700
2,1:49,4,9,ATL 25,0,24,"Chris Mohr punts 34 yards, returned by Troy Walters for 4 yards (tackle by Travis Jervey). Penalty on Jason Doering: Offensive Holding, 10 yards",-1.700,-1.070
2,1:38,1,10,IND 32,0,24,Peyton Manning pass complete to Brandon Stokley for 17 yards (tackle by Bryan Scott),1.070,2.190
2,1:15,1,10,IND 49,0,24,Peyton Manning pass complete to Reggie Wayne for 7 yards (tackle by Chris Draft),2.190,2.590
2,0:52,2,3,ATL 44,0,24,Edgerrin James left guard for 6 yards (tackle by Patrick Kerney),2.590,3.050
2,0:47,,,,0,24,Timeout #1 by Indianapolis Colts,0.000,3.050
2,0:47,1,10,ATL 38,0,24,Peyton Manning pass incomplete intended for Reggie Wayne,3.050,2.510
2,0:42,2,10,ATL 38,0,24,Peyton Manning pass complete to Marcus Pollard for 7 yards (tackle by Keith Brooking),2.510,2.740
2,0:25,3,3,ATL 31,0,24,Peyton Manning sacked by Travis Hall for -9 yards,2.740,0.590
2,0:15,4,12,ATL 40,0,24,Hunter Smith punts 31 yards,0.590,0.380
2,0:06,1,10,ATL 9,0,24,Michael Vick kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,ATL,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 30,0,24,Jay Feely kicks off 65 yards,0.000,1.600
3,15:00,1,10,IND 40,0,24,Edgerrin James right guard for 3 yards (tackle by Keith Newman),1.600,1.460
3,14:31,2,7,IND 43,0,24,Peyton Manning pass complete to Edgerrin James for 4 yards (tackle by Chris Draft),1.460,1.290
3,13:52,3,3,IND 47,0,24,Peyton Manning pass complete to Brandon Stokley for 5 yards (tackle by Chris Draft),1.290,2.390
3,13:19,1,10,ATL 48,0,24,Peyton Manning pass complete to Brandon Stokley for 11 yards (tackle by Derek Ross),2.390,3.120
3,12:57,1,10,ATL 37,0,30,"Peyton Manning pass complete to Brandon Stokley for 37 yards, touchdown",3.120,7.000
3,,,,ATL 2,0,31,Mike Vanderjagt kicks extra point good,0.000,0.000
3,,,,IND 30,0,31,"Mike Vanderjagt kicks off 61 yards, returned by Allen Rossum for 27 yards (tackle by Jason Doering)",0.000,1.330
3,12:45,1,10,ATL 36,0,31,T.J. Duckett right guard for no gain (tackle by Montae Reagor),1.330,0.790
3,12:05,2,10,ATL 36,0,31,Michael Vick pass complete to Brian Finneran for 13 yards (tackle by Raheem Brock),0.790,2.190
3,11:25,1,10,ATL 49,0,31,T.J. Duckett left tackle for 14 yards (tackle by Donald Strickland),2.190,3.120
3,10:45,1,10,IND 37,0,31,Michael Vick sacked by Marcus Washington for -8 yards,3.120,1.490
3,10:12,2,18,IND 45,0,31,Michael Vick pass complete to Alge Crumpler for no gain,1.490,0.830
3,9:27,3,18,IND 45,0,31,Michael Vick pass incomplete intended for Terrence Edwards (defended by Donald Strickland),0.830,0.270
3,9:21,4,18,IND 45,0,31,Chris Mohr punts 43 yards,0.270,0.380
3,9:10,1,10,IND 2,0,31,Edgerrin James right tackle for 3 yards (tackle by Demetrin Veal and Chris Draft),-0.380,-0.560
3,8:36,2,7,IND 5,0,31,"Penalty on Reggie Wayne: False Start, 3 yards (no play)",-0.560,-0.780
3,8:15,2,10,IND 2,0,31,Edgerrin James right tackle for 5 yards (tackle by Patrick Kerney),-0.780,-0.840
3,7:37,3,5,IND 7,0,31,"Penalty on Ryan Diem: False Start, 4 yards (no play)",-0.840,-1.300
3,7:18,3,9,IND 3,0,31,Peyton Manning pass incomplete intended for Marvin Harrison,-1.300,-2.490
3,7:09,4,9,IND 3,0,31,"Hunter Smith punts 50 yards, returned by Allen Rossum for 12 yards (tackle by Gary Brackett)",-2.490,-2.850
3,6:55,1,10,IND 41,0,31,T.J. Duckett up the middle for 4 yards (tackle by David Thornton and Marcus Washington),2.850,2.850
3,6:19,2,6,IND 37,0,31,Michael Vick pass incomplete intended for Peerless Price,2.850,2.150
3,6:14,3,6,IND 37,0,31,Michael Vick pass incomplete intended for Alge Crumpler,2.150,0.790
3,6:10,4,6,IND 37,0,31,Michael Vick left end for 16 yards (tackle by Donald Strickland),0.790,4.170
3,5:42,1,10,IND 21,0,31,T.J. Duckett left end for 4 yards (tackle by Raheem Brock),4.170,4.200
3,5:03,2,6,IND 17,6,31,"T.J. Duckett left tackle for 17 yards, touchdown",4.200,7.000
3,,,,IND 2,7,31,Jay Feely kicks extra point good,0.000,0.000
3,,,,ATL 30,7,31,"Jay Feely kicks off 70 yards, touchback",0.000,0.280
3,4:57,1,10,IND 20,7,31,"Peyton Manning pass incomplete intended for Reggie Wayne (defended by Ray Buchanan). Penalty on Ray Buchanan: Defensive Pass Interference, 40 yards (no play)",0.280,2.920
3,4:50,1,10,ATL 40,7,31,Edgerrin James right tackle for 4 yards (tackle by Patrick Kerney),2.920,2.910
3,4:50,2,6,ATL 36,7,31,Peyton Manning pass complete to Reggie Wayne for 11 yards (tackle by Kevin Mathis),2.910,3.910
3,3:58,1,10,ATL 25,7,31,Peyton Manning pass complete to Brandon Stokley for 4 yards (tackle by Kevin Mathis),3.910,3.900
3,3:13,2,6,ATL 21,7,31,Edgerrin James up the middle for 5 yards (tackle by Travis Hall and Matt Stewart),3.900,4.060
3,2:39,3,1,ATL 16,7,37,"Peyton Manning pass complete to Marvin Harrison for 16 yards, touchdown",4.060,7.000
3,,,,ATL 2,7,38,Mike Vanderjagt kicks extra point good,0.000,0.000
3,,,,IND 30,7,38,"Mike Vanderjagt kicks off 64 yards, returned by Allen Rossum for 21 yards (tackle by Clifton Crosby)",0.000,0.740
3,2:31,1,10,ATL 27,7,38,Peerless Price for -2 yards (tackle by Walt Harris),0.740,-0.070
3,1:59,2,12,ATL 25,7,38,Michael Vick left end for 13 yards (tackle by Donald Strickland),-0.070,1.470
3,1:27,1,10,ATL 38,7,38,T.J. Duckett left end for -3 yards (tackle by Raheem Brock and Larry Tripplett),1.470,0.520
3,0:46,2,13,ATL 35,7,38,Michael Vick pass complete to T.J. Duckett for 6 yards (tackle by David Thornton),0.520,0.630
Quarter,Time,Down,ToGo,Location,ATL,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,7,ATL 41,7,38,Michael Vick pass complete to George Layne for 3 yards (tackle by Anthony Floyd),0.630,-0.460
4,14:26,4,4,ATL 44,7,38,"Chris Mohr punts 37 yards, fair catch by Troy Walters",-0.460,-0.150
4,14:18,1,10,IND 19,7,38,Dominic Rhodes right end for 1 yard (tackle by Chris Draft),0.150,-0.200
4,13:35,2,9,IND 20,7,38,Dominic Rhodes left end for 4 yards (tackle by Travis Hall),-0.200,-0.420
4,12:47,3,5,IND 24,7,38,Brock Huard pass complete to Marcus Pollard for 9 yards (tackle by Bryan Scott),-0.420,1.140
4,12:02,1,10,IND 33,7,38,Dominic Rhodes up the middle for 25 yards (tackle by Ray Buchanan and Demetrin Veal),1.140,2.790
4,11:10,,,,7,38,Timeout #1 by Indianapolis Colts,0.000,2.790
4,11:10,1,10,ATL 42,7,38,Dominic Rhodes left tackle for 1 yard (tackle by Chris Draft),2.790,2.380
4,10:24,,,,7,38,Timeout #2 by Indianapolis Colts,0.000,2.380
4,10:24,2,9,ATL 41,7,38,Brock Huard sacked by Patrick Kerney for -3 yards,2.380,1.290
4,9:49,3,12,ATL 44,7,38,Brock Huard right end for 9 yards (tackle by Keith Brooking and Chris Draft),1.290,0.990
4,9:49,4,3,ATL 35,7,38,"Penalty on Hunter Smith: Delay of Game, 5 yards (no play)",0.990,0.590
4,8:47,4,8,ATL 40,7,38,Hunter Smith punts 28 yards (tackle by Gary Brackett),0.590,-0.540
4,8:37,1,10,ATL 24,7,38,Justin Griffith up the middle for 9 yards (tackle by David Macklin),0.540,1.210
4,7:59,2,1,ATL 33,7,38,T.J. Duckett up the middle for no gain (tackle by David Thornton and Anthony Floyd),1.210,0.500
4,7:15,3,1,ATL 33,7,38,George Layne right guard for 15 yards (tackle by Donald Strickland),0.500,2.130
4,6:34,1,10,ATL 48,7,38,Doug Johnson pass complete to Peerless Price for 17 yards (tackle by Walt Harris),2.130,3.250
4,5:56,1,10,IND 35,7,38,T.J. Duckett right tackle for 7 yards (tackle by Marcus Washington),3.250,3.650
4,5:12,2,3,IND 28,7,38,Doug Johnson pass incomplete intended for Peerless Price,3.650,2.940
4,5:08,3,3,IND 28,7,38,T.J. Duckett right end for no gain (tackle by Anthony Floyd and Rob Morris),2.940,1.680
4,4:22,4,3,IND 28,7,38,"T.J. Duckett right tackle for 6 yards (tackle by David Thornton). Penalty on Chad Bratzke: Defensive Offside, 5 yards (no play)",1.680,4.040
4,4:16,1,10,IND 23,7,38,Doug Johnson pass complete to Brian Kozlowski for no gain,4.040,3.500
4,3:31,2,10,IND 23,7,38,Doug Johnson pass incomplete intended for Brian Finneran (defended by Walt Harris),3.500,2.810
4,3:25,3,10,IND 23,7,38,Doug Johnson pass complete to Alge Crumpler for 2 yards (tackle by Anthony Floyd),2.810,2.060
4,2:36,4,8,IND 21,7,38,Doug Johnson pass incomplete intended for Brian Finneran (defended by Walt Harris),2.060,-0.340
4,2:30,1,10,IND 21,7,38,Dominic Rhodes up the middle for 4 yards (tackle by Patrick Kerney),0.340,0.340
4,2:00,2,6,IND 25,7,38,Dominic Rhodes right tackle for 4 yards (tackle by Keith Brooking),0.340,0.170
4,1:19,3,2,IND 29,7,38,Dominic Rhodes right tackle for no gain (tackle by Travis Hall),0.170,-1.440
4,0:33,4,2,IND 29,7,38,"Hunter Smith punts 52 yards, returned by Allen Rossum for 25 yards (tackle by David Thornton). Penalty on Kevin Mathis: Illegal Block Above the Waist, 10 yards",-1.440,0.380
4,0:20,1,10,ATL 9,7,38,Doug Johnson kneels for -1 yards,-0.380,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
