Quarter,Time,Down,ToGo,Location,IND,NYJ,Detail,EPB,EPA
2,3:40,1,10,IND 39,6,14,Bilal Powell up the middle for -2 yards (tackle by Jerrell Freeman),2.980,2.170
2,3:06,2,12,IND 41,6,14,Mark Sanchez pass incomplete short left intended for Chaz Schilens,2.170,1.490
2,2:58,3,12,IND 41,6,14,Mark Sanchez pass complete short left to Bilal Powell for 1 yard (tackle by Darius Butler),1.490,0.590
2,2:19,4,11,IND 40,6,14,Tim Tebow pass complete short right to Nick Bellore for 23 yards (tackle by T.Y. Hilton),0.590,4.440
2,2:00,1,10,IND 17,6,14,Shonn Greene left end for 3 yards (tackle by Tom Zbikowski),4.440,4.320
2,1:27,2,7,IND 14,6,14,Mark Sanchez pass complete short middle to Dustin Keller for 6 yards (tackle by Darius Butler and Drake Nevis),4.320,0.000
2,1:09,,,,6,14,Timeout #2 by New York Jets,0.000,4.800
2,1:09,3,1,IND 8,6,14,Tim Tebow up the middle for 3 yards (tackle by Jerrell Freeman),4.800,6.060
2,0:31,1,5,IND 5,6,20,"Mark Sanchez pass complete short middle to Jason Hill for 5 yards, touchdown",6.060,7.000
2,0:31,,,IND 2,6,21,Nick Folk kicks extra point good,0.000,0.000
2,0:27,,,NYJ 35,6,21,"Nick Folk kicks off 62 yards, returned by Cassius Vaughn for 19 yards (tackle by Nick Bellore)",0.000,0.410
2,0:21,1,10,IND 22,6,21,Andrew Luck kneels for -1 yards,0.410,-0.270
Quarter,Time,Down,ToGo,Location,IND,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,6,21,"Pat McAfee kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,NYJ 20,6,21,Shonn Greene up the middle for 4 yards (tackle by Antonio Johnson),0.280,0.270
3,14:21,2,6,NYJ 24,6,21,Mark Sanchez pass incomplete short left intended for Jeff Cumberland (defended by Kavell Conner),0.270,-0.430
3,14:16,3,6,NYJ 24,6,21,Mark Sanchez pass incomplete deep left intended for Chaz Schilens,-0.430,-1.770
3,14:12,4,6,NYJ 24,6,21,"Robert Malone punts 52 yards, fair catch by T.Y. Hilton",-1.770,-0.540
3,14:04,1,10,IND 24,6,21,Vick Ballard left tackle for 1 yard (tackle by Calvin Pace),0.540,0.130
3,13:26,2,9,IND 25,6,21,Andrew Luck pass complete short left to T.Y. Hilton for 16 yards (tackle by Yeremiah Bell),0.130,1.660
3,12:56,1,10,IND 41,6,21,Vick Ballard up the middle for 4 yards (tackle by Muhammad Wilkerson),1.660,1.660
3,12:16,2,6,IND 45,6,21,"Andrew Luck pass incomplete deep right intended for Reggie Wayne. Penalty on Antonio Cromartie: Illegal Contact, 5 yards (no play)",1.660,2.260
3,12:10,1,10,,6,21,Delone Carter up the middle for 5 yards (tackle by Yeremiah Bell and LaRon Landry),2.260,2.390
3,11:31,2,5,NYJ 45,6,21,Vick Ballard up the middle for 2 yards (tackle by Muhammad Wilkerson and Bart Scott),2.390,1.950
3,10:52,3,3,NYJ 43,6,21,"Andrew Luck pass incomplete. Penalty on Andrew Luck: Intentional Grounding, 12 yards",1.950,-0.390
3,10:52,4,15,IND 45,6,21,"Pat McAfee punts 55 yards, touchback",-0.390,-0.280
3,10:37,1,10,NYJ 20,6,21,Shonn Greene up the middle for 3 yards (tackle by Antonio Johnson),0.280,0.140
3,10:03,2,7,NYJ 23,6,21,Shonn Greene up the middle for 5 yards (tackle by Jerrell Freeman and Ricardo Mathews),0.140,0.100
3,9:24,3,2,NYJ 28,6,21,Mark Sanchez pass incomplete short right intended for Jeremy Kerley,0.100,-1.500
3,9:24,4,2,NYJ 28,6,21,"Robert Malone punts 49 yards, fair catch by T.Y. Hilton",-1.500,-0.480
3,9:10,1,10,IND 23,6,21,Andrew Luck pass incomplete deep left intended for Donnie Avery (defended by LaRon Landry),0.480,-0.070
3,9:02,2,10,IND 23,6,21,Andrew Luck pass incomplete short right intended for Dwayne Allen,-0.070,-0.760
3,8:58,3,10,IND 23,6,21,Andrew Luck pass complete deep right to Donnie Avery for 16 yards (tackle by Yeremiah Bell),-0.760,1.530
3,8:19,1,10,IND 39,6,21,Vick Ballard up the middle for 5 yards (tackle by LaRon Landry and Bart Scott),1.530,1.660
3,7:34,2,5,IND 44,6,21,"Andrew Luck sacked by Quinton Coples for -14 yards. Penalty on Quinton Coples: Face Mask (15 Yards), 15 yards",1.660,1.930
3,7:34,1,10,IND 45,6,21,Delone Carter up the middle for 3 yards (tackle by Mike DeVito and LaRon Landry),1.930,1.790
3,6:30,2,7,IND 48,6,21,Delone Carter up the middle for 4 yards (tackle by Daniel Muir),1.790,1.620
3,6:30,3,3,NYJ 48,6,21,Andrew Luck pass incomplete deep left intended for Donnie Avery,1.620,0.070
3,6:30,4,3,NYJ 48,6,21,"Pat McAfee punts 39 yards, fair catch by Jeremy Kerley",0.070,0.380
3,5:30,1,10,NYJ 9,6,21,Bilal Powell up the middle for 8 yards (tackle by Jerrell Freeman and Jerry Hughes),-0.380,-0.020
3,4:52,2,2,NYJ 17,6,21,Bilal Powell up the middle for 4 yards (tackle by Jerrell Freeman),-0.020,0.340
3,4:12,1,10,NYJ 21,6,21,Joe McKnight right tackle for 3 yards (tackle by Antonio Johnson),0.340,0.210
3,3:31,2,7,NYJ 24,6,21,Mark Sanchez pass complete short middle to Stephen Hill for 9 yards (tackle by Jerrell Freeman),0.210,0.000
3,2:44,,,,6,21,Timeout #1 by New York Jets,0.000,1.140
3,2:44,1,10,NYJ 33,6,21,Joe McKnight up the middle for 61 yards (tackle by Tom Zbikowski),1.140,5.830
3,2:24,1,6,IND 6,6,21,Shonn Greene up the middle for 2 yards (tackle by Antonio Dixon),5.830,5.340
3,1:40,2,4,IND 4,6,27,"Shonn Greene right tackle for 4 yards, touchdown",5.340,7.000
3,1:40,,,IND 2,6,28,Nick Folk kicks extra point good,0.000,0.000
3,1:36,,,NYJ 35,6,28,"Nick Folk kicks off 61 yards, returned by LaVon Brazill for 20 yards (tackle by Ellis Lankster)",0.000,0.540
3,1:32,1,10,IND 24,6,28,Andrew Luck pass complete short left to Donnie Avery for 9 yards (tackle by Yeremiah Bell),0.540,1.210
3,1:01,2,1,IND 33,6,28,Andrew Luck pass complete short right to Reggie Wayne for 12 yards (tackle by Antonio Cromartie),1.210,1.930
3,0:41,1,10,IND 45,6,28,Andrew Luck pass complete short middle to Coby Fleener for 12 yards (tackle by LaRon Landry),1.930,2.720
3,0:13,1,10,NYJ 43,6,28,Andrew Luck pass incomplete short left intended for Coby Fleener (defended by Ellis Lankster),2.720,2.180
3,0:09,2,10,NYJ 43,6,28,Andrew Luck pass complete short right to LaVon Brazill for 14 yards (tackle by Yeremiah Bell),2.180,3.640
Quarter,Time,Down,ToGo,Location,IND,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NYJ 29,6,28,Andrew Luck pass incomplete short right intended for Vick Ballard,3.640,3.100
4,14:54,2,10,NYJ 29,6,28,Andrew Luck pass incomplete deep left intended for Reggie Wayne,3.100,2.410
4,14:48,3,10,NYJ 29,6,28,Andrew Luck pass incomplete short right intended for Donnie Avery,2.410,1.500
4,14:45,4,10,NYJ 29,9,28,Adam Vinatieri 47 yard field goal good,1.500,3.000
4,14:40,,,IND 35,9,28,"Pat McAfee kicks off 65 yards, returned by Antonio Cromartie for 20 yards (tackle by Mario Harvey)",0.000,0.280
4,14:40,1,10,NYJ 20,9,28,Shonn Greene up the middle for no gain (tackle by Kavell Conner),0.280,-0.270
4,13:56,2,10,NYJ 20,9,28,Mark Sanchez pass complete short middle to Jeremy Kerley for 11 yards (tackle by Josh Gordy),-0.270,1.000
4,13:15,1,10,NYJ 31,9,28,Shonn Greene up the middle for 6 yards (tackle by Dwight Freeney and Antoine Bethea),1.000,1.270
4,12:38,2,4,NYJ 37,9,28,Shonn Greene up the middle for 1 yard (tackle by Drake Nevis and Antoine Bethea),1.270,0.700
4,11:56,3,3,NYJ 38,9,28,Shonn Greene up the middle for 4 yards (tackle by Jerrell Freeman and Moise Fokou),0.700,1.730
4,11:15,1,10,NYJ 42,9,28,Shonn Greene up the middle for 7 yards (tackle by Clifton Geathers),1.730,2.130
4,10:35,2,3,NYJ 49,9,28,Shonn Greene up the middle for no gain (tackle by Kavell Conner and Antonio Dixon),2.130,1.420
4,9:53,3,3,NYJ 49,9,28,Mark Sanchez sacked by Jerry Hughes for -6 yards,1.420,-0.520
4,9:28,4,9,NYJ 43,9,28,"Robert Malone punts 57 yards, touchback",-0.520,-0.280
4,9:20,1,10,IND 20,9,28,Andrew Luck pass incomplete short left intended for Donnie Avery,0.280,-0.270
4,9:16,2,10,IND 20,9,28,Mewelde Moore left tackle for -3 yards (tackle by Quinton Coples),-0.270,-1.510
4,8:35,3,13,IND 17,9,28,"Andrew Luck pass incomplete deep middle intended for Reggie Wayne. Penalty on Antonio Cromartie: Defensive Pass Interference, 20 yards (no play)",-1.510,1.400
4,8:27,1,10,IND 37,9,28,Andrew Luck pass incomplete short left intended for Reggie Wayne,1.400,0.860
4,8:23,2,10,IND 37,9,28,Andrew Luck pass complete short middle to Coby Fleener for 12 yards (tackle by Yeremiah Bell),0.860,2.190
4,7:58,1,10,IND 49,9,28,Andrew Luck pass incomplete short left intended for Reggie Wayne,2.190,1.650
4,7:54,2,10,IND 49,9,28,Andrew Luck pass incomplete short right intended for Donnie Avery,1.650,0.960
,,,,,,,"NYJ challenged the pass completion ruling, and the original play was overturned.",,
4,7:50,3,10,IND 49,9,28,Andrew Luck pass complete short right to Reggie Wayne for 13 yards (tackle by Antonio Cromartie),0.960,3.050
4,7:24,1,10,NYJ 38,9,28,Andrew Luck pass complete deep middle to Reggie Wayne for 26 yards (tackle by LaRon Landry),3.050,4.780
4,6:47,1,10,NYJ 12,9,28,Andrew Luck pass incomplete deep left intended for Donnie Avery is intercepted by Ellis Lankster at NYJ--6,4.780,-0.280
4,6:39,1,10,NYJ 20,9,28,Shonn Greene left end for 16 yards (tackle by Jerrell Freeman),0.280,1.330
4,5:57,1,10,NYJ 36,9,28,Shonn Greene left end for 2 yards (tackle by Jerry Hughes),1.330,1.060
4,5:20,2,8,NYJ 38,9,28,Shonn Greene right tackle for 3 yards (tackle by Antonio Johnson),1.060,0.760
4,4:37,3,5,NYJ 41,9,28,Tim Tebow right tackle for no gain (tackle by Antoine Bethea and Moise Fokou),0.760,0.000
4,4:31,,,,9,28,Timeout #1 by Indianapolis Colts,0.000,-0.650
4,4:31,4,5,NYJ 41,9,28,"Robert Malone punts 52 yards, fair catch by T.Y. Hilton",-0.650,0.380
4,4:23,1,10,IND 7,9,28,Andrew Luck pass complete short left to T.Y. Hilton for 7 yards (tackle by Yeremiah Bell),-0.380,-0.250
4,3:52,2,3,IND 14,9,28,"Andrew Luck sacked by Muhammad Wilkerson for -7 yards. Andrew Luck fumbles (forced by Muhammad Wilkerson), recovered by David Harris at IND-14 (tackle by Mike McGlynn)",-0.250,-4.650
4,3:52,1,10,IND 14,9,28,Shonn Greene left tackle for 4 yards (tackle by Jerrell Freeman and Antoine Bethea),4.650,4.710
4,3:09,2,6,IND 10,9,28,Shonn Greene right end for 6 yards (tackle by Tom Zbikowski),4.710,6.280
4,2:23,1,4,IND 4,9,28,Shonn Greene up the middle for 1 yard (tackle by Justin Hickman),6.280,5.530
4,2:00,2,3,IND 3,9,28,Tim Tebow up the middle for 1 yard (tackle by Kavell Conner and Justin Hickman),5.530,4.950
4,1:18,3,2,IND 2,9,34,"Shonn Greene up the middle for 2 yards, touchdown",4.950,7.000
4,1:18,,,IND 2,9,35,Nick Folk kicks extra point good,0.000,0.000
4,,,,NYJ 35,,,"Nick Folk kicks off 62 yards, returned by LaVon Brazill for 15 yards (tackle by Isaiah Trufant)",,
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
4,1:05,1,10,IND 18,9,35,Andrew Luck pass complete short right to Vick Ballard for 9 yards (tackle by Antonio Cromartie),0.040,0.820
4,0:57,2,1,IND 27,9,35,Andrew Luck pass complete short right to Vick Ballard for 8 yards (tackle by Demario Davis),0.820,1.270
4,0:49,1,10,IND 35,9,35,Andrew Luck pass incomplete short right intended for Donnie Avery,1.270,0.720
4,0:46,2,10,IND 35,9,35,Andrew Luck sacked by Quinton Coples and Aaron Maybin for -7 yards,0.720,-0.890
4,0:12,3,17,IND 28,9,35,"Andrew Luck pass complete deep right to Reggie Wayne for 29 yards (tackle by Kyle Wilson). Reggie Wayne fumbles (forced by Kyle Wilson), recovered by Demario Davis at NYJ-35 (tackle by Donnie Avery)",-0.890,-1.000
4,0:02,1,10,NYJ 31,9,35,Mark Sanchez kneels for -1 yards,1.000,0.320
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
