Quarter,Time,Down,ToGo,Location,ARI,ATL,Detail,EPB,EPA
2,15:00,2,10,ARI 20,0,3,Josh McCown pass incomplete intended for Bryant Johnson (defended by Aaron Beasley),-0.270,-0.960
2,14:57,3,10,ARI 20,0,3,Josh McCown pass complete to Larry Fitzgerald for 9 yards (tackle by Kevin Mathis),-0.960,-1.440
2,14:16,4,1,ARI 29,0,3,Scott Player punts 40 yards,-1.440,-2.980
,,,,,,,"ARI challenged the ruling, and the original play was overturned.",,
2,14:05,1,10,ARI 39,0,3,Michael Vick pass complete to Justin Griffith for 17 yards (tackle by David Macklin),2.980,4.110
2,13:25,1,10,ARI 22,0,3,Michael Vick pass complete to Peerless Price for 11 yards (tackle by Duane Starks),4.110,4.840
2,12:59,1,10,ARI 11,0,3,"Michael Vick pass incomplete intended for Dez White. Penalty on Karlos Dansby: Illegal Contact, 5 yards (no play)",4.840,5.830
2,12:54,1,6,ARI 6,0,3,Warrick Dunn left tackle for 1 yard (tackle by Bertrand Berry),5.830,5.150
2,12:19,2,5,ARI 5,0,3,Michael Vick pass incomplete intended for Alge Crumpler (defended by Adrian Wilson),5.150,4.260
2,12:14,3,5,ARI 5,0,3,"Michael Vick pass incomplete intended for Alge Crumpler. Penalty on Michael Jenkins: Offensive Pass Interference (Declined), Penalty on ATL: Illegal Shift (Declined)",4.260,3.010
2,12:04,4,5,ARI 5,0,6,Jay Feely 23 yard field goal good,3.010,3.000
2,,,,ATL 30,0,6,"Jay Feely kicks off 72 yards, returned by Josh Scobey for 24 yards (tackle by Aaron Beasley). Penalty on Kevin McCadam: Offside on Free Kick (Offsetting), Penalty on Michael Stone: Offensive Holding (Offsetting) (no play)",0.000,0.000
2,,,,ATL 30,0,6,"Jay Feely kicks off 65 yards, returned by Josh Scobey for 19 yards (tackle by Karon Riley)",0.000,0.540
2,11:50,1,10,ARI 24,0,6,Emmitt Smith up the middle for 2 yards (tackle by Patrick Kerney),0.540,0.270
2,11:13,2,8,ARI 26,0,6,Josh McCown pass complete to Bryant Johnson for 6 yards (tackle by Kevin Mathis),0.270,0.370
2,10:30,3,2,ARI 32,0,6,Josh McCown right tackle for 1 yard (tackle by Demorrio Williams),0.370,-1.180
,,,,,,,"ATL challenged the ruling, and the original play was overturned.",,
2,10:07,4,1,ARI 33,0,6,Scott Player punts 45 yards,-1.180,-0.410
2,9:56,1,10,ATL 22,0,6,Warrick Dunn up the middle for 3 yards (tackle by Bertrand Berry),0.410,0.270
2,9:23,2,7,ATL 25,0,6,Michael Vick left tackle for 5 yards (tackle by Darnell Dockett),0.270,0.230
2,8:42,3,2,ATL 30,0,6,Michael Vick up the middle for 1 yard (tackle by Darnell Dockett),0.230,-1.310
2,8:03,4,1,ATL 31,0,6,"Chris Mohr punts 42 yards, returned by Karl Williams for 7 yards (tackle by Artie Ulmer). Penalty on Michael Stone: Illegal Block Above the Waist, 10 yards",-1.310,-0.150
2,7:52,1,10,ARI 19,0,6,"Penalty on Travis Hall: Defensive Offside, 5 yards (no play)",0.150,0.940
2,7:45,1,5,ARI 24,0,6,"Josh McCown pass complete to Freddie Jones for 6 yards. Penalty on Alex Stepanovich: Ineligible Downfield Pass, 5 yards (no play)",0.940,0.150
2,7:30,1,10,ARI 19,0,6,Emmitt Smith for 11 yards (tackle by Bryan Scott),0.150,0.940
2,6:44,1,10,ARI 30,0,6,Josh McCown sacked by Patrick Kerney for -7 yards,0.940,-0.550
2,5:58,2,17,ARI 23,0,6,Josh McCown pass complete to Karl Williams for 12 yards (tackle by Jason Webster),-0.550,0.370
2,5:31,3,5,ARI 35,0,6,Josh McCown pass complete to Larry Fitzgerald for 6 yards (tackle by Allen Rossum),0.370,1.660
2,4:53,1,10,ARI 41,0,6,Emmitt Smith right end for no gain (tackle by Chris Draft),1.660,1.120
2,4:17,2,10,ARI 41,0,6,Josh McCown pass complete to Lorenzo Diamond for 5 yards (tackle by Keith Brooking),1.120,1.090
2,3:33,3,5,ARI 46,0,6,Josh McCown sacked by Roderick Coleman for -8 yards,1.090,-0.850
2,3:20,4,13,ARI 38,0,6,"Scott Player punts 39 yards, returned by Allen Rossum for no gain. Allen Rossum fumbles, recovered by Allen Rossum at ATL-21",-0.850,-0.340
2,3:10,1,10,ATL 21,0,6,Warrick Dunn right tackle for 3 yards (tackle by Darnell Dockett),0.340,0.210
2,2:34,2,7,ATL 24,0,6,"Michael Vick pass incomplete intended for Dez White. Penalty on Ifeanyi Ohalete: Defensive Pass Interference, 16 yards (no play)",0.210,1.600
2,2:27,1,10,ATL 40,0,6,Peerless Price right end for 9 yards (tackle by Duane Starks),1.600,2.270
2,2:07,2,1,ATL 49,0,6,Michael Vick pass incomplete intended for Peerless Price,2.270,1.550
2,1:59,3,1,ATL 49,0,6,Michael Vick pass incomplete intended for Peerless Price (defended by Peppi Zellner),1.550,-0.130
2,1:55,4,1,ATL 49,0,6,"Chris Mohr punts 51 yards, touchback",-0.130,-0.280
2,1:46,1,10,ARI 20,0,6,Josh McCown pass complete to Bryant Johnson for 5 yards (tackle by Allen Rossum),0.280,0.410
2,1:37,,,,0,6,Timeout #1 by Atlanta Falcons,0.000,0.410
2,1:37,2,5,ARI 25,0,6,"Josh McCown sacked by Roderick Coleman for -7 yards. Josh McCown fumbles (forced by Roderick Coleman), recovered by Roderick Coleman at ARI-13",0.410,-4.710
2,1:30,1,10,ARI 13,0,6,Michael Vick sacked by Bertrand Berry for -1 yards,4.710,3.900
2,0:53,2,11,ARI 14,0,6,"Michael Vick left end for 1 yard (tackle by Ronald McKinnon). Penalty on Ifeanyi Ohalete: Defensive Holding, 5 yards",3.900,5.370
2,0:42,1,8,ARI 8,0,6,"Michael Vick sacked by Duane Starks for 0 yards. Michael Vick fumbles (forced by Duane Starks), recovered by Karlos Dansby at ARI-4",5.370,0.380
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,0:27,1,10,ARI 4,0,6,Josh McCown kneels for no gain,-0.380,-0.780
2,0:22,,,,0,6,Timeout #2 by Atlanta Falcons,0.000,-0.780
2,0:22,2,10,ARI 4,0,6,Josh McCown kneels for -3 yards,-0.780,-1.770
2,0:13,,,,0,6,Timeout #3 by Atlanta Falcons,0.000,-1.770
2,0:13,3,13,ARI 1,0,6,Josh McCown up the middle for 1 yard,-1.770,-2.490
Quarter,Time,Down,ToGo,Location,ARI,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 30,0,6,"Neil Rackers kicks off 69 yards, returned by Allen Rossum for 24 yards (tackle by Neil Rackers)",0.000,0.610
3,14:53,1,10,ATL 25,0,6,Warrick Dunn right end for 1 yard (tackle by Darnell Dockett),0.610,0.200
3,14:19,2,9,ATL 26,0,6,Michael Vick sacked by Karlos Dansby for -5 yards,0.200,-1.150
3,13:45,3,14,ATL 21,0,6,Michael Vick pass incomplete intended for Dez White (defended by Ifeanyi Ohalete),-1.150,-1.960
3,13:39,4,14,ATL 21,0,6,"Chris Mohr punts 51 yards, returned by Karl Williams for 3 yards (tackle by Eric Johnson)",-1.960,-1.000
3,13:28,1,10,ARI 31,0,6,"Emmitt Smith right tackle for 3 yards (tackle by Chris Draft). Penalty on Patrick Kerney: Defensive Offside, 5 yards (no play)",1.000,1.730
3,13:23,1,5,ARI 36,0,6,Emmitt Smith for -3 yards (tackle by Matt Stewart and Chris Draft),1.730,0.730
3,12:11,2,8,ARI 33,0,6,Josh McCown pass complete to Bryant Johnson for 19 yards (tackle by Cory Hall),0.730,2.390
3,11:50,1,10,ATL 48,0,6,Emmitt Smith left tackle for 1 yard (tackle by Ed Jasper),2.390,1.980
3,11:08,2,9,ATL 47,0,6,Josh McCown pass complete to Karl Williams for 33 yards (tackle by Jason Webster),1.980,4.650
3,10:28,1,10,ATL 14,0,6,Emmitt Smith up the middle for 5 yards (tackle by Patrick Kerney),4.650,4.900
3,9:45,2,5,ATL 9,0,6,Emmitt Smith right tackle for 1 yard (tackle by Travis Hall),4.900,4.280
3,9:00,3,4,ATL 8,0,6,"Josh McCown for -1 yards (tackle by Roderick Coleman). Josh McCown fumbles (forced by Roderick Coleman), recovered by Ed Jasper at ATL-9",4.280,0.380
3,8:54,1,10,ATL 9,0,6,Warrick Dunn up the middle for -1 yards (tackle by Bertrand Berry),-0.380,-0.850
3,8:20,2,11,ATL 8,0,6,Warrick Dunn right tackle for 6 yards (tackle by Ronald McKinnon),-0.850,-0.840
3,7:44,3,5,ATL 14,0,6,Michael Vick pass complete to Dez White for 20 yards (tackle by Ifeanyi Ohalete),-0.840,1.200
3,7:13,1,10,ATL 34,0,6,Michael Vick pass complete to Peerless Price for 5 yards,1.200,1.330
3,6:44,2,5,ATL 39,0,6,"Michael Vick pass complete to Warrick Dunn for 14 yards (tackle by Adrian Wilson). Penalty on Ronald McKinnon: Face Mask (15 Yards), 15 yards",1.330,3.450
3,6:21,1,10,ARI 32,0,6,Warrick Dunn right end for 4 yards (tackle by Darnell Dockett),3.450,3.440
3,5:44,2,6,ARI 28,0,6,Michael Vick pass incomplete intended for Peerless Price,3.440,2.740
3,5:39,3,6,ARI 28,0,6,Michael Vick pass complete to Justin Griffith for 7 yards (tackle by Adrian Wilson),2.740,4.170
3,4:57,1,10,ARI 21,0,6,Warrick Dunn up the middle for 1 yard (tackle by Darnell Dockett),4.170,3.760
3,4:21,2,9,ARI 20,0,6,"Michael Vick sacked by Calvin Pace for -7 yards. Michael Vick fumbles (forced by Calvin Pace), recovered by Peppi Zellner at ARI-26. Penalty on Todd Weiner: Offensive Holding (Declined)",3.760,-0.670
3,4:13,1,10,ARI 26,0,6,Emmitt Smith right tackle for 4 yards (tackle by Chris Draft),0.670,0.670
3,3:33,2,6,ARI 30,0,6,Emmitt Smith up the middle for 5 yards (tackle by Keith Brooking),0.670,0.630
3,2:48,,,,0,6,Timeout #1 by Atlanta Falcons,0.000,0.630
3,2:48,3,1,ARI 35,0,6,Troy Hambrick up the middle for 3 yards (tackle by Chris Draft),0.630,1.470
3,2:11,1,10,ARI 38,0,6,Josh McCown sacked by Patrick Kerney for -14 yards,1.470,-0.970
3,1:40,2,24,ARI 24,0,6,Josh McCown pass complete to Nate Poole for 19 yards (tackle by Jason Webster),-0.970,0.890
3,0:58,3,5,ARI 43,0,6,Josh McCown pass complete to Karl Williams for 7 yards. Penalty on Allen Rossum: Defensive Pass Interference (Declined),0.890,2.260
3,0:33,1,10,ATL 50,0,6,Emmitt Smith up the middle for -2 yards (tackle by Chad Lavalais),2.260,1.440
Quarter,Time,Down,ToGo,Location,ARI,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,12,ARI 48,0,6,Josh McCown pass complete to Emmitt Smith for 7 yards (tackle by Antwan Lake),1.440,1.690
4,14:19,3,5,ATL 45,0,6,Josh McCown pass complete to Bryant Johnson for 11 yards (tackle by Brady Smith),1.690,3.310
4,13:47,1,10,ATL 34,0,6,Josh McCown pass complete to Nate Poole for 5 yards (tackle by Kevin Mathis),3.310,3.450
4,13:06,2,5,ATL 29,0,6,Josh McCown pass incomplete intended for Freddie Jones,3.450,2.740
4,12:59,3,5,ATL 29,0,6,Josh McCown pass complete to Karl Williams for 23 yards (tackle by Bryan Scott),2.740,5.830
4,12:39,1,6,ATL 6,0,6,Josh McCown pass incomplete intended for Larry Fitzgerald (defended by Kevin Mathis),5.830,4.950
4,12:33,2,6,ATL 6,0,6,"Josh McCown sacked by Brady Smith for -13 yards. Josh McCown fumbles (forced by Brady Smith), recovered by Travis Hall at ATL-18",4.950,-0.040
4,12:28,1,10,ATL 18,0,6,"Warrick Dunn for -3 yards. Warrick Dunn fumbles, recovered by Warrick Dunn at ATL-15",0.040,-0.930
4,11:44,2,13,ATL 15,0,6,Michael Vick pass incomplete is intercepted by Adrian Wilson at ATL-29 and returned for 11 yards (tackle by Warrick Dunn). Penalty on Todd Weiner: Offensive Holding (Declined),-0.930,-4.370
4,11:35,1,10,ATL 18,0,6,Emmitt Smith up the middle for 3 yards (tackle by Keith Brooking),4.370,4.250
4,10:54,2,7,ATL 15,0,6,Shaun King pass complete to Emmitt Smith for 4 yards (tackle by Keith Brooking),4.250,4.260
4,10:13,,,,0,6,Timeout #1 by Arizona Cardinals,0.000,4.260
4,10:13,3,3,ATL 11,0,6,Emmitt Smith up the middle for -1 yards (tackle by Patrick Kerney),4.260,2.710
4,9:29,4,4,ATL 12,3,6,Neil Rackers 30 yard field goal good,2.710,3.000
4,,,,ARI 30,3,6,"Neil Rackers kicks off 71 yards, returned by Allen Rossum for 38 yards (tackle by David Macklin)",0.000,1.400
4,9:17,1,10,ATL 37,3,6,Michael Vick pass complete to Justin Griffith for 1 yard (tackle by Duane Starks),1.400,0.990
4,8:41,2,9,ATL 38,3,6,Warrick Dunn up the middle for 6 yards (tackle by David Macklin),0.990,1.090
4,8:00,3,3,ATL 44,3,6,Michael Vick pass incomplete intended for Michael Jenkins,1.090,-0.460
4,7:55,4,3,ATL 44,3,6,"Chris Mohr punts 48 yards, returned by Karl Williams for 1 yard (tackle by Jimmy Farris)",-0.460,0.380
4,7:46,1,10,ARI 9,3,6,Shaun King pass complete to Josh Scobey for 7 yards (tackle by Keith Brooking),-0.380,-0.160
4,7:05,2,3,ARI 16,3,6,Shaun King pass complete to Karl Williams for 6 yards (tackle by Cory Hall),-0.160,0.410
4,6:44,1,10,ARI 22,3,6,Emmitt Smith left tackle for 8 yards (tackle by Keith Brooking),0.410,0.950
4,5:58,2,2,ARI 30,3,6,Shaun King pass complete to Larry Fitzgerald for 16 yards (tackle by Chris Draft),0.950,1.990
4,5:19,1,10,ARI 46,3,6,Shaun King pass complete to Freddie Jones for 7 yards (tackle by Chris Draft),1.990,2.400
4,4:40,2,3,ATL 47,3,6,Shaun King pass incomplete intended for Bryant Johnson,2.400,1.690
4,4:36,3,3,ATL 47,3,6,Shaun King sacked by Patrick Kerney for -6 yards,1.690,-0.260
4,4:19,4,9,ARI 47,3,6,Scott Player punts 50 yards,-0.260,0.380
4,4:11,1,10,ATL 3,3,6,Warrick Dunn up the middle for 3 yards (tackle by Duane Starks),-0.380,-0.560
4,3:27,2,7,ATL 6,3,6,"Warrick Dunn up the middle for 11 yards (tackle by Darnell Dockett). Warrick Dunn fumbles (forced by Darnell Dockett), recovered by Duane Starks at ATL-21 and returned for 2 yards (tackle by Kevin Shaffer)",-0.560,-4.310
,,,,,,,"ATL challenged the ruling, and the play was upheld.",,
4,3:19,1,10,ATL 19,3,6,Emmitt Smith left tackle for 6 yards (tackle by Keith Brooking),4.310,4.720
4,2:36,2,4,ATL 13,3,6,"Karl Williams left end for 3 yards (tackle by Chris Draft). Karl Williams fumbles (forced by Chris Draft), recovered by Bryan Scott at ATL-10 and returned for 1 yards (tackle by Freddie Jones)",4.720,0.370
4,2:26,1,10,ATL 11,3,6,Warrick Dunn left tackle for 3 yards (tackle by Ifeanyi Ohalete and Adrian Wilson),-0.370,-0.530
4,2:18,,,,3,6,Timeout #2 by Arizona Cardinals,0.000,-0.530
4,2:16,2,7,ATL 14,3,6,Michael Vick left end for 58 yards (tackle by Karlos Dansby),-0.530,3.710
4,2:03,1,10,ARI 28,3,6,Warrick Dunn up the middle for -3 yards (tackle by Darnell Dockett),3.710,2.760
4,1:57,2,13,ARI 31,3,6,Warrick Dunn left end for 11 yards (tackle by Ifeanyi Ohalete),2.760,3.530
4,1:50,,,,3,6,Timeout #3 by Arizona Cardinals,0.000,3.530
4,1:50,3,2,ARI 20,3,6,Warrick Dunn right end for 1 yard (tackle by Ifeanyi Ohalete),3.530,2.340
4,1:13,,,,3,6,Timeout #3 by Atlanta Falcons,0.000,2.340
4,1:13,4,1,ARI 19,3,6,Michael Vick up the middle for 2 yards (tackle by Russell Davis),2.340,4.440
4,0:40,1,10,ARI 17,3,6,"Michael Vick kneels for -1 yards. Penalty on Alge Crumpler: Unnecessary Roughness (Offsetting), Penalty on David Macklin: Unnecessary Roughness (Offsetting)",4.440,3.720
4,0:34,2,11,ARI 18,3,6,Michael Vick kneels for -1 yards,3.720,2.910
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
