Quarter,Time,Down,ToGo,Location,JAX,SDG,Detail,EPB,EPA
2,5:56,1,10,SDG 50,0,21,Byron Leftwich pass complete to Todd Yoder for 10 yards (tackle by Terrence Kiel),2.260,2.920
2,5:15,1,10,SDG 40,0,21,"Byron Leftwich pass complete to Todd Yoder for 4 yards (tackle by Steve Foley). Penalty on Jamal Williams: Unnecessary Roughness, 15 yards",2.920,4.170
2,4:53,1,10,SDG 21,0,21,Byron Leftwich pass incomplete intended for Marc Edwards,4.170,3.630
2,4:49,2,10,SDG 21,0,21,Byron Leftwich pass complete to Troy Edwards for 10 yards (tackle by Quentin Jammer),3.630,4.840
2,4:09,1,10,SDG 11,0,21,Fred Taylor up the middle for 4 yards (tackle by Terrence Kiel and Jason Fisk),4.840,4.890
2,3:28,2,6,SDG 7,0,21,Fred Taylor left tackle for 5 yards (tackle by Donnie Edwards and Jacques Cesaire),4.890,5.120
2,2:42,3,1,SDG 2,0,21,Chris Fuamatu-Ma'afala up the middle for no gain (tackle by Randall Godfrey and Ben Leber),5.120,3.250
2,2:00,4,1,SDG 2,0,21,Chris Fuamatu-Ma'afala up the middle for 1 yard (tackle by Donnie Edwards and Randall Godfrey),3.250,6.970
2,1:37,1,1,SDG 1,6,21,"Chris Fuamatu-Ma'afala up the middle for 1 yard, touchdown",6.970,7.000
2,,,,SDG 2,7,21,Josh Scobee kicks extra point good,0.000,0.000
2,,,,JAX 30,7,21,"Josh Scobee kicks off 66 yards, returned by Tim Dwight for 25 yards (tackle by Tony Gilbert)",0.000,0.870
2,1:27,1,10,SDG 29,7,21,LaDainian Tomlinson up the middle for 2 yards (tackle by Greg Favors),0.870,0.600
2,1:19,,,,7,21,Timeout #1 by Jacksonville Jaguars,0.000,0.600
2,1:19,2,8,SDG 31,7,21,LaDainian Tomlinson up the middle for 1 yard (tackle by Daryl Smith),0.600,0.040
2,1:15,,,,7,21,Timeout #2 by Jacksonville Jaguars,0.000,0.040
2,1:13,3,7,SDG 32,7,21,LaDainian Tomlinson up the middle for 4 yards (tackle by John Henderson and Mike Peterson),0.040,-0.980
2,1:10,,,,7,21,Timeout #3 by Jacksonville Jaguars,0.000,-0.980
2,1:09,4,3,SDG 36,7,21,"Mike Scifres punts 48 yards, fair catch by Jermaine Lewis",-0.980,0.140
2,1:02,1,10,JAX 16,7,21,Byron Leftwich pass complete to Jimmy Smith for 6 yards (tackle by Drayton Florence),-0.140,0.280
2,0:44,2,4,JAX 22,7,21,Byron Leftwich pass complete to LaBrandon Toefield for 6 yards (tackle by Donnie Edwards),0.280,0.810
2,0:24,1,10,JAX 28,7,21,Byron Leftwich pass incomplete intended for Reggie Williams,0.810,0.260
2,0:22,2,10,JAX 28,7,21,Byron Leftwich pass complete to LaBrandon Toefield for 10 yards (tackle by Terrence Kiel),0.260,1.470
2,0:06,1,10,JAX 38,7,21,"Byron Leftwich spiked the ball. Penalty on Reggie Williams: Illegal Formation, 5 yards (no play)",1.470,1.140
2,0:06,1,15,JAX 33,7,21,Byron Leftwich pass complete to Reggie Williams for 10 yards (tackle by Terrence Kiel),1.140,1.600
Quarter,Time,Down,ToGo,Location,JAX,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 30,7,21,"Nate Kaeding kicks off 58 yards, returned by Jermaine Lewis for 18 yards (tackle by Stephen Cooper)",0.000,0.940
3,14:55,1,10,JAX 30,7,21,Byron Leftwich pass incomplete intended for Fred Taylor (defended by Jamal Williams),0.940,0.390
3,14:50,2,10,JAX 30,7,21,Fred Taylor up the middle for 18 yards (tackle by Igor Olshansky),0.390,2.130
3,14:09,1,10,JAX 48,7,21,Byron Leftwich pass incomplete intended for Brian Jones,2.130,1.580
3,14:04,2,10,JAX 48,7,21,Byron Leftwich pass incomplete intended for Greg Jones,1.580,0.890
3,14:00,3,10,JAX 48,7,21,Byron Leftwich pass incomplete intended for Reggie Williams,0.890,-0.190
3,13:55,4,10,JAX 48,7,21,Chris Hanson punts 28 yards,-0.190,-0.540
3,13:46,1,10,SDG 24,7,21,Drew Brees pass complete to Antonio Gates for 4 yards (tackle by Akin Ayodele),0.540,0.540
3,13:09,2,6,SDG 28,7,21,LaDainian Tomlinson right end for 22 yards (tackle by Rashean Mathis),0.540,2.260
3,12:24,1,10,SDG 50,7,21,Jesse Chatman left tackle for 5 yards (tackle by John Henderson and Dewayne Washington),2.260,2.390
3,11:43,2,5,JAX 45,7,21,Jesse Chatman left tackle for 3 yards (tackle by Mike Peterson),2.390,2.080
3,10:58,3,2,JAX 42,7,21,Drew Brees up the middle for 2 yards (tackle by Mike Peterson and Akin Ayodele),2.080,2.920
3,10:19,1,10,JAX 40,7,21,Drew Brees pass incomplete intended for LaDainian Tomlinson,2.920,2.370
3,10:14,2,10,JAX 40,7,21,LaDainian Tomlinson up the middle for 7 yards (tackle by Deon Grant),2.370,2.610
3,9:33,3,3,JAX 33,7,21,Drew Brees pass complete to Antonio Gates for 29 yards (tackle by Donovin Darius),2.610,6.280
3,8:57,,,,7,21,Timeout #1 by Jacksonville Jaguars,0.000,6.280
3,8:57,1,4,JAX 4,7,21,LaDainian Tomlinson right tackle for -1 yards (tackle by Bobby McCray and Mike Peterson),6.280,5.150
3,8:21,2,5,JAX 5,7,21,LaDainian Tomlinson left tackle for 3 yards (tackle by Akin Ayodele),5.150,4.950
3,7:39,3,2,JAX 2,7,21,LaDainian Tomlinson sacked by Bobby McCray for -1 yards,4.950,3.040
3,7:19,4,3,JAX 3,7,24,Nate Kaeding 21 yard field goal good,3.040,3.000
3,,,,SDG 30,7,24,"Nate Kaeding kicks off 69 yards, returned by Jermaine Lewis for 22 yards (tackle by Jamar Fletcher)",0.000,0.480
3,7:10,1,10,JAX 23,7,24,Byron Leftwich sacked by Jamal Williams for -3 yards,0.480,-0.470
3,6:37,2,13,JAX 20,7,24,Byron Leftwich up the middle for 7 yards (tackle by Randall Godfrey),-0.470,-0.230
3,5:54,3,6,JAX 27,7,24,Byron Leftwich up the middle for 1 yard (tackle by Jacques Cesaire and Dave Ball),-0.230,-1.500
3,5:14,4,5,JAX 28,7,24,"Chris Hanson punts 41 yards, fair catch by Tim Dwight",-1.500,-1.000
3,5:06,1,10,SDG 31,7,24,Drew Brees pass complete to Reche Caldwell for 8 yards (tackle by Deon Grant),1.000,1.540
3,4:25,2,2,SDG 39,7,24,"Jesse Chatman right tackle for no gain (tackle by Marcus Stroud). Penalty on Jason Ball: Offensive Holding, 10 yards (no play)",1.540,0.190
3,4:04,2,12,SDG 29,7,24,Drew Brees pass complete to Antonio Gates for 15 yards (tackle by Donovin Darius),0.190,1.860
3,3:24,1,10,SDG 44,7,24,Drew Brees pass complete to Reche Caldwell for 3 yards (tackle by Dewayne Washington),1.860,1.720
3,3:24,2,7,SDG 47,7,24,Jesse Chatman up the middle for 1 yard (tackle by Brandon Green and Mike Peterson),1.720,1.160
3,1:58,3,6,SDG 48,7,24,Drew Brees pass incomplete intended for Antonio Gates,1.160,-0.190
3,1:54,4,6,SDG 48,7,24,"Mike Scifres punts 41 yards, fair catch by Jermaine Lewis",-0.190,0.370
3,1:46,1,10,JAX 11,7,24,Byron Leftwich pass incomplete intended for Reggie Williams is intercepted by Jamar Fletcher at JAX-13,-0.370,-4.710
3,1:40,1,10,JAX 13,7,24,LaDainian Tomlinson up the middle for 3 yards (tackle by John Henderson and Mike Peterson),4.710,4.580
3,1:00,2,7,JAX 10,7,24,Drew Brees pass incomplete intended for LaDainian Tomlinson,4.580,3.650
3,0:56,3,7,JAX 10,7,24,Drew Brees pass incomplete intended for Justin Peelle,3.650,2.760
3,0:49,4,7,JAX 10,7,27,Nate Kaeding 28 yard field goal good,2.760,3.000
3,,,,SDG 30,7,27,"Nate Kaeding kicks off 62 yards, returned by Jermaine Lewis for 15 yards (tackle by Hanik Milligan)",0.000,0.480
3,0:41,1,10,JAX 23,7,27,Byron Leftwich pass incomplete intended for Troy Edwards (defended by Jamar Fletcher),0.480,-0.070
3,0:38,2,10,JAX 23,7,27,Byron Leftwich pass incomplete intended for Fred Taylor (defended by Donnie Edwards),-0.070,-0.760
3,0:31,3,10,JAX 23,7,27,Byron Leftwich pass complete to Jimmy Smith for 9 yards (tackle by Drayton Florence),-0.760,-1.240
3,0:03,4,1,JAX 32,7,27,Chris Fuamatu-Ma'afala up the middle for 4 yards (tackle by Zeke Moreno),-1.240,1.330
Quarter,Time,Down,ToGo,Location,JAX,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,JAX 36,7,27,Byron Leftwich pass incomplete intended for Fred Taylor,1.330,0.790
4,14:58,2,10,JAX 36,7,27,Byron Leftwich pass complete to Jimmy Smith for 27 yards (tackle by Stephen Cooper). Penalty on Ben Leber: Illegal Contact (Declined),0.790,3.120
4,14:28,1,10,SDG 37,7,27,"Byron Leftwich right tackle for 1 yard (tackle by Ben Leber). Penalty on Maurice Williams: Offensive Holding, 10 yards (no play)",3.120,2.460
4,14:10,1,20,SDG 47,7,27,Fred Taylor up the middle for 7 yards (tackle by Sammy Davis),2.460,2.170
4,13:44,2,13,SDG 40,7,27,Byron Leftwich pass complete to Ernest Wilford for 11 yards (tackle by Jerry Wilson),2.170,2.940
4,13:21,3,2,SDG 29,7,27,"Penalty on Vince Manuwai: False Start, 5 yards (no play)",2.940,2.280
4,12:59,3,7,SDG 34,7,27,Byron Leftwich pass complete to Troy Edwards for 14 yards (tackle by Donnie Edwards),2.280,4.240
4,12:36,1,10,SDG 20,7,27,Byron Leftwich pass complete to Fred Taylor for 3 yards (tackle by Donnie Edwards),4.240,4.120
4,12:16,2,7,SDG 17,7,27,Fred Taylor up the middle for 8 yards (tackle by Steve Foley and Stephen Cooper),4.120,5.140
4,11:50,1,9,SDG 9,7,27,Fred Taylor up the middle for 5 yards (tackle by Jerry Wilson),5.140,5.340
4,11:25,2,4,SDG 4,7,27,"Penalty on Ephraim Salaam: False Start, 5 yards (no play)",5.340,4.380
4,11:09,2,9,SDG 9,7,27,Byron Leftwich pass complete to Chris Fuamatu-Ma'afala for 7 yards (tackle by Jerry Wilson),4.380,4.950
4,10:45,3,2,SDG 2,13,27,"Byron Leftwich right tackle for 2 yards, touchdown",4.950,7.000
4,,,,SDG 2,14,27,Josh Scobee kicks extra point good,0.000,0.000
4,,,,JAX 30,14,27,"Josh Scobee kicks off 68 yards, returned by Tim Dwight for 26 yards (tackle by Tommy Hendricks)",0.000,0.810
4,10:36,1,10,SDG 28,14,27,Jesse Chatman up the middle for 31 yards (tackle by Dewayne Washington),0.810,2.850
4,10:02,1,10,JAX 41,14,33,"Jesse Chatman right tackle for 41 yards, touchdown",2.850,7.000
4,,,,JAX 2,14,34,Nate Kaeding kicks extra point good,0.000,0.000
4,,,,SDG 30,14,34,"Nate Kaeding kicks off 65 yards, returned by Jermaine Lewis for 16 yards (tackle by Drayton Florence)",0.000,0.340
4,9:50,1,10,JAX 21,14,34,Byron Leftwich pass complete to Fred Taylor for 1 yard (tackle by Ben Leber). Penalty on Troy Edwards: Offensive Offside (Declined),0.340,-0.070
4,9:31,2,9,JAX 22,14,34,Byron Leftwich pass complete to Troy Edwards for 11 yards (tackle by Donnie Edwards),-0.070,1.140
4,9:08,1,10,JAX 33,14,34,Byron Leftwich pass complete to Jimmy Smith for 9 yards (tackle by Sammy Davis),1.140,1.810
4,8:45,2,1,JAX 42,14,34,Byron Leftwich pass complete to Fred Taylor for 5 yards (tackle by Donnie Edwards),1.810,2.060
4,8:23,1,10,JAX 47,14,34,Byron Leftwich pass complete to Ernest Wilford for 38 yards (tackle by Jerry Wilson),2.060,4.580
4,7:52,1,10,SDG 15,14,34,Byron Leftwich pass complete to Chris Fuamatu-Ma'afala for 8 yards (tackle by Donnie Edwards),4.580,5.410
4,7:27,2,2,SDG 7,20,34,"Byron Leftwich pass complete to Cortez Hankton for 7 yards, touchdown",5.410,7.000
4,,,,SDG 2,21,34,Josh Scobee kicks extra point good,0.000,0.000
4,,,,JAX 30,21,34,"Josh Scobee kicks off 64 yards, returned by Tim Dwight for 14 yards (tackle by Juran Bolden)",0.000,0.280
4,7:20,1,10,SDG 20,21,34,Jesse Chatman up the middle for no gain (tackle by Mike Peterson and Donovin Darius),0.280,-0.270
4,6:39,2,10,SDG 20,21,34,Drew Brees pass complete to Jesse Chatman for 17 yards (tackle by Daryl Smith),-0.270,1.400
4,5:49,1,10,SDG 37,21,34,Jesse Chatman up the middle for 9 yards (tackle by Akin Ayodele),1.400,2.070
4,5:03,2,1,SDG 46,21,34,Lorenzo Neal up the middle for 3 yards (tackle by Rob Meier and Marcus Stroud),2.070,2.190
4,4:17,1,10,SDG 49,21,34,Jesse Chatman left tackle for -2 yards (tackle by Rob Meier),2.190,1.380
4,3:32,2,12,SDG 47,21,34,Jesse Chatman right tackle for 3 yards (tackle by Donovin Darius),1.380,1.090
4,3:25,,,,21,34,Timeout #2 by Jacksonville Jaguars,0.000,1.090
4,3:25,3,9,SDG 50,21,34,Jesse Chatman up the middle for 1 yard (tackle by John Henderson and Daryl Smith),1.090,0.000
4,3:16,,,,21,34,Timeout #3 by Jacksonville Jaguars,0.000,0.000
4,3:16,4,8,JAX 49,21,34,"Mike Scifres punts 34 yards, returned by Jermaine Lewis for 1 yard (tackle by Justin Peelle). Penalty on Juran Bolden: Offensive Holding, 8 yards",0.000,0.380
4,3:04,1,10,JAX 8,21,34,Byron Leftwich pass incomplete intended for Jimmy Smith,-0.380,-0.780
4,3:00,2,10,JAX 8,21,34,Byron Leftwich pass complete to Reggie Williams for 8 yards (tackle by Quentin Jammer),-0.780,-0.480
4,2:32,3,2,JAX 16,21,34,Byron Leftwich pass complete to Fred Taylor for 4 yards (tackle by Donnie Edwards),-0.480,0.280
4,2:09,1,10,JAX 20,21,34,Byron Leftwich pass complete to Brian Jones for 10 yards (tackle by Donnie Edwards),0.280,0.940
4,2:00,1,10,JAX 30,21,34,Byron Leftwich pass complete to Jimmy Smith for 28 yards (tackle by Jamar Fletcher),0.940,2.790
4,1:39,1,10,SDG 42,21,34,Byron Leftwich pass complete to Fred Taylor for 12 yards (tackle by Donnie Edwards),2.790,3.580
4,1:19,1,10,SDG 30,21,34,Byron Leftwich pass complete to Fred Taylor for 5 yards (tackle by Donnie Edwards),3.580,3.710
4,1:00,2,5,SDG 25,21,34,"Byron Leftwich pass incomplete intended for Reggie Williams. Penalty on Quentin Jammer: Defensive Pass Interference, 14 yards (no play)",3.710,4.840
4,0:54,1,10,SDG 11,21,34,"Byron Leftwich pass incomplete intended for Jimmy Smith. Penalty on Jamar Fletcher: Defensive Holding, 5 yards (no play)",4.840,5.830
4,0:50,1,6,SDG 6,21,34,Byron Leftwich pass incomplete intended for Jimmy Smith,5.830,4.950
4,0:46,2,6,SDG 6,21,34,Byron Leftwich pass incomplete intended for Reggie Williams (defended by Drayton Florence),4.950,4.040
4,0:41,3,6,SDG 6,21,34,Byron Leftwich pass complete to Chris Fuamatu-Ma'afala for 5 yards (tackle by Eric Downing),4.040,3.550
4,0:18,4,1,SDG 1,21,34,Byron Leftwich pass incomplete intended for Reggie Williams,3.550,0.380
4,0:14,1,10,SDG 2,21,34,Drew Brees kneels for -1 yards,-0.380,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
