Quarter,Time,Down,ToGo,Location,NYJ,CIN,Detail,EPB,EPA
2,11:36,1,10,CIN 34,7,7,"Penalty on Cedric Benson: False Start, 5 yards (no play)",1.200,0.870
2,11:36,1,15,CIN 29,7,7,Carson Palmer pass complete short right to Laveranues Coles for 13 yards (tackle by Darrelle Revis),0.870,1.740
2,10:50,2,2,CIN 42,7,7,Cedric Benson left end for 13 yards (tackle by Lito Sheppard),1.740,2.590
2,10:22,1,10,NYJ 45,7,7,"Penalty on Andre Smith: False Start, 5 yards (no play)",2.590,2.260
2,10:05,1,15,,7,7,Carson Palmer pass complete short right to Quan Cosby for 7 yards (tackle by Dwight Lowery and Lito Sheppard),2.260,2.310
2,9:22,2,8,NYJ 43,7,7,Cedric Benson middle for 2 yards (tackle by Calvin Pace),2.310,1.880
2,8:40,3,6,NYJ 41,7,7,Carson Palmer pass incomplete deep right intended for Chad Johnson is intercepted by Darrelle Revis at NYJ-23 and returned for 20 yards,1.880,-1.800
2,8:26,1,10,NYJ 43,7,7,Thomas Jones right tackle for 2 yards (tackle by Johnathan Joseph),1.800,1.520
2,7:45,2,8,NYJ 45,7,7,Thomas Jones right guard for -4 yards (tackle by Brandon Johnson and Dhani Jones),1.520,0.300
2,7:08,3,12,NYJ 41,7,7,Mark Sanchez pass complete short middle to Jerricho Cotchery for 14 yards (tackle by Johnathan Joseph),0.300,2.590
2,6:30,1,10,CIN 45,13,7,"Mark Sanchez pass complete deep right to Dustin Keller for 45 yards, touchdown",2.590,7.000
2,,,,CIN 2,14,7,Jay Feely kicks extra point good,0.000,0.000
2,,,,NYJ 30,14,7,"Jay Feely kicks off 49 yards, returned by Brian Leonard for 10 yards (tackle by James Ihedigbo). Penalty on Brandon Johnson: Personal Foul, 15 yards",0.000,-0.140
2,6:14,1,10,CIN 16,14,7,Cedric Benson right guard for 3 yards (tackle by Kerry Rhodes and Bart Scott),-0.140,-0.180
2,5:33,2,7,CIN 19,14,7,Carson Palmer pass complete short middle to Cedric Benson for 5 yards (tackle by Calvin Pace),-0.180,-0.320
2,4:54,3,2,CIN 24,14,7,"Carson Palmer for 2 yards (tackle by Bryan Thomas). Penalty on Darrelle Revis: Illegal Contact, 5 yards",-0.320,1.000
2,4:21,1,10,CIN 31,14,7,Cedric Benson left tackle for 3 yards (tackle by Mike DeVito and Bart Scott),1.000,0.870
2,3:37,,,,14,7,Timeout #3 by Cincinnati Bengals,0.000,0.870
2,3:37,2,7,CIN 34,14,7,Carson Palmer pass complete short middle to Cedric Benson for 2 yards (tackle by Bart Scott),0.870,0.430
2,2:55,3,5,CIN 36,14,7,"Carson Palmer sacked by Jim Leonhard for -10 yards. Carson Palmer fumbles (forced by Jim Leonhard), recovered by Brian Leonard at CIN-18",0.430,-2.240
2,2:29,4,23,CIN 18,14,7,Kevin Huber punts 56 yards (tackle by Keith Rivers),-2.240,-1.660
2,2:18,1,10,NYJ 41,14,7,Shonn Greene right tackle for no gain (tackle by Keith Rivers and Domata Peko),1.660,1.120
2,2:00,2,10,NYJ 41,14,7,Shonn Greene right end for 3 yards (tackle by Johnathan Joseph and Robert Geathers),1.120,0.830
2,1:19,3,7,NYJ 44,14,7,Shonn Greene right tackle for -1 yards (tackle by Nedu Ndukwe),0.830,-0.520
2,0:34,,,,14,7,Timeout #1 by New York Jets,0.000,-0.520
2,0:34,4,8,NYJ 43,14,7,"Jay Feely punts 37 yards, fair catch by Quan Cosby",-0.520,-0.280
2,0:28,1,10,CIN 20,14,7,"Cedric Benson right tackle for 7 yards (tackle by Bryan Thomas and Shaun Ellis). Penalty on Kyle Cook: Offensive Holding, 10 yards (no play)",0.280,-0.760
2,0:23,1,20,CIN 10,14,7,Cedric Benson right tackle for 2 yards (tackle by Shaun Ellis),-0.760,-1.360
Quarter,Time,Down,ToGo,Location,NYJ,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 30,14,7,"Shayne Graham kicks off 30 yards, returned by Ben Hartsock for 2 yards (tackle by Michael Johnson)",0.000,1.730
3,14:57,1,10,NYJ 42,14,7,Shonn Greene left tackle for 9 yards (tackle by Chris Crocker),1.730,2.400
3,14:19,2,1,CIN 49,14,7,Shonn Greene left tackle for 2 yards (tackle by Chris Crocker),2.400,2.460
3,13:37,1,10,CIN 47,14,7,Shonn Greene left end for 9 yards (tackle by Dhani Jones),2.460,3.130
3,12:56,2,1,CIN 38,14,7,Shonn Greene right end for 8 yards (tackle by Nedu Ndukwe),3.130,3.580
3,12:18,1,10,CIN 30,14,7,Brad Smith middle for 2 yards (tackle by Johnathan Joseph and Robert Geathers),3.580,3.300
3,11:36,2,8,CIN 28,14,7,Thomas Jones right tackle for 2 yards (tackle by Domata Peko and Brandon Johnson),3.300,2.870
3,10:58,3,6,CIN 26,14,7,Thomas Jones right tackle for 2 yards (tackle by Jonathan Fanene),2.870,1.940
3,10:21,4,4,CIN 24,14,7,"Jay Feely 42 yard field goal good. Penalty on Robert Turner: Offensive Holding, 10 yards (no play)",1.940,1.060
3,10:16,4,14,CIN 34,14,7,"Penalty on Wayne Hunter: False Start, 5 yards (no play)",1.060,0.660
3,10:16,4,19,CIN 39,14,7,Jay Feely punts 27 yards,0.660,0.350
3,10:10,1,10,CIN 12,14,7,Cedric Benson middle for 7 yards (tackle by David Harris),-0.350,0.100
3,9:31,2,3,CIN 19,14,7,Cedric Benson right tackle for 6 yards (tackle by David Harris),0.100,0.610
3,8:43,1,10,CIN 25,14,7,Carson Palmer pass incomplete deep middle intended for Laveranues Coles,0.610,0.060
3,8:38,2,10,CIN 25,14,7,Cedric Benson middle for 27 yards (tackle by Kerry Rhodes and Jim Leonhard),0.060,2.390
3,8:05,1,10,NYJ 48,14,7,"Carson Palmer pass incomplete deep left intended for Chad Johnson. Penalty on Darrelle Revis: Defensive Pass Interfere, 26 yards (no play)",2.390,4.110
3,7:57,1,10,NYJ 22,14,7,Cedric Benson right tackle for 5 yards (tackle by Bryan Thomas),4.110,4.290
3,7:14,2,5,NYJ 17,14,7,Cedric Benson left tackle for no gain (tackle by Bart Scott),4.290,3.560
3,6:33,3,5,NYJ 17,14,7,Carson Palmer pass incomplete short middle intended for Andre Caldwell (defended by Lito Sheppard),3.560,2.360
3,6:29,4,5,NYJ 17,14,7,Shayne Graham 35 yard field goal no good,2.360,-0.610
3,6:24,1,10,NYJ 25,14,7,Mark Sanchez pass complete deep right to Jerricho Cotchery for 18 yards,0.610,1.800
3,6:17,1,10,NYJ 43,14,7,Shonn Greene left end for 15 yards (tackle by Brandon Johnson and Leon Hall),1.800,2.790
3,5:31,1,10,CIN 42,14,7,Shonn Greene left tackle for 5 yards (tackle by Dhani Jones),2.790,2.920
3,4:49,,,,14,7,Timeout #1 by New York Jets,0.000,2.920
3,4:49,2,5,CIN 37,14,7,Mark Sanchez pass complete short middle to Jerricho Cotchery for 8 yards (tackle by Leon Hall),2.920,3.640
3,4:13,1,10,CIN 29,14,7,Shonn Greene right guard for 6 yards (tackle by Nedu Ndukwe),3.640,3.910
3,3:31,2,4,CIN 23,14,7,Shonn Greene left end for -2 yards (tackle by Nedu Ndukwe),3.910,2.940
3,3:00,,,,14,7,Timeout #2 by New York Jets,0.000,2.940
3,3:00,3,6,CIN 25,14,7,Mark Sanchez pass complete short middle to Braylon Edwards for 16 yards (tackle by Morgan Trent),2.940,5.140
3,2:23,1,9,CIN 9,20,7,"Thomas Jones right guard for 9 yards, touchdown",5.140,7.000
3,,,,CIN 2,21,7,Jay Feely kicks extra point good,0.000,0.000
3,,,,NYJ 30,21,7,"Jay Feely kicks off 70 yards, returned by Brian Leonard for 25 yards (tackle by Eric Smith)",0.000,0.610
3,2:12,1,10,CIN 25,21,7,Carson Palmer pass complete short middle to Cedric Benson for 5 yards (tackle by Sione Pouha and Marques Douglas),0.610,0.740
3,1:33,2,5,CIN 30,21,7,"Cedric Benson left end for no gain (tackle by Calvin Pace). Penalty on Nate Livings: Offensive Holding, 10 yards (no play)",0.740,-0.610
3,1:07,2,15,CIN 20,21,7,Carson Palmer pass complete short left to Laveranues Coles for 9 yards (tackle by Dwight Lowery),-0.610,-0.100
3,0:46,3,6,CIN 29,21,7,Carson Palmer pass complete short right to Andre Caldwell for 13 yards (tackle by James Ihedigbo),-0.100,1.730
3,0:06,1,10,CIN 42,21,7,Cedric Benson left guard for 1 yard (tackle by Marques Douglas and Calvin Pace),1.730,1.320
Quarter,Time,Down,ToGo,Location,NYJ,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,CIN 43,21,7,Cedric Benson left tackle for 3 yards (tackle by Bryan Thomas),1.320,1.030
4,14:26,3,6,CIN 46,21,7,Carson Palmer pass incomplete short middle intended for Laveranues Coles (defended by Bryan Thomas),1.030,-0.320
4,14:20,4,6,CIN 46,21,7,"Kevin Huber punts 54 yards, touchback",-0.320,-0.280
4,14:11,1,10,NYJ 20,21,7,Thomas Jones right tackle for 3 yards (tackle by Tank Johnson),0.280,0.140
4,13:28,2,7,NYJ 23,21,7,Thomas Jones right tackle for 3 yards (tackle by Tank Johnson and Dhani Jones),0.140,-0.160
4,12:47,3,4,NYJ 26,21,7,Brad Smith right tackle for 2 yards (tackle by Keith Rivers),-0.160,-1.500
4,12:03,4,2,NYJ 28,21,7,"Jay Feely punts 28 yards, fair catch by Quan Cosby",-1.500,-1.860
4,11:56,1,10,CIN 44,21,7,Carson Palmer pass complete short right to Chad Johnson for 9 yards (tackle by Darrelle Revis),1.860,2.530
4,11:13,2,1,NYJ 47,21,13,"Cedric Benson right tackle for 47 yards, touchdown",2.530,7.000
4,,,,NYJ 2,21,14,Shayne Graham kicks extra point good,0.000,0.000
4,,,,CIN 30,21,14,"Shayne Graham kicks off 69 yards, returned by Brad Smith for 31 yards (tackle by Michael Johnson)",0.000,1.070
4,10:57,1,10,NYJ 32,21,14,Shonn Greene right tackle for 2 yards (tackle by Tank Johnson and Nedu Ndukwe),1.070,0.800
4,10:19,2,8,NYJ 34,21,14,Mark Sanchez pass complete short left to Dustin Keller for 43 yards (tackle by Leon Hall),0.800,4.040
4,9:30,1,10,CIN 23,21,14,Shonn Greene right tackle for -2 yards (tackle by Chris Crocker),4.040,3.230
4,8:47,2,12,CIN 25,21,14,Shonn Greene left tackle for 14 yards (tackle by Dhani Jones and Leon Hall),3.230,4.840
4,7:59,1,10,CIN 11,21,14,Shonn Greene right end for 5 yards (tackle by Nedu Ndukwe),4.840,5.080
4,7:16,2,5,CIN 6,21,14,Mark Sanchez pass complete short middle to Jerricho Cotchery for 3 yards (tackle by Leon Hall),5.080,4.890
4,6:32,3,2,CIN 3,21,14,Thomas Jones for 1 yard (tackle by Nedu Ndukwe),4.890,3.250
4,5:51,4,1,CIN 2,24,14,Jay Feely 20 yard field goal good,3.250,3.000
4,,,,NYJ 30,24,14,"Jay Feely kicks off 52 yards, returned by Brian Leonard for 19 yards (tackle by Vernon Gholston)",0.000,1.400
4,5:39,1,10,CIN 37,24,14,Carson Palmer pass incomplete short left intended for Laveranues Coles (defended by Dwight Lowery),1.400,0.860
4,5:33,2,10,CIN 37,24,14,Carson Palmer pass complete short middle to Andre Caldwell for 12 yards (tackle by Lito Sheppard),0.860,2.190
4,5:06,1,10,CIN 49,24,14,Carson Palmer pass incomplete short right intended for Daniel Coats,2.190,1.650
4,5:00,2,10,CIN 49,24,14,Carson Palmer pass complete short middle to Laveranues Coles for 6 yards (tackle by Drew Coleman),1.650,1.750
4,4:40,3,4,NYJ 45,24,14,Carson Palmer pass complete short right to Quan Cosby for 5 yards (tackle by Drew Coleman),1.750,2.920
4,4:34,1,10,NYJ 40,24,14,Carson Palmer pass incomplete short right intended for Andre Caldwell (defended by Bart Scott),2.920,2.370
4,4:29,2,10,NYJ 40,24,14,Carson Palmer pass incomplete deep left intended for Chad Johnson,2.370,1.680
4,4:23,3,10,NYJ 40,24,14,"Carson Palmer pass incomplete short right intended for Quan Cosby. Penalty on Drew Coleman: Illegal Contact, 5 yards (no play)",1.680,3.250
4,4:18,1,10,NYJ 35,24,14,Carson Palmer pass incomplete short left intended for Quan Cosby,3.250,2.700
4,4:14,2,10,NYJ 35,24,14,"Carson Palmer pass complete short right to Quan Cosby for 14 yards (tackle by David Harris). Penalty on David Harris: Unnecessary Roughness, 10 yards",2.700,4.840
4,4:08,1,10,NYJ 11,24,14,Carson Palmer pass incomplete short right intended for Chad Johnson,4.840,4.140
4,4:03,2,10,NYJ 11,24,14,Carson Palmer pass incomplete short right intended for Brian Leonard,4.140,3.130
4,3:58,3,10,NYJ 11,24,14,Carson Palmer pass incomplete short right intended for Andre Caldwell,3.130,2.700
4,3:54,4,10,NYJ 11,24,14,Shayne Graham 28 yard field goal no good,2.700,-0.280
4,3:49,1,10,NYJ 20,24,14,Thomas Jones right tackle for no gain (tackle by Tank Johnson),0.280,-0.270
4,3:44,,,,24,14,Timeout #1 by Cincinnati Bengals,0.000,-0.270
4,3:44,2,10,NYJ 20,24,14,Thomas Jones right guard for 3 yards (tackle by Jonathan Fanene),-0.270,-0.560
4,3:39,,,,24,14,Timeout #2 by Cincinnati Bengals,0.000,-0.560
4,3:39,3,7,NYJ 23,24,14,Thomas Jones right guard for 3 yards (tackle by Keith Rivers),-0.560,-1.630
4,3:35,,,,24,14,Timeout #3 by Cincinnati Bengals,0.000,-1.630
4,3:35,4,4,NYJ 26,24,14,Jay Feely punts 28 yards,-1.630,-1.990
4,3:27,1,10,CIN 46,24,14,Carson Palmer pass complete short middle to Chad Johnson for 19 yards (tackle by Jim Leonhard),1.990,3.250
4,2:58,1,10,NYJ 35,24,14,"Brian Leonard right guard for 17 yards (tackle by Darrelle Revis and Bart Scott). Penalty on Bobbie Williams: Offensive Holding, 10 yards (no play)",3.250,2.590
4,2:49,1,20,NYJ 45,24,14,Carson Palmer pass complete short left to Brian Leonard for 6 yards (tackle by Lito Sheppard),2.590,2.160
4,2:41,2,14,NYJ 39,24,14,Carson Palmer pass incomplete deep middle intended for Andre Caldwell. Penalty on CIN: Illegal Shift (Declined),2.160,1.490
4,2:35,3,14,NYJ 39,24,14,Carson Palmer sacked by Bryan Thomas for -8 yards,1.490,0.130
4,2:02,4,22,NYJ 47,24,14,Carson Palmer sacked by Shaun Ellis for -10 yards,0.130,-2.720
4,1:56,1,10,CIN 43,24,14,Mark Sanchez kneels for no gain,2.720,2.180
4,1:15,2,10,CIN 43,24,14,Mark Sanchez kneels for -1 yards,2.180,1.360
4,0:35,3,11,CIN 44,24,14,Mark Sanchez kneels for -1 yards,1.360,0.270
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
