Quarter,Time,Down,ToGo,Location,ATL,IND,Detail,EPB,EPA
1,0:25,3,11,IND 29,14,0,Curtis Painter pass complete short middle to Dallas Clark for 12 yards (tackle by Curtis Lofton),-0.430,1.660
Quarter,Time,Down,ToGo,Location,ATL,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,IND 41,14,0,Curtis Painter pass incomplete deep right intended for Jacob Tamme,1.660,1.120
2,14:55,2,10,IND 41,14,0,Donald Brown up the middle for 12 yards (tackle by Curtis Lofton and Thomas DeCoud),1.120,2.460
2,14:28,1,10,ATL 47,14,0,Donald Brown right guard for 3 yards (tackle by Thomas DeCoud),2.460,2.320
2,13:54,2,7,ATL 44,14,0,Curtis Painter pass incomplete deep left intended for Reggie Wayne,2.320,1.620
2,13:48,3,7,ATL 44,14,0,Curtis Painter pass incomplete short right intended for Pierre Garcon,1.620,0.330
2,13:43,4,7,ATL 44,14,0,Pat McAfee punts 31 yards,0.330,0.320
2,13:29,1,10,ATL 13,14,0,Michael Turner up the middle for 3 yards (tackle by Kavell Conner and Daniel Muir),-0.320,-0.440
2,12:50,2,7,ATL 16,14,0,Michael Turner right end for 4 yards (tackle by Pat Angerer),-0.440,-0.590
2,12:08,3,3,ATL 20,20,0,"Matt Ryan pass complete short right to Julio Jones for 80 yards, touchdown",-0.590,7.000
2,,,,IND 2,21,0,Matt Bryant kicks extra point good,0.000,0.000
2,,,,ATL 35,21,0,"Matt Bosher kicks off 66 yards, returned by Joe Lefeged for 18 yards (tackle by Stephen Nicholas)",0.000,-0.060
2,11:52,1,10,IND 17,21,0,Donald Brown right end for 2 yards (tackle by Curtis Lofton),-0.060,-0.250
2,11:20,2,8,IND 19,21,0,Curtis Painter pass incomplete short right intended for Dallas Clark,-0.250,-1.000
2,11:14,3,8,IND 19,21,0,Curtis Painter pass complete short left to Reggie Wayne for 11 yards (tackle by Kelvin Hayden),-1.000,0.940
2,10:44,1,10,IND 30,21,0,Curtis Painter pass complete short middle to Austin Collie for 3 yards (tackle by Curtis Lofton),0.940,0.800
2,10:16,2,7,IND 33,21,0,Donald Brown left tackle for 10 yards (tackle by Kelvin Hayden),0.800,1.800
2,9:50,1,10,IND 43,21,0,Donald Brown up the middle for 2 yards (tackle by Kelvin Hayden),1.800,1.520
2,9:19,2,8,IND 45,21,0,Curtis Painter pass complete short right to Donald Brown for 1 yard (tackle by Kelvin Hayden),1.520,0.960
2,8:48,3,7,IND 46,21,0,Curtis Painter pass incomplete short right intended for Dallas Clark,0.960,-0.320
2,8:43,4,7,IND 46,21,0,Pat McAfee punts 53 yards,-0.320,0.380
2,8:35,1,10,ATL 1,21,0,Jason Snelling up the middle for 1 yard (tackle by Antonio Johnson and Tyler Brayton),-0.380,-0.710
2,7:53,2,9,ATL 2,21,6,"Matt Ryan pass incomplete short left intended for Roddy White is intercepted by Jerraud Powers at ATL-6 and returned for 6 yards, touchdown",-0.710,-7.000
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the play was upheld.",,
2,,,,ATL 2,21,7,Adam Vinatieri kicks extra point good,0.000,0.000
2,,,,IND 35,21,7,"Pat McAfee kicks off 74 yards, touchback",0.000,0.280
2,7:47,1,10,ATL 20,21,7,Michael Turner up the middle for 8 yards (tackle by Daniel Muir),0.280,0.810
2,7:09,2,2,ATL 28,21,7,Jason Snelling up the middle for 3 yards (tackle by Daniel Muir),0.810,1.000
2,6:32,1,10,ATL 31,21,7,Jason Snelling left tackle for 2 yards (tackle by Antoine Bethea),1.000,0.730
2,5:53,2,8,ATL 33,21,7,Matt Ryan pass incomplete short right intended for Tony Gonzalez,0.730,0.040
2,5:46,3,8,ATL 33,21,7,Matt Ryan pass incomplete short right intended for Tony Gonzalez,0.040,-1.180
2,5:41,4,8,ATL 33,21,7,Matt Bosher punts 37 yards,-1.180,-0.940
2,5:33,1,10,IND 30,21,7,Curtis Painter pass complete short left to Austin Collie for 16 yards (tackle by Dunta Robinson),0.940,1.990
2,5:08,1,10,IND 46,21,7,Curtis Painter pass complete short right to Austin Collie for 2 yards (tackle by John Abraham and Curtis Lofton),1.990,1.720
2,4:43,2,8,IND 48,21,7,Curtis Painter pass incomplete short right intended for Pierre Garcon,1.720,1.030
2,4:38,3,8,IND 48,21,7,"Penalty on Donald Brown: False Start, 5 yards (no play)",1.030,0.370
2,4:38,3,13,IND 43,21,7,Curtis Painter sacked by Corey Peters for -12 yards,0.370,-1.310
2,4:08,4,25,IND 31,21,7,"Pat McAfee punts 59 yards, returned by Eric Weems for 11 yards (tackle by Philip Wheeler)",-1.310,-0.340
2,3:56,1,10,ATL 21,21,7,Matt Ryan pass complete deep right to Roddy White for 33 yards (tackle by Antoine Bethea),0.340,2.520
2,3:24,1,10,IND 46,21,7,Michael Turner up the middle for 1 yard (tackle by David Caldwell and Kavell Conner),2.520,2.110
2,2:46,2,9,IND 45,21,7,"Matt Ryan pass incomplete short left intended for Jason Snelling. Penalty on Will Svitek: Offensive Holding, 10 yards (no play)",2.110,0.760
2,2:40,2,19,ATL 45,21,7,Jacquizz Rodgers right end for -5 yards (tackle by Robert Mathis),0.760,-0.560
2,2:00,3,24,ATL 40,21,7,Matt Ryan pass complete short middle to Jacquizz Rodgers for 16 yards (tackle by Joe Lefeged and Ernie Sims),-0.560,0.330
2,1:46,,,,21,7,Timeout #1 by Indianapolis Colts,0.000,0.330
2,1:46,4,8,IND 44,21,7,Matt Bosher punts 42 yards,0.330,0.380
2,1:31,1,10,IND 2,21,7,Donald Brown up the middle for -1 yards (tackle by Curtis Lofton),-0.380,-0.850
2,1:25,,,,21,7,Timeout #2 by Atlanta Falcons,0.000,-0.850
2,1:25,2,11,IND 1,21,7,Donald Brown right guard for 4 yards (tackle by Sean Weatherspoon and Curtis Lofton),-0.850,-1.070
2,1:21,,,,21,7,Timeout #3 by Atlanta Falcons,0.000,-1.070
2,1:21,3,7,IND 5,21,7,Curtis Painter pass complete short right to Pierre Garcon for 3 yards (tackle by Sean Weatherspoon),-1.070,-2.490
2,0:35,,,,21,7,Timeout #2 by Indianapolis Colts,0.000,-2.490
2,0:35,4,4,IND 8,21,7,"Pat McAfee punts 52 yards, fair catch by Eric Weems",-2.490,-1.600
2,0:28,1,10,ATL 40,21,7,Matt Ryan pass incomplete deep left intended for Roddy White,1.600,1.050
2,0:21,2,10,ATL 40,21,7,Matt Ryan pass incomplete short left intended for Roddy White,1.050,0.370
2,0:15,3,10,ATL 40,21,7,Matt Ryan pass incomplete short right intended for Roddy White (defended by Antoine Bethea),0.370,-0.720
2,0:10,4,10,ATL 40,21,7,Matt Bosher punts 55 yards,-0.720,1.600
Quarter,Time,Down,ToGo,Location,ATL,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,21,7,"Pat McAfee kicks off 74 yards, touchback",0.000,0.280
3,15:00,1,10,ATL 20,21,7,Michael Turner up the middle for 5 yards (tackle by Antoine Bethea),0.280,0.410
3,14:20,2,5,ATL 25,21,7,Matt Ryan pass complete short left to Tony Gonzalez for 4 yards (tackle by Kavell Conner),0.410,0.230
3,13:44,3,1,ATL 29,21,7,Matt Ryan up the middle for 2 yards (tackle by Pat Angerer and Kavell Conner),0.230,1.000
3,13:08,1,10,ATL 31,21,7,"Matt Ryan pass incomplete short left intended for Julio Jones. Penalty on Dwight Freeney: Defensive Offside, 5 yards (no play)",1.000,1.730
3,13:05,1,5,ATL 36,21,7,Matt Ryan left end for -2 yards (tackle by Antonio Johnson),1.730,0.870
3,12:38,2,7,ATL 34,21,7,Michael Turner right end for 6 yards (tackle by Kavell Conner and Pat Angerer),0.870,0.960
3,12:02,3,1,ATL 40,21,7,Matt Ryan sacked by Philip Wheeler for -6 yards,0.960,-1.110
3,11:22,4,7,ATL 34,21,7,"Matt Bosher punts 42 yards, returned by Pierre Garcon for -2 yards (tackle by Akeem Dent)",-1.110,-0.410
3,11:11,1,10,IND 22,21,7,Curtis Painter pass incomplete short left intended for Jacob Tamme (defended by Sean Weatherspoon),0.410,-0.130
3,11:08,2,10,IND 22,21,7,Curtis Painter pass incomplete short left intended for Austin Collie (defended by Sean Weatherspoon),-0.130,-0.820
3,11:02,3,10,IND 22,21,7,Curtis Painter pass complete short right to Jacob Tamme for 3 yards (tackle by Sean Weatherspoon),-0.820,-1.700
3,10:34,4,7,IND 25,21,7,"Pat McAfee punts 51 yards, returned by Eric Weems for 3 yards (tackle by Adrian Moten)",-1.700,-0.740
3,10:22,1,10,ATL 27,21,7,Matt Ryan pass complete short left to Michael Palmer for 9 yards (tackle by Philip Wheeler),0.740,1.410
3,9:43,2,1,ATL 36,21,7,Jacquizz Rodgers left tackle for 4 yards (tackle by Antoine Bethea),1.410,1.600
3,9:05,1,10,ATL 40,21,7,Matt Ryan pass complete deep left to Tony Gonzalez for 20 yards (tackle by Jerraud Powers),1.600,2.920
3,8:28,1,10,IND 40,21,7,Michael Turner right tackle for 9 yards (tackle by David Caldwell and Kevin Thomas),2.920,3.590
3,7:42,2,1,IND 31,21,7,Matt Ryan pass complete short right to Michael Turner for 7 yards (tackle by Kavell Conner),3.590,3.970
3,7:11,1,10,IND 24,21,7,Matt Ryan pass complete short right to Tony Gonzalez for 11 yards (tackle by Antoine Bethea and Philip Wheeler),3.970,4.710
3,6:28,1,10,IND 13,21,7,Michael Turner right guard for no gain (tackle by Philip Wheeler and Pat Angerer),4.710,4.050
3,5:46,2,10,IND 13,21,7,Michael Turner left tackle for 1 yard (tackle by Dwight Freeney),4.050,3.280
3,5:01,3,9,IND 12,21,7,Matt Ryan pass complete short right to Roddy White for 10 yards (tackle by Kevin Thomas),3.280,6.740
3,4:18,1,2,IND 2,21,7,Michael Turner right tackle for 1 yard (tackle by Kevin Thomas),6.740,5.910
3,3:37,2,1,IND 1,21,7,Michael Turner up the middle for no gain (tackle by Philip Wheeler and Pat Angerer),5.910,5.170
3,2:55,3,1,IND 1,27,7,"Matt Ryan pass complete short right to Tony Gonzalez for 1 yard, touchdown",5.170,7.000
3,,,,IND 2,28,7,Matt Bryant kicks extra point good,0.000,0.000
3,,,,ATL 35,28,7,"Matt Bosher kicks off 58 yards, returned by Joe Lefeged for 8 yards (tackle by Stephen Nicholas)",0.000,-0.220
3,2:42,1,10,IND 15,28,7,"Penalty on Mike Tepper: False Start, 5 yards (no play)",-0.220,-0.570
3,2:42,1,15,IND 10,28,7,Delone Carter up the middle for -1 yards (tackle by Kelvin Hayden),-0.570,-1.220
3,2:20,2,16,IND 9,28,7,Curtis Painter pass complete short middle to Reggie Wayne for 6 yards (tackle by Sean Weatherspoon),-1.220,-1.370
3,1:55,3,10,IND 15,28,7,Curtis Painter up the middle for 5 yards (tackle by Jonathan Babineaux),-1.370,-2.030
3,1:16,4,5,IND 20,28,7,"Penalty on Justin Snow: False Start, 5 yards (no play)",-2.030,-2.440
3,1:16,4,10,IND 15,28,7,Pat McAfee punts 49 yards,-2.440,-1.330
3,1:04,1,10,ATL 36,28,7,Jacquizz Rodgers right end for 8 yards (tackle by Ernie Sims),1.330,1.870
3,0:43,2,2,ATL 44,28,7,Matt Ryan pass complete short left to Julio Jones for 1 yard (tackle by Jerraud Powers),1.870,1.290
Quarter,Time,Down,ToGo,Location,ATL,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,ATL 45,28,7,Michael Turner up the middle for 2 yards (tackle by Daniel Muir),1.290,2.060
4,14:17,1,10,ATL 47,28,7,Jason Snelling right tackle for 6 yards (tackle by Kavell Conner and Ricardo Mathews),2.060,2.330
4,13:30,2,4,IND 47,28,7,Matt Ryan pass complete deep right to Roddy White for 20 yards (tackle by Kevin Thomas),2.330,3.780
4,12:48,1,10,IND 27,28,7,Julio Jones right end for 19 yards (tackle by Philip Wheeler),3.780,5.370
4,12:01,1,8,IND 8,28,7,Jason Snelling left end for 5 yards (tackle by Robert Mathis),5.370,5.530
4,11:14,2,3,IND 3,28,7,Jacquizz Rodgers right end for 1 yard (tackle by Philip Wheeler),5.530,4.950
4,10:27,3,2,IND 2,28,7,Matt Ryan pass incomplete short right intended for Michael Palmer,4.950,3.250
4,10:19,4,2,IND 2,31,7,Matt Bryant 20 yard field goal good,3.250,3.000
4,,,,ATL 35,31,7,"Matt Bosher kicks off 73 yards, touchback",0.000,0.280
4,10:15,1,10,IND 20,31,7,Donald Brown right end for 13 yards (tackle by James Sanders),0.280,1.140
4,9:53,1,10,IND 33,31,7,Donald Brown up the middle for 3 yards (tackle by Curtis Lofton),1.140,1.000
4,9:22,2,7,IND 36,31,7,Dan Orlovsky pass complete short left to Reggie Wayne for 4 yards (tackle by Dunta Robinson),1.000,0.830
4,8:47,3,3,IND 40,31,7,Dan Orlovsky pass incomplete short left intended for Donald Brown,0.830,-0.720
4,8:44,4,3,IND 40,31,7,"Pat McAfee punts 60 yards, touchback",-0.720,-0.280
4,8:34,1,10,ATL 20,31,7,Jacquizz Rodgers up the middle for 5 yards (tackle by Philip Wheeler),0.280,0.410
4,7:48,2,5,ATL 25,31,7,Jacquizz Rodgers left end for 6 yards (tackle by Jerraud Powers),0.410,1.000
4,7:01,1,10,ATL 31,31,7,"Jacquizz Rodgers right tackle for 2 yards (tackle by Pat Angerer). Penalty on Tyler Brayton: Defensive Offside, 5 yards (no play)",1.000,1.730
4,7:01,1,5,ATL 36,31,7,Jacquizz Rodgers left end for 2 yards (tackle by Antoine Bethea and Jerry Hughes),1.730,1.410
4,5:47,2,3,ATL 38,31,7,Jacquizz Rodgers right end for 2 yards (tackle by Robert Mathis),1.410,0.960
4,5:03,3,1,ATL 40,31,7,Jason Snelling left tackle for -1 yards (tackle by Kavell Conner and Pat Angerer),0.960,-0.780
4,4:21,4,2,ATL 39,31,7,"Matt Bosher punts 47 yards, returned by Joe Lefeged for 1 yard (tackle by Eric Weems)",-0.780,0.220
4,4:10,1,10,IND 15,31,7,"Delone Carter up the middle for -1 yards (tackle by Sean Weatherspoon). Penalty on Mike Pollak: Offensive Holding, 7 yards (no play)",-0.220,-0.650
4,4:05,1,17,IND 8,31,7,Dan Orlovsky pass complete short right to Pierre Garcon for 4 yards (tackle by Vance Walker),-0.650,-1.000
4,3:31,2,13,IND 12,31,7,Dan Orlovsky pass complete short left to Reggie Wayne for 9 yards (tackle by Dunta Robinson),-1.000,-0.630
4,3:26,3,4,IND 21,31,7,Dan Orlovsky pass incomplete short middle intended for Jacob Tamme,-0.630,-1.960
4,3:20,4,4,IND 21,31,7,"Pat McAfee punts 47 yards, fair catch by Eric Weems",-1.960,-1.070
4,3:12,1,10,ATL 32,31,7,Jason Snelling left end for -3 yards (tackle by Philip Wheeler and Jerry Hughes),1.070,0.120
4,2:27,2,13,ATL 29,31,7,Jason Snelling right end for 2 yards (tackle by Adrian Moten),0.120,-0.290
4,2:00,3,11,ATL 31,31,7,Jacquizz Rodgers left guard for 10 yards (tackle by Antoine Bethea),-0.290,-0.650
4,1:15,4,1,ATL 41,31,7,"Matt Bosher punts 59 yards, touchback",-0.650,-0.280
4,1:06,1,10,IND 20,31,7,Delone Carter up the middle for 3 yards (tackle by Sean Weatherspoon and Kroy Biermann),0.280,0.140
4,0:32,2,7,IND 23,31,7,Dan Orlovsky pass complete short left to Jacob Tamme for 3 yards (tackle by Thomas DeCoud),0.140,-0.160
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
