Quarter,Time,Down,ToGo,Location,ARI,SFO,Detail,EPB,EPA
Quarter,Time,Down,ToGo,Location,ARI,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,8,ARI 12,0,7,Alex Smith sacked by Darnell Dockett for -9 yards,3.430,2.060
2,14:24,4,17,ARI 21,0,10,Jeff Reed 39 yard field goal good,2.060,3.000
2,,,,SFO 30,0,10,Jeff Reed kicks off 34 yards,0.000,1.530
2,14:13,1,10,ARI 39,0,10,John Skelton pass complete short right to Larry Fitzgerald for 18 yards (tackle by Isaac Sopoaga),1.530,2.720
2,13:38,1,10,SFO 43,0,10,Tim Hightower left tackle for -1 yards (tackle by Justin Smith). Penalty on Rex Hadnot: Illegal Formation (Declined),2.720,2.040
2,13:14,2,11,SFO 44,0,10,John Skelton middle for 6 yards (tackle by Takeo Spikes),2.040,2.150
2,12:28,3,5,SFO 38,0,10,John Skelton pass complete short left to Tim Hightower for -4 yards (tackle by NaVorro Bowman),2.150,0.460
2,11:54,4,9,SFO 42,0,10,"Ben Graham punts 36 yards, fair catch by Ted Ginn",0.460,0.380
2,11:46,1,10,SFO 6,0,10,Anthony Dixon middle for 3 yards (tackle by Calais Campbell),-0.380,-0.560
2,11:11,2,7,SFO 9,0,10,Brian Westbrook left guard for 2 yards (tackle by Darnell Dockett),-0.560,-0.840
2,10:31,3,5,SFO 11,0,10,Alex Smith pass incomplete short left intended for Brian Westbrook,-0.840,-2.490
2,10:26,4,5,SFO 11,0,10,Andy Lee punts 26 yards,-2.490,-3.120
2,10:15,1,10,SFO 37,0,10,Beanie Wells left end for 7 yards (tackle by Parys Haralson and Ahmad Brooks),3.120,3.520
2,9:38,2,3,SFO 30,0,10,John Skelton pass incomplete deep right intended for Andre Roberts (defended by Nate Clements),3.520,2.810
2,9:30,3,3,SFO 30,0,10,John Skelton pass complete short left to Max Komar for 8 yards (tackle by Tarell Brown),2.810,4.110
2,9:12,1,10,SFO 22,0,10,Beanie Wells middle for 2 yards (tackle by Ahmad Brooks),4.110,3.830
2,8:33,2,8,SFO 20,0,10,"John Skelton sacked by Justin Smith for 0 yards. John Skelton fumbles (forced by Justin Smith), ball out of bounds at SFO-20",3.830,3.140
2,7:59,3,8,SFO 20,0,10,John Skelton pass complete short right to Larry Fitzgerald for 10 yards (tackle by Tramaine Brock),3.140,4.910
,,,,,,,"SFO challenged the pass completion ruling, and the play was upheld.",,
2,7:35,1,10,SFO 10,6,10,"John Skelton pass complete short middle to Larry Fitzgerald for 10 yards, touchdown",4.910,7.000
2,,,,SFO 2,7,10,Jay Feely kicks extra point good,0.000,0.000
2,,,,ARI 30,7,10,"Jay Feely kicks off 70 yards, returned by Ted Ginn for 19 yards (tackle by Hamza Abdullah)",0.000,0.150
2,7:23,1,10,SFO 19,7,10,Alex Smith pass complete short right to Michael Crabtree for 12 yards (tackle by Greg Toler),0.150,1.000
2,7:01,1,10,SFO 31,7,10,Alex Smith pass complete short right to Anthony Dixon for 2 yards (tackle by Daryl Washington),1.000,0.730
2,6:25,2,8,SFO 33,7,10,Anthony Dixon middle for 5 yards (tackle by Dan Williams),0.730,0.700
2,5:46,3,3,SFO 38,7,10,Alex Smith pass incomplete short left intended for Delanie Walker (defended by Dominique Rodgers-Cromartie),0.700,-0.850
2,5:41,4,3,SFO 38,7,10,"Andy Lee punts 45 yards, returned by Andre Roberts for no gain. Penalty on Dominique Rodgers-Cromartie: Illegal Block Above the , 8 yards",-0.850,0.380
2,5:33,1,10,ARI 9,7,10,Tim Hightower right guard for 2 yards (tackle by Takeo Spikes and Parys Haralson),-0.380,-0.630
2,4:50,2,8,ARI 11,7,10,John Skelton pass complete short right to Larry Fitzgerald for 14 yards (tackle by Nate Clements),-0.630,0.610
2,4:08,1,10,ARI 25,7,10,Tim Hightower right end for 10 yards (tackle by NaVorro Bowman),0.610,1.270
2,3:30,1,10,ARI 35,7,10,Tim Hightower left end for 9 yards (tackle by Dashon Goldson and Reggie Smith),1.270,1.940
2,2:49,2,1,ARI 44,7,10,John Skelton pass incomplete deep left intended for Andre Roberts,1.940,1.220
2,2:40,3,1,ARI 44,7,10,Tim Hightower middle for 3 yards (tackle by Justin Smith),1.220,2.060
2,2:08,1,10,ARI 47,7,10,Tim Hightower middle for -3 yards (tackle by Manny Lawson),2.060,1.110
2,2:00,2,13,ARI 44,7,10,John Skelton pass incomplete short right intended for Andre Roberts,1.110,0.430
2,1:56,3,13,ARI 44,7,10,John Skelton pass complete short left to Tim Hightower for 6 yards (tackle by Nate Clements),0.430,-0.060
2,1:48,,,,7,10,Timeout #2 by San Francisco 49ers,0.000,-0.060
2,1:48,4,7,,7,10,"Ben Graham punts 32 yards, fair catch by Ted Ginn",-0.060,-0.040
2,1:40,1,10,SFO 18,7,10,"Penalty on Ted Ginn: False Start, 5 yards (no play)",0.040,-0.450
2,1:40,1,15,SFO 13,7,10,Alex Smith pass incomplete deep middle intended for Ted Ginn (defended by Paris Lenon),-0.450,-1.140
2,1:35,2,15,SFO 13,7,10,Brian Westbrook left guard for 9 yards (tackle by Paris Lenon and Rashad Johnson),-1.140,-0.660
2,1:28,,,,7,10,Timeout #3 by Arizona Cardinals,0.000,-0.660
2,1:28,3,6,SFO 22,7,10,Brian Westbrook right tackle for 8 yards (tackle by Clark Haggans),-0.660,0.940
2,1:06,1,10,SFO 30,7,10,Alex Smith pass complete deep middle to Josh Morgan for 28 yards (tackle by Kerry Rhodes),0.940,2.790
2,0:58,1,10,ARI 42,7,10,Alex Smith pass incomplete deep middle intended for Josh Morgan,2.790,2.240
2,0:52,2,10,ARI 42,7,10,Alex Smith pass incomplete short right intended for Brian Westbrook (defended by Adrian Wilson),2.240,1.550
2,0:45,,,,7,10,Timeout #3 by San Francisco 49ers,0.000,1.550
2,0:45,3,10,ARI 42,7,10,Anthony Dixon left end for 4 yards (tackle by Michael Adams),1.550,0.720
Quarter,Time,Down,ToGo,Location,ARI,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 30,7,10,"Jay Feely kicks off 69 yards, returned by Ted Ginn for 24 yards (tackle by Jason Wright)",0.000,0.610
3,14:51,1,10,SFO 25,7,10,Alex Smith pass incomplete short left intended for Vernon Davis,0.610,0.060
3,14:46,2,10,SFO 25,7,10,Brian Westbrook middle for 2 yards (tackle by Calais Campbell),0.060,-0.360
3,14:02,3,8,SFO 27,7,10,Alex Smith pass complete short middle to Brian Westbrook for 14 yards (tackle by Adrian Wilson),-0.360,1.660
3,13:17,1,10,SFO 41,7,10,Alex Smith pass incomplete short left intended for Brian Westbrook (defended by Alan Branch),1.660,1.120
3,13:13,2,10,SFO 41,7,16,"Alex Smith pass complete deep middle to Vernon Davis for 59 yards, touchdown",1.120,7.000
3,,,,ARI 2,7,17,Jeff Reed kicks extra point good,0.000,0.000
3,,,,SFO 30,7,17,"Jeff Reed kicks off 62 yards, returned by Andre Roberts for 27 yards (tackle by Thaddeus Gibson)",0.000,1.270
3,12:57,1,10,ARI 35,7,17,John Skelton pass incomplete short right intended for Jason Wright,1.270,0.720
3,12:52,2,10,ARI 35,7,17,Tim Hightower right end for no gain (tackle by Justin Smith and Manny Lawson),0.720,0.040
3,12:14,3,10,ARI 35,7,17,John Skelton pass incomplete short middle intended for Tim Hightower,0.040,-1.040
3,12:08,4,10,ARI 35,7,17,Ben Graham punts 43 yards,-1.040,-0.410
3,11:58,1,10,SFO 22,7,17,"Alex Smith pass incomplete deep middle intended for Michael Crabtree. Penalty on Alan Branch: Defensive Offside, 5 yards (no play)",0.410,1.140
3,11:53,1,5,SFO 27,7,17,"Alex Smith pass incomplete short left intended for Michael Crabtree. Penalty on Dominique Rodgers-Cromartie: Defensive Holding, 5 yards (no play)",1.140,1.070
3,11:53,1,10,SFO 32,7,17,Anthony Dixon middle for 8 yards (tackle by Clark Haggans),1.070,1.610
3,11:14,2,2,SFO 40,7,17,Brian Westbrook right tackle for 30 yards (tackle by Kerry Rhodes),1.610,3.580
3,10:41,1,10,ARI 30,7,17,Anthony Dixon left tackle for 4 yards (tackle by Daryl Washington),3.580,3.570
3,9:58,2,6,ARI 26,7,17,Alex Smith pass complete deep left to Vernon Davis for 20 yards (tackle by Dominique Rodgers-Cromartie),3.570,5.830
3,9:14,1,6,ARI 6,7,17,Alex Smith pass incomplete short middle intended for Vernon Davis (defended by Paris Lenon),5.830,4.950
3,9:07,2,6,ARI 6,7,23,"Brian Westbrook middle for 6 yards, touchdown",4.950,7.000
3,,,,ARI 2,7,24,Jeff Reed kicks extra point good,0.000,0.000
3,,,,SFO 30,7,24,"Jeff Reed kicks off 62 yards, returned by Andre Roberts for 19 yards (tackle by Colin Cloherty)",0.000,0.740
3,8:43,1,10,ARI 27,7,24,John Skelton pass complete short right to Andre Roberts for 5 yards (tackle by Manny Lawson),0.740,0.870
3,8:20,2,5,ARI 32,7,24,John Skelton pass complete short left to Larry Fitzgerald for 5 yards (tackle by Shawntae Spencer),0.870,1.400
3,8:00,1,10,ARI 37,7,24,John Skelton pass complete short right to Max Komar for 5 yards (tackle by Reggie Smith),1.400,1.530
3,7:43,2,5,ARI 42,7,24,John Skelton pass incomplete short left intended for Max Komar is intercepted by Ahmad Brooks at ARI-40 and returned for 32 yards,1.530,-5.370
3,7:31,1,8,ARI 8,7,24,Brian Westbrook right guard for 2 yards (tackle by Greg Toler and Clark Haggans),5.370,4.950
3,6:56,2,6,ARI 6,7,30,"Brian Westbrook middle for 6 yards, touchdown",4.950,7.000
3,,,,ARI 2,7,31,Jeff Reed kicks extra point good,0.000,0.000
3,,,,SFO 30,7,31,"Jeff Reed kicks off 59 yards, returned by Andre Roberts for 19 yards (tackle by Tramaine Brock)",0.000,0.940
3,6:44,1,10,ARI 30,7,31,John Skelton pass complete short right to Steve Breaston for 6 yards (tackle by Reggie Smith),0.940,1.200
3,6:06,2,4,ARI 36,7,31,Beanie Wells left guard for 1 yard (tackle by Justin Smith),1.200,0.630
3,5:22,3,3,ARI 37,7,31,"John Skelton pass complete short right to Andre Roberts for 7 yards (tackle by Nate Clements). Andre Roberts fumbles (forced by Nate Clements), ball out of bounds at ARI-44",0.630,1.860
3,4:59,1,10,ARI 44,7,31,John Skelton pass incomplete deep middle intended for Larry Fitzgerald (defended by Tarell Brown),1.860,1.320
3,4:51,2,10,ARI 44,7,31,John Skelton pass incomplete short right intended for Andre Roberts,1.320,0.630
3,4:45,3,10,ARI 44,7,31,John Skelton right guard for 3 yards (tackle by Parys Haralson),0.630,-0.260
3,4:08,4,7,ARI 47,7,31,"Ben Graham punts 53 yards, touchback. Penalty on Trumaine McBride: Illegal Touch Kick",-0.260,-0.280
3,3:52,1,10,SFO 20,7,31,Brian Westbrook left guard for 5 yards (tackle by Daryl Washington),0.280,0.410
3,3:11,2,5,SFO 25,7,31,Alex Smith pass incomplete short left intended for Delanie Walker,0.410,-0.300
3,3:08,3,5,SFO 25,7,31,Alex Smith pass incomplete short middle intended for Michael Crabtree (defended by Michael Adams),-0.300,-1.700
3,3:02,4,5,SFO 25,7,31,"Andy Lee punts 60 yards, returned by Andre Roberts for 9 yards (tackle by Tarell Brown). Penalty on NaVorro Bowman: Ineligible Downfield Kic, 5 yards (no play)",-1.700,-2.030
3,2:50,4,10,SFO 20,7,31,"Andy Lee punts 53 yards, returned by Andre Roberts for 15 yards (tackle by Reggie Smith)",-2.030,-1.730
3,2:39,1,10,ARI 42,7,31,Tim Hightower middle for 3 yards (tackle by Aubrayo Franklin),1.730,1.590
3,2:06,2,7,ARI 45,7,31,Richard Bartel pass incomplete short right intended for Tim Hightower,1.590,0.890
3,1:57,3,7,ARI 45,7,31,"Penalty on Ahmad Brooks: Encroachment, 5 yards (no play)",0.890,1.550
3,1:57,3,2,,7,31,Richard Bartel pass complete deep right to Larry Fitzgerald for 31 yards (tackle by Tramaine Brock),1.550,4.310
3,1:18,1,10,SFO 19,7,31,Richard Bartel pass complete deep middle to Larry Fitzgerald for 18 yards (tackle by Dashon Goldson),4.310,6.970
3,0:38,1,1,SFO 1,7,31,Richard Bartel pass incomplete short left intended for Larry Fitzgerald (defended by Nate Clements),6.970,5.910
3,0:33,2,1,SFO 1,7,31,Tim Hightower middle for -2 yards (tackle by Parys Haralson),5.910,4.720
Quarter,Time,Down,ToGo,Location,ARI,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,SFO 3,7,31,Richard Bartel pass incomplete short left intended for Tim Hightower,4.720,3.040
4,14:57,4,3,SFO 3,7,31,Richard Bartel pass incomplete short middle intended for Larry Fitzgerald (defended by Tarell Brown),3.040,0.380
4,14:53,1,10,SFO 4,7,31,"Anthony Dixon left guard for no gain (tackle by Calais Campbell and Dan Williams). Penalty on Dan Williams: Defensive Offside, 5 yards (no play)",-0.380,-0.190
4,14:36,1,5,SFO 9,7,31,Anthony Dixon middle for -1 yards (tackle by O'Brien Schofield),-0.190,-0.490
4,13:57,2,6,SFO 8,7,31,Alex Smith pass incomplete deep left intended for Vernon Davis (defended by Adrian Wilson),-0.490,-0.950
4,13:49,3,6,SFO 8,7,31,Alex Smith pass incomplete deep left intended for Ted Ginn,-0.950,-2.490
4,13:43,4,6,SFO 8,7,31,"Andy Lee punts 44 yards, returned by Andre Roberts for 2 yards (tackle by C.J. Spillman)",-2.490,-2.260
4,13:34,1,10,,7,31,Richard Bartel pass complete short middle to Beanie Wells for 6 yards (tackle by Manny Lawson),2.260,2.520
4,13:01,2,4,SFO 44,7,31,Beanie Wells right tackle for 2 yards (tackle by Isaac Sopoaga and Justin Smith),2.520,2.080
4,12:21,3,2,SFO 42,7,31,Richard Bartel pass incomplete deep right intended for Larry Fitzgerald,2.080,0.460
4,12:16,4,2,SFO 42,7,31,Richard Bartel pass incomplete short left intended for Andre Roberts,0.460,-1.730
4,12:12,1,10,SFO 42,7,31,Anthony Dixon middle for no gain (tackle by Calais Campbell),1.730,1.190
4,11:29,2,10,SFO 42,7,31,Alex Smith pass complete deep right to Michael Crabtree for 18 yards (tackle by Paris Lenon),1.190,2.920
4,10:41,1,10,ARI 40,7,31,Anthony Dixon left end for -2 yards (tackle by Paris Lenon),2.920,2.100
4,9:55,2,12,ARI 42,7,31,Alex Smith pass complete short left to Michael Crabtree for 14 yards (tackle by Dominique Rodgers-Cromartie). Penalty on Dominique Rodgers-Cromartie: Defensive Pass Interfere (Declined),2.100,3.710
4,9:27,1,10,ARI 28,7,31,Anthony Dixon middle for 2 yards (tackle by Bryan Robinson and Clark Haggans),3.710,3.440
4,8:39,2,8,ARI 26,7,31,Alex Smith pass complete short right to Josh Morgan for -1 yards (tackle by Paris Lenon),3.440,2.610
4,7:56,3,9,ARI 27,7,31,"Penalty on Alex Smith: Delay of Game, 5 yards (no play)",2.610,1.950
4,7:25,3,14,ARI 32,7,31,Alex Smith pass incomplete deep right intended for Michael Crabtree,1.950,1.240
4,7:19,4,14,ARI 32,7,31,Penalty on Andy Lee: Delay of Game (Declined),1.240,1.240
4,7:19,4,14,ARI 32,7,31,Andy Lee punts 25 yards,1.240,0.380
4,7:10,1,10,ARI 7,7,31,Richard Bartel pass complete short left to Larry Fitzgerald for 2 yards (tackle by NaVorro Bowman and Taylor Mays),-0.380,-0.630
4,6:44,2,8,ARI 9,7,31,Richard Bartel pass complete short right to Steve Breaston for 13 yards (tackle by Tarell Brown),-0.630,0.410
4,6:20,1,10,ARI 22,7,31,Richard Bartel pass complete short middle to Jason Wright for 5 yards (tackle by Tarell Brown),0.410,0.540
4,6:00,2,5,ARI 27,7,31,Richard Bartel pass complete short middle to Larry Fitzgerald for 4 yards (tackle by NaVorro Bowman),0.540,0.370
4,5:42,3,1,ARI 31,7,31,Jason Wright middle for 10 yards (tackle by Reggie Smith),0.370,1.660
4,5:23,1,10,ARI 41,7,31,Richard Bartel pass complete short right to Steve Breaston for 8 yards (tackle by Tramaine Brock),1.660,2.200
4,5:01,2,2,ARI 49,7,31,Richard Bartel pass incomplete short right intended for Andre Roberts,2.200,1.490
4,4:55,3,2,ARI 49,7,31,Jason Wright right guard for 9 yards (tackle by NaVorro Bowman),1.490,2.790
4,4:36,1,10,SFO 42,7,31,Richard Bartel sacked by Justin Smith for -6 yards,2.790,1.430
4,4:19,2,16,SFO 48,7,31,"Richard Bartel pass complete short middle to Jason Wright for no gain. Penalty on Isaac Sopoaga: Defensive Offside, 5 yards (no play)",1.430,2.110
4,4:13,2,11,SFO 43,7,37,"Richard Bartel pass incomplete short right intended for Andre Roberts is intercepted by Tarell Brown at SFO-38 and returned for 62 yards, touchdown",2.110,-7.000
4,,,,ARI 2,7,38,Jeff Reed kicks extra point good,0.000,0.000
4,,,,SFO 30,7,38,"Jeff Reed kicks off 56 yards, returned by Stephen Williams for 14 yards (tackle by Reggie Smith)",0.000,0.810
4,3:55,1,10,ARI 28,7,38,Richard Bartel pass complete deep left to Larry Fitzgerald for 16 yards (tackle by Shawntae Spencer),0.810,1.860
4,3:14,1,10,ARI 44,7,38,Richard Bartel pass incomplete short left intended for Stephen Williams,1.860,1.320
4,3:08,,,,7,38,Timeout #1 by Arizona Cardinals,0.000,1.320
4,3:08,2,10,ARI 44,7,38,Richard Bartel pass complete short middle to Max Komar for 13 yards (tackle by Shawntae Spencer),1.320,2.720
4,2:42,1,10,SFO 43,7,38,Richard Bartel pass complete short middle to Stephen Williams for 17 yards (tackle by Reggie Smith),2.720,3.840
4,2:33,1,10,SFO 26,7,38,Richard Bartel pass complete short left to Stephen Williams for 9 yards (tackle by Reggie Smith and NaVorro Bowman),3.840,4.640
4,2:12,2,1,SFO 17,7,38,Richard Bartel pass incomplete short left intended for Larry Fitzgerald,4.640,3.950
4,2:04,3,1,SFO 17,7,38,Richard Bartel pass complete short left to Jason Wright for 2 yards (tackle by Shawntae Spencer),3.950,4.580
4,2:00,1,10,SFO 15,7,38,Richard Bartel pass complete short right to Andre Roberts for 8 yards (tackle by Reggie Smith),4.580,0.000
4,,,,,7,38,--,0.000,5.410
4,1:43,2,2,SFO 7,7,38,Richard Bartel pass incomplete short middle intended for Jason Wright,5.410,4.680
4,1:38,3,2,SFO 7,7,38,Jason Wright middle for 4 yards (tackle by Ahmad Brooks),4.680,6.510
4,1:31,,,,7,38,Timeout #2 by Arizona Cardinals,0.000,6.510
4,1:31,1,3,SFO 3,7,38,Richard Bartel pass complete short left to Larry Fitzgerald for -3 yards (tackle by NaVorro Bowman),6.510,4.950
4,0:56,2,6,SFO 6,7,38,Richard Bartel pass complete short left to Jason Wright for 1 yard (tackle by Taylor Mays),4.950,4.260
4,0:44,,,,7,38,Timeout #3 by Arizona Cardinals,0.000,4.260
4,0:44,3,5,SFO 5,7,38,Richard Bartel sacked by Ahmad Brooks for -6 yards,4.260,2.700
4,0:09,4,11,SFO 11,7,38,Richard Bartel pass incomplete short left intended for Larry Fitzgerald (defended by Tarell Brown),2.700,0.350
4,0:04,1,10,SFO 12,7,38,Alex Smith kneels for -1 yards,-0.350,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
