Quarter,Time,Down,ToGo,Location,CLE,CAR,Detail,EPB,EPA
2,1:25,3,16,CLE 14,3,10,Timeout #1 by Carolina Panthers,-2.030,-1.770
2,1:25,4,6,CLE 24,3,10,"Spencer Lanning punts 52 yards, returned by Brenton Bersin for 25 yards (tackle by Jordan Poyer). Penalty on Kevin Reddick: Illegal Block Above the Waist, 10 yards",-1.770,-0.610
2,1:13,1,10,CAR 25,3,10,Cam Newton pass incomplete deep right intended for Kelvin Benjamin,0.610,0.060
2,1:09,2,10,CAR 25,3,10,"Cam Newton pass complete short left to Kelvin Benjamin for 3 yards (tackle by Barkevious Mingo and Karlos Dansby). Penalty on Philly Brown: Unnecessary Roughness, 14 yards",0.060,-2.550
2,0:50,3,21,CAR 14,3,10,Fozzy Whittaker left tackle for 5 yards (tackle by Karlos Dansby),-2.550,-2.550
2,0:45,3,21,CAR 14,3,10,Timeout #3 by Cleveland Browns,-2.550,-2.140
2,0:45,4,16,CAR 19,3,10,"Brad Nortman punts 55 yards, returned by Travis Benjamin for no gain. Penalty on Johnson Bademosi: Offensive Holding, 10 yards",-2.140,0.140
2,0:36,1,10,CLE 16,3,10,Andrew Hawkins left end for 5 yards (tackle by Colin Jones),-0.140,0.150
2,0:14,2,5,CLE 21,3,10,Isaiah Crowell right guard for 2 yards (tackle by Dwan Edwards),0.150,-0.450
Quarter,Time,Down,ToGo,Location,CLE,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 35,3,10,"Graham Gano kicks off 72 yards, returned by Shaun Draughn for 39 yards (tackle by Fozzy Whittaker)",0.000,1.070
3,14:52,1,10,CLE 32,3,10,Brian Hoyer pass incomplete short left intended for Jordan Cameron,1.070,0.530
3,14:48,2,10,CLE 32,3,10,Isaiah Crowell up the middle for 26 yards (tackle by Tre Boston and Adarius Glanton),0.530,2.790
3,14:24,1,10,CAR 42,3,10,Isaiah Crowell right guard for no gain (tackle by Kawann Short),2.790,2.240
3,13:48,2,10,CAR 42,3,10,Brian Hoyer sacked by Charles Johnson for -3 yards,2.240,1.160
3,13:03,3,13,CAR 45,3,10,Brian Hoyer pass incomplete deep left intended for Taylor Gabriel,1.160,0.270
3,12:57,4,13,CAR 45,3,10,"Spencer Lanning punts 45 yards, touchback",0.270,-0.280
3,12:50,1,10,CAR 20,3,10,Cam Newton pass complete short right to Jonathan Stewart for -2 yards (tackle by Karlos Dansby),0.280,-0.630
3,12:11,2,12,CAR 18,3,10,Cam Newton pass complete short middle to Jerricho Cotchery for 13 yards (tackle by Donte Whitner),-0.630,1.000
3,11:39,1,10,CAR 31,3,10,Cam Newton pass incomplete short right intended for Jonathan Stewart,1.000,0.460
3,11:31,2,10,CAR 31,3,10,Mike Tolbert left guard for no gain (tackle by Scott Solomon and Ishmaa'ily Kitchen),0.460,0.460
3,10:51,2,10,CAR 31,3,10,Timeout #1 by Carolina Panthers,0.460,-0.230
3,10:50,3,10,CAR 31,3,10,Cam Newton up the middle for 11 yards (tackle by Karlos Dansby),-0.230,1.730
3,10:20,1,10,CAR 42,3,10,Cam Newton pass incomplete short right intended for Greg Olsen,1.730,1.190
3,10:13,2,10,CAR 42,3,10,"Cam Newton pass incomplete short right intended for Philly Brown. Penalty on Buster Skrine: Defensive Pass Interference, 9 yards (no play)",1.190,2.320
3,10:08,1,10,CLE 49,3,10,Jonathan Stewart up the middle for 2 yards (tackle by Paul Kruger),2.320,2.050
3,9:44,2,8,CLE 47,3,10,Cam Newton pass incomplete deep left intended for Kelvin Benjamin,2.050,2.050
3,9:38,2,8,CLE 47,3,10,Timeout #2 by Carolina Panthers,2.050,1.360
3,9:38,3,8,CLE 47,3,10,Cam Newton pass complete short left to Kelvin Benjamin for 8 yards,1.360,2.980
3,9:19,1,10,CLE 39,3,10,Cam Newton pass incomplete short right intended for Kelvin Benjamin (defended by Pierre Desir),2.980,2.440
3,9:11,2,10,CLE 39,3,10,Jonathan Stewart left guard for 3 yards (tackle by Craig Robertson and Ishmaa'ily Kitchen),2.440,2.150
3,8:33,3,7,CLE 36,3,10,Cam Newton pass incomplete short left intended for Jonathan Stewart is intercepted by Billy Winn at CLE-44,2.150,-1.860
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the play was upheld.",,
3,8:20,1,10,CLE 44,3,10,Isaiah Crowell up the middle for 1 yard (tackle by Charles Johnson),1.860,1.450
3,7:48,2,9,CLE 45,3,10,Brian Hoyer pass complete short left to Josh Gordon for 18 yards (tackle by Josh Norman),1.450,3.120
3,7:20,1,10,CAR 37,3,10,Brian Hoyer pass complete short right to Jim Dray for 4 yards (tackle by Roman Harper),3.120,3.110
3,6:48,2,6,CAR 33,3,10,Isaiah Crowell left end for 1 yard (tackle by Dwan Edwards),3.110,2.540
3,6:14,3,5,CAR 32,3,10,Brian Hoyer left guard for 11 yards (tackle by Josh Norman),2.540,4.170
3,5:29,1,10,CAR 21,3,10,Isaiah Crowell right end for -4 yards (tackle by Adarius Glanton),4.170,3.090
3,4:50,2,14,CAR 25,3,10,Brian Hoyer pass complete short left to Jordan Cameron for 4 yards (tackle by Luke Kuechly),3.090,2.940
3,4:04,3,10,CAR 21,3,10,Brian Hoyer right tackle for 8 yards (tackle by Luke Kuechly),2.940,2.690
3,3:18,4,2,CAR 13,6,10,Garrett Hartley 31 yard field goal good,2.690,3.000
3,3:18,,,CLE 35,6,10,"Spencer Lanning kicks off 62 yards, returned by Fozzy Whittaker for 18 yards (tackle by Johnson Bademosi). Penalty on Brandon Williams: Illegal Wedge, 5 yards",0.000,0.380
3,3:06,1,10,CAR 6,6,10,Jonathan Stewart up the middle for 6 yards (tackle by Jim Leonhard),-0.380,-0.340
3,2:35,2,4,CAR 12,6,10,Jonathan Stewart right guard for 4 yards (tackle by Sione Fua and Ishmaa'ily Kitchen),-0.340,-0.140
3,1:49,1,10,CAR 16,6,10,Jonathan Stewart right guard for 4 yards (tackle by Paul Kruger and Karlos Dansby),-0.140,0.010
3,1:19,2,6,CAR 20,6,10,Jonathan Stewart up the middle for 1 yard (tackle by Karlos Dansby and Craig Robertson),0.010,-0.700
3,0:33,3,5,CAR 21,6,10,Jonathan Stewart up the middle for -2 yards (tackle by Scott Solomon),-0.700,-2.140
3,0:00,4,7,CAR 19,6,10,"Brad Nortman punts 60 yards, returned by Travis Benjamin for 24 yards (tackle by Adarius Glanton)",-2.140,-1.930
Quarter,Time,Down,ToGo,Location,CLE,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CLE 45,6,10,Brian Hoyer pass incomplete short right intended for Andrew Hawkins (defended by Bene Benwikere),1.930,1.380
4,14:55,2,10,CLE 45,6,10,Brian Hoyer pass incomplete deep left intended for Travis Benjamin,1.380,0.700
4,14:48,3,10,CLE 45,6,10,Brian Hoyer sacked by Kony Ealy for -12 yards,0.700,-1.180
4,14:11,4,22,CLE 33,6,10,"Spencer Lanning punts 52 yards, returned by Brenton Bersin for 6 yards (tackle by Marlon Moore)",-1.180,-0.340
4,14:00,1,10,CAR 21,6,10,Cam Newton pass complete short right to Philly Brown for 12 yards (tackle by Pierre Desir),0.340,1.140
4,13:30,1,10,CAR 33,6,10,"Cam Newton sacked by Scott Solomon for 0 yards. Cam Newton fumbles (forced by Scott Solomon), recovered by Byron Bell at CAR-27",1.140,-0.220
4,12:38,2,16,CAR 27,6,10,Philly Brown right end for no gain (tackle by Sione Fua),-0.220,-0.890
,,,,,,,"Replay Assistant challenged the fumble ruling, and the original play was overturned.",,
4,12:15,3,16,CAR 27,6,10,Cam Newton pass complete short middle to Kelvin Benjamin for 10 yards,-0.890,-0.910
4,11:29,4,6,CAR 37,6,10,"Brad Nortman punts 48 yards, fair catch by Travis Benjamin",-0.910,0.220
4,11:22,1,10,CLE 15,6,10,Isaiah Crowell up the middle for 5 yards (tackle by Luke Kuechly),-0.220,0.080
4,10:47,2,5,CLE 20,6,10,Isaiah Crowell up the middle for -1 yards (tackle by Colin Cole),0.080,-0.880
4,10:11,3,6,CLE 19,12,10,"Brian Hoyer pass complete deep middle to Jordan Cameron for 81 yards, touchdown",-0.880,7.000
4,10:11,,,CAR 2,13,10,Garrett Hartley kicks extra point good,0.000,0.000
4,10:11,,,CLE 35,13,10,"Spencer Lanning kicks off 62 yards, returned by Fozzy Whittaker for 31 yards (tackle by Eric Martin)",0.000,-1.200
4,9:52,1,10,CAR 34,13,10,Cam Newton pass complete short right to Greg Olsen for 21 yards (tackle by Jim Leonhard),1.200,2.590
4,9:28,1,10,CLE 45,13,10,Cam Newton right tackle for 6 yards (tackle by Donte Whitner),2.590,2.850
4,9:01,2,4,CLE 39,13,10,Jonathan Stewart up the middle for 3 yards (tackle by Desmond Bryant and Karlos Dansby),2.850,2.540
4,8:15,3,1,CLE 36,13,10,Cam Newton left end for 13 yards (tackle by Donte Whitner),2.540,4.040
4,7:47,1,10,CLE 23,13,10,Cam Newton pass complete short left to Brenton Bersin for 14 yards (tackle by Jim Leonhard),4.040,5.140
,,,,,,,"CAR challenged the incomplete pass ruling, and the original play was overturned.",,
4,7:22,1,9,CLE 9,13,10,Cam Newton pass incomplete short left intended for Kelvin Benjamin (defended by Pierre Desir),5.140,4.380
4,7:15,2,9,CLE 9,13,16,"Cam Newton pass complete short right to Jonathan Stewart for 9 yards, touchdown",4.380,7.000
4,7:15,,,CLE 2,13,17,Graham Gano kicks extra point good,0.000,0.000
4,7:15,,,CAR 35,13,17,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
4,7:07,1,10,CLE 20,13,17,"Brian Hoyer pass incomplete deep right intended for Travis Benjamin is intercepted by Josh Norman at CAR-38 and returned for 33 yards. Josh Norman fumbles (forced by Travis Benjamin), recovered by Travis Benjamin at CLE-29 (tackle by Josh Norman)",0.280,0.870
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
4,6:47,1,10,CLE 29,13,17,Isaiah Crowell up the middle for 3 yards (tackle by Roman Harper and Adarius Glanton),0.870,0.730
4,6:18,2,7,CLE 32,13,17,Brian Hoyer pass complete short right to Josh Gordon for 9 yards (tackle by Josh Norman),0.730,1.660
4,5:54,1,10,CLE 41,13,17,Isaiah Crowell left end for 12 yards (tackle by Adarius Glanton),1.660,2.460
4,5:29,1,10,CAR 47,13,17,Isaiah Crowell right end for -4 yards (tackle by Thomas Davis),2.460,1.370
4,4:48,2,14,CLE 49,13,17,Brian Hoyer sacked by Kawann Short for -7 yards,1.370,1.370
4,4:48,2,14,CLE 49,13,17,Timeout #1 by Cleveland Browns,1.370,-0.230
4,4:10,3,21,CLE 42,13,17,Brian Hoyer pass complete short middle to Josh Gordon for 8 yards (tackle by Thomas Davis),-0.230,-0.060
4,3:33,4,13,,13,17,"Spencer Lanning punts 50 yards, touchback",-0.060,-0.280
4,3:24,1,10,CAR 20,13,17,Mike Tolbert left guard for 1 yard (tackle by Jim Leonhard and Craig Robertson),0.280,-0.130
4,2:44,2,9,CAR 21,13,17,Cam Newton pass complete deep right to Ed Dickson for 34 yards (tackle by Pierre Desir),-0.130,2.590
4,2:00,1,10,CLE 45,13,17,Jonathan Stewart left tackle for 3 yards (tackle by Paul Kruger and Donte Whitner),2.590,2.590
4,1:53,1,10,CLE 45,13,17,Timeout #2 by Cleveland Browns,2.590,2.450
4,1:53,2,7,CLE 42,13,17,Jonathan Stewart right end for 2 yards (tackle by Donte Whitner and Craig Robertson),2.450,2.450
4,1:47,2,7,CLE 42,13,17,Timeout #3 by Cleveland Browns,2.450,2.450
4,1:47,2,7,CLE 42,13,17,Timeout #3 by Carolina Panthers,2.450,2.010
4,1:47,3,5,CLE 40,13,17,Jonathan Stewart right end for 30 yards (tackle by Pierre Desir),2.010,4.910
4,0:54,1,10,CLE 10,13,17,Cam Newton kneels for -1 yards,4.910,4.020
4,0:26,2,11,CLE 11,13,17,Cam Newton kneels for -1 yards,4.020,3.100
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
