Quarter,Time,Down,ToGo,Location,KAN,CAR,Detail,EPB,EPA
1,9:02,4,25,KAN 3,0,0,"Dustin Colquitt punts 47 yards, returned by Mark Jones for 4 yards (tackle by Jon McGraw)",-2.490,-2.520
1,8:51,1,10,KAN 46,0,0,Jake Delhomme pass complete short middle to Jonathan Stewart for 8 yards (tackle by Brandon Flowers),2.520,3.060
1,8:18,2,2,KAN 38,0,0,Jonathan Stewart up the middle for 1 yard (tackle by Tamba Hali),3.060,2.480
1,7:45,3,1,KAN 37,0,0,Jonathan Stewart left guard for 4 yards (tackle by Bernard Pollard),2.480,3.380
1,7:12,1,10,KAN 33,0,0,DeAngelo Williams left end for 4 yards (tackle by Brandon Carr),3.380,3.380
1,6:42,2,6,KAN 29,0,0,Jonathan Stewart right tackle for 14 yards (tackle by Jon McGraw),3.380,4.580
1,6:01,1,10,KAN 15,0,0,DeAngelo Williams left tackle for 5 yards (tackle by Brandon Carr),4.580,4.840
1,5:15,2,5,KAN 10,0,6,"DeAngelo Williams up the middle for 10 yards, touchdown",4.840,7.000
1,,,,KAN 2,0,7,John Kasay kicks extra point good,0.000,0.000
1,,,,CAR 30,0,7,"Rhys Lloyd kicks off 70 yards, touchback",0.000,0.280
1,5:10,1,10,KAN 20,0,7,Larry Johnson right tackle for 4 yards (tackle by Thomas Davis),0.280,0.270
1,4:33,2,6,KAN 24,0,7,"Larry Johnson up the middle for no gain (tackle by Ma'ake Kemoeatu). Penalty on Rudy Niswanger: Offensive Holding, 10 yards (no play)",0.270,-1.180
1,4:04,2,16,KAN 14,0,7,Damon Huard pass incomplete deep left intended for Dwayne Bowe,-1.180,-2.030
1,3:58,3,16,KAN 14,0,7,Damon Huard pass complete short left to Tony Gonzalez for 6 yards (tackle by Thomas Davis),-2.030,-2.030
1,3:21,4,10,KAN 20,0,7,"Dustin Colquitt punts 57 yards, returned by Mark Jones for 16 yards (tackle by Weston Dacus)",-2.030,-1.530
1,3:08,1,10,CAR 39,0,7,Jonathan Stewart right end for 1 yard (tackle by Jarrad Page and Turk McBride),1.530,1.120
1,2:27,2,9,CAR 40,0,7,Jonathan Stewart left tackle for -3 yards (tackle by Demorrio Williams),1.120,0.040
1,1:44,3,12,CAR 37,0,7,"Penalty on Frank Omiyale: False Start, 5 yards (no play)",0.040,-0.630
1,1:20,3,17,CAR 32,0,7,Jake Delhomme pass complete deep middle to Mark Jones for 19 yards (tackle by Brandon Carr),-0.630,2.320
1,0:42,1,10,KAN 49,0,7,DeAngelo Williams right end for 20 yards (tackle by Brandon Flowers),2.320,3.640
1,0:09,1,10,KAN 29,0,7,Jake Delhomme pass complete short middle to Jeff King for 14 yards (tackle by Derrick O. Johnson),3.640,4.580
Quarter,Time,Down,ToGo,Location,KAN,CAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,KAN 15,0,7,Jake Delhomme pass incomplete short left intended for Steve Smith,4.580,3.950
2,14:53,2,10,KAN 15,0,7,"Jonathan Stewart right guard for 1 yard (tackle by Glenn Dorsey). Jonathan Stewart fumbles (forced by Glenn Dorsey), recovered by Tank Tyler at KAN-14 and returned for 7 yards (tackle by Dante Rosario)",3.950,-0.340
2,14:43,1,10,KAN 21,0,7,Larry Johnson left guard for 4 yards (tackle by Jon Beason),0.340,0.340
2,14:06,2,6,KAN 25,0,7,Larry Johnson right tackle for 1 yard (tackle by Darwin Walker),0.340,-0.230
2,13:22,3,5,KAN 26,0,7,Damon Huard pass incomplete short left intended for Tony Gonzalez (defended by Darwin Walker),-0.230,-1.630
2,13:16,4,5,KAN 26,0,7,"Dustin Colquitt punts 54 yards, fair catch by Mark Jones",-1.630,-0.280
2,13:08,1,10,CAR 20,0,7,Jake Delhomme pass complete deep middle to Steve Smith for 38 yards (tackle by Brandon Flowers),0.280,2.790
2,12:28,1,10,KAN 42,0,7,Jake Delhomme pass complete short left to Steve Smith for 8 yards (tackle by Brandon Carr),2.790,3.320
2,12:06,2,2,KAN 34,0,7,Jonathan Stewart left end for -1 yards (tackle by Turk McBride),3.320,2.480
2,11:23,3,3,KAN 35,0,7,Jake Delhomme pass complete short left to Steve Smith for 9 yards (tackle by Brandon Carr),2.480,3.840
2,10:43,1,10,KAN 26,0,7,Jake Delhomme pass incomplete short left intended for Steve Smith,3.840,3.300
2,10:41,,,,0,7,Timeout #1 by Carolina Panthers,0.000,3.300
2,10:41,2,10,KAN 26,0,7,Jake Delhomme left end for 1 yard (tackle by Pat Thomas),3.300,2.740
2,9:57,3,9,KAN 25,0,13,"Jake Delhomme pass complete short right to DeAngelo Williams for 25 yards, touchdown. Penalty on Turk McBride: Roughing the Passer, 15 yards",2.740,7.000
2,,,,KAN 2,0,14,John Kasay kicks extra point good,0.000,0.000
2,,,,CAR 45,0,14,"Rhys Lloyd kicks off 55 yards, touchback",0.000,0.280
2,9:51,1,10,KAN 20,0,14,Damon Huard pass incomplete short left intended for Dwayne Bowe (defended by Ma'ake Kemoeatu),0.280,-0.270
2,9:46,2,10,KAN 20,0,14,Damon Huard pass incomplete short right intended for Tony Gonzalez (defended by Chris Gamble),-0.270,-0.960
2,9:42,3,10,KAN 20,0,14,Damon Huard pass complete short middle to Dwayne Bowe for 15 yards (tackle by Ken Lucas),-0.960,1.270
2,9:01,1,10,KAN 35,0,14,Larry Johnson left tackle for -3 yards (tackle by Thomas Davis),1.270,0.320
2,8:23,2,13,KAN 32,0,14,Damon Huard pass complete short right to Tony Gonzalez for 3 yards (tackle by Jon Beason),0.320,0.040
2,7:39,3,10,KAN 35,0,14,Damon Huard pass complete short left to Devard Darling for 9 yards (tackle by Thomas Davis),0.040,-0.460
2,6:45,4,1,KAN 44,0,14,"Dustin Colquitt punts 44 yards, returned by Mark Jones for 5 yards (tackle by Mike Cox)",-0.460,0.060
2,6:33,1,10,CAR 17,0,14,DeAngelo Williams up the middle for 3 yards (tackle by Turk McBride),-0.060,-0.060
2,5:58,2,7,CAR 20,0,14,DeAngelo Williams left tackle for no gain (tackle by Derrick O. Johnson),-0.060,-0.870
2,5:16,3,7,CAR 20,0,14,Jake Delhomme pass complete short left to Steve Smith for 15 yards (tackle by Brandon Flowers),-0.870,1.270
2,4:37,1,10,CAR 35,0,14,"DeAngelo Williams left tackle for no gain (tackle by Turk McBride). Penalty on KAN: Defensive 12 On-field, 5 yards (no play)",1.270,2.000
2,4:10,1,5,CAR 40,0,14,Jake Delhomme pass complete short left to Steve Smith for 15 yards (tackle by Brandon Carr),2.000,2.590
2,3:37,1,10,KAN 45,0,14,DeAngelo Williams right tackle for 2 yards (tackle by Tamba Hali),2.590,2.310
2,2:56,2,8,KAN 43,0,14,DeAngelo Williams up the middle for 4 yards (tackle by Tamba Hali),2.310,2.150
2,2:11,,,,0,14,Timeout #2 by Carolina Panthers,0.000,2.150
2,2:11,3,4,KAN 39,0,14,Jonathan Stewart left end for 3 yards (tackle by DaJuan Morgan),2.150,0.890
2,2:00,4,1,KAN 36,0,14,Jonathan Stewart up the middle for 2 yards (tackle by Tank Tyler),0.890,3.310
2,1:19,1,10,KAN 34,0,14,Jake Delhomme pass incomplete short right intended for Muhsin Muhammad,3.310,2.770
2,1:16,2,10,KAN 34,0,14,DeAngelo Williams right tackle for 2 yards (tackle by Tank Tyler and Demorrio Williams),2.770,2.350
2,0:34,3,8,KAN 32,0,20,"DeAngelo Williams up the middle for 32 yards, touchdown",2.350,7.000
2,,,,KAN 2,0,21,John Kasay kicks extra point good,0.000,0.000
2,,,,CAR 30,0,21,"Rhys Lloyd kicks off 72 yards, returned by Dantrell Savage for 19 yards (tackle by Richard Marshall)",0.000,-0.060
2,0:19,1,10,KAN 17,0,21,Damon Huard kneels for -1 yards,-0.060,-0.730
Quarter,Time,Down,ToGo,Location,KAN,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 30,0,21,"Rhys Lloyd kicks off 64 yards, returned by Maurice Leggett for 30 yards (tackle by Landon Johnson)",0.000,1.330
3,14:53,1,10,KAN 36,0,21,"Damon Huard sacked by Julius Peppers for -9 yards. Damon Huard fumbles (forced by Julius Peppers), recovered by Damione Lewis at KAN-28 (tackle by Damon Huard)",1.330,-3.710
3,14:47,1,10,KAN 28,0,21,Jake Delhomme pass incomplete deep right intended for Steve Smith (defended by Brandon Flowers),3.710,3.170
3,14:40,2,10,KAN 28,0,21,Jonathan Stewart up the middle for 8 yards (tackle by Demorrio Williams),3.170,3.530
3,14:02,3,2,KAN 20,0,21,Jake Delhomme pass complete short right to Muhsin Muhammad for 10 yards (tackle by Demorrio Williams),3.530,4.910
3,13:19,1,10,KAN 10,0,21,DeAngelo Williams up the middle for 5 yards (tackle by Pat Thomas),4.910,5.150
3,12:37,2,5,KAN 5,0,21,Jake Delhomme pass incomplete short left intended for Steve Smith (defended by Derrick O. Johnson),5.150,4.260
3,12:34,,,,0,21,Timeout #1 by Carolina Panthers,0.000,4.260
3,12:34,3,5,KAN 5,0,21,Jake Delhomme pass incomplete short middle intended for Steve Smith is intercepted by Jarrad Page at KAN-0,4.260,-0.280
,,,,,,,"KAN challenged the pass completion ruling, and the original play was overturned.",,
3,12:29,1,10,KAN 20,0,21,Damon Huard pass incomplete short middle intended for Dwayne Bowe is intercepted by Jon Beason at KAN-31 and returned for 8 yards (tackle by Adrian Jones),0.280,-4.040
3,12:19,1,10,KAN 23,0,21,Jonathan Stewart left tackle for 3 yards (tackle by Tank Tyler and Jarrad Page),4.040,3.900
3,11:38,2,7,KAN 20,0,21,Jonathan Stewart right end for 2 yards (tackle by Tank Tyler and Turk McBride),3.900,3.490
3,10:52,3,5,KAN 18,0,21,DeAngelo Williams up the middle for 4 yards (tackle by Alfonso Boone),3.490,2.660
3,10:18,4,1,KAN 14,0,24,John Kasay 32 yard field goal good,2.660,3.000
3,,,,CAR 30,0,24,"Rhys Lloyd kicks off 59 yards, returned by Dantrell Savage for 31 yards (tackle by Nick Goings)",0.000,1.730
3,10:05,1,10,KAN 42,0,24,Larry Johnson up the middle for no gain (tackle by Ma'ake Kemoeatu),1.730,1.190
3,9:26,2,10,KAN 42,0,24,Larry Johnson right tackle for -2 yards (tackle by Charles Godfrey),1.190,0.230
3,8:44,3,12,KAN 40,0,24,Damon Huard pass incomplete short left intended for Devard Darling,0.230,-0.720
3,8:39,4,12,KAN 40,0,24,"Dustin Colquitt punts 43 yards, returned by Mark Jones for 17 yards (tackle by Dimitri Patterson)",-0.720,-1.200
3,8:29,1,10,CAR 34,0,24,"Jake Delhomme pass incomplete deep middle intended for Steve Smith. Penalty on Frank Omiyale: Offensive Holding, 10 yards (no play)",1.200,0.540
3,8:22,1,20,CAR 24,0,24,Jonathan Stewart right tackle for 2 yards (tackle by Derrick O. Johnson and Tamba Hali),0.540,-0.420
3,7:50,2,18,CAR 26,0,24,Jonathan Stewart left guard for 3 yards (tackle by Derrick O. Johnson),-0.420,-0.690
3,7:01,3,15,CAR 29,0,24,Jake Delhomme pass incomplete short middle intended for DeAngelo Williams,-0.690,-1.440
3,6:58,4,15,CAR 29,0,24,"Jason Baker punts 51 yards, returned by Dantrell Savage for -10 yards (tackle by Dante Wesley)",-1.440,0.380
3,6:42,1,10,KAN 10,0,24,"Penalty on Darwin Walker: Neutral Zone Infraction, 5 yards (no play)",-0.380,0.080
3,6:42,1,5,KAN 15,0,24,Jamaal Charles left end for 4 yards (tackle by Jon Beason),0.080,0.240
3,6:15,2,1,KAN 19,0,24,Damon Huard pass complete short left to Jeff Webb for 13 yards,0.240,1.070
3,5:51,1,10,KAN 32,0,24,Damon Huard pass complete short right to Dwayne Bowe for 6 yards (tackle by Chris Gamble),1.070,1.340
3,5:29,2,4,KAN 38,0,24,Damon Huard pass complete short right to Jamaal Charles for 17 yards (tackle by Charles Godfrey),1.340,2.590
3,4:52,1,10,CAR 45,0,24,"Damon Huard pass incomplete short right intended for Dwayne Bowe. Penalty on Chris Gamble: Illegal Contact, 5 yards (no play)",2.590,2.920
3,4:52,1,10,CAR 40,0,24,Damon Huard pass complete short middle to Kolby Smith for 5 yards (tackle by Chris Harris),2.920,3.050
3,4:52,2,5,CAR 35,0,24,Damon Huard pass incomplete deep left intended for Dwayne Bowe is intercepted by Ken Lucas at CAR-5 and returned for 43 yards (tackle by Kolby Smith),3.050,-2.130
3,4:05,1,10,CAR 48,0,24,DeAngelo Williams left end for 4 yards (tackle by Demorrio Williams),2.130,2.120
3,3:21,2,6,KAN 48,0,24,DeAngelo Williams up the middle for 1 yard (tackle by Dimitri Patterson),2.120,1.550
3,2:40,3,5,KAN 47,0,30,"Jake Delhomme pass complete short right to Muhsin Muhammad for 47 yards, touchdown",1.550,7.000
3,,,,KAN 2,0,31,John Kasay kicks extra point good,0.000,0.000
3,,,,CAR 30,0,31,"Rhys Lloyd kicks off 71 yards, returned by Dantrell Savage for 25 yards (tackle by Donte Curry)",0.000,0.540
3,2:21,1,10,KAN 24,0,31,Jamaal Charles left end for 2 yards (tackle by Jon Beason),0.540,0.270
3,1:49,2,8,KAN 26,0,31,Damon Huard pass complete short left to Jamaal Charles for 4 yards (tackle by Charles Johnson),0.270,0.100
3,1:16,3,4,KAN 30,0,31,Damon Huard pass complete short middle to Tony Gonzalez for 8 yards (tackle by Thomas Davis),0.100,1.470
3,0:43,1,10,KAN 38,0,31,Damon Huard pass incomplete short right intended for Devard Darling,1.470,0.920
3,0:38,2,10,KAN 38,0,31,Damon Huard pass incomplete,0.920,0.230
3,0:35,3,10,KAN 38,0,31,Damon Huard pass incomplete deep right intended for Tony Gonzalez (defended by Chris Gamble),0.230,-0.850
3,0:29,4,10,KAN 38,0,31,"Dustin Colquitt punts 53 yards, returned by Mark Jones for 26 yards (tackle by Erik Walden)",-0.850,-1.270
3,0:16,1,10,CAR 35,0,31,Jonathan Stewart left end for 24 yards (tackle by DaJuan Morgan),1.270,2.850
Quarter,Time,Down,ToGo,Location,KAN,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,KAN 41,0,31,Jake Delhomme pass complete short left to Steve Smith for 11 yards (tackle by Bernard Pollard),2.850,3.580
4,14:29,1,10,KAN 30,0,31,Jonathan Stewart left tackle for 2 yards (tackle by Pat Thomas),3.580,3.300
4,13:50,2,8,KAN 28,0,31,DeAngelo Williams right tackle for 2 yards (tackle by Pat Thomas),3.300,2.870
4,13:09,3,6,KAN 26,0,31,DeAngelo Williams up the middle for 1 yard (tackle by Bernard Pollard),2.870,1.850
4,13:09,4,5,KAN 25,0,34,John Kasay 43 yard field goal good,1.850,3.000
4,,,,CAR 30,0,34,"Rhys Lloyd kicks off 69 yards, returned by Dantrell Savage for 25 yards (tackle by Donte Curry)",0.000,0.670
4,12:19,1,10,KAN 26,0,34,Tyler Thigpen pass complete short middle to Jamaal Charles for -2 yards (tackle by Darwin Walker),0.670,-0.140
4,11:44,2,12,KAN 24,0,34,Tyler Thigpen pass complete short left to Dwayne Bowe for 10 yards (tackle by Ken Lucas),-0.140,0.500
4,11:22,3,2,KAN 34,0,34,Tyler Thigpen for 4 yards (tackle by Jon Beason),0.500,1.470
4,10:53,1,10,KAN 38,0,34,Tyler Thigpen pass incomplete short left intended for Tony Gonzalez,1.470,0.920
4,10:49,2,10,KAN 38,0,34,Jamaal Charles right end for 7 yards (tackle by Charles Johnson),0.920,1.160
4,10:19,3,3,KAN 45,0,34,Tyler Thigpen pass incomplete short right intended for Jeff Webb,1.160,-0.390
4,10:15,4,3,KAN 45,0,34,Tyler Thigpen pass incomplete short left intended for Jeff Webb,-0.390,-2.590
4,10:10,1,10,KAN 45,0,34,Jonathan Stewart right guard for 5 yards (tackle by Tank Tyler),2.590,2.720
4,9:26,2,5,KAN 40,0,34,Jonathan Stewart left end for -2 yards (tackle by DaJuan Morgan),2.720,1.750
4,8:40,3,7,KAN 42,0,34,DeAngelo Williams up the middle for 9 yards (tackle by Bernard Pollard and DaJuan Morgan),1.750,3.380
4,7:57,1,10,KAN 33,0,34,Nick Goings up the middle for 2 yards (tackle by Alfonso Boone),3.380,3.110
4,7:12,2,8,KAN 31,0,34,Nick Goings up the middle for -1 yards (tackle by Demorrio Williams),3.110,2.280
4,6:34,3,9,KAN 32,0,34,Nick Goings right end for -1 yards (tackle by Brandon Carr),2.280,1.150
4,5:49,4,10,KAN 33,0,34,Nick Goings up the middle for 3 yards (tackle by Demorrio Williams),1.150,-0.940
4,5:43,1,10,KAN 30,0,34,Tyler Thigpen sacked by Charles Johnson for -15 yards,0.940,-1.780
4,5:22,2,25,KAN 15,0,34,Tyler Thigpen pass incomplete short right intended for Jamaal Charles (defended by Damione Lewis),-1.780,-2.840
4,5:18,3,25,KAN 15,0,34,Jamaal Charles left end for 5 yards (tackle by Landon Johnson),-2.840,-2.030
4,4:38,4,20,KAN 20,0,34,"Dustin Colquitt punts 45 yards, fair catch by Mark Jones",-2.030,-1.270
4,4:30,1,10,CAR 35,0,34,Nick Goings right tackle for 3 yards (tackle by Derrick O. Johnson),1.270,1.130
4,3:48,2,7,CAR 38,0,34,Nick Goings up the middle for 4 yards (tackle by Bernard Pollard),1.130,0.960
4,3:06,3,3,CAR 42,0,34,Nick Goings left end for no gain (tackle by Turk McBride),0.960,-0.590
4,3:06,4,3,CAR 42,0,34,"Penalty on Jason Baker: Delay of Game, 5 yards (no play)",-0.590,-0.910
4,2:16,4,8,CAR 37,0,34,"Jason Baker punts 36 yards, fair catch by Dantrell Savage. Penalty on Nick Goings: Offensive Holding, 10 yards",-0.910,-1.400
4,2:10,1,10,KAN 37,0,34,Tyler Thigpen for 3 yards (tackle by Jon Beason),1.400,1.260
4,2:10,2,7,KAN 40,0,34,Tyler Thigpen for 3 yards,1.260,0.960
4,1:57,3,4,KAN 43,0,34,Tyler Thigpen left end for 6 yards (tackle by Damione Lewis),0.960,2.190
4,1:26,1,10,KAN 49,0,34,Tyler Thigpen pass complete deep left to Dwayne Bowe for 20 yards (tackle by C.J. Wilson),2.190,3.510
4,1:19,1,10,CAR 31,0,34,Tyler Thigpen pass incomplete deep left intended for Dwayne Bowe (defended by C.J. Wilson),3.510,2.970
4,1:12,2,10,CAR 31,0,34,Tyler Thigpen pass complete short left to Jamaal Charles for 3 yards (tackle by Landon Johnson),2.970,2.680
4,0:47,3,7,CAR 28,0,34,Tyler Thigpen pass complete short left to Dwayne Bowe for 6 yards (tackle by C.J. Wilson),2.680,2.140
4,0:42,,,,0,34,Timeout #1 by Kansas City Chiefs,0.000,2.140
4,0:41,4,1,CAR 22,0,34,Dantrell Savage right tackle for no gain (tackle by Nate Salley and Jon Beason),2.140,-0.410
4,0:33,1,10,CAR 22,0,34,Josh McCown kneels for -1 yards,0.410,-0.270
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
