Quarter,Time,Down,ToGo,Location,CHI,PHI,Detail,EPB,EPA
2,9:57,,,,0,3,Timeout #1 by Chicago Bears,0.000,3.340
2,9:56,3,4,PHI 21,0,3,Brian Griese pass incomplete short right intended for Muhsin Muhammad (defended by Omar Gaither),3.340,2.130
2,9:52,4,4,PHI 21,0,3,Robbie Gould 39 yard field goal no good,2.130,-0.870
2,9:47,1,10,PHI 29,0,3,Reggie Brown left end for 12 yards (tackle by Danieal Manning),0.870,1.660
2,9:08,1,10,PHI 41,0,3,Brian Westbrook up the middle for 3 yards (tackle by Anthony Adams),1.660,1.530
2,8:27,2,7,PHI 44,0,3,Donovan McNabb pass complete short right to Brian Westbrook for 8 yards (tackle by Adam Archuleta),1.530,2.390
2,7:48,1,10,CHI 48,0,3,Donovan McNabb pass complete short right to Hank Baskett for 8 yards (tackle by Trumaine McBride),2.390,2.930
2,7:13,2,2,CHI 40,0,3,Correll Buckhalter right end for -1 yards (tackle by Brian Urlacher),2.930,2.080
2,6:34,3,3,CHI 41,0,3,Donovan McNabb pass complete short right to Kevin Curtis for 7 yards (tackle by Ricky Manning),2.080,3.310
2,5:53,1,10,CHI 34,0,3,Donovan McNabb pass complete short left to Kevin Curtis for 12 yards (tackle by Trumaine McBride),3.310,4.110
2,5:10,1,10,CHI 22,0,3,Donovan McNabb pass incomplete deep left intended for Matt Schobel,4.110,3.560
2,5:05,2,10,CHI 22,0,3,Brian Westbrook left guard for 8 yards (tackle by Charles Tillman and Brian Urlacher),3.560,4.150
2,4:15,3,2,CHI 14,0,3,Donovan McNabb pass incomplete short left intended for Brian Westbrook,4.150,2.630
2,4:10,4,2,CHI 14,0,6,David Akers 33 yard field goal good,2.630,3.000
2,,,,PHI 30,0,6,"David Akers kicks off 47 yards, returned by Rashied Davis for 3 yards (tackle by Greg Lewis)",0.000,0.670
2,3:59,1,10,CHI 26,0,6,Brian Griese pass complete deep middle to Muhsin Muhammad for 44 yards (tackle by Omar Gaither),0.670,3.580
2,3:10,1,10,PHI 30,0,6,Cedric Benson left tackle for 2 yards (tackle by Takeo Spikes),3.580,3.300
2,2:34,2,8,PHI 28,0,6,Brian Griese pass complete short right to Greg Olsen for 9 yards (tackle by Lito Sheppard),3.300,4.310
2,2:08,1,10,PHI 19,0,6,Cedric Benson right tackle for no gain (tackle by Omar Gaither and Chris Gocong),4.310,3.750
2,2:00,2,10,PHI 19,0,6,Brian Griese pass incomplete short left intended for Greg Olsen (defended by Will James),3.750,3.030
2,1:55,3,10,PHI 19,0,6,"Penalty on Ruben Brown: False Start, 5 yards (no play)",3.030,2.410
2,1:55,,,,0,6,Timeout #2 by Chicago Bears,0.000,2.410
2,1:55,3,15,PHI 24,0,6,Brian Griese pass complete short left to Muhsin Muhammad for 11 yards (tackle by Will James),2.410,2.640
2,1:48,4,4,PHI 13,3,6,Robbie Gould 31 yard field goal good,2.640,3.000
2,,,,CHI 30,3,6,"Robbie Gould kicks off 63 yards, returned by Correll Buckhalter for 21 yards (tackle by Israel Idonije)",0.000,0.810
2,1:39,1,10,PHI 28,3,6,Donovan McNabb pass incomplete short left intended for Brian Westbrook,0.810,0.260
2,1:34,2,10,PHI 28,3,6,Donovan McNabb for 9 yards (tackle by Lance Briggs),0.260,0.760
2,1:26,3,1,PHI 37,3,6,Tony Hunt up the middle for 1 yard (tackle by Ricky Manning),0.760,1.470
2,1:20,,,,3,6,Timeout #1 by Philadelphia Eagles,0.000,1.470
2,1:20,1,10,PHI 38,3,6,Brian Westbrook left tackle for 12 yards (tackle by Danieal Manning and Adam Archuleta),1.470,2.260
2,1:13,,,,3,6,Timeout #2 by Philadelphia Eagles,0.000,2.260
2,1:13,1,10,,3,6,Donovan McNabb pass complete deep left to Hank Baskett for 25 yards (tackle by Danieal Manning),2.260,3.910
2,0:52,1,10,CHI 25,3,6,Donovan McNabb pass complete short middle to Brian Westbrook for 6 yards (tackle by Trumaine McBride),3.910,4.200
2,0:31,2,4,CHI 19,3,6,Donovan McNabb pass incomplete deep left intended for Kevin Curtis,4.200,3.490
2,0:30,3,4,CHI 19,3,6,Donovan McNabb pass incomplete deep left intended for Matt Schobel,3.490,2.260
2,0:26,4,4,CHI 19,3,9,David Akers 37 yard field goal good,2.260,3.000
2,,,,PHI 30,3,9,David Akers kicks off 55 yards,0.000,1.600
2,0:20,1,10,CHI 40,3,9,Brian Griese pass incomplete,1.600,1.050
2,0:17,2,10,CHI 40,3,9,Brian Griese pass complete short right to Rashied Davis for 3 yards (tackle by Lito Sheppard),1.050,0.760
2,0:10,3,7,CHI 43,3,9,Adrian Peterson up the middle for 4 yards (tackle by Omar Gaither),0.760,-0.260
Quarter,Time,Down,ToGo,Location,CHI,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 30,3,9,"David Akers kicks off 45 yards, returned by Rashied Davis for 11 yards (tackle by J.R. Reed)",0.000,1.330
3,14:56,1,10,CHI 36,3,9,Brian Griese pass complete short left to Greg Olsen for 10 yards (tackle by Sheldon Brown),1.330,1.990
3,14:35,1,10,CHI 46,3,9,Cedric Benson right tackle for no gain (tackle by Trent Cole),1.990,1.450
3,13:57,2,10,CHI 46,3,9,Brian Griese pass complete short left to Muhsin Muhammad for 6 yards (tackle by Will James),1.450,1.550
3,13:16,3,4,PHI 48,3,9,"Brian Griese sacked by Trent Cole for -9 yards. Penalty on Will James: Defensive Holding, 5 yards (no play)",1.550,2.720
3,12:59,1,10,PHI 43,3,9,Brian Griese pass incomplete deep left intended for Mark Bradley,2.720,2.180
3,12:53,2,10,PHI 43,3,9,Cedric Benson up the middle for 5 yards (tackle by Victor Abiamiri),2.180,2.150
3,12:12,3,5,PHI 38,3,9,Brian Griese pass complete short right to Adrian Peterson for 18 yards (tackle by Quintin Mikell),2.150,4.240
3,11:43,1,10,PHI 20,3,9,Jason McKie up the middle for 5 yards (tackle by Trent Cole),4.240,4.450
3,11:11,2,5,PHI 15,3,9,Adrian Peterson left end for 4 yards (tackle by Takeo Spikes),4.450,4.590
3,10:27,3,1,PHI 11,3,9,"Penalty on Fred Miller: False Start, 5 yards (no play)",4.590,3.520
3,10:10,3,6,PHI 16,3,9,Brian Griese pass complete short right to Bernard Berrian for 10 yards (tackle by Sheldon Brown),3.520,5.830
3,9:30,1,6,PHI 6,3,9,"Adrian Peterson up the middle for no gain (tackle by Brodrick Bunkley). Penalty on PHI: Defensive 12 On-field, 3 yards (no play)",5.830,6.510
3,9:15,1,3,PHI 3,3,9,Brian Griese pass incomplete short left intended for Greg Olsen (defended by Sheldon Brown),6.510,5.530
3,9:10,2,3,PHI 3,3,9,Brian Griese pass complete short left to Jason McKie for 2 yards (tackle by Omar Gaither),5.530,5.170
3,8:30,3,1,PHI 1,3,9,"Brian Griese for no gain. Brian Griese fumbles, recovered by Brian Griese at PHI-4",5.170,3.030
3,8:06,4,4,PHI 4,6,9,Robbie Gould 22 yard field goal good,3.030,3.000
3,,,,CHI 30,6,9,"Robbie Gould kicks off 58 yards, returned by Correll Buckhalter for 19 yards (tackle by Adrian Peterson)",0.000,1.000
3,7:59,1,10,PHI 31,6,9,Brian Westbrook left end for 5 yards (tackle by Adewale Ogunleye),1.000,1.140
3,7:19,2,5,PHI 36,6,9,Donovan McNabb pass complete short left to Brian Westbrook for 6 yards (tackle by Hunter Hillenmeyer),1.140,1.730
3,6:37,1,10,PHI 42,6,9,Donovan McNabb pass complete short right to Correll Buckhalter for 11 yards (tackle by Trumaine McBride),1.730,2.460
3,5:53,1,10,CHI 47,6,9,Donovan McNabb pass complete short middle to Brian Westbrook for 6 yards (tackle by Lance Briggs),2.460,2.720
3,5:10,2,4,CHI 41,6,9,Donovan McNabb pass incomplete short middle intended for Thomas Tapeh (defended by Brian Urlacher),2.720,2.010
3,5:04,3,4,CHI 41,6,9,Donovan McNabb pass incomplete short left intended for Jason Avant (defended by Ricky Manning),2.010,0.530
3,5:00,4,4,CHI 41,6,9,"Saverio Rocca punts 41 yards, touchback",0.530,-0.280
3,4:53,1,10,CHI 20,6,9,Cedric Benson left tackle for 3 yards (tackle by Mike Patterson),0.280,0.140
3,4:19,2,7,CHI 23,6,9,Brian Griese pass complete short left to Greg Olsen for 9 yards (tackle by Quintin Mikell),0.140,1.070
3,3:48,1,10,CHI 32,6,9,Brian Griese pass complete deep middle to Bernard Berrian for 24 yards (tackle by Lito Sheppard),1.070,2.650
3,3:14,1,10,PHI 44,6,9,Cedric Benson left end for -3 yards (tackle by Chris Gocong),2.650,1.710
3,2:27,2,13,PHI 47,6,9,Brian Griese pass complete short right to Bernard Berrian for 6 yards (tackle by Lito Sheppard),1.710,1.820
3,1:44,,,,6,9,Timeout #1 by Chicago Bears,0.000,1.820
3,1:44,3,7,PHI 41,6,9,Brian Griese pass complete short right to Devin Hester for 11 yards (tackle by Sean Considine),1.820,3.580
3,1:00,1,10,PHI 30,6,9,Brian Griese pass complete short right to Adrian Peterson for 6 yards (tackle by Chris Gocong),3.580,3.840
3,0:42,2,4,PHI 24,6,9,Cedric Benson left tackle for 1 yard (tackle by Takeo Spikes),3.840,3.270
Quarter,Time,Down,ToGo,Location,CHI,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,PHI 23,6,9,Brian Griese pass incomplete deep right intended for Bernard Berrian,3.270,2.030
4,14:56,,,,6,9,Timeout #2 by Chicago Bears,0.000,2.030
4,14:56,4,3,PHI 23,9,9,Robbie Gould 41 yard field goal good,2.030,3.000
4,,,,CHI 30,9,9,"Robbie Gould kicks off 69 yards, returned by Correll Buckhalter for 29 yards (tackle by John Gilmore)",0.000,0.940
4,14:45,1,10,PHI 30,9,9,Donovan McNabb sacked by Tommie Harris for -8 yards,0.940,-0.690
4,14:24,2,18,PHI 22,9,9,Brian Westbrook right end for 5 yards (tackle by Trumaine McBride),-0.690,-0.690
4,13:42,3,13,PHI 27,9,9,Donovan McNabb sacked by Tommie Harris for -4 yards,-0.690,-1.830
4,13:30,4,17,PHI 23,9,9,Saverio Rocca punts 27 yards,-1.830,-2.260
4,13:23,1,10,,9,9,"Penalty on Brian Griese: False Start, 5 yards (no play)",2.260,1.930
4,13:23,1,15,CHI 45,9,9,Adrian Peterson right end for 9 yards (tackle by Mike Patterson),1.930,2.250
4,12:44,2,6,PHI 46,9,9,Brian Griese pass complete short left to Cedric Benson for 19 yards (tackle by Quintin Mikell),2.250,3.780
4,11:59,1,10,PHI 27,9,9,Cedric Benson up the middle for 3 yards (tackle by Quintin Mikell),3.780,3.640
4,11:22,2,7,PHI 24,9,9,"Brian Griese pass complete short right to Greg Olsen for 4 yards (tackle by Jevon Kearse). Penalty on Greg Olsen: Offensive Pass Interference, 10 yards (no play)",3.640,2.290
4,10:54,2,17,PHI 34,9,9,Adrian Peterson up the middle for 4 yards (tackle by Omar Gaither and Quintin Mikell),2.290,2.150
4,10:11,3,13,PHI 30,9,9,Brian Griese pass complete short left to Muhsin Muhammad for 3 yards (tackle by Trent Cole),2.150,1.670
4,9:25,4,10,PHI 27,12,9,Robbie Gould 45 yard field goal good,1.670,3.000
4,,,,CHI 30,12,9,"Robbie Gould kicks off 68 yards, returned by Correll Buckhalter for 24 yards (tackle by Brendon Ayanbadejo)",0.000,0.670
4,9:14,1,10,PHI 26,12,9,Brian Westbrook right end for no gain (tackle by Brian Urlacher and Anthony Adams),0.670,0.130
4,8:36,2,10,PHI 26,12,9,Donovan McNabb pass complete short left to Brian Westbrook for 6 yards (tackle by Charles Tillman),0.130,0.230
4,7:49,3,4,PHI 32,12,9,Donovan McNabb pass complete deep left to Kevin Curtis for 23 yards (tackle by Danieal Manning),0.230,2.590
4,7:09,1,10,CHI 45,12,9,Donovan McNabb pass incomplete short left intended for Thomas Tapeh,2.590,2.040
4,7:03,2,10,CHI 45,12,9,"Donovan McNabb pass incomplete short left intended for Kevin Curtis. Penalty on Charles Tillman: Defensive Pass Interference, 6 yards (no play)",2.040,2.980
4,7:00,1,10,CHI 39,12,9,Donovan McNabb pass complete short right to Reggie Brown for 15 yards (tackle by Brian Urlacher),2.980,3.970
4,6:21,1,10,CHI 24,12,9,Brian Westbrook up the middle for 3 yards (tackle by Brian Urlacher),3.970,3.840
4,5:42,2,7,CHI 21,12,9,Donovan McNabb pass complete short right to Brent Celek for 8 yards (tackle by Lance Briggs),3.840,4.710
4,5:02,1,10,CHI 13,12,15,"Donovan McNabb pass complete short middle to Matt Schobel for 13 yards, touchdown",4.710,7.000
4,,,,CHI 2,12,16,David Akers kicks extra point good,0.000,0.000
4,,,,PHI 30,12,16,"David Akers kicks off 40 yards, returned by Rashied Davis for 10 yards (tackle by Jason Avant)",0.000,1.600
4,4:52,1,10,CHI 40,12,16,Brian Griese pass incomplete deep middle intended for Greg Olsen,1.600,1.050
4,4:48,2,10,CHI 40,12,16,"Cedric Benson for 2 yards (tackle by Omar Gaither). Penalty on Olin Kreutz: Offensive Holding, 10 yards (no play)",1.050,-0.300
4,4:43,2,20,CHI 30,12,16,Brian Griese pass incomplete deep middle intended for Bernard Berrian (defended by Will James),-0.300,-0.960
4,4:37,3,20,CHI 30,12,16,Brian Griese sacked by Trent Cole for -8 yards,-0.960,-1.900
4,4:11,4,28,CHI 22,12,16,"Brad Maynard punts 42 yards, returned by Reno Mahe for 6 yards (tackle by Corey Graham)",-1.900,-1.730
4,4:02,1,10,PHI 42,12,16,Brian Westbrook up the middle for 2 yards (tackle by Lance Briggs),1.730,1.460
4,3:22,2,8,PHI 44,12,16,Donovan McNabb pass incomplete short left intended for Reggie Brown,1.460,0.760
4,3:17,3,8,PHI 44,12,16,Donovan McNabb for 9 yards (tackle by Tommie Harris),0.760,2.460
4,3:08,1,10,CHI 47,12,16,Donovan McNabb sacked by Adam Archuleta for -3 yards,2.460,1.510
4,2:37,2,13,,12,16,Brian Westbrook left end for 5 yards (tackle by Brian Urlacher),1.510,1.490
4,2:30,,,,12,16,Timeout #3 by Chicago Bears,0.000,0.000
4,2:30,,,,12,16,Timeout #1 by Philadelphia Eagles,0.000,1.490
4,2:30,3,8,CHI 45,12,16,"Brian Westbrook left end for 1 yard (tackle by Danieal Manning and Charles Tillman). Penalty on Todd Herremans: Offensive Holding, 9 yards (no play)",1.490,0.300
4,2:23,3,17,PHI 46,12,16,Donovan McNabb pass complete left to Brian Westbrook for 8 yards (tackle by Lance Briggs),0.300,0.200
4,1:57,4,9,CHI 46,12,16,Saverio Rocca punts 43 yards,0.200,0.380
4,1:52,1,10,CHI 3,12,16,Brian Griese pass complete short right to Desmond Clark for 11 yards (tackle by Lito Sheppard),-0.380,-0.280
4,1:47,1,10,CHI 14,12,16,Brian Griese pass incomplete short middle intended for Adrian Peterson,-0.280,-0.750
4,1:43,2,10,CHI 14,12,16,Brian Griese pass complete short middle to Adrian Peterson for 9 yards (tackle by Chris Gocong),-0.750,-0.320
4,1:20,3,1,CHI 23,12,16,Brian Griese pass complete short right to Devin Hester for 9 yards (tackle by Lito Sheppard),-0.320,1.070
4,1:03,1,10,CHI 32,12,16,Brian Griese pass incomplete short middle intended for Muhsin Muhammad,1.070,0.530
4,1:00,2,10,CHI 32,12,16,"Brian Griese pass incomplete intended for Adrian Peterson. Penalty on Lito Sheppard: Defensive Holding (Offsetting), Penalty on Ruben Brown: Offensive Holding (Offsetting) (no play)",0.530,0.530
4,0:49,2,10,CHI 32,12,16,Brian Griese pass complete to Desmond Clark for 7 yards (tackle by Omar Gaither),0.530,0.760
4,0:48,3,3,CHI 39,12,16,Brian Griese pass complete deep middle to Bernard Berrian for 25 yards (tackle by Sheldon Brown),0.760,3.180
4,0:31,1,10,PHI 36,12,16,Brian Griese spiked the ball,3.180,2.640
4,0:30,2,10,PHI 36,12,16,Brian Griese pass complete short right to Devin Hester for 21 yards (tackle by Lito Sheppard),2.640,4.580
4,0:29,1,10,PHI 15,12,16,Brian Griese spiked the ball,4.580,3.950
4,0:15,2,10,PHI 15,18,16,"Brian Griese pass complete short middle to Muhsin Muhammad for 15 yards, touchdown",3.950,7.000
4,,,,PHI 2,19,16,Robbie Gould kicks extra point good,0.000,0.000
4,,,,CHI 30,19,16,"Robbie Gould kicks off 38 yards, returned by Greg Lewis for 3 yards (tackle by Brendon Ayanbadejo). Greg Lewis fumbles (forced by Brendon Ayanbadejo), recovered by Correll Buckhalter at PHI-38",0.000,1.270
4,0:00,1,10,PHI 35,19,16,Donovan McNabb pass incomplete short left intended for Reggie Brown,1.270,0.720
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
