Quarter,Time,Down,ToGo,Location,SEA,CHI,Detail,EPB,EPA
2,12:30,1,10,CHI 31,3,10,Cedric Benson right end for -1 yards (tackle by Kelly Herndon),1.000,0.320
2,11:57,2,11,CHI 30,3,10,Rex Grossman pass incomplete short right intended for Bernard Berrian,0.320,-0.360
2,11:50,3,11,CHI 30,3,10,Rex Grossman pass incomplete deep middle intended for Bernard Berrian,-0.360,-1.370
2,11:45,4,11,CHI 30,3,10,"Brad Maynard punts 45 yards, returned by Jimmy Williams for 6 yards (tackle by Hunter Hillenmeyer)",-1.370,-1.000
2,11:36,1,10,SEA 31,3,10,Matt Hasselbeck pass complete short right to Deion Branch for 19 yards (tackle by Danieal Manning),1.000,2.260
2,10:58,1,10,,3,10,Maurice Morris right end for 15 yards (tackle by Brian Urlacher). Penalty on Alex Brown: Defensive Offside (Declined),2.260,3.250
2,10:38,1,10,CHI 35,3,10,Matt Hasselbeck pass complete to Bobby Engram for 5 yards (tackle by Brian Urlacher),3.250,3.380
2,10:04,2,5,CHI 30,3,10,Matt Hasselbeck pass incomplete short right intended for Deion Branch is intercepted by Ricky Manning at CHI-25 and returned for 39 yards,3.380,-3.180
2,9:56,1,10,SEA 36,3,10,Rex Grossman pass complete short left to Thomas Jones for 8 yards (tackle by LeRoy Hill),3.180,3.720
2,9:27,2,2,SEA 28,3,10,Thomas Jones left guard for 3 yards (tackle by Bryce Fisher and Michael Boulware),3.720,3.910
2,8:50,1,10,SEA 25,3,10,Rex Grossman pass incomplete deep right intended for John Gilmore (defended by Michael Boulware),3.910,3.360
2,8:40,2,10,SEA 25,3,10,Thomas Jones left end for 2 yards (tackle by Julian Peterson),3.360,2.940
2,8:00,3,8,SEA 23,3,10,Rex Grossman pass complete short left to Bernard Berrian for 22 yards (tackle by Marcus Trufant),2.940,6.970
2,7:16,1,1,SEA 1,3,10,Rex Grossman pass incomplete short right intended for Jason McKie,6.970,5.910
2,7:11,2,1,SEA 1,3,10,Thomas Jones left tackle for -1 yards (tackle by Grant Wistrom and Lofa Tatupu),5.910,4.950
2,6:34,3,2,SEA 2,3,10,Rex Grossman pass incomplete short middle intended for John Gilmore,4.950,3.250
2,6:27,4,2,SEA 2,3,13,Robbie Gould 20 yard field goal good,3.250,3.000
2,,,,CHI 30,3,13,"Robbie Gould kicks off 69 yards, returned by Willie Ponder for 24 yards (tackle by Todd Johnson)",0.000,0.610
2,6:17,1,10,SEA 25,3,13,"Deion Branch right end for 1 yard. Penalty on Nate Burleson: Offensive Holding, 10 yards (no play)",0.610,-0.410
2,5:54,1,20,SEA 15,3,13,Matt Hasselbeck pass incomplete short right intended for Mack Strong,-0.410,-1.430
2,5:49,2,20,SEA 15,3,13,Mack Strong right guard for 5 yards (tackle by Lance Briggs and Brian Urlacher),-1.430,-1.290
2,5:13,3,15,SEA 20,3,13,"Matt Hasselbeck pass incomplete deep right intended for Bobby Engram is intercepted by Ricky Manning at SEA-40 and returned for 13 yards. Penalty on Adewale Ogunleye: Illegal Block Above the , 10 yards, Penalty on Tank Johnson: Illegal Block Above the (Declined)",-1.290,-3.120
2,4:52,1,10,SEA 37,3,13,Bernard Berrian right end for 5 yards (tackle by Lofa Tatupu),3.120,3.250
2,4:28,2,5,SEA 32,3,13,Thomas Jones right end for 7 yards (tackle by Lofa Tatupu),3.250,3.910
2,3:48,1,10,SEA 25,3,13,Thomas Jones right tackle for 3 yards (tackle by Grant Wistrom),3.910,3.770
2,3:12,2,7,SEA 22,3,13,Rex Grossman pass complete short middle to Gabe Reid for 19 yards (tackle by LeRoy Hill),3.770,6.510
2,2:28,1,3,SEA 3,3,19,"Thomas Jones left guard for 3 yards, touchdown",6.510,7.000
2,,,,SEA 2,3,20,Robbie Gould kicks extra point good,0.000,0.000
2,,,,CHI 30,3,20,"Robbie Gould kicks off 68 yards, returned by Willie Ponder for 17 yards (tackle by Rod Wilson)",0.000,0.150
2,2:20,1,10,SEA 19,3,20,Matt Hasselbeck pass complete short left to Mack Strong for 8 yards (tackle by Hunter Hillenmeyer),0.150,0.750
2,2:00,2,2,SEA 27,3,20,Matt Hasselbeck pass incomplete short right intended for Itula Mili,0.750,-0.030
2,1:56,3,2,SEA 27,3,20,Mack Strong left end for 4 yards (tackle by Tommie Harris),-0.030,1.000
2,1:36,1,10,SEA 31,3,20,Matt Hasselbeck pass complete short right to Bobby Engram for 12 yards (tackle by Danieal Manning),1.000,1.800
2,1:28,,,,3,20,Timeout #1 by Seattle Seahawks,0.000,1.800
2,1:28,1,10,SEA 43,3,20,"Matt Hasselbeck pass complete deep right to Darrell Jackson for 18 yards (tackle by Mike Brown). Penalty on Mike Brown: Unnecessary Roughness, 15 yards, Penalty on Adewale Ogunleye: Defensive Offside (Declined)",1.800,3.970
2,1:24,1,10,CHI 24,3,20,Matt Hasselbeck pass incomplete deep right intended for Itula Mili,3.970,3.430
2,1:18,2,10,CHI 24,3,20,Matt Hasselbeck pass complete short right to Darrell Jackson for -1 yards (tackle by Lance Briggs),3.430,2.610
2,0:55,3,11,CHI 25,3,20,Matt Hasselbeck left end for 19 yards (tackle by Lance Briggs),2.610,5.830
2,0:45,1,6,CHI 6,3,20,Matt Hasselbeck pass incomplete short left intended for Deion Branch (defended by Nathan Vasher),5.830,4.950
2,0:41,2,6,CHI 6,3,20,Matt Hasselbeck pass incomplete short right intended for Bobby Engram (defended by Ricky Manning),4.950,4.040
2,0:35,3,6,CHI 6,3,20,Matt Hasselbeck pass incomplete short right intended for Maurice Morris,4.040,2.990
2,0:31,4,6,CHI 6,6,20,Josh Brown 24 yard field goal good,2.990,3.000
2,,,,SEA 30,6,20,"Josh Brown kicks off 71 yards, returned by Rashied Davis for 19 yards (tackle by Josh Parry)",0.000,0.040
2,0:22,1,10,CHI 18,6,20,Thomas Jones right tackle for 5 yards (tackle by Oliver Celestin),0.040,0.280
Quarter,Time,Down,ToGo,Location,SEA,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 30,6,20,"Josh Brown kicks off 67 yards, returned by Rashied Davis for 32 yards (tackle by Kelly Jennings)",0.000,1.270
3,14:52,1,10,CHI 35,6,20,Thomas Jones right guard for 2 yards (tackle by Rocky Bernard and Lofa Tatupu),1.270,0.990
3,14:19,2,8,CHI 37,6,20,Rex Grossman pass incomplete short left intended for Muhsin Muhammad,0.990,0.300
3,14:15,3,8,CHI 37,6,20,Rex Grossman pass complete short middle to Desmond Clark for 8 yards (tackle by Kelly Herndon),0.300,1.930
3,13:39,1,10,CHI 45,6,20,Rex Grossman pass complete short left to Jason McKie for 9 yards (tackle by LeRoy Hill). Penalty on Ken Hamlin: Illegal Contact (Declined),1.930,2.600
3,13:18,2,1,SEA 46,6,20,Thomas Jones left guard for 29 yards (tackle by LeRoy Hill),2.600,4.440
3,12:35,1,10,SEA 17,6,20,Rex Grossman pass complete short left to Muhsin Muhammad for 9 yards (tackle by Marcus Trufant),4.440,5.480
3,11:57,2,1,SEA 8,6,20,Thomas Jones left guard for 3 yards (tackle by Lofa Tatupu),5.480,6.060
3,11:20,1,5,SEA 5,6,20,"Thomas Jones left tackle for 2 yards (tackle by Rocky Bernard and Kevin Bentley). Penalty on Olin Kreutz: Offensive Holding, 10 yards (no play)",6.060,4.370
3,10:54,1,15,SEA 15,6,20,Rex Grossman pass incomplete short middle intended for Desmond Clark,4.370,3.460
3,10:49,2,15,SEA 15,6,20,"Rex Grossman pass incomplete short middle intended for Muhsin Muhammad. Penalty on Marcus Trufant: Defensive Pass Interfere, 14 yards (no play)",3.460,6.970
3,10:44,,,,6,20,Timeout #1 by Chicago Bears,0.000,6.970
3,10:44,1,1,SEA 1,6,20,Thomas Jones left guard for no gain (tackle by Russell Davis),6.970,5.910
3,10:05,2,1,SEA 1,6,26,"Thomas Jones right guard for 1 yard, touchdown",5.910,7.000
3,,,,SEA 2,6,27,Robbie Gould kicks extra point good,0.000,0.000
3,,,,CHI 30,6,27,"Robbie Gould kicks off 68 yards, returned by Willie Ponder for 30 yards (tackle by Cameron Worrell)",0.000,1.070
3,9:58,1,10,SEA 32,6,27,Maurice Morris left tackle for 3 yards (tackle by Adewale Ogunleye),1.070,0.930
3,9:24,2,7,SEA 35,6,27,Matt Hasselbeck pass incomplete short left intended for Maurice Morris,0.930,0.230
3,9:20,3,7,SEA 35,6,27,Matt Hasselbeck pass complete short left to Deion Branch for 7 yards (tackle by Lance Briggs),0.230,1.730
3,8:36,1,10,SEA 42,6,27,Matt Hasselbeck pass incomplete short left intended for Nate Burleson,1.730,1.190
3,8:31,2,10,SEA 42,6,27,Matt Hasselbeck pass incomplete short left intended for Nate Burleson,1.190,0.500
3,8:27,3,10,SEA 42,6,27,Mack Strong right guard for 4 yards (tackle by Lance Briggs),0.500,-0.320
3,7:47,4,6,SEA 46,6,27,"Ryan Plackemeier punts 37 yards, returned by Devin Hester for 10 yards (tackle by Josh Scobey)",-0.320,-0.740
3,7:37,1,10,CHI 27,6,27,Thomas Jones left end for 7 yards (tackle by Oliver Celestin and Ken Hamlin),0.740,1.140
3,7:01,2,3,CHI 34,6,27,Rex Grossman pass incomplete deep left intended for Bernard Berrian (defended by Marcus Trufant),1.140,0.430
3,6:53,3,3,CHI 34,6,27,Rex Grossman pass incomplete short left intended for Bernard Berrian,0.430,-1.110
3,6:47,4,3,CHI 34,6,27,Brad Maynard punts 35 yards,-1.110,-1.000
3,6:39,1,10,SEA 31,6,27,Matt Hasselbeck pass complete short left to Itula Mili for 15 yards (tackle by Mike Brown and Nathan Vasher),1.000,1.990
3,6:09,1,10,SEA 46,6,27,Matt Hasselbeck pass complete deep right to Darrell Jackson for 17 yards (tackle by Charles Tillman),1.990,3.120
3,5:40,1,10,CHI 37,6,27,Maurice Morris left tackle for -3 yards (tackle by Brian Urlacher),3.120,2.170
3,5:04,2,13,CHI 40,6,27,Matt Hasselbeck pass incomplete deep right intended for Darrell Jackson,2.170,1.490
3,4:58,3,13,CHI 40,6,27,Matt Hasselbeck sacked by Mark Anderson for -12 yards,1.490,-0.190
3,4:44,4,25,SEA 48,6,27,"Ryan Plackemeier punts 36 yards, muffed catch by Devin Hester, recovered by Devin Hester and returned for 9 yards (tackle by D.D. Lewis)",-0.190,-0.740
3,4:34,1,10,CHI 27,6,27,Cedric Benson left end for 2 yards (tackle by Julian Peterson),0.740,0.470
3,3:56,2,8,CHI 29,6,27,Cedric Benson left guard for 19 yards (tackle by Kelly Jennings and Kelly Herndon),0.470,2.130
3,3:17,1,10,CHI 48,6,27,"Cedric Benson right end for -3 yards (tackle by Oliver Celestin and Craig Terrill). Penalty on SEA: Defensive 12 On-field, 5 yards (no play)",2.130,2.860
3,2:49,1,5,SEA 47,6,27,Rex Grossman pass complete short right to Muhsin Muhammad for 4 yards (tackle by Lofa Tatupu and Kelly Jennings),2.860,2.800
3,2:12,2,1,SEA 43,6,27,Cedric Benson right guard for 4 yards (tackle by Oliver Celestin),2.800,2.980
3,1:34,1,10,SEA 39,6,27,Cedric Benson right tackle for -1 yards (tackle by Rocky Bernard),2.980,2.300
3,0:58,2,11,SEA 40,6,33,"Rex Grossman pass complete deep right to Bernard Berrian for 40 yards, touchdown. Penalty on Kelly Herndon: Illegal Contact (Declined)",2.300,7.000
3,,,,SEA 2,6,34,Robbie Gould kicks extra point good,0.000,0.000
3,,,,CHI 30,6,34,"Robbie Gould kicks off 64 yards, returned by Willie Ponder for 29 yards (tackle by Todd Johnson)",0.000,1.270
3,0:44,1,10,SEA 35,6,34,Matt Hasselbeck pass incomplete short middle intended for Maurice Morris,1.270,0.720
3,0:40,2,10,SEA 35,6,34,Maurice Morris left end for -2 yards (tackle by Lance Briggs),0.720,-0.230
3,0:24,3,12,SEA 33,6,34,Matt Hasselbeck pass complete short left to Nate Burleson for 19 yards (tackle by Lance Briggs),-0.230,2.390
Quarter,Time,Down,ToGo,Location,SEA,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CHI 48,6,34,Matt Hasselbeck sacked by Alex Brown for -11 yards,2.390,0.360
4,14:27,2,21,SEA 41,6,34,Matt Hasselbeck pass complete short right to Maurice Morris for 2 yards (tackle by Charles Tillman),0.360,-0.030
4,14:03,3,19,SEA 43,6,34,Matt Hasselbeck pass complete short middle to Bobby Engram for 7 yards (tackle by Brian Urlacher),-0.030,-0.060
4,13:26,4,12,,6,34,"Ryan Plackemeier punts 50 yards, touchback. Penalty on Ricky Manning: Offensive Holding, 10 yards",-0.060,0.380
4,13:17,1,10,CHI 10,6,34,Jason McKie left guard for 1 yard (tackle by LeRoy Hill),-0.380,-0.710
4,12:46,2,9,CHI 11,6,34,Thomas Jones right end for 3 yards (tackle by Lofa Tatupu),-0.710,-0.950
4,12:21,3,6,CHI 14,6,34,Rex Grossman pass complete short right to Thomas Jones for 1 yard (tackle by LeRoy Hill),-0.950,-2.440
4,11:45,4,5,CHI 15,6,34,"Brad Maynard punts 43 yards, fair catch by Jimmy Williams. Penalty on Niko Koutouvides: Offensive Holding, 10 yards",-2.440,-1.070
4,11:37,1,10,SEA 32,6,34,Maurice Morris right tackle for 7 yards (tackle by Lance Briggs and Mike Brown),1.070,1.470
4,11:10,2,3,SEA 39,6,34,Matt Hasselbeck sacked by Mark Anderson for -6 yards,1.470,-0.030
4,10:33,3,9,SEA 33,6,34,Matt Hasselbeck sacked by Tommie Harris for -10 yards,-0.030,-1.830
4,10:05,4,19,SEA 23,6,34,"Ryan Plackemeier punts 34 yards, returned by Devin Hester for 26 yards (tackle by Will Heller)",-1.830,-3.510
4,9:52,1,10,SEA 31,6,34,Cedric Benson right tackle for 5 yards (tackle by Lofa Tatupu and Julian Peterson),3.510,3.640
4,9:15,2,5,SEA 26,6,34,Cedric Benson right guard for 3 yards (tackle by Bryce Fisher),3.640,3.340
4,8:31,3,2,SEA 23,6,34,Thomas Jones right guard for no gain (tackle by Julian Peterson),3.340,2.050
4,7:49,4,2,SEA 23,6,37,Robbie Gould 41 yard field goal good,2.050,3.000
4,,,,CHI 30,6,37,"Robbie Gould kicks off 70 yards, touchback",0.000,0.280
4,7:43,1,10,SEA 20,6,37,Seneca Wallace pass incomplete deep right intended for Deion Branch,0.280,-0.270
4,7:35,2,10,SEA 20,6,37,Maurice Morris left end for 3 yards (tackle by Ian Scott),-0.270,-0.560
4,6:55,3,7,SEA 23,6,37,Seneca Wallace pass complete short right to Mack Strong for 6 yards (tackle by Charles Tillman),-0.560,-1.440
4,6:23,4,1,SEA 29,6,37,"Ryan Plackemeier punts 47 yards, muffed catch by Devin Hester, recovered by Ricky Manning and returned for no gain",-1.440,-0.340
4,6:12,1,10,CHI 21,6,37,Thomas Jones right guard for 6 yards (tackle by Lofa Tatupu),0.340,0.610
4,5:34,2,4,CHI 27,6,37,Thomas Jones right tackle for 2 yards (tackle by Russell Davis and Julian Peterson),0.610,0.170
4,4:48,3,2,CHI 29,6,37,Thomas Jones right guard for 3 yards (tackle by Lofa Tatupu),0.170,1.070
4,4:06,1,10,CHI 32,6,37,Thomas Jones left guard for no gain (tackle by Chartric Darby),1.070,0.530
4,3:21,2,10,CHI 32,6,37,Cedric Benson right tackle for 1 yard (tackle by Ken Hamlin),0.530,-0.030
4,2:37,3,9,CHI 33,6,37,Cedric Benson right tackle for 5 yards (tackle by Ken Hamlin),-0.030,-0.850
4,2:00,4,4,CHI 38,6,37,"Brad Maynard punts 58 yards, returned by Jimmy Williams for no gain",-0.850,0.380
4,1:51,1,10,SEA 4,6,37,Marquis Weeks left guard for 3 yards (tackle by Tank Johnson),-0.380,-0.560
4,1:07,2,7,SEA 7,6,37,Marquis Weeks right tackle for 3 yards (tackle by Alex Brown and Rod Wilson),-0.560,-0.720
4,0:24,3,4,SEA 10,6,37,Marquis Weeks left tackle for 2 yards (tackle by Rod Wilson),-0.720,-2.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
