Quarter,Time,Down,ToGo,Location,DET,GNB,Detail,EPB,EPA
1,7:57,3,1,DET 1,0,0,Aaron Rodgers pass incomplete short right intended for Jordy Nelson,5.170,3.550
1,7:50,4,1,DET 1,0,0,Eddie Lacy left tackle for no gain (tackle by Ezekiel Ansah),3.550,0.380
1,7:44,1,10,DET 2,0,0,"Penalty on Jed Collins: False Start, 1 yards (no play)",-0.380,-0.420
1,7:44,1,11,DET 1,0,0,Jed Collins up the middle for 3 yards (tackle by Josh Boyd),-0.420,-0.630
1,7:09,2,8,DET 4,0,0,Joique Bell left tackle for 9 yards (tackle by A.J. Hawk),-0.630,-0.320
1,6:30,1,10,DET 13,0,0,Joique Bell right end for 1 yard (tackle by Mike Neal),-0.320,-0.680
1,5:55,2,9,DET 14,0,0,Joique Bell up the middle for -4 yards (tackle by Clay Matthews),-0.680,-1.770
1,5:10,3,13,DET 10,0,0,Matthew Stafford pass incomplete deep right intended for Corey Fuller,-1.770,-2.490
1,5:04,4,13,DET 10,0,6,"Sam Martin punts 45 yards, returned by Micah Hyde for 55 yards, touchdown",-2.490,-7.000
1,4:49,,,DET 2,0,7,Mason Crosby kicks extra point good,0.000,0.000
1,4:49,,,GNB 35,0,7,"Mason Crosby kicks off 68 yards, returned by Jeremy Ross for 19 yards (tackle by Demetri Goodson). Penalty on Jed Collins: Offensive Holding, 8 yards",0.000,0.380
1,4:43,1,10,DET 8,0,7,Matthew Stafford pass incomplete short middle intended for Calvin Johnson (defended by Tramon Williams),-0.380,-0.780
1,4:39,2,10,DET 8,0,7,Joique Bell right end for 11 yards (tackle by Tramon Williams),-0.780,0.150
1,4:02,1,10,DET 19,0,7,Matthew Stafford pass complete short right to Reggie Bush for 7 yards (tackle by Clay Matthews),0.150,0.610
1,3:23,2,3,DET 26,0,7,Joique Bell left end for 2 yards (tackle by Morgan Burnett),0.610,0.100
1,2:44,3,1,DET 28,0,7,Matthew Stafford pass complete short right to Calvin Johnson for 3 yards (tackle by Tramon Williams),0.100,1.000
1,2:13,1,10,DET 31,0,7,Matthew Stafford pass complete short middle to Golden Tate for 14 yards (tackle by Sam Shields),1.000,1.930
1,1:33,1,10,DET 45,0,7,"Joique Bell up the middle for 2 yards (tackle by Nick Perry). Joique Bell fumbles (forced by Nick Perry), recovered by Joique Bell at DET-47",1.930,1.650
1,1:03,2,8,DET 47,0,7,"Joique Bell right guard for 7 yards (tackle by Ha Ha Clinton-Dix and Nick Perry). Penalty on DET: Offensive 12 On-field, 5 yards (no play)",1.650,0.980
1,0:35,2,13,DET 42,0,7,Matthew Stafford pass complete short middle to Eric Ebron for 22 yards (tackle by Micah Hyde),0.980,3.180
Quarter,Time,Down,ToGo,Location,DET,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,GNB 36,0,7,Matthew Stafford pass incomplete deep left intended for Eric Ebron (defended by Morgan Burnett),3.180,2.640
2,14:53,2,10,GNB 36,0,7,Joique Bell up the middle for -1 yards (tackle by Letroy Guion and Mike Daniels),2.640,1.820
2,14:08,3,11,GNB 37,0,7,Matthew Stafford pass incomplete short right intended for Calvin Johnson,1.820,0.790
2,14:01,4,11,GNB 37,0,7,Sam Martin punts 31 yards,0.790,0.380
2,13:52,1,10,GNB 6,0,7,Aaron Rodgers pass incomplete short middle intended for Eddie Lacy (defended by Ndamukong Suh),-0.380,-0.780
2,13:47,2,10,GNB 6,0,7,Eddie Lacy left tackle for no gain (tackle by Ndamukong Suh),-0.780,-1.420
2,13:04,3,10,GNB 6,0,7,Aaron Rodgers pass complete short middle to Jordy Nelson for 12 yards (tackle by Tahir Whitehead),-1.420,0.040
2,12:41,1,10,GNB 18,0,7,Aaron Rodgers pass complete deep middle to Richard Rodgers for 18 yards (tackle by James Ihedigbo). Penalty on DET: Defensive 12 On-field (Declined),0.040,1.330
2,12:14,1,10,GNB 36,0,7,Randall Cobb left tackle for 6 yards (tackle by DeAndre Levy),1.330,1.600
2,11:47,2,4,GNB 42,0,7,Eddie Lacy left guard for 3 yards (tackle by Andre Fluellen),1.600,1.290
2,11:11,3,1,GNB 45,0,7,Aaron Rodgers pass complete short middle to Richard Rodgers for 7 yards (tackle by Glover Quin),1.290,2.390
2,10:41,1,10,DET 48,0,7,Aaron Rodgers pass complete short right to Jordy Nelson for 22 yards (tackle by Darius Slay and DeAndre Levy),2.390,3.840
2,10:11,1,10,DET 26,0,7,"Eddie Lacy left tackle for 8 yards (tackle by James Ihedigbo). Eddie Lacy fumbles (forced by James Ihedigbo), recovered by George Johnson at DET-17 (tackle by Corey Linsley)",3.840,0.060
2,10:00,1,10,DET 17,0,7,Reggie Bush left end for 14 yards (tackle by Sam Barrington),-0.060,1.000
2,9:20,1,10,DET 31,0,7,Joique Bell left tackle for 8 yards (tackle by A.J. Hawk and Sam Barrington),1.000,1.540
2,8:40,2,2,DET 39,0,7,Matthew Stafford pass incomplete deep middle intended for Calvin Johnson,1.540,0.830
2,8:32,3,2,DET 39,0,7,Joique Bell left end for 18 yards (tackle by Sam Barrington),0.830,2.720
2,7:55,1,10,GNB 43,0,7,Joique Bell right end for 6 yards (tackle by Sam Barrington and Morgan Burnett),2.720,2.990
2,7:20,2,4,GNB 37,0,7,Joique Bell left end for 6 yards (tackle by Sean Richardson),2.990,3.510
2,6:36,1,10,GNB 31,0,7,Matthew Stafford pass incomplete short left intended for Golden Tate,3.510,2.970
2,6:33,2,10,GNB 31,0,7,Matthew Stafford pass incomplete short right intended for Eric Ebron,2.970,2.280
2,6:29,3,10,GNB 31,0,7,Matthew Stafford pass incomplete short right intended for Reggie Bush,2.280,2.280
2,6:24,3,10,GNB 31,0,7,Timeout #1 by Detroit Lions,2.280,1.320
2,6:24,4,10,GNB 31,0,7,Matthew Stafford pass incomplete short right intended for Golden Tate,1.320,-1.000
2,6:19,1,10,GNB 31,0,7,Eddie Lacy left end for 11 yards (tackle by Glover Quin),1.000,1.730
2,5:57,1,10,GNB 42,0,7,Eddie Lacy left end for 2 yards (tackle by DeAndre Levy),1.730,1.460
2,5:15,2,8,GNB 44,0,7,Eddie Lacy up the middle for 5 yards (tackle by C.J. Mosley and DeAndre Levy),1.460,1.420
2,4:30,3,3,GNB 49,0,7,"Penalty on Corey Linsley: False Start, 5 yards (no play)",1.420,0.760
2,4:08,3,8,GNB 44,0,7,Aaron Rodgers left end for 13 yards (tackle by Rashean Mathis),0.760,2.720
2,3:25,1,10,DET 43,0,7,Aaron Rodgers pass complete short middle to Randall Cobb for 34 yards (tackle by Glover Quin and Cassius Vaughn),2.720,2.720
2,2:36,1,10,DET 43,0,7,Timeout #1 by Green Bay Packers,2.720,5.140
2,2:36,1,9,DET 9,0,7,"Aaron Rodgers pass incomplete short left intended for Andrew Quarless. Penalty on Glover Quin: Defensive Holding, 5 yards (no play)",5.140,6.280
2,2:30,1,4,DET 4,0,13,"Aaron Rodgers pass complete short middle to Randall Cobb for 4 yards, touchdown",6.280,7.000
2,2:30,,,DET 2,0,14,Mason Crosby kicks extra point good,0.000,0.000
2,2:30,,,GNB 35,0,14,"Mason Crosby kicks off 66 yards, returned by Jeremy Ross for 24 yards (tackle by Jarrett Bush)",0.000,-0.480
2,2:16,1,10,DET 23,0,14,Reggie Bush right end for no gain (tackle by Morgan Burnett),0.480,-0.070
2,2:00,2,10,DET 23,0,14,Matthew Stafford pass incomplete short middle intended for Reggie Bush,-0.070,-0.760
2,1:56,3,10,DET 23,0,14,Matthew Stafford pass complete short middle to Reggie Bush for 10 yards (tackle by Morgan Burnett and Casey Hayward),-0.760,1.140
2,1:30,1,10,DET 33,0,14,Matthew Stafford pass complete short middle to Eric Ebron for 16 yards (tackle by Micah Hyde),1.140,2.190
2,1:08,1,10,DET 49,0,14,Matthew Stafford pass complete short middle to Golden Tate for 19 yards (tackle by Micah Hyde),2.190,3.450
2,0:44,1,10,GNB 32,0,14,Matthew Stafford pass incomplete short left intended for Calvin Johnson,3.450,2.900
2,0:39,2,10,GNB 32,0,14,Matthew Stafford pass complete short left to Theo Riddick for -3 yards (tackle by Casey Hayward),2.900,2.900
2,0:33,2,10,GNB 32,0,14,Timeout #2 by Detroit Lions,2.900,1.820
2,0:33,3,13,GNB 35,0,14,"Matthew Stafford pass incomplete short middle intended for Reggie Bush (defended by Mike Neal). Penalty on Brad Jones: Roughing the Passer, 15 yards (no play)",1.820,4.240
2,0:29,1,10,GNB 20,6,14,"Matthew Stafford pass complete deep middle to Calvin Johnson for 20 yards, touchdown",4.240,7.000
2,0:29,,,GNB 2,7,14,Matt Prater kicks extra point good,0.000,0.000
2,0:29,,,DET 35,7,14,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
2,0:24,1,10,GNB 20,7,14,James Starks right guard for 3 yards (tackle by Jason Jones),0.280,0.140
Quarter,Time,Down,ToGo,Location,DET,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,7,14,"Sam Martin kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,GNB 20,7,14,Randall Cobb up the middle for no gain (tackle by Tahir Whitehead and Ezekiel Ansah),0.280,-0.270
3,14:21,2,10,GNB 20,7,14,Matt Flynn pass complete short middle to Eddie Lacy for 6 yards (tackle by Tahir Whitehead and DeAndre Levy),-0.270,-0.160
3,13:38,3,4,GNB 26,7,14,Matt Flynn sacked by Jason Jones for -7 yards,-0.160,-2.140
3,13:07,4,11,GNB 19,7,14,"Tim Masthay punts 46 yards, returned by Jeremy Ross for 14 yards (tackle by Demetri Goodson)",-2.140,-2.190
3,12:55,1,10,DET 49,7,14,Reggie Bush right guard for no gain (tackle by Nick Perry),2.190,1.650
3,12:12,2,10,DET 49,7,14,Matthew Stafford pass incomplete short middle intended for Eric Ebron (defended by Clay Matthews),1.650,0.960
3,12:08,3,10,DET 49,7,14,Matthew Stafford pass complete short left to Golden Tate for 12 yards (tackle by Sam Shields),0.960,2.980
3,11:54,1,10,GNB 39,7,14,Joique Bell left end for 2 yards (tackle by Sean Richardson and Letroy Guion),2.980,2.710
3,11:13,2,8,GNB 37,7,14,Reggie Bush right tackle for 2 yards (tackle by Mike Neal),2.710,2.280
3,10:34,3,6,GNB 35,7,14,Matthew Stafford pass complete short left to Reggie Bush for 5 yards (tackle by Casey Hayward),2.280,1.520
3,10:09,4,1,GNB 30,7,14,Matthew Stafford up the middle for 1 yard (tackle by Sam Barrington),1.520,3.640
3,9:42,1,10,GNB 29,7,14,Joique Bell up the middle for no gain (tackle by Sam Barrington),3.640,3.100
3,9:05,2,10,GNB 29,7,14,Matthew Stafford pass complete short middle to Calvin Johnson for 12 yards (tackle by Sam Shields),3.100,4.440
3,8:24,1,10,GNB 17,7,14,Matthew Stafford pass complete short right to Jeremy Ross for 13 yards (tackle by Tramon Williams),4.440,6.280
3,7:39,1,4,GNB 4,13,14,"Matthew Stafford pass complete short right to Calvin Johnson for 4 yards, touchdown",6.280,7.000
3,7:39,,,GNB 2,14,14,Matt Prater kicks extra point good,0.000,0.000
3,7:39,,,DET 35,14,14,"Sam Martin kicks off 56 yards, out of bounds",0.000,-1.600
3,7:34,1,10,GNB 40,14,14,Eddie Lacy left end for 3 yards (tackle by Isa Abdul-Quddus),1.600,1.460
3,6:58,2,7,GNB 43,14,14,Eddie Lacy right tackle for 6 yards (tackle by Andre Fluellen and Isa Abdul-Quddus),1.460,1.550
3,6:20,3,1,GNB 49,14,14,James Starks left tackle for 3 yards (tackle by Ndamukong Suh),1.550,2.390
3,5:47,1,10,DET 48,14,14,Aaron Rodgers pass complete short middle to Randall Cobb for 29 yards (tackle by Glover Quin),2.390,4.310
3,5:25,1,10,DET 19,14,14,John Kuhn left tackle for 4 yards (tackle by C.J. Mosley),4.310,4.350
3,4:40,2,6,DET 15,14,14,James Starks up the middle for -3 yards (tackle by Andre Fluellen),4.350,3.140
3,4:03,3,9,DET 18,14,14,"Penalty on Jason Jones: Neutral Zone Infraction, 5 yards (no play)",3.140,3.960
3,3:39,3,4,DET 13,14,20,"Aaron Rodgers pass complete short middle to Randall Cobb for 13 yards, touchdown",3.960,7.000
3,3:39,,,DET 2,14,21,Mason Crosby kicks extra point good,0.000,0.000
3,3:39,,,GNB 35,14,21,"Mason Crosby kicks off 67 yards, returned by Jeremy Ross for 41 yards (tackle by Morgan Burnett)",0.000,-1.530
3,3:26,1,10,DET 39,14,21,Matthew Stafford pass incomplete short right intended for Eric Ebron,1.530,0.990
3,3:21,2,10,DET 39,14,21,Matthew Stafford pass incomplete short left intended for Calvin Johnson,0.990,0.300
3,3:16,3,10,DET 39,14,21,Matthew Stafford pass incomplete short middle intended for Reggie Bush (defended by Casey Hayward),0.300,-0.780
3,3:09,4,10,DET 39,14,21,"Sam Martin punts 36 yards, fair catch by Randall Cobb",-0.780,-0.610
3,3:02,1,10,GNB 25,14,21,Aaron Rodgers pass complete short right to Eddie Lacy for 15 yards (tackle by C.J. Mosley),0.610,1.600
3,2:30,1,10,GNB 40,14,21,Eddie Lacy up the middle for 1 yard (tackle by Devin Taylor),1.600,1.190
3,1:48,2,9,GNB 41,14,21,Eddie Lacy left tackle for 6 yards (tackle by Rashean Mathis and Don Carey),1.190,1.290
3,1:09,3,3,GNB 47,14,21,Aaron Rodgers pass complete short left to Eddie Lacy for 5 yards (tackle by DeAndre Levy),1.290,2.390
,,,,,,,"DET challenged the runner was down by contact ruling, and the play was upheld.",,
3,0:55,1,10,DET 48,14,21,Aaron Rodgers pass complete short right to Jordy Nelson for 10 yards (tackle by Don Carey),2.390,3.050
3,0:11,1,10,DET 38,14,21,John Kuhn up the middle for 2 yards (tackle by Ezekiel Ansah),3.050,2.780
Quarter,Time,Down,ToGo,Location,DET,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,DET 36,14,21,"Eddie Lacy left end for -2 yards (tackle by Don Carey). Penalty on David Bakhtiari: Offensive Holding, 10 yards (no play)",2.780,1.430
4,14:34,2,18,DET 46,14,21,Aaron Rodgers pass incomplete short left intended for Jordy Nelson,1.430,0.760
4,14:29,3,18,DET 46,14,21,Aaron Rodgers pass complete short middle to Jordy Nelson for 12 yards (tackle by Glover Quin),0.760,1.070
4,13:45,4,6,DET 34,14,21,"Mason Crosby 52 yard field goal no good, blocked by Isa Abdul-Quddus",1.070,-1.730
4,13:36,1,10,DET 42,14,21,"Matthew Stafford for no gain. Matthew Stafford fumbles, recovered by Morgan Burnett at DET-42 (tackle by Cornelius Lucas)",1.730,-2.790
4,13:28,1,10,DET 42,14,21,Aaron Rodgers pass complete short middle to Richard Rodgers for 6 yards (tackle by Isa Abdul-Quddus),2.790,3.050
4,12:59,2,4,DET 36,14,21,Eddie Lacy up the middle for no gain (tackle by DeAndre Levy),3.050,2.340
4,12:17,3,4,DET 36,14,21,Aaron Rodgers pass complete short middle to Richard Rodgers for 6 yards (tackle by Tahir Whitehead),2.340,3.580
4,11:32,1,10,DET 30,14,21,Aaron Rodgers pass incomplete short middle intended for Randall Cobb (defended by Tahir Whitehead),3.580,3.030
4,11:29,2,10,DET 30,14,21,"Aaron Rodgers pass incomplete short left intended for Jordy Nelson. Penalty on Ndamukong Suh: Defensive Offside, 5 yards (no play)",3.030,3.710
4,11:22,2,5,DET 25,14,21,Aaron Rodgers pass complete short middle to Jordy Nelson for 15 yards (tackle by Don Carey),3.710,4.910
4,10:38,1,10,DET 10,14,21,Eddie Lacy up the middle for no gain (tackle by DeAndre Levy),4.910,4.190
4,9:51,2,10,DET 10,14,21,"Aaron Rodgers pass complete short right to Richard Rodgers for 3 yards (tackle by DeAndre Levy). Penalty on DeAndre Levy: Face Mask (15 Yards), 4 yards",4.190,6.510
4,9:22,1,3,DET 3,14,21,Eddie Lacy up the middle for 2 yards (tackle by C.J. Mosley and Andre Fluellen),6.510,5.910
4,8:56,2,1,DET 1,14,27,"Aaron Rodgers up the middle for 1 yard, touchdown",5.910,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
4,8:56,,,DET 2,14,28,Mason Crosby kicks extra point good,0.000,0.000
4,8:56,,,GNB 35,14,28,"Mason Crosby kicks off 58 yards, returned by Jeremy Ross for 18 yards (tackle by Brandon Bostick)",0.000,-0.610
4,8:38,1,10,DET 25,14,28,Matthew Stafford pass complete short middle to Jeremy Ross for 20 yards (tackle by Tramon Williams),0.610,1.930
4,8:13,1,10,DET 45,14,28,Matthew Stafford up the middle for 18 yards (tackle by Morgan Burnett),1.930,3.120
4,7:41,1,10,GNB 37,14,28,Matthew Stafford pass incomplete short middle intended for Theo Riddick,3.120,2.570
4,7:37,2,10,GNB 37,14,28,Matthew Stafford pass incomplete deep left intended for Calvin Johnson,2.570,1.880
4,7:32,3,10,GNB 37,14,28,Matthew Stafford pass incomplete short middle intended for Calvin Johnson (defended by Julius Peppers),1.880,0.790
4,7:27,4,10,GNB 37,14,28,Matthew Stafford pass incomplete short right intended for Golden Tate,0.790,-1.400
4,7:21,1,10,GNB 37,14,28,Eddie Lacy left tackle for 3 yards (tackle by Ndamukong Suh),1.400,1.260
4,6:34,2,7,GNB 40,14,28,Eddie Lacy left end for 2 yards (tackle by George Johnson and Ndamukong Suh),1.260,0.830
4,5:48,3,5,GNB 42,14,28,Aaron Rodgers pass complete short middle to Jordy Nelson for 15 yards (tackle by Glover Quin),0.830,2.720
4,5:05,1,10,DET 43,14,28,Eddie Lacy up the middle for 3 yards (tackle by DeAndre Levy),2.720,2.580
4,4:20,2,7,DET 40,14,28,Eddie Lacy left tackle for -1 yards (tackle by Ndamukong Suh),2.580,1.750
4,3:33,3,8,DET 41,14,28,Eddie Lacy right tackle for 3 yards (tackle by DeAndre Levy),1.750,0.720
4,3:33,4,5,DET 38,14,28,"Penalty on Aaron Rodgers: Delay of Game, 5 yards (no play)",0.720,0.400
4,2:46,4,10,DET 43,14,28,"Tim Masthay punts 24 yards, out of bounds. Penalty on Mohammed Seisay: Offensive Holding, 9 yards",0.400,0.380
4,2:39,1,10,DET 10,14,30,"Matthew Stafford pass incomplete, safety. Penalty on Matthew Stafford: Intentional Grounding, 10 yards",-0.380,-2.000
4,2:39,,,DET 20,14,30,"Sam Martin kicks off 28 yards, muffed catch by Randall Cobb, recovered by Cassius Vaughn and returned for no gain",0.000,2.650
4,2:30,1,10,GNB 44,14,30,Matthew Stafford pass incomplete short left intended for Theo Riddick,2.650,2.110
4,2:27,2,10,GNB 44,14,30,Matthew Stafford pass complete short middle to Theo Riddick for 21 yards (tackle by Morgan Burnett),2.110,4.040
4,2:04,1,10,GNB 23,14,30,Matthew Stafford up the middle for 10 yards (tackle by Mike Daniels),4.040,4.710
4,1:55,1,10,GNB 13,14,30,Matthew Stafford pass complete short right to Theo Riddick for 7 yards (tackle by Tramon Williams),4.710,5.340
4,1:50,2,3,GNB 6,20,30,"Matthew Stafford pass complete short middle to Theo Riddick for 6 yards, touchdown",5.340,7.000
4,1:50,,,,20,30,"Two Point Attempt: Joique Bell left tackle, conversion fails",0.000,-1.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned.",,
4,1:50,,,DET 35,20,30,"Sam Martin kicks onside 12 yards, recovered by Tramon Williams",0.000,-2.460
4,1:42,1,10,DET 47,20,30,Eddie Lacy left end for 2 yards (tackle by C.J. Mosley),2.460,2.460
4,1:37,1,10,DET 47,20,30,Timeout #2 by Detroit Lions,2.460,2.180
4,1:35,2,8,DET 45,20,30,Eddie Lacy right end for 2 yards (tackle by Glover Quin),2.180,2.180
4,1:29,2,8,DET 45,20,30,Timeout #3 by Detroit Lions,2.180,1.750
4,1:29,3,6,DET 43,20,30,Eddie Lacy left end for 1 yard (tackle by Ezekiel Ansah),1.750,0.460
4,1:29,4,5,DET 42,20,30,"Penalty on Tim Masthay: Delay of Game, 5 yards (no play)",0.460,0.130
4,0:43,4,10,DET 47,20,30,"Tim Masthay punts 47 yards, touchback",0.130,-0.280
4,0:36,1,10,DET 20,20,30,Matthew Stafford sacked by Mike Daniels for -9 yards,0.280,-1.440
4,0:05,2,19,DET 11,20,30,Matthew Stafford pass complete short right to Theo Riddick for 3 yards (tackle by Casey Hayward),-1.440,-2.030
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
