Quarter,Time,Down,ToGo,Location,DAL,MIN,Detail,EPB,EPA
2,8:51,2,9,DAL 32,7,7,Brett Favre pass complete short left to Percy Harvin for 2 yards (tackle by Terence Newman),2.970,2.540
2,8:05,3,7,DAL 30,7,7,Brett Favre sacked by DeMarcus Ware for -12 yards,2.540,0.460
2,7:40,4,19,DAL 42,7,7,"Chris Kluwe punts 24 yards, fair catch by Akwasi Owusu-Ansah",0.460,-0.040
2,7:34,1,10,DAL 18,7,7,Felix Jones middle for 6 yards (tackle by Kevin Williams and Chad Greenway),0.040,0.410
2,7:04,2,4,DAL 24,7,7,Felix Jones middle for 3 yards (tackle by E.J. Henderson),0.410,-0.020
2,6:33,3,1,DAL 27,7,7,Marion Barber right tackle for 3 yards (tackle by Jamarca Sanford and Madieu Williams),-0.020,0.940
2,5:57,1,10,DAL 30,7,7,"Penalty on Jason Witten: False Start, 5 yards (no play)",0.940,0.610
2,5:45,1,15,DAL 25,7,7,Tony Romo pass complete short left to Jason Witten for 30 yards (tackle by Ben Leber),0.610,2.590
2,5:25,1,10,MIN 45,7,7,Tony Romo pass complete short right to Felix Jones for 13 yards (tackle by Kevin Williams),2.590,3.450
2,4:39,1,10,MIN 32,7,7,Felix Jones left tackle for no gain (tackle by Kevin Williams),3.450,2.900
2,3:59,2,10,MIN 32,7,7,Tony Romo pass complete short right to Chris Gronkowski for 3 yards (tackle by Ben Leber),2.900,2.610
2,3:11,3,7,MIN 29,7,7,Tony Romo middle for 14 yards,2.610,4.580
2,2:25,1,10,MIN 15,7,7,Tony Romo pass complete short right to Chris Gronkowski for 7 yards (tackle by Antoine Winfield),4.580,5.220
2,2:00,2,3,MIN 8,7,7,Marion Barber right guard for 1 yard (tackle by Chad Greenway),5.220,4.680
2,1:18,3,2,MIN 7,7,7,Tony Romo middle for 5 yards (tackle by Madieu Williams),4.680,6.740
2,0:36,1,2,MIN 2,7,7,Tony Romo pass incomplete short left intended for Miles Austin,6.740,5.720
2,0:32,2,2,MIN 2,13,7,"Tony Romo pass complete short right to Roy Williams for 2 yards, touchdown",5.720,7.000
2,,,,MIN 2,14,7,David Buehler kicks extra point good,0.000,0.000
2,,,,DAL 30,14,7,"David Buehler kicks off 65 yards, returned by Percy Harvin for 23 yards (tackle by Jesse Holley)",0.000,0.810
2,0:22,1,10,MIN 28,14,7,Adrian Peterson left guard for 12 yards (tackle by Anthony Spencer),0.810,1.600
2,0:14,,,,14,7,Timeout #2 by Minnesota Vikings,0.000,1.600
2,0:14,1,10,MIN 40,14,7,Brett Favre sacked by Jay Ratliff for -4 yards,1.600,0.510
Quarter,Time,Down,ToGo,Location,DAL,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 30,14,13,"David Buehler kicks off 65 yards, returned by Percy Harvin for 95 yards, touchdown",0.000,7.000
3,,,,DAL 2,14,14,Ryan Longwell kicks extra point good,0.000,0.000
3,,,,MIN 30,14,14,"Ryan Longwell kicks off 67 yards, returned by Akwasi Owusu-Ansah for 20 yards (tackle by Jasper Brinkley)",0.000,0.480
3,14:41,1,10,DAL 23,14,14,Tony Romo pass incomplete short left intended for Chris Gronkowski,0.480,-0.070
3,14:38,2,10,DAL 23,14,14,Felix Jones left end for 2 yards (tackle by E.J. Henderson and Ben Leber),-0.070,-0.490
3,14:06,3,8,DAL 25,14,14,Tony Romo pass complete short right to Marion Barber for 1 yard (tackle by Antoine Winfield),-0.490,-1.630
3,13:29,4,7,DAL 26,14,14,"Mat McBriar punts 44 yards, returned by Greg Camarillo for no gain. Penalty on Frank Walker: Offensive Holding, 10 yards",-1.630,-0.280
3,13:19,1,10,MIN 20,14,14,Brett Favre pass complete short left to Randy Moss for 9 yards (tackle by Mike Jenkins),0.280,0.950
3,12:38,2,1,MIN 29,14,14,Brett Favre pass complete short left to Randy Moss for 12 yards (tackle by Keith Brooking),0.950,1.660
3,12:11,1,10,MIN 41,14,14,Adrian Peterson left guard for 3 yards (tackle by Keith Brooking),1.660,1.530
3,11:31,2,7,MIN 44,14,14,Brett Favre pass complete deep left to Randy Moss for 18 yards (tackle by Gerald Sensabaugh),1.530,3.050
3,11:01,1,10,DAL 38,14,14,"Adrian Peterson right end for 11 yards (tackle by Terence Newman). Penalty on Visanthe Shiancoe: Offensive Holding, 10 yards (no play)",3.050,2.390
3,10:30,1,20,DAL 48,14,14,Brett Favre pass complete short right to Bernard Berrian for 4 yards (tackle by Terence Newman),2.390,1.700
3,9:45,2,16,DAL 44,14,14,"Brett Favre pass complete short right to Adrian Peterson for -2 yards (tackle by Gerald Sensabaugh). Penalty on Bernard Berrian: Unnecessary Roughness, 15 yards",1.700,-1.220
3,9:24,3,33,MIN 39,14,14,Adrian Peterson middle for 4 yards (tackle by Bradie James),-1.220,-0.520
3,8:45,4,29,MIN 43,14,14,Chris Kluwe punts 53 yards,-0.520,0.380
3,8:34,1,10,DAL 4,14,14,Felix Jones right guard for -1 yards (tackle by Madieu Williams),-0.380,-0.850
3,7:52,2,11,DAL 3,14,14,"Tony Romo pass complete short right to Roy Williams for 6 yards (tackle by Ben Leber). Penalty on Martellus Bennett: Offensive Holding, 2 yards (no play)",-0.850,-1.000
3,7:31,2,13,DAL 1,14,14,Chris Gronkowski middle for no gain (tackle by Chad Greenway),-1.000,-1.770
3,6:46,3,13,DAL 1,14,14,Marion Barber middle for 3 yards (tackle by Ray Edwards and Chad Greenway),-1.770,-2.490
3,6:12,4,10,DAL 4,14,14,"Mat McBriar punts 52 yards, returned by Greg Camarillo for 7 yards (tackle by Jesse Holley)",-2.490,-2.320
3,6:02,1,10,DAL 49,14,14,Brett Favre pass incomplete short left intended for Percy Harvin (defended by Mike Jenkins),2.320,1.780
3,5:56,2,10,DAL 49,14,14,Percy Harvin right end for 11 yards (tackle by Bradie James),1.780,3.050
3,5:12,1,10,DAL 38,14,14,Adrian Peterson left tackle for 2 yards (tackle by Bradie James and Igor Olshansky),3.050,2.780
3,4:33,2,8,DAL 36,14,14,Adrian Peterson right tackle for 4 yards (tackle by DeMarcus Ware),2.780,2.610
3,3:51,3,4,DAL 32,14,14,Brett Favre pass complete short right to Jim Kleinsasser for 20 yards (tackle by Alan Ball),2.610,4.780
3,3:03,1,10,DAL 12,14,14,Adrian Peterson middle for 2 yards (tackle by DeMarcus Ware),4.780,4.450
3,2:22,2,8,DAL 10,14,14,Percy Harvin right tackle for 7 yards (tackle by Terence Newman),4.450,5.060
3,1:30,3,1,DAL 3,14,14,Adrian Peterson right guard for 2 yards (tackle by Igor Olshansky and Jay Ratliff),5.060,6.970
3,0:46,1,1,DAL 1,14,20,"Adrian Peterson left guard for 1 yard, touchdown",6.970,7.000
3,,,,DAL 2,14,21,Ryan Longwell kicks extra point good,0.000,0.000
3,,,,MIN 30,14,21,"Ryan Longwell kicks off 59 yards, returned by Akwasi Owusu-Ansah for 24 yards (tackle by Asher Allen)",0.000,1.270
3,0:36,1,10,DAL 35,14,21,Felix Jones middle for 4 yards (tackle by Chad Greenway and E.J. Henderson),1.270,1.260
3,0:03,2,6,DAL 39,14,21,Tony Romo pass complete short right to Felix Jones for 4 yards (tackle by Antoine Winfield),1.260,1.090
Quarter,Time,Down,ToGo,Location,DAL,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,2,DAL 43,14,21,Tony Romo pass complete short left to Jason Witten for 17 yards (tackle by Chad Greenway),1.090,2.920
4,14:31,1,10,MIN 40,14,21,Tony Romo pass incomplete short left intended for Martellus Bennett,2.920,2.370
4,14:26,2,10,MIN 40,14,21,Felix Jones left tackle for 1 yard (tackle by E.J. Henderson and Chad Greenway),2.370,1.820
4,13:42,3,9,MIN 39,14,21,Tony Romo pass complete short middle to Miles Austin for 8 yards (tackle by E.J. Henderson and Antoine Winfield),1.820,1.410
4,13:00,4,1,MIN 31,14,21,Marion Barber middle for 2 yards (tackle by E.J. Henderson),1.410,3.640
4,12:21,1,10,MIN 29,14,21,"Penalty on Doug Free: False Start, 5 yards (no play)",3.640,3.310
4,11:56,1,15,MIN 34,14,21,Tony Romo pass complete short left to Felix Jones for 3 yards (tackle by Ben Leber and Asher Allen),3.310,2.830
4,11:11,2,12,MIN 31,14,21,Tony Romo pass complete short right to Felix Jones for no gain,2.830,2.150
4,10:25,3,12,MIN 31,20,21,"Tony Romo pass complete deep right to Dez Bryant for 31 yards, touchdown",2.150,7.000
4,,,,MIN 2,21,21,David Buehler kicks extra point good,0.000,0.000
4,,,,DAL 30,21,21,"David Buehler kicks off 68 yards, returned by Percy Harvin for 16 yards (tackle by Barry Church)",0.000,0.040
4,10:12,1,10,MIN 18,21,21,Brett Favre pass incomplete short right intended for Bernard Berrian,0.040,-0.490
4,10:04,2,10,MIN 18,21,21,Brett Favre pass complete short left to Greg Camarillo for 5 yards (tackle by Mike Jenkins and Orlando Scandrick),-0.490,-0.530
4,9:23,3,5,MIN 23,21,21,Brett Favre pass incomplete short left intended for Percy Harvin,-0.530,-1.830
4,9:18,4,5,MIN 23,21,21,"Chris Kluwe punts 53 yards, returned by Dez Bryant for 34 yards (tackle by Cullen Loeffler). Penalty on Alan Ball: Offensive Holding, 10 yards",-1.830,0.280
4,9:03,1,10,DAL 14,21,21,Felix Jones middle for 5 yards (tackle by Chad Greenway and Antoine Winfield),-0.280,-0.040
4,8:25,2,5,DAL 19,21,21,Marion Barber left tackle for 3 yards (tackle by E.J. Henderson and Kevin Williams),-0.040,-0.440
4,7:41,3,2,DAL 22,21,21,Tony Romo pass incomplete short middle intended for Jason Witten is intercepted by E.J. Henderson at DAL-30,-0.440,-3.580
4,7:33,1,10,DAL 30,21,21,Adrian Peterson middle for 3 yards (tackle by Anthony Spencer and Keith Brooking),3.580,3.440
4,6:51,2,7,DAL 27,21,21,Toby Gerhart left tackle for 4 yards (tackle by Bradie James),3.440,3.270
4,6:12,,,,21,21,Timeout #1 by Dallas Cowboys,0.000,3.270
4,6:12,3,3,DAL 23,21,21,Brett Favre pass complete short left to Randy Moss for 5 yards (tackle by Mike Jenkins),3.270,4.370
4,5:39,1,10,DAL 18,21,21,Adrian Peterson left guard for 2 yards (tackle by Keith Brooking),4.370,4.090
4,5:02,2,8,DAL 16,21,21,Adrian Peterson middle for 1 yard (tackle by Gerald Sensabaugh),4.090,3.460
4,4:18,3,7,DAL 15,21,21,"Penalty on Bryant McKinnie: False Start, 5 yards (no play)",3.460,2.870
4,4:14,3,12,DAL 20,21,21,Brett Favre pass incomplete deep right intended for Randy Moss (defended by Alan Ball),2.870,2.120
4,4:09,4,12,DAL 20,21,24,Ryan Longwell 38 yard field goal good,2.120,3.000
4,,,,MIN 30,21,24,"Ryan Longwell kicks off 64 yards, returned by Akwasi Owusu-Ansah for 14 yards (tackle by Jasper Brinkley)",0.000,0.280
4,4:01,1,10,DAL 20,21,24,Tony Romo pass complete short right to Felix Jones for no gain,0.280,-0.270
4,3:18,2,10,DAL 20,21,24,Tony Romo pass complete short left to Jason Witten for 5 yards (tackle by Jamarca Sanford),-0.270,-0.300
4,2:46,3,5,DAL 25,21,24,Tony Romo pass incomplete short left intended for Dez Bryant,-0.300,-1.700
4,2:42,4,5,DAL 25,21,24,"Mat McBriar punts 60 yards, returned by Greg Camarillo for 10 yards (tackle by Sam Hurd)",-1.700,-0.610
4,2:32,1,10,MIN 25,21,24,Adrian Peterson right tackle for 2 yards (tackle by Stephen Bowen and Keith Brooking),0.610,0.330
4,2:27,,,,21,24,Timeout #2 by Dallas Cowboys,0.000,0.330
4,2:27,2,8,MIN 27,21,24,Adrian Peterson middle for 2 yards (tackle by Marcus Spears and Josh Brent),0.330,-0.100
4,2:22,,,,21,24,Timeout #3 by Dallas Cowboys,0.000,-0.100
4,2:22,3,6,MIN 29,21,24,"Brett Favre pass incomplete short left intended for Greg Lewis. Penalty on Mike Jenkins: Defensive Pass Interfere, 11 yards (no play)",-0.100,1.600
4,2:18,1,10,MIN 40,21,24,Adrian Peterson right tackle for -1 yards (tackle by Bradie James),1.600,0.920
4,2:00,2,11,MIN 39,21,24,Adrian Peterson middle for 2 yards (tackle by Igor Olshansky and Jay Ratliff),0.920,0.500
4,1:16,3,9,MIN 41,21,24,Adrian Peterson left end for 6 yards (tackle by Gerald Sensabaugh and DeMarcus Ware),0.500,-0.260
4,0:29,,,,21,24,Timeout #1 by Minnesota Vikings,0.000,-0.260
4,0:29,4,3,MIN 47,21,24,"Chris Kluwe punts 49 yards, returned by Dez Bryant for 3 yards (tackle by Frank Walker)",-0.260,0.380
4,0:13,1,10,DAL 7,21,24,Tony Romo pass complete deep left to Roy Williams for 19 yards (tackle by Madieu Williams),-0.380,0.670
4,0:06,1,10,DAL 26,21,24,"Tony Romo pass complete short right to Felix Jones for 14 yards, lateral to Roy Williams for -8 yards, lateral to Tony Romo for 11 yards, lateral to Miles Austin for -3 yards, lateral to Jason Witten for -6 yards, lateral to Dez Bryant for 5 yards. Dez Bryant fumbles, recovered by Chad Greenway at DAL-39 (tackle by Tony Romo). Penalty on Tony Romo: Illegal Forward Pass",0.670,1.330
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
