Quarter,Time,Down,ToGo,Location,ARI,CLE,Detail,EPB,EPA
2,1:38,1,10,CLE 11,20,7,Kyler Murray pass incomplete short right intended for DeAndre Hopkins,,
2,1:31,2,10,CLE 11,20,7,"Kyler Murray aborted snap, recovered by Kyler Murray at CLE-15 and returned for -4 yards Kyler Murray for no gain",,
2,1:28,,,,,,Timeout #3 by Cleveland Browns,,
2,1:28,3,14,CLE 15,20,7,Kyler Murray pass complete short left to Chase Edmonds for no gain (tackle by Jeremiah Owusu-Koramoah),,
2,0:48,4,14,CLE 15,23,7,Matt Prater 33 yard field goal good,,
2,0:43,,,ARI 35,23,7,"Matt Prater kicks off 65 yards, touchback.",,
2,0:43,1,10,CLE 25,23,7,Baker Mayfield pass incomplete short right intended for David Njoku,,
2,0:36,2,10,CLE 25,23,7,Baker Mayfield pass complete short right to Anthony Schwartz for 5 yards (tackle by Byron Murphy),,
2,0:20,3,5,CLE 30,23,7,Baker Mayfield pass complete short left to D'Ernest Johnson for 7 yards (tackle by Byron Murphy),,
2,0:07,1,10,CLE 37,23,7,Baker Mayfield pass complete short left to Anthony Schwartz for 6 yards (tackle by Marco Wilson),,
2,0:03,2,4,CLE 43,23,13,"Baker Mayfield pass complete deep left to Donovan Peoples-Jones for 57 yards, touchdown",,
2,0:00,,,ARI 15,23,14,Chase McLaughlin kicks extra point good,,
Quarter,Time,Down,ToGo,Location,ARI,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,23,14,"Chase McLaughlin kicks off 65 yards, touchback.",,
3,15:00,1,10,ARI 25,23,14,Kyler Murray sacked by Myles Garrett for -8 yards,,
3,14:14,2,18,ARI 17,23,14,Kyler Murray pass complete short right to A.J. Green for 13 yards (tackle by Greedy Williams),,
3,13:37,3,5,ARI 30,23,14,Kyler Murray pass complete short left to Rondale Moore for 1 yard (tackle by Troy Hill and Denzel Ward),,
3,12:59,4,4,ARI 31,23,14,"Andy Lee punts 44 yards, returned by Demetric Felton for 8 yards (tackle by Chris Banjo and Demetrius Harris)",,
3,12:50,1,10,CLE 33,23,14,Baker Mayfield sacked by Markus Golden for -6 yards,,
3,12:10,2,16,CLE 27,23,14,Kareem Hunt left guard for 5 yards (tackle by Markus Golden),,
3,11:28,3,11,CLE 32,23,14,Baker Mayfield sacked by Jordan Hicks for -7 yards,,
3,10:49,4,18,CLE 25,23,14,"Jamie Gillan punts 52 yards, returned by Rondale Moore for 4 yards (tackle by Herb Miller)",,
3,10:40,1,10,ARI 27,23,14,James Conner right guard for 5 yards (tackle by Anthony Walker and Myles Garrett),,
3,10:18,2,5,ARI 32,23,14,Kyler Murray pass incomplete deep right intended for Christian Kirk,,
3,10:12,3,5,ARI 32,23,14,Kyler Murray pass incomplete deep right intended for Christian Kirk (defended by Greedy Williams),,
3,10:06,4,5,ARI 32,23,14,"Andy Lee punts 57 yards, returned by Demetric Felton for 21 yards (tackle by Kylie Fitts and Joe Walker)",,
3,9:55,1,10,CLE 32,23,14,"Kareem Hunt right tackle for no gain (tackle by Markus Golden). Penalty on David Njoku: Offensive Holding, 10 yards (accepted) (no play)",,
3,9:31,1,20,CLE 22,23,14,Baker Mayfield pass complete deep right to Odell Beckham for 24 yards (tackle by Byron Murphy),,
3,8:53,1,10,CLE 46,23,14,Kareem Hunt right guard for -1 yards (tackle by Zaven Collins),,
3,8:10,2,11,CLE 45,23,14,Baker Mayfield pass complete short right to Donovan Peoples-Jones for 13 yards (tackle by Marco Wilson),,
3,7:23,1,10,ARI 42,23,14,Anthony Schwartz right end for -3 yards (tackle by Isaiah Simmons),,
3,6:37,2,13,ARI 45,23,14,"Baker Mayfield sacked by J.J. Watt for -1 yards. Baker Mayfield fumbles (forced by J.J. Watt), recovered by Devon Kennard at ARI-46 (tackle by J.J. Watt)",,
3,6:26,1,10,ARI 46,23,14,Kyler Murray pass incomplete short left intended for Christian Kirk (defended by Anthony Walker),,
3,6:23,2,10,ARI 46,23,14,Kyler Murray pass incomplete short middle intended for Rondale Moore,,
3,6:20,3,10,ARI 46,23,14,Kyler Murray pass complete deep middle to A.J. Green for 34 yards (tackle by Greedy Williams),,
3,5:42,1,10,CLE 20,23,14,James Conner right tackle for 1 yard (tackle by John Johnson and Jeremiah Owusu-Koramoah),,
3,4:59,2,9,CLE 19,23,14,Kyler Murray pass complete short right to A.J. Green for 8 yards (tackle by Greedy Williams),,
3,4:20,3,1,CLE 11,23,14,Kyler Murray right guard for 4 yards (tackle by Anthony Walker),,
3,3:38,1,7,CLE 7,23,14,James Conner right guard for -2 yards (tackle by Malik McDowell),,
3,3:01,2,9,CLE 9,29,14,"Kyler Murray pass complete short middle to DeAndre Hopkins for 9 yards, touchdown",,
3,2:56,,,CLE 15,30,14,Matt Prater kicks extra point good,,
3,2:56,,,ARI 35,30,14,"Matt Prater kicks off 64 yards, returned by Anthony Schwartz for 35 yards (tackle by Antonio Hamilton)",,
3,2:48,1,10,CLE 36,30,14,Baker Mayfield pass incomplete short left intended for Odell Beckham (defended by Marco Wilson),,
3,2:44,2,10,CLE 36,30,14,Baker Mayfield pass complete short left to Kareem Hunt for 3 yards (tackle by Jordan Hicks),,
3,2:11,3,7,CLE 39,30,14,Baker Mayfield pass complete short left to Johnny Stanton for 6 yards (tackle by Isaiah Simmons),,
3,1:24,4,1,CLE 45,30,14,Baker Mayfield pass complete short left to Austin Hooper for 4 yards (tackle by Marco Wilson),,
3,0:46,1,10,CLE 49,30,14,Kareem Hunt left tackle for 9 yards (tackle by Isaiah Simmons),,
3,0:22,2,1,ARI 42,30,14,Kareem Hunt right guard for 3 yards (tackle by Budda Baker),,
3,0:03,1,10,ARI 39,30,14,Baker Mayfield scrambles left end for 2 yards (tackle by Byron Murphy),,
Quarter,Time,Down,ToGo,Location,ARI,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,ARI 37,30,14,Baker Mayfield pass complete short left to Odell Beckham for 6 yards (tackle by Byron Murphy),,
4,14:27,3,2,ARI 31,30,14,Baker Mayfield pass complete to Odell Beckham for 7 yards (tackle by Jalen Thompson),,
4,14:03,1,10,ARI 24,30,14,Kareem Hunt right tackle for 11 yards (tackle by Jalen Thompson),,
4,13:32,1,10,ARI 13,30,14,Kareem Hunt left guard for 3 yards (tackle by J.J. Watt and Jordan Phillips),,
4,12:50,2,7,ARI 10,30,14,Kareem Hunt left guard for 3 yards (tackle by J.J. Watt and Isaiah Simmons),,
4,12:13,3,4,ARI 7,30,14,Baker Mayfield pass incomplete short right intended for Rashard Higgins (defended by J.J. Watt),,
4,12:10,4,4,ARI 7,30,14,Baker Mayfield pass incomplete short right intended for Odell Beckham (defended by Robert Alford),,
4,12:06,1,10,ARI 7,30,14,James Conner right tackle for 3 yards (tackle by Anthony Walker and Ronnie Harrison),,
4,11:30,2,7,ARI 10,30,14,Kyler Murray pass complete deep left to Christian Kirk for 20 yards (tackle by Troy Hill),,
4,10:56,1,10,ARI 30,30,14,"Kyler Murray pass incomplete short left intended for DeAndre Hopkins. Penalty on DeAndre Hopkins: Offensive Pass Interference, 10 yards (accepted) (no play)",,
4,10:52,,,,,,Timeout #1 by Arizona Cardinals,,
4,10:52,1,20,ARI 20,30,14,James Conner left guard for 3 yards (tackle by Malik Jackson and Anthony Walker),,
4,10:09,2,17,ARI 23,30,14,"Kyler Murray pass incomplete short left intended for DeAndre Hopkins. Penalty on Malik Jackson: Roughing the Passer, 15 yards (accepted) (no play)",,
4,10:02,1,10,ARI 38,30,14,"Kyler Murray left end for no gain. Kyler Murray fumbles, recovered by Kyler Murray at ARI-38",,
4,9:15,2,10,ARI 38,30,14,Kyler Murray pass complete short left to Christian Kirk for 11 yards (tackle by Denzel Ward),,
4,8:37,1,10,ARI 49,30,14,James Conner left tackle for 9 yards (tackle by Denzel Ward and Sheldon Day),,
4,7:51,2,1,CLE 42,30,14,James Conner left guard for 2 yards (tackle by Jeremiah Owusu-Koramoah),,
4,7:07,1,10,CLE 40,30,14,James Conner left guard for 16 yards (tackle by Anthony Walker and John Johnson),,
4,6:21,1,10,CLE 24,30,14,Kyler Murray right tackle for 3 yards (tackle by John Johnson and Troy Hill),,
4,5:36,2,7,CLE 21,30,14,James Conner right guard for 7 yards (tackle by Malik McDowell),,
4,4:55,1,10,CLE 14,36,14,"Kyler Murray pass complete to A.J. Green for 14 yards, touchdown",,
4,4:48,,,CLE 15,37,14,Matt Prater kicks extra point good,,
4,4:48,,,ARI 35,37,14,"Matt Prater kicks off 65 yards, touchback.",,
4,4:48,1,10,CLE 25,37,14,D'Ernest Johnson right guard for 2 yards (tackle by Jordan Hicks and Budda Baker),,
4,4:27,2,8,CLE 27,37,14,Case Keenum pass complete short right to David Njoku for 6 yards (tackle by Robert Alford and Markus Golden),,
4,4:01,3,2,CLE 33,37,14,Case Keenum pass incomplete short right intended for Rashard Higgins,,
4,3:58,,,,,,Timeout #1 by Cleveland Browns,,
4,3:58,4,2,CLE 33,37,14,Case Keenum pass incomplete short right intended for Anthony Schwartz (defended by Robert Alford),,
4,3:54,1,10,CLE 33,37,14,Jonathan Ward left guard for -2 yards (tackle by Sione Takitaki and Joe Jackson),,
4,3:10,2,12,CLE 35,37,14,Jonathan Ward left guard for 3 yards (tackle by Sheldon Day),,
4,2:26,3,9,CLE 32,37,14,Jonathan Ward left tackle for 7 yards (tackle by Ronnie Harrison),,
4,2:20,4,2,CLE 25,37,14,Jonathan Ward left guard for 6 yards (tackle by Sheldon Day and Jordan Elliott),,
4,2:00,1,10,CLE 19,37,14,Colt McCoy kneels for -1 yards,,
4,1:18,2,11,CLE 20,37,14,Colt McCoy kneels for -1 yards,,
4,0:39,3,12,CLE 21,37,14,Colt McCoy kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
