Quarter,Time,Down,ToGo,Location,CAR,STL,Detail,EPB,EPA
2,3:40,1,10,CAR 10,0,3,Steven Jackson left guard for 3 yards (tackle by Jon Beason and Edward Johnson),4.910,4.760
2,2:58,2,7,CAR 7,0,3,Sam Bradford pass complete short left to Kenneth Darby for 5 yards (tackle by Sherrod Martin),4.760,4.950
2,2:11,3,2,CAR 2,0,9,"Sam Bradford pass complete short right to Danny Amendola for 2 yards, touchdown",4.950,7.000
2,,,,CAR 2,0,10,Josh Brown kicks extra point good,0.000,0.000
2,,,,STL 30,0,10,"Josh Brown kicks off 68 yards, returned by Mike Goodson for 29 yards (tackle by Bradley Fletcher)",0.000,1.000
2,2:00,1,10,CAR 31,0,10,Matt Moore pass complete short right to Steve Smith for 12 yards,1.000,1.800
2,1:34,1,10,CAR 43,0,10,Matt Moore pass complete short right to Jonathan Stewart for 8 yards (tackle by Craig Dahl),1.800,2.330
2,1:30,2,2,STL 49,0,10,Matt Moore pass complete short middle to Steve Smith for 19 yards (tackle by Quincy Butler),2.330,3.580
2,1:04,1,10,STL 30,0,10,Matt Moore pass complete short right to Mike Goodson for 3 yards (tackle by Craig Dahl),3.580,3.440
2,0:55,,,,0,10,Timeout #1 by Carolina Panthers,0.000,3.440
2,0:55,2,7,STL 27,0,10,Matt Moore pass complete short right to Mike Goodson for 1 yard (tackle by James Hall and Craig Dahl),3.440,2.870
2,0:47,3,6,STL 26,0,10,Matt Moore pass incomplete deep right intended for Brandon LaFell,2.870,1.760
2,0:42,4,6,STL 26,3,10,John Kasay 44 yard field goal good,1.760,3.000
2,,,,CAR 30,3,10,"Rhys Lloyd kicks off 69 yards, returned by Danny Amendola for 30 yards (tackle by Greg Hardy). Penalty on Chris Chamberlain: Offensive Holding, 10 yards",0.000,-0.280
2,0:32,1,10,STL 14,3,10,Steven Jackson right guard for 3 yards (tackle by Charles Johnson),-0.280,-0.370
Quarter,Time,Down,ToGo,Location,CAR,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 30,3,10,"Josh Brown kicks off 65 yards, returned by Mike Goodson for 19 yards (tackle by Chris Chamberlain)",0.000,0.540
3,14:55,1,10,CAR 24,3,10,Jonathan Stewart left tackle for 7 yards (tackle by O.J. Atogwe and Gary Gibson),0.540,0.940
3,14:21,2,3,CAR 31,3,10,Jonathan Stewart right tackle for 4 yards (tackle by Na'il Diggs),0.940,1.270
3,13:37,1,10,CAR 35,3,10,Matt Moore pass complete short left to Jeff King for 9 yards (tackle by Craig Dahl),1.270,1.940
3,12:58,2,1,CAR 44,3,10,Jonathan Stewart right end for 8 yards (tackle by Bradley Fletcher and Bryan Kehl),1.940,2.390
3,12:21,1,10,STL 48,3,10,Mike Goodson right tackle for 1 yard (tackle by Jermelle Cudjo and James Laurinaitis),2.390,1.980
3,11:45,2,9,STL 47,3,10,Matt Moore pass incomplete short right intended for Steve Smith,1.980,1.290
3,11:38,3,9,STL 47,3,10,Matt Moore pass complete short left to Dante Rosario for 12 yards (tackle by Ronald Bartell),1.290,3.250
3,11:14,1,10,STL 35,3,10,Jonathan Stewart right tackle for -2 yards (tackle by Bradley Fletcher),3.250,2.430
3,10:34,2,12,STL 37,3,10,Matt Moore sacked by O.J. Atogwe for -8 yards,2.430,0.700
3,9:56,3,20,STL 45,3,10,Matt Moore pass incomplete deep right intended for Brandon LaFell,0.700,0.270
3,9:49,4,20,STL 45,3,10,"Jason Baker punts 30 yards, fair catch by Danny Amendola. Penalty on Eric Norwood: Illegal Formation, 5 yards",0.270,-0.280
3,9:42,1,10,STL 20,3,10,"Penalty on Charles Johnson: Neutral Zone Infraction, 5 yards (no play)",0.280,1.010
3,9:42,1,5,STL 25,3,10,Steven Jackson left tackle for 3 yards (tackle by James Anderson),1.010,0.810
3,9:05,2,2,STL 28,3,10,Sam Bradford pass complete short right to Daniel Fells for 5 yards (tackle by Jon Beason),0.810,1.140
3,8:26,1,10,STL 33,3,10,Steven Jackson left end for 7 yards (tackle by Richard Marshall),1.140,1.540
3,7:54,2,3,STL 40,3,10,Sam Bradford pass complete short right to Brandon Gibson for 15 yards (tackle by Chris Gamble),1.540,2.590
3,7:15,1,10,CAR 45,3,10,Sam Bradford pass incomplete short right intended for Danny Amendola,2.590,2.040
3,7:08,2,10,CAR 45,3,10,Steven Jackson right tackle for 1 yard (tackle by Edward Johnson),2.040,1.490
3,6:30,3,9,CAR 44,3,10,Sam Bradford pass incomplete short left intended for Daniel Fells,1.490,0.330
3,6:23,4,9,CAR 44,3,10,Donnie Jones punts 37 yards,0.330,0.380
3,6:08,1,10,CAR 7,3,10,Jonathan Stewart right guard for 4 yards (tackle by Bryan Kehl),-0.380,-0.490
3,5:32,2,6,CAR 11,3,10,Jonathan Stewart right tackle for 3 yards (tackle by Gary Gibson),-0.490,-0.600
3,4:55,3,3,CAR 14,3,10,Matt Moore pass complete short middle to Steve Smith for 6 yards (tackle by James Laurinaitis),-0.600,0.280
3,4:21,1,10,CAR 20,3,10,Jonathan Stewart left end for 3 yards (tackle by James Laurinaitis),0.280,0.140
3,3:43,2,7,CAR 23,3,10,Matt Moore pass incomplete short right intended for David Gettis (defended by O.J. Atogwe),0.140,-0.560
3,3:34,3,7,CAR 23,3,10,Matt Moore pass complete short left to Mike Goodson for 8 yards (tackle by James Hall and Ronald Bartell),-0.560,1.000
3,3:04,1,10,CAR 31,3,10,Jonathan Stewart middle for -3 yards (tackle by James Laurinaitis),1.000,0.060
3,2:29,2,13,CAR 28,3,10,Matt Moore pass incomplete deep left intended for Steve Smith,0.060,-0.630
3,2:21,3,13,CAR 28,3,10,Matt Moore sacked by James Laurinaitis for -6 yards,-0.630,-1.900
3,2:04,4,19,CAR 22,3,10,"Jason Baker punts 52 yards, returned by Danny Amendola for 2 yards (tackle by Tyrell Sutton)",-1.900,-0.810
3,1:53,1,10,STL 28,3,10,Sam Bradford pass complete short left to Danny Amendola for 4 yards (tackle by Sherrod Martin),0.810,0.800
3,1:29,2,6,STL 32,3,10,Sam Bradford middle for 3 yards (tackle by Derek Landri),0.800,0.500
3,0:42,3,3,STL 35,3,10,"Sam Bradford for no gain. Sam Bradford fumbles, recovered by Sam Bradford at STL-33",0.500,-1.180
3,0:12,4,5,STL 33,3,10,"Donnie Jones punts 57 yards, returned by Captain Munnerlyn for 31 yards (tackle by Daniel Fells)",-1.180,-1.660
Quarter,Time,Down,ToGo,Location,CAR,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CAR 41,3,10,Jonathan Stewart left tackle for 1 yard (tackle by Craig Dahl),1.660,1.260
4,14:29,2,9,CAR 42,3,10,Jonathan Stewart right tackle for 4 yards (tackle by Bryan Kehl),1.260,1.090
4,13:47,3,5,CAR 46,3,10,"Matt Moore pass complete short middle to Steve Smith for -3 yards (tackle by Craig Dahl). Steve Smith fumbles (forced by Craig Dahl), recovered by Chris Long at CAR-43",1.090,-2.720
4,13:36,1,10,CAR 43,3,10,"Sam Bradford pass complete short right to Michael Hoomanawanui for 4 yards (tackle by Chris Gamble). Penalty on Danny Amendola: Offensive Pass Interfere, 10 yards (no play)",2.720,2.060
4,13:17,1,20,STL 47,3,10,Steven Jackson middle for 5 yards (tackle by Edward Johnson),2.060,1.500
4,12:39,2,15,CAR 48,3,10,Sam Bradford pass complete deep left to Brandon Gibson for 33 yards (tackle by Richard Marshall and Sherrod Martin),1.500,4.580
4,12:01,1,10,CAR 15,3,10,Steven Jackson middle for -3 yards (tackle by Dan Connor),4.580,3.560
4,11:20,2,13,CAR 18,3,10,"Penalty on Jason Brown: False Start, 5 yards (no play)",3.560,2.940
4,11:07,2,18,CAR 23,3,10,Sam Bradford pass incomplete deep right intended for Daniel Fells,2.940,2.280
4,11:00,3,18,CAR 23,3,16,"Sam Bradford pass complete short right to Daniel Fells for 23 yards, touchdown",2.280,7.000
4,,,,CAR 2,3,17,Josh Brown kicks extra point good,0.000,0.000
4,,,,STL 30,3,17,"Josh Brown kicks off 70 yards, returned by Mike Goodson for 20 yards (tackle by Craig Dahl)",0.000,0.280
4,10:44,1,10,CAR 20,3,17,Matt Moore pass incomplete deep left intended for Brandon LaFell (defended by Ronald Bartell),0.280,-0.270
4,10:38,2,10,CAR 20,3,17,Matt Moore pass incomplete deep middle intended for Steve Smith is intercepted by James Butler at CAR-44 and returned for 16 yards,-0.270,-3.710
4,10:28,1,10,CAR 28,3,17,Steven Jackson right tackle for -4 yards (tackle by James Anderson),3.710,2.630
4,9:58,2,14,CAR 32,3,17,Sam Bradford pass complete short right to Laurent Robinson for 3 yards (tackle by Sherrod Martin),2.630,2.340
4,9:16,3,11,CAR 29,3,17,Sam Bradford pass complete short left to Brandon Gibson for 6 yards (tackle by Richard Marshall),2.340,1.980
4,8:30,4,5,CAR 23,3,17,"Josh Brown 41 yard field goal good. Penalty on Chris Gamble: Defensive Offside, 5 yards (no play)",1.980,4.370
4,8:24,1,10,CAR 18,3,17,Steven Jackson middle for 1 yard (tackle by Derek Landri),4.370,3.940
4,7:48,2,9,CAR 17,3,17,Steven Jackson middle for 3 yards (tackle by Sherrod Martin),3.940,3.630
4,7:05,3,6,CAR 14,3,17,"Steven Jackson middle for 6 yards. Penalty on Jason Brown: Offensive Holding, 10 yards (no play)",3.630,2.340
4,6:48,3,16,CAR 24,3,17,Kenneth Darby middle for 1 yard (tackle by James Anderson),2.340,1.930
4,6:39,,,,3,17,Timeout #1 by Carolina Panthers,0.000,1.930
4,6:39,4,15,CAR 23,3,20,Josh Brown 41 yard field goal good,1.930,3.000
4,,,,STL 30,3,20,"Josh Brown kicks off 67 yards, returned by Mike Goodson for 17 yards (tackle by Brit Miller)",0.000,0.280
4,6:29,1,10,CAR 20,3,20,Matt Moore pass incomplete short right intended for Brandon LaFell (defended by Fred Robbins),0.280,-0.270
4,6:26,2,10,CAR 20,3,20,"Matt Moore sacked by Chris Long for -7 yards. Matt Moore fumbles (forced by Chris Long), recovered by Garry Williams at CAR-16. Penalty on Garry Williams: Offensive Holding (Declined)",-0.270,-1.690
4,5:56,3,14,CAR 16,3,20,Matt Moore pass complete short middle to Steve Smith for 20 yards (tackle by O.J. Atogwe),-1.690,1.330
4,5:25,1,10,CAR 36,3,20,Matt Moore pass incomplete short right intended for David Gettis (defended by Ronald Bartell),1.330,0.790
4,5:21,2,10,CAR 36,3,20,Matt Moore pass complete short middle to Brandon LaFell for 8 yards (tackle by Kevin Dockery),0.790,1.160
4,4:57,3,2,CAR 44,3,20,Matt Moore pass complete short left to David Clowney for 7 yards,1.160,2.320
,,,,,,,"CAR challenged the incomplete pass ruling, and the original play was overturned.",,
4,4:48,1,10,STL 49,3,20,Matt Moore pass complete short middle to Steve Smith for 15 yards (tackle by Ronald Bartell),2.320,3.310
4,4:27,1,10,STL 34,3,20,Matt Moore pass incomplete deep right intended for David Gettis,3.310,2.770
4,4:20,2,10,STL 34,3,20,Matt Moore pass complete short middle to Steve Smith for 7 yards (tackle by Jerome Murphy and Kevin Dockery),2.770,3.010
4,3:56,3,3,STL 27,3,20,Matt Moore pass complete short left to Brandon LaFell for 10 yards (tackle by Jerome Murphy). Penalty on James Hall: Defensive Offside (Declined),3.010,4.440
4,3:51,1,10,STL 17,3,20,Matt Moore pass incomplete deep right intended for Mike Goodson,4.440,3.850
4,3:45,2,10,STL 17,9,20,"Matt Moore pass complete short left to Brandon LaFell for 17 yards, touchdown",3.850,7.000
4,,,,STL 2,10,20,John Kasay kicks extra point good,0.000,0.000
4,,,,CAR 30,10,20,Rhys Lloyd kicks onside 21 yards,0.000,2.190
4,3:34,1,10,STL 49,10,20,Steven Jackson middle for 5 yards (tackle by Dan Connor and Tyler Brayton),2.190,2.320
4,3:30,,,,10,20,Timeout #2 by Carolina Panthers,0.000,2.320
4,3:30,2,5,CAR 46,10,20,Steven Jackson left guard for 3 yards (tackle by Jon Beason),2.320,2.010
4,3:26,,,,10,20,Timeout #3 by Carolina Panthers,0.000,2.010
4,3:26,3,2,CAR 43,10,20,Steven Jackson middle for 1 yard (tackle by Tyler Brayton and Dan Connor),2.010,0.460
4,2:41,4,1,CAR 42,10,20,"Penalty on Donnie Jones: Delay of Game, 5 yards (no play)",0.460,0.130
4,2:39,4,6,CAR 47,10,20,Donnie Jones punts 45 yards,0.130,0.380
4,2:28,1,10,CAR 2,10,20,Matt Moore pass complete short right to Mike Goodson for 4 yards (tackle by Ronald Bartell and Craig Dahl),-0.380,-0.490
4,2:04,2,6,CAR 6,10,20,Matt Moore pass complete short left to Brandon LaFell for 5 yards (tackle by Jerome Murphy),-0.490,-0.370
4,1:59,3,1,CAR 11,10,20,Matt Moore pass complete short left to Steve Smith for 5 yards (tackle by Jerome Murphy),-0.370,-0.140
4,1:36,1,10,CAR 16,10,20,"Matt Moore pass incomplete deep right intended for Steve Smith is intercepted by O.J. Atogwe at CAR-36 and returned for 34 yards. Penalty on O.J. Atogwe: Unsportsmanlike Conduct, 15 yards",-0.140,-4.440
4,1:24,1,10,CAR 17,10,20,Sam Bradford kneels for -1 yards,4.440,3.720
4,1:10,2,11,CAR 18,10,20,Sam Bradford kneels for -1 yards,3.720,2.910
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
