Quarter,Time,Down,ToGo,Location,NYJ,BAL,Detail,EPB,EPA
3,11:17,1,10,NYJ 33,3,9,Bernard Pierce left tackle for 4 yards (tackle by Damon Harrison and Ed Reed),3.380,3.380
3,10:47,2,6,NYJ 29,3,9,Tyrod Taylor left end for -6 yards (tackle by Sheldon Richardson),3.380,1.880
3,10:15,3,12,NYJ 35,3,9,Joe Flacco pass incomplete deep left intended for Torrey Smith (defended by Antonio Cromartie),1.880,0.970
3,10:06,4,12,NYJ 35,3,12,Justin Tucker 53 yard field goal good,0.970,3.000
3,10:06,,,BAL 35,3,12,"Justin Tucker kicks off 70 yards, returned by Josh Cribbs for 24 yards (tackle by Anthony Levine)",0.000,-0.150
3,9:56,1,10,NYJ 19,3,12,Geno Smith pass complete short middle to Santonio Holmes for 12 yards (tackle by Jameel McClain),0.150,0.150
,,,,,,,"NYJ challenged the incomplete pass ruling, and the original play was overturned.",,
3,9:27,1,10,NYJ 19,3,12,Timeout #1 by New York Jets,0.150,1.000
3,9:27,1,10,NYJ 31,3,12,Bilal Powell left guard for 4 yards (tackle by DeAngelo Tyson),1.000,1.000
3,8:42,2,6,NYJ 35,3,12,Bilal Powell left guard for no gain (tackle by Pernell McPhee),1.000,0.300
3,7:59,3,6,NYJ 35,3,12,Geno Smith pass incomplete short left intended for Jeff Cumberland (defended by Lardarius Webb),0.300,-1.040
3,7:52,4,6,NYJ 35,3,12,"Ryan Quigley punts 48 yards (tackle by Ryan Quigley). Penalty on NYJ: Unsportsmanlike Conduct, 15 yards",-1.040,-3.510
3,7:32,1,10,NYJ 31,3,12,Tyrod Taylor right end for -7 yards (tackle by Quinton Coples),3.510,3.510
3,6:54,1,10,NYJ 31,3,12,Timeout #2 by New York Jets,3.510,2.020
3,6:46,2,17,NYJ 38,3,12,Joe Flacco sacked by Calvin Pace for -8 yards,2.020,0.300
3,6:19,3,25,NYJ 46,3,12,Joe Flacco pass complete short left to Tyrod Taylor for 6 yards (tackle by David Harris),0.300,0.590
3,5:43,4,19,NYJ 40,3,12,"Sam Koch punts 40 yards, touchback",0.590,-0.280
3,5:34,1,10,NYJ 20,3,12,Bilal Powell left end for 17 yards (tackle by Matt Elam),0.280,1.400
3,5:34,1,10,NYJ 37,3,12,Josh Cribbs left end for 6 yards (tackle by Jimmy Smith),1.400,1.670
3,4:29,2,4,NYJ 43,3,12,Josh Cribbs pass incomplete deep middle intended for David Nelson,1.670,0.960
3,4:20,3,4,NYJ 43,3,12,Bilal Powell left end for 7 yards (tackle by Lardarius Webb),0.960,2.260
3,4:15,1,10,NYJ 50,3,12,Geno Smith pass complete short right to Jeff Cumberland for 9 yards (tackle by Lardarius Webb),2.260,2.930
3,3:45,2,1,BAL 41,3,12,Chris Ivory left tackle for 6 yards (tackle by Jameel McClain and Courtney Upshaw),2.930,3.250
3,3:11,1,10,BAL 35,3,12,Josh Cribbs left tackle for 2 yards (tackle by Terrell Suggs),3.250,2.970
3,2:37,2,8,BAL 33,3,12,Chris Ivory left tackle for 2 yards (tackle by Arthur Jones and Terrence Cody),2.970,2.540
3,1:47,3,6,BAL 31,3,12,"Geno Smith pass incomplete deep left intended for Kellen Winslow. Penalty on Brian Winters: Offensive Holding, 11 yards (no play)",2.540,1.090
3,1:41,3,17,BAL 42,3,12,Geno Smith pass incomplete deep right intended for David Nelson is intercepted by Corey Graham at BAL-12,1.090,0.350
3,1:33,1,10,BAL 12,3,12,Ray Rice left guard for 3 yards (tackle by Demario Davis),-0.350,-0.500
3,1:06,2,7,BAL 15,3,12,Joe Flacco pass complete short right to Torrey Smith for 14 yards (tackle by Muhammad Wilkerson),-0.500,0.870
3,0:32,1,10,BAL 29,3,12,"Penalty on Muhammad Wilkerson: Neutral Zone Infraction, 5 yards (no play)",0.870,1.600
3,0:15,1,5,BAL 34,3,18,"Joe Flacco pass complete deep middle to Jacoby Jones for 66 yards, touchdown",1.600,7.000
3,0:15,,,NYJ 2,3,19,Justin Tucker kicks extra point good,0.000,0.000
3,0:15,,,BAL 35,3,19,"Justin Tucker kicks off 73 yards, touchback",0.000,-0.280
3,0:05,1,10,NYJ 20,3,19,Bilal Powell left guard for 1 yard (tackle by DeAngelo Tyson),0.280,-0.130
Quarter,Time,Down,ToGo,Location,NYJ,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,NYJ 21,3,19,Geno Smith pass incomplete deep right intended for Santonio Holmes,-0.130,-0.130
4,14:53,2,9,NYJ 21,3,19,Timeout #3 by New York Jets,-0.130,-0.820
4,14:53,3,9,NYJ 21,3,19,Geno Smith sacked by Pernell McPhee for -7 yards,-0.820,-2.470
4,14:20,4,16,NYJ 14,3,19,"Ryan Quigley punts 46 yards, returned by Jacoby Jones for 11 yards (tackle by Ellis Lankster)",-2.470,-2.320
4,14:09,1,10,NYJ 49,3,19,Bernard Pierce right guard for 3 yards (tackle by Demario Davis and Leger Douzable),2.320,2.190
4,13:37,2,7,NYJ 46,3,19,"Joe Flacco sacked by Muhammad Wilkerson for -7 yards. Penalty on Muhammad Wilkerson: Roughing the Passer, 15 yards",2.190,3.050
4,13:19,1,10,NYJ 38,3,19,Bernard Pierce right tackle for -2 yards (tackle by Sheldon Richardson),3.050,2.240
4,12:48,2,12,NYJ 40,3,19,Joe Flacco pass complete short left to Marlon Brown for 1 yard (tackle by Darrin Walls),2.240,1.680
4,12:09,3,11,NYJ 39,3,19,Joe Flacco sacked by Sheldon Richardson and Quinton Coples for -8 yards,1.680,0.130
4,11:30,4,19,NYJ 47,3,19,"Sam Koch punts 31 yards, out of bounds",0.130,0.140
4,11:21,1,10,NYJ 16,3,19,Geno Smith pass incomplete short left intended for Kellen Winslow (defended by Daryl Smith),-0.140,-0.660
4,11:18,2,10,NYJ 16,3,19,Geno Smith pass incomplete short middle intended for Kellen Winslow (defended by Daryl Smith),-0.660,-1.320
4,11:13,3,10,NYJ 16,3,19,Geno Smith pass incomplete short middle intended for Santonio Holmes (defended by Daryl Smith),-1.320,-2.390
4,11:08,4,10,NYJ 16,3,19,"Ryan Quigley punts 51 yards, returned by Jacoby Jones for 21 yards (tackle by Demario Davis). Penalty on Courtney Upshaw: Personal Foul, 15 yards",-2.390,-1.530
4,10:54,1,10,BAL 39,3,19,Joe Flacco pass complete short right to Vonta Leach for 6 yards (tackle by Dawan Landry),1.530,1.800
4,10:16,2,4,BAL 45,3,19,Ray Rice left end for no gain (tackle by Damon Harrison),1.800,1.090
4,9:37,3,4,BAL 45,3,19,Joe Flacco pass complete short right to Brandon Stokley for 7 yards (tackle by Kyle Wilson),1.090,2.390
4,8:53,1,10,NYJ 48,3,19,Ray Rice right guard for 1 yard (tackle by Damon Harrison),2.390,1.980
4,8:11,2,9,NYJ 47,3,19,Ray Rice right end for no gain (tackle by Leger Douzable and David Harris),1.980,1.290
4,7:33,3,9,NYJ 47,3,19,Joe Flacco pass complete short middle to Dallas Clark for 5 yards (tackle by Calvin Pace),1.290,0.460
4,7:01,4,4,NYJ 42,3,19,"Penalty on Morgan Cox: False Start, 5 yards (no play)",0.460,0.130
4,6:57,4,9,NYJ 47,3,19,Sam Koch punts 37 yards,0.130,0.380
4,6:48,1,10,NYJ 10,3,19,Geno Smith pass complete short middle to Bilal Powell for 11 yards (tackle by Daryl Smith),-0.380,0.340
4,6:20,1,10,NYJ 21,3,19,Bilal Powell right tackle for -1 yards (tackle by Pernell McPhee),0.340,-0.340
4,5:49,2,11,NYJ 20,3,19,Geno Smith pass complete deep left to Greg Salas for 30 yards (tackle by Jimmy Smith),-0.340,2.260
4,5:19,1,10,NYJ 50,3,19,Geno Smith pass complete short middle to Kellen Winslow for 15 yards (tackle by Matt Elam),2.260,3.250
4,4:51,1,10,BAL 35,3,19,Bilal Powell right guard for 7 yards (tackle by Courtney Upshaw),3.250,3.650
4,4:23,2,3,BAL 28,3,19,Geno Smith pass incomplete deep right intended for Greg Salas is intercepted by Corey Graham at BAL--1,3.650,-0.280
4,4:15,1,10,BAL 20,3,19,Bernard Pierce left guard for 9 yards (tackle by David Harris),0.280,0.950
4,3:30,2,1,BAL 29,3,19,Bernard Pierce left tackle for 2 yards (tackle by Sheldon Richardson),0.950,1.000
4,2:48,1,10,BAL 31,3,19,Bernard Pierce right tackle for no gain (tackle by Demario Davis and Dawan Landry),1.000,0.460
4,2:02,2,10,BAL 31,3,19,Bernard Pierce left tackle for 1 yard (tackle by Muhammad Wilkerson),0.460,-0.100
4,1:57,3,9,BAL 32,3,19,Ray Rice right guard for 1 yard (tackle by Muhammad Wilkerson),-0.100,-0.100
4,1:14,3,9,BAL 32,3,19,Timeout #1 by Baltimore Ravens,-0.100,-1.180
4,1:14,4,8,BAL 33,3,19,"Sam Koch punts 40 yards, returned by Josh Cribbs for 10 yards (tackle by Anthony Levine)",-1.180,-1.400
4,1:02,1,10,NYJ 37,3,19,Geno Smith pass incomplete short right intended for Stephen Hill (defended by Corey Graham),1.400,0.860
4,0:55,2,10,NYJ 37,3,19,Geno Smith pass complete short right to Kellen Winslow for 19 yards (tackle by Lardarius Webb),0.860,2.650
4,0:27,1,10,BAL 44,3,19,Geno Smith pass complete short middle to Bilal Powell for 10 yards (tackle by Corey Graham),2.650,3.310
4,0:17,1,10,BAL 34,3,19,Geno Smith sacked by Elvis Dumervil for -8 yards,3.310,1.690
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
