Quarter,Time,Down,ToGo,Location,WAS,STL,Detail,EPB,EPA
2,11:55,1,10,STL 47,10,14,Ryan Torain middle for 3 yards (tackle by O.J. Atogwe and Jermelle Cudjo),2.460,2.320
2,11:13,2,7,STL 44,10,14,Ryan Torain right tackle for -1 yards (tackle by James Laurinaitis),2.320,1.490
2,10:30,3,8,STL 45,10,14,"Donovan McNabb for 26 yards. Penalty on Ronald Bartell: Defensive Holding, 5 yards",1.490,4.650
2,10:07,1,10,STL 14,10,14,Ryan Torain left end for 7 yards (tackle by James Butler),4.650,5.280
2,9:34,2,3,STL 7,10,14,Donovan McNabb pass complete short right to Mike Sellers for -1 yards (tackle by James Butler),5.280,4.280
2,8:45,3,4,STL 8,10,14,"Penalty on Donovan McNabb: Delay of Game, 5 yards (no play)",4.280,3.260
2,8:22,3,9,STL 13,10,14,Donovan McNabb pass complete short right to Chris Cooley for 7 yards (tackle by O.J. Atogwe),3.260,3.010
2,7:42,4,2,STL 6,13,14,Graham Gano 24 yard field goal good,3.010,3.000
2,,,,WAS 30,13,14,"Graham Gano kicks off 77 yards, touchback",0.000,0.280
2,7:37,1,10,STL 20,13,14,Steven Jackson middle for -1 yards (tackle by Ma'ake Kemoeatu),0.280,-0.460
2,7:04,2,11,STL 19,13,14,"Sam Bradford pass incomplete short left intended for Brandon Gibson. Penalty on Carlos Rogers: Defensive Pass Interfere, 14 yards (no play)",-0.460,1.140
2,6:57,1,10,STL 33,13,14,Steven Jackson right guard for 3 yards (tackle by Ma'ake Kemoeatu),1.140,1.000
2,6:22,2,7,STL 36,13,14,Sam Bradford pass complete short right to Daniel Fells for 7 yards (tackle by DeAngelo Hall),1.000,1.800
2,5:22,1,10,STL 43,13,14,Sam Bradford pass complete short right to Mark Clayton for 13 yards (tackle by DeAngelo Hall),1.800,2.650
2,4:41,1,10,WAS 44,13,14,Sam Bradford for 2 yards (tackle by Andre Carter),2.650,2.380
2,4:12,2,8,WAS 42,13,14,Steven Jackson left guard for 2 yards (tackle by LaRon Landry),2.380,1.950
,,,,,,,"STL challenged the fumble ruling, and the original play was overturned.",,
2,3:49,3,6,WAS 40,13,14,Sam Bradford pass complete short middle to Danny Amendola for 8 yards (tackle by LaRon Landry),1.950,3.450
2,3:14,1,10,WAS 32,13,14,Sam Bradford pass complete short left to Fendi Onobun for 8 yards (tackle by Carlos Rogers),3.450,3.980
2,2:37,2,2,WAS 24,13,14,Sam Bradford pass complete short middle to Mike Karney for 3 yards (tackle by Rocky McIntosh and Brian Orakpo),3.980,4.170
2,2:00,1,10,WAS 21,13,14,Sam Bradford pass incomplete short left intended for Brandon Gibson,4.170,3.630
2,1:58,2,10,WAS 21,13,14,Sam Bradford pass complete short right to Kenneth Darby for 8 yards (tackle by Rocky McIntosh and DeAngelo Hall),3.630,4.240
2,1:12,3,2,WAS 13,13,14,Sam Bradford pass complete short right to Mark Clayton for 12 yards (tackle by DeAngelo Hall),4.240,6.970
2,1:05,1,1,WAS 1,13,14,Keith Toston right guard for -1 yards (tackle by Chris Wilson),6.970,5.720
2,1:01,,,,13,14,Timeout #2 by Washington Redskins,0.000,5.720
2,1:01,2,2,WAS 2,13,14,"Sam Bradford pass incomplete short left intended for Fendi Onobun. Penalty on Brian Orakpo: Defensive Holding, 1 yards (no play)",5.720,6.970
2,0:56,1,1,WAS 1,13,14,Keith Toston left guard for -3 yards (tackle by Adam Carriker and Lorenzo Alexander),6.970,5.340
2,0:47,,,,13,14,Timeout #3 by Washington Redskins,0.000,5.340
2,0:47,2,4,WAS 4,13,14,"Penalty on Darcy Johnson: False Start, 5 yards (no play)",5.340,4.380
2,0:47,2,9,WAS 9,13,14,Sam Bradford pass complete short middle to Danny Amendola for 6 yards (tackle by Rocky McIntosh),4.380,4.720
2,0:35,,,,13,14,Timeout #1 by Los Angeles Rams,0.000,4.720
2,0:35,3,3,WAS 3,13,14,Sam Bradford pass incomplete short left intended for Fendi Onobun,4.720,3.040
2,0:31,4,3,WAS 3,13,14,"Josh Brown 21 yard field goal no good, blocked by Phillip Daniels",3.040,-0.280
2,0:25,1,10,WAS 20,13,14,Donovan McNabb kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,WAS,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 30,13,14,"Josh Brown kicks off 73 yards, returned by Devin Thomas for 30 yards (tackle by David Vobora)",0.000,0.740
3,14:54,1,10,WAS 27,13,14,"Donovan McNabb pass complete deep right to Santana Moss for 56 yards (tackle by Darian Stewart). Penalty on Darian Stewart: Horse Collar Tackle, 9 yards",0.740,5.370
3,14:32,1,8,STL 8,13,14,Mike Sellers middle for 1 yard (tackle by James Hall),5.370,4.760
3,13:53,2,7,STL 7,13,14,Ryan Torain right end for 5 yards (tackle by James Laurinaitis and Na'il Diggs),4.760,4.950
3,13:23,3,2,STL 2,13,14,Clinton Portis left tackle for -1 yards (tackle by James Laurinaitis),4.950,3.040
3,12:42,4,3,STL 3,16,14,Graham Gano 21 yard field goal good,3.040,3.000
3,,,,WAS 30,16,14,"Graham Gano kicks off 69 yards, returned by Danny Amendola for 18 yards (tackle by Lorenzo Alexander). Penalty on H.B. Blades: Offside on Free Kick, 5 yards (no play)",0.000,0.000
3,,,,WAS 25,16,14,"Graham Gano kicks off 66 yards, returned by Mardy Gilyard for 17 yards (tackle by Perry Riley)",0.000,0.670
3,12:28,1,10,STL 26,16,14,Sam Bradford pass complete short right to Danny Amendola for 8 yards (tackle by London Fletcher),0.670,1.210
3,11:56,2,2,STL 34,16,14,Keith Toston left tackle for 3 yards (tackle by Adam Carriker),1.210,1.400
3,11:20,1,10,STL 37,16,14,Sam Bradford pass complete short middle to Brandon Gibson for 16 yards (tackle by Kareem Moore),1.400,2.460
3,10:53,1,10,WAS 47,16,14,"Penalty on Rodger Saffold: False Start, 5 yards (no play)",2.460,2.130
3,10:35,1,15,STL 48,16,14,Sam Bradford pass incomplete short right intended for Fendi Onobun,2.130,1.240
3,10:28,2,15,STL 48,16,14,Sam Bradford pass complete short left to Danny Amendola for 18 yards (tackle by Carlos Rogers),1.240,3.310
3,9:45,1,10,WAS 34,16,14,Sam Bradford pass incomplete deep middle intended for Brandon Gibson (defended by Kareem Moore),3.310,2.770
3,9:42,2,10,WAS 34,16,14,Sam Bradford pass incomplete short left intended for Mardy Gilyard (defended by Lorenzo Alexander),2.770,2.080
3,9:38,3,10,WAS 34,16,14,Sam Bradford pass complete short middle to Daniel Fells for 12 yards (tackle by Kareem Moore),2.080,4.110
3,9:01,1,10,WAS 22,16,14,Kenneth Darby middle for 3 yards (tackle by London Fletcher and Kedric Golston),4.110,3.970
3,8:11,,,,16,14,Timeout #1 by Los Angeles Rams,0.000,3.970
3,8:11,2,7,WAS 19,16,14,Sam Bradford pass incomplete short left intended for Brandon Gibson (defended by Phillip Buchanon),3.970,3.260
3,8:08,3,7,WAS 19,16,14,Sam Bradford pass complete short right to Mardy Gilyard for 7 yards (tackle by DeAngelo Hall),3.260,4.780
3,7:21,1,10,WAS 12,16,20,"Kenneth Darby middle for 12 yards, touchdown",4.780,7.000
3,,,,WAS 2,16,21,Josh Brown kicks extra point good,0.000,0.000
3,,,,STL 30,16,21,"Josh Brown kicks off 71 yards, returned by Devin Thomas for 26 yards (tackle by Kenneth Darby)",0.000,0.610
3,7:10,1,10,WAS 25,16,21,Ryan Torain left end for -3 yards (tackle by George Selvie),0.610,-0.340
3,6:28,2,13,WAS 22,16,21,Donovan McNabb pass complete short right to Clinton Portis for 14 yards (tackle by ),-0.340,1.330
3,5:47,1,10,WAS 36,16,21,Donovan McNabb pass incomplete deep left intended for Santana Moss,1.330,0.790
3,5:39,2,10,WAS 36,16,21,Ryan Torain right tackle for -1 yards (tackle by James Laurinaitis and Jermelle Cudjo),0.790,-0.030
3,4:58,3,11,WAS 35,16,21,Donovan McNabb pass incomplete short right intended for Roydell Williams,-0.030,-1.040
3,4:49,4,11,WAS 35,16,21,"Graham Gano punts 42 yards, returned by Danny Amendola for no gain. Penalty on Justin King: Offensive Holding, 10 yards",-1.040,0.320
3,4:38,1,10,STL 13,16,21,Sam Bradford pass complete short right to Mark Clayton for 5 yards (tackle by DeAngelo Hall),-0.320,-0.140
3,4:04,2,5,STL 18,16,21,Keith Toston left tackle for 1 yard (tackle by Brian Orakpo),-0.140,-0.710
3,3:20,3,4,STL 19,16,21,Sam Bradford pass complete short right to Brandon Gibson for 3 yards (tackle by DeAngelo Hall and Rocky McIntosh),-0.710,-1.900
3,2:29,4,1,STL 22,16,21,"Donnie Jones punts 44 yards, muffed catch by Phillip Buchanon, ball out of bounds at WAS-37",-1.900,-1.400
3,2:18,1,10,WAS 37,16,21,Donovan McNabb pass incomplete short left intended for Roydell Williams,1.400,0.860
3,2:16,2,10,WAS 37,16,21,Donovan McNabb pass incomplete short left intended for Chris Cooley,0.860,0.170
3,2:09,3,10,WAS 37,16,21,Donovan McNabb pass incomplete short left intended for Keiland Williams,0.170,-0.910
3,2:00,4,10,WAS 37,16,21,"Graham Gano punts 28 yards, fair catch by Danny Amendola",-0.910,-1.270
3,1:55,1,10,STL 35,16,21,Keith Toston left guard for 3 yards (tackle by Phillip Daniels),1.270,1.130
3,1:18,2,7,STL 38,16,21,Sam Bradford pass complete short middle to Brandon Gibson for 14 yards (tackle by LaRon Landry),1.130,2.390
3,0:39,1,10,WAS 48,16,21,Kenneth Darby middle for 2 yards (tackle by Adam Carriker),2.390,2.120
Quarter,Time,Down,ToGo,Location,WAS,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,WAS 46,16,21,Kenneth Darby right tackle for 13 yards (tackle by Kareem Moore),2.120,3.380
4,14:29,1,10,WAS 33,16,21,Kenneth Darby right tackle for 6 yards (tackle by Kareem Moore),3.380,3.650
4,13:49,2,4,WAS 27,16,21,Kenneth Darby left guard for 3 yards (tackle by London Fletcher),3.650,3.340
4,13:08,3,1,WAS 24,16,21,Kenneth Darby middle for 2 yards (tackle by Brian Orakpo),3.340,4.110
4,12:25,1,10,WAS 22,16,21,Kenneth Darby left guard for 3 yards (tackle by Phillip Daniels and London Fletcher),4.110,3.970
4,11:47,2,7,WAS 19,16,21,Sam Bradford pass incomplete short left intended for Danny Amendola,3.970,3.260
4,11:43,3,7,WAS 19,16,21,Sam Bradford pass incomplete deep left intended for Brandon Gibson,3.260,2.180
4,11:39,4,7,WAS 19,16,24,Josh Brown 37 yard field goal good,2.180,3.000
4,,,,STL 30,16,24,"Josh Brown kicks off 74 yards, returned by Devin Thomas for 31 yards (tackle by Larry Grant)",0.000,0.740
4,11:30,1,10,WAS 27,16,24,"Donovan McNabb pass complete short middle to Santana Moss for 14 yards (tackle by Na'il Diggs). Penalty on Stephon Heyer: Offensive Holding, 10 yards (no play)",0.740,-0.170
4,10:54,1,20,WAS 17,16,24,Donovan McNabb pass complete short left to Santana Moss for 8 yards (tackle by Bradley Fletcher),-0.170,-0.070
4,10:15,2,12,WAS 25,16,24,Donovan McNabb sacked by James Hall for -3 yards,-0.070,-1.150
4,9:38,3,15,WAS 22,16,24,Donovan McNabb pass complete short left to Santana Moss for 11 yards (tackle by James Butler and James Laurinaitis),-1.150,-1.180
4,9:06,4,4,WAS 33,16,24,"Graham Gano punts 40 yards, returned by Danny Amendola for 21 yards (tackle by Byron Westbrook)",-1.180,-2.130
4,8:53,1,10,STL 48,16,24,Keith Toston left tackle for 8 yards (tackle by Andre Carter),2.130,2.660
4,8:20,2,2,WAS 44,16,24,Kenneth Darby middle for no gain (tackle by Kedric Golston),2.660,1.950
4,7:20,3,2,WAS 44,16,24,Kenneth Darby middle for 1 yard (tackle by London Fletcher),1.950,0.400
4,7:17,4,1,WAS 43,16,24,Kenneth Darby left guard for 2 yards (tackle by Brian Orakpo),0.400,2.850
4,7:17,1,10,WAS 41,16,24,Sam Bradford pass complete short right to Mark Clayton for 30 yards (tackle by LaRon Landry),2.850,4.840
4,6:59,1,10,WAS 11,16,24,"Kenneth Darby middle for no gain. Penalty on Jason Smith: Offensive Holding, 10 yards (no play)",4.840,4.170
4,6:32,1,20,WAS 21,16,24,Sam Bradford pass complete to Danny Amendola for 8 yards (tackle by LaRon Landry),4.170,3.830
4,5:50,2,12,WAS 13,16,24,Keith Toston left guard for 2 yards (tackle by London Fletcher),3.830,3.130
4,5:10,3,10,WAS 11,16,24,Kenneth Darby right guard for no gain (tackle by Rocky McIntosh),3.130,2.700
4,4:26,4,10,WAS 11,16,27,Josh Brown 29 yard field goal good,2.700,3.000
4,,,,STL 30,16,27,"Josh Brown kicks off 75 yards, touchback",0.000,0.280
4,4:22,1,10,WAS 20,16,27,Donovan McNabb pass complete short right to Chris Cooley for 16 yards (tackle by Bryan Kehl and ),0.280,1.330
,,,,,,,"STL challenged the runner was down by contact ruling, and the play was upheld.",,
4,3:51,1,10,WAS 36,16,27,"Penalty on Kory Lichtensteiger: False Start, 5 yards (no play)",1.330,1.000
4,3:51,1,15,WAS 31,16,27,Donovan McNabb pass incomplete short left intended for Chris Cooley (defended by Gary Gibson),1.000,0.120
4,3:47,2,15,WAS 31,16,27,Donovan McNabb pass incomplete short left intended for Santana Moss is intercepted by Bradley Fletcher at WAS-45 and returned for 4 yards,0.120,-2.850
4,3:39,1,10,WAS 41,16,27,Keith Toston middle for 1 yard (tackle by Ma'ake Kemoeatu),2.850,2.440
4,3:03,2,9,WAS 40,16,27,"Keith Toston left guard for 6 yards. Penalty on Jason Smith: Offensive Holding, 11 yards (no play)",2.440,0.960
4,2:58,2,20,STL 49,16,27,Kenneth Darby right tackle for no gain (tackle by London Fletcher),0.960,0.300
4,2:52,,,,16,27,Timeout #1 by Washington Redskins,0.000,0.300
4,2:52,3,20,STL 49,16,27,Sam Bradford pass complete short right to Mark Clayton for 25 yards (tackle by Kareem Moore),0.300,3.840
4,2:09,1,10,WAS 26,16,27,Keith Toston left guard for 4 yards (tackle by Ma'ake Kemoeatu),3.840,3.840
4,2:00,2,6,WAS 22,16,27,Keith Toston right guard for 2 yards (tackle by Lorenzo Alexander),3.840,3.400
4,1:55,,,,16,27,Timeout #2 by Washington Redskins,0.000,3.400
4,1:55,3,4,WAS 20,16,27,Kenneth Darby middle for 2 yards (tackle by Ma'ake Kemoeatu),3.400,2.370
4,1:48,,,,16,27,Timeout #3 by Washington Redskins,0.000,2.370
4,1:48,4,2,WAS 18,16,30,Josh Brown 36 yard field goal good,2.370,3.000
4,,,,STL 30,16,30,"Josh Brown kicks off 66 yards, returned by Devin Thomas for 23 yards (tackle by Keith Toston)",0.000,0.740
4,1:39,1,10,WAS 27,16,30,Donovan McNabb pass complete short middle to Keiland Williams for 9 yards (tackle by Bryan Kehl),0.740,1.410
4,1:15,2,1,WAS 36,16,30,Donovan McNabb pass complete short left to Keiland Williams for 5 yards (tackle by Bryan Kehl),1.410,1.660
4,1:11,1,10,WAS 41,16,30,Donovan McNabb pass complete short right to Roydell Williams for 10 yards (tackle by Ronald Bartell),1.660,2.320
4,0:47,1,10,STL 49,16,30,Donovan McNabb pass complete short left to Chris Cooley for 19 yards (tackle by Justin King and Bryan Kehl),2.320,3.580
4,0:27,1,10,STL 30,16,30,Donovan McNabb spiked the ball,3.580,3.030
4,0:26,2,10,STL 30,16,30,Donovan McNabb pass incomplete deep left intended for Joey Galloway,3.030,2.340
4,0:21,3,10,STL 30,16,30,Donovan McNabb pass complete short middle to Chris Cooley for 6 yards (tackle by Justin King),2.340,1.940
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
