Quarter,Time,Down,ToGo,Location,SDG,CIN,Detail,EPB,EPA
2,3:49,3,6,CIN 24,0,13,Philip Rivers pass complete short right to Darren Sproles for 10 yards (tackle by Roy Williams),3.010,4.650
2,3:13,1,10,CIN 14,0,13,"Philip Rivers pass incomplete short right intended for Vincent Jackson. Penalty on Johnathan Joseph: Defensive Pass Interfere, 13 yards (no play)",4.650,6.970
2,3:08,1,1,CIN 1,0,13,Ryan Mathews right tackle for no gain (tackle by Keith Rivers),6.970,5.910
2,2:35,2,1,CIN 1,0,13,Jacob Hester middle for no gain (tackle by Dhani Jones),5.910,5.170
2,2:00,3,1,CIN 1,0,13,Ryan Mathews left tackle for -1 yards (tackle by Michael Johnson),5.170,3.250
2,1:19,4,2,CIN 2,3,13,Nate Kaeding 20 yard field goal good,3.250,3.000
2,,,,SDG 30,3,13,"Nate Kaeding kicks off 70 yards, returned by Quan Cosby for 18 yards (tackle by Dante Hughes). Penalty on Roddrick Muckelroy: Illegal Block Above the , 6 yards",0.000,-0.380
2,1:11,1,10,CIN 6,3,13,Cedric Benson left guard for 2 yards (tackle by Luis Castillo),-0.380,-0.630
2,1:04,,,,3,13,Timeout #2 by San Diego Chargers,0.000,-0.630
2,1:03,2,8,CIN 8,3,13,Cedric Benson left guard for 2 yards (tackle by Antwan Applewhite),-0.630,-0.950
2,0:59,,,,3,13,Timeout #3 by San Diego Chargers,0.000,-0.950
2,0:59,3,6,CIN 10,3,13,Cedric Benson left guard for 4 yards (tackle by Luis Castillo),-0.950,-2.470
2,0:14,,,,3,13,Timeout #2 by Cincinnati Bengals,0.000,-2.470
2,0:14,4,2,CIN 14,3,13,"Kevin Huber punts 42 yards, returned by Antoine Cason for 12 yards (tackle by Vincent Rey)",-2.470,-2.650
2,0:02,1,10,CIN 44,3,13,Philip Rivers pass incomplete deep middle intended for Kelley Washington,2.650,2.110
Quarter,Time,Down,ToGo,Location,SDG,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 30,3,13,"Nate Kaeding kicks off 67 yards, returned by Bernard Scott for 23 yards (tackle by Donald Strickland)",0.000,0.670
3,14:54,1,10,CIN 26,3,13,Carson Palmer pass complete short left to Jerome Simpson for 8 yards (tackle by Eric Weddle),0.670,1.210
3,14:24,2,2,CIN 34,3,13,Cedric Benson right tackle for -3 yards (tackle by Jacques Cesaire and Eric Weddle),1.210,0.100
3,13:43,3,5,CIN 31,3,13,Carson Palmer pass complete deep middle to Andre Caldwell for 18 yards (tackle by Eric Weddle),0.100,2.190
3,13:04,1,10,CIN 49,3,13,Carson Palmer pass incomplete deep left intended for Jermaine Gresham (defended by Eric Weddle),2.190,1.650
3,12:57,2,10,CIN 49,3,13,Cedric Benson left end for 2 yards (tackle by Jacques Cesaire),1.650,1.220
3,12:12,3,8,SDG 49,3,13,Carson Palmer pass complete short middle to Andre Caldwell for 14 yards (tackle by Paul Oliver),1.220,3.250
3,11:33,1,10,SDG 35,3,13,Cedric Benson left guard for -5 yards (tackle by Antonio Garay and Antwan Applewhite),3.250,2.030
3,10:52,2,15,SDG 40,3,13,Carson Palmer pass incomplete short left intended for Jerome Simpson,2.030,1.350
3,10:47,3,15,SDG 40,3,13,Carson Palmer pass incomplete short middle intended for Cedric Peerman,1.350,0.590
3,10:41,4,15,SDG 40,3,13,Kevin Huber punts 26 yards,0.590,0.280
3,10:32,1,10,SDG 14,3,13,Philip Rivers pass complete short right to Vincent Jackson for 14 yards (tackle by Johnathan Joseph),-0.280,0.810
3,9:59,1,10,SDG 28,3,13,Ryan Mathews right guard for 6 yards (tackle by Keith Rivers and Reggie Nelson),0.810,1.070
3,9:19,2,4,SDG 34,3,13,Ryan Mathews left guard for 3 yards (tackle by Michael Johnson and Robert Geathers),1.070,0.760
3,8:40,3,1,SDG 37,3,13,"Jacob Hester middle for 2 yards (tackle by Dhani Jones). Penalty on Pat Sims: Defensive Offside, 5 yards (no play)",0.760,1.730
3,8:24,1,10,SDG 42,3,13,Ryan Mathews right end for 1 yard (tackle by Robert Geathers),1.730,1.320
3,7:44,2,9,SDG 43,3,13,Philip Rivers pass complete short right to Kion Wilson for 7 yards (tackle by Keith Rivers),1.320,1.550
3,6:51,3,2,,3,13,Philip Rivers pass complete short middle to Randy McMichael for 8 yards (tackle by Dhani Jones),1.550,2.790
3,6:14,1,10,CIN 42,3,13,Philip Rivers pass complete deep left to Legedu Naanee for 19 yards,2.790,4.040
3,5:52,1,10,CIN 23,9,13,"Ryan Mathews left guard for 23 yards, touchdown",4.040,7.000
3,,,,CIN 2,10,13,Nate Kaeding kicks extra point good,0.000,0.000
3,,,,SDG 30,10,13,"Nate Kaeding kicks off 59 yards, returned by Bernard Scott for 24 yards (tackle by Brandon Moore). Penalty on Geno Atkins: Offensive Holding, 10 yards",0.000,0.480
3,5:39,1,10,CIN 23,10,13,Cedric Benson left tackle for 1 yard (tackle by Steve Gregory),0.480,0.070
3,5:15,2,9,CIN 24,10,13,Carson Palmer pass complete short left to Jermaine Gresham for 8 yards (tackle by Steve Gregory and Antwan Applewhite),0.070,0.430
3,4:37,3,1,CIN 32,10,13,Cedric Benson right tackle for 8 yards (tackle by Paul Oliver and Eric Weddle),0.430,1.600
3,4:08,1,10,CIN 40,10,13,Carson Palmer pass complete short middle to Andre Caldwell for 11 yards (tackle by Antwan Applewhite),1.600,2.320
3,3:31,1,10,SDG 49,10,13,Cedric Benson right tackle for 2 yards (tackle by Quentin Jammer),2.320,2.050
3,2:53,2,8,SDG 47,10,13,Cedric Benson right tackle for no gain (tackle by Kevin Burnett and Antwan Barnes),2.050,1.360
3,2:12,3,8,SDG 47,10,13,Carson Palmer pass incomplete short middle intended for Jordan Shipley,1.360,0.130
3,2:07,4,8,SDG 47,10,13,Kevin Huber punts 26 yards,0.130,-0.340
3,1:54,1,10,SDG 21,10,13,Philip Rivers pass complete short middle to Ryan Mathews for 5 yards (tackle by Dhani Jones),0.340,0.480
3,1:12,2,5,SDG 26,10,13,Darren Sproles left guard for 6 yards (tackle by Reggie Nelson),0.480,1.070
3,0:38,1,10,SDG 32,10,13,Philip Rivers pass complete short middle to Vincent Jackson for 15 yards (tackle by Johnathan Joseph),1.070,2.060
3,0:01,1,10,SDG 47,10,13,Philip Rivers pass incomplete deep middle intended for Randy McMichael is intercepted by Rey Maualuga at CIN-32 and returned for 47 yards,2.060,-4.170
Quarter,Time,Down,ToGo,Location,SDG,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SDG 21,10,13,Carson Palmer pass complete short middle to Jerome Simpson for 11 yards (tackle by Steve Gregory),4.170,4.910
4,14:26,1,10,SDG 10,10,13,Cedric Benson left tackle for 5 yards (tackle by Antoine Cason),4.910,5.150
4,13:50,2,5,SDG 5,10,13,Cedric Benson right tackle for 2 yards (tackle by Eric Weddle),5.150,4.720
4,13:05,3,3,SDG 3,10,19,"Carson Palmer pass complete short left to Jordan Shipley for 3 yards, touchdown",4.720,7.000
4,,,,SDG 2,10,20,Clint Stitser kicks extra point good,0.000,0.000
4,,,,CIN 30,10,20,"Clint Stitser kicks off 72 yards, returned by Darren Sproles for 45 yards (tackle by Clint Stitser)",0.000,1.800
4,12:52,1,10,SDG 43,10,20,Philip Rivers pass complete short middle to Ryan Mathews for 7 yards (tackle by Rey Maualuga),1.800,2.200
4,12:24,2,3,,10,20,Ryan Mathews middle for 12 yards (tackle by Reggie Nelson),2.200,3.050
4,11:53,1,10,CIN 38,10,20,Ryan Mathews middle for 1 yard (tackle by Pat Sims),3.050,2.640
4,11:15,2,9,CIN 37,10,20,Philip Rivers pass complete short middle to Vincent Jackson for 8 yards (tackle by Keiwan Ratliff and Reggie Nelson),2.640,3.010
4,10:41,3,1,CIN 29,10,20,Philip Rivers middle for 2 yards (tackle by Michael Johnson),3.010,3.780
4,10:06,1,10,CIN 27,10,20,Philip Rivers pass incomplete short middle intended for Kion Wilson (defended by Reggie Nelson),3.780,3.230
4,9:57,2,10,CIN 27,10,20,Philip Rivers pass complete short middle to Darren Sproles for 4 yards (tackle by Reggie Nelson),3.230,3.070
4,9:22,3,6,CIN 23,10,20,Philip Rivers pass complete short middle to Kelley Washington for 6 yards (tackle by Keiwan Ratliff),3.070,4.440
4,8:38,1,10,CIN 17,10,20,Philip Rivers pass complete short right to Darren Sproles for 7 yards (tackle by Rey Maualuga),4.440,5.100
4,8:08,2,3,CIN 10,10,20,Darren Sproles left guard for no gain (tackle by Geno Atkins and Roy Williams),5.100,4.340
4,7:28,3,3,CIN 10,10,20,Philip Rivers pass incomplete short right intended for Legedu Naanee (defended by Johnathan Joseph),4.340,2.860
4,7:22,4,3,CIN 10,13,20,Nate Kaeding 28 yard field goal good,2.860,3.000
4,,,,SDG 30,13,20,"Nate Kaeding kicks off 59 yards, returned by Bernard Scott for 27 yards (tackle by Quinton Teal)",0.000,1.470
4,7:11,1,10,CIN 38,13,20,Carson Palmer pass incomplete deep middle intended for Andre Caldwell,1.470,0.920
4,7:02,2,10,CIN 38,13,20,Cedric Benson left guard for 3 yards (tackle by Eric Weddle),0.920,0.630
4,6:34,3,7,CIN 41,13,26,"Carson Palmer pass complete deep left to Jerome Simpson for 59 yards, touchdown",0.630,7.000
4,,,,SDG 2,13,27,Clint Stitser kicks extra point good,0.000,0.000
4,,,,CIN 30,13,27,"Clint Stitser kicks off 68 yards, returned by Darren Sproles for 21 yards (tackle by Marvin White)",0.000,0.480
4,6:17,1,10,SDG 23,13,27,Philip Rivers pass incomplete short middle intended for Vincent Jackson (defended by Robert Geathers),0.480,-0.070
4,6:13,2,10,SDG 23,13,27,Philip Rivers pass incomplete short right intended for Darren Sproles,-0.070,-0.760
4,6:08,3,10,SDG 23,13,27,Philip Rivers pass complete short right to Darren Sproles for 3 yards (tackle by Johnathan Joseph),-0.760,-1.630
4,5:32,4,7,SDG 26,13,27,Philip Rivers pass incomplete short left intended for Vincent Jackson (defended by Geno Atkins),-1.630,-3.840
4,5:27,1,10,SDG 26,13,27,Bernard Scott left guard for 6 yards (tackle by Antonio Garay),3.840,4.110
4,4:43,2,4,SDG 20,13,27,Bernard Scott middle for 10 yards (tackle by Eric Weddle),4.110,4.910
4,3:59,1,10,SDG 10,13,33,"Bernard Scott left guard for 10 yards, touchdown",4.910,7.000
4,,,,SDG 2,13,34,Clint Stitser kicks extra point good,0.000,0.000
4,,,,CIN 30,13,34,"Clint Stitser kicks off 55 yards, returned by Jacob Hester for 13 yards (tackle by Brandon Johnson)",0.000,0.810
4,3:47,1,10,SDG 28,13,34,Philip Rivers pass complete short middle to Darren Sproles for 12 yards (tackle by Reggie Nelson and Keiwan Ratliff),0.810,1.600
4,3:21,1,10,SDG 40,13,34,Philip Rivers sacked by Carlos Dunlap for -7 yards,1.600,0.110
4,3:01,2,17,SDG 33,13,34,Philip Rivers pass complete short left to Kelley Washington for 11 yards (tackle by Keiwan Ratliff and Reggie Nelson),0.110,0.890
4,2:40,3,6,SDG 44,13,34,Philip Rivers pass complete short left to Kelley Washington for 7 yards (tackle by Keiwan Ratliff),0.890,2.320
4,2:16,1,10,CIN 49,13,34,Philip Rivers pass complete short middle to Kelley Washington for 11 yards (tackle by Keiwan Ratliff and Dan Skuta),2.320,3.050
4,2:00,1,10,CIN 38,13,34,"Philip Rivers pass complete short middle to Darren Sproles for 13 yards (tackle by Keiwan Ratliff). Penalty on Domata Peko: Roughing the Passer, 13 yards",3.050,4.780
4,1:49,1,10,CIN 12,13,34,Philip Rivers pass incomplete short right intended for Legedu Naanee,4.780,4.100
4,1:44,2,10,CIN 12,13,34,Philip Rivers pass complete short middle to Darren Sproles for 7 yards (tackle by Keiwan Ratliff and Rey Maualuga),4.100,4.610
4,1:33,,,,13,34,Timeout #1 by San Diego Chargers,0.000,4.610
4,1:33,3,3,CIN 5,19,34,"Philip Rivers pass complete short left to Kelley Washington for 5 yards, touchdown",4.610,7.000
4,,,,CIN 2,20,34,Nate Kaeding kicks extra point good,0.000,0.000
4,,,,SDG 30,20,34,Mike Scifres kicks onside 12 yards,0.000,2.790
4,1:26,1,10,SDG 42,20,34,Bernard Scott left guard for 2 yards (tackle by Antwan Applewhite and Brandon Siler),2.790,2.510
4,1:20,,,,20,34,Timeout #2 by San Diego Chargers,0.000,2.510
4,1:20,2,8,SDG 40,20,34,Bernard Scott left guard for 4 yards (tackle by Brandon Siler and Eric Weddle),2.510,2.340
4,1:14,,,,20,34,Timeout #3 by San Diego Chargers,0.000,2.340
4,1:14,3,4,SDG 36,20,34,Bernard Scott middle for 3 yards (tackle by Steve Gregory),2.340,1.210
4,0:34,4,1,SDG 33,20,34,Bernard Scott right tackle for 2 yards (tackle by Paul Oliver). Penalty on SDG: Defensive 12 On-field (Declined),1.210,3.510
4,0:22,1,10,SDG 31,20,34,Carson Palmer kneels for -1 yards,3.510,2.830
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
