Quarter,Time,Down,ToGo,Location,CAR,WAS,Detail,EPB,EPA
3,13:43,3,6,CAR 33,20,3,"Teddy Bridgewater up the middle for 7 yards (tackle by Jonathan Bostic and Jimmy Moreland). Teddy Bridgewater fumbles (forced by Jimmy Moreland), recovered by D.J. Moore at CAR-40 and returned for 1 yard (tackle by Jonathan Allen)",0.170,1.660
3,12:59,1,10,CAR 41,20,3,Rodney Smith right guard for 3 yards (tackle by Jonathan Bostic),1.660,1.530
3,12:22,2,7,CAR 44,20,3,Teddy Bridgewater pass complete short right to Curtis Samuel for 14 yards (tackle by Kamren Curl),1.530,2.790
3,11:37,1,10,WAS 42,20,3,Mike Davis right tackle for 7 yards (tackle by Jeremy Reaves),2.790,3.190
3,10:49,2,3,WAS 35,20,3,Mike Davis right end for no gain (tackle by Kamren Curl),3.190,2.480
3,10:02,3,3,WAS 35,20,3,Curtis Samuel right guard for 1 yard (tackle by Cole Holcomb),2.480,1.100
3,9:16,4,2,WAS 34,20,3,Teddy Bridgewater right end for 3 yards (tackle by Cole Holcomb),1.100,3.510
3,8:36,1,10,WAS 31,20,3,Teddy Bridgewater pass incomplete deep right intended for D.J. Moore,3.510,2.970
3,8:31,2,10,WAS 31,20,3,Teddy Bridgewater pass complete short middle to D.J. Moore for 14 yards (tackle by Cole Holcomb),2.970,4.440
3,7:46,1,10,WAS 17,20,3,Curtis Samuel right end for -2 yards (tackle by Ronald Darby),4.440,3.600
3,7:03,2,12,WAS 19,20,3,"Teddy Bridgewater sacked by Chase Young for -7 yards. Teddy Bridgewater fumbles (forced by Chase Young), recovered by Chase Young at WAS-26",3.600,-0.670
3,6:57,1,10,WAS 26,20,3,Dwayne Haskins pass incomplete short middle intended for Cam Sims (defended by Donte Jackson),0.670,0.130
3,6:51,2,10,WAS 26,20,3,Dwayne Haskins pass complete short left to J.D. McKissic for 8 yards (tackle by Tre Boston and Shaq Thompson),0.130,0.500
3,6:13,3,2,WAS 34,20,3,Dwayne Haskins pass complete short right to Cam Sims for 50 yards (tackle by Rasul Douglas),0.500,4.510
3,5:19,1,10,CAR 16,20,3,Antonio Gibson right end for -6 yards (tackle by Shaq Thompson),4.510,3.150
3,4:40,2,16,CAR 22,20,3,Dwayne Haskins pass complete short middle to J.D. McKissic for 14 yards (tackle by Jeremy Chinn),3.150,4.620
3,4:09,3,2,CAR 8,20,3,Dwayne Haskins pass incomplete short right intended for J.D. McKissic (defended by Brian Burns),4.620,2.990
3,4:04,4,2,CAR 8,20,6,Dustin Hopkins 26 yard field goal good,2.990,3.000
3,4:01,,,WAS 35,20,6,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
3,4:01,1,10,CAR 25,20,6,Rodney Smith up the middle for -2 yards (tackle by Chase Young),0.610,-0.210
3,3:19,2,12,CAR 23,20,6,Teddy Bridgewater pass complete short right to Curtis Samuel for 10 yards (tackle by Jimmy Moreland),-0.210,0.430
3,2:43,3,2,CAR 33,20,6,Teddy Bridgewater pass complete short middle to D.J. Moore for 4 yards (tackle by Jonathan Bostic and Cole Holcomb),0.430,1.400
3,1:59,1,10,CAR 37,20,6,Teddy Bridgewater pass complete short left to Curtis Samuel for 22 yards (tackle by Cole Holcomb and Jeremy Reaves). Penalty on Jonathan Bostic: Defensive Holding (Declined),1.400,2.850
3,1:29,1,10,WAS 41,20,6,Mike Davis up the middle for -1 yards (tackle by Jonathan Bostic),2.850,2.170
3,0:48,2,11,WAS 42,20,6,Teddy Bridgewater pass complete short left to Rodney Smith for 3 yards (tackle by Kamren Curl and Cole Holcomb),2.170,1.880
Quarter,Time,Down,ToGo,Location,CAR,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,8,WAS 39,20,6,Teddy Bridgewater sacked by Montez Sweat for -7 yards,1.880,0.200
4,14:20,4,15,WAS 46,20,6,"Joseph Charlton punts 33 yards, fair catch by Steven Sims at WAS-13",0.200,0.320
4,14:14,1,10,WAS 13,20,6,Dwayne Haskins pass incomplete deep right intended for Cam Sims,-0.320,-0.770
4,14:10,2,10,WAS 13,20,6,Dwayne Haskins pass complete short right to Antonio Gibson for 3 yards (tackle by Tre Boston),-0.770,-1.060
4,13:33,3,7,WAS 16,20,6,Dwayne Haskins pass complete short middle to Robert Foster for 28 yards (tackle by Donte Jackson),-1.060,1.860
4,13:01,1,10,WAS 44,20,6,Dwayne Haskins pass incomplete short middle intended for J.D. McKissic (defended by Derrick Brown),1.860,1.320
4,12:55,2,10,WAS 44,20,6,Dwayne Haskins pass complete short right to Logan Thomas for 7 yards (tackle by Myles Hartsfield),1.320,1.550
4,12:19,3,3,CAR 49,20,6,"Dwayne Haskins pass incomplete short right intended for Antonio Gandy-Golden. Penalty on Jeremy Chinn: Defensive Holding, 5 yards (no play)",1.550,2.650
4,12:09,1,10,CAR 44,20,6,Dwayne Haskins pass incomplete short middle intended for Logan Thomas,2.650,2.110
4,12:04,2,10,CAR 44,20,6,Dwayne Haskins pass complete short middle to J.D. McKissic for 5 yards (tackle by Jeremy Chinn),2.110,2.080
4,11:30,3,5,CAR 39,20,6,Dwayne Haskins pass complete short right to Logan Thomas for 3 yards (tackle by Myles Hartsfield),2.080,0.890
4,10:50,4,2,CAR 36,20,6,Dwayne Haskins sacked by Yetur Gross-Matos for -6 yards,0.890,-1.730
4,10:44,1,10,CAR 42,20,6,Mike Davis right tackle for 3 yards (tackle by Ronald Darby and Montez Sweat),1.730,1.590
4,10:06,2,7,CAR 45,20,6,Teddy Bridgewater pass complete short right to Robby Anderson for 3 yards (tackle by Ronald Darby),1.590,1.290
4,9:22,3,4,CAR 48,20,6,Teddy Bridgewater pass incomplete deep left intended for D.J. Moore (defended by Kendall Fuller),1.290,-0.190
4,9:16,4,4,CAR 48,20,6,"Joseph Charlton punts 44 yards, fair catch by Steven Sims at WAS-8",-0.190,0.380
4,9:08,1,10,WAS 8,20,6,Taylor Heinicke pass complete short middle to Steven Sims for 8 yards (tackle by Myles Hartsfield),-0.380,-0.090
4,8:46,2,2,WAS 16,20,6,Taylor Heinicke pass incomplete deep middle intended for Antonio Gandy-Golden (defended by Rasul Douglas),-0.090,-0.480
4,8:40,3,2,WAS 16,20,6,"Taylor Heinicke up the middle for 3 yards (tackle by Brian Burns). Penalty on Brian Burns: Unnecessary Roughness, 15 yards",-0.480,1.200
4,8:17,1,10,WAS 34,20,6,Taylor Heinicke pass complete short left to Steven Sims for 4 yards (tackle by Tre Boston),1.200,1.200
4,7:53,2,6,WAS 38,20,6,Taylor Heinicke pass complete deep middle to Logan Thomas for 19 yards (tackle by Rasul Douglas),1.200,2.720
4,7:23,1,10,CAR 43,20,6,Taylor Heinicke pass incomplete deep middle intended for Cam Sims,2.720,2.180
4,7:16,2,10,CAR 43,20,6,Taylor Heinicke pass incomplete deep middle intended for Steven Sims,2.180,1.490
4,7:11,3,10,CAR 43,20,6,Taylor Heinicke pass complete short right to Antonio Gibson for 7 yards (tackle by Shaq Thompson),1.490,0.890
4,6:29,4,3,CAR 36,20,6,Taylor Heinicke pass complete short left to Cam Sims for 9 yards (tackle by Rasul Douglas and Jeremy Chinn),0.890,3.780
4,6:00,1,10,CAR 27,20,6,Taylor Heinicke pass complete short middle to Cam Sims for 4 yards (tackle by Shaq Thompson),3.780,3.770
4,5:36,2,6,CAR 23,20,6,Taylor Heinicke pass complete short middle to J.D. McKissic for 5 yards (tackle by Jeremy Chinn),3.770,3.840
4,5:10,3,1,CAR 18,20,6,J.D. McKissic left end for 4 yards (tackle by Tre Boston),3.840,4.650
4,4:43,1,10,CAR 14,20,6,Taylor Heinicke pass complete short middle to Logan Thomas for 9 yards (tackle by Shaq Thompson),4.650,5.670
4,4:22,2,1,CAR 5,20,6,Taylor Heinicke sacked by Brian Burns for -7 yards,5.670,3.430
4,3:55,3,8,CAR 12,20,6,Taylor Heinicke pass incomplete short middle intended for Logan Thomas,3.430,2.630
4,3:50,4,8,CAR 12,20,6,"Taylor Heinicke pass complete short middle to Logan Thomas for 12 yards. Penalty on Wes Schweitzer: Offensive Holding, 10 yards (no play)",2.630,1.990
4,3:41,,,,,,Timeout #1 by Carolina Panthers,,
4,3:41,4,18,CAR 22,20,6,Taylor Heinicke pass incomplete deep left intended for Antonio Gandy-Golden (defended by Donte Jackson),1.990,-0.480
4,3:34,1,10,CAR 23,20,6,Curtis Samuel right end for 1 yard (tackle by Ryan Kerrigan and Jonathan Allen),0.480,0.070
4,3:27,,,,,,Timeout #1 by Washington Football Team,,
4,3:27,2,9,CAR 24,20,6,Mike Davis left end for -3 yards (tackle by Daron Payne),0.070,-1.020
4,3:22,,,,,,Timeout #2 by Washington Football Team,,
4,3:22,3,12,CAR 21,20,6,Mike Davis right guard for 3 yards (tackle by Khaleke Hudson),-1.020,-1.770
4,3:17,,,,,,Timeout #3 by Washington Football Team,,
4,3:17,4,9,CAR 24,20,6,Joseph Charlton punts 67 yards downed by Trenton Cannon,-1.770,0.380
4,3:09,1,10,WAS 9,20,6,Taylor Heinicke pass complete short right to Steven Sims for 23 yards (tackle by Rasul Douglas),-0.380,1.070
4,3:02,1,10,WAS 32,20,6,Taylor Heinicke left end for 7 yards (tackle by Shaq Thompson and Myles Hartsfield),1.070,1.470
4,2:55,2,3,WAS 39,20,6,Taylor Heinicke pass complete short middle to Logan Thomas for 7 yards (tackle by Jeremy Chinn),1.470,1.990
4,2:34,1,10,WAS 46,20,6,Taylor Heinicke pass incomplete deep middle intended for Logan Thomas,1.990,1.450
4,2:28,2,10,WAS 46,20,6,Taylor Heinicke pass incomplete deep right intended for Isaiah Wright,1.450,0.760
4,2:22,3,10,WAS 46,20,6,Taylor Heinicke right end for 12 yards (tackle by Jeremy Chinn),0.760,2.790
4,2:14,1,10,CAR 42,20,6,Taylor Heinicke pass complete short left to Logan Thomas for 13 yards (tackle by Jeremy Chinn),2.790,3.640
4,2:00,1,10,CAR 29,20,12,"Taylor Heinicke pass complete deep left to J.D. McKissic for 29 yards, touchdown, touchdown. Penalty on Jeremy Chinn: Defensive Pass Interference (Declined) . Penalty on Yetur Gross-Matos: Roughing the Passer, 15 yards",3.640,7.000
4,1:50,,,CAR 15,20,13,Dustin Hopkins kicks extra point good,0.000,0.000
4,1:50,,,WAS 50,20,13,"Dustin Hopkins kicks onside 11 yards, returned by D.J. Moore for no gain",0.000,1.530
4,1:49,1,10,CAR 39,20,13,Teddy Bridgewater kneels for no gain,1.530,0.990
4,1:07,2,10,CAR 39,20,13,Teddy Bridgewater kneels for -1 yards,0.990,0.170
4,0:29,3,11,CAR 38,20,13,Teddy Bridgewater kneels for -1 yards,0.170,-0.910
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
