Quarter,Time,Down,ToGo,Location,NYG,HOU,Detail,EPB,EPA
2,13:01,3,4,HOU 12,20,0,"Eli Manning pass complete short middle to Hakeem Nicks for 12 yards, touchdown",4.030,7.000
2,,,,HOU 2,21,0,Lawrence Tynes kicks extra point good,0.000,0.000
2,,,,NYG 30,21,0,"Lawrence Tynes kicks off 65 yards, returned by Steve Slaton for 25 yards (tackle by Brian Jackson). Penalty on Brian Jackson: Horse Collar Tackle, 15 yards",0.000,1.930
2,12:47,1,10,HOU 45,21,0,Arian Foster middle for 3 yards (tackle by Antrel Rolle and Clint Sintim),1.930,1.790
2,12:11,2,7,HOU 48,21,0,Matt Schaub pass incomplete short right intended for Andre Johnson,1.790,1.090
2,12:07,3,7,HOU 48,21,0,Matt Schaub pass complete short middle to Kevin Walter for 10 yards (tackle by Terrell Thomas and Antrel Rolle),1.090,2.790
2,11:28,1,10,NYG 42,21,0,Matt Schaub pass complete short left to Vonta Leach for 5 yards (tackle by Antrel Rolle),2.790,2.920
2,10:48,2,5,NYG 37,21,0,Arian Foster left end for 1 yard (tackle by Rocky Bernard and Justin Tuck),2.920,2.340
2,10:16,3,4,NYG 36,21,0,Matt Schaub pass complete short middle to Owen Daniels for 13 yards (tackle by Antrel Rolle),2.340,4.040
2,9:41,1,10,NYG 23,21,0,Matt Schaub pass incomplete short left intended for Andre Johnson (defended by Chris Canty),4.040,3.500
2,9:38,2,10,NYG 23,21,0,Arian Foster middle for 3 yards (tackle by Chris Canty),3.500,3.200
2,8:56,3,7,NYG 20,21,0,Matt Schaub pass incomplete short middle intended for Joel Dreessen,3.200,2.120
2,8:51,4,7,NYG 20,21,3,Neil Rackers 38 yard field goal good,2.120,3.000
2,,,,HOU 30,21,3,"Neil Rackers kicks off 74 yards, returned by Darius Reynaud for 24 yards (tackle by Dominique Barber)",0.000,0.280
2,8:40,1,10,NYG 20,21,3,"Eli Manning pass incomplete short right intended for Hakeem Nicks (defended by Glover Quin). Penalty on Chris Snee: Illegal Use of Hands (Offsetting), Penalty on Antonio Smith: Face Mask (15 Yards) (Offsetting) (no play)",0.280,0.280
2,8:29,1,10,NYG 20,21,3,Brandon Jacobs left guard for 7 yards (tackle by Bernard Pollard),0.280,0.680
2,7:59,2,3,NYG 27,21,3,Brandon Jacobs middle for 4 yards (tackle by Bernard Pollard),0.680,1.000
2,7:13,1,10,NYG 31,21,3,Eli Manning pass incomplete deep left intended for Steve Smith,1.000,0.460
2,7:07,2,10,NYG 31,21,3,Ahmad Bradshaw middle for 1 yard (tackle by Mario Williams),0.460,-0.100
2,6:24,3,9,NYG 32,21,3,Eli Manning pass incomplete deep right intended for Hakeem Nicks,-0.100,-1.240
2,6:17,4,9,NYG 32,21,3,"Matt Dodge punts 48 yards, returned by David Anderson for 17 yards (tackle by Duke Calhoun). Penalty on Michael Boley: Offensive Holding, 10 yards",-1.240,-2.060
2,6:02,1,10,HOU 47,21,3,"Matt Schaub pass complete short right to Vonta Leach for 13 yards (tackle by Corey Webster). Penalty on Andre Johnson: Illegal Block Above the , 10 yards",2.060,2.500
2,5:37,1,7,,21,3,Matt Schaub pass incomplete short left intended for Kevin Walter (defended by Rocky Bernard),2.500,1.920
2,5:32,2,7,,21,3,Arian Foster left end for -1 yards (tackle by Barry Cofield),1.920,1.090
2,5:00,3,8,HOU 49,21,3,Matt Schaub pass complete short right to David Anderson for no gain,1.090,-0.130
2,4:21,4,8,HOU 49,21,3,Matt Turk punts 48 yards,-0.130,0.380
2,4:11,1,10,NYG 3,21,3,Ahmad Bradshaw right tackle for 8 yards (tackle by Troy Nolan and Brian Cushing),-0.380,-0.200
2,3:30,2,2,NYG 11,21,3,Ahmad Bradshaw middle for 2 yards (tackle by Zach Diles and Earl Mitchell),-0.200,-0.320
2,2:51,1,10,NYG 13,21,3,Eli Manning pass complete short right to Steve Smith for 5 yards (tackle by Kareem Jackson),-0.320,-0.140
2,2:44,,,,21,3,Timeout #1 by Houston Texans,0.000,-0.140
2,2:44,2,5,NYG 18,21,3,Eli Manning pass complete deep middle to Steve Smith for 17 yards (tackle by Kareem Jackson and Troy Nolan),-0.140,1.270
2,2:08,1,10,NYG 35,21,3,Ahmad Bradshaw middle for 14 yards (tackle by DeMeco Ryans and Amobi Okoye),1.270,2.190
2,1:58,1,10,NYG 49,21,3,Eli Manning pass incomplete deep left intended for Hakeem Nicks,2.190,1.650
2,1:50,2,10,NYG 49,21,3,Ahmad Bradshaw right end for 5 yards (tackle by Amobi Okoye and Eugene Wilson),1.650,1.620
2,1:22,3,5,HOU 46,21,3,Eli Manning pass complete short middle to Kevin Boss for 6 yards (tackle by Brian Cushing and Glover Quin),1.620,2.920
2,0:52,1,10,HOU 40,21,3,Eli Manning pass incomplete short middle intended for Hakeem Nicks (defended by Brian Cushing),2.920,2.370
2,0:46,2,10,HOU 40,21,3,Eli Manning pass complete short middle to Kevin Boss for 8 yards (tackle by Brian Cushing),2.370,2.740
2,0:18,3,2,HOU 32,21,3,"Eli Manning pass incomplete deep left intended for Steve Smith. Penalty on Glover Quin: Defensive Holding, 5 yards (no play)",2.740,3.780
2,0:13,1,10,HOU 27,21,3,Eli Manning pass incomplete short right intended for Hakeem Nicks,3.780,3.230
2,0:07,2,10,HOU 27,24,3,Lawrence Tynes 45 yard field goal good,3.230,3.000
2,,,,NYG 30,24,3,Lawrence Tynes kicks off 47 yards,0.000,0.480
2,0:01,1,10,HOU 23,24,3,Matt Schaub kneels for -1 yards,0.480,-0.200
Quarter,Time,Down,ToGo,Location,NYG,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 30,24,3,"Neil Rackers kicks off 70 yards, returned by Darius Reynaud for 24 yards (tackle by Darryl Sharpton)",0.000,0.540
3,14:53,1,10,NYG 24,24,3,Ahmad Bradshaw right guard for -2 yards (tackle by Zach Diles and Shaun Cody),0.540,-0.270
3,14:11,2,12,NYG 22,24,3,Eli Manning pass complete short left to Ahmad Bradshaw for 8 yards (tackle by DeMeco Ryans and Brian Cushing),-0.270,0.100
3,13:26,3,4,NYG 30,24,3,Eli Manning pass incomplete short right intended for Mario Manningham,0.100,-1.370
3,13:22,4,4,NYG 30,24,3,"Matt Dodge punts 51 yards, returned by David Anderson for -2 yards (tackle by Brian Jackson)",-1.370,0.060
3,13:10,1,10,HOU 17,24,3,Matt Schaub pass incomplete short middle intended for Arian Foster,-0.060,-0.580
3,13:06,2,10,HOU 17,24,3,Matt Schaub pass complete deep middle to Andre Johnson for 48 yards (tackle by Corey Webster),-0.580,3.250
3,12:23,1,10,NYG 35,24,3,"Matt Schaub sacked by Osi Umenyiora for -8 yards. Matt Schaub fumbles (forced by Osi Umenyiora), recovered by Justin Tuck at NYG-49 and returned for 4 yards (tackle by Wade Smith)",3.250,-2.460
3,12:15,1,10,HOU 47,24,3,Eli Manning right end for 4 yards (tackle by Earl Mitchell),2.460,2.450
3,11:31,2,6,HOU 43,24,3,"Brandon Jacobs right end for -15 yards (tackle by Antonio Smith). Penalty on Adam Koets: Personal Foul, 15 yards (no play)",2.450,0.430
3,10:25,2,21,NYG 42,24,3,Eli Manning pass complete short right to Kevin Boss for 7 yards (tackle by Brian Cushing),0.430,0.700
3,10:13,3,14,NYG 49,24,3,Eli Manning pass incomplete short middle intended for Travis Beckum is intercepted by Sherrick McManis at HOU-47 and returned for 1 yard,0.700,-2.130
3,10:11,1,10,HOU 48,24,3,Steve Slaton left end for 3 yards (tackle by Aaron Ross),2.130,1.990
3,10:11,2,7,NYG 49,24,3,Matt Schaub pass complete short left to Kevin Walter for 14 yards (tackle by Terrell Thomas),1.990,3.250
3,9:16,1,10,NYG 35,24,3,"Matt Schaub pass incomplete deep right intended for David Anderson (defended by Corey Webster). Penalty on Joel Dreessen: Illegal Crackback, 15 yards (no play)",3.250,2.260
3,9:08,1,25,,24,3,Matt Schaub pass incomplete deep left intended for Andre Johnson,2.260,0.680
3,9:01,2,25,,24,3,Matt Schaub pass complete short right to Andre Johnson for 7 yards (tackle by Corey Webster and Michael Boley),0.680,0.960
3,8:22,3,18,NYG 43,24,3,"Penalty on Barry Cofield: Defensive Offside, 5 yards (no play)",0.960,1.620
3,8:20,3,13,NYG 38,24,3,Matt Schaub pass incomplete short left intended for Owen Daniels (defended by Terrell Thomas),1.620,0.720
3,8:13,4,13,NYG 38,24,3,"Matt Turk punts 38 yards, touchback",0.720,-0.280
3,7:59,1,10,NYG 20,24,3,Eli Manning pass incomplete short left intended for Kevin Boss (defended by Glover Quin),0.280,-0.270
3,7:50,2,10,NYG 20,24,3,Eli Manning pass incomplete short right intended for Bear Pascoe,-0.270,-0.960
3,7:50,3,10,NYG 20,24,3,"Penalty on NYG: Illegal Substitution, 5 yards (no play)",-0.960,-1.860
3,7:45,3,15,NYG 15,24,3,Eli Manning pass incomplete deep left intended for Mario Manningham is intercepted by Kareem Jackson at NYG-40 and returned for 23 yards,-1.860,-4.440
3,7:32,1,10,NYG 17,24,3,Matt Schaub pass complete deep middle to Andre Johnson for 16 yards (tackle by Terrell Thomas),4.440,6.970
3,7:06,1,1,NYG 1,24,9,"Derrick Ward right tackle for 1 yard, touchdown",6.970,7.000
3,,,,NYG 2,24,10,Neil Rackers kicks extra point good,0.000,0.000
3,,,,HOU 30,24,10,"Neil Rackers kicks off 71 yards, returned by Darius Reynaud for 30 yards (tackle by Dominique Barber)",0.000,0.870
3,6:53,1,10,NYG 29,24,10,Eli Manning pass complete short left to Hakeem Nicks for 1 yard (tackle by Glover Quin),0.870,0.460
3,6:17,2,9,NYG 30,24,10,Eli Manning pass complete short left to Hakeem Nicks for 2 yards (tackle by Mario Williams),0.460,0.040
3,5:31,3,7,NYG 32,24,10,Eli Manning pass complete short left to Hakeem Nicks for 14 yards (tackle by Kareem Jackson),0.040,1.990
3,5:00,1,10,NYG 46,24,10,Ahmad Bradshaw middle for 4 yards (tackle by Bernard Pollard and Brian Cushing),1.990,1.990
3,4:23,2,6,,24,10,Eli Manning pass complete short right to Steve Smith for 11 yards (tackle by Bernard Pollard),1.990,2.980
3,3:47,1,10,HOU 39,24,10,Ahmad Bradshaw left tackle for 2 yards (tackle by Bernard Pollard),2.980,2.710
3,3:04,2,8,HOU 37,24,10,Eli Manning pass complete short left to Ahmad Bradshaw for 5 yards (tackle by Jesse Nading),2.710,2.680
3,2:20,3,3,HOU 32,24,10,"Eli Manning pass incomplete short left intended for Steve Smith. Penalty on Brice McCain: Illegal Use of Hands, 5 yards (no play)",2.680,3.780
3,2:14,1,10,HOU 27,24,10,Ahmad Bradshaw left tackle for 3 yards (tackle by Bernard Pollard and Brian Cushing),3.780,3.640
3,1:37,2,7,HOU 24,24,10,Eli Manning pass incomplete deep right intended for Steve Smith,3.640,2.940
3,1:31,3,7,HOU 24,24,10,Eli Manning pass incomplete short left intended for Hakeem Nicks,2.940,1.870
3,1:26,4,7,HOU 24,27,10,Lawrence Tynes 42 yard field goal good,1.870,3.000
3,,,,NYG 30,27,10,"Lawrence Tynes kicks off 69 yards, returned by Steve Slaton for 12 yards (tackle by Dave Tollefson)",0.000,-0.320
3,1:15,1,10,HOU 13,27,10,Matt Schaub pass complete short left to Derrick Ward for 12 yards (tackle by Terrell Thomas),-0.320,0.610
3,0:59,1,10,HOU 25,27,10,Matt Schaub pass incomplete short right intended for Kevin Walter,0.610,0.060
3,0:55,2,10,HOU 25,27,10,Matt Schaub pass complete deep middle to Andre Johnson for 18 yards (tackle by Antrel Rolle),0.060,1.800
3,0:30,1,10,HOU 43,27,10,Matt Schaub sacked by Justin Tuck for -8 yards,1.800,0.170
Quarter,Time,Down,ToGo,Location,NYG,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,18,HOU 35,27,10,Matt Schaub pass complete short middle to Arian Foster for 6 yards (tackle by Deon Grant and Aaron Ross),0.170,0.300
4,14:21,3,12,HOU 41,27,10,Matt Schaub pass incomplete short right intended for Joel Dreessen,0.300,-0.650
4,14:14,4,12,HOU 41,27,10,"Matt Turk punts 53 yards, returned by Darius Reynaud for 11 yards (tackle by Darryl Sharpton)",-0.650,0.060
4,14:00,1,10,NYG 17,27,10,Brandon Jacobs right tackle for 9 yards (tackle by DeMeco Ryans and Mario Williams),-0.060,0.750
4,13:23,2,1,NYG 26,27,10,Brandon Jacobs right end for 2 yards (tackle by DeMeco Ryans),0.750,0.810
4,12:40,1,10,NYG 28,27,10,Brandon Jacobs right end for -2 yards (tackle by DeMeco Ryans),0.810,-0.010
4,11:55,2,12,NYG 26,27,10,"Eli Manning for no gain. Eli Manning fumbles, recovered by Eli Manning at NYG-NYG",-0.010,-1.350
4,11:22,3,17,NYG 21,27,10,Eli Manning middle for 8 yards (tackle by DeMeco Ryans),-1.350,-1.440
4,10:47,4,9,NYG 29,27,10,"Matt Dodge punts 48 yards, returned by David Anderson for 9 yards (tackle by Bear Pascoe). Penalty on Xavier Adibi: Illegal Block Above the , 10 yards",-1.440,-0.410
4,10:33,1,10,HOU 22,27,10,Matt Schaub pass incomplete short left intended for Arian Foster,0.410,-0.130
4,10:26,2,10,HOU 22,27,10,Matt Schaub pass incomplete short left intended for Andre Johnson,-0.130,-0.820
4,10:21,3,10,HOU 22,27,10,Matt Schaub pass incomplete short left intended for Andre Johnson. Penalty on Eric Winston: Offensive Holding (Declined),-0.820,-1.900
4,10:15,4,10,HOU 22,27,10,"Matt Turk punts 50 yards, returned by Darius Reynaud for 9 yards (tackle by Jon Weeks). Penalty on Brian Jackson: Illegal Block Above the , 10 yards",-1.900,-0.740
4,10:02,1,10,NYG 27,27,10,Eli Manning pass complete deep right to Steve Smith for 45 yards (tackle by Troy Nolan),0.740,3.710
4,10:02,1,10,HOU 28,27,10,"Penalty on Eli Manning: Delay of Game, 5 yards (no play)",3.710,3.380
4,9:01,1,15,HOU 33,27,10,Eli Manning pass complete short left to Hakeem Nicks for 7 yards (tackle by Glover Quin and Bernard Pollard),3.380,3.440
4,8:17,2,8,HOU 26,27,10,Eli Manning pass complete short right to Hakeem Nicks for 9 yards (tackle by Glover Quin),3.440,4.440
4,7:43,1,10,HOU 17,27,10,Ahmad Bradshaw right tackle for -3 yards (tackle by Zach Diles and Earl Mitchell),4.440,3.490
4,7:04,2,13,HOU 20,27,10,Eli Manning pass incomplete deep right intended for Kevin Boss,3.490,2.810
4,6:59,3,13,HOU 20,27,10,Eli Manning pass complete short left to Ahmad Bradshaw for 9 yards (tackle by Bernard Pollard). Penalty on Chris Snee: Offensive Holding (Declined),2.810,2.770
4,6:33,4,4,HOU 11,27,10,"Lawrence Tynes 29 yard field goal good. Penalty on Bernard Pollard: Defensive Offside, 5 yards (no play)",2.770,5.830
4,6:29,1,6,HOU 6,27,10,Ahmad Bradshaw right end for 5 yards (tackle by Bernard Pollard and Shaun Cody),5.830,5.910
4,5:43,2,1,HOU 1,27,10,Brandon Jacobs right end for -3 yards (tackle by DeMeco Ryans and Troy Nolan),5.910,4.490
4,4:56,3,4,HOU 4,33,10,"Eli Manning pass complete short left to Steve Smith for 4 yards, touchdown",4.490,7.000
4,,,,HOU 2,34,10,Lawrence Tynes kicks extra point good,0.000,0.000
4,,,,NYG 30,34,10,"Lawrence Tynes kicks off 69 yards, returned by Steve Slaton for 16 yards (tackle by Jason Pierre-Paul)",0.000,-0.060
4,4:43,1,10,HOU 17,34,10,Arian Foster right end for 9 yards (tackle by Kenny Phillips),-0.060,0.750
4,4:37,2,1,HOU 26,34,10,Arian Foster left end for 6 yards (tackle by Barry Cofield),0.750,1.070
4,4:07,1,10,HOU 32,34,10,Matt Schaub pass complete short middle to Andre Johnson for 6 yards (tackle by Michael Boley),1.070,1.340
4,3:32,2,4,HOU 38,34,10,Steve Slaton right tackle for -4 yards (tackle by Linval Joseph and Justin Tuck),1.340,0.100
4,2:54,3,8,HOU 34,34,10,Matt Schaub pass incomplete deep right intended for David Anderson,0.100,-1.110
4,2:48,4,8,HOU 34,34,10,Arian Foster left end for 1 yard (tackle by Terrell Thomas),-1.110,-3.250
4,2:40,1,10,HOU 35,34,10,Brandon Jacobs left end for 14 yards (tackle by Troy Nolan and Earl Mitchell),3.250,4.170
4,2:00,1,10,HOU 21,34,10,Eli Manning kneels for -1 yards,4.170,3.490
4,1:21,2,11,HOU 22,34,10,Eli Manning kneels for -1 yards,3.490,2.680
4,0:39,3,12,HOU 23,34,10,Eli Manning kneels for -1 yards,2.680,1.870
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
