Quarter,Time,Down,ToGo,Location,MIN,ARI,Detail,EPB,EPA
4,13:37,2,4,ARI 31,33,31,Kyler Murray pass complete short right to Rondale Moore for 6 yards (tackle by Bashaud Breeland and Xavier Woods),,
4,13:00,1,10,ARI 37,33,31,Kyler Murray pass complete short middle to Maxx Williams for 2 yards (tackle by Eric Kendricks and Sheldon Richardson),,
4,12:13,2,8,ARI 39,33,31,Kyler Murray scrambles right end for 6 yards (tackle by D.J. Wonnum),,
4,11:28,3,2,ARI 45,33,31,Kyler Murray sacked by Danielle Hunter for -11 yards,,
4,10:36,4,13,ARI 34,33,31,"Andy Lee punts 60 yards, returned by Dede Westbrook for -4 yards (tackle by Darrell Daniels)",,
4,10:23,1,10,MIN 2,33,31,"Penalty on Ben Ellefson: False Start, 1 yard (accepted) (no play)",,
4,10:23,1,11,MIN 1,33,31,Kirk Cousins pass complete short left to Justin Jefferson for 7 yards (tackle by Robert Alford),,
4,9:52,2,4,MIN 8,33,31,Dalvin Cook up the middle for 1 yard (tackle by J.J. Watt),,
4,9:09,3,3,MIN 9,33,31,Kirk Cousins pass incomplete deep right intended for Justin Jefferson,,
4,9:03,4,3,MIN 9,33,31,"Jordan Berry punts 60 yards, returned by Rondale Moore for 5 yards (tackle by Troy Dye)",,
4,8:51,1,10,ARI 36,33,31,"Kyler Murray pass incomplete intended for Christian Kirk. Penalty on Josh Jones: Ineligible Downfield Pass, 5 yards (accepted) (no play)",,
4,8:47,1,15,ARI 31,33,31,Kyler Murray pass complete short right to A.J. Green for 6 yards (tackle by Cameron Dantzler),,
4,8:11,2,9,ARI 37,33,31,Kyler Murray pass complete short right to Maxx Williams for 17 yards (tackle by Nick Vigil),,
4,7:44,1,10,MIN 46,33,31,Kyler Murray pass complete short right to Chase Edmonds for 2 yards (tackle by Nick Vigil),,
4,7:02,2,8,MIN 44,33,31,Kyler Murray pass complete short middle to Chase Edmonds for 3 yards (tackle by Eric Kendricks),,
4,6:18,3,5,MIN 41,33,31,Kyler Murray pass incomplete short right intended for A.J. Green,,
4,6:12,4,5,MIN 41,33,31,Kyler Murray pass complete deep middle to Christian Kirk for 35 yards (tackle by Mackensie Alexander),,
4,5:25,,,,,,Timeout #2 by Arizona Cardinals,,
4,5:25,1,6,MIN 6,33,31,James Conner left end for -3 yards (tackle by Eric Kendricks),,
4,4:37,2,9,MIN 9,33,31,Kyler Murray pass incomplete short right intended for A.J. Green,,
4,4:34,3,9,MIN 9,33,31,Kyler Murray pass incomplete short middle intended for A.J. Green (defended by Cameron Dantzler),,
4,4:29,4,9,MIN 9,33,34,Matt Prater 27 yard field goal good,,
4,4:25,,,ARI 35,33,34,"Matt Prater kicks off 65 yards, touchback.",,
4,4:25,1,10,MIN 25,33,34,"Dalvin Cook for no gain. Penalty on Rashod Hill: Offensive Holding, 10 yards (accepted) (no play)",,
4,4:19,1,20,MIN 15,33,34,Kirk Cousins pass complete short right to Justin Jefferson for 13 yards (tackle by Budda Baker),,
4,3:39,2,7,MIN 28,33,34,Dalvin Cook left tackle for 1 yard (tackle by Antonio Hamilton),,
4,2:56,3,6,MIN 29,33,34,Kirk Cousins pass incomplete short left intended for Ameer Abdullah (defended by Jordan Hicks),,
4,2:52,4,6,MIN 29,33,34,"Jordan Berry punts 32 yards, fair catch by Rondale Moore at ARI-39",,
4,2:45,1,10,ARI 39,33,34,Kyler Murray left end for 4 yards (tackle by Patrick Peterson),,
4,2:39,2,6,ARI 43,33,34,Kyler Murray sacked by Danielle Hunter for -10 yards,,
4,2:32,,,,,,Timeout #1 by Minnesota Vikings,,
4,2:32,3,16,ARI 33,33,34,Kyler Murray pass complete short middle to Chase Edmonds for 7 yards (tackle by Mackensie Alexander),,
4,2:21,,,,,,Timeout #2 by Minnesota Vikings,,
4,2:21,4,9,ARI 40,33,34,"Andy Lee punts 52 yards, returned by Dede Westbrook for 15 yards (tackle by Andy Isabella and Chris Banjo)",,
4,2:09,1,10,MIN 23,33,34,Kirk Cousins pass complete short left to Adam Thielen for 3 yards. Adam Thielen fumbles (forced by Isaiah Simmons). Adam Thielen fumbles out of bounds,,
4,2:03,2,7,MIN 26,33,34,Dalvin Cook up the middle for 9 yards (tackle by Jordan Hicks),,
4,1:58,1,10,MIN 35,33,34,Kirk Cousins pass complete short left to Alexander Mattison for 17 yards (tackle by Jalen Thompson and Zach Allen),,
4,1:31,1,10,ARI 48,33,34,Kirk Cousins pass incomplete short right intended for K.J. Osborn (defended by Antonio Hamilton),,
4,1:28,2,10,ARI 48,33,34,Kirk Cousins pass incomplete deep left intended for Justin Jefferson,,
4,1:21,3,10,ARI 48,33,34,Kirk Cousins pass complete short left to Adam Thielen for 12 yards (tackle by Robert Alford),,
4,1:15,1,10,ARI 36,33,34,Kirk Cousins pass complete short middle to K.J. Osborn for 9 yards (tackle by Jalen Thompson),,
4,0:44,2,1,ARI 27,33,34,Kirk Cousins pass complete short middle to K.J. Osborn for 8 yards (tackle by Antonio Hamilton),,
4,0:04,,,,,,Timeout #3 by Minnesota Vikings,,
4,0:04,1,10,ARI 19,33,34,Greg Joseph 37 yard field goal no good,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
