Quarter,Time,Down,ToGo,Location,NOR,CIN,Detail,EPB,EPA
2,11:03,2,14,NOR 14,10,3,Cedric Benson right tackle for 4 yards (tackle by Malcolm Jenkins),3.580,3.130
2,10:23,3,10,NOR 10,10,3,Carson Palmer pass complete short middle to Terrell Owens for 5 yards (tackle by Jabari Greer),3.130,3.010
2,9:45,4,5,NOR 5,10,6,Clint Stitser 23 yard field goal good,3.010,3.000
2,,,,CIN 30,10,6,"Clint Stitser kicks off 66 yards, returned by Courtney Roby for 22 yards (tackle by Tom Nelson)",0.000,0.670
2,9:34,1,10,NOR 26,10,6,Drew Brees pass incomplete short left intended for David Thomas,0.670,0.130
2,9:29,2,10,NOR 26,10,6,Reggie Bush right guard for no gain (tackle by Dhani Jones and Rey Maualuga),0.130,-0.560
2,8:50,3,10,NOR 26,10,6,Drew Brees pass complete short right to Lance Moore for 7 yards (tackle by Leon Hall),-0.560,-1.180
2,8:11,4,3,NOR 33,10,6,"Penalty on Anthony Waters: False Start, 5 yards (no play)",-1.180,-1.500
2,8:07,4,8,NOR 28,10,6,"Thomas Morstead punts 38 yards, fair catch by Quan Cosby",-1.500,-1.200
2,8:00,1,10,CIN 34,10,6,Carson Palmer pass complete short middle to Terrell Owens for 20 yards (tackle by Tracy Porter and Malcolm Jenkins),1.200,2.520
2,7:22,1,10,NOR 46,10,6,Cedric Benson right end for 2 yards (tackle by Anthony Hargrove),2.520,2.250
2,6:47,2,8,NOR 44,10,6,Carson Palmer pass complete short left to Jordan Shipley for 7 yards (tackle by Malcolm Jenkins),2.250,2.480
2,6:13,3,1,NOR 37,10,6,"Cedric Benson left guard for no gain (tackle by Sedrick Ellis). Cedric Benson fumbles (forced by Sedrick Ellis), recovered by Andrew Whitworth at NOR-37",2.480,0.790
2,5:30,,,,10,6,Timeout #2 by Cincinnati Bengals,0.000,0.790
2,5:30,4,1,NOR 37,10,6,Carson Palmer pass complete short left to Jermaine Gresham for 23 yards (tackle by Darren Sharper),0.790,4.650
2,4:47,1,10,NOR 14,10,6,Carson Palmer pass complete short middle to Terrell Owens for 8 yards (tackle by Jabari Greer),4.650,5.470
2,4:05,2,2,NOR 6,10,6,Carson Palmer pass incomplete short left intended for Terrell Owens (defended by Tracy Porter),5.470,4.730
2,3:59,3,2,NOR 6,10,6,Cedric Benson right end for 1 yard (tackle by Anthony Hargrove),4.730,3.030
2,3:33,4,1,NOR 5,10,6,Cedric Benson left guard for -1 yards (tackle by Roman Harper and Jonathan Vilma),3.030,0.380
2,3:28,1,10,NOR 6,10,6,Chris Ivory right guard for 1 yard (tackle by Dhani Jones and Rey Maualuga),-0.380,-0.710
2,2:51,2,9,NOR 7,10,6,Drew Brees pass complete short middle to Jeremy Shockey for 10 yards (tackle by Dhani Jones and Brandon Johnson),-0.710,-0.060
2,2:16,1,10,NOR 17,10,6,"Chris Ivory right tackle for no gain (tackle by Robert Geathers). Chris Ivory fumbles (forced by Robert Geathers), recovered by David Thomas at NOR-18",-0.060,-0.420
2,2:00,2,9,NOR 18,10,6,"Drew Brees pass complete short right to Jimmy Graham for 14 yards (tackle by Michael Johnson). Penalty on Carl Nicks: Offensive Holding, 9 yards (no play)",-0.420,-1.360
2,1:51,2,18,NOR 9,10,6,Drew Brees pass complete short middle to Reggie Bush for 9 yards,-1.360,-1.130
2,1:43,3,9,NOR 18,10,6,Drew Brees pass complete short right to Robert Meachem for 12 yards (tackle by Johnathan Joseph),-1.130,0.940
2,1:33,,,,10,6,Timeout #2 by New Orleans Saints,0.000,0.940
2,1:33,1,10,NOR 30,10,6,"Penalty on Jonathan Goodwin: False Start, 5 yards (no play)",0.940,0.610
2,1:33,1,15,NOR 25,10,6,Drew Brees pass complete short right to Jimmy Graham for 11 yards (tackle by Johnathan Joseph),0.610,1.200
2,1:28,2,4,NOR 36,10,6,Drew Brees pass complete deep middle to Jimmy Graham for 52 yards (tackle by Reggie Nelson),1.200,4.780
2,0:50,1,10,CIN 12,10,6,Drew Brees pass complete short right to Lance Moore for 6 yards (tackle by Johnathan Joseph),4.780,5.210
2,0:25,2,4,CIN 6,10,6,Drew Brees pass incomplete short right intended for Lance Moore,5.210,4.380
2,0:21,3,4,CIN 6,10,6,Drew Brees pass incomplete short right intended for Jeremy Shockey,4.380,3.000
2,0:17,4,4,CIN 6,13,6,Garrett Hartley 24 yard field goal good,3.000,3.000
2,,,,NOR 30,13,6,"Garrett Hartley kicks off 34 yards, returned by Quan Cosby for 14 yards (tackle by Pierson Prioleau)",0.000,2.260
2,0:08,1,10,,13,6,Carson Palmer pass incomplete deep left intended for Chad Johnson,2.260,1.710
2,0:03,2,10,,13,6,Carson Palmer sacked by Sedrick Ellis for -12 yards,1.710,-0.560
Quarter,Time,Down,ToGo,Location,NOR,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 30,13,6,"Clint Stitser kicks off 47 yards, returned by Heath Evans for 11 yards (tackle by Andre Caldwell)",0.000,1.200
3,14:56,1,10,NOR 34,13,6,Drew Brees pass complete short middle to Julius Jones for -4 yards (tackle by Roy Williams),1.200,0.120
3,14:31,2,14,NOR 30,13,6,Chris Ivory left tackle for 21 yards (tackle by Jonathan Wade and Nedu Ndukwe),0.120,2.320
3,13:50,1,10,CIN 49,13,6,Chris Ivory left guard for 4 yards (tackle by Michael Johnson),2.320,2.320
3,13:16,2,6,CIN 45,13,6,Drew Brees pass complete deep right to Marques Colston for 19 yards (tackle by Reggie Nelson),2.320,3.840
3,12:36,1,10,CIN 26,13,6,Drew Brees pass complete short right to Jimmy Graham for 9 yards (tackle by Jonathan Wade),3.840,4.640
3,11:59,2,1,CIN 17,13,6,Chris Ivory left guard for 2 yards (tackle by Geno Atkins),4.640,4.580
3,11:26,1,10,CIN 15,13,6,"Penalty on NOR: Offensive 12 On-field, 5 yards (no play)",4.580,4.240
3,11:10,1,15,CIN 20,13,6,"Reggie Bush right end for 4 yards (tackle by Nedu Ndukwe). Penalty on Jahri Evans: Offensive Holding, 10 yards",4.240,3.840
3,10:37,1,21,CIN 26,13,6,Drew Brees pass complete short right to Lance Moore for 5 yards (tackle by Leon Hall),3.840,3.210
3,10:10,2,16,CIN 21,13,6,Drew Brees pass complete deep middle to Jeremy Shockey for 18 yards (tackle by Nedu Ndukwe),3.210,6.510
3,9:33,1,3,CIN 3,13,6,Chris Ivory right guard for 2 yards (tackle by Pat Sims),6.510,5.910
3,9:08,2,1,CIN 1,19,6,"Chris Ivory middle for 1 yard, touchdown",5.910,7.000
3,,,,CIN 2,20,6,Garrett Hartley kicks extra point good,0.000,0.000
3,,,,NOR 30,20,6,Garrett Hartley kicks off 67 yards,0.000,1.600
3,9:06,1,10,CIN 40,20,6,Carson Palmer pass complete short middle to Cedric Benson for 3 yards (tackle by Danny Clark),1.600,1.460
3,8:30,2,7,CIN 43,20,6,Cedric Benson right tackle for 7 yards (tackle by Roman Harper),1.460,2.260
3,7:47,1,10,,20,6,"Cedric Benson left tackle for 5 yards (tackle by Sedrick Ellis). Penalty on Kyle Cook: Offensive Holding, 10 yards (no play)",2.260,1.600
3,7:21,1,20,CIN 40,20,6,Carson Palmer pass complete short right to Cedric Benson for 11 yards (tackle by Scott Shanle),1.600,1.850
3,6:38,2,9,NOR 49,20,6,Carson Palmer pass incomplete short middle intended for Brian Leonard,1.850,1.160
3,6:33,3,9,NOR 49,20,6,Carson Palmer pass complete short middle to Chad Johnson for 33 yards (tackle by Jabari Greer and Darren Sharper),1.160,4.510
3,6:03,1,10,NOR 16,20,6,Cedric Benson middle for 6 yards (tackle by Jabari Greer),4.510,4.970
3,5:24,2,4,NOR 10,20,6,Cedric Benson left guard for 1 yard (tackle by Anthony Hargrove),4.970,4.390
3,4:43,3,3,NOR 9,20,6,Brian Leonard right tackle for 4 yards (tackle by Darren Sharper and Jonathan Vilma),4.390,6.060
3,4:00,1,5,NOR 5,20,12,"Carson Palmer pass complete short left to Terrell Owens for 5 yards, touchdown",6.060,7.000
3,,,,,20,12,"Penalty on Anthony Hargrove: Encroachment, 5 yards",0.000,0.000
3,,,,NOR 2,20,12,Clint Stitser kicks extra point no good,0.000,-1.000
3,,,,CIN 35,20,12,"Clint Stitser kicks off 54 yards, returned by Courtney Roby for 13 yards (tackle by Roddrick Muckelroy)",0.000,0.540
3,3:46,1,10,NOR 24,20,12,Drew Brees pass complete short left to Reggie Bush for -9 yards (tackle by Domata Peko),0.540,-1.350
3,3:04,2,19,NOR 15,20,12,Chris Ivory left tackle for 3 yards (tackle by Domata Peko),-1.350,-1.640
3,2:28,3,16,NOR 18,20,12,Drew Brees pass incomplete deep middle intended for Marques Colston is intercepted by Reggie Nelson at CIN-47 and returned for 7 yards,-1.640,-2.520
3,2:14,1,10,NOR 46,20,12,Carson Palmer pass complete deep left to Chad Johnson for 20 yards (tackle by Malcolm Jenkins),2.520,3.840
3,1:29,1,10,NOR 26,20,12,Cedric Benson left tackle for 3 yards (tackle by Jonathan Vilma),3.840,3.700
3,0:54,2,7,NOR 23,20,12,Cedric Benson right tackle for 3 yards (tackle by Jonathan Vilma and Anthony Hargrove),3.700,3.400
3,0:10,3,4,NOR 20,20,12,Carson Palmer pass complete short right to Chad Johnson for 9 yards. Penalty on Jabari Greer: Defensive Holding (Declined),3.400,4.840
Quarter,Time,Down,ToGo,Location,NOR,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NOR 11,20,12,Carson Palmer pass complete short middle to Jordan Shipley for 7 yards (tackle by Malcolm Jenkins and Scott Shanle),4.840,5.470
4,14:25,2,3,NOR 4,20,12,Cedric Benson left tackle for 3 yards (tackle by Roman Harper and Jonathan Vilma),5.470,6.970
4,13:42,1,1,NOR 1,20,18,"Cedric Benson left guard for 1 yard, touchdown",6.970,7.000
4,,,,NOR 2,20,19,Clint Stitser kicks extra point good,0.000,0.000
4,,,,CIN 30,20,19,"Clint Stitser kicks off 64 yards, returned by Courtney Roby for 25 yards (tackle by Keith Rivers)",0.000,1.000
4,13:33,1,10,NOR 31,20,19,Drew Brees pass complete short left to Julius Jones for 6 yards (tackle by Leon Hall and Rey Maualuga),1.000,1.270
4,12:58,2,4,NOR 37,20,19,Chris Ivory middle for 11 yards (tackle by Nedu Ndukwe and Roy Williams),1.270,2.130
4,12:21,1,10,NOR 48,26,19,"Drew Brees pass complete deep right to Robert Meachem for 52 yards, touchdown",2.130,7.000
4,,,,CIN 2,27,19,Garrett Hartley kicks extra point good,0.000,0.000
4,,,,NOR 30,27,19,"Garrett Hartley kicks off 53 yards, returned by Bernard Scott for 24 yards (tackle by Roman Harper)",0.000,1.660
4,12:07,1,10,CIN 41,27,19,Carson Palmer pass complete short right to Terrell Owens for 7 yards (tackle by Jabari Greer),1.660,2.070
4,11:33,2,3,CIN 48,27,19,Bernard Scott right guard for 2 yards (tackle by Danny Clark and Roman Harper),2.070,1.620
4,10:49,,,,27,19,Timeout #1 by Cincinnati Bengals,0.000,1.620
4,10:49,3,1,,27,19,"Penalty on Nate Livings: False Start, 5 yards (no play)",1.620,0.960
4,10:49,3,6,CIN 45,27,19,Carson Palmer pass complete short left to Jordan Shipley for 3 yards (tackle by Tracy Porter),0.960,-0.190
4,10:20,4,3,CIN 48,27,19,"Kevin Huber punts 38 yards, out of bounds. Penalty on NOR: Defensive 12 On-field, 5 yards (no play)",-0.190,2.460
4,10:12,1,10,NOR 47,27,19,Bernard Scott left tackle for 18 yards (tackle by Roman Harper),2.460,3.640
4,9:33,1,10,NOR 29,27,19,Bernard Scott right tackle for no gain (tackle by Will Smith),3.640,3.100
4,8:50,2,10,NOR 29,27,19,Carson Palmer pass incomplete short left intended for Chad Johnson,3.100,2.410
,,,,,,,"NOR challenged the pass completion ruling, and the original play was overturned.",,
4,8:46,3,10,NOR 29,27,19,Carson Palmer pass complete short middle to Chad Johnson for 21 yards (tackle by Roman Harper),2.410,5.370
4,8:18,,,,27,19,Timeout #2 by Cincinnati Bengals,0.000,5.370
4,8:18,1,8,NOR 8,27,19,"Carson Palmer pass incomplete short middle intended for Chad Johnson. Penalty on Roman Harper: Defensive Holding, 4 yards (no play)",5.370,6.280
4,8:11,1,4,NOR 4,27,25,"Cedric Benson right tackle for 4 yards, touchdown",6.280,7.000
4,,,,,27,27,"Two Point Attempt: Carson Palmer pass complete to Jermaine Gresham, conversion succeeds",1.000,1.000
4,,,,CIN 30,27,27,"Clint Stitser kicks off 56 yards, returned by Courtney Roby for 20 yards (tackle by Keith Rivers)",0.000,1.200
4,8:02,1,10,NOR 34,27,27,Drew Brees pass complete short left to Reggie Bush for no gain,1.200,0.660
4,7:35,2,10,NOR 34,27,27,Julius Jones left guard for -1 yards (tackle by Domata Peko and Pat Sims),0.660,-0.160
4,6:52,3,11,NOR 33,27,27,Drew Brees sacked by Carlos Dunlap for -15 yards,-0.160,-2.240
4,6:16,4,26,NOR 18,27,27,"Thomas Morstead punts 45 yards, returned by Quan Cosby for 19 yards (tackle by Usama Young)",-2.240,-2.650
4,6:03,1,10,NOR 44,27,27,Carson Palmer pass complete short middle to Chad Johnson for 13 yards (tackle by Tracy Porter),2.650,3.510
4,5:23,1,10,NOR 31,27,27,Carson Palmer pass incomplete deep left intended for Chad Johnson,3.510,2.970
4,5:17,2,10,NOR 31,27,27,Cedric Benson left guard for 2 yards (tackle by Marvin Mitchell and Roman Harper),2.970,2.540
4,4:35,3,8,NOR 29,27,27,Carson Palmer pass incomplete short left intended for Chad Johnson,2.540,1.500
4,4:30,4,8,NOR 29,27,30,Clint Stitser 47 yard field goal good,1.500,3.000
4,,,,CIN 30,27,30,"Clint Stitser kicks off 50 yards, returned by Heath Evans for 12 yards (tackle by Dan Skuta)",0.000,1.070
4,4:20,1,10,NOR 32,27,30,Chris Ivory left guard for 8 yards (tackle by Roy Williams),1.070,1.610
4,3:46,2,2,NOR 40,27,30,Chris Ivory right guard for 3 yards (tackle by Keith Rivers and Dhani Jones),1.610,1.800
4,3:06,1,10,NOR 43,27,30,Drew Brees pass complete deep middle to Robert Meachem for 42 yards (tackle by Nedu Ndukwe),1.800,4.580
4,2:18,1,10,CIN 15,27,30,Chris Ivory middle for -2 yards (tackle by Pat Sims),4.580,3.680
4,2:00,2,12,CIN 17,27,30,Drew Brees pass complete short right to Lance Moore for 2 yards (tackle by Johnathan Joseph),3.680,3.100
4,1:20,3,10,CIN 15,27,30,Reggie Bush right end for 8 yards (tackle by Nedu Ndukwe),3.100,3.000
4,0:34,,,,27,30,Timeout #1 by New Orleans Saints,0.000,3.000
4,0:34,4,2,CIN 7,27,30,"Penalty on Pat Sims: Neutral Zone Infraction, 4 yards (no play)",3.000,6.510
4,0:34,1,3,CIN 3,33,30,"Drew Brees pass complete short right to Marques Colston for 3 yards, touchdown",6.510,7.000
4,,,,CIN 2,34,30,Garrett Hartley kicks extra point good,0.000,0.000
4,,,,NOR 30,34,30,"Garrett Hartley kicks off 68 yards, returned by Bernard Scott for 47 yards (tackle by Pierson Prioleau)",0.000,2.190
4,0:22,1,10,CIN 49,34,30,Carson Palmer pass complete short left to Brian Leonard for 14 yards (tackle by Sedrick Ellis and Tracy Porter),2.190,3.120
4,0:08,,,,34,30,Timeout #3 by Cincinnati Bengals,0.000,3.120
4,0:08,1,10,NOR 37,34,30,Carson Palmer sacked by Roman Harper for -16 yards,3.120,0.410
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
