Quarter,Time,Down,ToGo,Location,IND,CIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,IND 36,0,7,Andrew Luck pass complete short left to Da'Rick Rogers for 7 yards (tackle by Vontaze Burfict),0.790,1.030
2,14:27,3,3,IND 43,0,7,Andrew Luck pass incomplete short right intended for Weslye Saunders,1.030,-0.520
2,14:20,4,3,IND 43,0,7,Pat McAfee punts 53 yards,-0.520,0.380
2,14:07,1,10,CIN 4,0,7,Andy Dalton pass complete short middle to Tyler Eifert for 9 yards (tackle by Jerrell Freeman),-0.380,-0.120
2,13:30,2,1,CIN 13,0,7,Giovani Bernard left guard for 19 yards (tackle by LaRon Landry),-0.120,1.070
2,12:46,1,10,CIN 32,0,7,Giovani Bernard left end for 10 yards (tackle by Antoine Bethea),1.070,1.730
2,12:06,1,10,CIN 42,0,7,Andy Dalton pass complete short right to A.J. Green for 9 yards (tackle by Darius Butler and Antoine Bethea),1.730,2.400
2,11:29,2,1,IND 49,0,7,BenJarvus Green-Ellis right end for 2 yards (tackle by Darius Butler),2.400,2.460
2,10:44,1,10,IND 47,0,7,Andy Dalton pass incomplete deep right intended for Tyler Eifert,2.460,1.910
2,10:37,2,10,IND 47,0,7,Andy Dalton pass incomplete short left intended for Andrew Hawkins (defended by Bjoern Werner),1.910,1.220
2,10:35,3,10,IND 47,0,7,Andy Dalton up the middle for 6 yards (tackle by Ricardo Mathews),1.220,0.530
2,9:57,4,4,IND 41,0,7,"Kevin Huber punts 29 yards, fair catch by Chris Rainey",0.530,0.350
2,9:49,1,10,IND 12,0,7,Trent Richardson left guard for 8 yards (tackle by George Iloka),-0.350,0.290
2,9:11,2,2,IND 20,0,7,Trent Richardson right tackle for 2 yards (tackle by Rey Maualuga),0.290,0.410
2,8:30,1,10,IND 22,0,7,Andrew Luck pass incomplete short middle intended for T.Y. Hilton,0.410,-0.130
2,8:24,2,10,IND 22,0,7,Andrew Luck pass complete short right to Weslye Saunders for 11 yards (tackle by Vontaze Burfict),-0.130,1.140
2,7:31,1,10,IND 33,0,7,"Penalty on Brandon Thompson: Neutral Zone Infraction, 5 yards (no play)",1.140,1.870
2,7:12,1,5,IND 38,0,7,Andrew Luck pass complete short right to Darrius Heyward-Bey for 11 yards (tackle by Vontaze Burfict),1.870,2.190
2,6:35,1,10,IND 49,0,7,Andrew Luck pass complete short middle to Trent Richardson for 22 yards (tackle by Carlos Dunlap),2.190,3.640
2,5:55,1,10,CIN 29,0,7,Andrew Luck pass incomplete deep middle intended for T.Y. Hilton (defended by Reggie Nelson),3.640,3.100
2,5:49,2,10,CIN 29,0,7,Andrew Luck pass incomplete short left intended for Coby Fleener (defended by Devon Still),3.100,2.410
2,5:44,3,10,CIN 29,0,7,Andrew Luck pass complete short right to Coby Fleener for 3 yards (tackle by Michael Johnson),2.410,1.740
2,5:05,4,7,CIN 26,0,7,Adam Vinatieri 44 yard field goal no good,1.740,-1.200
2,5:00,1,10,CIN 34,0,7,Andy Dalton pass complete short middle to Giovani Bernard for 22 yards (tackle by LaRon Landry and Jerrell Freeman),1.200,2.650
2,4:20,1,10,IND 44,0,7,Andy Dalton pass complete short middle to Mohamed Sanu for 11 yards (tackle by LaRon Landry),2.650,3.380
2,3:42,1,10,IND 33,0,7,BenJarvus Green-Ellis up the middle for 5 yards (tackle by LaRon Landry and Jerrell Freeman),3.380,3.510
2,3:06,2,5,IND 28,0,7,"Andy Dalton pass incomplete deep left intended for A.J. Green. Penalty on Vontae Davis: Defensive Holding, 5 yards (no play)",3.510,4.040
2,2:59,1,10,IND 23,0,7,Giovani Bernard right end for 14 yards (tackle by Antoine Bethea),4.040,5.140
2,2:21,1,9,IND 9,0,7,Andy Dalton pass incomplete short left intended for Mohamed Sanu,5.140,4.380
2,2:16,2,9,IND 9,0,7,BenJarvus Green-Ellis right guard for 6 yards (tackle by Antoine Bethea),4.380,4.720
2,2:00,3,3,IND 3,0,7,Andy Dalton pass complete short left to Marvin Jones for 2 yards (tackle by Vontae Davis),4.720,4.720
2,1:14,3,3,IND 3,0,7,Timeout #1 by Cincinnati Bengals,4.720,3.550
2,1:14,4,1,IND 1,0,13,"BenJarvus Green-Ellis right tackle for 1 yard, touchdown",3.550,7.000
,,,,,,,"Replay Assistant challenged the runner was down by contact ruling, and the original play was overturned.",,
2,1:14,,,IND 2,0,14,Mike Nugent kicks extra point good,0.000,0.000
2,1:14,,,CIN 35,0,14,"Mike Nugent kicks off 57 yards, returned by Chris Rainey for 19 yards (tackle by Shawn Williams)",0.000,-0.740
2,0:59,1,10,IND 27,0,14,Andrew Luck pass complete short right to Da'Rick Rogers for 14 yards (tackle by Reggie Nelson),0.740,1.660
2,0:53,1,10,IND 41,0,14,Andrew Luck pass incomplete deep left intended for Da'Rick Rogers,1.660,1.120
2,0:47,2,10,IND 41,0,14,Andrew Luck pass complete short left to LaVon Brazill for 5 yards (tackle by Michael Johnson),1.120,1.120
2,0:37,2,10,IND 41,0,14,Timeout #2 by Indianapolis Colts,1.120,1.090
2,0:37,3,5,IND 46,0,14,Andrew Luck pass incomplete short middle intended for Coby Fleener,1.090,-0.320
2,0:33,4,5,IND 46,0,14,"Pat McAfee punts 41 yards, returned by Brandon Tate for 6 yards (tackle by Bjoern Werner)",-0.320,-0.150
2,0:20,1,10,CIN 19,0,14,Andy Dalton kneels for -1 yards,0.150,-0.560
Quarter,Time,Down,ToGo,Location,IND,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,0,14,"Pat McAfee kicks off no gain, touchback",0.000,0.280
3,15:00,1,10,CIN 20,0,14,BenJarvus Green-Ellis right tackle for 5 yards (tackle by LaRon Landry and Jerrell Freeman),0.280,0.410
3,14:25,2,5,CIN 25,0,14,Andy Dalton pass incomplete deep middle intended for Mohamed Sanu,0.410,-0.300
3,14:18,3,5,CIN 25,0,14,Andy Dalton pass complete short middle to A.J. Green for 22 yards (tackle by Cassius Vaughn),-0.300,2.060
3,13:44,1,10,CIN 47,0,14,Giovani Bernard left guard for -2 yards (tackle by Cory Redding),2.060,1.250
3,13:09,2,12,CIN 45,0,14,Andy Dalton pass complete short middle to Jermaine Gresham for 16 yards (tackle by Antoine Bethea),1.250,2.980
3,12:29,1,10,IND 39,0,14,Andy Dalton pass complete short middle to Mohamed Sanu for 15 yards (tackle by LaRon Landry),2.980,3.970
3,11:48,1,10,IND 24,0,14,Andy Dalton pass incomplete deep left intended for A.J. Green (defended by Vontae Davis),3.970,3.430
3,11:42,2,10,IND 24,0,14,"Penalty on Andre Smith: False Start, 5 yards (no play)",3.430,2.760
3,11:42,2,15,IND 29,0,14,Giovani Bernard left end for 20 yards (tackle by Jerrell Freeman and Antoine Bethea),2.760,5.140
3,10:55,1,9,IND 9,0,14,"Andy Dalton pass incomplete short left intended for Mohamed Sanu. Penalty on Robert Mathis: Defensive Offside, 5 yards (no play)",5.140,6.280
3,10:50,1,4,IND 4,0,14,"Andy Dalton pass incomplete short middle intended for Mohamed Sanu. Penalty on Darius Butler: Defensive Pass Interference, 3 yards (no play)",6.280,6.970
3,10:45,1,1,IND 1,0,20,"BenJarvus Green-Ellis right guard for 1 yard, touchdown",6.970,7.000
3,10:45,,,IND 2,0,21,Mike Nugent kicks extra point good,0.000,0.000
3,10:45,,,CIN 35,0,21,"Mike Nugent kicks off 38 yards, muffed catch by Daniel Adongo, recovered by Daniel Adongo and returned for no gain",0.000,-0.670
3,10:39,1,10,IND 26,0,21,Andrew Luck pass incomplete short left intended for Donald Brown,0.670,0.130
3,10:36,2,10,IND 26,0,21,Donald Brown left tackle for 5 yards (tackle by Michael Johnson),0.130,0.100
3,10:09,3,5,IND 31,6,21,"Andrew Luck pass complete short middle to Da'Rick Rogers for 69 yards, touchdown",0.100,7.000
3,10:09,,,CIN 2,7,21,Adam Vinatieri kicks extra point good,0.000,0.000
3,10:09,,,IND 35,7,21,"Pat McAfee kicks off 70 yards, returned by Brandon Tate for 21 yards (tackle by Andy Studebaker)",0.000,0.140
3,9:52,1,10,CIN 16,7,21,Andy Dalton pass complete short right to Tyler Eifert for no gain,-0.140,-0.660
3,9:07,2,10,CIN 16,7,21,Andy Dalton pass complete short middle to Jermaine Gresham for 6 yards (tackle by Jerrell Freeman),-0.660,-0.570
3,8:34,3,4,CIN 22,7,21,"Andy Dalton left end for 8 yards. Penalty on Kyle Cook: Illegal Use of Hands, 10 yards (no play)",-0.570,-1.890
3,8:10,3,14,CIN 12,7,21,Giovani Bernard up the middle for 6 yards (tackle by Erik Walden and Robert Mathis),-1.890,-2.240
3,7:33,4,8,CIN 18,7,21,Kevin Huber punts 30 yards,-2.240,-2.390
3,7:22,1,10,CIN 48,7,21,Andrew Luck up the middle for 29 yards (tackle by Terence Newman),2.390,4.310
3,6:33,1,10,CIN 19,7,21,Andrew Luck pass incomplete short left intended for Chris Rainey (defended by Michael Johnson),4.310,3.750
3,6:30,2,10,CIN 19,13,21,"Andrew Luck pass complete short middle to LaVon Brazill for 19 yards, touchdown",3.750,7.000
3,6:30,,,CIN 2,14,21,Adam Vinatieri kicks extra point good,0.000,0.000
3,6:30,,,IND 35,14,21,"Pat McAfee kicks off 69 yards, returned by Brandon Tate for 44 yards (tackle by Pat McAfee)",0.000,-1.600
3,6:13,1,10,CIN 40,14,21,Giovani Bernard left end for 6 yards (tackle by Kelvin Sheppard and LaRon Landry),1.600,1.860
3,5:29,2,4,CIN 46,14,21,"Andy Dalton pass incomplete short middle intended for A.J. Green. Penalty on Vontae Davis: Defensive Pass Interference, 12 yards (no play)",1.860,2.790
3,5:25,1,10,IND 42,14,21,Giovani Bernard right end for 4 yards (tackle by Pat Angerer and Darius Butler),2.790,2.780
3,4:49,2,6,IND 38,14,21,Giovani Bernard right guard for 4 yards (tackle by Antoine Bethea and Jerrell Freeman),2.780,2.610
3,4:08,3,2,IND 34,14,21,"Andy Dalton pass complete short left to Giovani Bernard for 21 yards (tackle by LaRon Landry). Penalty on LaRon Landry: Unnecessary Roughness, 7 yards",2.610,5.830
3,3:47,1,6,IND 6,14,21,Andy Dalton pass complete short left to A.J. Green for 5 yards (tackle by Vontae Davis),5.830,5.910
3,3:12,2,1,IND 1,14,27,"Andy Dalton pass complete short left to Jermaine Gresham for 1 yard, touchdown",5.910,7.000
3,3:12,,,IND 2,14,28,Mike Nugent kicks extra point good,0.000,0.000
3,3:12,,,CIN 35,14,28,"Mike Nugent kicks off 59 yards, returned by Chris Rainey for 13 yards (tackle by Cedric Peerman)",0.000,-0.150
3,2:59,1,10,IND 19,14,28,Andrew Luck pass incomplete short right intended for Trent Richardson (defended by Vontaze Burfict),0.150,-0.390
3,2:49,2,10,IND 19,14,28,Trent Richardson right tackle for 4 yards (tackle by Carlos Dunlap and Vontaze Burfict),-0.390,-0.550
3,2:06,3,6,IND 23,14,28,Andrew Luck pass incomplete deep right intended for Coby Fleener,-0.550,-1.830
3,2:01,4,6,IND 23,14,28,"Pat McAfee punts 55 yards, returned by Brandon Tate for 19 yards (tackle by Matt Overton)",-1.830,-1.660
3,1:50,1,10,CIN 41,14,28,BenJarvus Green-Ellis left guard for 3 yards (tackle by Erik Walden),1.660,1.530
3,1:13,2,7,CIN 44,14,28,"Marvin Jones left end for -3 yards (tackle by Antoine Bethea and Kelvin Sheppard). Penalty on Kelvin Sheppard: Taunting, 15 yards",1.530,2.650
3,0:44,1,10,IND 44,14,28,BenJarvus Green-Ellis left guard for 4 yards (tackle by Josh Chapman),2.650,2.650
Quarter,Time,Down,ToGo,Location,IND,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,IND 40,14,28,Andy Dalton pass incomplete short right intended for Alex Smith (defended by Andy Studebaker),2.650,1.950
4,14:52,3,6,IND 40,14,28,Andy Dalton pass complete deep left to Marvin Jones for 29 yards (tackle by Darius Butler),1.950,4.840
4,14:07,1,10,IND 11,14,28,BenJarvus Green-Ellis right guard for 2 yards (tackle by Erik Walden and Antoine Bethea),4.840,4.510
4,13:30,2,8,IND 9,14,34,"Andy Dalton pass complete short right to A.J. Green for 9 yards, touchdown",4.510,7.000
4,13:30,,,IND 2,14,35,Mike Nugent kicks extra point good,0.000,0.000
4,13:30,,,CIN 35,14,35,"Mike Nugent kicks off 61 yards, returned by Cassius Vaughn for 21 yards (tackle by Reggie Nelson)",0.000,-0.610
4,13:19,1,10,IND 25,14,35,Andrew Luck pass complete short right to Da'Rick Rogers for 7 yards (tackle by Terence Newman),0.610,1.010
4,12:53,2,3,IND 32,14,35,Andrew Luck pass complete short middle to Coby Fleener for 5 yards (tackle by Dre Kirkpatrick),1.010,1.400
4,12:29,1,10,IND 37,14,35,"Andrew Luck pass incomplete deep left intended for Da'Rick Rogers. Penalty on Wallace Gilberry: Illegal Use of Hands, 5 yards (no play)",1.400,1.730
4,12:22,1,10,IND 42,14,35,Andrew Luck pass complete short right to T.Y. Hilton for 3 yards (tackle by Dre Kirkpatrick),1.730,1.590
4,11:55,2,7,IND 45,14,35,Andrew Luck pass complete short middle to T.Y. Hilton for 4 yards (tackle by Vincent Rey),1.590,1.420
4,11:17,3,3,IND 49,14,35,Andrew Luck pass complete short middle to Darrius Heyward-Bey for 12 yards (tackle by Dre Kirkpatrick),1.420,2.980
4,10:56,1,10,CIN 39,14,35,Trent Richardson right tackle for 4 yards (tackle by Terence Newman and Michael Johnson),2.980,2.980
4,10:27,2,6,CIN 35,14,35,Andrew Luck pass complete short left to Coby Fleener for 6 yards,2.980,3.640
4,9:54,1,10,CIN 29,20,35,"Andrew Luck pass complete deep right to LaVon Brazill for 29 yards, touchdown",3.640,7.000
4,9:54,,,CIN 2,21,35,Adam Vinatieri kicks extra point good,0.000,0.000
4,9:54,,,IND 35,21,35,"Pat McAfee kicks off 59 yards, returned by Brandon Tate for 21 yards (tackle by Jack Doyle)",0.000,-0.740
4,9:43,1,10,CIN 27,21,35,BenJarvus Green-Ellis left guard for 2 yards (tackle by Aubrayo Franklin),0.740,0.470
4,9:02,2,8,CIN 29,21,35,Andy Dalton pass incomplete,0.470,-0.230
4,8:57,3,8,CIN 29,21,35,Andy Dalton pass complete short middle to Giovani Bernard for 1 yard (tackle by Fili Moala and Josh McNary),-0.230,-1.370
4,8:16,4,7,CIN 30,21,35,"Kevin Huber punts 70 yards, touchback",-1.370,-0.280
4,8:07,1,10,IND 20,21,35,Andrew Luck pass incomplete short right intended for LaVon Brazill,0.280,-0.270
4,8:02,2,10,IND 20,21,35,Andrew Luck pass complete short middle to Coby Fleener for 4 yards (tackle by Vincent Rey),-0.270,-0.430
4,7:37,3,6,IND 24,21,35,Andrew Luck pass incomplete short left intended for Da'Rick Rogers,-0.430,-1.770
4,7:33,4,6,IND 24,21,35,"Pat McAfee punts 48 yards, returned by Brandon Tate for 43 yards (tackle by Stanley Havili)",-1.770,-3.640
4,7:18,1,10,IND 29,21,35,Giovani Bernard right tackle for 7 yards (tackle by Montori Hughes),3.640,4.050
4,6:36,2,3,IND 22,21,35,"Giovani Bernard right tackle for 2 yards (tackle by Cory Redding and Antoine Bethea). Penalty on A.J. Green: Offensive Offside, 5 yards (no play)",4.050,3.370
4,6:13,2,8,IND 27,21,35,Andy Dalton pass complete short left to Tyler Eifert for 11 yards (tackle by Darius Butler),3.370,4.510
4,5:32,1,10,IND 16,21,35,BenJarvus Green-Ellis right tackle for 3 yards (tackle by Jerrell Freeman),4.510,4.390
4,4:50,2,7,IND 13,21,35,BenJarvus Green-Ellis right guard for 5 yards (tackle by Antoine Bethea),4.390,4.620
4,4:10,3,2,IND 8,21,41,"Andy Dalton right end for 8 yards, touchdown",4.620,7.000
4,4:10,,,IND 2,21,42,Mike Nugent kicks extra point good,0.000,0.000
4,4:10,,,CIN 35,21,42,"Mike Nugent kicks off 70 yards, returned by Cassius Vaughn for 33 yards (tackle by J.K. Schaffer)",0.000,-0.810
4,3:58,1,10,IND 28,21,42,Andrew Luck pass complete short middle to Trent Richardson for 13 yards (tackle by Vincent Rey),0.810,1.660
4,3:36,1,10,IND 41,21,42,Andrew Luck pass incomplete short left intended for Coby Fleener (defended by Vontaze Burfict),1.660,1.120
4,3:32,2,10,IND 41,21,42,Andrew Luck pass complete short middle to Trent Richardson for 14 yards (tackle by Vincent Rey),1.120,2.590
4,3:10,1,10,CIN 45,21,42,Andrew Luck pass complete short middle to Trent Richardson for 12 yards (tackle by Dre Kirkpatrick),2.590,3.380
4,2:39,1,10,CIN 33,21,42,Andrew Luck pass complete short middle to Trent Richardson for 7 yards,3.380,3.780
4,2:12,2,3,CIN 26,21,42,Andrew Luck pass complete short right to Donald Brown for 6 yards (tackle by Dre Kirkpatrick),3.780,4.240
4,2:00,1,10,CIN 20,21,42,Andrew Luck pass complete short right to Donald Brown for 9 yards (tackle by Vontaze Burfict),4.240,5.260
4,1:52,2,1,CIN 11,21,42,Andrew Luck pass complete short middle to Da'Rick Rogers for 8 yards (tackle by Vontaze Burfict),5.260,6.510
4,1:31,1,3,CIN 3,21,42,Andrew Luck pass complete short middle to Donald Brown for 1 yard (tackle by Vincent Rey),6.510,6.510
4,1:24,1,3,CIN 3,21,42,Timeout #1 by Indianapolis Colts,6.510,5.720
4,1:24,2,2,CIN 2,27,42,"Andrew Luck pass complete short left to Da'Rick Rogers for 2 yards, touchdown",5.720,7.000
4,1:20,2,2,CIN 2,27,42,Timeout #2 by Indianapolis Colts,5.720,0.000
4,1:24,,,CIN 2,28,42,Adam Vinatieri kicks extra point good,0.000,0.000
4,1:20,2,2,CIN 2,28,42,Timeout #1 by Cincinnati Bengals,5.720,0.000
4,1:24,,,IND 35,28,42,"Pat McAfee kicks onside 17 yards, recovered by Mohamed Sanu",0.000,-2.130
4,1:19,1,10,CIN 48,28,42,Andy Dalton kneels for -1 yards,2.130,1.450
4,0:39,2,11,CIN 47,28,42,Andy Dalton kneels for -1 yards,1.450,0.630
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
