Quarter,Time,Down,ToGo,Location,DET,TEN,Detail,EPB,EPA
2,11:50,2,2,TEN 27,7,14,"Ryan Tannehill pass incomplete deep left intended for A.J. Brown. Penalty on Alexander Myres: Defensive Pass Interference, 23 yards (no play)",0.750,2.260
2,11:45,1,10,TEN 50,7,14,Derrick Henry left tackle for 13 yards (tackle by Will Harris),2.260,3.120
2,11:25,1,10,DET 37,7,14,Ryan Tannehill pass incomplete deep left intended for MyCole Pruitt (defended by Jayron Kearse),3.120,2.570
2,11:21,2,10,DET 37,7,14,Derrick Henry left guard for 6 yards (tackle by Austin Bryant),2.570,2.680
2,10:41,3,4,DET 31,7,14,Ryan Tannehill pass complete short middle to Corey Davis for 7 yards (tackle by Amani Oruwariye),2.680,3.970
2,10:04,1,10,DET 24,7,14,Derrick Henry left end for 7 yards (tackle by Alexander Myres),3.970,4.460
2,9:38,2,3,DET 17,7,20,"Ryan Tannehill left end for 17 yards, touchdown",4.460,7.000
2,9:28,,,DET 15,7,21,Stephen Gostkowski kicks extra point good,0.000,0.000
2,9:28,,,TEN 35,7,21,"Stephen Gostkowski kicks off 68 yards, returned by Jamal Agnew for 28 yards (tackle by Wyatt Ray and Senorise Perry)",0.000,0.610
2,9:22,1,10,DET 25,7,21,Matthew Stafford pass complete short right to D'Andre Swift for 2 yards (tackle by David Long and Adoree' Jackson),0.610,0.330
2,8:36,2,8,DET 27,7,21,D'Andre Swift left end for 5 yards (tackle by Malcolm Butler),0.330,0.300
2,7:51,3,3,DET 32,7,21,Matthew Stafford pass complete short right to D'Andre Swift for 5 yards (tackle by Amani Hooker),0.300,1.400
2,7:10,1,10,DET 37,7,21,Matthew Stafford pass complete deep middle to Hunter Bryant for 44 yards (tackle by Malcolm Butler and Amani Hooker),1.400,4.310
2,6:28,1,10,TEN 19,7,21,D'Andre Swift right guard for 2 yards (tackle by DaQuan Jones),4.310,4.030
2,5:44,2,8,TEN 17,7,21,Matthew Stafford left tackle for 12 yards (tackle by Malcolm Butler),4.030,6.060
2,5:05,1,5,TEN 5,7,21,Matthew Stafford pass incomplete short right intended for Quintez Cephus,6.060,5.150
2,5:01,2,5,TEN 5,7,21,D'Andre Swift up the middle for 4 yards (tackle by Kevin Byard and David Long),5.150,5.170
2,4:19,3,1,TEN 1,7,21,"D'Andre Swift up the middle for -2 yards (tackle by DaQuan Jones). D'Andre Swift fumbles (forced by DaQuan Jones), recovered by William Compton at TEN-3 (tackle by Halapoulivaati Vaitai)",5.170,0.380
2,4:12,1,10,TEN 3,7,21,Derrick Henry up the middle for 2 yards (tackle by Jarrad Davis),-0.380,-0.630
2,3:35,2,8,TEN 5,9,21,"Ryan Tannehill sacked by Romeo Okwara for -5 yards, safety.",-0.630,-2.000
2,3:31,,,TEN 20,9,21,"Brett Kern kicks off 48 yards, returned by Jamal Agnew for 13 yards (tackle by Nick Dzubnar)",0.000,1.930
2,3:28,1,10,DET 45,9,21,Matthew Stafford pass complete short right to T.J. Hockenson for 7 yards (tackle by Kevin Byard and David Long),1.930,2.330
2,2:43,2,3,TEN 48,9,21,D'Andre Swift left tackle for 1 yard (tackle by DaQuan Jones),2.330,1.750
2,2:00,3,2,TEN 47,9,21,Matthew Stafford pass complete short middle to Marvin Jones for 6 yards (tackle by Rashaan Evans),1.750,2.850
2,1:23,1,10,TEN 41,9,21,Matthew Stafford pass complete deep right to Marvin Jones for 39 yards (tackle by Malcolm Butler),2.850,6.740
2,1:06,,,,,,Timeout #1 by Tennessee Titans,,
2,1:06,1,2,TEN 2,15,21,"D'Andre Swift left tackle for 2 yards, touchdown",6.740,7.000
2,1:02,,,TEN 15,15,21,Matt Prater kicks extra point no good wide left,0.000,-1.000
2,1:02,,,DET 35,15,21,"Matt Prater kicks off 65 yards, returned by Darrynton Evans for 28 yards (tackle by Jamal Agnew)",0.000,0.810
2,0:57,1,10,TEN 28,15,21,Derrick Henry right guard for 8 yards (tackle by Jamie Collins and Jahlani Tavai),0.810,1.340
2,0:41,2,2,TEN 36,15,21,Ryan Tannehill pass complete short left to A.J. Brown for 14 yards (tackle by Tracy Walker),1.340,2.260
2,0:37,1,10,TEN 50,15,21,Ryan Tannehill pass incomplete deep right,2.260,1.710
2,0:33,2,10,TEN 50,15,21,Ryan Tannehill pass incomplete short left intended for A.J. Brown (defended by Alexander Myres),1.710,1.030
2,0:29,3,10,TEN 50,15,21,Ryan Tannehill pass complete short right to Corey Davis for 14 yards (tackle by Alexander Myres),1.030,3.180
2,0:22,,,,,,Timeout #2 by Tennessee Titans,,
2,0:22,1,10,DET 36,15,21,"Penalty on Corey Davis: False Start, 5 yards (no play)",3.180,2.850
2,0:22,1,15,DET 41,15,21,Ryan Tannehill pass complete short middle to Jonnu Smith for 16 yards (tackle by Duron Harmon),2.850,3.910
2,0:14,1,10,DET 25,15,21,Ryan Tannehill pass complete short right to Jeremy McNichols for 5 yards (tackle by Jahlani Tavai),3.910,4.040
2,0:03,,,,,,Timeout #3 by Tennessee Titans,,
2,0:03,2,5,DET 20,15,24,Stephen Gostkowski 38 yard field goal good,4.040,3.000
Quarter,Time,Down,ToGo,Location,DET,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,15,24,"Stephen Gostkowski kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,DET 25,15,24,Matthew Stafford pass complete short middle to Mohamed Sanu for 12 yards (tackle by Amani Hooker and Rashaan Evans),0.610,1.400
3,14:21,1,10,DET 37,15,24,D'Andre Swift left tackle for 7 yards (tackle by Kevin Byard),1.400,1.800
3,13:38,2,3,DET 44,15,24,Matthew Stafford pass incomplete deep left intended for Marvin Jones,1.800,1.090
3,13:33,3,3,DET 44,15,24,"Penalty on Matt Nelson: False Start, 5 yards (no play)",1.090,0.430
3,13:33,3,8,DET 39,15,24,"Penalty on Matthew Stafford: Delay of Game, 5 yards (no play)",0.430,-0.230
3,13:33,3,13,DET 34,15,24,Matthew Stafford pass complete short left to Mohamed Sanu for 14 yards (tackle by Joshua Kalu),-0.230,2.130
3,12:53,1,10,DET 48,15,24,Matthew Stafford pass incomplete deep left intended for Quintez Cephus,2.130,1.580
3,12:46,2,10,DET 48,15,24,D'Andre Swift up the middle for 11 yards (tackle by Rashaan Evans),1.580,2.850
3,12:05,1,10,TEN 41,15,24,Adrian Peterson up the middle for 4 yards (tackle by Rashaan Evans),2.850,2.850
3,11:28,2,6,TEN 37,15,24,Matthew Stafford pass complete short left to Mohamed Sanu for 7 yards (tackle by Rashaan Evans),2.850,3.580
3,10:48,1,10,TEN 30,15,24,Jamal Agnew right end for 7 yards (tackle by Malcolm Butler),3.580,3.980
3,10:11,2,3,TEN 23,15,24,Adrian Peterson left guard for 2 yards (tackle by Kevin Byard and Jeffery Simmons),3.980,3.530
3,9:29,3,1,TEN 21,15,24,"T.J. Hockenson right end for no gain (tackle by David Long and Derick Roberson). T.J. Hockenson fumbles (forced by Derick Roberson), recovered by Jeffery Simmons at TEN-20",3.530,-0.280
3,9:22,1,10,TEN 20,15,24,Ryan Tannehill pass complete short right to Jonnu Smith for 5 yards (tackle by Amani Oruwariye and Jarrad Davis),0.280,0.410
3,8:46,2,5,TEN 25,15,24,Derrick Henry right tackle for 10 yards (tackle by John Penisini and Jamie Collins),0.410,1.270
3,8:17,1,10,TEN 35,15,24,Derrick Henry left guard for 5 yards (tackle by Austin Bryant),1.270,1.400
3,7:47,2,5,TEN 40,15,24,Ryan Tannehill pass incomplete deep right intended for Corey Davis,1.400,0.700
3,7:42,3,5,TEN 40,15,24,Ryan Tannehill pass complete short left to Jonnu Smith for 5 yards (tackle by Alexander Myres),0.700,1.930
3,7:04,1,10,TEN 45,15,24,Derrick Henry right tackle for 1 yard (tackle by Romeo Okwara and Austin Bryant),1.930,1.520
3,6:40,2,9,TEN 46,15,24,Ryan Tannehill pass complete short left to Derrick Henry for -1 yards (tackle by Jamie Collins),1.520,0.700
3,6:13,3,10,TEN 45,15,24,Ryan Tannehill pass incomplete deep right intended for Cameron Batson,0.700,-0.390
3,6:07,4,10,TEN 45,15,24,"Brett Kern punts 47 yards, returned by Jamal Agnew for -1 yards (tackle by Nick Westbrook-Ikhine)",-0.390,0.380
3,5:58,1,10,DET 7,15,24,D'Andre Swift left guard for 10 yards (tackle by Amani Hooker and Kevin Byard),-0.380,-0.060
3,5:16,1,10,DET 17,15,24,Matthew Stafford pass complete deep left to Quintez Cephus for 36 yards (tackle by Tye Smith and Kevin Byard),-0.060,2.460
3,4:33,1,10,TEN 47,15,24,"Matthew Stafford pass incomplete short right intended for Marvin Jones. Penalty on Desmond King: Defensive Pass Interference, 12 yards (no play)",2.460,3.250
3,4:28,1,10,TEN 35,15,24,Matthew Stafford pass incomplete deep right intended for Hunter Bryant (defended by David Long),3.250,2.700
3,4:21,2,10,TEN 35,15,24,Matthew Stafford pass incomplete short left intended for D'Andre Swift,2.700,2.010
3,4:17,3,10,TEN 35,15,24,Matthew Stafford pass incomplete short middle intended for Mohamed Sanu,2.010,0.970
3,4:14,4,10,TEN 35,18,24,Matt Prater 53 yard field goal good. Penalty on Daren Bates: Defensive Offside (Declined),0.970,3.000
3,4:09,,,DET 35,18,24,"Matt Prater kicks off 65 yards, returned by Darrynton Evans for 17 yards (tackle by Miles Killebrew)",0.000,-0.060
3,4:03,1,10,TEN 17,18,24,Derrick Henry right end for -2 yards (tackle by Frank Herron and Austin Bryant),-0.060,-0.850
3,3:25,2,12,TEN 15,18,24,Ryan Tannehill right guard for 1 yard (tackle by Austin Bryant and Jayron Kearse),-0.850,-1.410
3,2:46,3,11,TEN 16,18,24,Ryan Tannehill pass complete short middle to Anthony Firkser for 20 yards (tackle by Tracy Walker),-1.410,1.330
3,2:05,1,10,TEN 36,18,24,Derrick Henry left guard for 5 yards (tackle by Reggie Ragland and Duron Harmon),1.330,1.470
3,1:29,2,5,TEN 41,18,24,Ryan Tannehill pass complete short middle to Corey Davis for 14 yards (tackle by Amani Oruwariye),1.470,2.590
3,0:54,1,10,DET 45,18,24,Derrick Henry right tackle for 4 yards (tackle by John Penisini and Reggie Ragland),2.590,2.580
3,0:22,2,6,DET 41,18,24,Derrick Henry up the middle for 5 yards (tackle by Reggie Ragland),2.580,2.540
Quarter,Time,Down,ToGo,Location,DET,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,DET 36,18,24,Derrick Henry right end for 33 yards (tackle by Duron Harmon),2.540,6.510
4,14:33,1,3,DET 3,18,30,"Ryan Tannehill right tackle for 3 yards, touchdown",6.510,7.000
4,14:30,,,DET 2,18,32,"Two Point Attempt: Derrick Henry rushes, conversion succeeds.",1.000,1.000
4,14:30,,,TEN 35,18,32,"Stephen Gostkowski kicks off 65 yards, touchback.",0.000,0.610
4,14:30,1,10,DET 25,18,32,Matthew Stafford pass complete short right to Danny Amendola for 2 yards (tackle by Harold Landry),0.610,0.330
4,13:44,2,8,DET 27,18,32,"Joe Dahl aborted snap, recovered by Matthew Stafford at DET-21 and returned for -1 yards (tackle by Teair Tart)",0.330,-1.290
4,12:57,3,15,DET 20,18,32,Matthew Stafford pass complete short middle to Danny Amendola for 11 yards (tackle by Adoree' Jackson),-1.290,-1.310
4,12:09,4,4,DET 31,18,32,C.J. Moore right end for 3 yards (tackle by Nick Westbrook-Ikhine),-1.310,-3.310
4,12:02,1,10,DET 34,18,32,Darrynton Evans left end for 3 yards (tackle by Jayron Kearse and John Penisini),3.310,3.180
4,11:19,2,7,DET 31,18,32,Ryan Tannehill pass complete short right to Jonnu Smith for 7 yards (tackle by Jarrad Davis),3.180,3.970
4,10:53,1,10,DET 24,18,32,"Penalty on MyCole Pruitt: False Start, 5 yards (no play)",3.970,3.640
4,10:53,1,15,DET 29,18,32,Ryan Tannehill pass complete short right to Darrynton Evans for 24 yards (tackle by Alexander Myres),3.640,6.060
4,10:21,1,5,DET 5,18,32,Darrynton Evans up the middle for 4 yards (tackle by Duron Harmon and John Penisini),6.060,5.910
4,9:46,2,1,DET 1,18,32,Darrynton Evans up the middle for -1 yards (tackle by John Penisini and Austin Bryant),5.910,4.950
4,9:04,3,2,DET 2,18,38,"Ryan Tannehill pass complete short right to A.J. Brown for 2 yards, touchdown",4.950,7.000
4,9:00,,,DET 15,18,39,Stephen Gostkowski kicks extra point good,0.000,0.000
4,9:00,,,TEN 35,18,39,"Stephen Gostkowski kicks off 68 yards, returned by Jamal Agnew for 43 yards (tackle by Stephen Gostkowski and Joshua Kalu)",0.000,1.600
4,8:54,1,10,DET 40,18,39,D'Andre Swift up the middle for 4 yards (tackle by Amani Hooker),1.600,1.590
4,8:36,2,6,DET 44,18,39,Chase Daniel pass complete short right to Danny Amendola for 7 yards (tackle by Chris Jackson and Harold Landry),1.590,2.320
4,8:11,1,10,TEN 49,18,39,Chase Daniel right end for 11 yards (tackle by Kevin Byard),2.320,3.050
4,7:37,1,10,TEN 38,18,39,Chase Daniel pass complete deep right to Marvin Jones for 21 yards (tackle by Chris Jackson),3.050,4.440
4,7:06,1,10,TEN 17,18,39,Chase Daniel pass complete short left to Jesse James for 11 yards (tackle by Joshua Kalu),4.440,5.830
4,6:27,1,6,TEN 6,24,39,"D'Andre Swift left tackle for 6 yards, touchdown",5.830,7.000
4,6:23,,,TEN 15,25,39,Matt Prater kicks extra point good,0.000,0.000
4,6:23,,,DET 35,25,39,"Jack Fox kicks onside 10 yards, returned by Corey Davis for no gain",0.000,2.590
4,6:22,1,10,DET 45,25,39,Derrick Henry left tackle for 3 yards (tackle by Kevin Strong and Reggie Ragland),2.590,2.450
4,5:36,2,7,DET 42,25,39,Derrick Henry left guard for 3 yards (tackle by Jayron Kearse),2.450,2.150
4,4:53,3,4,DET 39,25,39,Ryan Tannehill pass complete short left to A.J. Brown for 12 yards (tackle by Christian Jones),2.150,3.780
4,4:03,1,10,DET 27,25,39,Darrynton Evans right end for 4 yards (tackle by Reggie Ragland and Christian Jones),3.780,3.770
4,3:57,,,,,,Timeout #1 by Detroit Lions,,
4,3:57,2,6,DET 23,25,39,Darrynton Evans right tackle for 8 yards (tackle by Duron Harmon and Jayron Kearse),3.770,4.580
4,3:11,1,10,DET 15,25,39,Darrynton Evans left tackle for 9 yards (tackle by Duron Harmon),4.580,5.600
4,3:05,,,,,,Timeout #2 by Detroit Lions,,
4,3:05,2,1,DET 6,25,39,Darrynton Evans left tackle for 4 yards (tackle by Jayron Kearse and Jahlani Tavai),5.600,6.740
4,2:19,1,2,DET 2,25,39,Darrynton Evans left tackle for -1 yards (tackle by Romeo Okwara),6.740,5.530
4,2:15,,,,,,Timeout #3 by Detroit Lions,,
4,2:15,2,3,DET 3,25,39,Ryan Tannehill pass incomplete short right intended for Corey Davis,5.530,4.720
4,2:11,3,3,DET 3,25,45,"Ryan Tannehill pass complete short right to Darrynton Evans for 3 yards, touchdown",4.720,7.000
4,2:07,,,DET 15,25,46,Stephen Gostkowski kicks extra point good,0.000,0.000
4,2:07,,,TEN 35,25,46,"Stephen Gostkowski kicks off 65 yards, touchback.",0.000,0.610
4,2:07,1,10,DET 25,25,46,Chase Daniel pass complete short right to Marvin Jones for 5 yards (tackle by David Long and Chris Jackson),0.610,0.740
4,1:59,2,5,DET 30,25,46,Chase Daniel pass complete short middle to Marvin Jones for 11 yards (tackle by David Long and Kevin Byard),0.740,1.660
4,1:38,1,10,DET 41,25,46,Chase Daniel pass deep right intended for Danny Amendola is intercepted by Kevin Byard at TEN-40 and returned for no gain,1.660,-1.600
4,1:32,1,10,TEN 40,25,46,Logan Woodside kneels for -1 yards,1.600,0.920
4,0:55,2,11,TEN 39,25,46,Logan Woodside kneels for -1 yards,0.920,0.100
4,0:28,3,12,TEN 38,25,46,Logan Woodside kneels for -1 yards,0.100,-0.910
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
