Quarter,Time,Down,ToGo,Location,PIT,JAX,Detail,EPB,EPA
2,2:23,1,10,PIT 35,0,9,Ben Roethlisberger pass complete short right to James Conner for 2 yards (tackle by D.J. Hayden),1.270,0.990
2,2:00,2,8,PIT 37,0,9,Ben Roethlisberger pass incomplete deep right intended for Antonio Brown,0.990,0.300
2,1:55,3,8,PIT 37,0,9,Ben Roethlisberger pass incomplete short left intended for Vance McDonald,0.300,-0.910
2,1:49,4,8,PIT 37,0,9,"Jordan Berry punts 63 yards, touchback.",-0.910,-0.280
2,1:41,1,10,JAX 20,0,9,Blake Bortles pass incomplete short right intended for Dede Westbrook,0.280,-0.270
2,1:37,2,10,JAX 20,0,9,Blake Bortles sacked by Javon Hargrave for -8 yards,-0.270,-2.360
2,1:32,,,,,,Timeout #2 by Pittsburgh Steelers,,
2,1:32,3,18,JAX 12,0,9,T.J. Yeldon up the middle for 1 yard (tackle by T.J. Watt),-2.360,-2.490
2,1:28,,,,,,Timeout #3 by Pittsburgh Steelers,,
2,1:28,4,17,JAX 13,0,9,"Logan Cooke punts 57 yards, returned by Ryan Switzer for 7 yards (tackle by Blair Brown)",-2.490,-1.400
2,1:16,1,10,PIT 37,0,9,Ben Roethlisberger pass deep right intended for Antonio Brown is intercepted by Barry Church at JAC-43 and returned for 11 yards,1.400,-2.520
2,1:08,1,10,PIT 46,0,9,Blake Bortles pass incomplete deep middle intended for Donte Moncrief,2.520,1.980
2,1:01,2,10,PIT 46,0,9,Blake Bortles pass incomplete deep left intended for Dede Westbrook,1.980,1.290
2,0:56,3,10,PIT 46,0,9,Blake Bortles pass incomplete short right intended for DJ Chark,1.290,0.200
2,0:48,4,10,PIT 46,0,9,"Logan Cooke punts 46 yards, touchback.",0.200,-0.280
2,0:41,1,10,PIT 20,0,9,Ben Roethlisberger pass complete short left to Vance McDonald for 9 yards (tackle by D.J. Hayden),0.280,0.950
2,0:36,2,1,PIT 29,0,9,Ben Roethlisberger pass complete short right to Vance McDonald for 7 yards (tackle by D.J. Hayden),0.950,1.330
2,0:32,1,10,PIT 36,0,9,Ben Roethlisberger pass complete short right to James Washington for 11 yards,1.330,2.060
2,0:27,1,10,PIT 47,0,9,Ben Roethlisberger pass complete short left to Antonio Brown for 7 yards (tackle by D.J. Hayden),2.060,2.460
2,0:10,2,3,JAX 46,0,9,Ben Roethlisberger spiked the ball,2.460,1.750
2,0:09,3,3,JAX 46,0,9,Ben Roethlisberger pass incomplete deep left intended for Antonio Brown,1.750,0.200
2,0:03,,,,,,Timeout #2 by Jacksonville Jaguars,,
2,0:03,4,3,JAX 46,0,9,Ben Roethlisberger pass complete short middle to James Conner for 1 yard (tackle by Calais Campbell),0.200,2.060
Quarter,Time,Down,ToGo,Location,PIT,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,0,9,"Josh Lambo kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,PIT 25,0,9,James Conner up the middle for 2 yards (tackle by Telvin Smith),0.610,0.330
3,14:21,2,8,PIT 27,0,9,Ben Roethlisberger pass complete short right to Xavier Grimble for 3 yards (tackle by Barry Church),0.330,0.040
3,13:38,3,5,PIT 30,0,9,Ben Roethlisberger pass incomplete short right intended for Vance McDonald,0.040,-1.370
3,13:30,4,5,PIT 30,0,9,"Jordan Berry punts 44 yards, fair catch by Dede Westbrook at JAC-26",-1.370,-0.670
3,13:21,1,10,JAX 26,0,9,Leonard Fournette up the middle for 5 yards (tackle by Cameron Heyward),0.670,0.810
3,12:47,2,5,JAX 31,0,9,Leonard Fournette left end for 3 yards (tackle by Jordan Dangerfield),0.810,0.500
3,12:07,3,2,JAX 34,0,9,"Leonard Fournette up the middle for no gain (tackle by Vince Williams). Penalty on Jermey Parnell: Offensive Holding, 10 yards (no play)",0.500,-0.820
3,11:35,3,12,JAX 24,0,9,"Blake Bortles sacked by T.J. Watt for -11 yards. Blake Bortles fumbles (forced by T.J. Watt), recovered by Jermey Parnell at JAC-13 (tackle by T.J. Watt)",-0.820,-2.490
3,10:55,4,23,JAX 13,0,9,"Logan Cooke punts 48 yards, returned by Ryan Switzer for 6 yards (tackle by Leon Jacobs)",-2.490,-1.930
3,10:43,1,10,PIT 45,0,9,"Ben Roethlisberger pass short middle is intercepted by Myles Jack at PIT-49 and returned for 1 yard. Penalty on Calais Campbell: Roughing the Passer, 15 yards (no play)",1.930,2.920
3,10:37,1,10,JAX 40,0,9,"James Conner up the middle for 3 yards (tackle by Barry Church). Penalty on Telvin Smith: Unnecessary Roughness, 15 yards",2.920,4.110
3,10:14,1,10,JAX 22,0,9,Ben Roethlisberger pass complete short middle to James Conner for 4 yards (tackle by D.J. Hayden),4.110,4.130
3,9:27,2,6,JAX 18,0,9,James Conner up the middle for 7 yards (tackle by A.J. Bouye),4.130,4.840
3,8:43,1,10,JAX 11,0,9,James Conner up the middle for no gain (tackle by Taven Bryan),4.840,4.140
3,8:02,2,10,JAX 11,0,9,Ben Roethlisberger pass short middle intended for Antonio Brown is intercepted by Jalen Ramsey at JAC-0 and returned for no gain,4.140,-0.280
3,7:59,1,10,JAX 20,0,9,Blake Bortles pass complete short middle to Leonard Fournette for 26 yards (tackle by Sean Davis and Jonathan Bostic),0.280,1.990
3,7:19,1,10,JAX 46,0,9,Leonard Fournette up the middle for 1 yard (tackle by Cameron Heyward). Penalty on Tommy Bohanon: Illegal Shift (Declined),1.990,1.590
3,7:02,2,9,JAX 47,0,9,Leonard Fournette up the middle for 2 yards (tackle by T.J. Watt),1.590,1.160
3,6:22,3,7,JAX 49,0,9,Blake Bortles pass complete short right to DJ Chark for 10 yards (tackle by Joe Haden),1.160,2.850
3,5:55,1,10,PIT 41,0,9,Carlos Hyde up the middle for 4 yards (tackle by Terrell Edmunds),2.850,2.850
3,5:11,2,6,PIT 37,0,9,Carlos Hyde up the middle for 3 yards (tackle by Coty Sensabaugh and Jonathan Bostic),2.850,2.540
3,4:25,3,3,PIT 34,0,9,Blake Bortles up the middle for 10 yards (tackle by Vince Williams),2.540,3.970
3,3:40,1,10,PIT 24,0,9,Blake Bortles pass complete short right to Leonard Fournette for 20 yards (tackle by Bud Dupree),3.970,6.280
3,2:53,1,4,PIT 4,0,9,Leonard Fournette up the middle for 2 yards (tackle by Tyson Alualu),6.280,5.720
3,2:12,2,2,PIT 2,0,15,"Leonard Fournette up the middle for 2 yards, touchdown",5.720,7.000
3,2:09,,,PIT 15,0,16,Josh Lambo kicks extra point good,0.000,0.000
3,2:09,,,JAX 35,0,16,"Josh Lambo kicks off 64 yards, returned by Ryan Switzer for no gain (tackle by Nick DeLuca)",0.000,0.340
3,2:04,1,10,PIT 21,0,16,"Penalty on David DeCastro: False Start, 5 yards (no play)",0.340,-0.220
3,2:04,1,15,PIT 16,0,16,Ben Roethlisberger pass complete short middle to Ryan Switzer for 6 yards (tackle by D.J. Hayden and Telvin Smith),-0.220,-0.070
3,1:31,2,9,PIT 22,6,16,"Ben Roethlisberger pass complete deep middle to Antonio Brown for 78 yards, touchdown, touchdown. Penalty on Barry Church: Defensive Pass Interference (Declined)",-0.070,7.000
3,1:17,,,JAX 2,6,16,"Two Point Attempt: Ben Roethlisberger pass incomplete intended for Jesse James, conversion fails",0.000,-1.000
3,1:17,,,PIT 35,6,16,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
3,1:17,1,10,JAX 25,6,16,Leonard Fournette up the middle for no gain (tackle by Terrell Edmunds and Jordan Dangerfield),0.610,0.060
3,0:34,2,10,JAX 25,6,16,Leonard Fournette up the middle for -1 yards (tackle by Cameron Heyward),0.060,-0.760
Quarter,Time,Down,ToGo,Location,PIT,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,11,JAX 24,6,16,Blake Bortles pass complete short right to T.J. Yeldon for 7 yards (tackle by Coty Sensabaugh),-0.760,-1.310
4,14:24,4,4,JAX 31,6,16,"Logan Cooke punts 52 yards, returned by Ryan Switzer for no gain (tackle by DJ Chark)",-1.310,0.060
4,14:14,1,10,PIT 17,6,16,Ben Roethlisberger pass complete short left to Antonio Brown for 3 yards (tackle by Jalen Ramsey),-0.060,-0.060
4,13:41,2,7,PIT 20,6,16,Ben Roethlisberger pass incomplete short right intended for Antonio Brown,-0.060,-0.870
4,13:37,3,7,PIT 20,6,16,Ben Roethlisberger sacked by Calais Campbell for -9 yards,-0.870,-2.490
4,12:55,4,16,PIT 11,6,16,"Jordan Berry punts 41 yards, returned by Dede Westbrook for 11 yards (tackle by L.J. Fort)",-2.490,-2.850
4,12:43,1,10,PIT 41,6,16,Leonard Fournette up the middle for 2 yards (tackle by Anthony Chickillo),2.850,2.580
4,11:56,2,8,PIT 39,6,16,Blake Bortles sacked by Vince Williams for -9 yards,2.580,0.700
4,11:07,,,,,,Timeout #1 by Jacksonville Jaguars,,
4,11:07,3,17,PIT 48,6,16,Blake Bortles sacked by Cameron Heyward for -7 yards,0.700,-0.390
4,10:31,4,24,JAX 45,6,16,Logan Cooke punts 26 yards downed by Tommy Bohanon,-0.390,-0.870
4,10:21,1,10,PIT 29,6,16,Ben Roethlisberger pass complete short left to Ryan Switzer for 10 yards (tackle by Telvin Smith),0.870,1.530
4,9:48,1,10,PIT 39,6,16,Ben Roethlisberger pass complete short right to JuJu Smith-Schuster for 6 yards (tackle by A.J. Bouye),1.530,1.800
4,9:09,2,4,PIT 45,6,16,Ben Roethlisberger pass complete short middle to JuJu Smith-Schuster for 8 yards (tackle by A.J. Bouye),1.800,2.460
4,8:34,1,10,JAX 47,6,16,Ben Roethlisberger pass incomplete short right intended for Antonio Brown (defended by A.J. Bouye),2.460,1.910
4,8:29,2,10,JAX 47,6,16,Ben Roethlisberger sacked by Yannick Ngakoue for -8 yards,1.910,0.170
4,7:45,3,18,PIT 45,6,16,Ben Roethlisberger pass complete short middle to Ryan Switzer for 12 yards (tackle by D.J. Hayden),0.170,0.400
4,6:53,4,6,JAX 43,6,16,Ben Roethlisberger pass incomplete short left intended for James Conner,0.400,-1.860
4,6:47,1,10,JAX 44,6,16,Leonard Fournette up the middle for -1 yards (tackle by Jonathan Bostic and Joe Haden),1.860,1.180
4,6:02,2,11,JAX 43,6,16,Leonard Fournette up the middle for no gain (tackle by Jonathan Bostic),1.180,0.500
4,5:19,3,11,JAX 43,6,16,Blake Bortles pass incomplete short right intended for DJ Chark (defended by Javon Hargrave),0.500,-0.520
4,5:16,4,11,JAX 43,6,16,"Logan Cooke punts 57 yards, touchback.",-0.520,-0.280
4,5:06,1,10,PIT 20,6,16,Ben Roethlisberger pass complete short middle to James Conner for 5 yards (tackle by Myles Jack),0.280,0.410
4,4:32,2,5,PIT 25,6,16,"Ben Roethlisberger pass complete short left to Antonio Brown for 4 yards (tackle by Jalen Ramsey). Penalty on Jalen Ramsey: Face Mask (15 Yards), 15 yards",0.410,1.860
4,4:24,1,10,PIT 44,6,16,Ben Roethlisberger pass complete short right to JuJu Smith-Schuster for 9 yards (tackle by A.J. Bouye),1.860,2.530
4,3:54,2,1,JAX 47,6,16,Ben Roethlisberger pass complete deep left to JuJu Smith-Schuster for 21 yards (tackle by Jalen Ramsey),2.530,3.840
4,3:18,1,10,JAX 26,6,16,Ben Roethlisberger pass complete short left to JuJu Smith-Schuster for 9 yards (tackle by Jalen Ramsey),3.840,4.640
4,3:10,2,1,JAX 17,6,16,Ben Roethlisberger pass incomplete deep middle intended for JuJu Smith-Schuster,4.640,3.950
4,3:05,3,1,JAX 17,6,16,Ben Roethlisberger pass complete short left to James Conner for 6 yards (tackle by Telvin Smith),3.950,4.840
4,2:36,1,10,JAX 11,12,16,"Ben Roethlisberger pass complete short middle to Vance McDonald for 11 yards, touchdown",4.840,7.000
4,2:28,,,JAX 15,13,16,Chris Boswell kicks extra point good,0.000,0.000
4,2:28,,,PIT 35,13,16,"Chris Boswell kicks off 56 yards, returned by Dede Westbrook for no gain (tackle by Tyler Matakevich)",0.000,0.610
4,2:22,1,10,JAX 25,13,16,Leonard Fournette up the middle for 4 yards (tackle by Sean Davis and Cameron Heyward),0.610,0.600
4,2:00,2,6,JAX 29,13,16,Leonard Fournette up the middle for 1 yard (tackle by Sean Davis),0.600,0.040
4,1:55,,,,,,Timeout #1 by Pittsburgh Steelers,,
4,1:54,3,5,JAX 30,13,16,Leonard Fournette up the middle for 1 yard (tackle by Vince Williams),0.040,-1.310
4,1:50,,,,,,Timeout #2 by Pittsburgh Steelers,,
4,1:50,4,4,JAX 31,13,16,"Logan Cooke punts 37 yards, fair catch by Ryan Switzer at PIT-32",-1.310,-1.070
4,1:42,1,10,PIT 32,13,16,Ben Roethlisberger pass complete short right to James Conner for 6 yards (tackle by Jalen Ramsey),1.070,1.340
4,1:39,2,4,PIT 38,13,16,Ben Roethlisberger pass complete deep left to JuJu Smith-Schuster for 35 yards (tackle by A.J. Bouye),1.340,3.780
4,1:00,1,10,JAX 27,13,16,Ben Roethlisberger pass incomplete short left intended for James Conner,3.780,3.230
4,0:59,2,10,JAX 27,13,16,Ben Roethlisberger pass incomplete deep left intended for James Conner,3.230,2.540
4,0:50,3,10,JAX 27,13,16,Ben Roethlisberger pass complete deep left to Antonio Brown for 25 yards (tackle by Jalen Ramsey),2.540,6.740
4,0:23,1,2,JAX 2,13,16,Ben Roethlisberger spiked the ball,6.740,5.720
4,0:22,2,2,JAX 2,13,16,"Ben Roethlisberger pass short middle is intercepted by D.J. Hayden at JAC-0 and returned for no gain. Penalty on D.J. Hayden: Face Mask (15 Yards), 1 yard (no play)",5.720,6.970
4,0:15,1,1,JAX 1,13,16,Ben Roethlisberger pass incomplete short right intended for Darrius Heyward-Bey. Penalty on D.J. Hayden: Defensive Holding (no play),6.970,6.970
4,0:08,1,1,JAX 1,19,16,"Ben Roethlisberger right end for 1 yard, touchdown",6.970,7.000
4,0:05,,,JAX 15,20,16,"Chris Boswell kicks extra point good. Penalty on Abry Jones: Unnecessary Roughness, 15 yards",0.000,0.000
4,0:05,,,PIT 50,20,16,"Chris Boswell kicks off 50 yards, touchback.",0.000,0.610
4,0:05,,,,,,Timeout #2 by Jacksonville Jaguars,,
4,0:05,1,10,JAX 25,20,16,"Blake Bortles sacked by T.J. Watt for no gain. Blake Bortles fumbles (forced by T.J. Watt), recovered by Cameron Heyward at JAC-27 (tackle by Dede Westbrook)",0.610,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
