Quarter,Time,Down,ToGo,Location,CLE,WAS,Detail,EPB,EPA
2,12:54,2,14,CLE 43,3,0,Nick Chubb left end for 6 yards (tackle by Jamin Davis and Kendall Fuller),0.980,1.090
2,12:06,3,8,CLE 49,3,0,"Deshaun Watson pass incomplete short right intended for Jack Conklin. Penalty on Jack Conklin: Illegal Touch Pass, 5 yards (declined)",1.090,-0.130
2,11:56,4,8,CLE 49,3,0,Corey Bojorquez punts 47 yards downed by D'Anthony Bell,-0.130,0.380
2,11:48,1,10,WAS 4,3,0,Brian Robinson left tackle for 4 yards (tackle by Jermaine Carter and Tony Fields),-0.380,-0.490
2,11:09,2,6,WAS 8,3,0,Brian Robinson left tackle for 5 yards (tackle by Tony Fields and John Johnson),-0.490,-0.370
2,10:27,3,1,WAS 13,3,0,Brian Robinson left guard for 5 yards (tackle by Tony Fields),-0.370,0.040
2,9:47,1,10,WAS 18,3,0,Brian Robinson right tackle for no gain (tackle by Jadeveon Clowney and Grant Delpit),0.040,-0.490
2,9:02,2,10,WAS 18,3,0,Carson Wentz pass complete short right to Jahan Dotson for 8 yards (tackle by Greg Newsome),-0.490,-0.140
2,8:18,3,2,WAS 26,3,0,Jonathan Williams left tackle for 12 yards (tackle by Tony Fields),-0.140,1.470
2,7:35,1,10,WAS 38,3,0,Brian Robinson left end for 3 yards (tackle by Chase Winovich),1.470,1.330
2,6:54,2,7,WAS 41,3,0,Carson Wentz sacked by Chase Winovich for -10 yards,1.330,-0.690
2,6:08,3,17,WAS 31,3,0,Carson Wentz pass complete deep right to Jahan Dotson for 20 yards (tackle by Martin Emerson),-0.690,2.320
2,5:28,1,10,CLE 49,3,0,Jonathan Williams left guard for 3 yards (tackle by Roderick Perry and Reggie Ragland),2.320,2.190
2,4:49,2,7,CLE 46,3,0,Brian Robinson right tackle for 9 yards (tackle by John Johnson and Myles Garrett),2.190,3.120
2,4:25,1,10,CLE 37,3,0,Brian Robinson right end for 4 yards (tackle by Denzel Ward),3.120,3.110
2,3:44,2,6,CLE 33,3,0,Jonathan Williams right tackle for 1 yard (tackle by Tony Fields),3.110,2.540
2,2:59,3,5,CLE 32,3,0,Carson Wentz pass complete short left to Logan Thomas for 15 yards (tackle by Martin Emerson),2.540,4.440
2,2:18,1,10,CLE 17,3,0,Brian Robinson left end for 2 yards (tackle by Chase Winovich),4.440,4.150
2,2:00,2,8,CLE 15,3,0,Brian Robinson left guard for 4 yards (tackle by John Johnson),4.150,4.100
2,1:55,,,,,,Timeout #1 by Cleveland Browns,,
2,1:55,3,4,CLE 11,3,0,Carson Wentz pass complete short middle to Logan Thomas for 6 yards (tackle by Tony Fields),4.100,6.060
2,1:47,,,,,,Timeout #2 by Cleveland Browns,,
2,1:47,1,5,CLE 5,3,0,Brian Robinson right tackle for 2 yards (tackle by Deion Jones and Taven Bryan),6.060,5.530
2,1:42,,,,,,Timeout #3 by Cleveland Browns,,
2,1:42,2,3,CLE 3,3,0,Carson Wentz left end for 2 yards (tackle by Grant Delpit),5.530,5.170
2,1:01,3,1,CLE 1,3,0,Brian Robinson left guard for no gain (tackle by Myles Garrett),5.170,3.550
2,0:23,,,,,,Timeout #1 by Washington Commanders,,
2,0:23,4,1,CLE 1,3,6,"Carson Wentz up the middle for 1 yard, touchdown",3.550,7.000
2,0:21,,,CLE 15,3,7,Joey Slye kicks extra point good,0.000,0.000
2,0:21,,,WAS 35,3,7,"Joey Slye kicks off 65 yards, returned by Jerome Ford for 23 yards (tackle by Christian Holmes and Khaleke Hudson)",0.000,0.480
2,0:15,1,10,CLE 23,3,7,Deshaun Watson kneels for -1 yards,0.480,-0.200
Quarter,Time,Down,ToGo,Location,CLE,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,3,7,"Cade York kicks off 64 yards, returned by Jaret Patterson for 26 yards (tackle by Michael Woods and A.J. Green)",0.000,0.740
3,14:54,1,10,WAS 27,3,7,Brian Robinson left end for -2 yards (tackle by Grant Delpit),0.740,-0.070
3,14:15,2,12,WAS 25,3,7,Brian Robinson right end for 2 yards (tackle by Taven Bryan),-0.070,-0.490
3,13:40,3,10,WAS 27,3,7,Carson Wentz pass complete short right to Jonathan Williams for -2 yards (tackle by John Johnson),-0.490,-1.700
3,13:01,4,12,WAS 25,3,7,"Tress Way punts 48 yards, returned by Jaelon Darden for 10 yards (tackle by Milo Eifler and Shaka Toney)",-1.700,-1.400
3,12:53,1,10,CLE 37,3,7,Deshaun Watson pass complete short left to Harrison Bryant for 7 yards (tackle by Jeremy Reaves and Jamin Davis),1.400,1.800
3,12:10,2,3,CLE 44,3,7,Nick Chubb right tackle for 1 yard (tackle by John Ridgeway),1.800,1.220
3,11:32,3,2,CLE 45,3,7,Deshaun Watson right end for 4 yards (tackle by Jamin Davis),1.220,2.190
3,10:56,1,10,CLE 49,3,7,Deshaun Watson pass incomplete short middle intended for David Njoku,2.190,1.650
3,10:51,2,10,CLE 49,3,7,Deshaun Watson scrambles up the middle for 5 yards (tackle by David Mayo),1.650,1.620
3,10:12,3,5,WAS 46,9,7,"Deshaun Watson pass complete short left to Amari Cooper for 46 yards, touchdown",1.620,7.000
3,10:03,,,WAS 15,10,7,Cade York kicks extra point good,0.000,0.000
3,10:03,,,CLE 35,10,7,"Cade York kicks off 65 yards, returned by Jaret Patterson for 22 yards (tackle by David Bell and Greedy Williams)",0.000,0.410
3,9:56,1,10,WAS 22,10,7,Terry McLaurin left end for 12 yards (tackle by Martin Emerson),0.410,1.200
3,9:22,1,10,WAS 34,10,7,Carson Wentz pass incomplete short right intended for Terry McLaurin,1.200,0.660
3,9:18,2,10,WAS 34,10,7,Brian Robinson left tackle for 14 yards (tackle by Jadeveon Clowney),0.660,2.130
3,8:33,1,10,WAS 48,10,7,Carson Wentz pass incomplete short left intended for Jahan Dotson,2.130,1.580
3,8:29,2,10,WAS 48,10,7,Jonathan Williams right guard for 2 yards (tackle by John Johnson and Jermaine Carter),1.580,1.160
3,7:45,3,8,WAS 50,10,7,Carson Wentz sacked by Myles Garrett for -8 yards,1.160,-0.590
3,7:03,4,16,WAS 42,10,7,"Tress Way punts 42 yards, fair catch by Donovan Peoples-Jones at CLE-16",-0.590,0.140
3,6:56,1,10,CLE 16,10,7,Nick Chubb right guard for 9 yards (tackle by Efe Obada and Darrick Forrest),-0.140,0.690
3,6:21,2,1,CLE 25,10,7,Nick Chubb right tackle for 7 yards (tackle by Efe Obada and Jeremy Reaves),0.690,1.070
3,5:42,1,10,CLE 32,10,7,Nick Chubb right guard for 6 yards (tackle by Jeremy Reaves),1.070,1.340
3,5:06,2,4,CLE 38,10,7,Jerome Ford right end for 9 yards (tackle by Jamin Davis),1.340,2.060
3,4:28,1,10,CLE 47,10,7,"Deshaun Watson pass incomplete short middle. Penalty on Jack Conklin: Ineligible Downfield Pass, 5 yards (declined)",2.060,1.520
3,4:22,2,10,CLE 47,10,7,Nick Chubb right tackle for 1 yard (tackle by Montez Sweat),1.520,0.960
3,3:53,3,9,CLE 48,10,7,Deshaun Watson pass complete deep left to Amari Cooper for 26 yards (tackle by Darrick Forrest),0.960,3.840
3,3:15,1,10,WAS 26,10,7,Kareem Hunt right end for -4 yards (tackle by David Mayo),3.840,2.760
3,2:34,2,14,WAS 30,10,7,"Deshaun Watson pass complete deep right to Michael Woods for no gain (tackle by John Ridgeway). Penalty on Donovan Peoples-Jones: Illegal Shift, 5 yards (accepted) (no play)",2.760,2.080
3,2:06,2,19,WAS 35,10,7,Deshaun Watson pass complete deep left to David Njoku for 21 yards (tackle by Kendall Fuller),2.080,4.650
3,1:25,1,10,WAS 14,10,7,Nick Chubb left end for 1 yard (tackle by Efe Obada),4.650,4.160
3,0:47,2,9,WAS 13,10,7,Deshaun Watson pass incomplete short left intended for Donovan Peoples-Jones (defended by Danny Johnson),4.160,3.260
3,0:43,3,9,WAS 13,16,7,"Deshaun Watson pass complete short middle to Donovan Peoples-Jones for 13 yards, touchdown",3.260,7.000
3,0:36,,,WAS 15,17,7,Cade York kicks extra point good,0.000,0.000
3,0:36,,,CLE 35,17,7,"Cade York kicks off 65 yards, touchback.",0.000,0.610
3,0:36,1,10,WAS 25,17,7,Brian Robinson left guard for 4 yards (tackle by Jermaine Carter),0.610,0.600
Quarter,Time,Down,ToGo,Location,CLE,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,WAS 29,17,7,Carson Wentz pass complete short right to Jahan Dotson for 9 yards (tackle by John Johnson),0.600,1.470
4,14:24,1,10,WAS 38,17,7,Carson Wentz pass complete deep left to Terry McLaurin for 23 yards (tackle by John Johnson),1.470,3.050
4,13:35,1,10,CLE 38,17,7,Carson Wentz scrambles left end for 4 yards (tackle by Chase Winovich),3.050,2.980
4,12:55,2,6,CLE 35,17,7,Carson Wentz pass complete short right to Curtis Samuel for 6 yards (tackle by Jadeveon Clowney),2.980,3.640
4,12:28,1,10,CLE 29,17,7,Brian Robinson left tackle for 4 yards (tackle by Grant Delpit),3.640,3.640
4,11:45,2,6,CLE 25,17,7,Brian Robinson right guard for 1 yard (tackle by Jordan Elliott and Taven Bryan),3.640,3.070
4,11:08,3,5,CLE 24,17,7,Carson Wentz pass complete short right to Jonathan Williams for -1 yards (tackle by Deion Jones),3.070,1.830
4,10:29,4,6,CLE 25,17,10,Joey Slye 43 yard field goal good,1.830,3.000
4,10:26,,,WAS 35,17,10,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
4,10:26,1,10,CLE 25,17,10,Deshaun Watson pass incomplete short right,0.610,0.060
4,10:19,2,10,CLE 25,17,10,Deshaun Watson left guard for 21 yards (tackle by Kendall Fuller),0.060,1.990
4,9:43,1,10,CLE 46,17,10,Nick Chubb right end for 1 yard (tackle by Jamin Davis),1.990,1.590
4,9:13,2,9,CLE 47,17,10,Deshaun Watson sacked by Casey Toohill for no gain,1.590,0.890
4,8:25,3,9,CLE 47,17,10,"Penalty on WAS: Defensive Too Many Men on Field, 5 yards (accepted) (no play)",0.890,1.550
4,8:10,3,4,WAS 48,17,10,Deshaun Watson scrambles up the middle for 3 yards (tackle by Casey Toohill),1.550,0.270
4,7:31,4,1,WAS 45,17,10,Jacoby Brissett right guard for 2 yards (tackle by David Mayo),0.270,2.720
4,6:54,1,10,WAS 43,17,10,Nick Chubb right end for 8 yards (tackle by David Mayo and Jamin Davis),2.720,3.260
4,6:11,2,2,WAS 35,17,10,Nick Chubb right tackle for 2 yards (tackle by John Ridgeway and Daron Payne),3.260,3.380
4,5:29,1,10,WAS 33,23,10,"Deshaun Watson pass complete deep right to Amari Cooper for 33 yards, touchdown",3.380,7.000
4,5:21,,,WAS 15,24,10,Cade York kicks extra point good,0.000,0.000
4,5:21,,,CLE 35,24,10,"Cade York kicks off 65 yards, touchback.",0.000,0.610
4,5:21,1,10,WAS 25,24,10,Carson Wentz pass complete short right to Logan Thomas for 6 yards (tackle by A.J. Green),0.610,0.870
4,4:57,2,4,WAS 31,24,10,Carson Wentz pass incomplete deep right intended for Jahan Dotson,0.870,0.170
4,4:51,3,4,WAS 31,24,10,Carson Wentz pass complete short left to Jonathan Williams for 6 yards (tackle by Martin Emerson),0.170,1.400
4,4:45,1,10,WAS 37,24,10,Carson Wentz sacked by and Myles Garrett for -1 yards and Taven Bryan for -1 yards,1.400,0.720
4,4:16,2,11,WAS 36,24,10,Carson Wentz pass complete short right to Logan Thomas for 8 yards (tackle by A.J. Green),0.720,1.090
4,3:50,3,3,WAS 44,24,10,Carson Wentz pass incomplete short right intended for Jahan Dotson (defended by Martin Emerson),1.090,-0.460
4,3:45,4,3,WAS 44,24,10,Carson Wentz pass complete deep left to Cam Sims for 16 yards (tackle by D'Anthony Bell),-0.460,2.920
4,3:19,1,10,CLE 40,24,10,"Carson Wentz pass deep right intended for Jahan Dotson is intercepted by Grant Delpit in end zone and returned for no gain Replay Assistant challenged the pass interception ruling, and the play was upheld.",2.920,-0.280
4,3:11,1,10,CLE 20,24,10,Jerome Ford left tackle for 3 yards (tackle by Casey Toohill and David Bada),0.280,0.140
4,3:06,,,,,,Timeout #1 by Washington Commanders,,
4,3:06,2,7,CLE 23,24,10,Jerome Ford right end for -4 yards (tackle by Jamin Davis),0.140,-1.140
4,3:01,,,,,,Timeout #2 by Washington Commanders,,
4,3:01,3,11,CLE 19,24,10,Jerome Ford right tackle for no gain (tackle by Jamin Davis and David Mayo),-1.140,-2.140
4,2:54,,,,,,Timeout #3 by Washington Commanders,,
4,2:54,4,11,CLE 19,24,10,Corey Bojorquez punts 45 yards out of bounds,-2.140,-1.270
4,2:45,1,10,WAS 35,24,10,Carson Wentz pass incomplete short left intended for Jonathan Williams,1.270,0.720
4,2:40,2,10,WAS 35,24,10,"Penalty on Charles Leno: False Start, 5 yards (accepted) (no play)",0.720,0.050
4,2:40,2,15,WAS 30,24,10,Carson Wentz pass incomplete short right intended for Logan Thomas,0.050,-0.630
4,2:36,3,15,WAS 30,24,10,Carson Wentz pass complete short right to Logan Thomas for 10 yards (tackle by A.J. Green and Deion Jones),-0.630,-0.650
4,2:08,,,,,,Timeout #1 by Cleveland Browns,,
4,2:08,4,4,WAS 41,24,10,"Penalty on Samuel Cosmi: False Start, 5 yards (accepted) (no play)",-0.650,-0.980
4,2:08,4,10,WAS 36,24,10,Carson Wentz pass incomplete short right intended for Terry McLaurin (defended by Martin Emerson),-0.980,-3.180
4,2:03,1,10,WAS 36,24,10,Jerome Ford right tackle for 1 yard (tackle by Daron Payne and Montez Sweat),3.180,2.910
4,1:57,2,8,WAS 34,24,10,Deshaun Watson kneels for -1 yards,2.910,2.080
4,1:15,3,9,WAS 35,24,10,Deshaun Watson kneels for -1 yards,2.080,0.880
4,0:34,,,,,,Timeout #2 by Cleveland Browns,,
4,0:34,4,10,WAS 36,24,10,Corey Bojorquez punts 31 yards downed by Charley Hughlett,0.880,0.380
4,0:24,1,10,WAS 5,24,10,Jonathan Williams up the middle for 5 yards (tackle by Alex Wright and Tony Fields),-0.380,-0.420
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
