Quarter,Time,Down,ToGo,Location,SEA,STL,Detail,EPB,EPA
2,0:26,1,10,STL 26,7,10,Timeout #1 by Seattle Seahawks,3.840,3.160
2,0:26,2,11,STL 27,7,10,Russell Wilson pass complete short right to Tyler Lockett for 12 yards (tackle by James Laurinaitis),3.160,4.580
2,0:22,1,10,STL 15,7,10,Russell Wilson pass complete short left to Jermaine Kearse for 5 yards (tackle by Lamarcus Joyner),4.580,4.580
2,0:15,1,10,STL 15,7,10,Timeout #2 by Seattle Seahawks,4.580,4.840
2,0:15,2,5,STL 10,7,10,Russell Wilson for 3 yards (tackle by Akeem Ayers),4.840,4.680
2,0:08,3,2,STL 7,7,10,Russell Wilson pass incomplete short right intended for Marshawn Lynch,4.680,3.000
2,0:04,4,2,STL 7,7,10,Penalty on Jon Ryan: Delay of Game (Declined),3.000,3.000
2,0:04,4,2,STL 7,10,10,Steven Hauschka 25 yard field goal good,3.000,3.000
Quarter,Time,Down,ToGo,Location,SEA,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 35,10,10,"Steven Hauschka kicks off 71 yards, returned by Isaiah Pead for 22 yards (tackle by Kevin Pierre-Louis)",0.000,0.140
3,14:54,1,10,STL 16,10,10,Nick Foles pass complete deep middle to Stedman Bailey for 29 yards (tackle by Earl Thomas),-0.140,1.930
3,14:07,1,10,STL 45,10,10,Benny Cunningham middle for -2 yards (tackle by Cary Williams),1.930,1.110
3,13:25,2,12,STL 43,10,10,"Nick Foles for no gain. Nick Foles fumbles, recovered by Jordan Hill at STL-39 (tackle by Jamon Brown). Penalty on Nick Foles: Illegal Motion (Declined)",1.110,-2.980
3,13:18,1,10,STL 39,10,10,Marshawn Lynch right end for 5 yards (tackle by Alec Ogletree),2.980,3.120
3,12:33,2,5,STL 34,10,10,Marshawn Lynch middle for 4 yards (tackle by Robert Quinn and Michael Brockers),3.120,2.940
3,12:01,3,1,STL 30,10,10,Marshawn Lynch middle for 12 yards (tackle by Rodney McLeod and James Laurinaitis),2.940,4.370
3,11:34,1,10,STL 18,10,10,Russell Wilson pass complete short middle to Jermaine Kearse for 9 yards (tackle by Rodney McLeod),4.370,5.420
3,11:12,2,1,STL 9,10,10,Marshawn Lynch left guard for -1 yards (tackle by Eugene Sims and William Hayes),5.420,4.510
3,10:28,3,2,STL 10,10,10,Russell Wilson pass complete short right to Jimmy Graham for 1 yard (tackle by T.J. McDonald),4.510,2.980
3,9:46,4,1,STL 9,13,10,Steven Hauschka 27 yard field goal good,2.980,3.000
3,9:46,,,SEA 35,13,10,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
3,9:40,1,10,STL 20,13,10,Nick Foles pass complete deep middle to Kenny Britt for 16 yards (tackle by Cary Williams),0.280,1.330
3,9:02,1,10,STL 36,13,10,"Tavon Austin left tackle for 1 yard (tackle by Ahtyba Rubin). Penalty on Ahtyba Rubin: Unnecessary Roughness, 15 yards",1.330,2.390
3,8:35,1,10,SEA 48,13,10,Nick Foles right guard for 9 yards (tackle by Bruce Irvin),2.390,3.060
3,7:48,2,1,SEA 39,13,10,Benny Cunningham left end for 7 yards (tackle by Bruce Irvin and Dion Bailey),3.060,3.450
3,7:11,1,10,SEA 32,13,10,Nick Foles pass complete deep left to Jared Cook for 30 yards (tackle by Earl Thomas),3.450,6.740
3,6:38,1,2,SEA 2,13,10,"Benny Cunningham left tackle for no gain. Penalty on Michael Bennett: Defensive Offside, 1 yards (no play)",6.740,6.970
3,6:18,1,1,SEA 1,13,16,"Nick Foles right end for 1 yard, touchdown",6.970,7.000
3,6:18,,,SEA 1,13,17,Greg Zuerlein kicks extra point good,0.000,0.000
3,6:18,,,STL 35,13,17,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
3,6:10,1,10,SEA 20,13,17,Russell Wilson pass incomplete short right intended for Doug Baldwin,0.280,-0.270
3,6:03,2,10,SEA 20,13,17,Marshawn Lynch middle for 2 yards (tackle by Aaron Donald and Chris Long),-0.270,-0.690
3,5:25,3,8,SEA 22,13,17,Russell Wilson sacked by Aaron Donald for -4 yards,-0.690,-2.240
3,4:49,4,12,SEA 18,13,23,"Jon Ryan punts 57 yards, returned by Tavon Austin for 75 yards, touchdown. Penalty on Kevin Pierre-Louis: Ineligible Downfield Kick (Declined)",-2.240,-7.000
3,4:49,4,12,SEA 18,13,23,--,-2.240,0.000
3,4:30,,,SEA 18,13,24,Greg Zuerlein kicks extra point good,0.000,0.000
3,4:30,,,STL 35,13,24,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
3,4:30,1,10,SEA 20,13,24,Marshawn Lynch middle for 2 yards (tackle by Mark Barron and James Laurinaitis),0.280,0.000
3,3:54,2,8,SEA 22,13,24,Russell Wilson pass complete short left to Jermaine Kearse for 4 yards (tackle by James Laurinaitis),0.000,-0.160
3,3:17,3,4,SEA 26,13,24,Russell Wilson pass incomplete short left intended for Doug Baldwin (defended by Marcus Roberson),-0.160,-1.630
3,3:13,4,4,SEA 26,13,24,"Jon Ryan punts 61 yards, muffed catch by Tavon Austin, recovered by Tavon Austin and returned for 10 yards (tackle by Ricardo Lockette)",-1.630,0.370
3,2:55,1,10,STL 11,13,24,Benny Cunningham middle for 8 yards (tackle by Bobby Wagner),-0.370,0.170
3,2:18,2,2,STL 19,13,24,Tavon Austin middle for -2 yards (tackle by Michael Bennett),0.170,-0.720
3,1:35,3,4,STL 17,13,24,Nick Foles pass incomplete deep right intended for Jared Cook,-0.720,-2.320
3,1:22,4,4,STL 17,13,24,"Johnny Hekker punts 52 yards, returned by Tyler Lockett for 6 yards (tackle by Maurice Alexander)",-2.320,-1.400
3,1:12,1,10,SEA 37,13,24,"Russell Wilson pass complete short right to Doug Baldwin for 4 yards (tackle by Janoris Jenkins). Penalty on Tyler Lockett: Offensive Holding, 10 yards",1.400,1.000
3,0:41,1,16,SEA 31,13,24,Russell Wilson sacked by Robert Quinn for -4 yards,1.000,-0.490
3,0:16,2,20,SEA 27,13,24,Russell Wilson pass complete short middle to Jimmy Graham for 19 yards (tackle by Lamarcus Joyner),-0.490,1.360
Quarter,Time,Down,ToGo,Location,SEA,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,SEA 46,13,24,Marshawn Lynch left tackle for 24 yards (tackle by Rodney McLeod and T.J. McDonald),1.360,3.580
4,14:37,1,10,STL 30,13,24,Marshawn Lynch left guard for 5 yards (tackle by Michael Brockers),3.580,3.710
4,14:07,2,5,STL 25,13,24,Russell Wilson pass complete short left to Jimmy Graham for 6 yards (tackle by Alec Ogletree),3.710,4.310
4,13:36,1,10,STL 19,13,24,Russell Wilson pass complete short left to Marshawn Lynch for 3 yards (tackle by Marcus Roberson),4.310,4.180
4,13:04,2,7,STL 16,13,24,Russell Wilson pass incomplete short middle intended for Jimmy Graham,4.180,3.410
4,12:59,3,7,STL 16,13,24,Russell Wilson middle for 9 yards (tackle by Lamarcus Joyner),3.410,5.600
4,12:17,1,7,STL 7,13,24,Russell Wilson pass incomplete short left intended for Luke Willson (defended by T.J. McDonald),5.600,5.600
4,12:11,1,7,STL 7,13,24,Timeout #1 by Seattle Seahawks,5.600,4.760
4,12:11,2,7,STL 7,13,24,Russell Wilson pass incomplete short left intended for Jimmy Graham,4.760,3.810
4,12:08,3,7,STL 7,19,24,"Russell Wilson pass complete short left to Jimmy Graham for 7 yards, touchdown",3.810,7.000
4,12:08,3,,STL 7,21,24,"Two Point Attempt: Marshawn Lynch middle, conversion succeeds",3.810,1.000
4,12:08,,,SEA 35,21,24,"Steven Hauschka kicks off 68 yards, returned by Isaiah Pead for 22 yards (tackle by Ricardo Lockette)",0.000,-0.150
4,11:57,1,10,STL 19,21,24,Nick Foles pass complete short right to Benny Cunningham for 42 yards (tackle by Richard Sherman),0.150,2.980
4,11:17,1,10,SEA 39,21,24,Tavon Austin right guard for 2 yards (tackle by K.J. Wright),2.980,2.710
4,10:37,2,8,SEA 37,21,24,Benny Cunningham left tackle for 2 yards (tackle by Cliff Avril),2.710,2.280
4,9:53,3,6,SEA 35,21,24,Nick Foles pass complete short right to Benny Cunningham for 7 yards (tackle by Dion Bailey),2.280,3.710
4,9:07,1,10,SEA 28,21,24,"Isaiah Pead left tackle for 4 yards (tackle by Earl Thomas). Isaiah Pead fumbles (forced by Earl Thomas), recovered by Bruce Irvin at SEA-24 and returned for 1 yards (tackle by Rodger Saffold)",3.710,-0.610
4,8:56,1,10,SEA 25,21,24,Russell Wilson pass complete short right to Doug Baldwin for 7 yards (tackle by Janoris Jenkins),0.610,1.010
4,8:27,2,3,SEA 32,21,24,Russell Wilson middle for 1 yard (tackle by Aaron Donald),1.010,0.430
4,8:03,3,2,SEA 33,21,24,Marshawn Lynch middle for 2 yards (tackle by Robert Quinn),0.430,1.270
4,7:22,1,10,SEA 35,21,24,Russell Wilson for 10 yards (tackle by Rodney McLeod),1.270,1.930
4,7:08,1,10,SEA 45,21,24,Russell Wilson pass complete short middle to Jimmy Graham for 11 yards (tackle by T.J. McDonald),1.930,2.650
4,6:39,1,10,STL 44,21,24,Russell Wilson pass complete short left to Jermaine Kearse for 21 yards (tackle by Marcus Roberson),2.650,4.040
4,6:01,1,10,STL 23,21,24,Russell Wilson pass complete short left to Jermaine Kearse for 5 yards (tackle by Marcus Roberson),4.040,4.210
4,5:30,2,5,STL 18,21,24,Fred Jackson middle for 1 yard (tackle by William Hayes),4.210,3.660
4,4:56,3,4,STL 17,21,24,Russell Wilson pass incomplete deep left intended for Jermaine Kearse,3.660,2.390
4,4:50,4,4,STL 17,24,24,Steven Hauschka 35 yard field goal good,2.390,3.000
4,4:50,,,SEA 35,24,24,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
4,4:46,1,10,STL 20,30,24,"Nick Foles sacked by Cary Williams for -8 yards. Nick Foles fumbles (forced by Cary Williams), recovered by Cary Williams at STL-8 and returned for 8 yards, touchdown",0.280,-7.000
4,4:39,,,STL 20,31,24,Steven Hauschka kicks extra point good,0.000,0.000
4,4:39,,,SEA 35,31,24,"Steven Hauschka kicks off 68 yards, returned by Isaiah Pead for 19 yards (tackle by Cassius Marsh)",0.000,0.140
4,4:34,1,10,STL 16,31,24,Benny Cunningham left tackle for 9 yards (tackle by Dion Bailey),-0.140,0.690
4,3:56,2,1,STL 25,31,24,Nick Foles pass incomplete short right intended for Stedman Bailey,0.690,-0.200
4,3:49,3,1,STL 25,31,24,Benny Cunningham right tackle for 3 yards (tackle by Jordan Hill),-0.200,0.810
4,3:10,1,10,STL 28,31,24,Nick Foles pass complete short right to Jared Cook for 8 yards (tackle by Brandon Mebane),0.810,1.340
4,2:38,2,2,STL 36,31,24,Benny Cunningham right tackle for -1 yards (tackle by Michael Bennett),1.340,1.340
4,2:03,2,2,STL 36,31,24,Timeout #2 by Seattle Seahawks,1.340,0.500
4,2:03,3,3,STL 35,31,24,Nick Foles pass complete short left to Tavon Austin for 7 yards (tackle by Richard Sherman),0.500,1.730
4,1:59,1,10,STL 42,31,24,Nick Foles pass incomplete short left intended for Benny Cunningham,1.730,1.190
4,1:54,2,10,STL 42,31,24,"Penalty on Rodger Saffold: False Start, 5 yards (no play)",1.190,0.510
4,1:54,2,15,STL 37,31,24,Nick Foles pass incomplete short middle intended for Benny Cunningham,0.510,-0.160
4,1:50,3,15,STL 37,31,24,Nick Foles pass complete short right to Kenny Britt for 21 yards (tackle by Earl Thomas),-0.160,2.790
4,1:19,1,10,SEA 42,31,24,Nick Foles pass complete short middle to Lance Kendricks for 5 yards (tackle by Dion Bailey),2.790,2.790
4,1:04,1,10,SEA 42,31,24,Timeout #1 by Los Angeles Rams,2.790,2.920
4,1:04,2,5,SEA 37,31,24,Nick Foles pass incomplete short right intended for Tavon Austin,2.920,2.210
4,0:59,3,5,SEA 37,31,30,"Nick Foles pass complete deep left to Lance Kendricks for 37 yards, touchdown",2.210,7.000
4,0:59,,,SEA 37,31,31,Greg Zuerlein kicks extra point good,0.000,0.000
4,0:59,,,STL 35,31,31,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
4,0:53,1,10,SEA 20,31,31,Russell Wilson pass complete short right to Doug Baldwin for 8 yards (tackle by Lamarcus Joyner),0.280,0.810
4,0:32,2,2,SEA 28,31,31,Russell Wilson pass complete short left to Jermaine Kearse for 7 yards (tackle by Marcus Roberson),0.810,0.810
4,0:24,2,2,SEA 28,31,31,Timeout #3 by Seattle Seahawks,0.810,1.270
4,0:24,1,10,SEA 35,31,31,Russell Wilson pass complete short left to Marshawn Lynch for 2 yards (tackle by Marcus Roberson),1.270,0.990
4,0:18,2,8,SEA 37,31,31,Russell Wilson sacked by Eugene Sims for -7 yards,0.990,0.990
4,0:18,2,8,SEA 37,31,31,Timeout #2 by Los Angeles Rams,0.990,-0.630
4,0:01,3,15,SEA 30,31,31,Russell Wilson kneels for -1 yards,-0.630,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,SEA,STL,Detail,EPB,EPA
,,,,,,,"Rams won the coin toss, Rams to receive the overtime kickoff.",,
OT,15:00,,,SEA 35,31,31,"Steven Hauschka kicks onside 14 yards, recovered by Bradley Marquez",0.000,-2.320
OT,15:00,1,10,SEA 49,31,31,Benny Cunningham middle for 2 yards (tackle by Bruce Irvin and Bobby Wagner),2.320,2.050
OT,14:27,2,8,SEA 47,31,31,Nick Foles pass complete deep right to Stedman Bailey for 22 yards (tackle by Richard Sherman and Earl Thomas),2.050,3.910
OT,13:41,1,10,SEA 25,31,31,Benny Cunningham middle for 4 yards (tackle by Bobby Wagner),3.910,3.900
OT,12:58,2,6,SEA 21,31,31,Benny Cunningham left tackle for 2 yards (tackle by Cliff Avril),3.900,3.490
OT,12:17,3,4,SEA 19,31,31,Nick Foles pass incomplete short right intended for Tavon Austin,3.490,2.260
OT,12:10,4,4,SEA 19,31,34,Greg Zuerlein 37 yard field goal good,2.260,3.000
OT,12:10,,,STL 35,31,34,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
OT,12:06,1,10,SEA 20,31,34,Russell Wilson pass complete short right to Marshawn Lynch for 19 yards (tackle by William Hayes),0.280,1.530
OT,11:35,1,10,SEA 39,31,34,Russell Wilson pass complete short right to Tyler Lockett for 8 yards (tackle by Janoris Jenkins),1.530,2.070
OT,11:17,2,2,SEA 47,31,34,Marshawn Lynch middle for 2 yards (tackle by James Laurinaitis),2.070,2.190
OT,10:41,1,10,SEA 49,31,34,Russell Wilson pass complete short left to Doug Baldwin for 5 yards (tackle by Rodney McLeod),2.190,2.320
OT,10:15,2,5,STL 46,31,34,Russell Wilson pass complete short right to Doug Baldwin for 2 yards (tackle by Lamarcus Joyner),2.320,1.880
OT,9:41,3,3,STL 44,31,34,Russell Wilson middle for 2 yards (tackle by Michael Brockers and Aaron Donald),1.880,0.460
OT,9:11,4,1,STL 42,31,34,Marshawn Lynch left guard for -1 yards (tackle by Michael Brockers and Aaron Donald),0.460,0.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
