Quarter,Time,Down,ToGo,Location,DEN,LAC,Detail,EPB,EPA
3,5:15,3,4,LAC 31,17,0,Easton Stick pass incomplete short right intended for Alex Erickson,0.170,-1.310
3,5:08,4,4,LAC 31,17,0,"JK Scott punts 53 yards, returned by Marvin Mims for 12 yards (tackle by Nick Niemann and Daiyan Henley)",-1.310,-0.810
3,4:57,1,10,DEN 28,17,0,Javonte Williams left tackle for no gain (tackle by Kenneth Murray),0.810,0.260
3,4:10,2,10,DEN 28,17,0,Russell Wilson pass complete short right to Jaleel McLaughlin for 7 yards (tackle by Kenneth Murray),0.260,0.500
3,3:50,3,3,DEN 35,17,0,"Jaleel McLaughlin left guard for 3 yards (tackle by Tuli Tuipulotu) LAC challenged the first down ruling, and the play was upheld.",0.500,1.470
3,3:08,1,10,DEN 38,17,0,Javonte Williams for -5 yards (tackle by Alohi Gilman and Asante Samuel),1.470,0.250
3,2:32,2,15,DEN 33,17,0,Russell Wilson pass incomplete short left,0.250,-0.430
3,2:25,3,15,DEN 33,17,0,Russell Wilson pass complete short left to Lil'Jordan Humphrey for 12 yards (tackle by Morgan Fox),-0.430,-0.390
3,1:43,4,3,DEN 45,17,0,"Riley Dixon punts 46 yards, fair catch by Derius Davis at LAC-9",-0.390,0.380
3,1:36,1,10,LAC 9,17,0,Easton Stick pass complete short left to Austin Ekeler for 6 yards (tackle by Alex Singleton),-0.380,-0.280
3,1:12,2,4,LAC 15,17,0,Easton Stick pass complete short middle to Austin Ekeler for 9 yards (tackle by Josey Jewell),-0.280,0.540
3,0:47,1,10,LAC 24,17,0,Easton Stick pass complete short middle to Keenan Allen for 13 yards (tackle by Alex Singleton),0.540,1.400
3,0:25,1,10,LAC 37,17,0,Easton Stick pass incomplete short left intended for Alex Erickson,1.400,0.860
3,0:23,2,10,LAC 37,17,0,Easton Stick pass complete short right to Gerald Everett for 6 yards (tackle by Patrick Surtain),0.860,0.960
Quarter,Time,Down,ToGo,Location,DEN,LAC,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,LAC 43,17,0,Easton Stick pass incomplete short middle intended for Gerald Everett (defended by Alex Singleton),0.960,-0.520
4,14:56,4,4,LAC 43,17,0,Easton Stick pass complete short right to Keenan Allen for 6 yards (tackle by Patrick Surtain),-0.520,2.190
4,14:34,1,10,LAC 49,17,0,Easton Stick pass incomplete short right intended for Austin Ekeler,2.190,1.650
4,14:32,2,10,LAC 49,17,0,Easton Stick pass complete short right to Austin Ekeler for 2 yards (tackle by Justin Simmons),1.650,1.220
4,14:09,3,8,DEN 49,17,0,Easton Stick pass incomplete short right intended for Donald Parham (defended by Justin Simmons),1.220,0.000
4,14:03,4,8,DEN 49,17,0,Easton Stick pass incomplete short right intended for Keenan Allen (defended by P.J. Locke),0.000,-2.190
4,13:55,1,10,DEN 49,17,0,Javonte Williams left end for 3 yards (tackle by Michael Davis and Derwin James),2.190,2.050
4,13:13,2,7,LAC 48,17,0,Javonte Williams right guard for 3 yards (tackle by Sebastian Joseph-Day),2.050,1.750
4,12:33,3,4,LAC 45,17,0,Russell Wilson pass incomplete short right intended for Courtland Sutton (defended by Khalil Mack),1.750,0.270
4,12:28,4,4,LAC 45,17,0,"Riley Dixon punts 39 yards, fair catch by Derius Davis at LAC-6",0.270,0.380
4,12:21,1,10,LAC 6,17,0,Austin Ekeler left guard for 9 yards (tackle by Ja'Quan McMillian and Drew Sanders),-0.380,-0.070
4,11:50,2,1,LAC 15,17,0,Easton Stick pass complete deep left to Quentin Johnston for 57 yards (tackle by Fabian Moreau),-0.070,3.710
4,11:10,1,10,DEN 28,17,0,Easton Stick pass complete short left to Quentin Johnston for 22 yards (tackle by Patrick Surtain and P.J. Locke),3.710,5.830
4,10:53,1,6,DEN 6,17,0,"Easton Stick pass incomplete short right intended for Keenan Allen. Penalty on Fabian Moreau: Defensive Holding, 3 yards (accepted) (no play)",5.830,6.510
4,10:44,1,3,DEN 3,17,0,Easton Stick pass incomplete short left intended for Austin Ekeler,6.510,5.530
4,10:40,2,3,DEN 3,17,6,"Austin Ekeler up the middle for 3 yards, touchdown",5.530,7.000
4,10:37,,,DEN 15,17,7,Cameron Dicker kicks extra point good,0.000,0.000
4,10:37,,,LAC 35,17,7,"Cameron Dicker kicks off 65 yards, touchback.",0.000,0.610
4,10:37,1,10,DEN 25,17,7,Javonte Williams up the middle for 20 yards (tackle by Alohi Gilman),0.610,1.930
4,9:56,1,10,DEN 45,17,7,Russell Wilson pass incomplete short right,1.930,1.380
4,9:49,2,10,DEN 45,17,7,Jaleel McLaughlin right end for 2 yards (tackle by Tuli Tuipulotu and Kenneth Murray),1.380,0.960
4,9:05,3,8,DEN 47,17,7,Russell Wilson pass complete short right to Adam Trautman for 9 yards (tackle by Justin Hollins),0.960,2.650
4,8:30,1,10,LAC 44,17,7,Samaje Perine right guard for 3 yards (tackle by Kenneth Murray and Austin Johnson),2.650,2.520
4,7:50,2,7,LAC 41,17,7,Russell Wilson pass complete short right to Michael Burton for 1 yard (tackle by Michael Davis and Kenneth Murray),2.520,1.950
4,7:04,3,6,LAC 40,17,7,Russell Wilson scrambles up the middle for 7 yards (tackle by Derwin James),1.950,3.380
4,6:21,1,10,LAC 33,17,7,Javonte Williams right tackle for 3 yards (tackle by Derwin James and Eric Kendricks),3.380,3.240
4,5:38,2,7,LAC 30,17,7,Javonte Williams right guard for 2 yards (tackle by Khalil Mack and Scott Matlock),3.240,2.810
4,4:55,,,,,,Timeout #1 by Denver Broncos,,
4,4:55,3,5,LAC 28,17,7,Russell Wilson pass complete short right to Samaje Perine for 9 yards (tackle by Derwin James),2.810,4.310
4,4:08,1,10,LAC 19,17,7,Javonte Williams right end for 5 yards (tackle by Justin Hollins and Derwin James),4.310,4.530
4,3:23,2,5,LAC 14,17,7,Javonte Williams up the middle for 4 yards (tackle by Kenneth Murray),4.530,4.690
4,3:16,,,,,,Timeout #3 by Los Angeles Chargers,,
4,3:16,3,1,LAC 10,23,7,"Russell Wilson pass complete short left to Adam Trautman for 10 yards, touchdown",4.690,7.000
4,3:11,,,LAC 15,24,7,Wil Lutz kicks extra point good,0.000,0.000
4,3:11,,,DEN 35,24,7,"Wil Lutz kicks off 69 yards, returned by Derius Davis for 20 yards (tackle by Delarrin Turner-Yell)",0.000,-0.140
4,3:06,1,10,LAC 16,24,7,Easton Stick pass complete deep left to Keenan Allen for 22 yards (tackle by Ja'Quan McMillian),-0.140,1.470
4,3:00,1,10,LAC 38,24,7,Easton Stick pass complete short middle to Keenan Allen for 13 yards (tackle by Baron Browning),1.470,2.320
4,2:30,1,10,DEN 49,24,7,Easton Stick pass complete short right to Gerald Everett for 9 yards (tackle by Baron Browning),2.320,3.000
4,2:25,2,1,DEN 40,24,7,"Easton Stick sacked by Justin Simmons for -15 yards. Easton Stick fumbles (forced by Justin Simmons), recovered by Austin Ekeler at LAC-45 and returned for -1 yards (tackle by Ja'Quan McMillian)",3.000,0.170
4,2:00,3,17,LAC 44,24,7,Easton Stick pass incomplete deep right intended for Keenan Allen,0.170,-0.460
4,1:52,4,17,LAC 44,24,7,"Penalty on LAC: Delay of Game, 5 yards (accepted) (no play)",-0.460,-0.780
4,1:52,4,22,LAC 39,24,7,"Easton Stick sacked by P.J. Locke for -16 yards. Easton Stick fumbles (forced by P.J. Locke), recovered by Josey Jewell at LAC-23 and returned for 10 yards (tackle by Austin Ekeler)",-0.780,-4.710
4,1:44,1,10,LAC 13,24,7,Russell Wilson kneels for -2 yards,4.710,3.760
4,1:01,2,12,LAC 15,24,7,Russell Wilson kneels for -1 yards,3.760,2.970
4,0:30,3,13,LAC 16,24,7,Russell Wilson kneels for -1 yards,2.970,2.310
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
