Quarter,Time,Down,ToGo,Location,NYG,PHI,Detail,EPB,EPA
2,13:02,1,10,PHI 45,0,10,Nick Foles pass incomplete deep middle intended for Riley Cooper (defended by Jon Beason),1.930,1.380
2,12:57,2,10,PHI 45,0,10,LeSean McCoy right end for 2 yards (tackle by Trumaine McBride and Dominique Rodgers-Cromartie),1.380,0.960
2,12:23,3,8,PHI 47,0,10,Nick Foles pass incomplete short right intended for Darren Sproles (defended by Dominique Rodgers-Cromartie),0.960,-0.260
2,12:16,4,8,PHI 47,0,10,"Donnie Jones punts 45 yards, out of bounds",-0.260,0.380
2,12:09,1,10,NYG 8,0,10,Andre Williams up the middle for 1 yard (tackle by DeMeco Ryans),-0.380,-0.710
2,11:33,2,9,NYG 9,0,10,Andre Williams right end for -1 yards (tackle by Casey Matthews),-0.710,-1.420
2,10:49,3,10,NYG 8,0,10,Eli Manning up the middle for 1 yard (tackle by Bennie Logan),-1.420,-2.490
2,10:15,4,9,NYG 9,0,10,"Steve Weatherford punts 38 yards, out of bounds",-2.490,-2.460
2,10:07,1,10,NYG 47,0,10,LeSean McCoy for 15 yards,2.460,3.450
2,9:46,1,10,NYG 32,0,10,Nick Foles pass complete short middle to Riley Cooper for 6 yards (tackle by Quintin Demps),3.450,3.710
2,9:16,2,4,NYG 26,0,16,"Nick Foles pass complete deep right to James Casey for 26 yards, touchdown",3.710,7.000
2,9:16,,,NYG 2,0,17,Cody Parkey kicks extra point good,0.000,0.000
2,9:16,,,PHI 35,0,17,"Cody Parkey kicks off 65 yards, touchback",0.000,-0.280
2,9:10,1,10,NYG 20,0,17,Andre Williams right end for 5 yards (tackle by Trent Cole),0.280,0.410
2,8:41,2,5,NYG 25,0,17,Eli Manning pass complete short right to Rueben Randle for 16 yards (tackle by Bradley Fletcher),0.410,1.660
2,8:06,1,10,NYG 41,0,17,Andre Williams up the middle for 5 yards (tackle by Fletcher Cox),1.660,1.800
2,7:34,2,5,NYG 46,0,17,"Eli Manning pass incomplete short left intended for Odell Beckham. Penalty on Weston Richburg: Unnecessary Roughness, 15 yards (no play)",1.800,-0.230
2,7:30,2,20,NYG 31,0,17,Eli Manning pass incomplete short right intended for Peyton Hillis,-0.230,-0.890
2,7:26,3,20,NYG 31,0,17,Eli Manning pass complete short middle to Larry Donnell for 6 yards (tackle by Nolan Carroll),-0.890,-0.910
2,6:53,4,14,NYG 37,0,17,"Steve Weatherford punts 49 yards, returned by Darren Sproles for 43 yards (tackle by Larry Donnell)",-0.910,-2.720
2,6:38,1,10,NYG 43,0,17,"Nick Foles pass complete short right to Jeremy Maclin for no gain. Penalty on Jason Pierre-Paul: Defensive Offside, 5 yards (no play)",2.720,3.450
2,6:24,1,5,NYG 38,0,17,LeSean McCoy right end for 2 yards (tackle by Mathias Kiwanuka),3.450,3.120
2,5:55,2,3,NYG 36,0,17,LeSean McCoy right end for 3 yards (tackle by Jameel McClain),3.120,3.380
2,5:33,1,10,NYG 33,0,17,Darren Sproles left end for 5 yards (tackle by Antrel Rolle),3.380,3.510
2,5:17,2,5,NYG 28,0,17,Nick Foles pass incomplete short left intended for Zach Ertz,3.510,2.810
2,5:11,3,5,NYG 28,0,17,Nick Foles left guard for 1 yard (tackle by Jason Pierre-Paul),2.810,1.750
2,4:30,4,4,NYG 27,0,20,Cody Parkey 45 yard field goal good,1.750,3.000
2,4:30,,,PHI 35,0,20,"Cody Parkey kicks off 65 yards, touchback",0.000,-0.280
2,4:25,1,10,NYG 20,0,20,Andre Williams right guard for 2 yards (tackle by Brandon Bair),0.280,0.000
2,3:41,2,8,NYG 22,0,20,Andre Williams left end for -2 yards (tackle by DeMeco Ryans),0.000,-0.960
2,2:55,3,10,NYG 20,0,20,Eli Manning pass incomplete short right intended for Odell Beckham,-0.960,-2.030
2,2:51,4,10,NYG 20,0,20,Steve Weatherford punts 34 yards,-2.030,-1.990
2,2:39,1,10,PHI 46,0,20,Nick Foles pass complete short left to LeSean McCoy for 3 yards (tackle by Antrel Rolle),1.990,1.860
2,2:16,2,7,PHI 49,0,20,Nick Foles pass complete short right to Jordan Matthews for 7 yards (tackle by Trumaine McBride),1.860,2.650
2,2:00,1,10,NYG 44,0,20,Nick Foles pass complete short middle to Riley Cooper for 15 yards (tackle by Jacquian Williams),2.650,3.640
2,1:37,1,10,NYG 29,0,20,Nick Foles pass complete short right to Riley Cooper for 13 yards (tackle by Quintin Demps),3.640,4.510
2,1:29,1,10,NYG 16,0,20,Nick Foles pass incomplete short right intended for Darren Sproles is intercepted by Antrel Rolle at NYG-18 and returned for 7 yards,4.510,-0.610
2,1:20,1,10,NYG 25,0,20,"Penalty on John Jerry: False Start, 5 yards (no play)",0.610,0.280
2,1:20,1,15,NYG 20,0,20,"Eli Manning pass complete short right to Rueben Randle for 8 yards (tackle by Bradley Fletcher). Penalty on Justin Pugh: Offensive Holding, 10 yards (no play)",0.280,-0.950
2,1:15,1,25,NYG 10,0,20,Andre Williams left guard for 6 yards (tackle by Nolan Carroll),-0.950,-0.950
2,1:10,1,25,NYG 10,0,20,Timeout #1 by Philadelphia Eagles,-0.950,-1.290
2,1:10,2,19,NYG 16,0,20,Eli Manning sacked by Vinny Curry for -2 yards,-1.290,-1.290
2,1:03,2,19,NYG 16,0,20,Timeout #2 by Philadelphia Eagles,-1.290,-2.550
2,1:03,3,21,NYG 14,0,20,Peyton Hillis right end for 7 yards (tackle by Brandon Graham),-2.550,-2.550
2,0:58,3,21,NYG 14,0,20,Timeout #3 by Philadelphia Eagles,-2.550,-1.960
2,0:58,4,14,NYG 21,0,20,"Steve Weatherford punts 44 yards, fair catch by Darren Sproles",-1.960,-1.270
2,0:52,1,10,PHI 35,0,20,Nick Foles sacked by Damontre Moore for -3 yards,1.270,0.320
2,0:32,2,13,PHI 32,0,20,Nick Foles pass incomplete deep right intended for Jeremy Maclin,0.320,-0.360
2,0:27,3,13,PHI 32,0,20,Darren Sproles up the middle for 7 yards (tackle by Jameel McClain),-0.360,-0.360
2,0:21,3,13,PHI 32,0,20,Timeout #3 by New York Giants,-0.360,-0.780
2,0:21,4,6,PHI 39,0,20,"Donnie Jones punts 45 yards, returned by Odell Beckham for -1 yards (tackle by Jaylen Watkins)",-0.780,0.220
2,0:13,1,10,NYG 15,0,20,Eli Manning left end for 2 yards (tackle by Connor Barwin),-0.220,-0.440
Quarter,Time,Down,ToGo,Location,NYG,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 35,0,20,"Cody Parkey kicks off 70 yards, returned by Michael Cox for 28 yards (tackle by Chris Maragos)",0.000,0.480
3,14:54,1,10,NYG 23,0,20,Eli Manning pass incomplete short right intended for Rueben Randle,0.480,-0.070
3,14:50,2,10,NYG 23,0,20,Andre Williams right tackle for 5 yards (tackle by Cedric Thornton),-0.070,-0.100
3,14:12,3,5,NYG 28,0,20,Eli Manning pass incomplete short left intended for Rueben Randle,-0.100,-1.500
3,14:06,4,5,NYG 28,0,20,"Steve Weatherford punts 50 yards, returned by Darren Sproles for 8 yards (tackle by Jacquian Williams)",-1.500,-0.940
3,13:54,1,10,PHI 30,0,20,LeSean McCoy up the middle for no gain (tackle by Jameel McClain),0.940,0.390
3,13:35,2,10,PHI 30,0,20,Nick Foles pass complete short right to Brent Celek for 5 yards (tackle by Prince Amukamara),0.390,0.370
3,13:05,3,5,PHI 35,0,20,Nick Foles pass incomplete short right intended for Jordan Matthews is intercepted by Zackary Bowman at PHI-39 and returned for 18 yards. Penalty on Lane Johnson: Offensive Holding (Declined),0.370,-4.170
3,12:54,1,10,PHI 21,0,20,Andre Williams right end for 6 yards (tackle by Cedric Thornton),4.170,4.550
3,12:18,2,4,PHI 15,0,20,Andre Williams right end for no gain (tackle by Fletcher Cox),4.550,3.810
3,11:38,3,4,PHI 15,0,20,"Eli Manning pass complete short left to Larry Donnell for 15 yards. Penalty on Will Beatty: Offensive Holding, 10 yards (no play)",3.810,2.410
3,11:34,3,14,PHI 25,0,20,Eli Manning pass complete short right to Odell Beckham for 18 yards (tackle by Nate Allen),2.410,5.600
3,11:07,1,7,PHI 7,0,20,Peyton Hillis up the middle for 1 yard (tackle by Bennie Logan),5.600,4.950
3,10:28,2,6,PHI 6,0,20,Eli Manning pass incomplete short right intended for Larry Donnell,4.950,4.040
3,10:23,3,6,PHI 6,0,20,Eli Manning pass complete short left to Victor Cruz for 3 yards (tackle by Nate Allen and Brandon Boykin),4.040,3.040
3,9:39,4,3,PHI 3,0,20,Eli Manning pass incomplete short right intended for Victor Cruz,3.040,0.380
3,9:35,1,10,PHI 3,0,20,LeSean McCoy left end for 9 yards (tackle by Prince Amukamara),-0.380,-0.120
3,9:07,2,1,PHI 12,0,20,Nick Foles right end for 4 yards (tackle by Mathias Kiwanuka),-0.120,-0.140
3,8:39,1,10,PHI 16,0,20,Nick Foles pass complete deep right to Jordan Matthews for 26 yards (tackle by Quintin Demps),-0.140,1.730
3,8:00,1,10,PHI 42,0,20,LeSean McCoy left end for -1 yards (tackle by Mike Patterson),1.730,1.050
3,7:28,2,11,PHI 41,0,20,LeSean McCoy right end for 28 yards (tackle by Mike Patterson),1.050,3.510
3,6:42,1,10,NYG 31,0,20,Nick Foles pass complete short middle to Brent Celek for 9 yards (tackle by Quintin Demps and Jameel McClain),3.510,4.180
3,6:06,2,1,NYG 22,0,20,Nick Foles pass complete short middle to Brent Celek for 7 yards (tackle by Quintin Demps),4.180,4.580
3,5:33,1,10,NYG 15,0,26,"Darren Sproles left end for 15 yards, touchdown",4.580,7.000
3,5:33,,,NYG 2,0,27,Cody Parkey kicks extra point good,0.000,0.000
3,5:33,,,PHI 35,0,27,"Cody Parkey kicks off 66 yards, returned by Michael Cox for 25 yards (tackle by Trey Burton)",0.000,-0.540
3,5:18,1,10,NYG 24,0,27,Eli Manning pass incomplete short right intended for Rueben Randle,0.540,0.000
3,5:13,2,10,NYG 24,0,27,Andre Williams right end for no gain (tackle by Fletcher Cox),0.000,-0.690
3,4:35,3,10,NYG 24,0,27,Eli Manning pass complete short right to Rueben Randle for 9 yards (tackle by Bradley Fletcher),-0.690,-1.180
3,3:49,4,1,NYG 33,0,27,"Steve Weatherford punts 45 yards, fair catch by Darren Sproles",-1.180,-0.410
3,3:42,1,10,PHI 22,0,27,LeSean McCoy right tackle for 18 yards (tackle by Zackary Bowman),0.410,1.600
3,3:19,1,10,PHI 40,0,27,Nick Foles pass complete short right to Jeremy Maclin for 7 yards (tackle by Jacquian Williams),1.600,2.000
3,2:47,2,3,PHI 47,0,27,Nick Foles pass incomplete short right intended for Darren Sproles,2.000,1.290
3,2:41,3,3,PHI 47,0,27,Darren Sproles left tackle for 6 yards (tackle by Quintin Demps),1.290,2.460
3,2:05,1,10,NYG 47,0,27,"Darren Sproles for no gain. Darren Sproles fumbles, recovered by Josh Huff at PHI-46",2.460,0.970
3,1:20,2,17,PHI 46,0,27,Darren Sproles left tackle for 4 yards (tackle by Markus Kuhn),0.970,0.830
3,0:46,3,13,,0,27,Nick Foles pass incomplete deep right intended for Zach Ertz,0.830,-0.060
3,0:37,4,13,,0,27,"Donnie Jones punts 50 yards, touchback",-0.060,-0.280
3,0:27,1,10,NYG 20,0,27,Eli Manning pass incomplete short left intended for Odell Beckham,0.280,-0.270
3,0:21,2,10,NYG 20,0,27,Andre Williams up the middle for 5 yards (tackle by Casey Matthews),-0.270,-0.300
Quarter,Time,Down,ToGo,Location,NYG,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,NYG 25,0,27,"Penalty on John Jerry: False Start, 5 yards (no play)",-0.300,-0.960
4,15:00,3,10,NYG 20,0,27,Eli Manning pass incomplete deep right intended for Rueben Randle (defended by Malcolm Jenkins),-0.960,-2.030
4,14:55,4,10,NYG 20,0,27,"Steve Weatherford punts 49 yards, fair catch by Jeremy Maclin",-2.030,-1.000
4,14:46,1,10,PHI 31,0,27,LeSean McCoy right tackle for -1 yards (tackle by Johnathan Hankins),1.000,0.320
4,14:11,2,11,PHI 30,0,27,Nick Foles pass incomplete short middle intended for Brent Celek,0.320,-0.360
4,14:06,3,11,PHI 30,0,27,Nick Foles pass complete short left to Jordan Matthews for 10 yards (tackle by Damontre Moore),-0.360,-0.720
4,13:24,4,1,PHI 40,0,27,"Donnie Jones punts 45 yards. Penalty on Jaylen Watkins: Player Out of Bounds on Punt, 5 yards",-0.720,-0.280
4,13:11,1,10,NYG 20,0,27,Eli Manning pass complete short left to Peyton Hillis for 10 yards (tackle by Nolan Carroll),0.280,0.940
4,12:39,1,10,NYG 30,0,27,Eli Manning sacked by Connor Barwin for -4 yards,0.940,-0.150
4,12:01,2,14,NYG 26,0,27,Eli Manning pass complete short right to Peyton Hillis for 3 yards (tackle by Fletcher Cox),-0.150,-0.430
4,11:21,3,11,NYG 29,0,27,Eli Manning pass incomplete short middle intended for Peyton Hillis,-0.430,-1.440
4,11:16,4,11,NYG 29,0,27,"Steve Weatherford punts 71 yards, touchback",-1.440,-0.280
4,11:05,1,10,PHI 20,0,27,LeSean McCoy right end for 1 yard (tackle by Johnathan Hankins),0.280,-0.130
4,10:34,2,9,PHI 21,0,27,"Penalty on Antrel Rolle: Neutral Zone Infraction, 5 yards (no play)",-0.130,0.540
4,10:12,2,4,PHI 26,0,27,LeSean McCoy left end for 5 yards (tackle by Quintin Demps),0.540,1.000
4,9:30,1,10,PHI 31,0,27,LeSean McCoy left guard for 3 yards (tackle by Antrel Rolle),1.000,0.870
4,8:47,2,7,PHI 34,0,27,Trey Burton up the middle for 4 yards (tackle by Markus Kuhn),0.870,0.700
4,8:08,3,3,PHI 38,0,27,Nick Foles pass complete short right to Jordan Matthews for 7 yards (tackle by Trumaine McBride),0.700,1.930
4,7:25,1,10,PHI 45,0,27,LeSean McCoy up the middle for 2 yards (tackle by Quintin Demps),1.930,1.650
4,6:43,2,8,PHI 47,0,27,Trey Burton right end for 1 yard (tackle by Johnathan Hankins),1.650,1.090
4,5:56,3,7,PHI 48,0,27,Trey Burton right end for 1 yard (tackle by Jon Beason),1.090,-0.130
4,5:17,4,6,PHI 49,0,27,"Donnie Jones punts 44 yards, fair catch by Preston Parker",-0.130,0.380
4,5:11,1,10,NYG 7,0,27,Andre Williams up the middle for 17 yards (tackle by Malcolm Jenkins and Casey Matthews),-0.380,0.540
4,4:40,1,10,NYG 24,0,27,Eli Manning pass complete short middle to Preston Parker for 6 yards (tackle by Casey Matthews and Malcolm Jenkins),0.540,0.810
4,4:03,2,4,NYG 30,0,27,Peyton Hillis right tackle for 12 yards (tackle by Nate Allen),0.810,1.730
4,3:30,1,10,NYG 42,0,27,"Eli Manning pass complete deep right to Daniel Fells for 20 yards (tackle by Bradley Fletcher). Daniel Fells fumbles (forced by Bradley Fletcher), recovered by Casey Matthews at PHI-38 and returned for 8 yards (tackle by Peyton Hillis)",1.730,-1.990
4,3:19,1,10,PHI 46,0,27,Trey Burton left guard for 4 yards (tackle by Trumaine McBride),1.990,1.990
4,2:38,2,6,,0,27,Trey Burton left tackle for no gain (tackle by Trumaine McBride),1.990,1.290
4,2:00,3,6,,0,27,Nick Foles pass incomplete short left intended for Josh Huff,1.290,-0.060
4,1:53,4,6,,0,27,"Donnie Jones punts 44 yards, fair catch by Preston Parker",-0.060,0.380
4,1:51,1,10,NYG 6,0,27,Peyton Hillis right guard for 4 yards (tackle by Brandon Graham),-0.380,-0.490
4,1:19,2,6,NYG 10,0,27,Ryan Nassib pass complete short left to Adrien Robinson for 29 yards (tackle by Cary Williams),-0.490,1.530
4,1:10,1,10,NYG 39,0,27,Ryan Nassib pass complete short left to Rueben Randle for 7 yards (tackle by Cary Williams),1.530,1.930
4,1:04,2,3,NYG 46,0,27,Ryan Nassib pass complete short left to Rueben Randle for 9 yards (tackle by Nate Allen),1.930,1.930
4,0:58,2,3,NYG 46,0,27,Timeout #1 by New York Giants,1.930,2.590
4,0:58,1,10,PHI 45,0,27,"Ryan Nassib sacked by Brandon Graham for -10 yards. Ryan Nassib fumbles (forced by Brandon Graham), recovered by Ryan Nassib at NYG-46",2.590,2.590
4,0:38,1,10,PHI 45,0,27,Timeout #2 by New York Giants,2.590,0.830
4,0:38,2,19,NYG 46,0,27,Ryan Nassib pass complete short right to Peyton Hillis for 15 yards (tackle by Malcolm Jenkins),0.830,0.830
4,0:28,2,19,NYG 46,0,27,Timeout #3 by New York Giants,0.830,2.150
4,0:28,3,4,PHI 39,0,27,Ryan Nassib pass incomplete short left intended for Adrien Robinson,2.150,0.660
4,0:21,4,4,PHI 39,0,27,"Ryan Nassib sacked by Brandon Graham for -1 yards. Penalty on Beau Allen: Roughing the Passer, 15 yards (no play)",0.660,3.970
4,0:12,1,10,PHI 24,0,27,Ryan Nassib sacked by Brandon Bair for -2 yards,3.970,3.160
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
