Quarter,Time,Down,ToGo,Location,LAC,BUF,Detail,EPB,EPA
3,15:00,,,LAC 35,6,17,"Michael Badgley kicks off 60 yards, returned by Andre Roberts for 38 yards (tackle by Stephen Anderson)",0.000,1.800
3,14:52,1,10,BUF 43,6,17,Devin Singletary left end for 8 yards (tackle by Kenneth Murray and Nick Vigil),1.800,2.330
3,14:14,2,2,LAC 49,6,17,Devin Singletary left guard for 6 yards (tackle by Jerry Tillery and Linval Joseph),2.330,2.720
3,13:44,1,10,LAC 43,6,17,Josh Allen pass complete short right to Stefon Diggs for 4 yards (tackle by Chris Harris),2.720,2.720
3,13:08,2,6,LAC 39,6,17,Josh Allen pass complete short right to Stefon Diggs for 4 yards (tackle by Nick Vigil),2.720,2.540
3,12:27,3,2,LAC 35,6,17,Josh Allen right end for 7 yards (tackle by Kenneth Murray),2.540,3.710
3,12:02,1,10,LAC 28,6,17,Josh Allen pass complete short right to Stefon Diggs for 6 yards (tackle by Michael Davis and Rayshawn Jenkins),3.710,3.980
3,11:16,2,4,LAC 22,6,17,Devin Singletary left end for no gain (tackle by Damion Square and Emeke Egbule),3.980,3.270
3,10:47,3,4,LAC 22,6,17,Josh Allen pass complete short left to Stefon Diggs for 8 yards (tackle by Tevaughn Campbell) Penalty on LAC: Defensive Too Many Men on Field (Declined),3.270,4.650
3,10:17,1,10,LAC 14,6,17,Isaiah McKenzie right end for -1 yards (tackle by Rayshawn Jenkins),4.650,3.850
3,9:39,2,11,LAC 15,6,17,"Josh Allen left end for 8 yards (tackle by Chris Harris). Penalty on Jerry Tillery: Face Mask (15 Yards), 4 yards",3.850,6.510
3,9:12,1,3,LAC 3,6,17,Josh Allen pass incomplete short left intended for Stefon Diggs (defended by Nick Vigil),6.510,5.530
3,9:08,2,3,LAC 3,6,23,"Josh Allen left end for 3 yards, touchdown. Penalty on Josh Allen: Unsportsmanlike Conduct, 15 yards",5.530,7.000
3,9:02,,,LAC 15,6,24,Tyler Bass kicks extra point good,0.000,0.000
3,9:02,,,BUF 20,6,24,"Tyler Bass kicks off 57 yards, returned by Joe Reed for 10 yards (tackle by Taiwan Jones)",0.000,1.140
3,8:56,1,10,LAC 33,6,24,Justin Herbert pass complete short right to Hunter Henry for 13 yards (tackle by Jordan Poyer),1.140,1.990
3,8:21,1,10,LAC 46,6,24,Austin Ekeler right end for -1 yards (tackle by Vernon Butler),1.990,1.320
3,7:36,2,11,LAC 45,6,24,Justin Herbert pass complete short middle to Hunter Henry for 10 yards (tackle by Jordan Poyer),1.320,1.950
3,7:10,3,1,BUF 45,6,24,Justin Herbert pass incomplete short left intended for Keenan Allen (defended by Taron Johnson),1.950,0.270
3,7:06,4,1,BUF 45,6,24,Justin Herbert pass complete short right to Mike Williams for 4 yards (tackle by Tre'Davious White),0.270,2.850
3,6:38,1,10,BUF 41,6,24,Joshua Kelley right end for 33 yards (tackle by Micah Hyde),2.850,5.370
3,6:19,1,8,BUF 8,6,24,Joshua Kelley right tackle for -2 yards (tackle by Quinton Jefferson and Ed Oliver),5.370,4.190
3,5:42,2,10,BUF 10,6,24,Justin Herbert pass incomplete short middle intended for Austin Ekeler,4.190,3.130
3,5:39,3,10,BUF 10,6,24,Justin Herbert pass complete short right to Austin Ekeler for 9 yards (tackle by Jordan Poyer and Tremaine Edmunds),3.130,3.550
3,4:55,4,1,BUF 1,12,24,"Joshua Kelley up the middle for 1 yard, touchdown",3.550,7.000
3,4:51,,,BUF 2,14,24,"Two Point Attempt: Justin Herbert pass complete to Keenan Allen, conversion succeeds",1.000,1.000
3,4:51,,,LAC 35,14,24,"Michael Badgley kicks off 61 yards, returned by Andre Roberts for 28 yards (tackle by Joe Reed)",0.000,1.070
3,4:45,1,10,BUF 32,14,24,Josh Allen pass complete short left to Cole Beasley for 11 yards (tackle by Michael Davis),1.070,1.800
3,4:08,1,10,BUF 43,14,24,Zack Moss right end for 1 yard (tackle by Linval Joseph),1.800,1.390
3,3:31,2,9,BUF 44,14,24,Josh Allen pass complete short right to Stefon Diggs for 6 yards (tackle by Michael Davis),1.390,1.490
3,2:52,3,3,BUF 50,14,24,Josh Allen sacked by Joey Bosa for -7 yards,1.490,-0.520
3,2:19,4,10,BUF 43,14,24,"Corey Bojorquez punts 57 yards, touchback.",-0.520,-0.280
3,2:11,1,10,LAC 20,14,24,Justin Herbert pass complete short middle to Mike Williams for 13 yards (tackle by Tremaine Edmunds and Tre'Davious White),0.280,1.140
3,1:43,1,10,LAC 33,14,24,Austin Ekeler right guard for 3 yards (tackle by Jordan Poyer and Tre'Davious White),1.140,1.000
3,1:12,2,7,LAC 36,14,24,"Justin Herbert pass complete short middle to Keenan Allen for 15 yards (tackle by Micah Hyde). Penalty on Jordan Poyer: Unnecessary Roughness, 15 yards",1.000,3.310
3,0:50,1,10,BUF 34,14,24,Justin Herbert pass incomplete short left intended for Austin Ekeler (defended by Mario Addison),3.310,2.770
3,0:44,2,10,BUF 34,14,24,Justin Herbert pass complete short right to Mike Williams for 9 yards (tackle by Tre'Davious White),2.770,3.270
3,0:12,3,1,BUF 25,14,24,Austin Ekeler up the middle for no gain (tackle by Micah Hyde),3.270,1.950
Quarter,Time,Down,ToGo,Location,LAC,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,1,BUF 25,14,24,Joshua Kelley up the middle for -1 yards (tackle by Jerry Hughes and Taron Johnson),1.950,-0.670
4,14:53,1,10,BUF 26,14,24,Devin Singletary left tackle for 11 yards (tackle by Nick Vigil and Nasir Adderley),0.670,1.400
4,14:15,1,10,BUF 37,14,24,"Devin Singletary left tackle for 8 yards (tackle by Kenneth Murray and Nick Vigil). Devin Singletary fumbles (forced by Nick Vigil), recovered by Nasir Adderley at BUF-47 and returned for 1 yard (tackle by Jon Feliciano)",1.400,-2.520
4,14:06,1,10,BUF 46,14,24,Austin Ekeler left end for 13 yards (tackle by Jordan Poyer),2.520,3.380
4,13:25,1,10,BUF 33,14,24,Justin Herbert pass complete short left to Austin Ekeler for 4 yards (tackle by Justin Zimmer),3.380,3.380
4,12:49,2,6,BUF 29,14,24,Austin Ekeler left end for -2 yards (tackle by A.J. Klein and Jordan Poyer),3.380,2.410
4,12:06,3,8,BUF 31,14,24,"Justin Herbert pass incomplete deep right intended for Mike Williams (defended by Levi Wallace). Penalty on Ed Oliver: Roughing the Passer, 15 yards (no play)",2.410,4.510
4,11:58,1,10,BUF 16,14,24,"Penalty on Ed Oliver: Neutral Zone Infraction, 5 yards (no play)",4.510,5.630
4,11:58,1,5,BUF 11,14,24,Austin Ekeler left guard for 3 yards (tackle by Tremaine Edmunds and Ed Oliver),5.630,5.350
4,11:33,2,2,BUF 8,14,24,Austin Ekeler right guard for 1 yard (tackle by Tremaine Edmunds and Levi Wallace),5.350,4.850
4,10:52,3,1,BUF 7,14,24,Joshua Kelley left end for -3 yards (tackle by A.J. Klein),4.850,2.840
4,10:20,,,,,,Timeout #1 by Los Angeles Chargers,,
4,10:20,4,4,BUF 10,17,24,Michael Badgley 27 yard field goal good,2.840,3.000
4,10:16,,,LAC 35,17,24,"Michael Badgley kicks off 56 yards, returned by Andre Roberts for 25 yards (tackle by Brandon Facyson)",0.000,1.200
4,10:08,1,10,BUF 34,17,24,Josh Allen pass complete deep left to Gabriel Davis for 44 yards (tackle by Tevaughn Campbell). Penalty on Justin Jones: Defensive Offside (Declined),1.200,4.110
4,9:55,1,10,LAC 22,17,24,"Josh Allen aborted snap, recovered by Joey Bosa at LAC-22",4.110,-0.410
4,9:46,1,10,LAC 22,17,24,Justin Herbert pass complete short right to Hunter Henry for 5 yards (tackle by Taron Johnson),0.410,0.540
4,9:19,2,5,LAC 27,17,24,Justin Herbert pass incomplete short left intended for Austin Ekeler,0.540,-0.160
4,9:13,3,5,LAC 27,17,24,"Justin Herbert sacked by Ed Oliver for -7 yards. Justin Herbert fumbles (forced by Ed Oliver), recovered by Justin Herbert at LAC-20",-0.160,-2.030
4,8:28,4,12,LAC 20,17,24,"Ty Long punts 54 yards, returned by Andre Roberts for 4 yards (tackle by Malik Jefferson)",-2.030,-0.940
4,8:14,1,10,BUF 30,17,24,Josh Allen pass complete short right to Stefon Diggs for 2 yards (tackle by Nick Vigil),0.940,0.660
4,7:40,2,8,BUF 32,17,24,Zack Moss up the middle for 8 yards (tackle by Nick Vigil),0.660,1.600
4,7:01,1,10,BUF 40,17,24,Zack Moss left end for -2 yards (tackle by Joey Bosa),1.600,0.780
4,6:21,2,12,BUF 38,17,24,Josh Allen pass deep left intended for Stefon Diggs is intercepted by Michael Davis at LAC-44 and returned for no gain,0.780,-1.860
4,6:13,1,10,LAC 44,17,24,Austin Ekeler right guard for 1 yard (tackle by Darryl Johnson and A.J. Klein),1.860,1.450
4,5:42,2,9,LAC 45,17,24,Justin Herbert pass complete short right to Austin Ekeler for 3 yards (tackle by Darryl Johnson),1.450,1.160
4,5:23,3,6,LAC 48,17,24,Justin Herbert pass deep middle intended for Hunter Henry is intercepted by Tre'Davious White at BUF-35 and returned for no gain,1.160,-1.270
4,5:17,1,10,BUF 35,17,24,"Zack Moss up the middle for 31 yards (tackle by Nasir Adderley). Penalty on Zack Moss: Unsportsmanlike Conduct, 15 yards",1.270,2.320
4,4:41,1,10,LAC 49,17,24,Devin Singletary left end for 24 yards (tackle by Kenneth Murray),2.320,3.910
4,4:33,1,10,LAC 25,17,24,Devin Singletary left guard for -4 yards (tackle by Joey Bosa and Rayshawn Jenkins),3.910,2.820
4,3:49,2,14,LAC 29,17,24,Zack Moss left guard for 5 yards (tackle by Joey Bosa),2.820,2.810
4,3:45,,,,,,Timeout #2 by Los Angeles Chargers,,
4,3:45,3,9,LAC 24,17,24,"Josh Allen left end for 12 yards (tackle by Rayshawn Jenkins). Penalty on Gabriel Davis: Unnecessary Roughness (Declined) . Penalty on Dion Dawkins: Offensive Holding, 10 yards (no play)",2.810,1.490
4,3:36,3,19,LAC 34,17,24,Josh Allen pass complete short left to Stefon Diggs for 9 yards (tackle by Nick Vigil),1.490,1.800
4,3:31,,,,,,Timeout #3 by Los Angeles Chargers,,
4,3:31,4,10,LAC 25,17,27,Tyler Bass 43 yard field goal good,1.800,3.000
4,3:26,,,BUF 35,17,27,"Tyler Bass kicks off 67 yards, returned by Troymaine Pope for 14 yards (tackle by Taiwan Jones)",0.000,-0.350
4,3:21,1,10,LAC 12,17,27,Justin Herbert pass incomplete short right intended for Austin Ekeler (defended by Micah Hyde),-0.350,-0.780
4,3:17,2,10,LAC 12,17,27,Justin Herbert pass complete short left to Hunter Henry for 8 yards (tackle by Tremaine Edmunds),-0.780,-0.480
4,2:54,3,2,LAC 20,17,27,Justin Herbert pass incomplete short right intended for Jalen Guyton,-0.480,-2.030
4,2:50,4,2,LAC 20,17,27,Justin Herbert pass complete short right to Jalen Guyton for 11 yards (tackle by Levi Wallace),-2.030,1.000
4,2:28,1,10,LAC 31,17,27,Justin Herbert pass complete short right to Austin Ekeler for 14 yards (tackle by Tremaine Edmunds),1.000,1.930
4,2:08,1,10,LAC 45,17,27,Justin Herbert pass complete short middle to Hunter Henry for 15 yards (tackle by Jordan Poyer),1.930,2.920
4,2:00,1,10,BUF 40,17,27,Justin Herbert pass complete short middle to Austin Ekeler for 3 yards (tackle by Taron Johnson and Levi Wallace),2.920,2.780
4,1:52,2,7,BUF 37,17,27,Justin Herbert pass incomplete deep right intended for Tyron Johnson,2.780,2.080
4,1:47,3,7,BUF 37,17,27,Justin Herbert sacked by A.J. Klein for -10 yards,2.080,0.130
4,1:14,4,17,BUF 47,17,27,"Justin Herbert pass complete deep right to Jalen Guyton for 46 yards (tackle by Levi Wallace). Penalty on Jalen Guyton: Offensive Pass Interference, 10 yards (no play)",0.130,-0.520
4,1:00,4,27,LAC 43,17,27,Justin Herbert pass complete deep middle to Tyron Johnson for 55 yards (tackle by Levi Wallace),-0.520,6.740
4,0:25,1,2,BUF 2,17,27,Austin Ekeler up the middle for 1 yard (tackle by Quinton Jefferson and Tremaine Edmunds),6.740,5.910
4,0:08,2,1,BUF 1,17,27,Justin Herbert pass incomplete short left intended for Mike Williams. Penalty on Quinton Jefferson: Roughing the Passer (no play),5.910,6.970
4,0:06,1,1,BUF 1,17,27,Justin Herbert pass incomplete short left intended for Mike Williams,6.970,5.910
4,0:03,,,,,,Timeout #1 by Buffalo Bills,,
4,0:03,2,1,BUF 1,17,27,Justin Herbert up the middle for no gain (tackle by Vernon Butler),5.910,5.170
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
