Quarter,Time,Down,ToGo,Location,IND,NYJ,Detail,EPB,EPA
2,8:16,,,IND 35,17,3,"Pat McAfee kicks off 63 yards, returned by Jeremy Ross for 28 yards (tackle by Matthias Farley)",0.000,-0.940
2,8:10,1,10,NYJ 30,17,3,Matt Forte left tackle for 1 yard (tackle by Hassan Ridgeway and D'Qwell Jackson),0.940,0.530
2,7:30,2,9,NYJ 31,17,3,Matt Forte middle for 3 yards (tackle by Edwin Jackson),0.530,0.230
2,6:49,3,6,NYJ 34,17,3,Ryan Fitzpatrick pass incomplete short left intended for Charone Peake,0.230,-1.110
2,6:45,4,6,NYJ 34,17,3,"Lac Edwards punts 36 yards, out of bounds",-1.110,-0.940
2,6:38,1,10,IND 30,17,3,Andrew Luck pass complete short left to Jack Doyle for 2 yards (tackle by Darron Lee),0.940,0.660
2,6:02,2,8,IND 32,17,3,Frank Gore right tackle for 5 yards (tackle by Mike Catapano),0.660,0.630
2,5:23,3,3,IND 37,17,3,Andrew Luck pass complete short left to T.Y. Hilton for 7 yards (tackle by Rontez Miles),0.630,1.860
2,4:44,1,10,IND 44,17,3,Frank Gore middle for 6 yards (tackle by David Harris and Marcus Gilchrist),1.860,2.130
2,4:07,2,4,,17,3,Frank Gore right tackle for 6 yards (tackle by Muhammad Wilkerson and David Harris),2.130,2.650
2,3:27,1,10,NYJ 44,17,3,Andrew Luck pass complete short right to Erik Swoope for 4 yards (tackle by Darron Lee),2.650,2.650
2,2:45,2,6,NYJ 40,17,3,Andrew Luck pass complete short middle to T.Y. Hilton for 15 yards (tackle by Darrelle Revis),2.650,3.910
2,2:00,1,10,NYJ 25,17,3,Andrew Luck pass complete short left to Jack Doyle for 2 yards (tackle by Darron Lee and Darrelle Revis),3.910,3.630
2,1:24,2,8,NYJ 23,23,3,"Andrew Luck pass complete deep left to Dwayne Allen for 23 yards, touchdown",3.630,7.000
2,1:18,,,NYJ 15,24,3,Adam Vinatieri kicks extra point good,0.000,0.000
2,1:18,,,IND 35,24,3,"Pat McAfee kicks off 67 yards, returned by Jeremy Ross for 27 yards (tackle by Matthias Farley)",0.000,-0.610
2,0:50,1,10,NYJ 25,24,3,Ryan Fitzpatrick right guard for 4 yards (tackle by Erik Walden and D'Qwell Jackson),0.610,0.600
2,0:47,2,6,NYJ 29,24,3,Ryan Fitzpatrick pass incomplete deep middle intended for Brandon Marshall is intercepted by Darius Butler at IND-46,0.600,-1.990
2,0:44,1,10,IND 46,24,3,"Andrew Luck pass incomplete deep left intended for Phillip Dorsett. Penalty on Julian Stanford: Defensive Pass Interference, 39 yards (no play)",1.990,4.580
2,0:38,1,10,NYJ 15,24,3,Andrew Luck pass complete short middle to Jack Doyle for 14 yards (tackle by Rontez Miles). Jack Doyle fumbles (forced by Rontez Miles),4.580,-0.280
2,0:29,1,10,NYJ 20,24,3,Ryan Fitzpatrick kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,IND,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 35,24,3,"Nick Folk kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,IND 25,24,3,Andrew Luck pass incomplete short right intended for Donte Moncrief,0.610,0.060
3,14:56,2,10,IND 25,24,3,Frank Gore left end for 3 yards (tackle by Darryl Roberts),0.060,-0.230
3,14:19,3,7,IND 28,24,3,Andrew Luck pass complete short left to Donte Moncrief for 8 yards (tackle by Darryl Roberts),-0.230,1.330
3,13:38,1,10,IND 36,24,3,Frank Gore middle for 1 yard (tackle by Leonard Williams and Deon Simon),1.330,0.930
3,12:57,2,9,IND 37,24,3,Andrew Luck pass complete deep middle to T.Y. Hilton for 17 yards (tackle by Buster Skrine),0.930,2.520
3,12:15,1,10,NYJ 46,24,3,Frank Gore middle for 6 yards (tackle by Deon Simon and Leonard Williams),2.520,2.790
3,11:38,2,4,NYJ 40,24,3,Andrew Luck pass complete short right to Donte Moncrief for 5 yards (tackle by Rontez Miles and Darrelle Revis),2.790,3.250
3,10:56,1,10,NYJ 35,24,3,Andrew Luck pass complete short middle to T.Y. Hilton for 24 yards (tackle by Marcus Gilchrist),3.250,4.840
3,10:14,1,10,NYJ 11,24,3,Frank Gore left tackle for 1 yard (tackle by Leonard Williams),4.840,4.320
3,9:34,2,9,NYJ 10,24,3,Andrew Luck pass complete short right to T.Y. Hilton for 7 yards (tackle by Marcus Gilchrist),4.320,4.890
3,8:59,3,2,NYJ 3,30,3,"Andrew Luck pass complete short middle to Donte Moncrief for 3 yards, touchdown",4.890,7.000
3,8:54,,,NYJ 15,31,3,Adam Vinatieri kicks extra point good,0.000,0.000
3,8:54,,,IND 35,31,3,"Pat McAfee kicks off 64 yards, returned by Jeremy Ross for 15 yards (tackle by Chris Carter)",0.000,0.140
3,8:48,1,10,NYJ 16,31,3,Bryce Petty pass complete short right to Austin Seferian-Jenkins for 10 yards (tackle by Rashaan Melvin),-0.140,0.670
3,8:15,1,10,NYJ 26,31,3,Bryce Petty sacked by David Parry for -2 yards,0.670,-0.140
3,7:33,2,12,NYJ 24,31,3,Bryce Petty pass incomplete deep left intended for Robby Anderson (defended by Darius Butler),-0.140,-0.820
3,7:25,3,12,NYJ 24,31,3,Bryce Petty pass complete short left to Brandon Marshall for 13 yards (tackle by Mike Adams),-0.820,1.400
3,6:49,1,10,NYJ 37,31,3,Bryce Petty pass incomplete short left intended for Matt Forte (defended by Trent Cole),1.400,0.860
3,6:44,2,10,NYJ 37,31,3,Bryce Petty pass incomplete deep left intended for Brandon Marshall,0.860,0.170
3,6:39,3,10,NYJ 37,31,3,Bryce Petty pass incomplete deep left intended for Robby Anderson,0.170,-0.910
3,6:34,4,10,NYJ 37,31,3,"Lac Edwards punts 54 yards, returned by Chester Rogers for 30 yards (tackle by Lac Edwards)",-0.910,-1.530
3,6:19,1,10,IND 39,31,3,Frank Gore right end for 3 yards (tackle by David Harris),1.530,1.390
3,5:40,2,7,IND 42,31,3,Andrew Luck pass incomplete short left intended for Donte Moncrief (defended by Darrelle Revis),1.390,0.700
3,5:35,3,7,IND 42,31,3,Andrew Luck left end for 8 yards (tackle by David Harris),0.700,2.260
3,4:47,1,10,,31,3,Frank Gore left end for 1 yard (tackle by Marcus Gilchrist and Leonard Williams),2.260,1.850
3,4:06,2,9,NYJ 49,31,3,Robert Turbin middle for 3 yards (tackle by Muhammad Wilkerson),1.850,1.550
3,3:25,3,6,NYJ 46,31,3,Andrew Luck pass complete short middle to Dwayne Allen for 21 yards (tackle by Rontez Miles),1.550,3.910
3,2:40,1,10,NYJ 25,31,3,Frank Gore left guard for 6 yards (tackle by David Harris),3.910,4.200
3,2:00,2,4,NYJ 19,31,3,Frank Gore left guard for 1 yard (tackle by Leonard Williams),4.200,3.660
3,1:16,3,3,NYJ 18,31,3,Andrew Luck pass incomplete short right intended for T.Y. Hilton,3.660,2.350
3,1:11,4,3,NYJ 18,34,3,Adam Vinatieri 36 yard field goal good,2.350,3.000
3,1:08,,,IND 35,34,3,"Pat McAfee kicks off 64 yards, returned by Jeremy Ross for 19 yards (tackle by Robert Turbin)",0.000,-0.280
3,1:02,1,10,NYJ 20,34,3,Bryce Petty pass complete short right to Matt Forte for 7 yards (tackle by Rashaan Melvin),0.280,0.680
3,0:30,2,3,NYJ 27,34,3,Bryce Petty pass incomplete deep middle intended for Robby Anderson is intercepted by Mike Adams at IND-38 and returned for 56 yards,0.680,-5.830
3,0:14,1,6,NYJ 6,34,3,Robert Turbin middle for 1 yard (tackle by Darron Lee and Deon Simon),5.830,5.150
Quarter,Time,Down,ToGo,Location,IND,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,NYJ 5,40,3,"Robert Turbin right end for 5 yards, touchdown",5.150,7.000
4,14:54,,,NYJ 15,41,3,Adam Vinatieri kicks extra point good,0.000,0.000
4,14:54,,,IND 35,41,3,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.610
4,14:54,1,10,NYJ 25,41,3,Bryce Petty pass complete short left to Brandon Bostick for 12 yards (tackle by D'Qwell Jackson),0.610,1.400
4,14:22,1,10,NYJ 37,41,3,Bryce Petty pass incomplete short left intended for C.J. Spiller,1.400,0.860
4,14:19,2,10,NYJ 37,41,3,Bryce Petty pass incomplete short right intended for Robby Anderson,0.860,0.170
4,14:14,3,10,NYJ 37,41,3,Bryce Petty pass complete short middle to Robby Anderson for 8 yards (tackle by Edwin Jackson),0.170,-0.390
4,13:36,4,2,NYJ 45,41,3,Bryce Petty pass complete short right to Brandon Marshall for 4 yards (tackle by Rashaan Melvin),-0.390,2.190
4,12:58,1,10,NYJ 49,41,3,Bryce Petty pass complete short right to Brandon Marshall for 9 yards (tackle by Edwin Jackson),2.190,2.860
4,12:19,2,1,IND 42,41,3,Bryce Petty pass incomplete short right intended for Charone Peake,2.860,2.150
4,12:16,3,1,IND 42,41,3,C.J. Spiller left guard for 2 yards (tackle by Curt Maggitt and Antonio Morrison),2.150,2.920
4,11:36,1,10,IND 40,41,3,Bryce Petty pass incomplete deep right intended for Robby Anderson,2.920,2.370
4,11:31,2,10,IND 40,41,3,Bryce Petty pass incomplete short left intended for Austin Seferian-Jenkins,2.370,1.680
4,11:26,3,10,IND 40,41,9,"Bryce Petty pass complete deep middle to Robby Anderson for 40 yards, touchdown",1.680,7.000
4,11:19,,,IND 15,41,10,Nick Folk kicks extra point good,0.000,0.000
4,11:19,,,NYJ 35,41,10,"Nick Folk kicks off 63 yards, returned by Jordan Todman for 26 yards (tackle by Marcus Gilchrist)",0.000,-0.810
4,11:12,1,10,IND 28,41,10,Robert Turbin left end for 1 yard (tackle by Buster Skrine),0.810,0.400
4,10:27,2,9,IND 29,41,10,Robert Turbin middle for 7 yards (tackle by Rontez Miles),0.400,0.630
4,9:44,3,2,IND 36,41,10,Robert Turbin right tackle for -1 yards (tackle by David Harris),0.630,-1.040
4,9:09,4,3,IND 35,41,10,"Pat McAfee punts 51 yards, fair catch by Jeremy Ross",-1.040,0.280
4,9:01,1,10,NYJ 14,41,10,Bryce Petty pass complete short right to Robby Anderson for 6 yards (tackle by Rashaan Melvin),-0.280,0.150
4,8:22,2,4,NYJ 20,41,10,Bryce Petty pass complete short right to Austin Seferian-Jenkins for 19 yards (tackle by T.J. Green),0.150,1.530
4,7:42,1,10,NYJ 39,41,10,Bryce Petty pass complete short left to Robby Anderson for 7 yards (tackle by Antonio Morrison),1.530,1.930
4,7:05,2,3,NYJ 46,41,10,"Penalty on Breno Giacomini: False Start, 5 yards (no play)",1.930,1.260
4,6:44,2,8,NYJ 41,41,10,Bryce Petty pass incomplete short right intended for Robby Anderson,1.260,0.560
4,6:40,3,8,NYJ 41,41,10,Bryce Petty pass incomplete short middle intended for Bilal Powell,0.560,-0.650
4,6:37,4,8,NYJ 41,41,10,Bryce Petty pass incomplete deep right intended for Brandon Marshall,-0.650,-2.850
4,6:32,1,10,NYJ 41,41,10,Jordan Todman right tackle for 2 yards (tackle by Deon Simon),2.850,2.580
4,5:50,2,8,NYJ 39,41,10,Jordan Todman right tackle for 1 yard (tackle by Muhammad Wilkerson),2.580,2.020
4,5:06,3,7,NYJ 38,41,10,"Scott Tolzien pass incomplete short right intended for Donte Moncrief. Penalty on Darrelle Revis: Defensive Pass Interference, 7 yards (no play)",2.020,3.510
4,5:00,1,10,NYJ 31,41,10,Josh Ferguson right tackle for 2 yards (tackle by Jordan Jenkins and Darron Lee),3.510,3.240
4,4:16,2,8,NYJ 29,41,10,Scott Tolzien pass complete short left to Erik Swoope for 11 yards (tackle by Darron Lee),3.240,4.370
4,3:33,1,10,NYJ 18,41,10,Josh Ferguson right end for 1 yard (tackle by Muhammad Wilkerson and Jordan Jenkins),4.370,3.940
4,2:47,2,9,NYJ 17,41,10,Josh Ferguson left end for -1 yards (tackle by Mike Catapano and Marcus Gilchrist),3.940,3.050
4,2:02,3,10,NYJ 18,41,10,Josh Ferguson right end for -2 yards (tackle by David Harris),3.050,2.120
4,1:57,4,12,NYJ 20,41,10,Josh Ferguson right end for 11 yards (tackle by Jordan Jenkins),2.120,0.380
4,1:47,1,10,NYJ 10,41,10,Bryce Petty pass incomplete short right intended for Robby Anderson is intercepted by Darryl Morris at NYJ-22,-0.380,-4.110
4,1:41,1,10,NYJ 22,41,10,Scott Tolzien kneels for no gain,4.110,3.560
4,1:01,2,10,NYJ 22,41,10,Scott Tolzien kneels for -2 yards,3.560,2.610
4,0:31,3,12,NYJ 24,41,10,Scott Tolzien kneels for -1 yards,2.610,1.800
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
